"ID";"Case Number";"How Received";"Date Opened";"Violations[Regulation]";"Resolution Action";;;;
1016684;"2021-130";"Complaints";"03/12/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1225339;"2019-1056";"Complaints";"10/31/2019";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1225339;"2019-599";"Complaints";"07/22/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1225339;"2021-254";"Complaints";"05/04/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017640;"2019-1022";"Self-Reported";"10/23/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017640;"2021-229";"Self-Reported";"04/21/2021";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 24-Staffing- Supervision - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 37-Physical Plant- Basic requirements - [19a-79-7a(d)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1460444;"2019-718";"Complaints";"08/12/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1460444;"2020-154";"Complaints";"02/27/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] 64-Under Three Endorsement- Bottle feeding - [19a-79-10(j)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1460444;"2020-258";"Complaints";"06/24/2020";"10-Administration-Notification of changes - [19a-79-3a(c)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 25-Staffing- Requirements of staff - [19a-79-4a(d)] 29-Staffing- Consultant plans/agreements - [19a-79-4a(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1665553;"2020-255";"Complaints";"06/23/2020";"10-Administration-Notification of changes - [19a-79-3a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1665553;"2020-269";"Complaints";"07/02/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017699;"2021-15";"Complaints";"01/12/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017699;"2021-392";"Self-Reported";"07/01/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017639;"2019-892";"Self-Reported";"09/12/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017639;"2020-535";"Self-Reported";"12/28/2020";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017639;"2021-437";"Self-Reported";"07/16/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017639;"2021-757";"Complaints";"10/22/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017639;"2022-327";"Self-Reported";"05/13/2022";"48-Administration of Medications- Nonprescription topical medication - [19a-79-9a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015723;"2021-335";"Self-Reported";"06/04/2021";"03b-Licensure procedures - [19a-79-2a] 04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 22-Staffing- Ratios - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 25-Staffing- Requirements of staff - [19a-79-4a(d)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1010883;"2019-1180";"Self-Reported";"12/24/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1010883;"2021-815";"Complaints";"11/12/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017777;"2022-62";"Self-Reported";"02/03/2022";"24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1131225;"2019-1104";"Complaints";"11/20/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1131225;"2020-66";"Complaints";"01/27/2020";"36-Physical Plant- General requirements - [19a-79-7a(c)] 38-Physical Plant- Environmental requirements - [19a-79-7a(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1131225;"2021-44";"Complaints";"01/27/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1511118;"2020-402";"Self-Reported";"09/24/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1511118;"2022-175";"Self-Reported";"03/22/2022";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1638797;"2019-1047";"Self-Reported";"10/29/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1638797;"2020-284";"Self-Reported";"07/16/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1638797;"2020-307";"Complaints";"07/30/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1638797;"2021-662";"Self-Reported";"09/23/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017615;"2020-408";"Complaints";"09/28/2020";"11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 23-Staffing- Group size - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1017034;"2019-1139";"Self-Reported";"12/04/2019";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017034;"2021-491";"Complaints";"08/04/2021";"37-Physical Plant- Basic requirements - [19a-79-7a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017034;"2022-391";"Complaints";"06/08/2022";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1335865;"2020-483";"Complaints";"11/18/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1410074;"2020-523";"Complaints";"12/16/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016935;"2021-123";"Complaints";"03/10/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1593232;"2019-880";"Complaints";"09/05/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016804;"2020-299";"Complaints";"07/27/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016804;"2021-89";"Complaints";"02/18/2021";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015718;"2021-22";"Complaints";"01/15/2021";"24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1435283;"2021-622";"Self-Reported";"09/16/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1435283;"2022-296";"Self-Reported";"05/04/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1435283;"2022-401";"Complaints";"06/10/2022";"37-Physical Plant- Basic requirements - [19a-79-7a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017455;"2019-705";"Self-Reported";"08/06/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1011193;"2019-613";"Complaints";"07/24/2019";"42-Physical Plant- Outdoor play space - [19a-79-7a(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1011193;"2020-79";"Complaints";"01/29/2020";"19-Staffing- Staff file on premise - [19a-79-4a(a)] 20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1011193;"2021-765";"Complaints";"10/27/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1011193;"2022-118";"Complaints";"03/02/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1517838;"2021-186";"Complaints";"04/07/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1517838;"2022-122";"Self-Reported";"03/02/2022";"36-Physical Plant- General requirements - [19a-79-7a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017390;"2021-872";"Self-Reported";"12/07/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1431741;"2020-132";"Self-Reported";"02/20/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1665199;"2020-462";"Complaints";"11/02/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1058438;"2021-406";"Complaints";"07/07/2021";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1058438;"2022-380";"Complaints";"06/03/2022";"38-Physical Plant- Environmental requirements - [19a-79-7a(e)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1254612;"2019-701";"Complaints";"08/05/2019";"11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 22-Staffing- Ratios - [19a-79-4a(c)] 23-Staffing- Group size - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015692;"2019-1118";"Self-Reported";"11/25/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015692;"2021-294";"Self-Reported";"05/14/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1663224;"2021-383";"Complaints";"06/28/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1663224;"2021-797";"Self-Reported";"11/08/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1663224;"2022-18";"Self-Reported";"01/11/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017613;"2020-340";"Complaints";"08/21/2020";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1626058;"2022-234";"Complaints";"04/13/2022";"013-Medical Statement - [19a-87b-6(b)] 022-Clean/Sanitary Environment - [19a-87b-9(a)] 024-Harmful Substances and Materials Inaccessible - [19a-87b-9(c)] 053-Enrollment Form - [19a-87b-10(b)(1)] 054-Child Health Record - [19a-87b-10(b)(2)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016848;"2019-962";"Complaints";"10/01/2019";"20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1389783;"2020-14";"Complaints";"01/07/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 15-Administration- Access - [19a-79-3a(h)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1389783;"2021-131";"Complaints";"03/12/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1389783;"2021-197";"Complaints";"04/09/2021";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1389783;"2021-215";"Complaints";"04/16/2021";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1389783;"2021-222";"Complaints";"04/19/2021";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1389783;"2021-349";"Complaints";"06/14/2021";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1389783;"2021-352";"Complaints";"06/14/2021";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 20-Staffing- Staff records - [19a-79-4a(b)] 36-Physical Plant- General requirements - [19a-79-7a(c)] 37-Physical Plant- Basic requirements - [19a-79-7a(d)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1389783;"2021-536";"Complaints";"08/23/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1389783;"2021-767";"Complaints";"10/27/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1369779;"2019-1023";"Self-Reported";"10/23/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1369779;"2019-1097";"Self-Reported";"11/19/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1369779;"2021-601";"Self-Reported";"09/14/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017053;"2019-854";"Complaints";"08/28/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017053;"2020-384";"Self-Reported";"09/14/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017863;"2019-1019";"Complaints";"10/22/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017863;"2020-147";"Self-Reported";"02/25/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017863;"2021-279";"Complaints";"05/10/2021";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015628;"2021-127";"Self-Reported";"03/11/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016574;"2020-537";"Complaints";"12/29/2020";"41-Responsibilities of Provider & Substitute- Meeting children's physical needs - [19a-87b-10(c)] 45-Responsibilities of Provider & Substitute- Giving parents information & access - [19a-87b-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1123173;"2021-452";"Complaints";"07/21/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1123173;"2022-184";"Complaints";"03/24/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1123173;"2022-5";"Self-Reported";"01/05/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 24-Staffing- Supervision - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1615647;"2020-531";"Self-Reported";"12/24/2020";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017791;"2022-114";"Self-Reported";"03/01/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017791;"2022-272";"Complaints";"04/27/2022";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016971;"2020-192";"Self-Reported";"03/11/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016971;"2021-13";"Self-Reported";"01/11/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017322;"2021-478";"Self-Reported";"07/30/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1208015;"2020-536";"Complaints";"12/29/2020";"59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016949;"2019-1088";"Complaints";"11/15/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016949;"2019-1115";"Self-Reported";"11/25/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016949;"2019-912";"Self-Reported";"09/19/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1394440;"2019-996";"Complaints";"10/15/2019";"13-Qualifications of the Provider- Personal qualities - [19a-87b-6(e)] 41-Responsibilities of Provider & Substitute- Meeting children's physical needs - [19a-87b-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1013362;"2019-721";"Complaints";"08/12/2019";"19-Members of the household- Household environment - [19a-87b-7(e)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1525831;"2019-908";"Complaints";"09/17/2019";"58-Under Three Endorsement- Special equipment - [19a-79-10(d)] 65-Under Three Endorsement- Foods & liquids - [19a-79-10(k)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1525831;"2020-249";"Complaints";"06/11/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1525831;"2022-160";"Complaints";"03/15/2022";"11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 21-Staffing- Adequate staff - [19a-79-4a(c)] 29-Staffing- Consultant plans/agreements - [19a-79-4a(h)] 36-Physical Plant- General requirements - [19a-79-7a(c)] 37-Physical Plant- Basic requirements - [19a-79-7a(d)] 46-Educational Requirements- Program - [19a-79-8a(b)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] 64-Under Three Endorsement- Bottle feeding - [19a-79-10(j)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1525831;"2022-203";"Complaints";"03/30/2022";"36-Physical Plant- General requirements - [19a-79-7a(c)] 45-Educational Requirements- Plan - [19a-79-8a(a)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1525831;"2022-270";"Complaints";"04/27/2022";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 64-Under Three Endorsement- Bottle feeding - [19a-79-10(j)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1017051;"2019-650";"Self-Reported";"07/26/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1195664;"2021-298";"Complaints";"05/17/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1195664;"2021-678";"Complaints";"09/28/2021";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017088;"2021-226";"Complaints";"04/20/2021";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015710;"2019-1117";"Complaints";"11/25/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015710;"2020-126";"Complaints";"02/18/2020";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017829;"2020-216";"Complaints";"04/08/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017371;"2019-700";"Self-Reported";"08/05/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 51-Administration of Medications-Order from an authorized prescriber/parent's permission - [19a-79-9a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1078606;"2020-488";"Complaints";"11/20/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1078606;"2021-683";"Self-Reported";"09/28/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1078606;"2022-185";"Complaints";"03/24/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1008923;"2021-625";"Complaints";"09/16/2021";"018-Household Environment - [19a-87b-7(b)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1014592;"2020-245";"Complaints";"06/10/2020";"13-Qualifications of the Provider- Personal qualities - [19a-87b-6(e)] 48-Responsibilities of Provider & Substitute- Child protection - [19a-87b-10(j)] [Reference regulation link above.]";"Referred to Legal Division";;;;
2155365;"2021-857";"Complaints";"12/01/2021";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1458019;"2022-146";"Self-Reported";"03/11/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1173161;"2020-211";"Complaints";"03/30/2020";"39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1013447;"2021-214";"Complaints";"04/16/2021";"021-Background Check - [19a-87b-8a] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015267;"2020-76";"Complaints";"01/29/2020";"05-Terms of the Registration- Capacity - [19a-87b-5(d)] 06-Terms of the Registration- Infant/toddler restriction - [19a-87b-5(e)] 13-Qualifications of the Provider- Personal qualities - [19a-87b-6(e)] 20-Qualifications of Staff- Substitute/Assistant - Staffing - [19a-87b-8] 39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] 43-Responsibilities of Provider & Substitute- Planning for special needs of infants - [19a-87b-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1014438;"2019-639";"Complaints";"07/25/2019";"17-Members of the household- Criminal record check - [19a-87b-7(b)] 25-Physical Environment- Absence of poisonous substances - [19a-87b-9(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1390014;"2020-268";"Complaints";"07/02/2020";"26-Physical Environment- Fire safety - [19a-87b-9(d)] 39-Responsibilities of Provider & Substitute- Maintaining records on children - [19a-87b-10(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017991;"2022-261";"Self-Reported";"04/25/2022";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
