cost_ctr_no;id;ctr_desc;addr;addr2;city;state;zip;area_cd;phone;Director Name;time_open;time_close;URL;welcome message;programs;condensed programs;Age Range
303051;881973;Greenfield KinderCare;8650 West Forest Home Ave.;;Greenfield;WI;53228-3420;414;425-1943;Abbey Jilbert;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/greenfield/wi/301211/?cid=ref_childcarecenter_us;Welcome to our center!  At our school we believe in developing the whole child.  This means that we support your child through social, emotional, cognitive, and physical development.  We do this in many different ways including learning through play and real life experiences. We invite you to stop on by so that you can experience what many of our other families have over the years. We're looking forward to providing for you the quality care and learning experiences that your child deserves.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
303031;881987;Brown Deer KinderCare;8750 North 51st St.;;Brown Deer;WI;53223-3008;414;354-3770;Tammy Kreger;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/brown-deer/wi/301064/?cid=ref_childcarecenter_us;Welcome to our KinderCare center. We are conveniently located in Brown Deer where we have a wonderful newer building with a very large playground for our children. We are currently accepting enrollments in all of our classrooms and we would love to meet you and your family at any time.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
303063;881988;Park Place KinderCare;10715 West Park Place;;Milwaukee;WI;53224-3620;414;359-1234;Kristen Porter;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/milwaukee/wi/301349/?cid=ref_childcarecenter_us;Welcome to Park Place KinderCare.  Our center is unique because of the years of experience that the staff has and their genuine concern for quality child care.  We provide a family like environment that is unique only to Park Place.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
303048;881989;Greendale KinderCare;5230 West Loomis Rd.;;Greendale;WI;53129-1408;414;421-5510;Lynnette Linehan;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/greendale/wi/301069/?cid=ref_childcarecenter_us;"Welcome to our center! We consider our center a family; which is the key to any effective foundation in helping your child blossom toward a successful future.  We maintain positive, thoughtful communication with all of our families at this center.  You will experience this sense of family as soon as you walk through our front door.";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
303026;882240;Ballard Road KinderCare;3036 North Ballard Rd.;;Appleton;WI;54911-8707;920;749-9878;Jill Thorson;5:45 AM;6:00 PM;http://www.kindercare.com/our-centers/appleton/wi/301304/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Jill Thorson, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 10 Years
303054;882249;Kimberly KinderCare;749 Truman St.;;Kimberly;WI;54136;920;687-3111;Annette Peters;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/kimberly/wi/000394/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Annette Peters, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
303023;882250;Metro Drive KinderCare;322 N. Metro Dr.;;Appleton;WI;54913;920;739-6963;Nicole Toonen;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/appleton/wi/071124/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Nicole Toonen, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
303033;882315;Cedarburg KinderCare;W 62 N 218 Washington Ave.;;Cedarburg;WI;53012;262;377-2031;Trista Hilgart;5:45 AM;6:00 PM;http://www.kindercare.com/our-centers/cedarburg/wi/000143/?cid=ref_childcarecenter_us;We have a welcoming staff that makes everyone who walks in the door feel like they belong. We really work hard as a center to make sure your children are always safe, learning, and having fun! I encourage you to come and take a tour with us so you can see what a great atmosphere it is for your child.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 weeks - 6 Years
303060;882330;Mequon KinderCare;10813 N Port Washington Rd.;;Mequon;WI;53092;262;241-1591;Keri Ruppel;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/mequon/wi/000463/?cid=ref_childcarecenter_us;Welcome to our center! We are proud to offer one of the areas highest quality educational programs for infants, toddlers, preschoolers, and school-age children. Our current staff have over 100 years of combined teaching experience in the early childhood field, proving that they love what they do! We are honored that you are interested in us for your child's education and care and we invite you to tour our center and see for yourself the learning and fun that happens each and every day.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
303072;882649;Racine KinderCare;700 Three Mile Rd.;;Racine;WI;53402-3090;262;639-8889;Michelle Beauchamp;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/racine/wi/301085/?cid=ref_childcarecenter_us;"Welcome to our Racine KinderCare!  We cannot wait to share the joy of education and learning with your children. Come and be amazed at the exciting activities that we have in store for your children. Give your child every advantage with our exclusive Learning Adventures Enrichment Programs. Currently we offer classes in Math, Cooking, Phonics, Reading, ABC Music and Spanish and our children love every minute of it.  We have two separate fenced-in play areas; one designated for young children and one for our older children, both featuring a bike track and a play structure.";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
303053;882767;Janesville KinderCare;3327 East Milwaukee St.;;Janesville;WI;53546-1631;608;755-9970;Julie Smith;5:00 AM;6:00 PM;http://www.kindercare.com/our-centers/janesville/wi/300757/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Julie Smith, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
303077;882996;Sheboygan KinderCare;3706 South 12th St.;;Sheboygan;WI;53081-8600;920;452-8866;Staceyann Faucher;5:30 AM;6:00 PM;http://www.kindercare.com/our-centers/sheboygan/wi/301019/?cid=ref_childcarecenter_us;"Welcome to the Sheboygan KinderCare. We are so excited to meet you and your family. One thing we are truly passionate about here is the education of the children in our care. We believe in developing the whole child; socially, emotionally, cognitively and physically.";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 8 Years
303052;883106;Hudson KinderCare;2600 Center Dr.;;Hudson;WI;54016;715;386-6672;Becky Mesto;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/hudson/wi/301852/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Becky Mesto, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), School Advisory Council Member, Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, School Advisory Council Member, Summer Programs;6 Weeks - 12Years
303069;883418;New Berlin KinderCare;15340 West National Ave.;;New Berlin;WI;53151-5155;262;797-8344;Mallory Lakatos;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/new-berlin/wi/300985/?cid=ref_childcarecenter_us;Welcome to the New Berlin KinderCare Learning Center.  We are very excited to take this opportunity to meet with you and your family. Our NAEYC accredited and Young Star certified center offers a curriculum-based program that has your whole child in mind. We strive to prepare your child for the outside world in public education. From the moment you walk into our building, until the time that you walk out of the door, we hope that you have had an experience that will leave you with the desire to enroll based on the expert level of time and attention supplied by our wonderful staff.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 7 Years
303810;883454;Sunset Drive KinderCare;125 East Sunset Dr.;;Waukesha;WI;53189-7601;262;542-6994;Jenny Cox;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/waukesha/wi/301079/?cid=ref_childcarecenter_us;We have been serving the families of Waukesha for 27 years, providing their children with the highest quality Early Childhood Education.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 11 Years
303028;883498;Capitol & Calhoun KinderCare;4080 North Calhoun Rd.;;Brookfield;WI;53005-1317;262;783-4199;Melissa Delveaux;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/brookfield/wi/301078/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Melissa Delveaux, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 7 Years
303036;883519;Delafield KinderCare;3175 Hillside Dr.;;Delafield;WI;53018;262;646-5112;Kristin Schwenker;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/delafield/wi/000201/?cid=ref_childcarecenter_us;We at the Delafield KinderCare welcome you and promise to respect your role as parent. We want your family to feel completely confident when your child is with us.  We are committed educators who feel privileged to have your family with us to experience our nurturing environment where your child can learn and develop with confidence.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 6 Years
303029;883520;Bluemound Road KinderCare;18205 West Bluemound Rd.;;Brookfield;WI;53045-2916;262;792-1112;Kira Bachrodt;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/brookfield/wi/301356/?cid=ref_childcarecenter_us;"Welcome to Bluemound Kindercare in Brookfield!  We are so excited to meet you and your child.  Our center and staff are dedicated to guiding, nurturing, and teaching your child all about the world around them!  Our dedicated teachers do this through a balanced educational approach, focusing on their cognitive and physical development as well as social and emotional growth.

Here at Bluemound Kindercare, we provide a safe and secure environment for your child to flourish, whether it be through fingerpainting with chocolate sauce, using pumpkins to measure each other’s heights, or learning to write using sand!  There is always something fun and exciting happening here, and we look forward to having you join our KinderCare family!

-Kira Bachrodt, Center Director";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 7 Years
303058;883533;Menomonee Falls KinderCare;N88 W15240 Main St.;;Menomonee Falls;WI;53051;262;255-5141;Alison Talbot;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/menomonee-falls/wi/000481/?cid=ref_childcarecenter_us;"Welcome to our center.  We are proud to offer one of the area’s highest quality educational programs for our children.  We are honored that you are interested in us for your child’s education and care.

Our programs provide a rich, nurturing environment for your child’s cognitive, social, emotional and physical growth.  Here learning is fun, children are respected, and our teachers work in partnership with families to develop each child.

Our staff members welcome the opportunity to meet with you at any time to discuss your child’s progress, growth and development.  We are looking forward to getting to know you and your child.";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - School age
303071;883534;Pewaukee KinderCare;1288 Capitol Dr.;;Pewaukee;WI;53072;262;695-0888;Sharece Devougas;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/pewaukee/wi/000609/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Sharece Devougas, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
303067;883535;Beloit Road KinderCare;13000 W Beloit Rd.;;New Berlin;WI;53151;414;425-5924;April Bolan;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/new-berlin/wi/000321/?cid=ref_childcarecenter_us;Welcome to the New Berlin KinderCare. We value strong-bonded relationships with our families.  We believe through open, daily communication, our teachers and Center Management can partner with familes to help inspire the joy of learning.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
303081;883539;North Waukesha KinderCare;1705 Pine St.;;Waukesha;WI;53188;262;549-3283;Samantha Kwasniewicz;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/waukesha/wi/000546/?cid=ref_childcarecenter_us;Our center really stands out because we are very close with our families, our Director has two children at the center and lives about three blocks away so she is very close with the families.  We have staff that are willing to go above and beyond to help our families with whatever they need.  We are not only here for the children but for the parents as well.  Our center is truly unique because we have a large motor room for the days we cannot use our playground.  All of our classrooms are separate closed rooms where the children are with their own age groups learning at their level.  Being that our center is right across from a park, we also get to utilize this feature in the summer.  We are very committed to the health and safety of our children and families and we make sure we are always following sanitation policies;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 9 Years
305003;883565;North Grandview KinderCare;2707 North Grandview Blvd.;;Waukesha;WI;53188-1670;262;896-0122;Rebekah Lim;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/waukesha/wi/301387/?cid=ref_childcarecenter_us;Welcome to KinderCare Webster.  My name is Michele Lewis and I am the Center Director.  At our center we take pride in building solid relationships with the families that we serve.  We have an open door policy and are always available to speak with you when you need.  Your children are our #1 priority and we are here to work together with you so that your child is getting what they need from our program.  It is a partnership that we value.  I hope that you enjoy looking at our website and I invite you to schedule a tour to meet with me.  We are a NAEYC accredited center and our teachers come to us with many years of experience as well as with great educational criteria.  70% of our teaching faculty hold an associates degree or higher in an educational related field.  Come see what we are all about!;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
303059;883566;Premier KinderCare;W 180 N 9410 Premier Lane;;Menomonee Falls;WI;53051;262;532-0098;Gina Marx;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/menomonee-falls/wi/301548/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Gina Marx, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
303025;883721;Appleton KinderCare;2407 South Oneida St.;;Appleton;WI;54915-1659;920;738-6920;Stacey Wojcik;5:45 AM;6:00 PM;http://www.kindercare.com/our-centers/appleton/wi/300937/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Stacey Wojcik, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 9 Years
303065;883743;Neenah KinderCare;776 Birch St.;;Neenah;WI;54956;920;722-1110;Jill Schlag;5:30 AM;6:00 PM;http://www.kindercare.com/our-centers/neenah/wi/071123/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Jill Schlag, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 7 Years
301005;892114;Bellevue KinderCare;2007 Smith Rd.;;Bellevue;NE;68005-4629;402;293-1550;Gwendolyn Gideon;6:30 AM;6:00 PM;http://www.kindercare.com/our-centers/bellevue/ne/300239/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Gwendolyn Gideon, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 9 Years
301006;893100;LaVista KinderCare;8623 Brentwood Dr.;;La Vista;NE;68128-3336;402;339-6690;Scott Zimmerman;6:15 AM;6:00 PM;http://www.kindercare.com/our-centers/la-vista/ne/300214/?cid=ref_childcarecenter_us;Thank you for your interest in our center!  We would love for you to come visit us so that we can show you all the wonderful things our center has to offer!  The experienced and dedicated teachers at our center are very proud of all the top-notch education that is provided to children through our curriculum and daily experiences.  We hope to have a chance to meet you soon, and that you will soon become a part of our KinderCare family!;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
