Id;Letter Grade;Name;School Type;Street;City;State;Zip;Phone;Email;Mon;Tue;Wed;Thu;Fri;Website;Twitter;Facebook;District Name;Principal;License Type;License Number;Transportation;Before Care;After Care;CCAP;Star Rating;Grades Available;Enrollment;Capacity;Academic Offerings;Music Art;Opportunities & Clubs;Sports
V69001;;Kidz Karousel Academy East;Licensed Center;1581 Hwy 1088;Mandeville;LA;70448;985-629-0713;contact@kidzkarousel.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;St. Tammany Parish;Mr. Matthew Bouton;III;14487;No;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;140;;;;
V73001;;Little Feet First;Licensed Center;3175 Terrace Ave;Slidell;LA;70458;985-288-5212;littlefeetfirst@yahoo.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;St. Tammany Parish;Ms. Ronata Llopis;III;14756;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;43;;;;
V81001;;The King's Kids, LLC;Licensed Center;470 Brownswitch Road;Slidell;LA;70458;985-288-5391;thekingskids0521@yahoo.com;12:00am to 11:59pm;12:00am to 11:59pm;12:00am to 11:59pm;12:00am to 11:59pm;12:00am to 11:59pm;;;;St. Tammany Parish;Ms. Michelle S King;III;15680;YES;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;33;;;;
VJX001;;Balistine Williams Hopkins Head Start;Early Head Start/Head Start;1730 Cox Street;Shreveport;LA;71108;318-632-5588;gbradley@ccaa-shreveport.net;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;;;;Caddo Parish;Mrs. Sefronia Mitchell;III;8508;YES;;;;3;Toddler (ages 1-2), PK (ages 3-4);;555;;;;
KUM001;;Abeona Child Discovery Center;Licensed Center;3401 Canal Street;New Orleans;LA;70119;504-486-0510;laura@abeonahouse.org;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;;;;Orleans Parish;Ms. Laura Kinkton;III;15448;No;;Yes;;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;60;;;;
KW4001;;Pat's Playhouse Learning Center;Licensed Center;2725 Hollywood Ave.;Shreveport;LA;71108;318-631-1169;patseagles1@att.net;5:30am to 6:00pm;5:30am to 6:00pm;5:30am to 6:00pm;5:30am to 6:00pm;5:30am to 6:00pm;;;;Caddo Parish;Ms. Patricia Hart;III;15661;YES;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;96;;;;
V85001;;Bright Horizons at North Oaks;Licensed Center;15591 Emergency Services;Hammond;LA;70403;985-230-6932;northoaks@brighthorizons.com;5:30am to 7:30pm;5:30am to 7:30pm;5:30am to 7:30pm;5:30am to 7:30pm;5:30am to 7:30pm;;;;Tangipahoa Parish;Ms. Brandi Kellum;III;15149;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;286;;;;
WBM001;C;Einstein Charter High School at Sarah Towles Reed;Public charter school;5316 Michoud Blvd;New Orleans;LA;70129;504-503-0470;;;;;;;http://einsteincharter.org;;;Orleans Parish;Nathan Stockman;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;262;;Advanced Placement Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, STEM, Peer Tutoring or Mentoring, Speech and Debate, Games and Gaming;Volleyball, Cross-Country, Wrestling, Soccer, Basketball, Baseball, Spirit, Tennis
V97001;;Kingdom Kids Learning Academy;Licensed Center;45555 St Paul Loop;Hammond;LA;70403;985-345-8400;kingdomkids1165@yahoo.com;6:00 am to 5:00 pm;6:00 am to 5:00 pm;6:00 am to 5:00 pm;6:00 am to 5:00 pm;6:00 am to 5:00 pm;;;;Tangipahoa Parish;Ms. Rena D Bell;III;15517;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;36;;;;
V98001;;Kreative Kids Learning Academy;Licensed Center;1613 Nashville Ave;Hammond;LA;70401;985-543-0002;kreativekids01@att.net;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Tangipahoa Parish;Ms. Debbie Giacone;III;15307;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;119;;;;
V84001;;A & A Daycare Learning Center;Licensed Center;61042 Bennett Road;Amite;LA;70422;985-747-1715;analearningcenter@yahoo.com;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;;;;Tangipahoa Parish;Ms. Andelous Jackson;III;9587;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;41;;;;
VK6001;;Cornerstone Learning Center;Licensed Center;260 Windermere Blvd;Alexandria;LA;71303;318-473-9155;arthomasee@aol.com;6:30 to 6:00;6:30 to 6:00;6:30 to 6:00;6:30 to 6:00;6:30 to 6:00;;;;Rapides Parish;Ms. Beth Fee;III;1351;YES;;;;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;107;;;;
KVE001;;JUMPSTART Child Development Center;Licensed Center;7700 Lake Forest Blvd;New Orleans;LA;70126;504-240-2915;dcook.jumpstart@yahoo.com;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;;;;Orleans Parish;Ms. DOMINIQUE COOK;III;13761;No;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;42;;;;
KX4001;;Young Years Prep;Licensed Center;216 Sand Beach Blvd;Shreveport;LA;71105;318-797-4462;GoYoungYears@gmail.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Caddo Parish;Kimberly D Bickham;III;457;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;330;;;;
V91001;;Eagle Christian Learning Academy, LLC;Licensed Center;46485 Rufus Bankston Rd.;Hammond;LA;70401;985-662-3353;info@eaglechristianacademy.net;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Tangipahoa Parish;Mrs. Latanya M Jackson;III;14915;No;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;40;;;;
WBT001;;Audubon Charter School - Gentilly;Public charter school;4720 Painters Street;New Orleans;LA;70122;504-324-7100;;;;;;;http://www.audubonschoolsnola.org;;;Orleans Parish;David Laviscount;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3;129;;Gifted programs;Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts;Soccer
VA5001;;Precious Beginnings;Licensed Center;509 Avenue G;Kentwood;LA;70444;985-229-8333;jameslakeishia@yahoo.com;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;;;;Tangipahoa Parish;Ms. Lakeishia James;III;16039;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;56;;;;
VA1001;;Little Angels Learning Academy;Licensed Center;135 South Barrone Street;Ponchatoula;LA;70454;985-467-0744;quillenlaura0@gmail.com;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;;;;Tangipahoa Parish;Mrs. Laura Quillen;III;50055;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;23;;;;
V87001;;CAPCA Migrant and Seasonal Head Start;Early Head Start/Head Start;56210 Old US Hwy 51;Amite;LA;70422;985-748-4700;victoria.sanchez@capcainc.org;6:00am to 4:30pm;6:00am to 4:30pm;6:00am to 4:30pm;6:00am to 4:30pm;6:00am to 4:30pm;;;;Tangipahoa Parish;Ms. Victoria Sanchez;III;15216;YES;Yes;Yes;;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;90;;;;
VK7001;;Courtney's Christian Preparatory School;Licensed Center;3054 Evangeline Street;Baton Rouge;LA;70805;225-356-5907;courtneychildcare@live.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;East Baton Rouge Parish;Ms. Rose Grimes;III;50236;No;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;61;;;;
KVN001;;Little Peoples Workshop;Licensed Center;2300 Lapeyrouse Street;New Orleans;LA;70119;504-944-0212;khitchens@bellsouth.net;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Orleans Parish;Mr. Keith Hitchens;III;15091;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;42;;;;
KX6001;;Bee Haven Childcare and Learning Center;Licensed Center;1801 Corbello Road;Lake Charles;LA;70615;337-433-1007;beehavenchildcare@yahoo.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Calcasieu Parish;Ms. Cheryl L LaFleur;III;15981;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;48;;;;
VAD001;;Terry Parkway Learning Center;Licensed Center;559 Terry Parkway;Gretna;LA;70056;504-366-1962;holcomb.diana15@yahoo.com;6:15am to 6:00pm;6:15am to 6:00pm;6:15am to 6:00pm;6:15am to 6:00pm;6:15am to 6:00pm;;;;Jefferson Parish;Ms. Diana Holcomb;III;13271;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;151;;;;
Y04001;;Rosas Infants & Toddlers Centers;Licensed Center;165 Champagne Street;Lafayette;LA;70501;337-593-9773;rosas_cntr@bellsouth.net;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Lafayette Parish;Ms. Pamela Fusilier;III;8098;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;28;;;;
VA8001;;Samantha's Daycare;Licensed Center;15020 Highway 1064;Tickfaw;LA;70466;985-318-7847;samanthas.daycare13@yahoo.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Tangipahoa Parish;Mrs. Samantha Zayak;III;15968;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;37;;;;
VB1001;;Giggles & Grins, Inc;Licensed Center;24 Professional Drive;Houma;LA;70360;985-580-4746;giggles.grinsinc@gmail.com;6:45am to 5:45pm;6:45am to 5:45pm;6:45am to 5:45pm;6:45am to 5:45pm;6:45am to 5:45pm;;;;Terrebonne Parish;Mrs. Bernadette G Luke;III;6446;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;60;;;;
V92001;;Explore and Learn Early Learning Center;Licensed Center;1401 J W Davis Dr;Hammond;LA;70403;985-543-6650;exploreandlearn@hotmail.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Tangipahoa Parish;Mrs. Devonda W Warren;III;15581;No;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;129;;;;
VL9001;;Juz Us Childcare of Leesville;Licensed Center;812 Jeane Chapel Road;Leesville;LA;71446;337-537-3857;CMJWGRACE@COMCAST.NET;5:00am to 6:30pm;5:00am to 6:30pm;5:00am to 6:30pm;5:00am to 6:30pm;5:00am to 6:30pm;;;;Vernon Parish;Mrs. CAROLYN GRACE;III;51344;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;61;;;;
KVO001;;Little Professor Child Development Center;Licensed Center;2424 Clara Street;New Orleans;LA;70113;504-895-6500;praise4647@yahoo.com;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;7:00am to 5:00pm;;;;Orleans Parish;Ms. Lynda Dangerfield;III;50204;No;;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;30;;;;
KXI001;;LA Delta Children's Center;Licensed Center;7500 Millhaven Road;Monroe;LA;71203;318-345-9159;sclawson@ladelta.edu;7:45am to 4:30pm;7:45am to 4:30pm;7:45am to 4:30pm;7:45am to 4:30pm;7:45am to 12:00pm;;;;Ouachita Parish;Ms. Sandee J Clawson;III;15013;No;;Yes;YES;3;Toddler (ages 1-2), PK (ages 3-4);;14;;;;
VAH001;;The Prep Center, Inc.;Licensed Center;1906 Cooper Lake Rd;Bastrop;LA;71220;318-281-8819;prepcent@bellsouth.net;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Morehouse Parish;Ms. Lois Jordan;III;116;YES;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;147;;;;
Y40002;;Next To Parents Day Care, Inc.;Licensed Center;4946 Evangeline Street;Baton Rouge;LA;70805;225-355-7073;jacquelinewoods01@yahoo.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 5:00pm;;;;East Baton Rouge Parish;Mrs. Jacqueline Woods;III;50853;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;27;;;;
VAC001;;Cenla Christian Childcare Center;Licensed Center;420 Rocky Bayou Drive;Pineville;LA;71360;502-216-5881;secmjohns@gmail.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Rapides Parish;Shannon E Johns;III;51661;YES;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;48;;;;
VB3001;;Little Life's Learning Center;Licensed Center;2324 Coteau Road;Houma;LA;70364;985-851-0044;info@littlelifehouma.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Terrebonne Parish;Ms. Rhonda M Boudreaux;II;15205;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;141;;;;
VAI001;;Thibodaux Head Start;Early Head Start/Head Start;2555 Veterans Boulevard;Thibodaux;LA;70301;985-447-8405;badeauxms@lafourchegov.org;8:00am to 4:00pm;8:00am to 4:00pm;8:00am to 4:00pm;8:00am to 4:00pm;8:00am to 4:00pm;;;;Lafourche Parish;Mrs. MARY E CORTEZ;III;7464;YES;;;;2;Toddler (ages 1-2), PK (ages 3-4);;100;;;;
VM9001;;EBRP Wonderland Head Start Center;Early Head Start/Head Start;1500 Oleander Street;Baton Rouge;LA;70802;225-346-0677;smartin@brla.gov;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;;;;East Baton Rouge Parish;Ms. Sherika Martin;III;5693;YES;;Yes;;3;Toddler (ages 1-2), PK (ages 3-4);;139;;;;
KW9001;;Southland Park Learning Center;Licensed Center;1001 Southland Park Drive;Shreveport;LA;71118;318-686-8181;splc1987@hotmail.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Caddo Parish;Cannola M Anderson;III;337;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;331;;;;
KXT001;;The Playhowse Learning Center;Licensed Center;9727 Highway 165 North;Sterlington;LA;71280;318-665-0003;theplayhowse@aol.com;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;;;;Ouachita Parish;Mr. Zack Howse;III;13237;YES;;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;142;;;;
VAS001;;Kiddie World II, LLC;Licensed Center;1060 LSU-E Drive;Eunice;LA;70535;337-457-9370;laceyray2683@gmail.com;6:45am to 5:15pm;6:45am to 5:15pm;6:45am to 5:15pm;6:45am to 5:15pm;6:45am to 5:15pm;;;;Acadia Parish;Ms. Lacey M Ray;III;51401;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;66;;;;
YAR001;;Kinder Kare Academy;Licensed Center;114 Star Court;Houma;LA;70364;985-876-5660;kinderkareacademy@yahoo.com;6:30 am to 5:30 pm;6:30 am to 5:30 pm;6:30 am to 5:30 pm;6:30 am to 5:30 pm;6:30 am to 5:30 pm;;;;Terrebonne Parish;Ms. Tiffany Naquin;III;14179;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;32;;;;
VAF001;;The Children Learning Palace;Licensed Center;1304 Beech Street;Alexandria;LA;71301;318-487-0130;childrenlearning@aol.com;5:45am to 9:00pm;5:45am to 9:00pm;5:45am to 9:00pm;5:45am to 9:00pm;5:45am to 9:00pm;;;;Rapides Parish;Ms. Lisa F Beverly;III;9058;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;56;;;;
VB4001;;Pleasant Beginning Day Care Center;Licensed Center;434 Naquin Street;Houma;LA;70360;985-876-9966;sisanita2@att.net;6:30 am to 5:30 pm;6:30am to 5:30 pm;6:30 am to 5:30 pm;6:30am to 5:30 pm;6:30am to 5:30 pm;;;;Terrebonne Parish;Ms. Anita H Haston;III;13534;No;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;44;;;;
VAR001;;Yolanda's World of Learning Center;Licensed Center;5270 Winbourne Avenue;Baton Rouge;LA;70805;225-358-7289;yolandasworldoflearning@gmail.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;East Baton Rouge Parish;Mrs. Harristena Harrison;III;7871;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;28;;;;
VP4001;;Humpty Dumtpy Head Start;Early Head Start/Head Start;479 Bellevue Rd.;Cotton Valley;LA;71018;318-832-4730;humptydumptyheadstart@gmail.com;7:00am to 4:30pm;7:00am to 4:30pm;7:00am to 4:30pm;7:00am to 4:30pm;7:00am to 4:30pm;;;;Webster Parish;Mrs. Janice Coleman;III;1827;YES;;Yes;;3;Toddler (ages 1-2), PK (ages 3-4);;94;;;;
KWC001;;Sentino Early Childhood Academy Too;Early Head Start/Head Start;10080 Morrison Rd.;New Orleans;LA;70127;504-241-3909;sentinoacademy@hotmail.com;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;;;;Orleans Parish;Ms. Niki M Dajon;III;15213;No;;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;96;;;;
KXU001;;University of Louisiana at Monroe Child Development Center;Licensed Center;702 Cole Avenue;Monroe;LA;71203;318-342-1913;ewilliamson@ulm.edu;7:15am to 5:15pm;7:15am to 5:15pm;7:15am to 5:15pm;7:15am to 5:15pm;7:15am to 5:15am;;;;Ouachita Parish;Ms. Stacy Key;III;13673;No;;Yes;YES;4;Infant (Under 1);;61;;;;
VAT001;;YWCA Wyandotte Early Head Start Center;Early Head Start/Head Start;2525 Wyandotte Street;Baton Rouge;LA;70805;225-224-7744;paytond@ywca-br.org;6:00am to 4:30pm;6:00am to 4:30pm;6:00am to 4:30pm;6:00am to 4:30pm;6:00am to 4:30pm;;;;East Baton Rouge Parish;Mrs. Rhonda Robinson;III;51432;No;Yes;Yes;;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;113;;;;
YAV001;;Little Learner's Preparatory Academy;Licensed Center;430 East New River Street;Gonzales;LA;70737;225-888-4484;littlelearnersprep@gmail.com;6:00am to 11:55pm;6:00am to 11:55pm;6:00am to 11:55pm;6:00am to 11:55pm;6:00am to 11:55pm;;;;Ascension Parish;Ms. Torry N Chatman;III;50963;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;63;;;;
VAG001;;The Gingerbread House Learning Center;Licensed Center;519 Magazine Street;Hammond;LA;70401;985-340-2887;c_agingerbreadelc@yahoo.com;4:30 am to 9:00 pm;4:30 am to 9:00pm;4:30 am to 9:00 pm;4:30 am to 9:00 pm;4:30 am to 9:00 pm;;;;Tangipahoa Parish;Ms. Kim Slocum;III;50238;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;40;;;;
VBB001;;Children's College of Academics;Licensed Center;4614 General Meyer Avenue;New Orleans;LA;70131;504-324-3992;myladytruth@aol.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;Orleans Parish;Ms. kendra l Andrus;III;10621;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;39;;;;
VBT001;;Angel Care Learning Center;Licensed Center;4223 Elysian Fields Avenue;New Orleans;LA;70122;504-282-7137;cpleasant64@aol.com;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:35pm;;;;Orleans Parish;Ms. Catherine Pleasant;III;13489;No;;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;45;;;;
VP5001;;Imagination Station Childcare and Learning Center;Licensed Center;10912 Joor Road;Baton Rouge;LA;70818;225-262-4481;imaginationstationchildcare@cox.net;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;East Baton Rouge Parish;Mrs. Shari Gardner;III;10451;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;86;;;;
KWD001;;Shiloh Gardens;Licensed Center;1629 Simon Bolivar;New Orleans;LA;70113;504-309-6621;shilohgardensacademy@yahoo.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Orleans Parish;Ms. Pamela M Marshall;III;51140;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;104;;;;
KY7001;;Heavens Precious Angels Daycare;Licensed Center;732 West Burton Street;Sulphur;LA;70663;337-527-2860;xXPinkSmoke2Xx@cs.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Calcasieu Parish;Mrs. Jeannie M Lequeux;III;6219;No;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;49;;;;
VAX001;;Lake Bethlehem Head Start;Early Head Start/Head Start;2840 Martin Luther King Jr. Drive;Shreveport;LA;71107;318-227-9091;gbradley@ccaa-shreveport.net;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;7:30am to 4:00pm;;;;Caddo Parish;Mrs. Sharon L Moore;III;3743;YES;;;;3;Toddler (ages 1-2), PK (ages 3-4);;99;;;;
YAZ001;;PRIME TIME Head Start--Ransom Center;Early Head Start/Head Start;420 Wheelis Street;West Monroe;LA;71292;318-699-1888;butcher@primetimefamily.org;7:40 to 4:00;7:40 to 4:00;7:40 to 4:00;7:40 to 4:00;7:40 to 4:00;;;;Ouachita Parish;Ms. Angel Slater;III;50979;No;;;;3;Toddler (ages 1-2), PK (ages 3-4);;181;;;;
VAZ001;;Little Land Children's Learning Workshop;Licensed Center;9212 Greenwell Springs Road;Baton Rouge;LA;70814;225-926-9788;littleland929@gmail.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;East Baton Rouge Parish;Ms. Rosalind White;III;5104;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;113;;;;
VBX001;;Auntie B Learning Academy;Licensed Center;8001 Lafourche Street;New Orleans;LA;70127;504-242-9299;auntiebee@att.net;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;Orleans Parish;Mr. STEVE UWAEZUOKE;III;6048;No;;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;34;;;;
VE5001;;Jacob's Ladder II;Licensed Center;1117 Main Street;Franklinton;LA;70438;985-839-0005;jacobsladder@att.net;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Washington Parish;Mrs. Dana P Jacobs;III;16116;No;Yes;Yes;YES;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;60;;;;
VQ4001;;Joyful Noises Childcare Center;Licensed Center;560 Highway 1207;Deville;LA;71328;318-466-1540;jaz032510@gmail.com;6:00am to 6:30pm;6:00am to 6:30pm;6:00am to 6:30pm;6:00am to 6:30pm;6:00am to 6:30pm;;;;Rapides Parish;Ms. Amber Craig;III;50626;YES;Yes;Yes;YES;3;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;81;;;;
KWN001;;Tracy's Tiny Treasures;Licensed Center;1023 Sumner Street;New Orleans;LA;70114;504-309-3447;tracystinytreasures@gmail.com;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;;;;Orleans Parish;Ms. Treneka R Trosclair;III;15113;No;;Yes;YES;1;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;27;;;;
KYH001;;Achievable Dreams Academy;Licensed Center;2405 Broadway Avenue;Alexandria;LA;71302;318-528-8762;lucybaker1@yahoo.com;6:00am to 5:30pm;6:05am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;;;;Rapides Parish;Ms. Lucy M Bker;III;15884;No;Yes;Yes;YES;2;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;34;;;;
VBA001;;Causeway Head Start Birth-5;Early Head Start/Head Start;3420 N.Causeway Blvd Suite B;Metairie;LA;70002;504-838-1000;abridges@jeffparish.net;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;;;;Jefferson Parish;Ms. Lisa Mitchell;III;9319;No;;Yes;;4;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;118;;;;
YBH001;;Heavenly Care Child Development Center 3;Licensed Center;5512 Hideaway Drive;Alexandria;LA;71303;318-427-1661;tonyab1977@yahoo.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;Rapides Parish;Ms. Latonya H Brown;III;51073;YES;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;34;;;;
