"License Number";"Provider Name";"County";"Address";"City";"State";"Zip";"Contact Name";"Telephone";"Program Type";"Class Code";"Night Time Care";"Transportation";"Monday";"Tuesday";"Wednsday";"Thirsday";"Friday";"Saturday";"Sunday";"Subprograms";"NAEYC Accreditation";"Star Rating";"ID";"DetailsURL"
13788;"Magnolia Child Development Center";"Caddo";"4706 Monkhouse Drive";"Shreveport";"LA";71109;"Gwendolyn Kirkendoll, Director";"318-632-0950";"Child Day Care";"Class A";"No";"No";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";13788;"http://carefacility.doe.louisiana.gov/view.aspx?id=13788"
8438;"Melodyland Child Care Center # 2";"Caddo";"4016 Greenwood Road";"Shreveport";"LA";71109;"Melodie Simpson, Director";"318-525-8990";"Child Day Care";"Class A";"Yes";"Yes";"6:30a - 11:30p";"6:30a - 11:30p";"6:30a - 11:30p";"6:30a - 11:30p";"6:30a - 11:30p";"Closed";"Closed";"Child Care";"No";"3 Stars";8438;"http://carefacility.doe.louisiana.gov/view.aspx?id=8438"
16191;"Nehemiah Christian Academy";"Caddo";"2332 Jewella Avenue Suite A";"Shreveport";"LA";71109;"Patricia Moore, DirectorJohnetta Dotson, Director";"318-631-8070";"Child Day Care";"Class A";"No";"Yes";"7:00a - 7:00p";"7:00a - 7:00p";"7:00a - 7:00p";"7:00a - 7:00p";"7:00a - 7:00p";"Closed";"Closed";"Child Care";"No";"1 Star";16191;"http://carefacility.doe.louisiana.gov/view.aspx?id=16191"
16008;"The Montessori School for Shreveport";"Caddo";"2605 C.E. Galloway Blvd";"Shreveport";"LA";71109;"Angie Day, Director";"318-861-6777";"Child Day Care";"Class B";"No";"No";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16008;"http://carefacility.doe.louisiana.gov/view.aspx?id=16008"
5304;"Asbury Ark Academy";"Bossier";"3200 Airline Drive";"Bossier City";"LA";71111;"Karen Vaitkus, Director";"318-746-0547";"Child Day Care";"Class B";"No";"Yes";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";5304;"http://carefacility.doe.louisiana.gov/view.aspx?id=5304"
7524;"Bossier Office of Community Services Early Head Start";"Bossier";"4817 Shed Road";"Bossier City";"LA";71111;"Toni Linnear, Director";"318-741-1592";"Child Day Care";"Class A";"No";"No";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"7:30a - 4:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";7524;"http://carefacility.doe.louisiana.gov/view.aspx?id=7524"
544;"Children's Learning Center";"Bossier";"4204 Airline Drive";"Bossier City";"LA";71111;"Pam Snodgrass, Director";"318-747-1525";"Child Day Care";"Class B";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";544;"http://carefacility.doe.louisiana.gov/view.aspx?id=544"
9260;"Cornerstone Child Development Center, Inc.";"Bossier";"4201 Viking Drive";"Bossier City";"LA";71111;"Robin Herring, Director";"318-549-0080";"Child Day Care";"Class B";"No";"Yes";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";9260;"http://carefacility.doe.louisiana.gov/view.aspx?id=9260"
13511;"Cypress Run Child Development Center";"Bossier";"119 Bayou Crossing";"Bossier City";"LA";71111;"Christi Ganey, Director";"318-742-9060";"Child Day Care";"Class B";"No";"Yes";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13511;"http://carefacility.doe.louisiana.gov/view.aspx?id=13511"
16194;"First Bossier Kids Academy";"Bossier";"2810 E Texas Street";"Bossier City";"LA";71111;"Shawna Dyer, Director";"318-746-7972";"Child Day Care";"Class B";"No";"Yes";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16194;"http://carefacility.doe.louisiana.gov/view.aspx?id=16194"
13071;"First Friends Learning Center";"Bossier";"1109 Benton Road";"Bossier City";"LA";71111;"Felicia Polidore, Director";"318-747-6758";"Child Day Care";"Class A";"No";"No";"7:00a - 6:30p";"7:00a - 6:30p";"7:00a - 6:30p";"7:00a - 6:30p";"7:00a - 6:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13071;"http://carefacility.doe.louisiana.gov/view.aspx?id=13071"
14177;"Kid's Company";"Bossier";"5503 Airline Drive";"Bossier City";"LA";71111;"Kristy Harvill, Director";"318-752-2696";"Child Day Care";"Class B";"No";"Field Trip Only";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14177;"http://carefacility.doe.louisiana.gov/view.aspx?id=14177"
14897;"Kidz Academy";"Bossier";"3333 East Texas";"Bossier City";"LA";71111;"Karry Moore, DirectorHolly Peninger, Director Designee";"318-658-9890";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:30p";"6:00a - 6:30p";"6:00a - 6:30p";"6:00a - 6:30p";"6:00a - 6:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14897;"http://carefacility.doe.louisiana.gov/view.aspx?id=14897"
14734;"Lil' Miracles Child Care Center";"Bossier";"600 Stockwell Road";"Bossier City";"LA";71111;"Erica Tate, Director";"318-742-5990";"Child Day Care";"Class B";"No";"Yes";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"6:30a - 5:45p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14734;"http://carefacility.doe.louisiana.gov/view.aspx?id=14734"
50015;"Little Sprouts";"Bossier";"608 Stockwell Road";"Bossier City";"LA";71111;"Amy Schaefer, Director";"318-746-1020";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50015;"http://carefacility.doe.louisiana.gov/view.aspx?id=50015"
15670;"Little Sprouts Nursery & Schoolhouse";"Bossier";"4476 Viking Drive";"Bossier City";"LA";71111;"Amy Schaefer, Director";"318-747-7776";"Child Day Care";"Class B";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15670;"http://carefacility.doe.louisiana.gov/view.aspx?id=15670"
14090;"Mini Miracles Child Care Center";"Bossier";"3107 Stockwell Road";"Bossier City";"LA";71111;"Shelia Gladney, Director";"318-742-5400";"Child Day Care";"Class B";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14090;"http://carefacility.doe.louisiana.gov/view.aspx?id=14090"
15668;"Mon Petite Miracles Child Care Center";"Bossier";"1108 Villaggio Blvd";"Bossier City";"LA";71111;"Erica Tate, Director";"318-742-2200";"Child Day Care";"Class B";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15668;"http://carefacility.doe.louisiana.gov/view.aspx?id=15668"
10442;"Stonewall Child Development Center";"Bossier";"935 Eatman Street";"Bossier City";"LA";71111;"Leslie Hughey, DirectorTheresa Holloway, Director Designee";"318-742-1245";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";10442;"http://carefacility.doe.louisiana.gov/view.aspx?id=10442"
14831;"Awesome Kids Learning Center, LLC # II";"Bossier";"1305 Airline Drive";"Bossier City";"LA";71112;"Daisy Scott, Director";"318-747-5678";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";14831;"http://carefacility.doe.louisiana.gov/view.aspx?id=14831"
14004;"Bedrock Academy LLC";"Bossier";"3224 Barksdale Boulevard";"Bossier City";"LA";71112;"Selena McAllister, DirectorSusan Thomas, Director DesigneeMelanie LeDay - Albarado, Director Designee";"318-741-6667";"Child Day Care";"Class B";"No";"Yes";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"6:15a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14004;"http://carefacility.doe.louisiana.gov/view.aspx?id=14004"
199;"Bellaire Learning Center - Main";"Bossier";"1210 Bellaire Boulevard";"Bossier City";"LA";71112;"Mary Collier, DirectorKymber Harville, Director Designee";"318-746-3996";"Child Day Care";"Class A";"No";"Yes";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";199;"http://carefacility.doe.louisiana.gov/view.aspx?id=199"
14490;"Bellaire Learning Center South";"Bossier";"4330 Panther Drive";"Bossier City";"LA";71112;"Tonya Connery, Director Designee";"318-698-1600";"Child Day Care";"Class A";"No";"Yes";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"7:00a - 5:30p";"Closed";"Closed";"Child Care";"No";"1 Star";14490;"http://carefacility.doe.louisiana.gov/view.aspx?id=14490"
156;"Bossier City Nursery and Child Care Center, Inc.";"Bossier";"1329 Airline Drive";"Bossier City";"LA";71112;"Shawn Leach, Director";"318-746-4898";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";156;"http://carefacility.doe.louisiana.gov/view.aspx?id=156"
14244;"Children's Garden Child Development Center LLC.";"Bossier";"1415 Airline Dr.";"Bossier City";"LA";71112;"Connie Stokes, Director";"318-747-7730";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";14244;"http://carefacility.doe.louisiana.gov/view.aspx?id=14244"
5369;"Fellowship Learning Center";"Bossier";"4750 Barksdale Boulevard";"Bossier City";"LA";71112;"Brandy Frybarger, Director";"318-741-1735";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";5369;"http://carefacility.doe.louisiana.gov/view.aspx?id=5369"
62;"First Friends Christian Learning Center";"Bossier";"201 John Wesley Boulevard";"Bossier City";"LA";71112;"Shannon Kelley, Director";"318-752-1498";"Child Day Care";"Class B";"No";"No";"9:00a - 2:00p";"9:00a - 2:00p";"9:00a - 2:00p";"9:00a - 2:00p";"9:00a - 2:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";62;"http://carefacility.doe.louisiana.gov/view.aspx?id=62"
14773;"Grandma's Hands Day Care Center";"Bossier";"1357 Airline Drive";"Bossier City";"LA";71112;"Martha Harris, Director DesigneeJohnnie Townsend, DirectorMonroe Townsend, Director Designee";"318-549-1163";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14773;"http://carefacility.doe.louisiana.gov/view.aspx?id=14773"
788;"Hooter Park Head Start Center";"Bossier";"1519 Hooter Park Drive";"Bossier City";"LA";71112;"Debra Hamilton, DirectorSandra Roberson, Director Designee";"318-747-4704";"Child Day Care";"Class A";"No";"Yes";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"8:00a - 4:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";788;"http://carefacility.doe.louisiana.gov/view.aspx?id=788"
16107;"Little Lights Learning Center";"Bossier";"2328 Barksdale Blvd";"Bossier City";"LA";71112;"Natasha Council, Director";"318-658-9515";"Child Day Care";"Class A";"No";"No";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16107;"http://carefacility.doe.louisiana.gov/view.aspx?id=16107"
13034;"Molly's Childcare & Development Center";"Bossier";"1412 Airline Drive";"Bossier City";"LA";71112;"LaTerina Washington, Director";"318-742-7710";"Child Day Care";"Class A";"No";"No";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13034;"http://carefacility.doe.louisiana.gov/view.aspx?id=13034"
370;"Old McDonald's Daycare, Inc. I";"Bossier";"1284 Airline Drive";"Bossier City";"LA";71112;"Judy McDonald, Director";"318-747-1227";"Child Day Care";"Class B";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";370;"http://carefacility.doe.louisiana.gov/view.aspx?id=370"
837;"Old McDonald's Daycare, Inc. II";"Bossier";"1805 Jimmie Davis Highway";"Bossier City";"LA";71112;"Judy McDonald, Director";"318-747-1228";"Child Day Care";"Class B";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";837;"http://carefacility.doe.louisiana.gov/view.aspx?id=837"
10422;"Star Point Child Development Center";"Bossier";"1433 Airline Drive";"Bossier City";"LA";71112;"Karry Moore, DirectorDaytona Moore, Director Designee";"318-746-4530";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:30p";"6:00a - 6:30p";"6:00a - 6:30p";"6:00a - 6:30p";"6:00a - 6:30p";"Closed";"Closed";"Child Care";"No";"2 Stars";10422;"http://carefacility.doe.louisiana.gov/view.aspx?id=10422"
16024;"Storybook Daycare and Discovery Zone";"Bossier";"1421 Airline Drive";"Bossier City";"LA";71112;"Sonjia Jones, Director";"318-747-6262";"Child Day Care";"Class A";"No";"Yes";"5:30a - 9:00p";"5:30a - 9:00p";"5:30a - 9:00p";"5:30a - 9:00p";"5:30a - 9:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16024;"http://carefacility.doe.louisiana.gov/view.aspx?id=16024"
15869;"TreeTop Learning Center";"Bossier";"1389 Airline Drive";"Bossier City";"LA";71112;"Latasha Monroe, Director";"318-742-4415";"Child Day Care";"Class A";"Yes";"No";"7:00a - 12:00a";"7:00a - 12:00a";"7:00a - 12:00a";"7:00a - 12:00a";"7:00a - 12:00a";"Closed";"Closed";"Child Care";"No";"No Star Rating";15869;"http://carefacility.doe.louisiana.gov/view.aspx?id=15869"
16115;"Waller Baptist Child Care Center";"Bossier";"456 Waller Ave";"Bossier City";"LA";71112;"Carol King, Director";"318-742-7137";"Child Day Care";"Class A";"No";"Yes";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"6:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16115;"http://carefacility.doe.louisiana.gov/view.aspx?id=16115"
15174;"University Montessori School";"Caddo";"9000 E. Kings Highway";"Shreveport";"LA";71115;"Betty Williams, Director";"318-798-1498";"Child Day Care";"Class B";"No";"No";"8:30a - 3:30p";"8:30a - 3:30p";"8:30a - 3:30p";"8:30a - 3:30p";"8:30a - 3:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";15174;"http://carefacility.doe.louisiana.gov/view.aspx?id=15174"
16073;"Village Child Care";"Caddo";"9416 Village Green";"Shreveport";"LA";71115;"Tonya Davis, Director";"318-797-4449";"Child Day Care";"Class B";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";16073;"http://carefacility.doe.louisiana.gov/view.aspx?id=16073"
10323;"Around The Clock DayCare";"Caddo";"3132 Bert Kouns Loop";"Shreveport";"LA";71118;"Diane Rhone, DirectorAnnie White, DirectorMaxine Head, Director Designee";"318-686-2414";"Child Day Care";"Class A";"Yes";"No";"5:00a - 2:30a";"5:00a - 2:30a";"5:00a - 2:30a";"5:00a - 2:30a";"5:00a - 2:30a";"5:00a - 2:30a";"5:00a - 2:30a";"Child Care";"No";"1 Star";10323;"http://carefacility.doe.louisiana.gov/view.aspx?id=10323"
11177;"Debbie's Wee Care Inc.";"Caddo";"3037 Colquitt Road";"Shreveport";"LA";71118;"Debbie Wadsworth, Director";"318-687-8087";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";11177;"http://carefacility.doe.louisiana.gov/view.aspx?id=11177"
13121;"Kid Ventures, L.L.C.";"Caddo";"635 Bert Kouns Industrial Loop, Suite 100";"Shreveport";"LA";71118;"Kelley Tilton- Marsalis, DirectorWendy Battaglia, Director Designee";"318-688-7529";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"6:30a - 6:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13121;"http://carefacility.doe.louisiana.gov/view.aspx?id=13121"
1424;"Kidspointe";"Caddo";"2665 Williamson Way";"Shreveport";"LA";71118;"Glenda Parker, DirectorVicki Belcher, Director Designee";"318-688-5271";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";1424;"http://carefacility.doe.louisiana.gov/view.aspx?id=1424"
50074;"Little Harvard CDC Caddo Pre-K";"Caddo";"875 Flournoy Lucas";"Shreveport";"LA";71118;"Marie Stills, Director";"318-687-4005";"Child Day Care";"Class A";"No";"Yes";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"6:00a - 9:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50074;"http://carefacility.doe.louisiana.gov/view.aspx?id=50074"
13555;"Southern Hills Child Care";"Caddo";"8929 Brookwood Drive";"Shreveport";"LA";71118;"Ruth Lolley, Director";"318-686-9820";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";13555;"http://carefacility.doe.louisiana.gov/view.aspx?id=13555"
337;"Southland Park Learning Center";"Caddo";"1001 Southland Park Drive";"Shreveport";"LA";71118;"Danielle Hartman, Director";"318-686-8181";"Child Day Care";"Class A";"No";"Yes";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"6:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";337;"http://carefacility.doe.louisiana.gov/view.aspx?id=337"
16214;"Tanya's Tiny Tots Day Care Center, LLC";"Caddo";"2711 Mackey Pl";"Shreveport";"LA";71118;"Tonya Thedford, Director";"318-562-3923";"Child Day Care";"Class A";"Yes";"Yes";"7:00a - 12:00a";"7:00a - 12:00a";"7:00a - 12:00a";"7:00a - 12:00a";"7:00a - 12:00a";"Closed";"Closed";"Child Care";"No";"1 Star";16214;"http://carefacility.doe.louisiana.gov/view.aspx?id=16214"
14535;"The Eagles Nest Development Center LLC";"Caddo";"9409 Ferrara Drive";"Shreveport";"LA";71118;"Janice Antwine, Director";"318-688-4669";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"3 Stars";14535;"http://carefacility.doe.louisiana.gov/view.aspx?id=14535"
50014;"Penelope's Playground and Learning Center";"Caddo";"4007 Lakeshore Drive";"Shreveport";"LA";71119;"Chandra Rogers, Director";"319-610-6272";"Child Day Care";"Class A";"No";"No";"6:00a - 7:00p";"6:00a - 7:00p";"6:00a - 7:00p";"6:00a - 7:00p";"6:00a - 7:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50014;"http://carefacility.doe.louisiana.gov/view.aspx?id=50014"
1918;"Evangel Learning Center";"Caddo";"5720 Buncombe Road";"Shreveport";"LA";71129;"Kristy Harvill, Director";"318-683-1143";"Child Day Care";"Class B";"No";"Field Trip Only";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";1918;"http://carefacility.doe.louisiana.gov/view.aspx?id=1918"
50011;"Genesis Academy Inc";"Caddo";"9015 New Castle Drive";"Shreveport";"LA";71129;"Janet Willis, Director";"318-603-3111";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50011;"http://carefacility.doe.louisiana.gov/view.aspx?id=50011"
7126;"Little Angels Daycare";"Caddo";"5905 Flournoy Lucas Road";"Shreveport";"LA";71129;"Sheila Aucoin, Director";"318-687-3200";"Child Day Care";"Class A";"No";"Yes";"5:30a - 6:00p";"5:30a - 6:00p";"5:30a - 6:00p";"5:30a - 6:00p";"5:30a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";7126;"http://carefacility.doe.louisiana.gov/view.aspx?id=7126"
50096;"Newcastle Enrichment Center";"Caddo";"9107 Industrial";"Shreveport";"LA";71129;"Martha Ann Kurkiewicz, DirectorJason Mark Johnson, Director";"318-687-2715";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";50096;"http://carefacility.doe.louisiana.gov/view.aspx?id=50096"
14966;"Child's Play II Child Care And Development Center";"Ouachita";"209 North 18th Street";"Monroe";"LA";71201;"Naomi Traylor-Gholston, DirectorJennifer Major, Director Designee";"318-398-7010";"Child Day Care";"Class A";"No";"Yes";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";14966;"http://carefacility.doe.louisiana.gov/view.aspx?id=14966"
50002;"Children's Coalition Early Head Start - Beverly Street";"Ouachita";"811 Beverly Street";"Monroe";"LA";71201;"Lindsay Cavin, DirectorChesla White, Director";"318-450-3398";"Child Day Care";"Class A";"No";"No";"7:45a - 3:15p";"7:45a - 3:15p";"7:45a - 3:15p";"7:45a - 3:15p";"7:45a - 3:15p";"Closed";"Closed";"Child Care";"No";"1 Star";50002;"http://carefacility.doe.louisiana.gov/view.aspx?id=50002"
50004;"Children's Coalition Early Head Start - Filhoil Avenue";"Ouachita";"907 Filhiol Avenue";"Monroe";"LA";71201;"Lindsay Calvin, DirectorSharon Thomas, Director";"318-450-3398";"Child Day Care";"Class A";"No";"No";"7:45a - 3:15p";"7:45a - 3:15p";"7:45a - 3:15p";"7:45a - 3:15p";"7:45a - 3:15p";"Closed";"Closed";"Child Care";"No";"1 Star";50004;"http://carefacility.doe.louisiana.gov/view.aspx?id=50004"
9031;"Excellent Day Care and Nursery Inc. #1";"Ouachita";"3003 Gayton Street";"Monroe";"LA";71201;"Gloria Tatum, DirectorLena Mays, Director Designee";"318-362-1212";"Child Day Care";"Class A";"No";"Yes";"6:30a - 9:00p";"6:30a - 9:00p";"6:30a - 9:00p";"6:30a - 9:00p";"6:30a - 9:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";9031;"http://carefacility.doe.louisiana.gov/view.aspx?id=9031"
15863;"Faith Brighter Beginning Day Care";"Ouachita";"300 Betin Avenue";"Monroe";"LA";71201;"Bernestine Allen, DirectorShennetta Jackson, Director Designee";"318-605-2690";"Child Day Care";"Class A";"No";"No";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";15863;"http://carefacility.doe.louisiana.gov/view.aspx?id=15863"
8809;"First United Methodist Day Care";"Ouachita";"3900 Loop Road";"Monroe";"LA";71201;"Sue Anderson, Director";"318-325-7426";"Child Day Care";"Class A";"No";"Field Trip Only";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"No Star Rating";8809;"http://carefacility.doe.louisiana.gov/view.aspx?id=8809"
6902;"Grace Yellow House";"Ouachita";"501 Erin Street";"Monroe";"LA";71201;"Marion Zentner, Director";"318-387-7510";"Child Day Care";"Class B";"No";"No";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"7:30a - 5:30p";"Closed";"Closed";"Child Care";"No";"No Star Rating";6902;"http://carefacility.doe.louisiana.gov/view.aspx?id=6902"
1915;"Little Flower Academy";"Ouachita";"610 South Sixteenth Street";"Monroe";"LA";71201;"Deborah Marshall, DirectorFatima Daniels, Director Designee";"318-322-7379";"Child Day Care";"Class A";"No";"Field Trip Only";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"6:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"4 Stars";1915;"http://carefacility.doe.louisiana.gov/view.aspx?id=1915"
5328;"New Vision Child Development Center";"Ouachita";"507 Swayze Street";"Monroe";"LA";71201;"Cynthia Foy, Director";"318-338-9981";"Child Day Care";"Class A";"No";"No";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"7:00a - 6:00p";"Closed";"Closed";"Child Care";"No";"2 Stars";5328;"http://carefacility.doe.louisiana.gov/view.aspx?id=5328"
14848;"Open Arms After-Hours Child Enrichment Center, LLC";"Ouachita";"801 St. John Street";"Monroe";"LA";71201;"Phyllis Smith, Director";"318-654-4180";"Child Day Care";"Class A";"Yes";"No";"6:00a - 12:00a";"6:00a - 12:00a";"6:00a - 12:00a";"6:00a - 12:00a";"6:00a - 12:00a";"6:00a - 12:00a";"Closed";"Child Care";"No";"2 Stars";14848;"http://carefacility.doe.louisiana.gov/view.aspx?id=14848"
