"ID";"Corrective Action Plan Start";"Corrective Action Plan End";"Non Compliance Code";"Outcome Code";"Issue Completed Date"
30270385;"10/28/2021";"2/9/2022";"12.2.e. Bandage tape";"Achieved";"1/11/2022"
30270385;"10/28/2021";"2/9/2022";"12.2.f. Sterile gauze";"Achieved";"1/11/2022"
30270385;"10/28/2021";"2/9/2022";"12.2.g. Non-medicated adhesive strips";"Achieved";"1/11/2022"
30270385;"10/28/2021";"2/9/2022";"12.2.h. Sealed packages of alcohol wipes or antiseptic";"Achieved";"1/11/2022"
30270385;"10/28/2021";"2/9/2022";"12.2.i. Soap";"Achieved";"1/11/2022"
30270385;"10/28/2021";"2/9/2022";"12.2.j. A first aid guide";"Achieved";"1/11/2022"
30270385;"10/28/2021";"2/9/2022";"12.2.a. A digital thermometer";"Achieved";"2/9/2022"
30210713;"10/15/2021";"11/16/2021";"6.3.a.1. Approved training in basic first aid";"Achieved";"11/15/2021"
30210713;"10/15/2021";"11/16/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"11/15/2021"
30073946;"12/21/2020";"1/11/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"1/11/2021"
30104321;"10/12/2022";;"12.1.b.-d. Notarized emergency information forms are completed on each child prior to the child's entry into the home";"Pending";
30104321;"10/12/2022";;"10.1.d. Care giver maintains records of annual health exams and immunizations for children";"Pending";
30104321;"10/1/2021";"11/1/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"10/13/2021"
30104321;"10/1/2021";"11/1/2021";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"11/1/2021"
30214925;"6/16/2021";"7/7/2021";"10.1.d.2. Children's medical examination records shall be updated every two years";"Achieved";"7/7/2021"
30214925;"7/6/2022";"9/7/2022";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"8/8/2022"
30214925;"7/6/2022";"9/7/2022";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"8/8/2022"
30214925;"7/6/2022";"9/7/2022";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"9/7/2022"
30258440;"5/3/2022";"7/5/2022";"14.1.b.3. Indoor play time";"Not Achieved";
30258440;"4/28/2021";"5/14/2021";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"5/14/2021"
30258440;"5/3/2022";"7/5/2022";"12.2.b. Disposable gloves";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"6.3.a.2. Two (2) hours of other approved health and safety training";"Not Achieved";"7/5/2022"
30258440;"5/3/2022";"7/5/2022";"6.3.b.  Within twelve (12) months of initial registration, a caregiver shall obtain four (4) additional hours of training";"Not Achieved";"7/5/2022"
30258440;"5/3/2022";"7/5/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Not Achieved";"7/5/2022"
30258440;"5/3/2022";"7/5/2022";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"12.2.d. Tweezers";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"12.2.e. Bandage tape";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"14.1.b.1. Specific meal times";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"14.1.b.2. Nap times for children who need them";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"14.1.b.5. A balance of active and quiet play";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"14.1.b.4. Outdoor play time on days when temperatures are forty (40) degrees and above";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";
30258440;"5/3/2022";"7/5/2022";"12.2.c. Blunt tipped scissors";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"14.1.a. A family child care home shall post the daily routine";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"14.1.b. The daily routine shall be appropriate to the ages of the children in care and include:";"Not Achieved";
30258440;"5/3/2022";"7/5/2022";"14.1.b.6. Time to learn self-help skills, such as hand washing, brushing teeth, dressing and toileting";"Not Achieved";"7/5/2022"
30030009;"2/15/2022";"3/3/2022";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"3/3/2022"
30030009;"2/15/2022";"3/3/2022";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"3/3/2022"
30247016;"12/7/2020";"12/16/2020";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"12/7/2020"
30247016;"12/7/2020";"12/16/2020";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"12/16/2020"
30247016;"12/7/2020";"12/16/2020";"10.1.d.2. Children's medical examination records shall be updated every two years";"Achieved";"12/14/2020"
30247016;"12/7/2020";"12/16/2020";"16.1.a. Shall provide infants under thirty-five (35) inches tall with a crib, port-a-crib, or playpen";"Achieved";"12/14/2020"
30247016;"12/21/2021";"12/29/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"12/29/2021"
30247016;"4/22/2021";"5/4/2021";"10.1.d.2. Children's medical examination records shall be updated every two years";"Achieved";"5/4/2021"
30017151;"10/5/2022";;"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Pending";
30017151;"10/5/2022";;"6.3.d. Caregivers completing approved training modules lasting more than eight (8) hours may elect to apply those training module hours over and above eight (8)";"Pending";
30200743;"9/14/2022";;"9.3.d. Trampolines shall not be accessible to the children in care";"Pending";
30200743;"9/14/2022";;"11.3.a.1. Enclose all swimming pools deeper than twenty-four (24) inches with a fence at least four (4) feet high";"Pending";
30200743;"9/14/2022";;"11.3.a.4. Ensure that, if using a fence manufactured strictly for above ground pools";"Pending";
30249174;"2/24/2021";"3/30/2021";"11.3.a.1. Enclose all swimming pools deeper than twenty-four (24) inches with a fence at least four (4) feet high";"Achieved";"3/30/2021"
30249174;"2/24/2021";"3/30/2021";"11.3.a.2. Ensure that entry gates remain locked when the pool is not in use";"Achieved";"3/30/2021"
30249174;"2/24/2021";"3/30/2021";"11.3.a.4. Ensure that, if using a fence manufactured strictly for above ground pools";"Achieved";"3/30/2021"
30249174;"3/3/2022";"3/31/2022";"6.3.a.1. Approved training in basic first aid";"Achieved";"3/31/2022"
30249174;"3/3/2022";"3/31/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"3/31/2022"
30011473;"4/15/2021";"5/19/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"5/19/2021"
30011473;"3/1/2022";"4/1/2022";"6.6.a. A family child care home shall have no more than six children in care";"Achieved";"4/1/2022"
30011473;"4/14/2022";"5/28/2022";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"5/28/2022"
30262202;"1/27/2021";"3/25/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"8.2.g. Hot water tanks shall be equipped with a pressure relief valve";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"8.3.a. One (1) working smoke detector shall be installed on every level of the home";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"8.3.e. An ABC-rated multi-purpose fire extinguisher shall be available in the home at all times";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"12.2.b. Disposable gloves";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"12.2.f. Sterile gauze";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"12.2.h. Sealed packages of alcohol wipes or antiseptic";"Achieved";"3/25/2021"
30262202;"1/27/2021";"3/25/2021";"16.1.a. Shall provide infants under thirty-five (35) inches tall with a crib, port-a-crib, or playpen";"Achieved";"3/25/2021"
30262202;"10/20/2022";;"12.2.a. A digital thermometer";"Pending";
30262202;"10/20/2022";;"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Pending";
30262202;"10/20/2022";;"10.2.f.1. Cover garbage cans with lids, maintain them in a sanitary manner with liners, and empty them daily";"Pending";
30262202;"10/20/2022";;"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Pending";
30262202;"10/14/2021";"11/10/2021";"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";"10/27/2021"
30262202;"10/14/2021";"11/10/2021";"18.1.b. The caregiver shall require parents to review and sign daily sign in and out sheets";"Achieved";"11/10/2021"
30080351;"3/24/2022";"5/16/2022";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"5/16/2022"
30080351;"3/24/2022";"5/16/2022";"12.2.i. Soap";"Achieved";"4/26/2022"
30080351;"3/24/2022";"5/16/2022";"13.1.b. Make sure the children's emergency consent forms are carried in the vehicle";"Achieved";"4/24/2022"
30267399;"2/17/2022";"2/23/2022";"7.2.d. Balconies, decks, porches, ramps, and play or living areas that are elevated";"Achieved";"2/23/2022"
30267399;"2/17/2022";"2/23/2022";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"2/23/2022"
30267399;"2/17/2022";"2/23/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"2/23/2022"
30267399;"2/17/2022";"2/23/2022";"16.1.a. Shall provide infants under thirty-five (35) inches tall with a crib, port-a-crib, or playpen";"Achieved";"2/23/2022"
30256885;"3/9/2021";"6/29/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Not Achieved";"6/29/2021"
30256885;"3/9/2021";"6/29/2021";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Not Achieved";"6/29/2021"
30256885;"10/5/2021";"11/16/2021";"6.4.a.1. Sign a consent to check Department records for child and adult abuse and neglect";"Achieved";"11/16/2021"
30248803;"2/23/2022";"4/14/2022";"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";"2/23/2022"
30248803;"2/23/2022";"4/14/2022";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"4/14/2022"
30248803;"2/23/2022";"4/14/2022";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"2/23/2022"
30248803;"2/23/2022";"4/14/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"2/23/2022"
30248803;"2/23/2022";"4/14/2022";"18.1.a. A family child care home shall maintain all completed parental forms on file";"Achieved";"4/14/2022"
30248803;"2/23/2022";"4/14/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"2/23/2022"
30004980;"12/1/2020";"3/18/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"1/12/2021"
30004980;"12/1/2020";"3/18/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"3/18/2021"
30004980;"12/1/2020";"3/18/2021";"10.1.d.3. Immunization records shall be completed and updated";"Achieved";"1/12/2021"
30004980;"12/1/2020";"3/18/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"1/12/2021"
30004980;"9/13/2022";;"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Pending";
30004980;"9/13/2022";;"10.1.d. Care giver maintains records of annual health exams and immunizations for children";"Pending";
30004980;"9/13/2022";;"12.2.a.1.-11. Digital thermometer, disposable gloves, blunt tipped scissors, tweezers, bandage tape, sterile gauze, non-medicated adhesive strips, sealed packages of alcohol wipes";"Pending";
30004980;"9/21/2021";"11/7/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"10/8/2021"
30004980;"9/21/2021";"11/7/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"10/19/2021"
30004980;"9/21/2021";"11/7/2021";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"11/7/2021"
30004980;"9/21/2021";"11/7/2021";"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Achieved";"10/5/2021"
30004980;"9/21/2021";"11/7/2021";"10.1.d. The caregiver shall maintain a record of each child's health examinations and immunizations";"Achieved";"10/1/2021"
30004980;"9/21/2021";"11/7/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"10/14/2021"
30004980;"9/21/2021";"11/7/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"10/1/2021"
30004980;"9/21/2021";"11/7/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"10/1/2021"
30004980;"12/1/2020";"3/18/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"1/12/2021"
30001981;"11/5/2020";"11/13/2020";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"11/13/2020"
30001981;"11/5/2020";"11/13/2020";"6.3.a.1. Approved training in basic first aid that includes rescue breathing and choke saving";"Achieved";"11/13/2020"
30001981;"11/5/2020";"11/13/2020";"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Achieved";"11/13/2020"
30001981;"11/5/2020";"11/13/2020";"12.2.j. A first aid guide";"Achieved";"11/13/2020"
30001981;"11/5/2020";"11/13/2020";"14.1.a. A family child care home shall post the daily routine";"Achieved";"11/13/2020"
30001981;"5/11/2021";"7/1/2021";"8.2.b.1. A properly functioning digital carbon monoxide detector has been installed";"Achieved";"5/11/2021"
30001981;"5/11/2021";"7/1/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"7/1/2021"
30001981;"10/14/2022";;"12.2.i. Soap";"Achieved";"10/28/2022"
30001981;"10/14/2022";;"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Pending";
30001981;"10/14/2022";;"12.2. First Aid Supplies";"Achieved";"10/28/2022"
30001981;"10/14/2022";;"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";"10/28/2022"
30001981;"5/11/2021";"7/1/2021";"10.1.d.3. Immunization records shall be completed and updated";"Achieved";"7/1/2021"
30001981;"11/3/2021";"11/23/2021";"8.1.a. The care giver has developed and posted a written plan and drawing for emergency evacuation of the children";"Achieved";"11/23/2021"
30001981;"11/3/2021";"11/23/2021";"8.1.c. Fire evacuation drills are held monthly";"Achieved";"11/3/2021"
30001981;"5/11/2021";"7/1/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"7/1/2021"
30260748;"12/21/2020";"4/29/2021";"6.2.e. The family child care home shall maintain a record of current medical examinations";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"6.3.e.  A family child care home shall maintain a training record with certificates of attendance";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"7.3.b. Store cleaning supplies out of the reach of children under six (6) years of age";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"7.5.c. Protective covers shall be installed on all unused electrical outlets";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"10.1.d. The caregiver shall maintain a record of each child's health examinations and immunizations";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"10.1.d.3. Immunization records shall be completed and updated";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"14.3.a. A family child care home shall ensure each child has an appropriately-sized place to rest";"Achieved";"2/8/2021"
30260748;"12/21/2020";"4/29/2021";"19.3.a. An adult added to the household so statements of criminal record, child abuse and neglect history can be completed";"Achieved";"4/28/2021"
30260748;"12/21/2020";"4/29/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"2/8/2021"
30259767;"6/27/2022";"7/20/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"7/20/2022"
30259767;"6/27/2022";"7/20/2022";"8.2.b.1. A properly functioning digital carbon monoxide detector has been installed";"Achieved";"7/11/2022"
30259767;"6/27/2022";"7/20/2022";"12.2. First Aid Supplies";"Achieved";"7/11/2022"
30259767;"6/27/2022";"7/20/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"7/11/2022"
30000708;"2/23/2021";"4/19/2021";"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"4/19/2021"
30000708;"2/23/2021";"4/19/2021";"6.3.b.  Within twelve (12) months of initial registration, a caregiver shall obtain four (4) additional hours of training";"Achieved";"4/19/2021"
30000708;"2/23/2021";"4/19/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"4/19/2021"
30000708;"2/23/2021";"4/19/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"4/19/2021"
30000708;"2/23/2021";"4/19/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"4/19/2021"
30000708;"1/25/2022";"5/9/2022";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"5/9/2022"
30000708;"1/25/2022";"5/9/2022";"19.3. A family child care home shall report the following within seventy-two (72) hours:";"Achieved";"5/9/2022"
30000708;"1/25/2022";"5/9/2022";"19.3.a. An adult added to the household so statements of criminal record, child abuse and neglect history can be completed";"Achieved";"5/9/2022"
30000708;"3/2/2022";"4/12/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"4/12/2022"
30000708;"3/2/2022";"4/12/2022";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"4/11/2022"
30000708;"3/2/2022";"4/12/2022";"14.1.a. A family child care home shall post the daily routine";"Achieved";"4/11/2022"
30000708;"3/2/2022";"4/12/2022";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"4/11/2022"
30068460;"11/20/2020";"3/9/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"3/9/2021"
30068460;"4/12/2021";"4/19/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"4/19/2021"
30000136;"1/13/2021";"6/8/2021";"6.4.a.1. Sign a consent to check Department records for child and adult abuse and neglect";"Achieved";"4/14/2021"
30000136;"1/13/2021";"6/8/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Not Achieved";"6/8/2021"
30000136;"1/13/2021";"6/8/2021";"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";"4/14/2021"
30000136;"1/13/2021";"6/8/2021";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"4/19/2021"
30000136;"1/13/2021";"6/8/2021";"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Achieved";"1/25/2021"
30000136;"1/13/2021";"6/8/2021";"14.1.a. A family child care home shall post the daily routine";"Achieved";"4/19/2021"
30000136;"1/13/2021";"6/8/2021";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"1/24/2021"
30000136;"1/13/2021";"6/8/2021";"12.2.j. A first aid guide";"Achieved";"4/19/2021"
30000136;"1/13/2021";"6/8/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"5/6/2021"
30000136;"1/13/2021";"6/8/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"4/19/2021"
30000136;"8/26/2022";;"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Achieved";"10/17/2022"
30000136;"8/26/2022";;"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"8/30/2021"
30000136;"8/26/2022";;"10.1.d. The caregiver shall maintain a record of each child's health examinations and immunizations";"Pending";
30000136;"8/26/2022";;"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Pending";
30000136;"8/26/2022";;"10.1.d.3. Immunization records shall be completed and updated";"Achieved";"8/30/2021"
30000136;"8/26/2022";;"18.1.a. A family child care home shall maintain all completed parental forms on file";"Pending";
30000136;"8/26/2021";"10/5/2021";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"9/29/2021"
30000136;"8/26/2021";"10/5/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"10/5/2021"
30000136;"8/26/2021";"10/5/2021";"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";"9/29/2021"
30000136;"5/13/2021";"6/24/2021";"6.4.a.3. Submit fingerprints for purposes of obtaining a criminal record background check";"Achieved";"6/24/2021"
30178309;"3/31/2021";"4/29/2021";"6.2.e. The family child care home shall maintain a record of current medical examinations";"Achieved";"4/29/2021"
30178309;"6/24/2022";"7/25/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"7/25/2022"
30072295;"3/4/2021";"3/29/2021";"10.1.d.2. Children's medical examination records shall be updated every two years";"Achieved";"3/29/2021"
30174597;"6/1/2021";"6/22/2021";"10.1.d.2. Children's medical examination records shall be updated every two years";"Achieved";"6/22/2021"
30279250;"10/25/2022";;"6.3.a.2. Two (2) hours of other approved health and safety training";"Pending";
30279250;"10/25/2022";;"12.2.b. Disposable gloves";"Pending";
30279250;"10/25/2022";;"14.3.a. A family child care home shall ensure each child has an appropriately-sized place to rest";"Pending";
30279250;"10/25/2022";;"6.2.a. The caregiver shall obtain a medical examination within thirty (30) days of application";"Pending";
30279250;"10/25/2022";;"9.3.d. Trampolines shall not be accessible to the children in care";"Pending";
30279250;"10/25/2022";;"12.2.e. Bandage tape";"Pending";
30279250;"10/25/2022";;"8.2.b.1. A properly functioning digital carbon monoxide detector has been installed";"Pending";
30279250;"10/25/2022";;"12.2.c. Blunt tipped scissors";"Pending";
30279250;"10/25/2022";;"12.2.f. Sterile gauze";"Pending";
30279250;"10/25/2022";;"7.3.b. Store cleaning supplies out of the reach of children under six (6) years of age";"Pending";
30279250;"10/25/2022";;"8.3.e. An ABC-rated multi-purpose fire extinguisher shall be available in the home at all times";"Pending";
30279250;"10/25/2022";;"12.2.d. Tweezers";"Pending";
30279250;"10/25/2022";;"12.2.g. Non-medicated adhesive strips";"Pending";
30279250;"10/25/2022";;"12.2.i. Soap";"Pending";
30279250;"10/25/2022";;"12.2.a. A digital thermometer";"Pending";
30279250;"10/25/2022";;"12.2.j. A first aid guide";"Pending";
30279250;"10/25/2022";;"12.2.h. Sealed packages of alcohol wipes or antiseptic";"Pending";
30276821;"7/26/2022";"8/24/2022";"8.3.e. An ABC-rated multi-purpose fire extinguisher shall be available in the home at all times";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2. First Aid Supplies";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.a. A digital thermometer";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.b. Disposable gloves";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.d. Tweezers";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.e. Bandage tape";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.f. Sterile gauze";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.g. Non-medicated adhesive strips";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.h. Sealed packages of alcohol wipes or antiseptic";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.j. A first aid guide";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.c. Blunt tipped scissors";"Achieved";"8/24/2022"
30276821;"7/26/2022";"8/24/2022";"12.2.i. Soap";"Achieved";"8/24/2022"
30203954;"2/25/2021";"3/4/2021";"7.2.b. Stairs of four (4) or more steps shall have hand railings";"Achieved";"3/4/2021"
30203954;"2/25/2021";"3/4/2021";"7.2.d. Balconies, decks, porches, ramps, and play or living areas that are elevated";"Achieved";"3/4/2021"
30203954;"2/25/2021";"3/4/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"3/4/2021"
30203954;"5/11/2022";"6/27/2022";"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Achieved";"6/27/2022"
30207679;"3/16/2021";"4/12/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"4/12/2021"
30211071;"10/27/2022";;"10.1.d.2. Children's medical examination records shall be updated every two years";"Pending";
30211071;"10/27/2022";;"9.2.a.1. Keep documentation available on site of rabies vaccinations";"Pending";
30211071;"10/27/2022";;"12.1.d. Emergency consent forms shall be notarized";"Pending";
30211071;"10/27/2022";;"6.3.c. Thereafter, the caregiver shall complete eight (8) hours of approved training annually";"Pending";
30211071;"10/27/2022";;"6.3.e.  A family child care home shall maintain a training record with certificates of attendance";"Pending";
30211071;"10/27/2022";;"10.1.d.1. A general medical examination for all children shall be obtained by the parents within thirty (30) days";"Pending";
30211071;"10/27/2022";;"12.1.b. Emergency information for each child and parental permission forms for emergency medical treatment";"Pending";
30211071;"10/27/2022";;"12.1.c. Emergency information for each child";"Pending";
30211071;"10/27/2022";;"18.1.a. A family child care home shall maintain all completed parental forms on file";"Pending";
30211071;"6/3/2021";"8/16/2021";"10.1.d. The caregiver shall maintain a record of each child's health examinations and immunizations";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.a.5. Parents' work and home";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.d. Emergency consent forms shall be notarized";"Achieved";"8/16/2021"
30211071;"11/11/2020";"1/14/2021";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"1/14/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.a.1. Police and fire departments";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"8.1.a. A family child care home shall develop and post a written plan for emergency evacuation";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"8.1.c. A family child care home shall conduct monthly fire evacuation drills";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"9.3.d. Trampolines shall not be accessible to the children in care";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.a. A family child care home shall ensure that written emergency information is available near the telephone";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.a.3. Ambulance service";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.a.4. A poison control center or the universal poison control center telephone number";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.a.6. Numbers for each child's health care provider";"Achieved";"8/16/2021"
30211071;"6/3/2021";"8/16/2021";"12.1.a.7. An emergency substitute, if applicable";"Achieved";"8/16/2021"
