"Faciliy Num";"Visit Date";"Visit_Description"
6807;"09/20/2023";"No Violations Cited"
6807;"04/19/2023";"No Violations Cited"
6807;"10/26/2022";"No Violations Cited"
6319;"04/10/2023";"No Violations Cited"
6319;"11/14/2022";"No Violations Cited"
6459;"05/25/2023";"No Violations Cited"
6459;"01/13/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Initiation of Criminal Record Checks and Central Registry Checks and the results obtained when received;"
6320;"08/22/2023";"No Violations Cited"
6320;"05/15/2023";"No Violations Cited"
6320;"11/28/2022";"No Violations Cited"
6318;"05/15/2023";"No Violations Cited"
6318;"11/09/2022";"No Violations Cited"
6313;"04/27/2023";"No Violations Cited"
6313;"10/24/2022";"No Violations Cited"
6311;"03/28/2023";"No Violations Cited"
6311;"11/28/2022";"No Violations Cited"
6259;"06/05/2023";"No Violations Cited"
6259;"04/24/2023";"It is recommended that universal precautions be used when handling and disposing of materials containing bodily secretions such as wet or soiled diapers, fecal matter, etc. Universal precautions shall be used when handling items contaminated by blood. These items shall be disposed of separately and by using rubber gloves that shall be properly disposed of after each use. (Note: hands must be washed even after gloves are used.)"
6259;"04/24/2023";"No Violations Cited"
6259;"11/29/2022";"No Violations Cited"
7145;"11/04/2022";"No Violations Cited"
1450;"10/06/2023";"No Violations Cited"
1450;"07/12/2023";"No Violations Cited"
1450;"04/24/2023";"No Violations Cited"
1450;"01/27/2023";"No Violations Cited"
6777;"04/21/2023";"No Violations Cited"
6776;"10/03/2023";"No Violations Cited"
6776;"02/22/2023";"No Violations Cited"
6776;"11/15/2022";"No Violations Cited"
1185;"10/11/2023";"No Violations Cited"
1185;"09/15/2023";"No Violations Cited"
1185;"09/12/2023";"Feedings for all children up to twelve (12) months of age shall be documented by the caregiver and available for review by the parent. This documentation shall continue for all children older than twelve (12) months of age who are still being given bottles."
1185;"05/26/2023";"No Violations Cited"
1185;"01/24/2023";"Bottles shall not be propped. Infants under six (6) months of age shall be held while being bottle-fed."
1185;"11/23/2022";"No Violations Cited"
24;"08/30/2023";"No Violations Cited"
24;"08/02/2023";"No Violations Cited"
24;"07/06/2023";"No Violations Cited"
24;"04/12/2023";"No Violations Cited"
24;"04/06/2023";"No Violations Cited"
24;"11/07/2022";"No Violations Cited"
27405;"06/22/2023";"No Violations Cited"
27405;"02/07/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Staff members and applicants for employment in a Prior to employment and every two (2) years child care facility thereafter"
27405;"10/24/2022";"No Violations Cited"
27751;"07/20/2023";"No Violations Cited"
27751;"05/04/2023";"No Violations Cited"
27751;"03/14/2023";"No Violations Cited"
27751;"02/15/2023";"No Violations Cited"
27751;"02/15/2023";"Soiled or wet diapers shall be removed and replaced with clean, dry diapers. The caregiver shall ensure that children are properly cleaned and dried."
27751;"12/02/2022";"No Violations Cited"
27637;"05/08/2023";"No Violations Cited"
27637;"11/07/2022";"No Violations Cited"
27488;"05/11/2023";"No Violations Cited"
27488;"04/18/2023";"No Violations Cited"
27488;"04/17/2023";"No Violations Cited"
27488;"01/25/2023";"No Violations Cited"
27488;"01/23/2023";"No Violations Cited"
28523;"05/22/2023";"No Violations Cited"
28523;"01/24/2023";"No Violations Cited"
28523;"11/29/2022";"No Violations Cited"
38330;"08/29/2023";"No Violations Cited"
38330;"08/11/2023";"No Violations Cited"
38330;"06/27/2023";"No Violations Cited"
38330;"06/23/2023";"No Violations Cited"
38330;"04/19/2023";"No Violations Cited"
38330;"02/16/2023";"Infants’ sleep space (e.g. crib) shall be free of loose bedding. If a light blanket is necessary, it should be kept at or below the mid-chest area of the child. Staff shall not cover the faces of infants."
38330;"02/16/2023";"Bibs, necklaces, and garments with ties or hoods shall be removed from infants prior to rest and naptime to reduce the risk of entanglement and strangulation while the child is sleeping."
38330;"12/22/2022";"No Violations Cited"
26820;"06/12/2023";"No Violations Cited"
26820;"06/12/2023";"No Violations Cited"
26820;"04/13/2023";"Any vehicles designed or used to transport more than seven (7) passengers and one (1) driver must have approved child safety alarm devices installed. These devices must be properly maintained in working order at all times. Vehicles in service at licensed facilities prior to July 1, 2005, shall have the alarm installed by a qualified technician or mechanic no later than December 31, 2005. On or after July 1, 2005, all vehicles at newly licensed facilities and newly acquired vehicles at existing facilities shall have a child safety alarm installed before placing the vehicle in service. The Child Care Licensing Unit shall maintain a list of approved alarm systems. Clarification – * The alarm system shall be installed so that the driver must walk to the very back of the vehicle to reach the switch that deactivates the alarm. Alarm switches installed in locations that do not require the driver to walk to the back of the vehicle and view all seating areas will not be acceptable. * The alarm system may be installed by any certified technician or mechanic employed by a recognized electronics or automotive business in accordance with the device manufacturer’s recommendations. * The time delay from activation of the alarm until the alarm sounds shall be no longer than one (1) minute. Any of the following three (3) options are acceptable to meet the intent of Act 1979 when children are being delivered at the facility. Other options must be approved by the Licensing Unit.Unload all of the children, walk through the vehicle to ensure that no children remain on board, and deactivate the alarm. (This option will only work if you are able to unload all children in less than one (1) minute.)"
26820;"11/28/2022";"No Violations Cited"
26788;"08/28/2023";"No Violations Cited"
26788;"01/04/2023";"No Violations Cited"
26557;"08/29/2023";"No Violations Cited"
26557;"04/25/2023";"No Violations Cited"
27933;"05/23/2023";"No Violations Cited"
27933;"01/09/2023";"No Violations Cited"
27933;"11/04/2022";"No Violations Cited"
26278;"06/27/2023";"No Violations Cited"
26278;"04/19/2023";"No Violations Cited"
26278;"02/16/2023";"No Violations Cited"
26278;"11/14/2022";"No Violations Cited"
27266;"05/18/2023";"No Violations Cited"
25877;"06/26/2023";"No Violations Cited"
25877;"02/06/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
25877;"11/22/2022";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: Birth – 18 months Number of Staff: 1 Number of Children: 5"
24962;"06/16/2023";"No Violations Cited"
24962;"05/30/2023";"No Violations Cited"
24962;"01/18/2023";"No Violations Cited"
24962;"10/31/2022";"No Violations Cited"
25685;"06/06/2023";"No Violations Cited"
25685;"05/05/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
25685;"04/26/2023";"No Violations Cited"
25685;"11/04/2022";"Infants and toddlers shall be placed in age appropriate cribs, cots, or mats meeting Consumer Product Safety Commission (CPSC) standards, for when they fall asleep. (Note: Also, any items used in the crib must be used according to manufacturer guidelines, regardless if the child is sleeping or not, in accordance with 1001.1.)"
25508;"07/24/2023";"No Violations Cited"
25508;"04/07/2023";"No Violations Cited"
25508;"01/10/2023";"No Violations Cited"
25355;"04/26/2023";"No Violations Cited"
25355;"11/08/2022";"No Violations Cited"
25320;"10/11/2023";"No Violations Cited"
25320;"06/27/2023";"No Violations Cited"
25320;"01/06/2023";"No Violations Cited"
25320;"11/18/2022";"No Violations Cited"
25317;"09/11/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Initiation of Criminal Record Checks and Central Registry Checks and the results obtained when received;"
25317;"05/11/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: 4 years Number of Staff: 1 Number of Children: 15"
25317;"05/11/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: 18 months – 36 months Number of Staff: 1 Number of Children: 8"
25317;"05/04/2023";"No Violations Cited"
25317;"01/23/2023";"No Violations Cited"
25317;"11/08/2022";"No Violations Cited"
24298;"05/26/2023";"No Violations Cited"
24298;"01/17/2023";"No Violations Cited"
23328;"08/25/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
23328;"08/25/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
23328;"07/27/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
23328;"05/31/2023";"No Violations Cited"
23328;"04/27/2023";"No Violations Cited"
23328;"03/13/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: Birth – 18 months Number of Staff: 1 Number of Children: 5"
23328;"03/13/2023";"Infants and toddlers shall be placed in age appropriate cribs, cots, or mats meeting Consumer Product Safety Commission (CPSC) standards, for when they fall asleep. (Note: Also, any items used in the crib must be used according to manufacturer guidelines, regardless if the child is sleeping or not, in accordance with 1001.1.)"
23328;"03/03/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
23328;"02/23/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: Birth – 18 months Number of Staff: 1 Number of Children: 5"
23328;"02/23/2023";"The following activities or threats of such activities are unacceptable as behavior guidance measures and shall not be used for children. These include, but are not limited to the following:Yelling (This does not include a raised voice level to gain a child’s attention to protect the child from risk of harm);"
48927;"09/14/2023";"No Violations Cited"
48927;"09/08/2023";"No Violations Cited"
48927;"08/17/2023";"No Violations Cited"
48568;"09/12/2023";"No Violations Cited"
48568;"08/15/2023";"No Violations Cited"
48568;"08/04/2023";"No Violations Cited"
48506;"08/25/2023";"No Violations Cited"
48506;"07/28/2023";"No Violations Cited"
48506;"07/05/2023";"No Violations Cited"
48506;"07/05/2023";"No Violations Cited"
48046;"09/27/2023";"No Violations Cited"
48046;"09/14/2023";"No Violations Cited"
31367;"05/22/2023";"No Violations Cited"
31367;"12/06/2022";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Initiation of Criminal Record Checks and Central Registry Checks and the results obtained when received;"
31419;"06/24/2023";"No Violations Cited"
31419;"04/29/2023";"No Violations Cited"
36252;"08/11/2023";"No Violations Cited"
36252;"02/24/2023";"No Violations Cited"
36252;"11/22/2022";"No Violations Cited"
22950;"02/15/2023";"No Violations Cited"
22950;"12/07/2022";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Staff members and applicants for employment in a Prior to employment and every two (2) years child care facility thereafter"
22950;"11/30/2022";"No Violations Cited"
30656;"08/29/2023";"No Violations Cited"
30656;"02/08/2023";"No Violations Cited"
30065;"04/27/2023";"No Violations Cited"
30537;"06/07/2023";"No Violations Cited"
30537;"01/23/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Initiation of Criminal Record Checks and Central Registry Checks and the results obtained when received;"
30537;"10/26/2022";"No Violations Cited"
29204;"10/06/2023";"No Violations Cited"
29204;"09/26/2023";"No Violations Cited"
29204;"09/11/2023";"Infants and toddlers shall not be mixed with preschool children, except as listed in the following requirement."
29204;"09/11/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
29204;"08/31/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Staff members and applicants for employment in a Prior to employment and every two (2) years child care facility thereafter"
29204;"08/31/2023";"The following persons shall apply to the Identification Bureau of the Arkansas State Police for a nationwide criminal record check, to be conducted by the Federal Bureau of Investigation (FBI), which shall include a fingerprint check: (The individual is responsible for the cost of a nationwide check. Each request must be accompanied by a check or money order made out to the Arkansas State Police.) Fingerprints submitted will be used to check the criminal history records of the FBI. Individuals with results showing a prohibited offense shall be advised to contact the Licensing Unit for procedures to obtain the results and for procedures to update or make corrections to the record of their individual history.Direct care staff or staff with routine contact with children Prior to employment and every five (5) years thereafter"
29204;"07/13/2023";"No Violations Cited"
29204;"02/03/2023";"No Violations Cited"
29204;"01/26/2023";"No Violations Cited"
29204;"01/25/2023";"No Violations Cited"
29597;"08/11/2023";"No Violations Cited"
29597;"01/04/2023";"No Violations Cited"
6672;"09/22/2023";"No Violations Cited"
6672;"06/13/2023";"No Violations Cited"
6672;"02/22/2023";"No Violations Cited"
6949;"05/31/2023";"Subparts 1 and 2An EIDT must have enough employees on-site to supervise beneficiaries at the EIDT location."
6949;"05/31/2023";"Subparts 1Be safe, clean, maintained, in good repair, and sanitary, including without limitation as to the facility’s exterior, surrounding property, and interior floors and ceilings."
6949;"05/31/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
6949;"05/31/2023";"The area shall be free of hazards or potentially hazardous objects."
6949;"04/11/2023";"No Violations Cited"
6949;"01/23/2023";"No Violations Cited"
6949;"10/20/2022";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
6949;"10/20/2022";"Subparts 1 and 2An EIDT must appropriately supervise all beneficiaries based on each beneficiary’s needs."
28298;"05/01/2023";"No Violations Cited"
28298;"02/24/2023";"No Violations Cited"
28298;"01/24/2023";"No Violations Cited"
7882;"07/18/2023";"No Violations Cited"
7882;"01/30/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Initiation of Criminal Record Checks and Central Registry Checks and the results obtained when received;"
7882;"10/19/2022";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Name, date of birth, address, and telephone number;"
7183;"08/28/2023";"No Violations Cited"
7183;"05/25/2023";"No Violations Cited"
7183;"12/06/2022";"No Violations Cited"
6700;"09/11/2023";"No Violations Cited"
6700;"05/31/2023";"No Violations Cited"
6700;"01/17/2023";"No Violations Cited"
7170;"08/30/2023";"No Violations Cited"
1737;"06/29/2023";"No Violations Cited"
1737;"02/06/2023";"No Violations Cited"
307;"09/21/2023";"No Violations Cited"
307;"09/07/2023";"No Violations Cited"
307;"08/25/2023";"No Violations Cited"
307;"08/17/2023";"No Violations Cited"
307;"08/10/2023";"No Violations Cited"
307;"05/23/2023";"No Violations Cited"
307;"04/11/2023";"No Violations Cited"
307;"11/23/2022";"No Violations Cited"
5410;"04/24/2023";"No Violations Cited"
5410;"11/28/2022";"No Violations Cited"
38286;"09/15/2023";"No Violations Cited"
38286;"08/30/2023";"No Violations Cited"
38286;"07/06/2023";"No Violations Cited"
38286;"06/22/2023";"No Violations Cited"
38286;"05/24/2023";"No Violations Cited"
38286;"04/24/2023";"No Violations Cited"
38286;"03/14/2023";"No Violations Cited"
38286;"02/22/2023";"No Violations Cited"
38286;"01/27/2023";"No Violations Cited"
38286;"12/27/2022";"No Violations Cited"
25573;"09/25/2023";"No Violations Cited"
25573;"05/15/2023";"No Violations Cited"
25573;"03/09/2023";"No Violations Cited"
25573;"11/03/2022";"No Violations Cited"
47102;"09/26/2023";"No Violations Cited"
47102;"08/14/2023";"No Violations Cited"
47102;"07/20/2023";"No Violations Cited"
47102;"05/26/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective owners, household members who are ten (10) years of age or older, and employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Volunteers, therapists, and student observers who have access to children in the home - Prior to providing services or being present in the home and every two (2) years thereafter"
47102;"05/26/2023";"The following persons shall apply to the Identification Bureau of the Arkansas State Police for a nationwide criminal records check, to be conducted by the Federal Bureau of Investigation (FBI), which shall include a fingerprint check: (The individual is responsible for the cost of the nationwide check.) Fingerprints submitted will be used to check the criminal history records of the FBI. Individuals with results showing a prohibited offense shall be advised to contact the Licensing Unit for procedures to obtain the results and for procedures to update or make corrections to the record of their individual history.Volunteers and therapists who have routine contact with children or who have supervisory or disciplinary control over children Prior to providing services or participating in home activities and every five (5) years thereafter"
47102;"04/28/2023";"No Violations Cited"
47102;"03/10/2023";"No Violations Cited"
46079;"09/26/2023";"No Violations Cited"
46079;"08/28/2023";"No Violations Cited"
46079;"07/24/2023";"No Violations Cited"
46079;"06/19/2023";"No Violations Cited"
46079;"05/24/2023";"No Violations Cited"
46079;"04/18/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
46079;"03/13/2023";"No Violations Cited"
46079;"02/28/2023";"No Violations Cited"
46079;"12/13/2022";"No Violations Cited"
45464;"08/25/2023";"No Violations Cited"
45464;"06/27/2023";"No Violations Cited"
45464;"04/12/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
45464;"03/15/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
45464;"02/14/2023";"No Violations Cited"
45464;"12/01/2022";"No Violations Cited"
45464;"11/07/2022";"No Violations Cited"
45326;"10/06/2023";"No Violations Cited"
45326;"08/11/2023";"No Violations Cited"
45326;"06/19/2023";"No Violations Cited"
45326;"04/24/2023";"No Violations Cited"
45326;"02/15/2023";"No Violations Cited"
45326;"12/01/2022";"No Violations Cited"
45326;"10/20/2022";"No Violations Cited"
45261;"09/14/2023";"No Violations Cited"
45261;"08/25/2023";"No Violations Cited"
45261;"08/18/2023";"No Violations Cited"
45261;"08/11/2023";"No Violations Cited"
45261;"08/04/2023";"No Violations Cited"
45261;"07/14/2023";"No Violations Cited"
45261;"06/27/2023";"The following activities or threats of such activities are unacceptable as behavior guidance measures and shall not be used for children. These include, but are not limited to the following:Inflicting physical pain, hitting, pinching, pulling hair, slapping, kicking, twisting arms, biting or biting back, spatting, swatting, etc.;"
45261;"06/13/2023";"No Violations Cited"
45261;"06/01/2023";"No Violations Cited"
45261;"11/23/2022";"No Violations Cited"
31363;"06/06/2023";"No Violations Cited"
31363;"05/30/2023";"No Violations Cited"
31363;"04/26/2023";"No Violations Cited"
31363;"11/18/2022";"No Violations Cited"
31364;"06/23/2023";"No Violations Cited"
31364;"06/06/2023";"No Violations Cited"
31364;"04/24/2023";"No Violations Cited"
31364;"11/30/2022";"No Violations Cited"
31361;"07/06/2023";"No Violations Cited"
31361;"06/06/2023";"No Violations Cited"
31361;"04/20/2023";"The Out-of-School Time (OST) Program shall maintain a record for each participant in care which shall be on site. Records for participants no longer enrolled may be maintained off site. Participants’ records shall contain the following information:An authorized record of up-to-date immunizations or documentation of a religious, medical, or philosophical exemption from the Arkansas Department of Health (ADH)."
31256;"05/15/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Documented training or continuing education; i.e., orientation, in-service training, and workshop documentation, which shall include title of workshop, presenter, hours of training, and date;"
31256;"05/04/2023";"No Violations Cited"
31256;"04/28/2023";"No Violations Cited"
31256;"12/28/2022";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Documented training or continuing education; i.e., orientation, in-service training, and workshop documentation, which shall include title of workshop, presenter, hours of training, and date;"
31256;"12/06/2022";"The following staff to participant ratios shall be maintained:Ages of Participants Number of Staff Number of Children Kindergarten and above 1 18"
35308;"08/14/2023";"No Violations Cited"
35308;"04/17/2023";"No Violations Cited"
35308;"01/03/2023";"Children shall always be attended during diapering."
35308;"12/13/2022";"No Violations Cited"
31097;"06/16/2023";"No Violations Cited"
35575;"07/25/2023";"No Violations Cited"
35575;"01/03/2023";"No Violations Cited"
36681;"05/11/2023";"No Violations Cited"
36681;"04/17/2023";"No Violations Cited"
35768;"05/30/2023";"No Violations Cited"
36372;"04/25/2023";"No Violations Cited"
36372;"12/20/2022";"No Violations Cited"
36372;"11/17/2022";"No Violations Cited"
36371;"03/10/2023";"No Violations Cited"
36371;"02/07/2023";"The following staff to participant ratios shall be maintained:Ages of Participants Number of Staff Number of Children Kindergarten and above 1 18"
36371;"02/07/2023";"The following staff to participant ratios shall be maintained:Ages of Participants Number of Staff Number of Children Kindergarten and above 1 18"
36371;"02/07/2023";"The following staff to participant ratios shall be maintained:Ages of Participants Number of Staff Number of Children Kindergarten and above 1 18"
36371;"12/20/2022";"The following staff to participant ratios shall be maintained:Ages of Participants Number of Staff Number of Children Kindergarten and above 1 18"
36371;"11/09/2022";"No Violations Cited"
36371;"10/17/2022";"All participants shall be adequately supervised at all times. Though participants are generally required to be within the sight or hearing of staff, Out-of-School Time (OST) participants, second grade and above, may be provided opportunities to take part in short-term activities not within the sight and hearing of OST staff. Such short-term activities include but are not limited to going to a restroom, transitioning to other activities, returning to a classroom within a school building, etc. In order to minimize the risks associated with such short-term activities, the following provisions must be adhered to:Staff shall contact the participant at least every ten (10) minutes. If the participant is anticipated being gone longer than ten (10) minutes, prior to releasing the participant, staff should contact the responsible adult (ex. teacher) that will provide supervision during this extended time to ensure that adequate supervision provisions are in place."
36370;"04/27/2023";"No Violations Cited"
36370;"11/04/2022";"No Violations Cited"
36369;"04/27/2023";"No Violations Cited"
36369;"12/20/2022";"No Violations Cited"
38133;"06/12/2023";"No Violations Cited"
38133;"04/27/2023";"No Violations Cited"
38133;"12/16/2022";"No Violations Cited"
38133;"10/25/2022";"No Violations Cited"
36342;"06/08/2023";"No Violations Cited"
36342;"04/24/2023";"No Violations Cited"
36342;"03/30/2023";"No Violations Cited"
36342;"11/22/2022";"No Violations Cited"
37982;"08/18/2023";"The caregiver shall assist children in toilet routine and hygiene practices."
37982;"06/26/2023";"No Violations Cited"
37982;"04/27/2023";"No Violations Cited"
37978;"09/21/2023";"No Violations Cited"
37978;"05/15/2023";"No Violations Cited"
37978;"03/29/2023";"No Violations Cited"
36227;"06/29/2023";"No Violations Cited"
36227;"02/24/2023";"No Violations Cited"
12059;"05/25/2023";"No Violations Cited"
12059;"04/25/2023";"No Violations Cited"
15768;"05/26/2023";"No Violations Cited"
15768;"04/27/2023";"No Violations Cited"
15768;"11/28/2022";"No Violations Cited"
21408;"07/13/2023";"No Violations Cited"
21408;"03/27/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective owners, household members who are ten (10) years of age or older, and employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Each applicant to own or operate a licensed home - at application and every two (2) years thereafter"
21408;"11/14/2022";"No Violations Cited"
11800;"08/31/2023";"No Violations Cited"
11800;"08/04/2023";"No Violations Cited"
11800;"07/13/2023";"No Violations Cited"
11800;"07/13/2023";"Physical punishment shall not be administered to participants."
11800;"07/13/2023";"The following activities or threats of such activities are unacceptable as behavior guidance measures and shall not be used for participants. These include, but are not limited to theUsing a physical restraint method that may cause injury to the participant;"
11729;"10/10/2023";"No Violations Cited"
11729;"05/05/2023";"No Violations Cited"
11729;"05/05/2023";"No Violations Cited"
11729;"01/05/2023";"No Violations Cited"
11729;"11/29/2022";"No Violations Cited"
14383;"08/24/2023";"No Violations Cited"
14383;"05/11/2023";"No Violations Cited"
22523;"07/05/2023";"No Violations Cited"
22523;"04/21/2023";"No Violations Cited"
22523;"11/07/2022";"No Violations Cited"
13799;"03/01/2023";"No Violations Cited"
13799;"11/28/2022";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Documented training or continuing education; i.e., orientation, in-service training, and workshop documentation, which shall include title of workshop, presenter, hours of training and date;"
13799;"11/28/2022";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Documentation of new employee evaluations."
13799;"11/28/2022";"All new staff, including volunteers who are counted in the ratios, shall receive the following orientation within three (3) months of employment (and every three (3) years thereafter) and shall not be left alone with children until this is completed.Introduction (eight (8) clock hours) a. Proper supervision of children; b. Behavioral guidance practices; c. Safe sleep practices for infants; d. Shaken baby syndrome; which includes prevention (Carter’s Law, Act 1208); e. Appropriately responding to a crying or fussy infant or child; f. Emergency procedures in the event of severe weather, or fire, including evacuation procedures and routes, and location and use of fire extinguishers; g. Mandated reporter training; h. Administering medication; i. Caring for children with special needs or care plans; j. Transportation and car seat safety; k. Policies regarding release of children to authorized individuals; l. Prevention and control of infectious diseases; m. Building and physical premises safety, including the identification of, and protection from, hazards, bodies of water, and vehicular traffic; n. Nutrition and physical activities; o. Prevention and response to food sensitivities and allergic reactions; p. Basic child development; and q. The handling and storage of hazardous materials and the appropriate disposal of bio contaminants. See Division website for a list of courses, that the Division maintains contracts for, which meet the above requirements."
11168;"09/26/2023";"No Violations Cited"
11168;"01/03/2023";"No Violations Cited"
15463;"06/08/2023";"No Violations Cited"
15463;"04/20/2023";"No Violations Cited"
15463;"11/07/2022";"No Violations Cited"
10701;"04/21/2023";"No Violations Cited"
10701;"11/09/2022";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Verification of First Aid or Cardiopulmonary Resuscitation (CPR) for applicable staff (copy must be on site); and"
13115;"05/23/2023";"No Violations Cited"
13115;"12/08/2022";"No Violations Cited"
10474;"09/25/2023";"No Violations Cited"
10474;"05/15/2023";"No Violations Cited"
10474;"01/06/2023";"No Violations Cited"
10474;"10/25/2022";"No Violations Cited"
21907;"07/21/2023";"No Violations Cited"
21907;"01/03/2023";"No Violations Cited"
30305;"07/25/2023";"No Violations Cited"
29874;"05/19/2023";"No Violations Cited"
29874;"02/09/2023";"No Violations Cited"
29874;"11/09/2022";"No Violations Cited"
28809;"05/18/2023";"No Violations Cited"
28809;"04/25/2023";"No Violations Cited"
28809;"11/21/2022";"No Violations Cited"
28808;"08/30/2023";"No Violations Cited"
28735;"07/10/2023";"No Violations Cited"
28735;"05/11/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Initiation of Criminal Record Checks and Central Registry Checks and the results obtained when received;"
28735;"04/28/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Name, date of birth, address, and telephone number;"
28735;"04/28/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Education, training and experience, including a copy of the General Education Diploma (GED) or high school diploma (If these documents are no longer available, proof of reasonable effort to obtain the documentation is acceptable) Clarification: Training hours will be counted on a calendar year basis or by the facility’s operating schedule if they do not operate year- round;"
28735;"04/28/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Employment related information for previous six (6) years, with written documentation of verification of employment and reference checks;"
28735;"04/28/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Documented training or continuing education; i.e., orientation, in-service training, and workshop documentation, which shall include title of workshop, presenter, hours of training and date;"
28735;"04/28/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Verification of First Aid or Cardiopulmonary Resuscitation (CPR) for applicable staff (copy must be on site); and"
28735;"04/28/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Date of employment and date of separation;"
28735;"04/28/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Documentation of new employee evaluations."
28735;"04/28/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Initiation of Criminal Record Checks and Central Registry Checks and the results obtained when received;"
28927;"07/17/2023";"No Violations Cited"
28927;"01/20/2023";"No Violations Cited"
16067;"04/20/2023";"No Violations Cited"
16067;"01/19/2023";"No Violations Cited"
15758;"05/23/2023";"No Violations Cited"
15758;"02/10/2023";"No Violations Cited"
27063;"05/17/2023";"No Violations Cited"
27063;"01/09/2023";"No Violations Cited"
27063;"01/09/2023";"No Violations Cited"
7959;"05/08/2023";"No Violations Cited"
7959;"12/05/2022";"No Violations Cited"
7011;"05/19/2023";"No Violations Cited"
