"Faciliy #";"Facility Name";"Address";"City";"State";"Zip";"County";"Site Phone";"Facility_Type";"Website Address";"Contact Persons";"Voucher Participant";"ABC Program";"Head Start";"Better Beginnings";"DCCECE Assigned Staff";"DCCECE Office Address";"DCCECE Office City";"DCCECE Office Zip";"DCCECE Office Phone";"DCCECE Email Address";"Months of Operation";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Facility Rates for Ages Served";"Capacity Infant/Toddler";"Capacity Preschool";"Capacity School Age";"Capacity Sick Care";"DetailsRef"
22948;"First United Methodist Childrens Day Out";"200 N 15 ST";"FORT SMITH";"AR";72901;"Sebastian";"(479) 459-5060";"Child Care Center";"-";"Kathy Kaundart";"No";"No";"No";1;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"9:00:00 AM-2:00:00 PM";;;;;;;;69;16;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NRDAA2&language=en_US"
22947;"FUMC Weekday School";"200 N 15TH ST";"FORT SMITH";"AR";72901;"Sebastian";"(479) 782-8855";"Child Care Center";"-";"Christina Strunks";"No";"No";"No";1;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"9:00:00 AM-2:00:00 PM";;;;;;;"
Preschool 30 to 72 Months-$22.91 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$19.16 per Day (Less than 7 Hours)";;96;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NRCAA2&language=en_US"
21851;"First Lutheran Preschool/Daycare";"2407 MASSARD RD";"FORT SMITH";"AR";72903;"Sebastian";"(479) 452-5330";"Child Care Center";"-";"Director: Samuel Fishburn";"No";"No";"No";1;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Preschool 30 to 72 Months-$25.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$24.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$8.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$23.60 per Day (7 Hours or More)
School Age 60 to 156 Months-$23.60 per Day (7 Hours or More)";16;71;95;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NPsAAM&language=en_US"
30004;"Jacob's Ladder In Home Childcare";"6900 S 9TH ST";"FORT SMITH";"AR";72908;"Sebastian";"(479) 650-7787";"Licensed Child Care Family Home";"-";"Renea Spoon";"No";"No";"No";1;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$8.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$21.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$8.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$21.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$8.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$21.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$8.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$21.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NbTAAU&language=en_US"
25292;"UAMS KIDS FIRST FORT SMITH";"6601 PHOENIX AVE";"FORT SMITH";"AR";72903;"Sebastian";"(479) 785-9091";"Early Intervention Day Treatment (EIDT)";"-";"Rick Newton";"No";"No";"No";1;"Michelle Powell";"PO Box 8059 Slot S408";" Little Rock";"72203-8059";"(501)749-9689";"michelle.powell@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";;;;104;119;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OaDAAU&language=en_US"
5815;"Goddard Preschool and Mother's Day Out";"1922 DODSON AVE";"FORT SMITH";"AR";72901;"Sebastian";"(479) 782-6546";"Child Care Center";"www.goddardumc.org";"Director: Jennifer Crawford";"No";"No";"No";1;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";"7:30:00 AM-4:30:00 PM";;;"
Infant 0 to 18 Months-$23.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$23.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$23.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$23.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$23.00 per Day (7 Hours or More)";32;83;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NJLAA2&language=en_US"
1967;"JACK AND JILL CHILDCARE";"2905 BRIAR CLIFF AVE";"FORT SMITH";"AR";72908;"Sebastian";"(479) 646-4633";"Child Care Center";"-";"Margaret Grady";"No";"No";"No";1;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";"6:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$30.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$30.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$30.00 per Day (7 Hours or More)";37;107;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NIxAAM&language=en_US"
28323;"UNION CHRISTIAN ACADEMY - CHILDCARE";"4201 WINDSOR DR";"FORT SMITH";"AR";72904;"Sebastian";"(479) 783-7327";"Child Care Center";"-";"Patricia Keys";"No";"No";"No";1;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";;;"
Preschool 30 to 72 Months-$21.00 per Day (7 Hours or More)";;88;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NXJAA2&language=en_US"
26595;"Christ The King Catholic School";"1918 S GREENWOOD AVE";"FORT SMITH";"AR";72901;"Sebastian";"(479) 782-0614";"Child Care Center";"Christtheking-school.com";"Shadow McCain";"No";"No";"No";1;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
School Age 60 to 156 Months-$4.25 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$14.00 per Day (7 Hours or More)";31;139;149;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NV3AAM&language=en_US"
46511;"UAFS Little Lions Child Development Center";"504 North Waldron Road";"Fort Smith";"AR";72913;"Sebastian";"(479) 788-7790";"Child Care Center";"-";"Maxine Lauver";"No";"Yes";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;;26;26;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z000000ITIPAA4&language=en_US"
45109;"Preschool for the Creative Arts ( CSA)";"2901 Rogers Avenue";"Fort Smith";"AR";72901;"Sebastian";"(479) 353-1924";"Child Care Center";"csa@fortsmith.org";"Melanie Qualis";"No";"No";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;;;71;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z000000Bb0CAAS&language=en_US"
36669;"Grace Place Preschool of Fort Smith";"4001 Brooken Hill Dr";"Fort Smith";"AR";72908;"Sebastian";"(479) 646-6503";"Child Care Center";"-";"Christine Turpin";"No";"No";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";"7:00:00 AM-5:30:00 PM";;;;79;51;53;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NjJAAU&language=en_US"
11917;"ECC Orr Preschool";"3609 PHOENIX ST";"FORT SMITH";"AR";72903;"Sebastian";"(479) 648-8252";"Child Care Center";"-";"Coordinator: Susan Coon";"No";"No";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"9:30:00 AM-1:30:00 PM";"9:30:00 AM-1:30:00 PM";"9:30:00 AM-1:30:00 PM";"9:30:00 AM-1:30:00 PM";;;;;;32;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NMXAA2&language=en_US"
8514;"First Baptist Learn and Play Preschool";"19 North ADAIR ST";"GREENWOOD";"AR";72936;"Sebastian";"(479) 996-2166";"Child Care Center";"-";"Karen Baker";"No";"No";"No";0;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"9:00:00 AM-11:30:00 AM";"12:30:00 PM-3:00:00 PM";;;;;;;;13;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NLBAA2&language=en_US"
22077;"Debbie's Home Day Care";"210 W HOWARD ST";"MANSFIELD";"AR";72944;"Sebastian";"(479) 414-2130";"Licensed Child Care Family Home";"-";"Debbie Holland";"No";"No";"No";0;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";"6:30:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$28.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$23.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$22.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$28.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$22.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$28.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$28.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$22.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NQ2AAM&language=en_US"
30113;"HARVEST TIME ACADEMY";"3300 BRIAR CLIFF AVE";"FORT SMITH";"AR";72908;"Sebastian";"(479) 434-3211";"Child Care Center";"htkidsacademy.net";"Breanna Castanon";"No";"No";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";;;"
Infant 0 to 18 Months-$40.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$40.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$40.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$40.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$10.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$40.00 per Day (7 Hours or More)";67;128;118;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NblAAE&language=en_US"
29753;"Immaculate Conception School";"223 S 14TH ST";"FORT SMITH";"AR";72901;"Sebastian";"(479) 783-6798";"Child Care Center";"-";"Sharon Blentlinger";"No";"No";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"June | July
January | February | March | April | May | August | September | October | November | December";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Preschool 30 to 72 Months-$30.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (7 Hours or More)";;18;60;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NapAAE&language=en_US"
29706;"Gspire Summer Edition";"300 WESTWOOD AVE";"GREENWOOD";"AR";72936;"Sebastian";"(479) 996-1388";"Child Care Center";"-";"Christi Vasquez";"No";"No";"No";0;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"May | June | July
January | February | March | April | August | September | October | November | December";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";"7:00:00 AM-6:00:00 PM";;;"
School Age 60 to 156 Months-$12.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$12.00 per Day (7 Hours or More)";;14;85;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NacAAE&language=en_US"
6653;"Fort Smith Montessori Preschool";"3908 JENNY LIND";"FORT SMITH";"AR";72901;"Sebastian";"(479) 646-7225";"Child Care Center";"-";"Sarah Boone";"No";"No";"No";0;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"7:00:00 AM-5:45:00 PM";"
School Age 60 to 156 Months-$38.17 per Day (7 Hours or More)
School Age 60 to 156 Months-$38.17 per Day (7 Hours or More)
Toddler 18 to 36 Months-$38.82 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$39.05 per Day (7 Hours or More)";;60;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NJvAAM&language=en_US"
7632;"ECC Tilles Preschool";"815 N 16TH ST";"FORT SMITH";"AR";72901;"Sebastian";"(479) 785-5606";"Child Care Center";"-";"Coordinator: Susan Coon";"No";"No";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | August | September | October | November | December
June | July";"9:30:00 AM-1:30:00 PM";"9:30:00 AM-1:30:00 PM";"9:30:00 AM-1:30:00 PM";"9:30:00 AM-1:30:00 PM";;;;;;45;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NKbAAM&language=en_US"
854;"CAVANAUGH CHILDRENS CENTER";"2825 GRINNELL";"FORT SMITH";"AR";72908;"Sebastian";"(479) 646-2085";"Child Care Center";"-";"Dani Seabolt";"No";"No";"No";0;"Catrina Dye";"714 Cloverleaf Circle";" Van Buren";72956;"(479) 474-7595";"catrina.dye@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";"6:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$36.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$36.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$36.00 per Day (7 Hours or More)";34;258;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NIMAA2&language=en_US"
25309;"Immaculate Conception Preschool";"300 Lexington Ave";"Fort Smith";"AR";72901;"Sebastian";"(479) 783-6798";"Child Care Center";"-";"Director: Sharon Blentlinger";"No";"No";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Preschool 30 to 72 Months-$30.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$11.80 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$30.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$30.00 per Day (7 Hours or More)";16;63;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NTZAA2&language=en_US"
24413;"East Side Preschool Academy";"2710 MASSARD RD";"FORT SMITH";"AR";72903;"Sebastian";"(479) 452-1481";"Child Care Center";"-";"Melissa Garman";"No";"No";"No";0;"Brittney Walker";"616 Garrison AVE";" Fort Smith";72901;"(479) 424-5610";"brittney.walker@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"
Infant 0 to 18 Months-$8.07 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$32.31 per Day (7 Hours or More)
Preschool 30 to 72 Months-$8.07 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$32.31 per Day (7 Hours or More)
School Age 60 to 156 Months-$8.07 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$32.31 per Day (7 Hours or More)
Toddler 18 to 36 Months-$8.07 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$32.31 per Day (7 Hours or More)";59;87;138;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NSYAA2&language=en_US"
27231;"Horatio Preschool";"205 Isbell Street";"Horatio";"AR";71842;"Sevier";"(870) 832-3753";"Child Care Center";"-";"Amanda Culp";"No";"Yes";"No";5;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | June | August | September | October | November | December
July";"7:45:00 AM-3:15:00 PM";"7:45:00 AM-3:15:00 PM";"7:45:00 AM-3:15:00 PM";"7:45:00 AM-3:15:00 PM";"7:45:00 AM-3:15:00 PM";;;;;48;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NVoAAM&language=en_US"
31175;"Little Bitty City Enrichment Center De Queen";"1429 West Collin Raye Drive";"De Queen";"AR";71832;"Sevier";"(870) 642-3752";"Child Care Center";"-";"Alexis Young";"Yes";"No";"Yes";4;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$15.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$15.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$25.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$15.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$25.00 per Day (7 Hours or More)";12;59;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NfTAAU&language=en_US"
10406;"Dequeen Preschool";"916 E. Vandervoort";"De Queen";"AR";71832;"Sevier";"(870) 584-3032";"Child Care Center";"-";"Sherry Dinger";"No";"Yes";"No";4;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | June | August | September | October | November | December
July";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";"7:45:00 AM-2:45:00 PM";;;;;200;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NLVAA2&language=en_US"
36086;"Pleasant Hill Fun To Learn Preschool";"117 McHorse Road";"Lockesburg";"AR";71846;"Sevier";"(870) 286-2124";"Child Care Center";"-";"Nancy Welch";"Yes";"No";"No";2;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Preschool 30 to 72 Months-$25.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$25.00 per Day (7 Hours or More)";20;74;5;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009Ni2AAE&language=en_US"
2016;"FUN AND LEARNLAND";"161 College Drive";"DEQUEEN";"AR";71832;"Sevier";"(870) 642-5164";"Early Intervention Day Treatment (EIDT)";"-";"Tammy Guinn";"Yes";"No";"No";2;"Michelle Powell";"PO Box 8059 Slot S408";" Little Rock";"72203-8059";"(501)749-9689";"michelle.powell@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";"7:30:00 AM-5:30:00 PM";;;"
Infant 0 to 18 Months-$16.00 per Day (7 Hours or More)
Infant 0 to 18 Months-$2.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$14.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$19.66 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$14.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$5.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$5.50 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$15.00 per Day (7 Hours or More)";28;41;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009OZ4AAM&language=en_US"
25997;"Shondas Sunshine Care";"107 Oak Drive";"De Queen";"AR";71832;"Sevier";"(870) 642-5930";"Licensed Child Care Family Home";"-";"Shonda Yandell";"Yes";"No";"No";2;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$12.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$20.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$12.00 per Day (Less than 7 Hours)
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$12.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$20.00 per Day (7 Hours or More)
Toddler 18 to 36 Months-$12.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NUPAA2&language=en_US"
24156;"Lisas Lollipop Land";"108 Oak Drive";"De Queen";"AR";71832;"Sevier";"(870) 642-2099";"Licensed Child Care Family Home";"-";"Lisa Dorse";"Yes";"No";"No";2;"Terri Grice";"3809 Airport Plaza";" Texarkana";71854;"(870) 330-8266";"terri.grice@dhs.arkansas.gov";"January | February | March | April | May | June | July | August | September | October | November | December
";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";"7:00:00 AM-5:00:00 PM";;;"
Infant 0 to 18 Months-$15.00 per Day (Less than 7 Hours)
Infant 0 to 18 Months-$25.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$20.00 per Day (7 Hours or More)
Preschool 30 to 72 Months-$12.00 per Day (Less than 7 Hours)
School Age 60 to 156 Months-$20.00 per Day (7 Hours or More)
School Age 60 to 156 Months-$12.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$12.00 per Day (Less than 7 Hours)
Toddler 18 to 36 Months-$20.00 per Day (7 Hours or More)";;;;;"https://ardhslicensing.my.site.com/elicensing/s/search-provider/facilty-details?tab=CC&fid=a0k8z0000009NSOAA2&language=en_US"
