id;name;facility_type;address;email;state;zip;phone;capacity;accepts_vouchers;food_program;serves_infant;serves_toddler;serves_preschool;serves_school_age;capital_quality_designation;accreditation_type;accreditation_expires;service_schedule;schedule_monday;schedule_tuesday;schedule_wednesday;schedule_thursday;schedule_friday;schedule_saturday;schedule_sunday;ages_served;license_type;license_type_definition;current_license_begin_date;current_license_expiration_date;facility_type_short;contact;languages_spoken;accreditation;mission_statement;original_license_issuance_date;url;lat;lng;region;capital_quality_participant;nontraditional;montessori;PreK_enhancement;early_childhood_education;home_provider;expanded_home_provider;faith_based;charter_school;before_and_after_program;employer_supported;quality_improved_network;early_head_start;head_start;federal_government_facility;dc_government_facility;private_school;private_elementary_and_middle_school;dcps;homeless;play_based_nursery_school
1760;The Community Preschool Of Palisades, Inc.;Child Development Center;5200 Cathedral AVE;director@palisadespreschooldc.org;DC;20016;(202) 364-8424;50;;;No;No;Yes;No;Not Participating;;;School Year;08:00 AM-02:00 PM;08:00 AM-02:00 PM;08:00 AM-02:00 PM;08:00 AM-02:00 PM;08:00 AM-02:00 PM;Closed;Closed;3 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 08, 2020;October 31, 2023;CDC;Catherine Moody;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 08, 1987;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1760;38.9299565;-77.105831;NW;;;1;;;;;;;;;;;;;;;;;;
2125;The Elizabeth Ministry/Asa Early Learning Academy;Child Development Center;200 55th ST;pmabry@maryelizabeth.org;DC;20019;(202) 827-8854;18;1;1;Yes;Yes;Yes;No;Quality;NAEYC;November 01, 2021;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;November 29, 2017;November 30, 2020;CDC;Dr. Patricia Mabry;English;;The mission of The Mary Elizabeth House, Inc. is committed to nurturing and supporting young mothers in and out of the child welfare system to become healthy, spiritually-centered, independent young women as they assume responsibility for themselves and their families' success. We do this through intentionally working in five program components: health, economic security, counseling, education coaching and stable housing.;November 29, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2125;38.8916406;-76.9229473;NE;1;;;;1;;;;;;;;;;;;;;;;
1890;The Franklin Montessori School;Child Development Center;4473 Connecticut AVE;office@franklinmontessori.com;DC;20008;(202) 966-7747;216;;;Yes;Yes;Yes;No;Not Participating;American Montessori Society;July 05, 2024;School Year;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 29, 2020;September 30, 2023;CDC;Randy Crowley;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 24, 2002;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1890;38.9474859;-77.065037;NW;;;1;;;;;;;;;;;;;;;;;;
2165;The French Maternal School @ N Street;Child Development Center;3224 N ST;ppacot@frenchmaternalschool.com;DC;20007;(202) 333-0183;60;;;No;Yes;Yes;No;Not Participating;;;All Year;08:30 AM-05:30 AM;08:30 AM-05:30 AM;08:30 AM-05:30 AM;08:30 AM-05:30 AM;08:30 AM-05:30 AM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 29, 2020;September 30, 2023;CDC;Peggy Pacot;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 23, 2013;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2165;38.9066672;-77.0640673;NW;;;;;;;;;;;;;;;;;1;;;;
1819;The Georgetown Montessori School Inc.;Child Development Center;1041 Wisconsin AVE;gms20007@aol.com;DC;20007;(202) 337-8058;42;;;No;Yes;Yes;No;Not Participating;;;School Year;08:15 AM-03:00 PM;08:15 AM-03:00 PM;08:15 AM-03:00 PM;08:15 AM-03:00 PM;08:15 AM-03:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 05, 2018;January 31, 2021;CDC;Lee Allard;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;March 10, 2000;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1819;38.903574;-77.0620229;NW;;;1;;;;;;;;;;;;;;;;;;
2257;The Happy Kids Learning Center;Child Development Center;3233 Pennsylvania AVE;thehappykidslc@gmail.com;DC;20020;(202) 581-0042;70;1;;Yes;Yes;Yes;Yes;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 27, 2018;February 28, 2021;CDC;Hazel Haupt;English;None;Our Vision The Happy Kids Learning Center envisions itself to be a leading child care center that produces individuals with the best and holistic learning in their formative years and be prepared to contribute to our social and economic future. Our Mission Inspired with its vision, The Happy Kids Learning Center is dedicated to the following mission: 1. To provide young children with fun learning through Creative Curriculum. 2. To develop the right character strengths among children. 3. To discover young children’s potential and limitless capabilities. 4. To provide safe, healthy and loving environmental to children. 5. To work together with parents as strategies partners to achieve the total development of children.;February 17, 2017;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2257;38.8684651;-76.9594352;SE;1;;;;;;;;;;;;;;;;;;;;
1957;The Harbor At Station Place;Child Development Center;100 F ST;theharbor@brighthorizons.com;DC;20549;(202) 408-9271;88;;;Yes;Yes;Yes;No;Not Participating;NAEYC;September 01, 2022;All Year;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 29, 2020;September 30, 2023;CDC;Jackqueline Radcliffe;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;November 02, 2007;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1957;38.8975439;-77.0041794;NE;;;;;;;;;;;;;;;1;;;;;;
2677;The Hill Havurah - Gan Shalom Cooperative Preschool;Child Development Center;212-East Capitol ST;director.ganshalom@hillhavurah.org;DC;20003;(202) 729-3515;20;;;No;Yes;Yes;No;Not Participating;;;School Year;08:30 AM-01:30 AM;08:30 AM-01:30 AM;08:30 AM-01:30 AM;08:30 AM-01:30 AM;08:30 AM-01:30 AM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;March 13, 2020;September 30, 2021;CDC;Laura Vitiello;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 07, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2677;;;NE;;;;;;;;;;;;;;;;;;;;;
1750;The Hill Preschool;Child Development Center;337 North Carolina AVE;danielle.lacroix@thehillpreschool.org;DC;20003;(202) 543-5372;54;;;No;Yes;Yes;No;Not Participating;;;All Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 07, 2020;October 31, 2023;CDC;Danielle Lacroix;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;February 08, 1999;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1750;38.885124;-77.0008933;SE;;;;;;;;;;;;;;;;;;;;;
2091;The Ideal Child Care Development Center II;Child Development Center;801 Rock Creek Church RD;ideald1@verizon.net;DC;20010;(202) 722-0633;48;1;1;Yes;Yes;Yes;Yes;Progressing;NAEYC;October 01, 2020;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 20, 2017;October 31, 2020;CDC;Yves-Carmel Decelian Cadet;English;;This facility has no mission statement at this time.;June 05, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2091;38.9367801;-77.0233041;NW;1;;;1;;;;;;;;;;;;;;;;;
2659;The Learning Curve CDC;Child Development Center;2490 Alabama AVE;thelearningcurvecdc@gmail.com;DC;20020;(202) 678-6716;39;1;1;No;Yes;Yes;Yes;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 13, 2020;April 30, 2021;CDC;Tanetta Merritt;English;None;The Learning Curve CDC mission is to provide a safe, nurturing, inclusive and innovative environment that encourages interactive learning that is supported by strong relationships between staff, parents and communities. In which every child will develop their full socio-emotional and intellectual potential to become life-long learners.;April 30, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2659;38.8552517;-76.9703737;SE;1;1;;;;;;;;;;;;;;;;;;;
2744;The Montessori School of Washington;Child Development Center;4380 MacArthur BLVD;funmi@montessoriwashington.org;DC;20007;(202) 338-1557;32;;;No;Yes;Yes;No;Not Participating;;;All Year;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 21, 2019;August 31, 2022;CDC;Funmi Kuye;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 21, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2744;38.9065493;-77.0813811;NW;;;1;;;;;;;;;;;;;;;;;;
1875;The River School, Inc.;Child Development Center;4880 MacArthur BLVD;tarmstrong@riverschool.net;DC;20007;(202) 337-3554;204;;;Yes;Yes;Yes;Yes;Not Participating;;;All Year;08:00 AM-08:00 PM;08:00 AM-08:00 PM;08:00 AM-08:00 PM;08:00 AM-08:00 PM;08:00 AM-08:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 01, 2018;February 28, 2021;CDC;Tracy Armstrong;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;January 11, 2000;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1875;38.9177008;-77.098046;NW;;;;;;;;;;;;;;;;;;;;;
1960;The YMCA @ The Children's House;Child Development Center;451 7th ST;Rochelle.Johnson@ymcadc.org;DC;20410;(202) 708-1935;80;;1;Yes;Yes;Yes;No;Not Participating;NAEYC;July 01, 2021;All Year;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 09, 2018;November 30, 2020;CDC;Rochelle Johnson;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;December 07, 2007;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1960;38.8839324;-77.022735;SW;;;;;;;;;;;;;;;;;;;;;
2220;Thurgood Marshall Child Development Center;Child Development Center;1 Columbus CIR;director@tmcdc.org;DC;20002;(202) 502-2475;70;;;Yes;Yes;Yes;No;Not Participating;NAEYC;October 01, 2020;All Year;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 29, 2020;September 30, 2023;CDC;Janine Fetters;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;May 10, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2220;38.8966651;-77.0042635;NE;;;;;;;;;;;;;;;1;;;;;;
2524;Timothy Goodwin @ Jack And Jill Academy;Child Development Home;149 Galveston PL;stormm1@aol.com;DC;20032;(202) 817-8294;6;1;;Yes;Yes;Yes;No;Preliminary;;;All Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 02, 2017;December 29, 2020;CDH;Timothy Goodwin;English;None;This facility has no mission statement at this time.;July 25, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2524;38.8246849;-77.0119644;SW;1;;;;;;;;;;;;;;;;;;;;
2514;Tina Zewde/Joshua Academy, LLC;Child Development Home;6019 2nd ST;TINAZEWDE50@HOTMAIL.COM;DC;20011;(202) 705-7855;6;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;07:30 AM-05:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;March 12, 2018;November 30, 2020;CDH;Tina Zewde;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;October 29, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2514;38.9635637;-77.0134345;NW;;;;;;;;;;;;;;;;;;;;;
1776;Tiny Findings, Inc.;Child Development Center;441 G ST;admin@tinyfindingscdc.org;DC;20548;(202) 512-3122;126;1;;Yes;Yes;Yes;No;Quality;NAEYC;August 01, 2024;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 30, 2017;December 29, 2020;CDC;David Zangueneh;English;;Tiny Findings provides high-quality care and education in a manner that fosters the social-emotional, cognitive, language, and physical development of each child while also meeting the needs of working families at GAO headquarters and the broader community.;June 15, 1990;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1776;38.8990194;-77.0174125;NW;1;;;;;;;;;;;;;;1;;;;;;
2621;Toddlers On The Hill;Child Development Center;1000 5th ST;natalie@toddlersonthehill.org;DC;20003;(202) 748-5930;56;1;;No;Yes;Yes;No;Quality;;;All Year;06:00 AM-07:00 PM;06:00 AM-07:00 PM;06:00 AM-07:00 PM;06:00 AM-07:00 PM;06:00 AM-07:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;July 30, 2019;December 29, 2020;CDC;Natalie Baginski;English;None;Our mission is to offer DC families an authentic Montessori experience that is right for the community. We aim to make every day count and we prepare our environment to maximize the children’s independence and success. Our hope is that joy, curiosity, creativity, and friendship are the predominant experiences.;August 24, 2017;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2621;38.8779046;-76.9991265;SE;1;;;;1;;;;;;;;;;;;;;;;
2623;Towana McMickens;Child Development Home Expanded;2739 Knox Terrace;towana.peterson@verizon.net;DC;20020;(202) 678-3744;9;1;1;Yes;Yes;Yes;Yes;Quality;NAFCC;May 15, 2020;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 22, 2017;January 28, 2021;CDX;Towana McMickens;English;;Kiddie Academy Child Development Home provides a safe, healthy and loving environment for young children. We believe that if children are given the opportunity to interact with other children in a developmentally-appropriate environment, they will excel. They will learn and discover through play as we provide a wide variety of age-appropriate learning experiences throughout the day. We strive to give parents the feeling of security knowing that their loved ones will be safe. Kiddie Academy Child Development Home has your child’s best interest at heart.;September 22, 2017;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2623;38.852305;-76.9673783;SE;1;;;;1;;;;;;;;;;;;;;;;
1845;Triangle Tots;Child Development Center;1300 Pennsylvania AVE;triangletots@brighthorizons.com;DC;20229;(202) 565-3018;120;;;Yes;Yes;Yes;No;Not Participating;NAEYC;April 01, 2023;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 04, 2020;March 31, 2021;CDC;Tasha Fletcher;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;June 15, 1998;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1845;38.8949399;-77.0302118;NW;;;;;;;;;;;;;;;1;;;;;;
2151;Trusting Hands Child Development Center;Child Development Center;7750 16th ST;tecnwilliams@gmail.com;DC;20012;(202) 285-4168;20;;;Yes;Yes;No;No;Not Participating;;;All Year;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 23, 2017;October 28, 2020;CDC;Tracie Williams;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 19, 2013;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2151;38.9852825;-77.0368872;NW;;;;;;;;;;;;;;;;;;;;;
1843;Tucker's Day Care Center I;Child Development Center;3215 11th PL;berthatucker1@comcast.net;DC;20032;(202) 562-0703;55;1;;Yes;Yes;Yes;Yes;Quality;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 07, 2017;December 29, 2020;CDC;Bertha Tucker;English;None;In Tucker's Child Development (TDC), it is all about the children. Children are our number one priority! We are responsible in contributing to their growth in various stages of life such as: recognizing self-worth, feeling secure, developing independence, building high self-esteem, and learning respect for self as well as others.;January 29, 1998;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1843;38.843475;-76.9917342;SE;1;;;;;;;;;;;;;;;;;;;;
1969;Tucker's Day Care Center II;Child Development Center;3219 9th PL;berthatucker1@comcast.net;DC;20032;(202) 562-2044;55;1;;Yes;Yes;Yes;No;Quality;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;March 27, 2018;January 31, 2021;CDC;Bertha Tucker;English;None;This facility has no mission statement at this time.;October 22, 2008;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1969;38.8430078;-76.993339;SE;1;;;;;;;;;;;;;;;;;;;;
2707;Two Birds Tenleytown;Child Development Center;4001 Brandywine ST;tenleytowndirector@twobirdsdc.com;DC;20016;(202) 627-2142;93;1;;Yes;Yes;Yes;No;Preliminary;;;All Year;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;07:30 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 14, 2020;April 30, 2022;CDC;Carol Reynolds;English;None;This facility has no mission statement at this time.;April 05, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2707;38.9499966;-77.079379;NW;1;;;;;;;;;;;;;;;;;;;;
1726;Ujamaa School, Inc.;Child Development Center;1554 8th ST;ujamaaschool1@verizon.net;DC;20001;(202) 232-2997;14;;;No;Yes;Yes;Yes;Not Participating;None;January 01, 0001;All Year;08:00 AM-04:00 PM;08:00 AM-04:00 PM;08:00 AM-04:00 PM;08:00 AM-04:00 PM;08:00 AM-04:00 PM;Closed;Closed;1 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;November 04, 2017;November 30, 2020;CDC;Dr. El S. Zulu;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;November 12, 1977;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1726;38.910979;-77.0232687;NW;;;;;;;;;;;;;;;;;;;;;
2656;UPO @ Eagle Academy Public Charter School;Child Development Center;3425 10th PL;mmcneeley@upo.org;DC;20032;(202) 238-4632;56;1;;Yes;Yes;No;No;Developing;;;All Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 11, 2018;April 30, 2021;CDC;Michele McNeeley;English;None;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;April 04, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2656;38.8399699;-76.9925042;SE;1;;;;1;;;;;;;;;;;;;;;;
2159;UPO @ Anacostia High School;Child Development Center;1601 16th ST;nterry@upo.org;DC;20020;(202) 724-4135;24;1;1;Yes;Yes;No;No;High-Quality;None;January 01, 0001;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 30, 2019;October 31, 2020;CDC;Natasha Terry;English;;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;October 24, 2013;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2159;38.870084;-76.9830772;SE;1;;;;;;;;;;;;1;;;;;;;;
2219;UPO @ Atlantic Garden Early Childhood Center;Child Development Center;4228 4th ST;crandall@upo.org;DC;20032;(202) 758-0339;20;1;1;Yes;Yes;Yes;No;Quality;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 21, 2017;December 31, 2020;CDC;Crystal Randall;English;None;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;November 18, 2014;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2219;38.8272124;-76.9994872;SE;1;;;;;;;;;;;;1;;;;;;;;
2128;UPO @ Azeeze Bates;Child Development Center;444 16th ST;slipscomb@upo.org;DC;20002;(202) 388-7960;65;1;1;Yes;Yes;Yes;No;Progressing;NAEYC;March 01, 2021;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 21, 2017;December 31, 2020;CDC;SHANIKA HICKMAN-LIPSCOMB;English;;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;December 17, 2014;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2128;38.8964617;-76.9824279;NE;1;;;;1;;;;;;;;;1;;;;;;;
2234;UPO @ Ballou High School;Child Development Center;3401 4th ST;lbutler@upo.org;DC;20032;(202) 645-6689;30;1;1;Yes;Yes;No;No;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;April 01, 2018;April 30, 2021;CDC;LaShawn Butler;English;None;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;March 04, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2234;38.8385116;-77.0013625;SE;1;;;;;;;;;;;;1;;;1;;;;;
2753;UPO @ C. W. Harris Elementary School;Child Development Center;301 53rd ST;jwright-fuller@upo.org;DC;20019;(202) 445-4042;16;;;Yes;Yes;No;No;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 01, 2019;October 31, 2022;CDC;Juliet Wright-Fuller;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;October 01, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2753;38.8835988;-76.9261155;SE;;;;;;;;;;;;;1;;;1;;;;;
2173;UPO @ Dunbar High School;Child Development Center;101 N ST;vfonge@upo.org;DC;20001;(202) 724-4407;10;1;1;Yes;Yes;No;No;Quality;NONE;January 01, 0001;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 18, 2018;February 28, 2021;CDC;Victorine Fonge;English;;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;September 03, 2013;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2173;38.9076265;-77.0126914;NW;1;;;;;;;;;;;;1;;;;;;;;
1997;UPO @ Edgewood Child Development Center;Child Development Center;601 Edgewood ST;mdiaz@upo.org;DC;20017;(202) 529-1582;32;1;1;Yes;Yes;No;No;High-Quality;NAEYC;December 01, 2022;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 15, 2018;April 30, 2021;CDC;Maria Diaz;English;;In collaboration with families and the community, we will educate, empower and support children by providing continuous high quality comprehensive services to achieve successful parent engagement and positive child outcomes.;August 21, 2009;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1997;38.9239001;-76.9974976;NE;1;;;;;;;;;;;;1;;;;;;;;
