"provider_id";"date";"deficiency_code";"deficiency_description";"resolution_date";"allegation_type"
2096;"10-08-2019";127.4;"Failure of a Licensee to maintain policies and procedures consistent with applicable Federal and local laws and regulations and include, but not limited to, the following: (a) A description of services to be provided, specifying the ages of children to be served, days and times of operation, and days and times that the Facility is closed; (b) A description of enrollment and admission requirements specifying the parent(s)’ or guardian(s)’ responsibilities for supplying needed information to the Facility and escorting the child to and from the Facility; (c) A fee and payment schedule specifying the standard fees, fees related to absences and vacations and other charges and fees such as transportation and late fees; (d) A description of transportation and field trip services; (e) A description of procedures for administering medication, both prescription and non-prescription, and notifying parent(s) and guardian(s) of noticeable adverse reactions to medications; (f) A description of the procedure for notifying parent(s) and guardian(s) when their child is ill or injured, and the policy regarding the exclusion of sick children; (g) A description of the procedure for notifying parent(s) and guardian(s) when a child, employee, or volunteer at the Facility has a communicable disease; (h) A description of the Facility’s procedure for handling medical emergencies; (i) A description of meals and snacks served, and guidelines or requirements for food brought by a child to the Facility; (j) A statement that parent(s) and guardian(s) have access to all Facility areas used by their child (and a description of any conditions placed on that access); (k) Child abuse reporting law requirements; (l) The procedures for identifying and preventing shaken baby syndrome and abusive head trauma in infants, if applicable; (m) A description of behavior management practices used at the Facility; (n) Nondiscrimination statement; (o) If licensed for the care of an infant or toddler, the Facility’s: (1) Diapering procedures; (2) Toilet training procedures; and (3) Feeding procedures; (p) A description of the safe sleep practices followed by the Center that includes the following information: (1) When setting an infant down to sleep, the infant will be placed on his or her back; (2) No covers or other soft items are allowed in cribs; (3) A description of what constitutes appropriate sleep clothing for infants to be provided by parent or guardian; (4) A statement that individual crib, cot or mat and bedding is provided, and the changing and cleaning practices for these items; (5) A statement that infants who fall asleep in other equipment, on the floor or elsewhere will be moved to a crib to sleep; and (6) A statement that no swaddling or positioning devices will be used at the Facility.";"10-09-2019";"Administrative"
2096;"10-08-2019";152.1;"Failure of a Licensee to ensure that each child attending a Facility shall, prior to the child’s first day of services and at least annually thereafter, submit to the Facility and to OSSE upon request, appropriate, complete documentation of a comprehensive physical health examination, which shall include evidence of age- appropriate health examinations or screenings and up-to-date immunizations, and, for each child three (3) years of age or older, evidence of an oral health examination. Each examination shall have been performed by a licensed health care practitioner within one (1) year prior to the date of submission of the complete documentation.";"10-09-2019";"Administrative"
2096;"10-08-2019";120.1;"Failure to supervise children while at the Facility by responsible staff and volunteers who can see and hear the children supervised at all times including but not limited to when they are napping or sleeping, on the playground, on field trips, on vehicular and non-vehicular excursions, and during all water activities and water play activities";"10-09-2019";"General Health and Safety"
2096;"10-08-2019";121.2;"Failure to ensure minimum adult-to-child ratios shall be met at all times, including non-peak hours, during nap or rest periods, and in vehicles during transport";"10-09-2019";"General Health and Safety"
1940;"11-14-2019";121.2;"Failure to ensure minimum adult-to-child ratios shall be met at all times, including non-peak hours, during nap or rest periods, and in vehicles during transport";"11-14-2019";"General Health and Safety"
2572;"07-03-2019";127.4;"Failure of a Licensee to maintain policies and procedures consistent with applicable Federal and local laws and regulations and include, but not limited to, the following: (a) A description of services to be provided, specifying the ages of children to be served, days and times of operation, and days and times that the Facility is closed; (b) A description of enrollment and admission requirements specifying the parent(s)’ or guardian(s)’ responsibilities for supplying needed information to the Facility and escorting the child to and from the Facility; (c) A fee and payment schedule specifying the standard fees, fees related to absences and vacations and other charges and fees such as transportation and late fees; (d) A description of transportation and field trip services; (e) A description of procedures for administering medication, both prescription and non-prescription, and notifying parent(s) and guardian(s) of noticeable adverse reactions to medications; (f) A description of the procedure for notifying parent(s) and guardian(s) when their child is ill or injured, and the policy regarding the exclusion of sick children; (g) A description of the procedure for notifying parent(s) and guardian(s) when a child, employee, or volunteer at the Facility has a communicable disease; (h) A description of the Facility’s procedure for handling medical emergencies; (i) A description of meals and snacks served, and guidelines or requirements for food brought by a child to the Facility; (j) A statement that parent(s) and guardian(s) have access to all Facility areas used by their child (and a description of any conditions placed on that access); (k) Child abuse reporting law requirements; (l) The procedures for identifying and preventing shaken baby syndrome and abusive head trauma in infants, if applicable; (m) A description of behavior management practices used at the Facility; (n) Nondiscrimination statement; (o) If licensed for the care of an infant or toddler, the Facility’s: (1) Diapering procedures; (2) Toilet training procedures; and (3) Feeding procedures; (p) A description of the safe sleep practices followed by the Center that includes the following information: (1) When setting an infant down to sleep, the infant will be placed on his or her back; (2) No covers or other soft items are allowed in cribs; (3) A description of what constitutes appropriate sleep clothing for infants to be provided by parent or guardian; (4) A statement that individual crib, cot or mat and bedding is provided, and the changing and cleaning practices for these items; (5) A statement that infants who fall asleep in other equipment, on the floor or elsewhere will be moved to a crib to sleep; and (6) A statement that no swaddling or positioning devices will be used at the Facility.";"08-28-2019";"Administrative"
1815;"05-28-2019";122.19;"Failure of a Licensee to ensure that the Facility’s premises remain clear of insects, rodents, and other pests and excrement of insects, rodents, and other pests";"05-31-2019";"General Health and Safety"
1815;"09-28-2018";142.2;"Failure of a Licensee to conform, to the extent practicable, to the National Health and Safety Performance Standards to ensure the safety and welfare of children and the cleanliness and sanitary conditions of the Facility.";"09-28-2018";"General Health and Safety"
1815;"09-25-2018";142.2;"Failure of a Licensee to conform, to the extent practicable, to the National Health and Safety Performance Standards to ensure the safety and welfare of children and the cleanliness and sanitary conditions of the Facility.";"09-26-2018";"General Health and Safety"
1815;"09-18-2018";122.19;"Failure of a Licensee to ensure that the Facility’s premises remain clear of insects, rodents, and other pests and excrement of insects, rodents, and other pests";"09-24-2018";"Environmental"
1815;"09-18-2018";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"09-24-2018";"General Health and Safety"
1815;"08-10-2018";131.1;"Failure of a Licensee to maintain in the form provided by or approved by OSSE, at the Facility premises, and provide to OSSE upon request, the following : (a) The full name, gender, date of birth, home address, home phone number, cell phone number, and current photograph; (b) Position title and job description; (c) Documentation and results of criminal and background history checks conducted in accordance with this chapter and with all other applicable Federal and District of Columbia laws and regulations; (d) The most recent resume provided by the employee, copies of letters of reference, and copies of required degrees, credentials, or official transcripts demonstrating such attainment; (e) Verification that the employee completed an orientation reviewing the Facility’s policies and procedures and the employee’s duties and responsibilities; (f) An ongoing record of professional development and earned continuing education units; (g) Evidence of completion or certification of all health and safety training requirements set forth in Section 139 (Staff Member Requirements: Professional Development); and (h) Date of appointment to, or withdrawal from, any position at the Facility.";"08-17-2018";"Administrative"
1815;"03-26-2018";141.4;"Failure of a Licensee to ensure that positive behavior support or discipline shall not include any of the following methods of discipline and the use of any of them by the Licensee, and the staff members, is prohibited: (a) Physical harm, including but not limited to, punching, pinching, shaking, shoving, pushing, spanking, striking, kicking, biting, yanking, strangling, kneeing, poking, or plucking; (b) Fear, shaming, intimidation, or humiliation; (c) Derogatory remarks or profane language; (d) Confinement in a locked room or an enclosed area where a child cannot be seen or supervised by Facility staff; (e) Force feeding against a child’s will; (f) Withholding of food, water, rest, toilet use, outdoor activities, or outdoor play; or (g) Physical or chemical restraints.";"03-27-2018";"General Health and Safety"
1915;"01-23-2020";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"01-29-2020";"Administrative"
1915;"12-30-2019";121.2;"Failure to ensure minimum adult-to-child ratios shall be met at all times, including non-peak hours, during nap or rest periods, and in vehicles during transport";"01-03-2020";"General Health and Safety"
1915;"12-27-2018";122.18;"Failure of a Licensee to maintain hot and cold running water under pressure. Hot running water shall be maintained at one hundred degrees Fahrenheit (100°F).";"12-31-2018";"General Health and Safety"
1915;"01-30-2018";127.1;"Failure of a Licensee to establish and maintain respectful and professional communication with the parent(s) or guardian(s) of children enrolled.";"02-23-2018";"Administrative"
1915;"01-30-2018";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"02-23-2018";"Administrative"
1915;"01-30-2018";149.1;"Failure of a Licensee to ensure that all cleaning and sanitizing supplies, toxic substances, paint, poisons, aerosol containers, and other items bearing warning labels are safely stored and are kept in a secure area, inaccessible to the children at all times.";"02-23-2018";"General Health and Safety"
1915;"11-29-2017";"121.3(a)";"Failure of a licensed Child Development Facility (“Licensee”) to maintain the adult-to-child ratios and group sizes as specified herein: (a) For Child Development Centers serving infants, toddlers, and/or preschoolers:";"12-21-2017";"General Health and Safety"
1816;"12-12-2017";128.2;"Failure of a Licensee to provide a copy of the completed Unusual Incident Report form provided to OSSE to the parent(s) or guardian(s) of each child affected by the unusual incident.";"01-09-2018";"Administrative"
1816;"12-12-2017";"121.3(a)";"Failure of a licensed Child Development Facility (“Licensee”) to maintain the adult-to-child ratios and group sizes as specified herein: (a) For Child Development Centers serving infants, toddlers, and/or preschoolers:";"01-09-2018";"General Health and Safety"
2541;"01-16-2018";121.2;"Failure to ensure minimum adult-to-child ratios shall be met at all times, including non-peak hours, during nap or rest periods, and in vehicles during transport";"01-19-2018";"General Health and Safety"
1929;"08-13-2018";131.1;"Failure of a Licensee to maintain in the form provided by or approved by OSSE, at the Facility premises, and provide to OSSE upon request, the following : (a) The full name, gender, date of birth, home address, home phone number, cell phone number, and current photograph; (b) Position title and job description; (c) Documentation and results of criminal and background history checks conducted in accordance with this chapter and with all other applicable Federal and District of Columbia laws and regulations; (d) The most recent resume provided by the employee, copies of letters of reference, and copies of required degrees, credentials, or official transcripts demonstrating such attainment; (e) Verification that the employee completed an orientation reviewing the Facility’s policies and procedures and the employee’s duties and responsibilities; (f) An ongoing record of professional development and earned continuing education units; (g) Evidence of completion or certification of all health and safety training requirements set forth in Section 139 (Staff Member Requirements: Professional Development); and (h) Date of appointment to, or withdrawal from, any position at the Facility.";"08-21-2018";"Administrative"
1929;"08-13-2018";"121.3(a)";"Failure of a licensed Child Development Facility (“Licensee”) to maintain the adult-to-child ratios and group sizes as specified herein: (a) For Child Development Centers serving infants, toddlers, and/or preschoolers:";"08-21-2018";"General Health and Safety"
2504;"11-07-2018";122.19;"Failure of a Licensee to ensure that the Facility’s premises remain clear of insects, rodents, and other pests and excrement of insects, rodents, and other pests";"11-12-2018";"General Health and Safety"
2109;"06-11-2019";122.8;"Failure of a Licensee to ensure that a Facility is free of any lead-based paint hazards";"06-13-2019";"General Health and Safety"
1835;"08-05-2018";120.1;"Failure to supervise children while at the Facility by responsible staff and volunteers who can see and hear the children supervised at all times including but not limited to when they are napping or sleeping, on the playground, on field trips, on vehicular and non-vehicular excursions, and during all water activities and water play activities";"08-24-2018";"General Health and Safety"
1835;"07-12-2018";128.2;"Failure of a Licensee to provide a copy of the completed Unusual Incident Report form provided to OSSE to the parent(s) or guardian(s) of each child affected by the unusual incident.";"07-23-2018";"Administrative"
1835;"07-12-2018";151.2;"Failure of a Licensee to exclude a child from a Facility while exhibiting symptoms of illness including, but not limited to, the following: (a) Diarrhea (loose, watery, or bloody stools); (b) Vomiting two (2) or more times in a twenty-four (24) hour period; (c) Body rash with any fever; (d) Sore throat with any fever or swollen glands; (e) Abnormal discoloration of the skin; (f) Any fever accompanied by a rash, vomiting, diarrhea, earache, irritability, or confusion; (g) Any other symptom indicative of a reportable communicable disease, as such is defined in 22-B DCMR Chapter 2, or in any superseding document.";"07-23-2018";"General Health and Safety"
1835;"07-12-2018";151.1;"Failure of a Licensee to take the following actions under the following circumstances: (a) A child who exhibits one (1) or more symptoms of an illness identified in Subsection 151.2, upon arrival, shall not attend the Facility that day; (b) If, during the time a child is at the Facility, the Facility staff observes one (1) or more symptoms of an illness identified in Subsection 151.2, the Licensee shall notify the child’s parent(s) or guardian(s) immediately. A Licensee shall require that the parent(s) or guardian(s) remove the child from the Facility within two (2) hours after the notification was provided; (c) A Licensee shall isolate a child who exhibits one (1) or more symptoms of an illness identified in Subsection 151.2. The child shall remain within sight and hearing of a staff member; and (d) A Licensee shall ensure that a child who exhibits one (1) or more symptom s of an illness identified in Subsection 151.2 does not share any personal hygiene, grooming items, or food.";"07-23-2018";"General Health and Safety"
1835;"05-02-2018";121.2;"Failure to ensure minimum adult-to-child ratios shall be met at all times, including non-peak hours, during nap or rest periods, and in vehicles during transport";"05-02-2018";"General Health and Safety"
1917;"10-21-2019";122.19;"Failure of a Licensee to ensure that the Facility’s premises remain clear of insects, rodents, and other pests and excrement of insects, rodents, and other pests";"10-24-2019";"General Health and Safety"
1917;"04-22-2019";164.1;"Failure of a Licensee to ensure that a Center Director shall be physically present at the Facility at all times during the Center’s peak hours of operation when the majority of children are present, and maintain on the premises a record of days and actual hours of work at the Facility, except that a Center Director may be absent from the Facility if he or she has designated an authorized representative of the Child Development Facility, who shall be physically present at the Facility when the Center Director is absent. This authorized representative must meet all the qualification requirements of a Center Director and who assumes full responsibility for the Facility’s management and operations in the absence of the Center Director.";"06-28-2019";"Administrative"
1917;"10-05-2018";127.1;"Failure of a Licensee to establish and maintain respectful and professional communication with the parent(s) or guardian(s) of children enrolled.";"10-09-2018";"Administrative"
1728;"11-07-2019";118.1;"Failure to operate a licensed Child Development Facility in accordance with the license capacity, age range limitations, hours of operation and other specific service requirements or restrictions designated on its license";"11-21-2019";"Administrative"
1925;"05-22-2019";141.4;"Failure of a Licensee to ensure that positive behavior support or discipline shall not include any of the following methods of discipline and the use of any of them by the Licensee, and the staff members, is prohibited: (a) Physical harm, including but not limited to, punching, pinching, shaking, shoving, pushing, spanking, striking, kicking, biting, yanking, strangling, kneeing, poking, or plucking; (b) Fear, shaming, intimidation, or humiliation; (c) Derogatory remarks or profane language; (d) Confinement in a locked room or an enclosed area where a child cannot be seen or supervised by Facility staff; (e) Force feeding against a child’s will; (f) Withholding of food, water, rest, toilet use, outdoor activities, or outdoor play; or (g) Physical or chemical restraints.";"06-03-2019";"General Health and Safety"
1746;"02-19-2019";122.13;"Failure of a Licensee to ensure that the Facility is free of moisture, mold, and mildew, including but not limited to, moisture resulting from water leakage or seepage";"02-27-2019";"Environmental"
1809;"11-01-2017";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"12-30-2017";"Administrative"
1809;"11-01-2017";128.2;"Failure of a Licensee to provide a copy of the completed Unusual Incident Report form provided to OSSE to the parent(s) or guardian(s) of each child affected by the unusual incident.";"12-30-2017";"Administrative"
1809;"11-01-2017";128.5;"Failure of any Facility staff member who knows or has reasonable cause to suspect that an enrolled child is, has been, or is in immediate danger of being an abused or neglected child shall, as required by the District of Columbia Prevention of Child Abuse and Neglect Act of 1977, effective September 23, 1977 (D.C. Law 2-22; D.C. Official Code §§ 4-1321.01 et seq.), make or cause to be made an immediate oral report to: (a) The Child Protective Services Division of the Child and Family Services Agency (CFSA), via the CFSA twenty-four (24) hour Child Abuse and Neglect Hotline (202-671-SAFE); and (b) The Metropolitan Police Department.";"12-30-2017";"Administrative"
1809;"11-01-2017";120.1;"Failure to supervise children while at the Facility by responsible staff and volunteers who can see and hear the children supervised at all times including but not limited to when they are napping or sleeping, on the playground, on field trips, on vehicular and non-vehicular excursions, and during all water activities and water play activities";"12-30-2017";"General Health and Safety"
1809;"11-01-2017";"121.3(a)";"Failure of a licensed Child Development Facility (“Licensee”) to maintain the adult-to-child ratios and group sizes as specified herein: (a) For Child Development Centers serving infants, toddlers, and/or preschoolers:";"12-30-2017";"General Health and Safety"
1809;"11-01-2017";138.3;"Failure of a Licensee to ensure that no aide or volunteer has sole responsibility for a group or classroom, or for the Facility, at any time.";"12-30-2017";"General Health and Safety"
2231;"10-16-2017";165.1;"Failure of a Licensee to ensure that a Teacher in a Child Development Center is at least eighteen (18) years of age and shall either: (a) Have earned, an associate’s or more advanced degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, with a major in early childhood education, early childhood development, child and family studies, or a closely related field; (b) Have earned an associate’s or more advanced degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, with a major in a field other than early childhood education, early childhood development, or child and family studies, earned at least twenty-four (24) semester credit hours, or its recognized equivalent, from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation in early childhood education, early childhood development, child and family studies, or a closely related field, and have at least one (1) year of supervised occupational experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction; (c) Have earned at least forty-eight (48) semester credit hours, or its recognized equivalent, from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, of which fifteen (15) semester hours, or its recognized equivalent, shall be in early childhood education, early childhood development, or child and family studies, and has at least at least two (2) years of supervised occupational experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction; provided that he or she earns an associate’s degree as described in (a) or (b) within four (4) years of the effective date of these regulations; (d) Have earned a high school diploma or its equivalent and a current Child Development Associate (CDA) credential, which specifies that the individual is qualified for the assigned age classification; provided that he or she earns an associate’s degree in compliance with (a) or (b) within four (4) years of the effective date of these regulations; or (e) For a Montessori school teacher, have earned an associate’s degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, and a Montessori certificate issued by the National Center for Montessori Education, American Montessori Society, or the Association Montessori International, or a program accredited by the Montessori Accreditation Commission for Teacher Education.";"10-13-2017";"Administrative"
2231;"10-04-2017";164.1;"Failure of a Licensee to ensure that a Director of a Child Development Center shall either: (a) Have earned, a bachelor’s or more advanced degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, with at least fifteen (15) semester credit hours, or its recognized equivalent, in early childhood development, early childhood education, elementary education, or early special education and at least one (1) year supervised experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction; (b) Have earned an associate’s degree from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, with a major in early childhood education or early childhood development, and has at least three (3) years supervised occupational experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction; and provided that he or she earns a bachelor’s or more advanced degree as described in Subsection 164.1(a) within six (6) years of the effective date of this chapter; or (c) Have earned at least forty-eight (48) credit hours from an institution accredited by an agency recognized by the U.S. Secretary of Education or the Council for Higher Education Accreditation, with at least fifteen (15) semester credit hours, or its recognized equivalent, in early childhood education or early childhood development, and have at least four (4) years of supervised occupational experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction; and be employed as a qualified Center Director in a licensed Child Development Center in the District of Columbia on the effective date of these regulations, provided that the Center Director achieves compliance with (a) or (b) within no more than six (6) years following the effective date of these regulations; or (d) For a Montessori School Director, earned a Montessori certificate issued by a program accredited by the Montessori Accreditation Commission for Teacher Education, National Center for Montessori Education, American Montessori Society, or the Association Montessori International, and have at least three (3) years of supervised occupational experience working with children in a licensed District of Columbia Child Development Center or its equivalent in another jurisdiction.";"10-13-2017";"Administrative"
2530;"03-14-2019";118.1;"Failure to operate a licensed Child Development Facility in accordance with the license capacity, age range limitations, hours of operation and other specific service requirements or restrictions designated on its license";"03-14-2019";"General Health and Safety"
2530;"03-14-2019";169.2;"An Expanded Home may provide care for more than two (2) children who are non-ambulatory or under two (2) years of age, provided that the number of such children does not exceed the following: (a) Four (4) children, if there are two (2) or more Caregivers present; or (b) Six (6) children, if there are three (3) or more Caregivers present.";"03-14-2019";"General Health and Safety"
1797;"07-18-2019";124.2;"Failure of a Licensee to ensure that the temperature within each room of program space shall be maintained at between sixty-eight degrees Fahrenheit (68°F) and seventy-five degrees Fahrenheit (75°F) from October through March, and between sixty-eight degrees Fahrenheit (68°F) and eighty-two degrees Fahrenheit (82°F) from April through September.";"07-19-2019";"General Health and Safety"
1797;"07-17-2019";124.2;"Failure of a Licensee to ensure that the temperature within each room of program space shall be maintained at between sixty-eight degrees Fahrenheit (68°F) and seventy-five degrees Fahrenheit (75°F) from October through March, and between sixty-eight degrees Fahrenheit (68°F) and eighty-two degrees Fahrenheit (82°F) from April through September.";"07-19-2019";"Environmental"
1797;"07-03-2019";122.19;"Failure of a Licensee to ensure that the Facility’s premises remain clear of insects, rodents, and other pests and excrement of insects, rodents, and other pests";"07-03-2019";"General Health and Safety"
1937;"12-05-2019";127.4;"Failure of a Licensee to maintain policies and procedures consistent with applicable Federal and local laws and regulations and include, but not limited to, the following: (a) A description of services to be provided, specifying the ages of children to be served, days and times of operation, and days and times that the Facility is closed; (b) A description of enrollment and admission requirements specifying the parent(s)’ or guardian(s)’ responsibilities for supplying needed information to the Facility and escorting the child to and from the Facility; (c) A fee and payment schedule specifying the standard fees, fees related to absences and vacations and other charges and fees such as transportation and late fees; (d) A description of transportation and field trip services; (e) A description of procedures for administering medication, both prescription and non-prescription, and notifying parent(s) and guardian(s) of noticeable adverse reactions to medications; (f) A description of the procedure for notifying parent(s) and guardian(s) when their child is ill or injured, and the policy regarding the exclusion of sick children; (g) A description of the procedure for notifying parent(s) and guardian(s) when a child, employee, or volunteer at the Facility has a communicable disease; (h) A description of the Facility’s procedure for handling medical emergencies; (i) A description of meals and snacks served, and guidelines or requirements for food brought by a child to the Facility; (j) A statement that parent(s) and guardian(s) have access to all Facility areas used by their child (and a description of any conditions placed on that access); (k) Child abuse reporting law requirements; (l) The procedures for identifying and preventing shaken baby syndrome and abusive head trauma in infants, if applicable; (m) A description of behavior management practices used at the Facility; (n) Nondiscrimination statement; (o) If licensed for the care of an infant or toddler, the Facility’s: (1) Diapering procedures; (2) Toilet training procedures; and (3) Feeding procedures; (p) A description of the safe sleep practices followed by the Center that includes the following information: (1) When setting an infant down to sleep, the infant will be placed on his or her back; (2) No covers or other soft items are allowed in cribs; (3) A description of what constitutes appropriate sleep clothing for infants to be provided by parent or guardian; (4) A statement that individual crib, cot or mat and bedding is provided, and the changing and cleaning practices for these items; (5) A statement that infants who fall asleep in other equipment, on the floor or elsewhere will be moved to a crib to sleep; and (6) A statement that no swaddling or positioning devices will be used at the Facility.";"01-23-2020";"Administrative"
1937;"12-05-2019";128.2;"Failure of a Licensee to provide a copy of the completed Unusual Incident Report form provided to OSSE to the parent(s) or guardian(s) of each child affected by the unusual incident.";"01-23-2020";"Administrative"
1937;"08-12-2019";127.1;"Failure of a Licensee to establish and maintain respectful and professional communication with the parent(s) or guardian(s) of children enrolled.";"11-14-2019";"Administrative"
1937;"08-12-2019";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"11-14-2019";"Administrative"
1937;"08-12-2019";136.18;"A staff member shall be subject to post-accident or incident testing when they are involved in accidents or incidents under the following conditions: (a) The staff member is involved in an on-the-job accident or incident that result in injury or loss of human life; (b) The employee is involved in an accident in which one (1) or more motor vehicle(s) (either District government or private) incurs disabling damage; (c) Anyone receives bodily injury requiring immediate medical attention away from the scene; (d) The staff member, while operating a vehicle or other equipment, receives a citation under District of Columbia or another law for a moving traffic violation; (e) There are reasonable grounds to believe the employee has been operating or in physical control of a motor vehicle while under the influence of an intoxicating liquor or any drug or combination thereof; (f) The actions of the employee cannot reasonably be discounted as a contributing factor, using the best information available at the time of the decision; or (g) The employee is involved in an on-the-job accident or incident that seriously damages machinery, equipment, or other property.";"11-14-2019";"Administrative"
1937;"08-12-2019";120.1;"Failure to supervise children while at the Facility by responsible staff and volunteers who can see and hear the children supervised at all times including but not limited to when they are napping or sleeping, on the playground, on field trips, on vehicular and non-vehicular excursions, and during all water activities and water play activities";"11-14-2019";"General Health and Safety"
1937;"08-06-2019";128.2;"Failure of a Licensee to provide a copy of the completed Unusual Incident Report form provided to OSSE to the parent(s) or guardian(s) of each child affected by the unusual incident.";"08-08-2019";"Administrative"
1937;"08-06-2019";121.2;"Failure to ensure minimum adult-to-child ratios shall be met at all times, including non-peak hours, during nap or rest periods, and in vehicles during transport";"08-08-2019";"General Health and Safety"
1937;"03-13-2019";122.13;"Failure of a Licensee to ensure that the Facility is free of moisture, mold, and mildew, including but not limited to, moisture resulting from water leakage or seepage";"03-14-2019";"Environmental"
1937;"12-07-2018";118.5;"Failure of a Licensee to protect the safety, health, and welfare of all children within their care";"12-07-2018";"General Health and Safety"
1937;"12-06-2018";118.5;"Failure of a Licensee to protect the safety, health, and welfare of all children within their care";"12-07-2018";"General Health and Safety"
1937;"09-05-2018";141.4;"Failure of a Licensee to ensure that positive behavior support or discipline shall not include any of the following methods of discipline and the use of any of them by the Licensee, and the staff members, is prohibited: (a) Physical harm, including but not limited to, punching, pinching, shaking, shoving, pushing, spanking, striking, kicking, biting, yanking, strangling, kneeing, poking, or plucking; (b) Fear, shaming, intimidation, or humiliation; (c) Derogatory remarks or profane language; (d) Confinement in a locked room or an enclosed area where a child cannot be seen or supervised by Facility staff; (e) Force feeding against a child’s will; (f) Withholding of food, water, rest, toilet use, outdoor activities, or outdoor play; or (g) Physical or chemical restraints.";"09-10-2018";"General Health and Safety"
1937;"05-11-2018";128.2;"Failure of a Licensee to provide a copy of the completed Unusual Incident Report form provided to OSSE to the parent(s) or guardian(s) of each child affected by the unusual incident.";"06-11-2018";"Administrative"
1937;"04-18-2018";121.2;"Failure to ensure minimum adult-to-child ratios shall be met at all times, including non-peak hours, during nap or rest periods, and in vehicles during transport";"04-18-2018";"General Health and Safety"
1762;"11-26-2019";128.1;"Failure of a Licensee to immediately notify OSSE of any unusual incident that may adversely affect the health, safety, or welfare of any enrolled child or children by submitting a completed OSSE Unusual Incident Report form to OSSE’s Child Care Complaint email address.";"12-09-2019";"Administrative"
1762;"11-26-2019";128.2;"Failure of a Licensee to provide a copy of the completed Unusual Incident Report form provided to OSSE to the parent(s) or guardian(s) of each child affected by the unusual incident.";"12-09-2019";"Administrative"
1762;"06-12-2019";130.8;"Failure of the Licensee to maintain and upon request provide to OSSE current records and information related to enrolled children including: (a) A roster of enrolled children by age group; (b) Daily sign-in and sign out attendance records by names of children, including first name, last name, and middle initial of each child; (c) Daily schedule of activities; and (d) Daily menu plan for feeding children, which identifies foods actually served if the facility provides any meals or snacks to children.";"06-21-2019";"Administrative"
1762;"03-14-2019";121.2;"Failure to ensure minimum adult-to-child ratios shall be met at all times, including non-peak hours, during nap or rest periods, and in vehicles during transport";"03-18-2019";"General Health and Safety"
1762;"03-04-2019";122.19;"Failure of a Licensee to ensure that the Facility’s premises remain clear of insects, rodents, and other pests and excrement of insects, rodents, and other pests";"03-06-2019";"Environmental"
1762;"12-07-2018";120.1;"Failure to supervise children while at the Facility by responsible staff and volunteers who can see and hear the children supervised at all times including but not limited to when they are napping or sleeping, on the playground, on field trips, on vehicular and non-vehicular excursions, and during all water activities and water play activities";"12-10-2018";"General Health and Safety"
