"FacilityId";"Name";"Type";"Address";"City";"State";"Zip";"Phone";"Capacity";"Accepts Vouchers";"CACFP";"Infant";"Toddler";"Pre-School";"School Age";"Quality Rating";"Accreditation Type";"Expiration Date";"Schedule";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Other Hours";"License Type";"License Definition";"License Begin Date";"License Expiration Date"
1816;"New Creation Child Development Center";"CDC (Child Development Center)";"1839 Alabama AVE, SE";"Washington";"D.C.";20020;"(202) 610-2080";54;1;1;"Yes";"Yes";"Yes";"Yes";"Progressing";"NAEYC";"Aug 02, 2020";"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 29, 2017";"Nov 30, 2020"
2349;"Patricia D. Reeves";"CDH (Child Development Home)";"2000 Savannah PL, SE";"Washington";"D.C.";20020;"(202) 889-5484";6;1;;"Yes";"Yes";"Yes";"Yes";"Developing";"None";;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 17, 2017";"Jul 31, 2020"
2676;"Point Of Care Childcare, LLC";"CDX (Child Development Home Expanded)";"3229 15th PL, SE";"Washington";"D.C.";20020;"(202) 851-4988";9;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"National Association For Family Childcare";"Dec 15, 2018";"All Year";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";"6:00AM - 11:00PM";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 16, 2018";"Aug 31, 2021"
2624;"Priscilla Collins/Runn & Shoot With Me";"CDH (Child Development Home)";"1432 Bangor ST, SE";"Washington";"D.C.";20020;"(202) 567-9786";5;;;"Yes";"Yes";"No";"No";"Preliminary";;;"All Year";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"CLOSED";"CLOSED";;"Restricted";"A restricted license is issued as an alternative to suspending or revoking an existing license when a licensed facility has one or more deficiencies. A Facility shall not enroll additional children under this provision.";"Oct 23, 2019";"Jan 20, 2020"
2434;"Renita Hill";"CDH (Child Development Home)";"1425 Bangor ST, SE";"Washington";"D.C.";20020;"(202) 889-2615";6;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAFCC";"Aug 15, 2020";"All Year";"5:30AM - 5:30AM";"5:30AM - 5:30AM";"5:30AM - 5:30AM";"5:30AM - 5:30AM";"5:30AM - 5:30AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 21, 2017";"Dec 31, 2020"
1988;"Southeast Children's Fund CDC II";"CDC (Child Development Center)";"2300 Martin Luther King Jr. AVE, SE";"Washington";"D.C.";20020;"(202) 846-1894";52;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Sep 01, 2016";"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 28, 2018";"May 31, 2020"
1937;"St. Philip's Child Development Center";"CDC (Child Development Center)";"2001 14th ST, SE";"Washington";"D.C.";20020;"(202) 678-1640";95;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Jul 01, 2018";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 14, 2017";"Jun 30, 2020"
1723;"St. Timothy's Episcopal CDC";"CDC (Child Development Center)";"3601 Alabama AVE, SE";"Washington";"D.C.";20020;"(202) 584-5662";88;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Sep 01, 2022";"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 01, 2018";"Apr 30, 2021"
2352;"Terri Denice Boyd";"CDH (Child Development Home)";"3457 25th ST, SE";"Washington";"D.C.";20020;"(202) 391-4998";5;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 23, 2018";"Apr 30, 2021"
2257;"The Happy Kids Learning Center";"CDC (Child Development Center)";"3233 Pennsylvania AVE, SE";"Washington";"D.C.";20020;"(202) 581-0042";70;1;;"Yes";"Yes";"Yes";"Yes";"Progressing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 27, 2018";"Feb 28, 2021"
2659;"The Learning Curve CDC";"CDC (Child Development Center)";"2490 Alabama AVE, SE";"Washington ";"D.C.";20020;"(202) 678-6716";39;1;;"No";"Yes";"Yes";"No";"Progressing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 05, 2019";"Apr 30, 2021"
2623;"Towana McMickens";"CDX (Child Development Home Expanded)";"2739 Knox Terrace, SE";"Washington";"D.C.";20020;"(202) 678-3744";9;1;;"Yes";"Yes";"Yes";"Yes";"Quality";"NAFCC";"May 15, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 22, 2017";"Sep 30, 2020"
2159;"UPO @ Anacostia High School";"CDC (Child Development Center)";"1601 16th ST, SE";"Washington";"D.C.";20020;"(202) 724-7470";24;1;1;"Yes";"Yes";"No";"No";"Developing";"None";;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 30, 2019";"Oct 31, 2020"
2043;"UPO @ Frederick Douglass";"CDC (Child Development Center)";"3240 Stanton RD, SE";"Washington";"D.C.";20020;"(202) 889-2080";55;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 20, 2017";"Dec 31, 2020"
2701;"UPO @ Ketcham Elementary School";"CDC (Child Development Center)";"1919 15th ST, SE";"Washington";"D.C.";20020;"(202) 227-9760";32;1;;"Yes";"Yes";"No";"No";"Preliminary";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 02, 2019";"Jan 31, 2022"
2010;"Vee's Early Education Center";"CDC (Child Development Center)";"2130 Minnesota AVE, SE";"Washington";"D.C.";20020;"(202) 889-6918";21;1;;"Yes";"Yes";"Yes";"No";"Developing";"None";;"All Year";"7:00AM - 5:30AM";"7:00AM - 5:30AM";"7:00AM - 5:30AM";"7:00AM - 5:30AM";"7:00AM - 5:30AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 23, 2017";"Dec 31, 2020"
1943;"YMCA Capital View Child Development";"CDC (Child Development Center)";"2118 Ridgecrest Ct, SE";"Washington";"D.C.";20020;"(202) 889-0643";150;1;1;"No";"No";"Yes";"Yes";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 05, 2018";"Jan 30, 2021"
1979;"FAA/ DOT Child Development Center";"CDC (Child Development Center)";"800 Independence AVE, SW";"Washington";"D.C.";20024;"(202) 267-7672";80;;;"Yes";"Yes";"Yes";"Yes";"N/A";"NAEYC";"Apr 01, 2018";"All Year";"7:15AM - 5:45PM";"7:15AM - 5:45PM";"7:15AM - 5:45PM";"7:15AM - 5:45PM";"7:15AM - 5:45PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 24, 2018";"Jan 31, 2021"
2249;"Fabulous Kids Early Learning Child Care Center";"CDC (Child Development Center)";"1505 1st ST, SW";"Washington";"D.C.";20024;"(202) 569-3701";16;1;;"Yes";"Yes";"Yes";"No";"Progressing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 26, 2018";"Jan 31, 2021"
2093;"Growth Spurts Child Learning Center @ Bethel";"CDC (Child Development Center)";"60 I ST, SW";"Washington";"D.C.";20024;"(202) 484-0028";44;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 18, 2018";"Jan 31, 2021"
2722;"KinderCare Champions @ Amidon - Bowen";"CDC (Child Development Center)";"401 I ST, SW";"Washington";"D.C.";20024;"(301) 891-1145";108;;;"No";"No";"No";"Yes";"N/A";;;"School Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";"7-8:45am/ 3:15-6pm";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 21, 2019";"Aug 31, 2022"
2140;"Smithsonian Early Enrichment Center II-NHN";"CDC (Child Development Center)";"1000 Constitution AVE, NW";"Washington";"D.C.";20024;"(202) 633-1399";87;;;"Yes";"Yes";"Yes";"Yes";"N/A";"NAEYC";"Oct 01, 2022";"All Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 28, 2017";"Dec 31, 2020"
2729;"Taylored Education, LLC /DBA The Goddard School";"CDC (Child Development Center)";"910 7th ST, SW";"Washington";"D.C.";20024;"(202) 318-1818";60;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 19, 2019";"Jul 31, 2022"
2632;"The Britleys for Toddlers";"CDC (Child Development Center)";"525 School Street, SW , STE # 102";"Washington ";"D.C.";20024;"(202) 863-0475";18;;;"No";"Yes";"No";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 16, 2018";"Jan 31, 2021"
2258;"Waterfront Academy Inc";"CDC (Child Development Center)";"60 I ST, SW";"Washington";"D.C.";20024;"(202) 484-0044";31;;;"No";"Yes";"Yes";"Yes";"N/A";;;"School Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 21, 2019";"Jun 30, 2020"
2598;"Adeola Oyekola";"CDX (Child Development Home Expanded)";"866 Yuma ST, SE";"Washington";"D.C.";20032;"(202) 341-3504";9;1;1;"Yes";"Yes";"Yes";"No";"Quality";"Family Child Care";"Nov 01, 2019";"All Year";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00AM - 6:00AM";"6:00 AM - 6:00 PM 7:00 PM - 6:00 AM";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 10, 2019";"Feb 07, 2020"
1719;"Big Mama's Children's Center";"CDC (Child Development Center)";"4680 Martin Luther King JR. Ave, SW";"Washington";"D.C.";20032;"(202) 563-5303";88;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Oct 01, 2020";"All Year";"6:30AM - 6:00AM";"6:30AM - 6:00AM";"6:30AM - 6:00AM";"6:30AM - 6:00AM";"6:30AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 01, 2018";"Mar 31, 2021"
2687;"Bright Beginnings, Inc.";"CDC (Child Development Center)";"3418 4th ST, SE";"Washington ";"D.C.";20032;"(202) 842-9090";100;1;;"Yes";"Yes";"No";"No";"Quality";"NAEYC";"Mar 01, 2020";"All Year";"7:00AM - 11:30PM";"7:00AM - 11:30PM";"7:00AM - 11:30PM";"7:00AM - 11:30PM";"7:00AM - 11:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 07, 2019";"Sep 30, 2021"
2650;"Bright Beginnings, Inc.";"CDC (Child Development Center)";"3640 Martin Luther King Jr. AVE, SE";"Washington ";"D.C.";20032;"(202) 842-9090";46;1;;"No";"No";"Yes";"No";"Quality";;;"All Year";"7:00AM - 11:30PM";"7:00AM - 11:30PM";"7:00AM - 11:30PM";"7:00AM - 11:30PM";"7:00AM - 11:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 22, 2018";"May 31, 2021"
1935;"Dawn To Dusk Child Dev. Center II";"CDC (Child Development Center)";"2907 7TH ST, SE";"Washington";"D.C.";20032;"(202) 562-6196";47;1;1;"No";"Yes";"No";"No";"Quality";"NAEYC";"Nov 01, 2020";"All Year";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 07, 2017";"Apr 30, 2020"
1862;"Dawn To Dusk Child Development Center";"CDC (Child Development Center)";"657 Lebaum ST, SE";"Washington";"D.C.";20032;"(202) 562-6196";48;1;;"No";"Yes";"Yes";"No";"Quality";"NAEYC";"Nov 01, 2021";"All Year";"6:00AM - 12:00AM";"6:00AM - 12:00AM";"6:00AM - 12:00AM";"6:00AM - 12:00AM";"6:00AM - 12:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 22, 2017";"Apr 30, 2020"
1757;"DC Citywide Welfare Rights Org";"CDC (Child Development Center)";"2458 Martin Luther King Jr. AVE, SE";"Washington";"D.C.";20032;"(202) 889-3448";85;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Jul 08, 2020";"All Year";"6:30AM - 6:00AM";"6:30AM - 6:00AM";"6:30AM - 6:00AM";"6:30AM - 6:00AM";"6:30AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 02, 2019";"Dec 31, 2020"
2237;"Eagle Academy Public Charter School #1";"CDC (Child Development Center)";"3400 Wheeler RD, SE";"Washington";"D.C.";20032;"(202) 544-2646 x294";500;1;;"No";"No";"Yes";"Yes";"Quality";;;"All Year";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 23, 2018";"Jan 31, 2021"
1978;"Friendship Public Charter Schools @ Milwaukee";"CDC (Child Development Center)";"645 Milwaukee PL, SE";"Washington";"D.C.";20032;"(202) 281-1714";175;1;;"No";"No";"No";"Yes";"Quality";"NAEYC";"Aug 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 16, 2017";"Sep 30, 2020"
2346;"Gloria E. Green";"CDH (Child Development Home)";"1838 Valley TER, SE";"Washington";"D.C.";20032;"(202) 889-2323";6;1;;"Yes";"Yes";"Yes";"Yes";"Quality";"NAFCC";"Jul 01, 2020";"All Year";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 15, 2017";"May 31, 2020"
2674;"Home Away From Home Too Child Development Center Inc.";"CDC (Child Development Center)";"4119 4th ST, SE";"Washington";"D.C.";20032;"(202) 487-1067";83;1;;"Yes";"Yes";"Yes";"Yes";"Preliminary";;;"All Year";"5:00AM - 4:00AM";"5:00AM - 4:00AM";"5:00AM - 4:00AM";"5:00AM - 4:00AM";"5:00AM - 4:00AM";"5:00AM - 4:00AM";"5:00AM - 4:00AM";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 20, 2018";"Aug 31, 2021"
2694;"JAG Child Care, LLC";"CDH (Child Development Home)";"140 1/2 Wilmington PL, SE";"Washington";"D.C.";20032;"(202) 465-2926";6;1;;"Yes";"Yes";"Yes";"No";"Preliminary";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 12, 2018";"Dec 31, 2021"
2590;"Jewel's New Beginning Learning Center II";"CDC (Child Development Center)";"3927 - 3935 South Capitol ST, SW";"Washington ";"D.C.";20032;"(202) 506-3124";64;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Mar 01, 2022";"All Year";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 04, 2018";"Mar 31, 2021"
2171;"Jewel's New Beginning Learning Center, LLC";"CDC (Child Development Center)";"4309 3rd ST, SE";"Washington";"D.C.";20032;"(202) 506-3124";30;1;;"No";"Yes";"Yes";"No";"Quality";"NAEYC";"Mar 01, 2022";"All Year";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 25, 2017";"Apr 30, 2020"
2686;"KD's Klubhouse";"CDC (Child Development Center)";"700 Southern AVE, SE";"Washington";"D.C.";20032;"(202) 562-7000";56;1;;"Yes";"Yes";"Yes";"Yes";"Preliminary";;;"All Year";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 04, 2018";"Oct 31, 2021"
1806;"Kiddies Kollege";"CDC (Child Development Center)";"1130 Varney ST, SE, BLDG 202";"Washington";"D.C.";20032;"(202) 581-1745";94;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Apr 01, 2022";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 02, 2017";"Dec 31, 2020"
1851;"Kids Are Us Learning Center";"CDC (Child Development Center)";"1236 Southern AVE, SE";"Washington";"D.C.";20032;"(202) 561-0290";60;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Feb 28, 2021";"All Year";"6:30AM - 12:00AM";"6:30AM - 12:00AM";"6:30AM - 12:00AM";"6:30AM - 12:00AM";"6:30AM - 12:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 29, 2017";"Oct 31, 2020"
1919;"Kids Are Us Learning Center";"CDC (Child Development Center)";"800 Southern AVE, SE";"Washington";"D.C.";20032;"(202) 562-7118";13;1;;"Yes";"Yes";"No";"No";"Quality";"NAEYC";"Feb 01, 2020";"All Year";"6:30AM - 12:00AM";"6:30AM - 12:00AM";"6:30AM - 12:00AM";"6:30AM - 12:00AM";"6:30AM - 12:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 12, 2017";"Nov 30, 2020"
1801;"Kuumba Learning Center";"CDC (Child Development Center)";"3328 Martin Luther King Jr. AVE, SE, APT 3";"Washington";"D.C.";20032;"(202) 563-5971";60;1;;"No";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Dec 31, 2020";"All Year";"7:00AM - 12:00AM";"7:00AM - 12:00AM";"7:00AM - 12:00AM";"7:00AM - 12:00AM";"7:00AM - 12:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 21, 2017";"Dec 31, 2020"
2367;"Linda T Waller";"CDH (Child Development Home)";"130 Elmira ST, SW";"Washington";"D.C.";20032;"(202) 561-1504";5;1;1;"Yes";"Yes";"Yes";"Yes";"Developing";"None";;"All Year";"7:00AM - 12:30AM";"7:00AM - 12:30AM";"7:00AM - 12:30AM";"7:00AM - 12:30AM";"7:00AM - 12:30AM";"7:00AM - 12:30AM";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 26, 2017";"Mar 31, 2020"
2037;"Little Apple Child Center-Wendy Weekes";"CDC (Child Development Center)";"908 Southern AVE, SE";"Washington";"D.C.";20032;"(202) 562-7273";15;1;1;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"7:00AM - 11:59PM";"7:00AM - 11:59PM";"7:00AM - 11:59PM";"7:00AM - 11:59PM";"7:00AM - 11:59PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 05, 2018";"Jan 31, 2021"
2347;"Lois Denise Lightfoot";"CDH (Child Development Home)";"1824 Valley TER, SE";"Washington";"D.C.";20032;"(202) 889-0225";6;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 30, 2017";"Aug 31, 2020"
1790;"Love And Care Education Center, Inc";"CDC (Child Development Center)";"554 Malcolm X AVE, SE";"Washington";"D.C.";20032;"(202) 561-8689";27;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Sep 01, 2021";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 12, 2017";"Dec 31, 2020"
2366;"Lubertha Wilson Payne";"CDH (Child Development Home)";"620 Southern AVE, SE";"Washington";"D.C.";20032;"(202) 702-0965";6;1;;"Yes";"Yes";"Yes";"No";"Developing";"None";;"All Year";"6:00AM - 5:00AM";"6:00AM - 5:00AM";"6:00AM - 5:00AM";"6:00AM - 5:00AM";"6:00AM - 5:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 10, 2017";"Jul 31, 2020"
2451;"Mary Ann Ross";"CDH (Child Development Home)";"250 Newcomb ST, SE";"Washington";"D.C.";20032;"(202) 574-0064";5;1;;"Yes";"Yes";"Yes";"No";"Developing";"None";;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 21, 2017";"Jun 30, 2020"
1815;"National Children's Center";"CDC (Child Development Center)";"3400 Martin Luther King Jr. AVE, SE";"Washington";"D.C.";20032;"(202) 279-4900";225;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Jun 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 03, 2018";"Jan 31, 2021"
1713;"Paramount Child Development Center";"CDC (Child Development Center)";"3924 4TH ST, SE";"Washington";"D.C.";20032;"(202) 562-3404";100;1;;"No";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Jun 01, 2018";"All Year";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 11, 2017";"Aug 31, 2020"
