"ProviderID";"Name";"Type";"PTQ Level";"State";"County";"City";"ZIP";"Address";"Status";"License Start Date";"License End Date";"License Status";"Child Care Ages";"Capacity";"Accreditations";"Programs";"Applicants";"Phone";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday"
491415;"Kiddie Clubhouse Home Daycare";"Licensed Home";;"IN";"ALLEN";;46807;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Kendra Smiley";"260-444-2995";;"6:00 AM-7:00 PM";"6:00 AM-7:00 PM";"6:00 AM-7:00 PM";"6:00 AM-7:00 PM";"6:00 AM-7:00 PM";
588254;"Little Thinkers Growing Minds";"Licensed Home";3;"IN";"ALLEN";;46806;;"Open - Enforcement Pending";"6/1/2021";"9/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Davetta Chambers";"260-418-7368";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM"
169643;"Finding Me Now";"Licensed Center";4;"IN";"ALLEN";"Fort Wayne";46819;"7514 Winchester Road";"Open";"1/1/2020";"12/31/2021";"Regular";"6 Weeks-30 Months; Two 1/2-Twelve";80;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Matthew Bundy";"260-747-6884";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
168018;"Brightpoint Head Start at Hanna Creighton";"Licensed Center";4;"IN";"ALLEN";"Fort Wayne";46803;"2107 South Hanna Street";"Open";"1/1/2020";"12/31/2021";"Regular";"Three-Six";120;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Deanna Backman";"260-456-1576";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
525029;"Beautiful Blessings";"Licensed Home";1;"IN";"ALLEN";;46806;;"Open";"4/8/2020";"9/30/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Zimmyra Dean";"260-302-2208";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM"
169053;"Brightpoint Head Start at East Wayne";"Licensed Center";4;"IN";"ALLEN";"Fort Wayne";46803;"825 E Francis St";"Open";"1/1/2021";"6/30/2022";"Regular";"Three-Six";70;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider";"Deanna Backman";"260-422-6503";;"7:00 AM-4:00 PM";"7:00 AM-4:00 PM";"7:00 AM-4:00 PM";"7:00 AM-4:00 PM";"7:00 AM-4:00 PM";
169999;"Precious Angels Christian Day Care";"Unlicensed Registered Ministry";2;"IN";"ALLEN";"Fort Wayne";46803;"704 East Pontiac Street (Blue Building)";"Open";"4/1/2021";"3/31/2023";"Registration";;;;"CCDF Provider";"Beasley Ministries d/b/a Living Word of God Mins.";"260-456-3810";;"8:00 AM-5:00 PM";"8:00 AM-5:00 PM";"8:00 AM-5:00 PM";"8:00 AM-5:00 PM";"8:00 AM-5:00 PM";
621978;"Ms. Eve's Daycare";"Licensed Home";;"IN";"ALLEN";;46816;;"Open";"10/1/2020";"9/30/2021";"Regular";"Toddler-Twelve";12;;"CCDF Provider";"Evelyn Scarpa";"260-755-5405";;"6:00 AM-10:00 PM";"6:00 AM-10:00 PM";"6:00 AM-10:00 PM";"6:00 AM-10:00 PM";"6:00 AM-10:00 PM";
166668;"Early Learning Home ChildCare";"Licensed Home";3;"IN";"ALLEN";;46818;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Ana Morales";"260-466-9563";;"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";
366265;"Patricia's Family Care";"Licensed Home";;"IN";"ALLEN";;46806;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Eighteen";12;;;"Patricia McBride";"260-441-7735";;"8:00 AM-8:00 PM";"8:00 AM-8:00 PM";"8:00 AM-8:00 PM";"8:00 AM-8:00 PM";"8:00 AM-8:00 PM";
169464;"Learn and Grow Child Care 2";"Licensed Home";3;"IN";"ALLEN";;46819;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Eighteen";6;;"CCDF Provider";"Renee Lockett";"260-755-1291";;"8:00 AM-5:30 PM";"8:00 AM-5:30 PM";"8:00 AM-5:30 PM";"8:00 AM-5:30 PM";"8:00 AM-5:30 PM";
169822;"Renee D Lockett";"Licensed Home";3;"IN";"ALLEN";;46819;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider; On My Way Pre-K";"Renee Lockett";"260-755-1291";;"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";
554366;"Renfro's Day Camp";"Licensed Home";3;"IN";"ALLEN";;46807;;"Open";"10/1/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Tracy Renfro";"260-418-9552";;"6:00 AM-11:30 PM";"6:00 AM-11:30 PM";"6:00 AM-11:30 PM";"6:00 AM-11:30 PM";"6:00 AM-11:30 PM";
365900;"Northcrest Elementary Preschool";"Unlicensed CCDF Certified Center/School";4;"IN";"ALLEN";"Fort Wayne";46825;"5301 Archwood Lane (A)";"Open";"1/29/2021";"3/31/2022";"CCDF Certified";;;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Fort Wayne Community Schools";"260-467-5450";;"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";
169621;"Northcrest Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"ALLEN";"Ft. Wayne";46825;"5301 Archwood Lane";"Open";"9/4/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider";"Metropolitan YMCA of Greater Ft. Wayne Inc.";"260-467-5450";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
170069;"YMCA Child Care Services - Towles";"Unlicensed CCDF Certified Center/School";;"IN";"ALLEN";"Ft. Wayne";46816;"420 E. Paulding Road";"Open";"9/4/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider";"Metropolitan YMCA of Greater Ft. Wayne Inc.";"260-467-4300";;"2:45 PM-6:00 PM";"2:45 PM-6:00 PM";"2:45 PM-6:00 PM";"2:45 PM-6:00 PM";"2:45 PM-6:00 PM";
497752;"Southern Comfort Daycare";"Licensed Home";3;"IN";"ALLEN";;46825;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Aleisha Lawrence";"260-409-0972";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
167680;"Little Praisers Preschool & Child Care";"Unlicensed Registered Ministry";;"IN";"ALLEN";"Fort Wayne";46825;"1115 West Dupont Road";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"Praise Lutheran Church";"260-490-9529";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
168275;"Lincoln Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"ALLEN";"Fort Wayne";46825;"1001 E Cook Road";"Open";"2/10/2021";"3/31/2022";"CCDF Certified";;;;"CCDF Provider";"Metropolitan YMCA of Greater Ft. Wayne Inc.";"260-467-5400";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
571075;"The Goddard School of Fort Wayne";"Licensed Center";1;"IN";"ALLEN";"Fort Wayne";46825;"8766 Coldwater Road";"Open";"2/1/2021";"9/30/2021";"Regular";"Infant-Toddler; Two-Six";142;;"CCDF Provider";"Sobia Shakeel";"662-574-4245";;"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";
165804;"KATI'S DAYCARE";"Licensed Home";1;"IN";"WHITLEY";;46725;;"Open";"4/1/2020";"3/31/2022";"Regular";"Infant-Eighteen";16;;"CCDF Provider";"KATHERINE PARKER";"260-691-2982";;"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";
491414;"Kids Castle Learning Center";"Licensed Center";3;"IN";"ALLEN";"Fort Wayne";46845;"10812 Coldwater Rd #500";"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Toddler; Two-Twelve";93;;"CCDF Provider; On My Way Pre-K";"Marc D Shudnow";"260-338-1201";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
166345;"Pine Hills Learning Place";"Unlicensed Registered Ministry";3;"IN";"ALLEN";"Fort Wayne";46845;"11331 Coldwater Road ";"Open";"4/1/2021";"3/31/2023";"Registration";;;;"CCDF Provider";"Pine Hills Church";"260-637-3197";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
168650;"Kiddie Academy of Fort Wayne";"Licensed Center";4;"IN";"ALLEN";"Fort Wayne";46845;"11627 Coldwater Rd";"Open";"7/1/2021";"3/31/2023";"Regular";"Infant; Toddler; Two-Twelve";120;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Hajira Khan";"260-619-3903";;"12:00 AM-12:00 AM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
533426;"Beautiful Blessings";"Unlicensed CCDF Certified Home";;"IN";"ALLEN";;46845;;"Open";"12/31/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider";"Jenifer Rafferty";"260-637-2278";;"8:30 AM-5:30 PM";"8:30 AM-5:30 PM";"8:30 AM-5:30 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";
166439;"Lifehouse Preschool";"Unlicensed Registered Ministry";;"IN";"ALLEN";"Huntertown";46748;"16021 Lima Road";"Open";"7/1/2020";"3/31/2022";"Registration";;;;;"Huntertown United Methodist Church / Lifehouse Church";"260-637-3716";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
168772;"Our Hope Lutheran School";"Unlicensed Registered Ministry";;"IN";"ALLEN";"Huntertown";46748;"1826 Trinity Drive";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"Our Hope Lutheran Church & School";"260-338-1121";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:30 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
166221;"Pathfinder Kids Kampus";"Licensed Center";4;"IN";"HUNTINGTON";"Huntington";46750;"435 Campus Street";"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Toddler; Two-Twelve";187;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Elizabeth Hire";"260-356-0123";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
166555;"Big Lake Church of God Preschool/Daycare Ministry";"Unlicensed Registered Ministry";;"IN";"WHITLEY";"Columbia City";46725;"6955 North State Road 109";"Open";"4/1/2021";"3/31/2023";"Registration";;;;"CCDF Provider";"Big Lake Church of God";"260-691-3503";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
166712;"Little Blessings Child Care Ministry, Inc.";"Unlicensed Registered Ministry";;"IN";"HUNTINGTON";"Huntington";46750;"1226 North Jefferson Street";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"Christ the King Episcopal Church";"260-359-1161";;"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";
479851;"Parkview Boys and Girls Club of Huntington";"Unlicensed CCDF Certified Center/School";;"IN";"HUNTINGTON";"Huntington";46750;"608 East State Street";"Open";"12/21/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider";"Boys and Girls Club of Huntington County, Inc.";"260-359-1750";;"6:00 AM-8:30 AM";"6:00 AM-8:30 AM";"6:00 AM-9:00 AM";"6:00 AM-8:30 AM";"6:00 AM-8:30 AM";
166777;"Little Sprouts Childcare Ministry";"Unlicensed Registered Ministry";;"IN";"HUNTINGTON";"Huntington";46750;"1000 Flaxmill Road";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"Evangelical United Methodist Church";"260-356-6975";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
167078;"Huntington Head Start";"Licensed Center";3;"IN";"HUNTINGTON";"Huntington";46750;"1255 Engle Street";"Open";"1/1/2021";"12/31/2022";"Regular";"Three-Six";74;;;"Jill Moser";"260-356-3890";;"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";
166105;"Learning Tree Academy & Childcare";"Unlicensed Registered Ministry";;"IN";"WELLS";"Ossian";46777;"201 West Mill Street, P.O. Box 385";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"Ossian United Methodist Church";"260-622-4326";;"6:30 AM-5:15 PM";"6:30 AM-5:15 PM";"6:30 AM-5:15 PM";"6:30 AM-5:15 PM";"6:30 AM-5:15 PM";
166870;"DEE'S PLAYHOUSE";"Licensed Home";;"IN";"HUNTINGTON";;46750;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Eighteen";10;;;"DEE PATRICK";"260-388-1138";;"6:30 AM-4:30 PM";"6:30 AM-4:30 PM";"6:30 AM-4:30 PM";"6:30 AM-4:30 PM";"6:30 AM-4:30 PM";
166170;"Children's Corner Daycare";"Unlicensed Registered Ministry";;"IN";"WELLS";"Ossian";46777;"123 South Jefferson Street";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"First Presbyterian Church";"260-622-4065";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
165881;"Heidi Rye";"Licensed Home";3;"IN";"ALLEN";;46797;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";10;;"CCDF Provider";"Heidi Rye";"260-493-3884";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
586814;"Shaquana Burks";"Unlicensed CCDF Certified Home";;"IN";"ALLEN";;46774;;"Open";"11/12/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider";"shaquana burks";"260-487-1316";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
166454;"Abbi's Fireflies Daycare";"Licensed Home";3;"IN";"ALLEN";;46797;;"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Eighteen";12;;"CCDF Provider";"Abigail Garrison";"260-750-1579";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
613201;"St. John's Childcare";"Unlicensed Registered Ministry";;"IN";"ALLEN";"New Haven";46774;"204 Rufus St";"Open";"5/4/2021";"9/30/2022";"Registration";;;;;"St John The Baptist Catholic Church";"260-749-9220";;"7:00 AM-5:45 PM";"7:00 AM-5:45 PM";"7:00 AM-5:45 PM";"7:00 AM-5:45 PM";"7:00 AM-5:45 PM";
168130;"New Haven United Methodist Preschool";"Unlicensed Registered Ministry";;"IN";"ALLEN";"New Haven";46774;"630 Lincoln Highway East";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"New Haven United Methodist Church";"260-749-9565";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
572070;"Wonderful Beginnings";"Licensed Home";1;"IN";"ALLEN";;46774;;"Open";"2/1/2021";"9/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Jymtoma Gorman";"260-410-8237";;"6:00 AM-11:30 PM";"6:00 AM-11:30 PM";"6:00 AM-11:30 PM";"6:00 AM-11:30 PM";"6:00 AM-11:30 PM";
169657;"Martini Kids Club Ministry";"Unlicensed Registered Ministry";;"IN";"ALLEN";"New Haven";46774;"333 Moeller Road";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"Martini Lutheran Church";"260-749-0014";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
471179;"All Kids Child Care, LLC";"Licensed Home";;"IN";"ALLEN";;46774;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Dawn Macon";"260-744-3232";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
168585;"Taylor Chapel Preschool";"Unlicensed Registered Ministry";;"IN";"ALLEN";"Fort Wayne";46835;"10145 Maysville Road";"Open";"10/1/2020";"9/30/2022";"Registration";;;;;"Taylor Chapel United Methodist Church";"260-415-4153";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
366117;"NaNas Love Bugs";"Unlicensed CCDF Certified Home";;"IN";"ALLEN";;46774;;"Open";"7/13/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider";"Ruby Harrison";"260-493-7069";;"5:00 AM-11:00 PM";"5:00 AM-11:00 PM";"5:00 AM-11:00 PM";"5:00 AM-11:00 PM";"5:00 AM-11:00 PM";
167173;"NANA'S HOUSE CHILD CARE LEARNING CENTER INC.";"Licensed Home";3;"IN";"ALLEN";;46815;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider; On My Way Pre-K";"Brigitte  Brown";"260-493-0816";;"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";
167255;"The Teaching Tree NH";"Licensed Center";3;"IN";"ALLEN";"New Haven";46774;"810 State Rd 930 E";"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Toddler; Two-Twelve";84;;"CCDF Provider; On My Way Pre-K";"Cynthia Furney";"260-969-8733";;"6:00 PM-6:00 AM";"6:00 PM-6:00 AM";"6:00 PM-6:00 AM";"6:00 PM-6:00 AM";"6:00 PM-6:00 AM";
169869;"WEE FRIENDS";"Licensed Home";3;"IN";"ALLEN";;46815;;"Open";"4/1/2020";"3/31/2022";"Regular";"Infant-Eighteen";16;;"CCDF Provider";"DAWN COLE";"260-749-8960";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
168901;"Grandma Lue's Lil' Angels";"Licensed Home";3;"IN";"ALLEN";;46815;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Eighteen";12;;"CCDF Provider";"Aunjella Hogue";"260-749-8256";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
528511;"Jennifer's Kiddie College";"Licensed Home";1;"IN";"ALLEN";;46835;;"Open";"7/1/2020";"9/30/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Jennifer Kuhnle";"260-444-4423";;"5:30 AM-10:00 PM";"5:30 AM-10:00 PM";"5:30 AM-10:00 PM";"5:30 AM-10:00 PM";"5:30 AM-10:00 PM";
603352;"Brandi Rogers";"Licensed Home";;"IN";"ALLEN";;46815;;"Open";"2/8/2021";"7/31/2021";"Provisional";"Infant-Twelve";12;;"CCDF Provider";"Brandi Rogers";"260-341-7877";;"6:00 AM-4:00 PM";"6:00 AM-4:00 PM";"6:00 AM-4:00 PM";"6:00 AM-4:00 PM";"6:00 AM-4:00 PM";
166072;"Arlington Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"ALLEN";"Fort Wayne";46835;"8118 St Joe Center Rd";"Open";"2/8/2021";"3/31/2022";"CCDF Certified";;;;"CCDF Provider";"Metropolitan YMCA of Greater Ft. Wayne Inc.";"260-467-6000";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
174079;"Messiah Lutheran Preschool and Childcare";"Unlicensed Registered Ministry";1;"IN";"ALLEN";"Fort Wayne";46815;"7211 Stellhorn Road";"Open";"4/1/2021";"3/31/2023";"Registration";;;;"CCDF Provider";"Messiah Evangelical Lutheran Church";"260-485-4613";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
168717;"Croninger Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"ALLEN";"Ft. Wayne";46815;"6700 Trier Road";"Open";"2/16/2021";"3/31/2022";"CCDF Certified";;;;"CCDF Provider";"Metropolitan YMCA  of Greater Ft. Wayne Inc.";"260-467-6050";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
167697;"Haley Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"ALLEN";"Fort Wayne";46815;"2201 Maplecrest Rd";"Open";"1/29/2021";"3/31/2022";"CCDF Certified";;;;"CCDF Provider";"Metropolitan YMCA of Greater Ft. Wayne Inc.";"260-467-4510";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
168107;"Royal Tots Learning Place";"Licensed Home";1;"IN";"ALLEN";;46815;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Eighteen";12;;"CCDF Provider";"Victoria Nelson";"260-749-0140";"6:00 AM-4:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-4:00 PM"
169426;"Jeannie's Caring Hands Daycare";"Licensed Home";;"IN";"ALLEN";;46835;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Jeannie Royal";"260-485-3043";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
167032;"KING'S KIDZ LEARNING PLACE";"Licensed Home";3;"IN";"ALLEN";;46815;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Eighteen";16;;"CCDF Provider";"Nicole King";"260-418-7153";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
168572;"Terri Bratton";"Licensed Home";3;"IN";"ALLEN";;46815;;"Open";"5/31/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Terri Bratton";"260-486-7180";;"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"6:00 AM-11:00 PM";"9:00 AM-5:00 PM"
169451;"Sandy's Home Care";"Licensed Home";1;"IN";"ALLEN";;46815;;"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Eighteen";12;;"CCDF Provider";"Kasaundra Wilson";"260-492-8641";;"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";"12:00 AM-11:59 PM";
167205;"Emmanuel Child Care Ministries";"Unlicensed Registered Ministry";;"IN";"ALLEN";"Fort Wayne";46816;"9909 Wayne Trace";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"Emmanuel Lutheran Church";"260-447-3036";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
168477;"St. Joe Central Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"ALLEN";"Ft. Wayne";46835;"6341 St. Joe Center Road";"Open";"9/4/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider";"Metropolitan YMCA of Greater Ft. Wayne Inc.";"260-467-6100";;"2:45 PM-6:00 PM";"2:45 PM-6:00 PM";"2:45 PM-6:00 PM";"2:45 PM-6:00 PM";"2:45 PM-6:00 PM";
169846;"Denise's House Of Care";"Licensed Home";4;"IN";"ALLEN";;46825;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Eighteen";12;"National Association for Family Child Care (NAFCC)";"CCDF Provider";"Denise Andrew";"260-486-1100";;"7:00 AM-9:00 PM";"7:00 AM-9:00 PM";"7:00 AM-9:00 PM";"7:00 AM-9:00 PM";"7:00 AM-9:00 PM";
414104;"Rebecca Stafford";"Licensed Home";;"IN";"ALLEN";;46815;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Rebecca Stafford";"260-615-0178";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
564001;"Jasmine Merriweather";"Licensed Home";1;"IN";"ALLEN";;46815;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Jasmine Merriweather";"260-602-4135";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
166228;"The Learning Community";"Licensed Center";4;"IN";"ALLEN";"Fort Wayne";46815;"2041 Reed Road";"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Toddler; Two-Twelve";155;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider";"Brad Hand";"260-424-8852";;"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";
166552;"Good Shepherd Preschool";"Unlicensed Registered Ministry";3;"IN";"ALLEN";"Fort Wayne";46815;"4700 Vance Avenue";"Open";"1/1/2021";"12/31/2022";"Registration";;;;"CCDF Provider";"Good Shepherd United Methodist Church";"260-483-6454";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:03 PM";
