"ServiceType";"ProviderName";"Building";"Street1";"Street2";"City";"State";"ZipCode";"Building(Mailing)";"Street1(Mailing)";"Street2(Mailing)";"City(Mailing)";"State(Mailing)";"ZipCode(Mailing)";"ContactPerson";"Phone";"LicenseNo";"LicenseName";"Capacity";"MinimumAge";"MaximumAge";"ExpirationDate";"Island";"Area"
"GCC";"KA HALE O NA KEIKI PRESCHOOL";;"45-3668 HONOKAA-WAIPIO RD";;"HONOKAA";"HI";"96727";;"45-3668 HONOKAA-WAIPIO RD";;"HONOKAA";"HI";"96727";"PAULA SEGUERRE";"808-775-9870";"11400";"KA HALE O NA KEIKI PRESCHOOL";37;"2 years";"7 years";"20211028";"Hawaii";"Honokaa"
"GCC";"KAUMANA DRIVE BAPTIST CHURCH";;"388 KAUMANA DRIVE";;"HILO";"HI";"96720";;"388 KAUMANA DRIVE";;"HILO";"HI";"96720";"VERONICA HIGA";"808-961-3309";"11539";"KAUMANA BAPTIST KEIKILAND";75;"2 years";"7 years";"20220130";"Hawaii";"Hilo"
"GCC";"ST JOSEPH CHURCH";;"1294 MAKAWAO AVE";;"MAKAWAO";"HI";"96768";;"1294 MAKAWAO AVE";;"MAKAWAO";"HI";"96768";"HELEN SOUZA";"808-572-6235";"14525";"ST JOSEPH EARLY LEARNING CENTER";49;"2 years";"7 years";"20210228";"Maui";"Makawao"
"GCC";"KAMEHAMEHA SCHOOLS";;"4109 KEALIA RD";;"ANAHOLA";"HI";"96703";;"PO BOX 250";;"KAUMAKANI";"HI";"96747";"LOU ANN PETERS";"808-335-0069";"15566";"KAMEHAMEHA SCHOOLS-NA KULA KAMALII-ANAHOLA PRESCHOOL";40;"3 years";"6 years";"20201031";"Kauai";"Anahola"
"GCC";"THE COLE ACADEMY";;"780 KEOLU DR";;"KAILUA";"HI";"96734";;"780 KEOLU DR";;"KAILUA";"HI";"96734";"EMILY AWAYA LEONG";"808-261-3012";"16648";"THE COLE ACADEMY KAILUA";60;"2 years";"12 years";"20201008";"Oahu";"Keolu Hills"
"GCC";"KAMAAINA CARE INC";;"98-939 MOANALUA ROAD";;"AIEA";"HI";"96701";;"156 C HAMAKUA DRIVE";;"KAILUA";"HI";"96734";"TANYA ZUNIGA";"808-484-7830";"17031";"KAMAAINA KIDS ST. TIMOTHY'S ACADEMY PRESCHOOL PROGRAM";88;"2 years";"10 years";"20210802";"Oahu";"Pearlridge"
"GCC";"KAHILI ADVENTIST SCHOOL";;"41132 KUHIO HWY";;"KAPAA";"HI";"96746";;"PO BOX 1147";;"KAPAA";"HI";"96746";"MELBA GAPUZ";"808-634-5423";"17235";"KAHILI ADVENTIST PRESCHOOL";12;"2 years 8 months";"7 years";"20220612";"Kauai";"Kapa'a"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"45-259 WAIKALUA ROAD";"A5";"KANEOHE";"HI";"96744";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"KIMBERLY ITAGAKI";"808-847-2400";"17496";"HCAP HEAD START BEN PARKER ELEMENTARY II";20;"3 years";"6 years";"20210214";"Oahu";"Kaneohe"
"GCC";"KAMAAINA CARE INC";;"55 MAKAWAO AVENUE";;"MAKAWAO";"HI";"96768";;"156 HAMAKUA DRIVE";"C";"KAILUA";"HI";"96734";"HEATHER NELSON";"808-572-2919";"17593";"KAMAAINA KIDS MAKAWAO PRESCHOOL";33;"2 years";"10 years";"20210630";"Maui";"Makawao"
"GCC";"KAMAAINA CARE INC";;"256 HINA AVENUE";;"KAHULUI";"HI";"96732";;"156C HAMAKUA DRIVE";;"KAILUA";"HI";"96734";"STACY CLARK";"808-250-4741";"17580";"KAMAAINA KIDS MAUI EVANGELICAL PRESCHOOL";28;"2 years";"10 years";"20210228";"Maui";"Kahului"
"GCC";"KAMEHAMEHA SCHOOLS";;"2201 KAUMAKANI RD";;"KAUMAKANI";"HI";"96747";;"PO BOX 250";;"KAUMAKANI";"HI";"96747";"LOU ANN PETERS";"808-335-0069";"15567";"KAMEHAMEHA SCHOOLS-NA KULA KAMALII-KAUMAKANI PRESCHOOL";80;"3 years";"6 years";"20201129";"Kauai";"Kaumakani"
"GCC";"AHA PUNANA LEO INC";;"45-233 KULAULI ST";"C-5 & C-6";"KANEOHE";"HI";"96744";;"96 PUUHONU PL";;"HILO";"HI";"96720";"KA'UHANE LEE";"808-236-0297";"17102";"PUNANA LEO O KO'OLAU POKO";49;"2 years";"6 years";"20210930";"Oahu";"Kaneohe"
"GCC";"MILILANI COMMUNITY CHURCH";;"95-1100 KAAPEHA ST";;"MILILANI TOWN";"HI";"96789";;"95-1100 KAAPEHA ST";;"MILILANI TOWN";"HI";"96789";"SAYAKA NAKANO";"808-200-7186";"17455";"MILILANI COMMUNITY CHURCH PRESCHOOL";36;"2 years";"6 years";"20201130";"Oahu";"Mililani Town"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"41 1330 KALANIANAOLE HWY";;"WAIMANALO";"HI";"96795";;"1132 BISHOP STREET";"STE 100";"HONOLULU";"HI";"96813";"ALLISON YOKOYAMA";;"14871";"WAIMANALO ELEMENTARY PRE PLUS HEAD START";20;"3 years";"6 years";"20201031";"Oahu";"Waimanalo"
"GCC";"NA MAKA KINDERGARTEN PREP SCHOOL";;"1254 S KING STREET";;"HONOLULU";"HI";"96814";;"1254 S KING STREET";;"HONOLULU";"HI";"96814";"MANDI SCOTT";"808-953-4852";"17589";"NA MAKA KINDERGARTEN PREP SCHOOL HONOLULU";16;"2 years";"6 years";"20201130";"Oahu";"Kapiolani"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"1434 LINAPUNI STREET";;"HONOLULU";"HI";"96819";;"1485 LINAPUNI STREET";"SUITE 105";"HONOLULU";"HI";"96819";"LORI-LEI TAGAMI";"808-792-9769";"17462";"PACT LINAPUNI HEAD START";20;"3 years";"6 years";"20201231";"Oahu";"Kalihi"
"GCC";"WAIALAE ELEMENTARY PUBLIC CHARTER SCHOOL";;"1045 19TH AVENUE";;"HONOLULU";"HI";"96816";;"1045 19TH AVENUE";;"HONOLULU";"HI";"96816";"JODIE CHEFF";"808-733-4880ext 237";"17398";"WAIALAE ELEMENTARY PUBLIC CHARTER SCHOOL PRESCHOOL PROGRAM";40;"3 years";"6 years";"20201231";"Oahu";"Waialae"
"GCC";"KAMEHAMEHA SCHOOLS";;"1867 KAIKUNANE LP";;"HONOLULU";"HI";"96817";;"1850 MAKUAKANE ST";;"HONOLULU";"HI";"96817";"ULULANI MAKUE";"808-842-8462";"17464";"KAMEHAMEHA PRESCHOOL KAPALAMA";96;"3 years";"6 years";"20201231";"Oahu";"Alewa Heights"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"2106 10TH AVE";"C4, C5 & C6";"HONOLULU";"HI";"96816";;"1132 BISHOP ST";"STE 100";"HONOLULU";"HI";"96813";"KIM ITAGAKI";"808-737-4167";"13434";"PALOLO I-III HEAD START";60;"3 years";"6 years";"20201128";"Oahu";"Palolo"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"15-890 KAHAKAI BOULEVARD";;"PAHOA";"HI";"96778";;"27 WAIANUENUE AVENUE";;"HILO";"HI";"96720";"KEALA ROWLAND";"808-961-0570";"16531";"PACT HEAD START KEONEPOKO PRE-PLUS INCLUSION";20;"3 years";"6 years";"20210930";"Hawaii";"Pahoa"
"GCC";"KAMAAINA CARE INC";;"45 JUDD STREET";;"HONOLULU";"HI";"96817";;"156 HAMAKUA DR";"STE C";"KAILUA";"HI";"96734";"DAVINELLE ESTOCADO";"808-585-9552";"17472";"KAMAAINA KIDS JUDD ST PRESCHOOL";18;"2 years";"7 years";"20201120";"Oahu";"Liliha"
"GCC";"MAKUA LANI CHRISTIAN ACADEMY";"MAKUA LANI ACADEMY";"LOWER CAMPUS";"74-4907 PALANI ROAD";"KAILUA-KONA";"HI";"96740";"MAKUA LANI ACADEMY";"PO BOX 1179";;"KAILUA-KONA";"HI";"96745";"NANCY BEGLEY";"808-329-3093";"17128";"MAKUA LANI CHRISTIAN ACADEMY 4 YEAR OLD KINDERGARTEN PROGRAM";16;"3 years 8 months";"6 years";"20210507";"Hawaii";"Kailua-Kona"
"GCC";"HAWAII CONFERENCE OF SEVENTH DAY ADVENTISTS";;"261 SOUTH PUUNENE AVENUE";;"KAHULUI";"HI";"96732";;"261 SOUTH PUUNENE AVENUE";;"KAHULUI";"HI";"96732";"JENNIFER TOMITA";"808-793-2645";"17131";"MAUI ADVENTIST PRE ELEMENTARY SCHOOL";27;"2 years 8 months";"7 years";"20210331";"Maui";"Kahului"
"GCC";"WEE ACHIEVERS INC";;"45-119 KANEOHE BAY DR";;"KANEOHE";"HI";"96744";;"1243 PUNANA LP";;"KAILUA";"HI";"96734";"TRISHA UEHARA";"808-228-2873";"17132";"WEE ACHIEVERS INC";24;"3 years";"6 years";"20210922";"Oahu";"Kaneohe"
"GCC";"SAINT THERESA SCHOOL";;"712 N SCHOOL ST";;"HONOLULU";"HI";"96817";;"712 N SCHOOL ST";;"HONOLULU";"HI";"96817";"ROXANNE CASIELO";"808-536-4703";"17177";"SAINT THERESA SCHOOL";24;"3 years";"6 years";"20201231";"Oahu";"Liliha"
"GCC";"KAMEHAMEHA SCHOOLS";"POD C-11 & POD C-12";"87-790 KULAUKU ST";;"WAIANAE";"HI";"96792";;"87-790 KULAUKU ST";;"WAIANAE";"HI";"96792";"KAILA LUI-KWAN";"808-532-8250";"17248";"KAMEHAMEHA PRESCHOOL - MA'ILI";40;"3 years";"6 years";"20210203";"Oahu";"Waianae"
"GCC";"WAIANAE COAST EARLY CHILDHOOD SERVICES, INC";;"87-790 KULAUKU ST";"POD B-7, POD B-8";"WAIANAE";"HI";"96792";;"84-1061 NOHOLIO RD";;"WAIANAE";"HI";"96792";"ANGELIQUE NAHOLOWA'A";"808-695-9400";"17249";"WAIANAE EARLY EDUCATION CENTER AT MA'ILI";40;"2 years";"6 years";"20210228";"Oahu";"Maili"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";"POD C, CLASSROOMS 9 & 10";"87-790 KULAUKU ST";;"WAIANAE";"HI";"96792";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"ERIN BASUIL";"808-847-2400";"17252";"HCAP HEAD START KA PUA I & II";40;"3 years";"6 years";"20201026";"Oahu";"Waianae"
"GCC";"HALOALAUNUIAKEA EARLY LEARNING CENTER";;"4402 WAI'ALO RD";;"ELEELE";"HI";"96705";;"PO BOX 1166";;"KALAHEO";"HI";"96741";"SASILY ""U'I"" CORR-YORKMAN";"808-335-5212";"17137";"HALOALAUNUIAKEA EARLY LEARNING CENTER";48;"2 years 8 months";"6 years";"20210930";"Kauai";"Eleele"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"99-370 MOANALUA RD";"ROOM 42";"AIEA";"HI";"96701";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"KIMBERLY ITAGAKI";"808-847-2400";"17266";"HCAP HEAD START AIEA ELEMENTARY II";18;"3 years";"6 years";"20210131";"Oahu";"Aiea Heights"
"GCC";"KAMAAINA CARE INC";;"87-227 ST JOHNS ROAD";;"WAIANAE";"HI";"96792";;"156C HAMAKUA DR";;"KAILUA";"HI";"96734";"MICHELLE FULLER";"808-696-9460";"17336";"KAMAAINA KIDS - MAILI PRESCHOOL";43;"2 years";"7 years";"20210210";"Oahu";"Maili"
"GCC";"IMUA FAMILY SERVICES";;"161 SOUTH WAKEA AVENUE";"ROOM 108";"KAHULUI";"HI";"96732";;"161 SOUTH WAKEA AVENUE";;"KAHULUI";"HI";"96732";"LYNETTE CONSTANTINO";"808-244-7467EXT 406";"17339";"IMUA INCLUSION PRESCHOOL";20;"2 years 8 months";"6 years";"20220430";"Maui";"Kahului"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"99-370 MOANALUA RD";"ROOM 41";"AIEA";"HI";"96701";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"JENNIFER TANELE";"808-843-4303";"17345";"HCAP HEAD START AIEA ELEMENTARY  I";18;"3 years";"6 years";"20210131";"Oahu";"Aiea Heights"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"5553 CORMORANT AVE";"P-12";"EWA BEACH";"HI";"96706";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"SUZIE UYEDA";"808-621-5099";"17346";"HCAP HEAD START IROQUOIS POINT";20;"3 years";"6 years";"20201207";"Oahu";"Ewa Beach"
"GCC";"NA MAKA KINDERGARTEN PREP SCHOOL";;"94-450 MOKUOLA ST";"SUITE 102";"WAIPAHU";"HI";"96797";;"94-450 MOKUOLA ST";"SUITE 102";"WAIPAHU";"HI";"96797";"MANDI SCOTT";"808-798-6358";"17350";"NA MAKA KINDERGARTEN PREP SCHOOL";38;"2 years";"6 years";"20201130";"Oahu";"Waipahu"
"GCC";"BRIGHT BEGINNING LEARNING CENTER";;"54-113 KAWAIPUNA ST";;"HAUULA";"HI";"96717";;"P.O. BOX 638";;"HAUULA";"HI";"96717";"LARA WASSON";"808-293-1801";"17279";"BRIGHT BEGINNING PRESCHOOL";70;"3 years";"6 years";"20210301";"Oahu";"Hauula"
"GCC";"FUN 2, 3 PRESCHOOL";;"8992 KULA HIGHWAY";;"KULA";"HI";"96790";;"5635 LOWER KULA ROAD";;"KULA";"HI";"96790";"VICTORIA CUNNINGHAM";"808-878-6068";"17206";"FUN 2, 3 PRESCHOOL";23;"2 years";"6 years";"20220831";"Maui";"Kula"
"GCC";"KE KULA O SAMUEL M. KAMAKAU, LPCS";;"46-500 KUNEKI STREET";;"KANEOHE";"HI";"96744";;"46-500 KUNEKI STREET";;"KANEOHE";"HI";"96744";"MEAHILAHILA KEELING";"808-235-9175";"17364";"NA PUALEI 'O SARAH KUPANIHI KAMAKAU";18;"3 years";"6 years";"20210727";"Oahu";"Kaneohe"
"GCC";"MONTESSORI EDUCATION CENTER OF HAWAII, INC.";;"65-1197 OPELO ROAD";;"KAMUELA";"HI";"96743";;"PO BOX 967";;"KAMUELA";"HI";"96743";"BONNIE BECKETT";"808-887-9214(EFF 10/15/13)";"17157";"MONTESSORI EDUCATION CENTER OF HAWAII -- WAIMEA CAMPUS";49;"2 years";"8 years";"20210131";"Hawaii";"Kamuela"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"626 MCNEILL ST";"ROOM F2";"HONOLULU";"HI";"96817";;"1132 BISHOP ST";"SUITE 100";"HONOLULU";"HI";"96813";"GRANT KOGAMI";"808-847-2400";"17209";"KALIHI KAI HEAD START";20;"3 years";"6 years";"20210630";"Oahu";"Kapalama"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"15-360 N. PUNI MAKAI ST.";;"PAHOA";"HI";"96778";;"27 WAIANUENUE AVENUE";;"HILO";"HI";"96720";"MAILIN MOY";"808-965-3120";"17368";"PACT HEAD START (HAWAIIAN BEACHES)";70;"3 years";"6 years";"20201102";"Hawaii";"Pahoa"
"GCC";"KA UMEKE KAEO";;"326 DESHA AVENUE";;"HILO";"HI";"96720";;"1500 KALANIANAOLE AVENUE";;"HILO";"HI";"96720";"LOUISA LEE";"808-933-3482";"17372";"KA 'UMEKE KA'EO HIPCS - KAI KOHOLA";36;"3 years";"6 years";"20210503";"Hawaii";"Hilo"
"GCC";"CARDEN ACADEMY OF MAUI";;"55 MAKAENA PLACE";;"PUKALANI";"HI";"96788";;"55 MAKAENA PLACE";;"PUKALANI";"HI";"96788";"KRISTI BENDON";"808-573-6651";"17376";"CARDEN ACADEMY OF MAUI";12;"3 years";"6 years";"20220930";"Maui";"Pukalani"
"GCC";"ABC FUN PRESCHOOL";;"97A OLONA STREET";;"HILO";"HI";"96720";;"97A OLONA STREET";;"HILO";"HI";"96720";"PATRICIA MATSUO";"808-934-2221";"17222";"ABC FUN PRESCHOOL";42;"3 years";"6 years";"20210315";"Hawaii";"Hilo"
"GCC";"MO'O SCHOOL / MONTESSORI OF OAHU";;"2752 WOODLAWN DRIVE";"5-114";"HONOLULU";"HI";"96822";;"2752 WOODLAWN DRIVE";"5-114";"HONOLULU";"HI";"96822";"MARY LAWRENCE GALLAGHER";"808-312-9605";"17383";"MOO SCHOOL";20;"2 years";"7 years";"20220331";"Oahu";"Woodlawn"
"GCC";"KAMEHAMEHA SCHOOLS";;"15-3022 PUNA ROAD";;"PAHOA";"HI";"96778";;"101 AUPUNI STREET";"SUITE 227";"HILO";"HI";"96720";"PEGGY KALALAU";"808-935-2165";"17390";"KAMEHAMEHA PRESCHOOL-PAHOA";40;"3 years";"6 years";"20220129";"Hawaii";"Pahoa"
"GCC";"ALAKA'I ACADEMY CORPORATION";;"745565 LUHIA STREET";;"KAILUA-KONA";"HI";"96740";;"745565 LUHIA STREET";;"KAILUA-KONA";"HI";"96740";"PABLO PENALOZA";"808-331-8000";"17170";"ALAKA'I ACADEMY";72;"2 years";"6 years";"20210217";"Hawaii";"Kailua-Kona"
"GCC";"THE COLE ACADEMY";;"94-359 MAKOHILANI ST";;"MILILANI TOWN";"HI";"96789";;"94-359 MAKOHILANI ST";;"MILILANI TOWN";"HI";"96789";"DONJA MORTON";"808-625-2001";"17310";"THE COLE ACADEMY - MILILANI";74;"2 years";"6 years";"20210201";"Oahu";"Mililani Town"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"506 WAIANUENUE AVENUE";;"HILO";"HI";"96720";;"27 WAIANUENUE AVENUE";;"HILO";"HI";"96720";"SANDRALEE JONES";"808-933-0900EXT. 5074";"17240";"PACT HEAD START HILO UNION ELEMENTARY";20;"3 years";"6 years";"20210804";"Hawaii";"Hilo"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"91-750 FT WEAVER RD";"C3";"EWA BEACH";"HI";"96706";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"JASON TAKIMOTO";"808-521-4531";"17607";"HCAP HEAD START POHAKEA II";20;"3 years";"6 years";"20210224";"Oahu";"Ewa Beach"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"2325 N. NIMITZ HWY";;"HONOLULU";"HI";"96819";;"1485 LINAPUNI ST";"STE 105";"HONOLULU";"HI";"96819";"SILVIA SHARRAR";"808-842-5996";"17642";"PACT KAHAUIKI VILLAGE HEAD START";20;"3 years";"6 years";"20201031";"Oahu";"Moanalua"
"GCC";"INSPIREME PRESCHOOL";;"94-877 LUMIAINA ST";;"WAIPAHU";"HI";"96797";;"94-877 LUMIAINA ST";;"WAIPAHU";"HI";"96797";"GENNIE KALEI DEMELLO";"808-677-8844";"17638";"INSPIREME PRESCHOOL";0;;;"0";"Oahu";"Waipahu"
"GCC";"CHILDREN WITH ALOHA ACADEMY";;"550 HALEKAUWILA ST";"#102-107";"HONOLULU";"HI";"96813";;"350 WARD AVE #106";;"HONOLULU";"HI";"96814";"VANESSA DIRUGGIERO OSORIO";"808-388-8677";"17609";"CHILDREN WITH ALOHA ACADEMY";19;"2 years";"5 years";"20201016";"Oahu";"Kakaako"
"GCC";"MAUNA LOA PRESCHOOL";;"172 KAPIOLANI  STREET";;"HILO";"HI";"96720";;"172 KAPIOLANI  STREET";;"HILO";"HI";"96720";"ABIGAIL ""JANE"" BUMANGLAG";"808-935-1545";"16196";"MAUNA LOA PRESCHOOL";24;"3 years";"5 years";"20210804";"Hawaii";"Hilo"
"GCC";"THE COLE ACADEMY";;"800 BETHEL ST";;"HONOLULU";"HI";"96813";;"800 BETHEL ST";;"HONOLULU";"HI";"96813";;;"17845";"THE COLE ACADEMY QUEEN'S COURT";16;"2 years";"6 years";"20201231";"Oahu";"DT Business District"
"GCC";"KINDER KIDS LLC";;"6660 HAWAII KAI DR";;"HONOLULU";"HI";"96825";;"6660 HAWAII KAI DR";;"HONOLULU";"HI";"96825";;;"17683";"KINDER KIDS INTERNATIONAL PRESCHOOL";38;"2 years";"7 years";"20201231";"Oahu";"Hawaii Kai"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"1 WAIANAE AVE & AYERS AVE";"RM F1";"WAHIAWA";"HI";"96786";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"RAYNELL NAMU";"808-843-4332";"17660";"HCAP HEAD START DANIEL K. INOUYE ELEMENTARY";20;"3 years";"6 years";"20201130";"Oahu";"Schofield/Wheeler"
"GCC";"HAU'OLI HAVEN EARLY CHILDHOOD EDUCATION CENTER";;"500 MANONO STREET";;"HILO";"HI";"96720";;"HC2 BOX 9565";;"KEAAU";"HI";"96749";"DORIAN LOVELL";"808-339-8889";"17846";"HAU'OLI HAVEN EARLY CHILDHOOD EDUCATION CENTER";28;"3 years";"5 years 6 months";"20201028";;
"GCC";"ISLAND SCHOOL";;"31901 KAUMUALII HWY";;"LIHUE";"HI";"96766";;"31875 KAUMUALII HWY";;"LIHUE";"HI";"96766";"SUE MACKLIN";"808-635-4212";"14287";"ISLAND SCHOOL NA PUA KEIKI";48;"2 years 8 months";"6 years";"20220130";"Kauai";"Puhi"
"GCC";"CALVARY BY THE SEA SCHOOL";;"5339 KALANIANAOLE HWY";;"HONOLULU";"HI";"96821";;"5339 KALANIANAOLE HWY";;"HONOLULU";"HI";"96821";"KAY BURGOYNE";"808-377-5104";"13028";"CALVARY BY THE SEA SCHOOL";49;"2 years";"7 years";"20210131";"Oahu";"Wailupe"
"GCC";"STEPPING STONES ACADEMY";;"94-905 WAIPAHU ST";"#200";"WAIPAHU";"HI";"96797";;"94-905 WAIPAHU ST";"#200";"WAIPAHU";"HI";"96797";"DIANA SAKURAI";"808-200-4790";"17645";"STEPPING STONES ACADEMY - WAIPAHU";40;"2 years 6 months";"6 years";"20210316";"Oahu";"Waipahu"
"GCC";"AHA PUNANA LEO INC";;"547 WAINEE STREET";;"LAHAINA";"HI";"96761";;"96 PUUHONU STREET";;"HILO";"HI";"96720";"KARYN KANEKOA";"808-740-2006";"17704";"PUNANA LEO O LAHAINA";24;"2 years";"6 years";"20201231";"Maui";"Lahaina"
"GCC";"HONOLULU METROPOLITAN FOURSQUARE CHURCH";;"429 WAIAKAMILO RD";;"HONOLULU";"HI";"96817";;"419 WAIAKAMILO RD";"SUITE D";"HONOLULU";"HI";"96817";"ELWIN AHU";"808-312-1648";"17373";"METRO CHRISTIAN ACADEMY";60;"2 years";"7 years";"20211130";"Oahu";"Kapalama"
"GCC";"SACRED HEARTS ACADEMY";;"3253 WAIALAE AVE";;"HONOLULU";"HI";"96816";;"3253 WAIALAE AVE";;"HONOLULU";"HI";"96816";"REMEDIOS BOLANTE TAM";"808-734-5058EXT. 256";"13540";"SACRED HEARTS ACADEMY JK";50;"3 years";"6 years";"20210228";"Oahu";"Kaimuki"
"GCC";"SAINT MARK LUTHERAN CHURCH AND SCHOOL";;"45-725 KAMEHAMEHA HWY";;"KANEOHE";"HI";"96744";;"45-725 KAMEHAMEHA HWY";;"KANEOHE";"HI";"96744";"MELELANI LAWRENCE";"808-247-5589";"17769";"SAINT MARK LUTHERAN SCHOOL ELC";60;"2 years 8 months";"6 years";"20210131";"Oahu";"Kaneohe"
"GCC";"KAMEHAMEHA SCHOOLS";;"5060 UAKEA RD";;"HANA";"HI";"96713";;"661 KAUMUALII ST";;"WAILUKU";"HI";"96793";"VIRGINIA ""GINA"" ROSA";"808-573-9482";"14404";"KAMEHAMEHA HANA PRESCHOOL";28;"3 years";"6 years";"20201130";"Maui";"Hana"
"GCC";"THE COLE ACADEMY";;"68148 HOOHANA STREET";;"KAMUELA";"HI";"96743";;"68148 HOOHANA STREET";;"KAMUELA";"HI";"96743";"HANNAH CARLSON";"808-731-3220";"17674";"THE COLE ACADEMY-MAUNA LANI";16;"2 years";"13 years";"20210924";"Hawaii";"Kamuela"
"GCC";"CHILD & FAMILY SERVICES KAUAI";;"4886 KAWAIHAU RD";;"KAPAA";"HI";"96746";;"2970 KELE ST";"SUITE 203";"LIHUE";"HI";"96766";"KAPAA CLASSROOM #";"808-245-5914";"14285";"KAPAA HEAD START";22;"2 years 9 months";"6 years";"20201103";"Kauai";"Kapa'a"
"GCC";"KAMEHAMEHA SCHOOLS";"KULANA OIWI CENTER";"612 MAUNALOA HIGHWAY";"BLDG A";"KAUNAKAKAI";"HI";"96748";"ATTENTION: KAILA LUI-KWA";"89-101 FARRINGTON HWY";;"WAIANAE";"HI";"96792";"KAILA LUI-KWAN";"808-534-8250";"14406";"KAMEHAMEHA PRESCHOOL-KALAMAULA";20;"3 years";"6 years";"20201031";"Molokai";"Kalamaula"
"GCC";"JUMP START PRESCHOOL";;"2550 PALI HIGHWAY";;"HONOLULU";"HI";"96817";;"2550 PALI HIGHWAY";;"HONOLULU";"HI";"96817";"SHERRI SOLT";"808-896-1419";"17661";"JUMPSTART PRESCHOOL";48;"2 years";"7 years";"20201231";"Oahu";"Nuuanu"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"41-133 HULI ST";"ROOM B-5";"WAIMANALO";"HI";"96795";;"1132 BISHOP STREET";"SUITE 100";"HONOLULU";"HI";"96813";"PAULA HASEGAWA";"808-259-7760";"13438";"POPE HEAD START";20;"3 years";"6 years";"20201231";;
"GCC";"KAUAI CHRISTIAN FELLOWSHIP";;"2731 ALA KINOIKI";;"KOLOA";"HI";"96756";;"2731 ALA KINOIKI";;"KOLOA";"HI";"96756";"JACKIE HOBAN";"808-631-6618";"17662";"KOLOA KEIKI PRESCHOOL: A COMMUNITY OUTREACH OF KCF KIDS";26;"3 years";"7 years";"20210805";"Kauai";"Koloa"
"GCC";"MONTESSORI COMMUNITY SCHOOL";;"1239 NEHOA ST";;"HONOLULU";"HI";"96822";;"1239 NEHOA ST";;"HONOLULU";"HI";"96822";"PATSY TOM";"808-522-0244";"13374";"MONTESSORI COMMUNITY SCHOOL";126;"2 years";"7 years";"20201231";"Oahu";"Makiki"
"GCC";"YMCA OF HONOLULU, LEEWARD BRANCH";;"94-440 MOKUOLA ST";;"WAIPAHU";"HI";"96797";;"94-440 MOKUOLA ST";;"WAIPAHU";"HI";"96797";;;"17805";"KID'S PREP PRESCHOOL";21;"2 years";"6 years";"20210202";"Oahu";"Waipahu"
"GCC";"KAMAAINA CARE INC";;"1054 S KING ST";;"HONOLULU";"HI";"96814";;"156 C HAMAKUA DRIVE";;"KAILUA";"HI";"96734";"NANCY GRANT";;"17748";"KAMAAINA KIDS KING STREET";49;"2 years";"10 years";"20210630";"Oahu";"Kapiolani"
"GCC";"CHILD & FAMILY SERVICES KAUAI";;"3343 KANAKOLU ST";;"LIHUE";"HI";"96766";;"2970 KELE ST";"SUITE 203";"LIHUE";"HI";"96766";"CAROL RIOPTA";"808-341-1076";"17789";"LIHUE HEAD START";24;"3 years";"6 years";"20201026";"Kauai";"Lihu'e"
"GCC";"LITTLE HOKU MONTESSORI ACADEMY, LLC";;"220 MOI PLACE";;"KIHEI";"HI";"96753";;"PO BOX 34";;"KIHEI";"HI";"96753";"SHADI NADERI";"808-866-6072";"17791";"LITTLE HOKU MONTESSORI ACADEMY, LLC";24;"2 years 4 months";"8 years";"20210731";"Maui";"Kihei"
"GCC";"KOLOA EARLY SCHOOL";;"5521 KOLOA RD";;"KOLOA";"HI";"96756";;"PO BOX 1302";;"KOLOA";"HI";"96756";"MANDIE GIBSON";"808-742-1769";"14305";"THE KOLOA EARLY SCHOOL";49;"2 years 8 months";"7 years";"20201106";"Kauai";"Koloa"
