ServiceType;ProviderName;Building;Street1;Street2;City;State;ZipCode;Building(Mailing);Street1(Mailing);Street2(Mailing);City(Mailing);State(Mailing);ZipCode(Mailing);ContactPerson;Phone;LicenseNo;LicenseName;Capacity;MinimumAge;MaximumAge;LicensePeriodStart;LicensePeriodEnd
FCC;ALMAREZ, CHERYL ANN H;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-256-8617;16063;CHERYL-ANN AND JAMES ALMAREZ;6;3 months;5 years;01/10/2018;01/09/2020
FCC;PIPER, JOHNNETTA J;;;;MILILANI TOWN;HI;96789;;;;MILILANI TOWN;HI;96789;;808-265-7160;17585;JOHNNETTA & PATRICK PIPER;6;6 weeks;13 years;04/19/2018;04/18/2019
FCC;WOODWARD, LARALEI K;;;;KAPAA;HI;96746;;;;KAPAA;HI;96746;;808-346-8273;15897;LLEWELLYN & LARALEI WOODWARD;6;1 day;12 years;05/21/2018;05/20/2020
FCC;INES, RAYDYN K;;;;KAMUELA;HI;96743;;;;KAMUELA;HI;96743;;808-960-8044;17447;RAYDYN AND SEVERO INES JR, DBA ;6;6 weeks;13 years;04/20/2018;04/19/2019
FCC;LAU, TEHANI K;;;;KANEOHE;HI;96744;;;;KANEOHE;HI;96744;;808-265-8553;17563;TEHANI & HENRY LAU, III;4;1 week;13 years;06/07/2018;06/06/2019
FCC;DUCOSIN, RACHELLE L;;;;KAMUELA;HI;96743;;PO BOX 2211;;KAMUELA;HI;96743;;808-731-6070;17567;RACHELLE DUCOSIN AND GARRICK ;6;6 weeks;13 years;03/07/2018;03/06/2019
FCC;AKAO, IRIS B;;;;KAILUA-KONA;HI;96740;;;;KAILUA-KONA;HI;96740;;808-557-9109;17528;IRIS AKAO;6;6 weeks;12 years;01/17/2018;01/16/2019
FCC;HILTON, KELEA MARIA;;;;HONOLULU;HI;96818;;;;HONOLULU;HI;96818;;808-398-0425;17501;KELEA HILTON;5;6 weeks;6 years;10/01/2017;09/30/2018
FCC;KAMI, TERRI L;;;;PEARL CITY;HI;96782;;;;PEARL CITY;HI;96782;;808-216-8253;17519;TERRI AND ROBIN KAMI;6;6 weeks;5 years;09/16/2017;09/15/2018
FCC;AQUINO, MICHELLE J;;;;KAILUA;HI;96734;;;;KAILUA;HI;96734;;808-352-5760;17541;MICHELLE & DARRELL AQUINO;6;1 year;12 years;05/01/2018;04/30/2019
FCC;AIWOHI, HANNAH K;;;;WAIANAE;HI;96792;;;;WAIANAE;HI;96792;;808-268-1438;17568;HANNAH & KEALA AIWOHI;5;2 months;7 years;04/25/2018;04/24/2019
FCC;BELL, REBECCA J;;;;HAIKU;HI;96708;;;;HAIKU;HI;96708;;808-268-5334;17570;REBECCA BELL;6;1 day;13 years;07/01/2016;06/30/2018
FCC;MEZA, DIAMOND C;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-777-9080;17571;DIAMOND AND ERNESTO MEZA;4;6 weeks;14 years;04/20/2018;04/19/2019
FCC;FRAZIER, CHRISTINA M;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-237-0224;17590;CHRISTINA & CHARLES FRAZIER;6;6 weeks;10 years;09/29/2017;09/28/2018
FCC;MAGLINTI, AMY J;;;;KAPAA;HI;96746;;;;KAPAA;HI;96746;;808-635-7750;16780;CARLAN & AMY MAGLINTI;6;1 day;10 years;11/08/2016;11/07/2018
FCC;HUNTER, MELODY R;;;;ANAHOLA;HI;96703;;PO BOX 239;;KILAUEA;HI;96754;;808-346-5367;17367;MELODY HUNTER;5;1 day;13 years;10/13/2017;10/12/2019
FCC;YOU, DYNASTEE L;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-554-5735;17402;DYNASTEE & SAM YOU;6;2 months;6 years;09/01/2017;08/31/2018
FCC;ADAMS, DANIELLE M;;;;KULA;HI;96790;;;;KULA;HI;96790;;808-250-5579;17463;DANIELLE ADAMS;6;2 years;6 years;06/01/2018;05/31/2019
FCC;MIGUEL, JENNIFERLOUISE K;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-782-3938;17468;JENNIFER-LOUISE MIGUEL;6;6 weeks;6 years;06/15/2018;06/14/2019
FCC;DOMENDEN, ROSELINE K;;;;LIHUE;HI;96766;;PO BOX 1062;;LIHUE;HI;96766;;808-645-0258;17469;ALEJANDRO AND ROSELINE DOMENDEN;6;1 day;12 years;09/07/2017;09/06/2018
FCC;HILLEN, LINDSEY K;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-306-7814;17242;LINDSEY AND NATHAN HILLEN;6;6 weeks;6 years;07/01/2018;06/30/2020
FCC;PURDY, LACEY K;;;;MILILANI TOWN;HI;96789;;;;MILILANI TOWN;HI;96789;;808-364-4477;17243;LACEY PURDY;3;6 weeks;12 years;08/05/2017;08/04/2018
FCC;CHANG, SHAWNA M;;;;LAHAINA;HI;96761;;;;LAHAINA;HI;96761;;808-667-7655;17328;SHAWNA & RYAN CHANG;6;6 months;5 years;03/01/2018;02/29/2020
FCC;MCCOMBER, HELEN K;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-636-7892;17330;HELEN AND MONTE MCCOMBER;6;3 years;6 years;02/04/2018;02/03/2019
FCC;KAKSHAPATI, SALINA;;;;HONOLULU;HI;96813;;;;HONOLULU;HI;96813;;808-429-1546;17183;SALINA & BIKRAM KAKSHAPATI;6;4 weeks;10 years;04/01/2018;03/31/2020
FCC;TOKUHISA, ROBIN E;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-721-5209;17254;ROBIN AND KEVIN TOKUHISA;6;1 month;7 years;05/14/2018;05/13/2019
FCC;PEILER, MICHELLE K;;;;MILILANI TOWN;HI;96789;;;;MILILANI TOWN;HI;96789;;808-625-2577;17255;MICHELLE AND RON PEILER;6;6 weeks;12 years;07/22/2017;07/21/2018
FCC;LOPEZ, WENDY F;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-959-5171;17331;WENDY AND ALBERT LOPEZ;6;2 months;5 years;04/15/2018;04/14/2019
FCC;COFFMAN, GALINA N;;;;LIHUE;HI;96766;;;;LIHUE;HI;96766;;808-634-8401;17334;COFFMAN, GALINA;4;1 day;12 years;05/24/2018;05/23/2019
FCC;GENOVIA, HEALOHAMELE W;;;;KAMUELA;HI;96743;;;;KAMUELA;HI;96743;;808-315-0080;17353;HEALOHAMELE GENOVIA;6;6 months;12 years;06/19/2018;06/18/2019
FCC;AINA-PAAOAO, CHANELLE L;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-430-9770;17149;CHANELLE AINA-PA'AOAO AND HIENJI ;6;2 months;11 years;10/31/2017;10/30/2018
FCC;KUINKEL, SHANTA P;;;;HONOLULU;HI;96826;;;;HONOLULU;HI;96826;;808-892-4046;17150;SHANTA KUINKEL & NAVA RAJ KUINKEL;6;2 months;10 years;07/01/2017;06/30/2019
FCC;ZANE, JEREMY D;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-877-3220;17200;JEREMY AND DARRYL ZANE;6;3 months;11 years;04/01/2018;03/31/2020
FCC;AKANA, DORISANN M;;;;MAKAWAO;HI;96768;;;;MAKAWAO;HI;96768;;808-268-9337;17202;DORIS ANN & JOHN AKANA;6;1 day;9 years;05/01/2018;04/30/2019
FCC;VIA, DANIELLE R;;;;KIHEI;HI;96753;;;;KIHEI;HI;96753;;808-269-6161;17278;DANIELLE AND TERRY VIA;6;1 year;11 years;10/01/2017;09/30/2018
FCC;ECHAVARIA, PEGEEN C;;;;MILILANI TOWN;HI;96789;;;;MILILANI TOWN;HI;96789;;808-381-5372;17361;PEGEEN AND TERRENCE ECHAVARIA;6;1 year 6 months;6 years;07/23/2017;07/22/2018
FCC;FERNANDEZ, BRENDA B;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-877-0587;17153;BRENDA FERNANDEZ;6;1 day;7 years;10/01/2017;09/30/2018
FCC;LUPSKI, JAMEY K;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-782-7616;17204;JAMEY AND MICHAEL LUPSKI;5;6 weeks;6 years;03/31/2018;03/30/2019
FCC;PETERSEN, LINDA L;;;;MAKAWAO;HI;96768;;;;MAKAWAO;HI;96768;;808-280-1465;17284;LINDA PETERSEN;6;2 years;13 years;09/01/2017;08/31/2019
FCC;KEUSEN DAYAO, EVA C;;;;HONOLULU;HI;96815;;;;HONOLULU;HI;96815;;808-388-4787;17210;EVA KEUSEN DAYAO & MARK DAYAO;6;1 year;9 years;08/01/2017;07/31/2018
FCC;RIECK, MARIE G;;;;KEAAU;HI;96749;;HC 3 BOX 11021;;KEAAU;HI;96749;;808-966-4436;17289;MARIE'S MONTESSORI HALE;6;2 years;6 years;10/20/2017;10/19/2018
FCC;ABREU, JOLLEEN L;;;;LIHUE;HI;96766;;;;LIHUE;HI;96766;;808-652-2652;17158;KALANI AND JOLLEEN ABREU;6;1 year 6 months;5 years;10/01/2017;09/30/2018
FCC;ALIPIO, GINETTE M;;;;HONOLULU;HI;96822;;;;HONOLULU;HI;96822;;808-382-3009;17159;GINETTE ALIPIO;6;4 months;5 years;01/02/2017;01/01/2019
FCC;WILLIAMSON, KATHLEEN M;;;;PAHOA;HI;96778;;PO BOX 1453;;PAHOA;HI;96778;;808-469-4847;17292;KATHLEEN WILLIAMSON;6;1 year;7 years;11/14/2017;11/13/2018
FCC;FLETCHER, MARLA L;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-744-1186;17295;MARLA AND MICHAEL FLETCHER;6;4 months;12 years;03/09/2018;03/08/2019
FCC;GAUI, JENNIE P;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-852-1270;17220;JENNIE GAUI;6;1 day;13 years;05/07/2018;05/06/2019
FCC;ASO, LUPE H;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-298-7217;17301;LUPE ASO & BABY MAHE;6;1 day;7 years;01/01/2018;12/31/2018
FCC;MARTINS, ANNA C;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-935-7170;17381;ANNA AND CHARLES MARTINS;6;1 year 6 months;8 years;08/20/2017;08/19/2018
FCC;FIGUEROA, MARYANN T;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-368-3081;17387;MARYANN & JAMES FIGUEROA, JR.;6;6 weeks;10 years;08/28/2017;08/27/2018
FCC;DIRE, SHERRY L;;;;KOLOA;HI;96756;;;;KOLOA;HI;96756;;808-346-8306;17305;JAMES & SHERRY DIRE;6;1 year;6 years;02/17/2018;02/16/2019
FCC;HAYASHI, MEGAN L;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-230-5059;17169;MEGAN HAYASHI AND ALVIN AGUSTIN;5;1 day;13 years;11/08/2017;11/07/2018
FCC;BALINBIN, ELIZABETH E;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;651-245-8086;17231;ELIZABETH AND ERIC BALINBIN;6;1 day;7 years;09/01/2017;08/31/2018
FCC;REYES, ANGELA C;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-276-7438;17307;ANGELA AND THOMAS REYES;6;2 years;6 years;02/01/2018;01/31/2019
FCC;WRIGHT, RACHEL-LEIGH K;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-778-0563;17126;RACHEL-LEIGH WRIGHT;5;3 months;12 years;06/10/2018;06/09/2020
FCC;MARTINEZ, SHANNAN M;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-888-0852;17317;SHANNAN & RUSSELL MARTINEZ;5;1 month;12 years;02/27/2017;02/26/2019
FCC;JACOBS, DALE;;;;KILAUEA;HI;96754;;;;KILAUEA;HI;96754;;808-828-1294;15010;DALE JACOBS;6;1 year;12 years;11/25/2017;11/24/2019
FCC;DELAESPRIELLA, DESIREE C;;;;LAHAINA;HI;96761;;P O BOX 12838;;LAHAINA;HI;96761;;954-397-9355;17630;DESIREE AND OSCAR DE LA ESPRIELLA;6;1 day;7 years;01/16/2018;11/30/2018
FCC;DEMELLO, DORIANN L;;;;WAIANAE;HI;96792;;;;WAIANAE;HI;96792;;808-927-1567;17623;DORIANN & WILLIAM DEMELLO;6;3 years;5 years;11/16/2017;11/15/2018
FCC;SAIKI-SAWAMURA, AMY S;;;;AIEA;HI;96701;;;;AIEA;HI;96701;;808-488-7933;14128;AMY SAIKI-SAWAMURA & EDWARD ;6;2 months;5 years;12/09/2017;12/08/2019
FCC;OHIA, CASSIDY C;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-542-3879;17627;CASSIDY AND ALAKAI OHIA;5;6 weeks;13 years;12/11/2017;12/10/2018
FCC;GONSALVES, LINDA M;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-312-2248;17280;LINDA AND WILLIAM GONSALVES;6;6 weeks;14 years;09/15/2017;09/14/2018
FCC;OLIVEIRA, TIFFANY M;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-205-1071;17639;TIFFANY OLIVEIRA AND ROYCE ;5;1 day;13 years;02/26/2018;02/28/2019
FCC;ERMITANO, SUSANA M;;;;MOUNTAINVIEW;HI;96771;;P.O. BOX 662;;MOUNTAINVIEW;HI;96771;;808-968-6979;17641;SUSANA ERMITANO;6;3 months;13 years;12/06/2017;03/07/2019
FCC;CUMMINGS, KUULEI A;;;;ANAHOLA;HI;96703;;PO BOX 1913;;KAPAA;HI;96746;;808-652-2587;17657;KAPENA AND KUULEI CUMMINGS;4;1 day;12 years;06/25/2018;06/24/2019
FCC;POLENDEY, KIMBERLY J;;;;PAIA;HI;96779;;;;PAIA;HI;96779;;808-579-9378;17633;KIMBERLY POLENDEY;6;1 year 6 months;7 years;12/01/2017;11/30/2018
FCC;KEKIPI, UATUAHINE K;;;;WAIKOLOA;HI;96738;;P.O. BOX 385348;;WAIKOLOA;HI;96738;;808-785-4334;17667;WAIKOLOA KEIKI DAYCARE;0;;;;
FCC;PASCO, MISTY L;;;;KIHEI;HI;96753;;;;KIHEI;HI;96753;;808-357-3733;17675;MISTY PASCO;6;1 year 6 months;4 years;07/01/2018;06/30/2019
FCC;SANTOSBRAS, CECILIA I;;;;PUKALANI;HI;96788;;;;PUKALANI;HI;96788;;808-357-7948;17610;CECELIA SANTOS BRAS;6;1 day;13 years;08/08/2017;07/31/2018
FCC;OTAKE, RUBYLYN P;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-269-5490;17618;RUBYLYN AND CHAD OTAKE;6;1 day;6 years;10/01/2017;09/30/2018
FCC;NOBREGA, CRYSTALNANEA K;;;;KAPAA;HI;96746;;;;KAPAA;HI;96746;;808-652-4163;17636;CRYSTAL NANEA NOBREGA;5;1 month;7 years;04/09/2018;04/08/2019
FCC;IHA, SUSAN;;;;KAILUA;HI;96734;;;;KAILUA;HI;96734;;;17619;SUSAN IHA;6;6 weeks;13 years;01/15/2018;01/14/2019
FCC;IAUKEA, CHRISTINA P;;;;KAILUA-KONA;HI;96740;;;;KAILUA-KONA;HI;96740;;808-896-3208;17532;CHRISTINA IAUKEA AND LUIS ALVES, DBA ;6;1 month;13 years;07/05/2017;07/04/2018
FCC;COBBADAMS, MONICA A;;;;KAILUA;HI;96734;;;;KAILUA;HI;96734;;808-263-3746;13056;COBBADAMS, MONICA & JACOB;6;6 weeks;13 years;03/21/2018;03/20/2020
FCC;MATSUYAMA, LAURA A;;;;LIHUE;HI;96766;;;;LIHUE;HI;96766;;808-346-8960;17100;ROY & LAURA MATSUYAMA;6;1 day;11 years;03/21/2018;03/20/2020
FCC;GARVIN, YUANA;;;;MAKAWAO;HI;96768;;;;MAKAWAO;HI;96768;;808-633-4189;15878;YUANA GARVIN;6;1 year;6 years;04/01/2018;03/31/2020
FCC;DOUGHERTY, NOREEN;;;;KAPAA;HI;96746;;PO BOX 685;;KAPAA;HI;96746;;808-823-0619;15946;NOREEN DOUGHERTY;6;2 years 6 months;12 years;08/24/2017;08/23/2019
FCC;YAMASHITA, LINDA C;;;;KAILUA-KONA;HI;96740;;;;KAILUA-KONA;HI;96740;;808-325-5498;17677;JUST KIDDING AROUND CHILDCARE;0;;;;
FCC;PINT, MEILANI;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-384-8657;17298;MEILANI & MARK PINT;5;1 year 6 months;13 years;08/26/2017;08/25/2018
FCC;GAMBILL, CRYSTAL A;;;;KAILUA-KONA;HI;96740;;;;KAILUA-KONA;HI;96740;;808-990-8916;17270;CRYSTAL AND CHRISTEPHER GAMBILL;6;2 months;12 years;01/06/2018;01/05/2019
FCC;ANDAYA, NATASHA L;;;;MAKAWAO;HI;96768;;PO BOX 880559;;PUKALANI;HI;96788;;808-573-6909;17625;NATASHA & KAILANA ANDAYA;6;2 months;13 years;11/06/2017;11/30/2018
FCC;RAPOZO, ASHLEY A;;;;ANAHOLA;HI;96703;;PO BOX 112;;ANAHOLA;HI;96703;;808-652-5090;17634;RAY AND ASHLEY RAPOZO JR;3;1 month;12 years;03/01/2018;02/28/2019
FCC;NEWHOUSE, NICOLE A;;;;LIHUE;HI;96766;;;;LIHUE;HI;96766;;808-635-0232;17529;NICOLE NEWHOUSE;6;1 year;12 years;03/01/2018;12/28/2018
FCC;PEGUERO, RACHEL L;;;;WAIKOLOA;HI;96738;;;;WAIKOLOA;HI;96738;;408-775-2280;17640;RACHEL PEGUERO AND EMELIANO ;6;6 months;5 years;02/08/2018;02/07/2019
FCC;SANTOS, MAELISA;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-250-0741;17672;MAELISA & CLIFFORD SANTOS;6;1 day;13 years;06/01/2018;05/31/2020
FCC;KENUI, DORIS M;;;;KEAAU;HI;96749;;PO BOX 2049;;KEAAU;HI;96749;;808-982-9798;17451;DORIS KENUI;6;1 year;5 years;05/11/2018;05/10/2019
FCC;GERSABA, FILEXTINE P;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-222-3020;15650;FILEXTINE AND RYAN GERSABA;6;1 day;6 years;06/19/2018;06/18/2020
GCC;DOMINICAN SISTERS OF THE MOST HOLY;;94-1249 LUMIKULA ST;;WAIPAHU;HI;96797;;94-1249 LUMIKULA ST;;WAIPAHU;HI;96797;SISTER CECILIA FABULAR;808-676-1452;14124;ROSARY PRESCHOOL;58;3 years;6 years;05/16/2018;05/15/2020
GCC;DORIS TODD CHRISTIAN ACADEMY;;519 BALDWIN AVENUE;;PAIA;HI;96779;;519 BALDWIN AVENUE;;PAIA;HI;96779;ALEA TUPUA;808-579-8334;14679;DORIS TODD CHRISTIAN ACADEMY;35;3 years;6 years;06/01/2017;05/31/2019
GCC;E MALAMA I NA KEIKI O LANAI;;751 FRASER AVE;;LANAI CITY;HI;96763;;PO BOX 630327;;LANAI CITY;HI;96763;JANINE CERVANTES;808-565-6266;14386;E MALAMA I NA KEIKI O LANAI ;36;2 years;6 years;03/01/2017;03/31/2019
GCC;ABUNDANT LIFE UNITED PENTECOSTAL CHURCH;;650 KILANI AVE;;WAHIAWA;HI;96786;;650 KILANI AVE;;WAHIAWA;HI;96786;JUDITH WASSON;808-621-5433;13680;ABUNDANT LIFE CHILD CARE CENTER;45;2 years;8 years;12/01/2017;11/30/2019
GCC;AE KAMALII PRESCHOOL;;2943 KRESS ST;;LIHUE;HI;96766;;2943 KRESS ST;SUITE B;LIHUE;HI;96766;PENNI TAKETA;808-245-6622;14250;AE KAMALII PRESCHOOL;40;2 years;8 years;05/02/2017;05/01/2019
GCC;AHA PUNANA LEO INC;;103 SOUTH HIGH ST;;WAILUKU;HI;96793;;96 PUUHONU PLACE;;HILO;HI;96720;CHRISTINE KILI NAMAUU;808-244-5676;14466;PUNANA LEO O MAUI;30;2 years;6 years;11/01/2016;10/31/2018
GCC;AHA PUNANA LEO INC;;2200 FARRINGTON AVE;;HOOLEHUA;HI;96729;;96 PUUHONU STREET;;HILO;HI;96720;"CHERYL ""UILANI"" RAMOS";808-567-9211;14467;PUNANA LEO O MOLOKAI;24;2 years;6 years;11/01/2016;10/31/2018
GCC;AHA PUNANA LEO INC;;31821H KAUMUALII HWY;;LIHUE;HI;96766;;96 PUUHONU PL;;HILO;HI;96720;PUALANI KAHOOHANOHANO;808-935-4304(808);12308;PUNANA LEO O KAUAI;30;2 years;6 years;11/01/2016;10/31/2018
GCC;AHA PUNANA LEO INC;;811004 KONAWAENA SCH. RD;;KEALAKEKUA;HI;96750;C/O AHA PUNANA LEO INC;96 PUUHONU PLACE;;HILO;HI;96720;PUALANI KAHOOHANOHANO;808-323-8052;12312;PUNANA LEO O KONA;15;2 years;6 years;11/01/2017;10/31/2019
GCC;AHA PUNANA LEO INC;;64756 MAMALAHOA HWY;;KAMUELA;HI;96743;C/O AHA PUNANA LEO INC.;96 PUUHONU PLACE;;HILO;HI;96720;ERIN O'DONNELL;808-885-7166;12317;PUNANA LEO O WAIMEA;24;2 years;6 years;11/01/2016;10/31/2018
GCC;ALL SAINTS PRESCHOOL;;1065 KUHIO HWY;;KAPAA;HI;96746;;PO BOX 248;;KAPAA;HI;96746;RYAN NEWMAN;808-822-0122;14251;ALL SAINTS PRESCHOOL;60;2 years 10 months;6 years;03/18/2017;03/17/2019
GCC;MERRY GO ROUND PRESCHOOL;;98-456 KAAHELE ST;;AIEA;HI;96701;;94-069 WAIPAHU ST;;WAIPAHU;HI;96797;ROSE;808-677-8009;13719;ALPHABETLAND PRESCHOOL AND ;84;2 years;6 years;05/01/2017;04/30/2019
GCC;MERRY GO ROUND PRESCHOOL;;1716 KOMO MAI DR;;PEARL CITY;HI;96782;;94-069 WAIPAHU ST;;WAIPAHU;HI;96797;GWEN HAMAMURA;808-677-8009;13720;ALPHABETLAND PRESCHOOL - PEARL ;69;1 year;6 years;06/01/2018;05/31/2020
GCC;MERRY GO ROUND PRESCHOOL;;94-069 WAIPAHU ST;;WAIPAHU;HI;96797;;94-069 WAIPAHU ST;;WAIPAHU;HI;96797;AMY ARIZALA;808-677-8009;15283;ALPHABETLAND PRESCHOOL - WAIPAHU;170;2 years;6 years;06/01/2018;05/31/2020
GCC;ANGELS AT PLAY PRESCHOOL & KINDERGARTEN;;2062 S KING ST;;HONOLULU;HI;96826;;2062 S KING ST;;HONOLULU;HI;96826;LORI AGENA;808-944-2625;12997;ANGELS AT PLAY PRESCHOOL & ;90;2 years 8 months;7 years;06/01/2017;05/31/2019
GCC;CALVARY UNITED PENTECOSTAL CHURCH;;1215 ALA AOLANI ST;;HONOLULU;HI;96819;;1215 ALA AOLANI ST;;HONOLULU;HI;96819;KATHLEEN AGBISIT;808-834-5728;13748;CALVARY CHILD CARE CENTER;49;2 years;6 years;01/01/2016;12/31/2018
GCC;CENTRAL UNION CHURCH;;1660 S BERETANIA ST;;HONOLULU;HI;96826;;1660 S BERETANIA;;HONOLULU;HI;96826;MARIE HOOK;808-946-4025X101;13040;CENTRAL UNION CHURCH PRESCHOOL ;192;2 years;7 years;07/01/2017;06/30/2019
GCC;CHAMINADE UNIVERSITY OF HONOLULU;;3140 WAIALAE AVE;;HONOLULU;HI;96816;;3140 WAIALAE AVE;;HONOLULU;HI;96816;FRANCESCA DEMATTOS;808-735-4875;13294;L ROBERT ALLEN MONTESSORI CENTER;36;2 years 9 months;7 years;09/01/2017;08/31/2019
GCC;CHILD & FAMILY SERVICES KAUAI;;4160 HOALA ST;BUILDING 1;LIHUE;HI;96766;;2970 KELE ST;203;LIHUE;HI;96766;REINA KURISU;808-652-9262;14290;KOA KEIKI HEAD START;20;2 years 9 months;6 years;10/01/2016;09/30/2018
GCC;CHILD & FAMILY SERVICES KAUAI;;3223 POIPU RD;;KOLOA;HI;96756;;2970 KELE ST;203;LIHUE;HI;96766;REINA KURISU;808-652-9262;14773;KOLOA HEAD START;18;2 years 9 months;6 years;10/04/2016;09/25/2018
GCC;CHRIST THE KING CHURCH;;211 KAULAWAHINE ST;;KAHULUI;HI;96732;;211 KAULAWAHINE ST;;KAHULUI;HI;96732;CAROLE ARAKAWA;808-877-3587;14373;CHRIST THE KING CHILD DEVELOPMENT ;49;2 years;7 years;06/01/2018;05/31/2020
GCC;FIRST ASSEMBLY OF GOD;;3400 MOANALUA RD;;HONOLULU;HI;96819;;3400 MOANALUA RD;;HONOLULU;HI;96819;KATHRYN NISHIE;808-836-0233;13700;CHRISTIAN ACADEMY PRESCHOOL;115;2 years;6 years;01/20/2017;01/19/2019
GCC;KAAHUMANU HOU CHRISTIAN SCHOOL;;777 MOKULELE HIGHWAY;;KAHULUI;HI;96732;;777 MOKULELE HIGHWAY;;KAHULUI;HI;96732;JONI UEMURA;808-871-2477;14451;NOAHS ARK EARLY CHILDHOOD CENTER;64;2 years;6 years;11/01/2017;10/31/2019
GCC;FIRST BAPTIST CHURCH OF HALEIWA;;66-415 HALEIWA RD;;HALEIWA;HI;96712;;66-415 HALEIWA RD;;HALEIWA;HI;96712;TONI RESPICIO;808-637-4847;13786;FIRST BAPTIST PRESCHOOL OF HALEIWA;65;2 years;9 years;11/01/2017;10/31/2019
GCC;THE FIRST CHINESE CHURCH OF CHRIST;;1061 YOUNG ST;;HONOLULU;HI;96814;;1061 YOUNG ST;;HONOLULU;HI;96814;NANCY GRANT;808-593-9889;13093;THE FIRST CHINESE CHURCH OF CHRIST ;49;2 years;6 years;07/01/2017;06/30/2019
GCC;FIRST UNITED METHODIST CHURCH;;1020 S  BERETANIA ST;;HONOLULU;HI;96814;;1020 S BERETANIA ST;;HONOLULU;HI;96814;HELENA OGLE;808-522-9565;13094;FIRST UNITED METHODIST CHURCH ;49;2 years;12 years;02/01/2017;01/31/2019
GCC;FRIENDSHIP BIBLE CHURCH;;91-1207 RENTON RD;;EWA BEACH;HI;96706;;91-1207 RENTON RD;;EWA BEACH;HI;96706;MOLLY NORDEN;808-687-3638;13792;FRIENDSHIP CHRISTIAN SCHOOLS AT ;131;2 years 8 months;7 years;01/05/2017;01/04/2019
GCC;GOOD SHEPHERD LUTHERAN LCMS;;638 N KUAKINI ST;;HONOLULU;HI;96817;;638 N KUAKINI ST;;HONOLULU;HI;96817;RITA TAM WAT;808-533-3088;13117;GOOD SHEPHERD PRESCHOOL;100;2 years 8 months;8 years;04/10/2017;05/31/2019
GCC;HALEAKALA WALDORF SCHOOL;;4160 LOWER KULA ROAD;;KULA;HI;96790;;4160 LOWER KULA ROAD;;KULA;HI;96790;GISELE LALOND;808-878-2511;14545;HALEAKALA WALDORF SCHOOL;78;2 years;7 years;11/01/2017;10/31/2019
GCC;HANALANI SCHOOLS;;94-294 ANANIA DR;;MILILANI TOWN;HI;96789;;94-294 ANANIA DR;;MILILANI TOWN;HI;96789;HEATHER TALMAGE;808-625-0737;13819;HANALANI SCHOOLS EARLY CHILDHOOD;116;2 years;6 years;02/01/2018;01/31/2020
GCC;WAIOKEOLA CHURCH PRESCHOOL;;4705 KILAUEA AVE;;HONOLULU;HI;96816;;4705 KILAUEA AVE;;HONOLULU;HI;96816;LILY VIRAY-WRIGHT;808-734-4277;13656;WAIOKEOLA CHURCH PRESCHOOL;120;2 years 8 months;6 years;09/01/2017;08/31/2019
GCC;KAHULUI BAPTIST CHURCH;;309 S PUUNENE AVE;;KAHULUI;HI;96732;;309 S PUUNENE AVE;;KAHULUI;HI;96732;MELANIE NISHITA;808-877-7243;14399;KAHULUI BAPTIST PRESCHOOL;72;2 years 8 months;6 years;02/01/2017;01/31/2019
