"id";"name";"address";"city";"state";"zip";"county";"phone";"location website";"email";"details";"main url";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour"
1199121;"GODS PRECIOUS LITTLE ANGELS INC";"612 N 65TH ST";"PHILADELPHIA";"PA";19151;"PHILADELPHIA";2154765179;;;;;;;;;;;;;;;;;;;;;;
1199127;"KINDER ACADEMY INC";"7922 BUSTLETON AVE";"PHILADELPHIA";"PA";19152;"PHILADELPHIA";2157287700;;;;;;;;;;;;;;;;;;;;;;
1199126;"HOPE FOR THE FUTURE CHILDCARE SOLUTIONS";"2249 W HUNTING PARK AVE";"PHILADELPHIA";"PA";19140;"PHILADELPHIA";2674016029;;;;;;;;;;;;;;;;;;;;;;
1199128;"CARING FOR MINDS EARLY LEARNING CENTER";"4560 WAYNE AVE";"PHILADELPHIA";"PA";19144;"PHILADELPHIA";2673353881;;;;;;;;;;;;;;;;;;;;;;
1199129;"LEARNING LADDER ABCS 123S LLC";"3967 FORD RD";"PHILADELPHIA";"PA";19131;"PHILADELPHIA";2156179493;;;;;;;;;;;;;;;;;;;;;;
1199130;"EDUCATION NATION LEARNING ACADEMY";"1600 W HUNTING PARK AVE";"PHILADELPHIA";"PA";19140;"PHILADELPHIA";2673353903;;;;;;;;;;;;;;;;;;;;;;
1199131;"BEAUTIFUL BEGINNINGS CHILDCARE CENTER INC";"8421 FRANKFORD AVE";"PHILADELPHIA";"PA";19136;"PHILADELPHIA";2152145137;;;;;;;;;;;;;;;;;;;;;;
1199134;"PRINCIPALS DEMONSTRATION & PREPARATORY ACADEMY";"7532 HAVERFORD AVE";"PHILADELPHIA";"PA";19151;"PHILADELPHIA";2158782888;;;;;;;;;;;;;;;;;;;;;;
1199132;"LET ME BE ME SHINING STARZ ACADEMY";"2001 S 23RD ST";"PHILADELPHIA";"PA";19145;"PHILADELPHIA";2154621000;;;;;;;;;;;;;;;;;;;;;;
1199135;"CHILDRENS WORLD DAYCARE CENTER";"2601 W SELTZER ST";"PHILADELPHIA";"PA";19132;"PHILADELPHIA";2152252136;;;;;;;;;;;;;;;;;;;;;;
1199138;"MILESTONES ENRICHMENT ACADEMY";"1852 FRANKFORD AVE";"PHILADELPHIA";"PA";19125;"PHILADELPHIA";2156448971;;;;;;;;;;;;;;;;;;;;;;
1199136;"YOUNG WITH OPTIONS ACADEMIC CENTER";"5310 MARKET ST";"PHILADELPHIA";"PA";19139;"PHILADELPHIA";;;;;;;;;;;;;;;;;;;;;;;
1199137;"UMMIES KIDDIE KOTTAGE DAYCARE & LRNG CTR";"5040 GERMANTOWN AVE # 42";"PHILADELPHIA";"PA";19144;"PHILADELPHIA";2673352173;;;;;;;;;;;;;;;;;;;;;;
1199139;"MEMAS BABIES";"1248 OAK LANE AVE";"PHILADELPHIA";"PA";19126;"PHILADELPHIA";2673855135;;;;;;;;;;;;;;;;;;;;;;
1199140;"JOHNSON CHILD CARE CENTER";"1935 MEDARY AVE";"PHILADELPHIA";"PA";19141;"PHILADELPHIA";;;;;;;;;;;;;;;;;;;;;;;
1199141;"LIL GENIUSES ACADEMY";"13550 BUSTLETON AVE";"PHILADELPHIA";"PA";19116;"PHILADELPHIA";2156950755;;;;;;;;;;;;;;;;;;;;;;
1199142;"HERE WE GROW DAY CARE";"6410 CASTOR AVE";"PHILADELPHIA";"PA";19149;"PHILADELPHIA";2155332430;;;;;;;;;;;;;;;;;;;;;;
1199143;"CHILDRENS COMMUNITY SCHOOL";"1212 S 47TH ST";"PHILADELPHIA";"PA";19143;"PHILADELPHIA";2157241740;;;;;;;;;;;;;;;;;;;;;;
1199144;"BRIGHTSIDE ACADEMY";"2010 N VAN PELT ST";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2152325010;;;;;;;;;;;;;;;;;;;;;;
1199147;"ANOINTED FLAVORS LEARNING CENTER";"1929 W HUNTING PARK AVE";"PHILADELPHIA";"PA";19140;"PHILADELPHIA";2676321720;;;;;;;;;;;;;;;;;;;;;;
1199145;"HAMILTON OST";"5640 SPRUCE ST";"PHILADELPHIA";"PA";19139;"PHILADELPHIA";2155103031;;;;;;;;;;;;;;;;;;;;;;
1199146;"VISION TO VICTORY CHRISTIAN LEARNING CENTER";"4609 E HOWELL ST";"PHILADELPHIA";"PA";19135;"PHILADELPHIA";2157672118;;;;;;;;;;;;;;;;;;;;;;
1199148;"TOGETHER WE GROW AND PROSPER LEARNING CTR";"615 N 68TH ST";"PHILADELPHIA";"PA";19151;"PHILADELPHIA";2154773535;;;;;;;;;;;;;;;;;;;;;;
1199149;"MEMORABLE MOMENTS YOUTH DEVELOPMENT PROGRAM INC";"7602 OGONTZ AVE";"PHILADELPHIA";"PA";19150;"PHILADELPHIA";2159272345;;;;;;;;;;;;;;;;;;;;;;
1199150;"IMAGINATION EARLY LEARNING CENTER";"5354 GREENE ST";"PHILADELPHIA";"PA";19144;"PHILADELPHIA";2673355132;;;;;;;;;;;;;;;;;;;;;;
1199151;"OPEN ARMS EARLY LEARNING AND DEVELOPMENT";"6701 E ROOSEVELT BLVD";"PHILADELPHIA";"PA";19149;"PHILADELPHIA";2153335437;;;;;;;;;;;;;;;;;;;;;;
1199153;"LOVIE LEES STARS OF TOMORROW LLC";"6830 OLD YORK RD";"PHILADELPHIA";"PA";19126;"PHILADELPHIA";2155492133;;;;;;;;;;;;;;;;;;;;;;
1199154;"FRUITS OF LIFE ACADEMY AND LEARNING CENTER";"4323 LANCASTER AVE";"PHILADELPHIA";"PA";19104;"PHILADELPHIA";2156629888;;;;;;;;;;;;;;;;;;;;;;
1199152;"NUMBERS & COLORS LEARNING CENTER LLC";"1541 W PORTER ST";"PHILADELPHIA";"PA";19145;"PHILADELPHIA";2153360896;;;;;;;;;;;;;;;;;;;;;;
1199156;"KIDDIE PREP ACADEMY LLC";"5851 MARKET ST";"PHILADELPHIA";"PA";19139;"PHILADELPHIA";2157489996;;;;;;;;;;;;;;;;;;;;;;
1199157;"LITTLE LEARNERS CHILDCARE 2";"3414 KENSINGTON AVE";"PHILADELPHIA";"PA";19134;"PHILADELPHIA";2672575193;;;;;;;;;;;;;;;;;;;;;;
1199155;"NATURAL TOUCH AND NURTURING ACADEMY PRESCHOOL";"6009 N 5TH ST";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2675395076;;;;;;;;;;;;;;;;;;;;;;
1199158;"KIDZ PIC N PLAY CHILDCARE CENTER LLC";"4830 LONGSHORE AVE";"PHILADELPHIA";"PA";19135;"PHILADELPHIA";2672584258;;;;;;;;;;;;;;;;;;;;;;
1199159;"BRILLIANT BEGINNINGS EARLY LEARNING CENTER LLC";"2051 W OREGON AVE # 53";"PHILADELPHIA";"PA";19145;"PHILADELPHIA";2675192505;;;;;;;;;;;;;;;;;;;;;;
1199162;"THE ASPEN GROVE SCHOOL";"1600 CHRISTIAN ST";"PHILADELPHIA";"PA";19146;"PHILADELPHIA";2156873824;;;;;;;;;;;;;;;;;;;;;;
1199163;"MONTGOMERY EARLY LEARNING CENTERS AT POINT BREEZE";"2140 FEDERAL ST";"PHILADELPHIA";"PA";19146;"PHILADELPHIA";4847042484;;;;;;;;;;;;;;;;;;;;;;
1199164;"AL MADINAH LEARNING CENTER";"1416 POINT BREEZE AVE";"PHILADELPHIA";"PA";19146;"PHILADELPHIA";2673253865;;;;;;;;;;;;;;;;;;;;;;
1199160;"EXCELSIOR SCHOOL OF PHILADELPHIA";"2106 HAINES STREET";"PHILADELPHIA";"PA";19138;"PHILADELPHIA";2677076142;;;;;;;;;;;;;;;;;;;;;;
1199161;"HAPPY LITTLE FEET CHILDCARE CENTER";"5343 W BERKS ST";"PHILADELPHIA";"PA";19131;"PHILADELPHIA";2158799360;;;;;;;;;;;;;;;;;;;;;;
1199165;"HOPE RISING CHILD LEARNING CENTER";"8233 STENTON AVE";"PHILADELPHIA";"PA";19150;"PHILADELPHIA";2673857786;;;;;;;;;;;;;;;;;;;;;;
1199166;"SOMEONES BRILLIANT PERFORMING ARTS LLC";"4204 KENSINGTON AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2672923215;;;;;;;;;;;;;;;;;;;;;;
1199167;"GERMANTOWN DAY SCHOOL";"5450 GERMANTOWN AVE";"PHILADELPHIA";"PA";19144;"PHILADELPHIA";2159515585;;;;;;;;;;;;;;;;;;;;;;
1199168;"LITTLE STEPS 2 PARADISE LLC";"145 W CHELTEN AVE";"PHILADELPHIA";"PA";19144;"PHILADELPHIA";2672133549;;;;;;;;;;;;;;;;;;;;;;
1199169;"OUR HOUSE MONTESSORI LLC";"1733 SPRING GARDEN ST";"PHILADELPHIA";"PA";19130;"PHILADELPHIA";2157013937;;;;;;;;;;;;;;;;;;;;;;
1199176;"SUNRISE OF PHILA AT FRANCIS SCOTT KEY SCHOOL";"2226 S 8TH ST";"PHILADELPHIA";"PA";19148;"PHILADELPHIA";2159526216;;;;;;;;;;;;;;;;;;;;;;
1199173;"SERENITY EARLY LEARNING CENTER 2";"5090 SUMMERDALE AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2152892229;;;;;;;;;;;;;;;;;;;;;;
1199174;"DARE TO BE DIFFERENT LEARNING ACADEMY LLC";"7574 HAVERFORD AVE";"PHILADELPHIA";"PA";19151;"PHILADELPHIA";6106396416;;;;;;;;;;;;;;;;;;;;;;
1199175;"KIDS CASTLE LEARNING CENTER";"9331 KREWSTOWN RD";"PHILADELPHIA";"PA";19115;"PHILADELPHIA";2156772000;;;;;;;;;;;;;;;;;;;;;;
1199171;"TODDLER UNIVERSITY PRESCHOOL & NURSERY";"1917 E WASHINGTON LN";"PHILADELPHIA";"PA";19138;"PHILADELPHIA";;;;;;;;;;;;;;;;;;;;;;;
1199172;"A MOTHERS TOUCH DAYCARE IN PHILLY";"1923 CECIL B MOORE AVE";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2157652136;;;;;;;;;;;;;;;;;;;;;;
1199170;"LITTLE PEOPLE BIG DREAMS EARLY LEARNING CENTER";"6732 TORRESDALE AVE";"PHILADELPHIA";"PA";19135;"PHILADELPHIA";2153320700;;;;;;;;;;;;;;;;;;;;;;
1199180;"LM LADYBUG INC";"123 W TABOR RD";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2154552619;;;;;;;;;;;;;;;;;;;;;;
1199179;"CHILDRENS GARDEN ACADEMY DEVELOPMENT CTR";"6543 GREENE STREET";"PHILADELPHIA";"PA";19119;"PHILADELPHIA";2158441110;;;;;;;;;;;;;;;;;;;;;;
1199178;"HIGH STREET LEARNING CENTER";"222 HIGH STREET";"PHILADELPHIA";"PA";19144;"PHILADELPHIA";2154381682;;;;;;;;;;;;;;;;;;;;;;
1199177;"ROCK FOUNDATION EARLY LEARNING ACADEMY";"7255 OGONTZ AVE";"PHILADELPHIA";"PA";19138;"PHILADELPHIA";2158425154;;;;;;;;;;;;;;;;;;;;;;
1199183;"THE CHILDRENS HOUSE OF PHILADELPHIA";"2611 S BROAD ST";"PHILADELPHIA";"PA";19148;"PHILADELPHIA";2155700757;;;;;;;;;;;;;;;;;;;;;;
1199182;"UNIVERSAL KIDS II CHILDCARE LEARNING CENTER";"1741 S 54TH ST";"PHILADELPHIA";"PA";19143;"PHILADELPHIA";2157260300;;;;;;;;;;;;;;;;;;;;;;
1199181;"LITTLE LEARNERS LITERACY ACADEMY";"2501 S BROAD ST";"PHILADELPHIA";"PA";19148;"PHILADELPHIA";2152797051;;;;;;;;;;;;;;;;;;;;;;
1199184;"Pleasant Playground";"6757 CHEW AVE";"PHILADELPHIA";"PA";19119;"PHILADELPHIA";2156852230;;;;;;;;;;;;;;;;;;;;;;
1199185;"DIVINE MINDS CHILDCARE LLC";"6323 RISING SUN AVE";"PHILADELPHIA";"PA";19111;"PHILADELPHIA";2156138941;;;;;;;;;;;;;;;;;;;;;;
1199186;"YouthCOR-Pollock";"2850 WELSH RD";"PHILADELPHIA";"PA";19152;"PHILADELPHIA";2156811904;;;;;;;;;;;;;;;;;;;;;;
1199187;"SAAVY ACADEMY COMPANY";"2739 W JEFFERSON ST";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2677772167;;;;;;;;;;;;;;;;;;;;;;
1199190;"SHAKE RATTLE AND ROLL LEARNING CENTER";"1415 W ERIE AVE";"PHILADELPHIA";"PA";19140;"PHILADELPHIA";2152237655;;;;;;;;;;;;;;;;;;;;;;
1199189;"AMBASADOR ACADEMY ROBOTS AND MENTORS";"5301 SPRUCE ST";"PHILADELPHIA";"PA";19139;"PHILADELPHIA";2155501669;;;;;;;;;;;;;;;;;;;;;;
1199188;"HEAVENS ANGELS";"4677 FRANKFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";3022207464;;;;;;;;;;;;;;;;;;;;;;
1199192;"GREENER LITTLE SEEDS LLC";"2534 AMBER ST";"PHILADELPHIA";"PA";19125;"PHILADELPHIA";2152797151;;;;;;;;;;;;;;;;;;;;;;
1199191;"AMR LEARNING PLAY ZONE LLC";"6261 N BROAD ST";"PHILADELPHIA";"PA";19141;"PHILADELPHIA";2152233548;;;;;;;;;;;;;;;;;;;;;;
1199194;"SEE IT THROUGH";"3300 N 3RD ST";"PHILADELPHIA";"PA";19140;"PHILADELPHIA";2155109558;;;;;;;;;;;;;;;;;;;;;;
1199193;"FISHTOWN MONTESSORI SCHOOL";"307 E GIRARD AVE";"PHILADELPHIA";"PA";19125;"PHILADELPHIA";2158211455;;;;;;;;;;;;;;;;;;;;;;
1199197;"P AND P SUNNSIDE ACADEMY III";"5400 W GIRARD AVE";"PHILADELPHIA";"PA";19131;"PHILADELPHIA";2679786779;;;;;;;;;;;;;;;;;;;;;;
1199196;"PATTERSON PREPARATORY";"5801 MASTER ST";"PHILADELPHIA";"PA";19131;"PHILADELPHIA";2154777737;;;;;;;;;;;;;;;;;;;;;;
1199195;"TABERNACLE LUTHERAN";"5843 SPRUCE ST";"PHILADELPHIA";"PA";19139;"PHILADELPHIA";2158178294;;;;;;;;;;;;;;;;;;;;;;
1199199;"RISING SCHOLARS";"9307 BANES ST";"PHILADELPHIA";"PA";19115;"PHILADELPHIA";2154643150;;;;;;;;;;;;;;;;;;;;;;
1199198;"YOUNG aCHIEVERS LEARNING CENTER-LOWELL ELEM SCHL";"450 W NEDRO AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2156982347;;;;;;;;;;;;;;;;;;;;;;
1199200;"ENCHANTED CHILD DEVELOPMENT 2";"13250 TREVOSE RD";"PHILADELPHIA";"PA";19116;"PHILADELPHIA";2158016766;;;;;;;;;;;;;;;;;;;;;;
1199201;"VARE WASHINGTON SCHOOL";"1114 S 5TH ST";"PHILADELPHIA";"PA";19147;"PHILADELPHIA";2154681645;;;;;;;;;;;;;;;;;;;;;;
1199202;"LINCOLN DAY EDUCATIONAL CENTER";"1839 ELLSWORTH ST";"PHILADELPHIA";"PA";19146;"PHILADELPHIA";2158178294;;;;;;;;;;;;;;;;;;;;;;
1199203;"DRIPPING KNOWLEDGE CHILDCARE LLC";"2066 E LEHIGH AVE";"PHILADELPHIA";"PA";19125;"PHILADELPHIA";2676399600;;;;;;;;;;;;;;;;;;;;;;
1199204;"A BRIGHTER 2MORROW";"5501 SPRUCE ST";"PHILADELPHIA";"PA";19139;"PHILADELPHIA";2154742650;;;;;;;;;;;;;;;;;;;;;;
1199205;"ANNS KIDS EDUCATIONAL CENTER";"10200 JAMISON AVE";"PHILADELPHIA";"PA";19116;"PHILADELPHIA";2158696864;;;;;;;;;;;;;;;;;;;;;;
1199206;"UNITY ACADEMY LEARNING CENTER AND CHILDCARE";"4008 LANCASTER AVE";"PHILADELPHIA";"PA";19104;"PHILADELPHIA";2678923077;;;;;;;;;;;;;;;;;;;;;;
1199287;"LEHIGH VALLEY CHILDRENS CENTERS/MUHLENBERG SCH";"740 N 21ST ST";"ALLENTOWN";"PA";18104;"LEHIGH";4842641307;;;;;;;;;;;;;;;;;;;;;;
1199288;"Active Learning Centers LLC";"1044 TREXLERTOWN RD";"BREINIGSVILLE";"PA";18031;"LEHIGH";6108414333;;;;;;;;;;;;;;;;;;;;;;
1199289;"DREAM GARDEN DAYCARE AND LEARNING CENTER LLC";"1222 W WASHINGTON ST";"ALLENTOWN";"PA";18102;"LEHIGH";4842218900;;;;;;;;;;;;;;;;;;;;;;
1199290;"GREENWAY CREATIVE LEARNING CENTER LLC";"3119 SEIPLES STATION RD";"WHITEHALL";"PA";18052;"LEHIGH";6107993635;;;;;;;;;;;;;;;;;;;;;;
1199291;"LIFESPAN DAYCARE INC";"1651 N CEDAR CREST BLVD";"ALLENTOWN";"PA";18104;"LEHIGH";;;;;;;;;;;;;;;;;;;;;;;
1199292;"LEADERS OF OUR FUTURE LEARNING CENTER LLC";"815 N 12TH ST";"ALLENTOWN";"PA";18102;"LEHIGH";4842219862;;;;;;;;;;;;;;;;;;;;;;
1199293;"LEHIGH CHILDRENS ACADEMY";"5910 HAMILTON BLVD";"ALLENTOWN";"PA";18106;"LEHIGH";6108415801;;;;;;;;;;;;;;;;;;;;;;
1199294;"COUNTRY KIDS CHILD CARE INC";"5992 FAITH UCC";"CENTER VALLEY";"PA";18034;"LEHIGH";6102822871;;;;;;;;;;;;;;;;;;;;;;
1199295;"LUVS & HUGS FAMILY CENTER";"1302 HANOVER AVE";"ALLENTOWN";"PA";18109;"LEHIGH";6104395882;;;;;;;;;;;;;;;;;;;;;;
1199296;"LEHIGH VALLEY CHILDRENS CENTERS/CHASE ELC";"540 CHEW ST";"ALLENTOWN";"PA";18102;"LEHIGH";6108205333;;;;;;;;;;;;;;;;;;;;;;
1199297;"PARKLAND PRESCHOOL INC D/B/A THE GODDARD SCHOOL";"8230 HAMILTON BLVD";"BREINIGSVILLE";"PA";18031;"LEHIGH";4844080010;;;;;;;;;;;;;;;;;;;;;;
1199298;"KIDDIE CITY EARLY LEARNING CENTER INC";"1309 W GORDON ST";"ALLENTOWN";"PA";18102;"LEHIGH";6103511364;;;;;;;;;;;;;;;;;;;;;;
1199299;"LIBERTY BELL ELEMENTARY";"960 W OXFORD ST";"COOPERSBURG";"PA";18036;"LEHIGH";6102821850;;;;;;;;;;;;;;;;;;;;;;
1199300;"LEHIGH VALLEY CHILDRENS CENTERS/SOUTH MOUNT";"2002 S ALBERT ST";"ALLENTOWN";"PA";18103;"LEHIGH";6107914828;;;;;;;;;;;;;;;;;;;;;;
1199301;"KIDDIE CITY CHILD CARE INC";"1801 UNION BLVD";"ALLENTOWN";"PA";18109;"LEHIGH";6104330100;;;;;;;;;;;;;;;;;;;;;;
1199302;"ABC CHILDRENS DAY CARE CENTER";"625 CHEW ST";"ALLENTOWN";"PA";18102;"LEHIGH";6104325003;;;;;;;;;;;;;;;;;;;;;;
1199303;"BRIGHT CREATIONS LEARNING CENTER LLC";"7462 PENN DR";"ALLENTOWN";"PA";18106;"LEHIGH";6108413522;;;;;;;;;;;;;;;;;;;;;;
1199304;"EAST PENN CHILDRENS LEARNING ACADEMY LLC";"49 W PENN AVE";"ALBURTIS";"PA";18011;"LEHIGH";6109282273;;;;;;;;;;;;;;;;;;;;;;
1199305;"THE DEVINE SCHOOL";"153 LUMBER ST";"MACUNGIE";"PA";18062;"LEHIGH";;;;;;;;;;;;;;;;;;;;;;;
1199306;"Kula Childrens Center";"833 N 13TH ST";"ALLENTOWN";"PA";18102;"LEHIGH";4843503557;;;;;;;;;;;;;;;;;;;;;;
1199307;"LEHIGH VALLEY CHILDRENS CENTERS AT CASA GUADALUPE";"218 N 2ND ST";"ALLENTOWN";"PA";18102;"LEHIGH";6108205333;;;;;;;;;;;;;;;;;;;;;;
1199308;"RED DOOR EARLY LEARNING CENTER INC";"4777 SAUCON CREEK RD";"CENTER VALLEY";"PA";18034;"LEHIGH";4842642916;;;;;;;;;;;;;;;;;;;;;;
1199324;"RHYMING THYME INC";"612 AND 614 MARATTA RD";"ALIQUIPPA";"PA";15001;"BEAVER";7243787974;;;;;;;;;;;;;;;;;;;;;;
1199325;"Jam at Faith Community United Methodist Church";"341 JEFFERSON ST";"ROCHESTER";"PA";15074;"BEAVER";7247753447;;;;;;;;;;;;;;;;;;;;;;
1199326;"TINY TOT CHILD DEVELOPMENT CENTER";"Pre K Counts Rochester";"Rochester";"PA";15074;"BEAVER";7247757500;;;;;;;;;;;;;;;;;;;;;;
1199327;"Bullfrogs & Butterflies Child Care Center Inc";"Paramount Co-op";"Ambridge";"PA";15003;"BEAVER";7243850869;;;;;;;;;;;;;;;;;;;;;;
1199328;"FORBES CHILDCARE";"913 23RD ST";"ALIQUIPPA";"PA";15001;"BEAVER";7247881544;;;;;;;;;;;;;;;;;;;;;;
1199329;"QUEEN HORTONS CHILD CARE";"1100 8TH AVE";"NEW BRIGHTON";"PA";15066;"BEAVER";7243842515;;;;;;;;;;;;;;;;;;;;;;
1199330;"TINY TOT CHILD DEVELOPMENT CENTER";"Pre K Counts New Brighton";"New Brighton";"PA";15066;"BEAVER";7248431795;;;;;;;;;;;;;;;;;;;;;;
1199334;"WISH UPON A STAR PS/CC AT TURBOTVILLE ELEMENTARY";"301 PINE ST";"TURBOTVILLE";"PA";17772;"NORTHUMBERLAND";5706495164;;;;;;;;;;;;;;;;;;;;;;
1199336;"BROOKE CHAPMANS DAYCARE";"88 FOX LANE RD";"WAYMART";"PA";18472;"WAYNE";5706896019;;;;;;;;;;;;;;;;;;;;;;
1199338;"LEHIGH VALLEY CHILDRENS CENTERS AT WILSON";"301 S 21ST ST";"EASTON";"PA";18042;"NORTHAMPTON";6103498612;;;;;;;;;;;;;;;;;;;;;;
1199339;"CREATIVE LEARNING CENTER OF THE LEHIGH VALLEY INC";"3421 NIGHTINGALE DR";"EASTON";"PA";18045;"NORTHAMPTON";6104384172;;;;;;;;;;;;;;;;;;;;;;
1199340;"PROJECT OF EASTON INC";"330 FERRY ST";"EASTON";"PA";18042;"NORTHAMPTON";6102584361;;;;;;;;;;;;;;;;;;;;;;
1199341;"LEHIGH VALLEY CHILDRENS CENTER AT EASTON MIDDLE SC";"1010 ECHO TRL";"EASTON";"PA";18040;"NORTHAMPTON";5708205333;;;;;;;;;;;;;;;;;;;;;;
1199342;"KIDS CLUB LLC";"2104 STEFKO BLVD";"BETHLEHEM";"PA";18017;"NORTHAMPTON";6104194727;;;;;;;;;;;;;;;;;;;;;;
1199343;"SLATE BELT YMCA";"315 W PENNSYLVANIA AVE";"PEN ARGYL";"PA";18072;"NORTHAMPTON";6108814470;;;;;;;;;;;;;;;;;;;;;;
1199344;"Learn-N-Play 2 School Care LLC";"2437 PLAZA CT";"BATH";"PA";18014;"NORTHAMPTON";6103652016;;;;;;;;;;;;;;;;;;;;;;
1199345;"CHILDHOOD DREAMS DAYCARE INC";"10 BRICK KILN CT";"NORTHAMPTON";"PA";18067;"NORTHAMPTON";6102623116;;;;;;;;;;;;;;;;;;;;;;
1199346;"THE CHILD DEVELOPMENT CENTER OF EASTON";"45 N 9TH ST";"EASTON";"PA";18042;"NORTHAMPTON";6104381507;;;;;;;;;;;;;;;;;;;;;;
1199347;"THE LEARNING EXPERIENCE";"2955 LINDEN ST";"BETHLEHEM";"PA";18017;"NORTHAMPTON";6104194530;;;;;;;;;;;;;;;;;;;;;;
1199348;"LEHIGH VALLEY CHILDRENS CENTERS AT AVONA ELEM";"2317 FRONT ST";"EASTON";"PA";18042;"NORTHAMPTON";6108205333;;;;;;;;;;;;;;;;;;;;;;
1199353;"THE CHILDRENS LEARNING CENTER AT PENN COLLEGE";"ONE COLLEGE AVE.";"WILLIAMSPORT";"PA";17701;"LYCOMING";5703263761;;;;;;;;;;;;;;;;;;;;;;
1199354;"LYTER ELEMENTARY SCHOOL";"1900 SPRUCE ST";"MONTOURSVILLE";"PA";17754;"LYCOMING";5703682614;;;;;;;;;;;;;;;;;;;;;;
1199355;"FIRETREE PLACE";"600 CAMPBELL ST";"WILLIAMSPORT";"PA";17701;"LYCOMING";5703609946;;;;;;;;;;;;;;;;;;;;;;
1199356;"FUN ACADEMY LLC";"145 ASHLER MANOR DR";"MUNCY";"PA";17756;"LYCOMING";5704453813;;;;;;;;;;;;;;;;;;;;;;
1199358;"LIGHTHOUSE FAMILY DEVELOPMENT CENTER";"1632 RIDGE RD";"BELLE VERNON";"PA";15012;"FAYETTE";7249293670;;;;;;;;;;;;;;;;;;;;;;
1199359;"TODAYS LEARNING CHILD CARE";"80 HUFF AVE";"GREENSBURG";"PA";15601;"WESTMORELAND";7248348687;;;;;;;;;;;;;;;;;;;;;;
1199360;"GRANDMAS HOUSE LLC";"616 FIRST STREET EXT";"APOLLO";"PA";15613;"WESTMORELAND";;;;;;;;;;;;;;;;;;;;;;;
1199361;"FROCK CHILDCARE LEARNING CENTER LLC";"107 OAK ST";"MOUNT PLEASANT";"PA";15666;"WESTMORELAND";7245472531;;;;;;;;;;;;;;;;;;;;;;
1199362;"IRWIN CHILDRENS CENTER";"HOLY TRINITY LUTHERAN CH";"IRWIN";"PA";15642;"WESTMORELAND";7248640700;;;;;;;;;;;;;;;;;;;;;;
1199363;"LITTLE DUCKLINGS PUDDLE ACADEMY";"112 BYERLY DR";"JEANNETTE";"PA";15644;"WESTMORELAND";7247718513;;;;;;;;;;;;;;;;;;;;;;
1199364;"NEW KENSINGTON EARLY CARE AND EDUCATION CENTER";"1129 LEISHMAN AVE";"NEW KENSINGTON";"PA";15068;"WESTMORELAND";7243354311;;;;;;;;;;;;;;;;;;;;;;
1199365;"YWCA WESTMORELAND COUNTY KIDZ ZONE/ROSTRAVER";"ROSTRAVER ELEMENTARY";"BELLE VERNON";"PA";15012;"FAYETTE";4125256481;;;;;;;;;;;;;;;;;;;;;;
1199366;"Carousel Daycare and Learning Center";"903 A BROAD AVE";"BELLE VERNON";"PA";15012;"FAYETTE";7249293522;;;;;;;;;;;;;;;;;;;;;;
1199367;"Brightside Academy";"504 COWAN AVE";"JEANNETTE";"PA";15644;"WESTMORELAND";7245232861;;;;;;;;;;;;;;;;;;;;;;
1199372;"The Clubhouse For Kids Only Inc";"2996 SUGAN RD # 2996";"SOLEBURY";"PA";18963;"Bucks";2153161229;;;;;;;;;;;;;;;;;;;;;;
1199373;"DISCOVER LEARN AND GROW CENTER";"420 MILL ST";"BRISTOL";"PA";19007;"BUCKS";2154587333;;;;;;;;;;;;;;;;;;;;;;
1199374;"VAMONOS";"640 EASTON RD";"WARRINGTON";"PA";18976;"BUCKS";2157780549;;;;;;;;;;;;;;;;;;;;;;
1199375;"Pam and Pams Latchkey Kid Program";"5621 BENSALEM BLVD # 23";"BENSALEM";"PA";19020;"BUCKS";2156387649;;;;;;;;;;;;;;;;;;;;;;
1199376;"THE GODDARD SCHOOL";"138 MILL RD";"QUAKERTOWN";"PA";18951;"BUCKS";;;;;;;;;;;;;;;;;;;;;;;
1199377;"STAGES ACADEMY";"2401 HERITAGE CENTER DR";"FURLONG";"PA";18925;"BUCKS";2153470777;;;;;;;;;;;;;;;;;;;;;;
1199378;"LOWER BUCKS FAMILY YMCA NEWTOWN BRANCH SYCAMORE";"190 S SYCAMORE ST";"NEWTOWN";"PA";18940;"BUCKS";2672912220;;;;;;;;;;;;;;;;;;;;;;
1199379;"WEE CARE TOO DAYCARE AND EARLY LEARNING CENTER";"50 N PENNSYLVANIA AVE";"MORRISVILLE";"PA";19067;"BUCKS";2157363700;;;;;;;;;;;;;;;;;;;;;;
1199380;"LITTLE BRANCHES";"320 EDISON FURLONG RD";"DOYLESTOWN";"PA";18901;"BUCKS";;;;;;;;;;;;;;;;;;;;;;;
