"Provider Name";"Address";"City";"State";"Zip";"Telephone";"License Type";"License Number";"E-Mail";"Web Site";"Progamm Type";"Enrolled in Subsidized Child Care Program";"County";"ID";"DetailsURL"
"MARY JANE DAY CARE";"506 BOBWHITE CT";"FAYETTEVILLE";"NC";28303;"(910) 867-5649";"Three Star Center License";26002355;"nakiamccarthy37@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002355;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002355"
"MORGANTON ROAD ELEMENTARY PRIME TIME";"102 BONANZA DRIVE";"FAYETTEVILLE";"NC";28303;"(910) 867-0913";"Three Star Center License";26001639;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001639;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001639"
"MS. ANN'S DAY CARE";"607 HELEN STREET";"FAYETTEVILLE";"NC";28303;"(910) 822-3313";"Four Star Family CC Home License";26001446;"ianthiawarner59@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26001446;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001446"
"MS. GAIL'S CHILD CARE HOME";"800 BEDFORD RD";"FAYETTEVILLE";"NC";28303;"(910) 624-5243";"Three Star Family CC Home License";26000273;"mellowmom2012@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26000273;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000273"
"NEXT STEP CHILDCARE CENTER";"566 N REILLY ROAD";"FAYETTEVILLE";"NC";28303;"(910) 860-4556";"Four Star Center License";26002351;"nextstepcenter@nc.rr.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002351;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002351"
"NOAH'S ARK DAYCARE";"6215 MILFORD RD";"FAYETTEVILLE";"NC";28303;"(520) 220-7135";"Two Star Family CC Home License";26002149;"kleinemousejaira@hotmail.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002149;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002149"
"PANDA DAY CARE & CREATIVE SCHOOL III";"260 MEED ST";"FAYETTEVILLE";"NC";28303;"(910) 868-0909";"Four Star Center License";26000886;"pandadaycare3@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000886;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000886"
"PONDEROSA DAYCARE, LLC";"507 SANTA FE DR";"FAYETTEVILLE";"NC";28303;"(910) 491-3699";"Three Star Center License";26000227;"wendyjmathis12@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000227;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000227"
"PONDEROSA ELEMENTARY";"311 BONANZA DR";"FAYETTEVILLE";"NC";28303;"(910) 864-0148";"Five Star Center License";26002195;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26002195;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002195"
"PRECIOUS LAMBS QUALITY CHILD CARE SERVICE";"6204 WHITEHALL DRIVE";"FAYETTEVILLE";"NC";28303;"(910) 487-6322";"Four Star Family CC Home License";26000991;"preciouslambs1@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26000991;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000991"
"RUZIE CHILDCARE";"1263 BROMLEY DRIVE";"FAYETTEVILLE";"NC";28303;"(910) 257-7615";"Four Star Center License";26000832;"ruziechildcare@aol.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000832;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000832"
"TINY TREASURES DAYCARE & LEARNING CENTER";"5318 YADKIN RD";"FAYETTEVILLE";"NC";28303;"(910) 860-8889";"Four Star Center License";26002356;"tinytreasures5318@aol.com";"www.tinytreasuresnc.com";"Child Care Center";"Yes";"Cumberland";26002356;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002356"
"TUTORING HOUSE LLC";"1503 PALMER DRIVE";"FAYETTEVILLE";"NC";28303;"(910) 483-6263";"Four Star Family CC Home License";26002387;"shirleygrissett@aol.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002387;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002387"
"VANSTORY HILLS PRIME TIME";"400 FOXHALL ROAD";"FAYETTEVILLE";"NC";28303;"(910) 483-0149";"Three Star Center License";26001633;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001633;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001633"
"VILLAGE BAPTIST PRESCHOOL";"906 S MCPHERSON CHURCH ROAD";"FAYETTEVILLE";"NC";28303;"(910) 486-5544";"GS 110-106";26001133;"daycare@villagebc.org";"villagebaptistpreschool.church";"Child Care Center";"No";"Cumberland";26001133;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001133"
"WATCH US GROW LEARNING CENTER";"203 LOVINGTON DR";"FAYETTEVILLE";"NC";28303;"(910) 261-8912";"Three Star Family CC Home License";26002282;"watchusgrowllc@gmail.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002282;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002282"
"YADKIN ROAD HEAD START";"5869 YADKIN ROAD";"FAYETTEVILLE";"NC";28303;"(910) 864-0564";"Four Star Center License";26002022;"annie.kelly@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26002022;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002022"
"ALOHA DAY CARE";"1944 PAISLEY AVE";"FAYETTEVILLE";"NC";28304;"(910) 779-2548";"Two Star Family CC Home License";26002288;"daycarelady28307@aol.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002288;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002288"
"ALPHA ACADEMY";"8030 RAEFORD RD";"FAYETTEVILLE";"NC";28304;"(910) 223-7711";"Five Star Center License";26002213;"alphaacademy@earthlink.net";"Not Available";"Child Care Center";"Yes";"Cumberland";26002213;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002213"
"ALPHA OMEGA DAY ACADEMY";"5701 VICKSBURG COURT";"FAYETTEVILLE";"NC";28304;"(910) 977-1057";"Four Star Family CC Home License";26002171;"alphaomegadayacademy37@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002171;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002171"
"ASHLEY PRIME TIME";"810 TRAINER DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 678-2451";"Three Star Center License";26001613;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001613;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001613"
"BIRDS NEST MONTESSORI SCHOOL";"6867 RAEFORD ROAD";"FAYETTEVILLE";"NC";28304;"(910) 867-4073";"Three Star Center License";26001771;"birdsnestmontessorischool@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001771;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001771"
"BORDEAUX CREATIVE SCHOOL";"3005 BOONE TRAIL EXT";"FAYETTEVILLE";"NC";28304;"(910) 323-9711";"Five Star Center License";2655200;"vanessa.mckoy@creativeschools.com";"www.creativeschools.com";"Child Care Center";"Yes";"Cumberland";2655200;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2655200"
"BRENTWOOD ELEMENTARY";"1115 BINGHAM DR";"FAYETTEVILLE";"NC";28304;"(910) 864-5310";"Five Star Center License";26002206;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26002206;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002206"
"CARPENTER'S CHILD CARE";"4914 PAULSUN DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 425-1855";"Five Star Family CC Home License";26001534;"tcarpenter18@nc.rr.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26001534;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001534"
"CHERUBS DAYCARE CENTER II";"7652 RAEFORD RD";"FAYETTEVILLE";"NC";28304;"(910) 867-1995";"Three Star Center License";26002406;"cherubsdcc@gmail.com";"Not Available";"Child Care Center";"No";"Cumberland";26002406;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002406"
"CHILDCARE NETWORK #109";"5791 PEPPERBUSH RD";"FAYETTEVILLE";"NC";28304;"(910) 424-0576";"Five Star Center License";26001134;"cni109@childcarenetwork.com";"www.childcarenetwork.net";"Child Care Center";"Yes";"Cumberland";26001134;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001134"
"CHILDCARE NETWORK #109B";"5795 PEPPERBUSH DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 424-0576";"Five Star Center License";26002331;"cni109@childcarenetwork.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002331;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002331"
"CHILDCARE NETWORK #110";"7011 NEXUS COURT";"FAYETTEVILLE";"NC";28304;"(910) 867-5375";"Five Star Center License";26002410;"cni110@childcarenetwork.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002410;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002410"
"EARTHSHINE LEARNING CENTER";"1201 CAPE CT";"FAYETTEVILLE";"NC";28304;"(910) 484-3752";"Four Star Center License";26002278;"playwithmelearning@gmail.com";"www.earthshinekids.com";"Child Care Center";"No";"Cumberland";26002278;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002278"
"ELFLAND DAY CARE & FUN LEARNING CENTER";"1301 HOPE MILLS ROAD";"FAYETTEVILLE";"NC";28304;"(910) 764-7764";"Four Star Center License";26002400;"lonniejerry.lc@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002400;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002400"
"FIRST ADVENTURE DAY CARE CENTER";"1727 ROXIE AVENUE";"FAYETTEVILLE";"NC";28304;"(910) 323-3010";"Four Star Center License";2655292;"dsledge@capefearvalley.com";"Not Available";"Child Care Center";"Yes";"Cumberland";2655292;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2655292"
"FRAN'S CHILD CARE";"2409 CRABTREE CT";"FAYETTEVILLE";"NC";28304;"(910) 818-6293";"One Star Family CC Home License";26001307;"francinehall301@yahoo.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26001307;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001307"
"GLENDALE ACRES PRIME TIME";"2915 SKYCREST DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 678-2451";"Three Star Center License";26001611;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001611;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001611"
"HAPPY KIDZ";"5720 MCDOUGAL DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 354-7931";"Three Star Family CC Home License";26002101;"nglover29@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002101;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002101"
"HOME OF THE SUPER KIDZ CHILDCARE CENTER II";"2252 WINGATE RD";"FAYETTEVILLE";"NC";28304;"(910) 491-1929";"Three Star Center License";26002239;"sherkeyavann@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002239;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002239"
"KINDERCARE LEARNING CENTERS LLC";"228 OWEN DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 484-5164";"Four Star Center License";2655031;"300437@kindercare.com";"Not Available";"Child Care Center";"Yes";"Cumberland";2655031;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2655031"
"KINDERCARE LEARNING CENTERS LLC";"1521 HOPE MILLS ROAD";"FAYETTEVILLE";"NC";28304;"(910) 424-3684";"Five Star Center License";2655127;"300620@kindercare.com";"Not Available";"Child Care Center";"Yes";"Cumberland";2655127;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2655127"
"KOOL SKOOL ACADEMY";"1771 FLINTSHIRE ROAD";"FAYETTEVILLE";"NC";28304;"(910) 709-7559";"Four Star Family CC Home License";26002417;"koolskooldaycare@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002417;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002417"
"KREATIVE KIDZ FAMILY CHILDCARE";"2195 DELTA DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 978-0522";"Temporary FCCH License";26002480;"kreativekidschildcare1@gmail.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002480;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002480"
"LIL' ANGELS DAY CARE";"1648 STRICKLAND BRIDGE ROAD";"FAYETTEVILLE";"NC";28304;"(910) 425-9942";"Four Star Center License";26000251;"lilangelsdc9942@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000251;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000251"
"LITTLE HEARTBEATS LEARNING CENTER";"4937 COTTONWOOD DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 401-3942";"Four Star Family CC Home License";26002432;"lilhrtbes@gmail.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002432;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002432"
"LOYD AUMAN ELEMENTARY";"6882 RAEFORD RD";"FAYETTEVILLE";"NC";28304;"(910) 868-8153";"Five Star Center License";26002134;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26002134;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002134"
"LOYD AUMAN PRIME TIME";"6882 RAEFORD ROAD";"FAYETTEVILLE";"NC";28304;"(910) 678-2451";"Three Star Center License";26001625;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001625;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001625"
"MARY MCARTHUR PRIME TIME";"3809 VILLAGE DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 678-2451";"Three Star Center License";26001612;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001612;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001612"
"MCNEILL HEAD START";"4382 FOXGROVE CIRCLE";"FAYETTEVILLE";"NC";28304;"(910) 487-9800";"Five Star Center License";26001773;"tiffany.mcallister@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26001773;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001773"
"MIRACLE YEARS CHILDCARE CENTER";"1495 BINGHAM DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 483-1037";"Five Star Center License";26002454;"Apostlebkelly@gmail.com";"Not Available";"Child Care Center";"No";"Cumberland";26002454;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002454"
"NEW BEGINNING'S ACADEMY & YOUTH DEVELOPMENT CENTER";"700 HOPE MILLS RD";"FAYETTEVILLE";"NC";28304;"(910) 424-6489";"Four Star Center License";26001855;"YTHWKS2@aol.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001855;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001855"
"RAINBOW SCHOOL, INC.";"6016 FISHER RD";"FAYETTEVILLE";"NC";28304;"(910) 425-4445";"Three Star Center License";2655293;"rainbowsch@aol.com";"Not Available";"Child Care Center";"Yes";"Cumberland";2655293;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2655293"
"SAIDA'S HOME DAY CARE";"3920 WELMONT DRIVE";"FAYETTEVILLE";"NC";28304;"(910) 424-4264";"Three Star Family CC Home License";26002044;"Vargasb212@aol.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002044;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002044"
"SHERWOOD PARK ELEMENTARY";"2115 HOPE MILLS ROAD";"FAYETTEVILLE";"NC";28304;"(910) 424-4797";"Four Star Center License";26002219;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26002219;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002219"
"SHERWOOD PARK PRIME TIME";"2115 HOPE MILLS ROAD";"FAYETTEVILLE";"NC";28304;"(910) 678-2451";"Three Star Center License";26001585;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001585;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001585"
"TABRA'S CHILDCARE CENTER";"2212 WINGATE RD";"FAYETTEVILLE";"NC";28304;"(910) 424-0595";"Four Star Center License";26001897;"tbrwesley@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001897;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001897"
"THE NEW DIMENSION CHILD CARE";"2102 HOPE MILLS RD";"FAYETTEVILLE";"NC";28304;"(910) 429-0044";"Four Star Center License";26000794;"almajflood@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000794;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000794"
"THE PILLAR OF FAITH CHRISTIAN HOME DAY CARE";"1723 ARROW RIDGE WAY";"FAYETTEVILLE";"NC";28304;"(910) 423-6104";"Three Star Family CC Home License";26000694;"brendaperry42@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26000694;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000694"
"THE SUNSHINE CHILD CARE";"2301 VANDEMERE AVE";"FAYETTEVILLE";"NC";28304;"(910) 484-1544";"Two Star Family CC Home License";26001739;"nerminksimpson@gmail.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26001739;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001739"
"WILLIAM H. OWEN PRIME TIME";"4533 RAEFORD ROAD";"FAYETTEVILLE";"NC";28304;"(910) 678-2451";"Three Star Center License";26001630;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001630;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001630"
"ALMA EASOM PRIME TIME";"1610 WESTLAWN AVENUE";"FAYETTEVILLE";"NC";28305;"(910) 484-0194";"Three Star Center License";26001634;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001634;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001634"
"BUSY BODIES HOME CHILDCARE SERVICES";"1123 CHESTERFIELD DRIVE";"FAYETTEVILLE";"NC";28305;"(910) 988-9263";"Three Star Family CC Home License";26002069;"austinandmomma2002@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26002069;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002069"
"DEE'S LOVING DAY CARE #2";"720 WEISS AVE";"FAYETTEVILLE";"NC";28305;"(910) 323-2877";"Three Star Center License";26001413;"madeartwo@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001413;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001413"
"HAY-BRANSON HEAD START";"925 DAVIS COURT";"FAYETTEVILLE";"NC";28305;"(910) 485-4093";"Five Star Center License";26000354;"tiffany.mcallister@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26000354;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000354"
"HIGHLAND LEARNING CENTER";"111 HIGHLAND AVENUE";"FAYETTEVILLE";"NC";28305;"(910) 485-2591";"Four Star Center License";2655144;"hlcdirector10@gmail.com";"http://www.hpchurch.org";"Child Care Center";"Yes";"Cumberland";2655144;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2655144"
"KIDZ DOMINION DAYCARE CENTER";"903 BRANSON STREET";"FAYETTEVILLE";"NC";28305;"(910) 485-8080";"Three Star Center License";26001515;"joannecrecy@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001515;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001515"
"LOVE N CARE CHILD CARE";"812 PERLEY STREET";"FAYETTEVILLE";"NC";28305;"(910) 426-8719";"Four Star Family CC Home License";26001578;"esthki9@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26001578;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001578"
"PAM'S DAY CARE";"201 N VIRGINIA AVENUE";"FAYETTEVILLE";"NC";28305;"(910) 978-2430";"One Star Family CC Home License";26002026;"pamelapowell267@gmail.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002026;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002026"
"SNYDER MEMORIAL PRESCHOOL AND LEARNING CENTER";"701 WESTMONT DRIVE";"FAYETTEVILLE";"NC";28305;"(910) 484-5067";"Five Star Center License";26001237;"heathers@snydermbc.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001237;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001237"
"ACADEME CHILD DEVELOPMENT CENTER";"1918 CENTER ST";"FAYETTEVILLE";"NC";28306;"(910) 486-7611";"Three Star Center License";26000232;"grogers2269@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000232;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000232"
"ALABAMA LANE HEAD START";"105 ALABAMA LANE";"FAYETTEVILLE";"NC";28306;"(910) 354-1820";"Five Star Center License";26002165;"annie.kelly@actionpathways.ngo";"Not Available";"Child Care Center";"No";"Cumberland";26002165;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002165"
"ALDERMAN ROAD ELEMENTARY";"2860 ALDERMAN ROAD";"FAYETTEVILLE";"NC";28306;"(910) 321-0398";"Five Star Center License";26001508;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26001508;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001508"
"ALDERMAN ROAD PRIME TIME";"2860 ALDERMAN RD";"FAYETTEVILLE";"NC";28306;"(910) 321-0398";"Three Star Center License";26001595;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001595;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001595"
"ANDREA'S DAY CARE";"218 HEDGEPETH ST";"FAYETTEVILLE";"NC";28306;"(910) 849-3083";"Four Star Family CC Home License";26000496;"sdjecz57@twc.com";"Not Available";"Family Child Care Home";"Yes";"Cumberland";26000496;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000496"
"ARETHER'S LITTLE M & M'S CHILDCARE II";"3389 CUMBERLAND ROAD";"FAYETTEVILLE";"NC";28306;"(910) 424-1822";"Five Star Center License";26001750;"AretherLittlemm@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001750;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001750"
"ARETHER'S LITTLE M&M CHILDCARE";"3377 CUMBERLAND RD";"FAYETTEVILLE";"NC";28306;"(910) 423-1305";"Four Star Center License";26001524;"AretherLittlemm@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001524;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001524"
"B'S ALL ABOUT CHILDREN";"3460 CUMBERLAND RD";"FAYETTEVILLE";"NC";28306;"(910) 568-4730";"Three Star Center License";26002262;"mcleanbrenda122@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002262;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002262"
"BOOJAS PLAYHOUSE INC";"1719 POWELL STREET";"FAYETTEVILLE";"NC";28306;"(910) 797-4294";"Three Star Center License";26002362;"playhouseinc@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002362;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002362"
"BUILDING BLOCKS EARLY EDUCATION CENTERS-MILLSTONE";"3330 SOUTH PEAK DRIVE";"FAYETTEVILLE";"NC";28306;"(910) 423-0500";"Five Star Center License";26002003;"hopemillsdirector1@bbeec.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26002003;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002003"
"BURNS CHILD CARE & PRESCHOOL CENTER";"3131 BORDEAUX PARK DR";"FAYETTEVILLE";"NC";28306;"(910) 323-9682";"Four Star Center License";26000591;"burnschildcare@gmail.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26000591;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26000591"
"CREATIVE LEARNING ACADEMY";"1910 OWEN DR";"FAYETTEVILLE";"NC";28306;"(910) 273-5837";"Three Star Center License";26001942;"creativelearning2@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cumberland";26001942;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001942"
"CUMBERLAND MILLS ELEMENTARY";"2576 HOPE MILLS RD";"FAYETTEVILLE";"NC";28306;"(910) 424-4536";"Four Star Center License";26002211;"patriciaeaton@ccs.k12.nc.us";"Not Available";"Child Care Center";"No";"Cumberland";26002211;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002211"
"CUMBERLAND MILLS PRIME TIME";"2576 HOPE MILLS ROAD";"FAYETTEVILLE";"NC";28306;"(910) 424-4536";"Three Star Center License";26001587;"mindaf@ccs.k12.nc.us";"Not Available";"Child Care Center";"Yes";"Cumberland";26001587;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26001587"
"DELIGHTFUL PLACE CHILD CARE CENTER";"1308 SNOWY EGRET DRIVE";"FAYETTEVILLE";"NC";28306;"(910) 263-8757";"Four Star Family CC Home License";26002425;"delightfulplacecc@gmail.com";"Not Available";"Family Child Care Home";"No";"Cumberland";26002425;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=26002425"
