ID;Title;Notice;Type;License_ID;Contact_Name;Street_Address;City;State;Zip;Lat;Lon;Phone;Url;Ages_Served;Monday_Hours;Tuesday_Hours;Wednesday_Hours;Thursday_Hours;Friday_Hours;Saturday_Hours;Sunday_Hours;Regulation;Total_Capacity;Licensed_Capacity;In_Operation;Total_Openings;Openings_As_Of;Staff_Languages_Offered;Environment;Meals;Program_Elements/Offerings;Provider_Primary_Language;Policies;Schedule;Year_Schedule;Extended_Hour_Care;Behavior_Related;Special_Needs;Special_Skills;Transportation;DHS_Subsidy;Spark_Rating
1526040;Susan;Accepting Children During COV19 Reopen;Licensed Home;RF519048;Susan;;Salem;OR;97304;;;(503) 990-9029;;0 Years 1 Months - 12 Years 12 Months;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;;;Registered Family Child Care;10;10;10 Years and 8 Months;0;10/20/2020;;Covered Outdoor Play, Outdoor Play Structure, No Cats, Outdoor Play Area;Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;Flexible am;Autism, ADD/ADHD, No Experience/Willing To Learn;Asthma, Hearing Impaired, Medication Monitoring, Specialized Equipment;;;Willing to accept DHS;
1527869;Happy Owls Daycare and Learning Center;Accepting Children During COV19 Reopen;Licensed Home;RF523051;Marissa;;Salem;OR;97304;;;(503) 559-3236;http://www.happyowls.net;0 Years 1 Months - 11 Years 12 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;;Registered Family Child Care;10;10;6 Years and 11 Months;5;11/12/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;;No Experience/Willing To Learn;;Inclusion training, Domestic violence/abuse training, Medical support training, Diversity training;Near school bus;Willing to accept DHS;
1530254;KCE Champions LLC @ Chapman Hill Elementary;Accepting Children During COV19 Reopen;License Center;CC503747;;1500 Doaks Ferry RD NW;Salem;OR;97304;44.9558974;-123.0770072;(503) 569-1516;;5 Years 0 Months - 11 Years 12 Months;6:30am - 6:00pm;6:30am - 6:00pm;6:30am - 6:00pm;6:30am - 6:00pm;6:30am - 6:00pm;;;Licensed Child Care Center;39;39;1 Years and 1 Months;10;8/20/2020;;Covered Outdoor Play, Outdoor Play Structure, Outdoor Play Area;Snacks Provided;Scheduled Activities;;Written Contract, Written Policies;Full-time, Temp/Emergency, Drop-in, Before School, After School;Full Year;;;;;;Willing to accept DHS, DHS listed;
1531071;Little Bird Preschool;Accepting Children During COV19 Reopen;License Center;CC503846;;1215 Wallace Rd NW;Salem;OR;97304;44.952412;-123.0526805;(503) 914-9599;;3 Years 0 Months - 11 Years 12 Months;6:30am - 6:30pm;6:30am - 6:30pm;6:30am - 6:30pm;6:30am - 6:30pm;6:30am - 6:30pm;;;Licensed Child Care Center;30;30;8 Months;4;10/30/2020;;No Pets At All, Completely Fenced Yard, Outdoor Play Area;Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Written Contract, Written Policies;Full-time, Temp/Emergency, Drop-in;Full Year;;Autism, ADD/ADHD;Diapering/Toileting Assistance, Diabetes, Communication Supports, Accessible Bathroom, Asthma, Socialization Supports;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;;Willing to accept DHS;
1526682;Little Smiles;Accepting Children During COV19 Reopen;Licensed Home;CF503332;Jennifer;;Salem;OR;97304;;;(503) 510-3022;;2 Years 0 Months - 11 Years 0 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Certified Family Child Care;12;12;10 Years and 10 Months;5;11/12/2020;;Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, After School;Full Year;Flexible am, Flexible pm;;Diapering/Toileting Assistance;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Diversity training;Walking distance to school;Willing to accept DHS, DHS listed;
1531226;Rosies Minimi Child Care & Preschool;Accepting Children During COV19 Reopen;Licensed Home;CF503531;Sara;;Salem;OR;97304;;;(916) 290-2242;;2 Years 0 Months - 11 Years 12 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;Certified Family Child Care;16;16;5 Months;3;11/11/2020;;Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Support Distance Learning, Homework Assistance;;Have Backup (substitute), Written Contract, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Before School, After School;Full Year;Occasional overnight, Occasional evening, Occasional weekend, Flexible am, Flexible pm;Autism, Challenging Behavior Supervision/Supports;Communication Supports, Socialization Supports;;;Willing to accept DHS, DHS listed;
1527009;West Salem Kids Care - Toddler Center;Accepting Children During COV19 Reopen;License Center;CC501806;;151 Kingwood Avenue NW;Salem;OR;97304;44.9400437;-123.0607067;(503) 391-8271;;1 Years 6 Months - 6 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Licensed Child Care Center;21;21;11 Years and 1 Months;12;12/18/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Must Be Potty Trained, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Open Holidays;Full Year;Flexible am, Flexible pm;No Experience/Willing To Learn;Diapering/Toileting Assistance;;Near public transportation, Transports to/from Sports/Activities;Willing to accept DHS, DHS listed;
1526606;Community Action Head Start/EHS - Dallas;Accepting Children During COV19 Reopen;License Center;CC052134;;336 SW River Drive;Dallas;OR;97338;44.9269713;-123.327468;(503) 581-1152;http://www.mycommunityaction.org;1 Years 0 Months - 5 Years 12 Months;8:00am - 3:00pm;8:00am - 3:00pm;8:00am - 3:00pm;8:00am - 3:00pm;8:00am - 3:00pm;;;Licensed Child Care Center;28;28;30 Years and 0 Months;16;7/28/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Have Backup (substitute), Written Contract, Liability Insurance, Written Policies;Temp/Emergency, Part-time;School Year Only;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;;Transportation to/from school, Transports to/from child's home;Willing to accept DHS, DHS listed;5 Star Program
1528303;Family Building Blocks - Dallas Site;Accepting Children During COV19 Reopen;License Center;CC502989;;182 SW Academy Street;Dallas;OR;97338;44.92446;-123.3181623;(503) 623-9664;http://www.familybuildingblocks.org;0 Years 1 Months - 10 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Licensed Child Care Center;11;11;5 Years and 4 Months;9;5/18/2020;Spanish;No Dogs, No Pets At All, No Cats, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Written Contract, Liability Insurance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;Domestic violence/abuse training;Transportation to/from school, Transports to/from child's home;Willing to accept DHS, DHS listed;5 Star Program
1527777;Salem Child Development Center - Dallas Snap;Accepting Children During COV19 Reopen;License Center;CC501857;;1250 SE Holman Avenue;Dallas;OR;97338;44.9164818;-123.3041832;(503) 363-9821;http://www.salemchilddevelopmentcenter.org;0 Years 1 Months - 5 Years 12 Months;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;;;Licensed Child Care Center;38;38;11 Years and 2 Months;6;5/1/2020;;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;;;Willing to accept DHS, DHS listed;3 Star Program
1529372;Salem Child Development Center - Oakdale;Accepting Children During COV19 Reopen;License Center;CC501855;;1375 SW Maple Street;Dallas;OR;97338;44.9161159;-123.3371039;(503) 623-9044;;5 Years 0 Months - 12 Years 12 Months;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;;;Licensed Child Care Center;20;20;2 Years and 5 Months;0;7/6/2020;;Covered Outdoor Play, No Pets At All, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;Provides Breakfast, Snacks Provided, Parent Must Bring Meal;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Written Contract, Liability Insurance, Written Policies;Full-time, Temp/Emergency;Full Year;;Challenging Behavior Supervision/Supports;;;;DHS listed;3 Star Program
1528990;Crib Midget Daycare - Dallas;Accepting Children During COV19 Reopen;Licensed Home;RF534516;Alondra;;Dallas;OR;97338;;;(503) 507-2890;;0 Years 1 Months - 12 Years 12 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;Registered Family Child Care;10;10;3 Years and 3 Months;0;12/8/2020;;Outdoor Play Structure, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;;;Written Contract, Liability Insurance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Communication Supports, Socialization Supports;;;Willing to accept DHS, DHS listed;C2Q
1525459;Donna's Lovin Hands Child Care;Accepting Children During COV19 Reopen;Licensed Home;CF502241;Donna;;Dallas;OR;97338;;;(503) 420-6081;;0 Years 3 Months - 11 Years 12 Months;6:00am - 7:00pm;6:00am - 7:00pm;6:00am - 7:00pm;6:00am - 7:00pm;6:00am - 7:00pm;;;Certified Family Child Care;16;16;11 Years and 0 Months;0;9/3/2020;;Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Have Backup (substitute), Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Open Holidays, After School;Full Year;Evening (after 6:30 pm);Autism, ADD/ADHD;Diapering/Toileting Assistance, Diabetes, Communication Supports, Accessible Bathroom, Asthma, Socialization Supports, Medication Monitoring;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;;Willing to accept DHS, DHS listed;C2Q
1528366;Kid Care by Kim;Accepting Children During COV19 Reopen;Licensed Home;RF524056;Kimberly;;Dallas;OR;97338;;;(503) 851-8402;;1 Years 0 Months - 12 Years 12 Months;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;6:30am - 5:00pm;Registered Family Child Care;10;10;5 Years and 2 Months;1;10/20/2020;;No Dogs, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, 24-Hour, Open Holidays, After School;Full Year;Flexible am, Flexible pm;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Asthma;;Transports to/from Sports/Activities, Near school bus;Willing to accept DHS, DHS listed;C2Q
1525088;Lil' Angels Daycare Too;Accepting Children During COV19 Reopen;Licensed Home;CF051975;Lauri;;Dallas;OR;97338;;;(503) 910-4154;;0 Years 1 Months - 11 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Certified Family Child Care;16;16;21 Years and 2 Months;0;8/31/2020;;Covered Outdoor Play, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Homework Assistance;;Have References, Written Contract, Pay When Child Is In Care Or Not, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, After School;Full Year;Flexible am;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Vision Impaired, Communication Supports, Asthma, Hearing Impaired, Socialization Supports;;Transports to/from Sports/Activities, Walking distance to school, Near school bus;Willing to accept DHS;C2Q
1526386;Lil Monsters & Lady Bugs;Accepting Children During COV19 Reopen;Licensed Home;RF006195;Cindy;;Dallas;OR;97338;;;(503) 884-6767;;1 Years 0 Months - 12 Years 7 Months;5:00am - 6:00pm;5:00am - 6:00pm;5:00am - 6:00pm;5:00am - 6:00pm;5:00am - 6:00pm;;;Registered Family Child Care;10;10;12 Years and 3 Months;0;10/29/2020;;Covered Outdoor Play, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Homework Assistance;;Have Backup (substitute), Have References, Written Contract, Pay When Child Is In Care Or Not;Full-time, Temp/Emergency, Drop-in, Before School, Open Holidays, After School;Full Year;Early Morning (Between 3am and 5:59am), Occasional early morning, Flexible am;Autism, ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Diabetes, Communication Supports, Asthma, Socialization Supports, Medication Monitoring;;Near public transportation, Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;C2Q
1525809;Salem Child Development Center - Whitworth;Accepting Children During COV19 Reopen;License Center;CC501854;;1151 SE Miller Avenue;Dallas;OR;97338;44.9172985;-123.2979207;(503) 363-9821;http://www.salemchilddevelopmentcenter.org;5 Years 0 Months - 12 Years 12 Months;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;;;Licensed Child Care Center;30;30;11 Years and 2 Months;8;9/3/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;;ADD/ADHD, Challenging Behavior Supervision/Supports;Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;;;Willing to accept DHS, DHS listed;C2Q
1528748;Amanda;Accepting Children During COV19 Reopen;Licensed Home;RF524248;Amanda;;Dallas;OR;97338;;;(503) 857-6035;;1 Years 0 Months - 5 Years 0 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Registered Family Child Care;10;10;3 Years and 11 Months;7;10/20/2020;;Covered Outdoor Play, Pets Separate From Children, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Support Distance Learning;;Have References, Written Contract, Must Be Potty Trained, Pay When Child Is In Care Or Not, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;;;;;NOT willing to accept DHS;
1529176;Jenifer;Accepting Children During COV19 Reopen;Licensed Home;RF532887;Jenifer;;Dallas;OR;97338;;;(971) 218-2053;;3 Years 0 Months - 13 Years 12 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;Registered Family Child Care;10;10;3 Years and 0 Months;2;11/12/2020;;Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Have References, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Open Holidays, After School;Full Year;Occasional early morning, Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend, Flexible am, Flexible pm;ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Vision Impaired, Diabetes, Mobility Assistance, Asthma, Medication Monitoring, Specialized Equipment;;Near school bus;Willing to accept DHS, DHS listed;
1531155;Stephanie;Accepting Children During COV19 Reopen;License Exempt Home;;Stephanie;;Dallas;OR;97338;;;(541) 401-1053;;0 Years 1 Months - 12 Years 0 Months;5:30am - 5:00pm;5:30am - 5:00pm;5:30am - 5:00pm;5:30am - 5:00pm;5:30am - 5:00pm;;;;3;3;8 Months;3;10/2/2020;;Outdoor Play Structure, No Cats, Outdoor Play Area;Provides Breakfast, Snacks Provided, Provides Lunch;Support Distance Learning;;;Full-time, Temp/Emergency, Drop-in, Before School, After School;Full Year;Occasional early morning, Occasional evening, Flexible am, Flexible pm;No Experience/Willing To Learn;;;;Willing to accept DHS, DHS listed;
1525785;Aunt Moe's House;Accepting Children During COV19 Reopen;Licensed Home;RF521811;Melissa;;Dallas;OR;97338;;;(503) 999-8696;;0 Years 2 Months - 12 Years 7 Months;5:00am - 6:30pm;5:00am - 6:30pm;5:00am - 6:30pm;5:00am - 6:30pm;5:00am - 6:30pm;;;Registered Family Child Care;10;10;9 Years and 10 Months;0;12/18/2020;;Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning;;Charges a Late Fee, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;Occasional overnight, Occasional early morning, Occasional evening, Occasional weekend, Flexible am;Autism, ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Communication Supports, Asthma, Socialization Supports, Medication Monitoring;Domestic violence/abuse training, Behavioral issues training, Diversity training;Transports to/from Sports/Activities, Walking distance to school;Willing to accept DHS, DHS listed;
1531001;Baby Bugs and Tots Learning Daycare LLC;Accepting Children During COV19 Reopen;Licensed Home;RF535677;Teresa;;Dallas;OR;97338;;;(503) 302-3032;;0 Years 2 Months - 11 Years 0 Months;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;;;Registered Family Child Care;10;10;8 Months;5;12/18/2020;;No Dogs, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Charges a Late Fee, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Before School, After School;Full Year;;Autism, ADD/ADHD, No Experience/Willing To Learn;Diabetes, Asthma;;Near school bus;Willing to accept DHS;
1530372;Brittany Townsend;;License Exempt Home;;Brittany Townsend;;Dallas;OR;97338;;;(503) 560-6043;;0 Years 6 Months - 13 Years 0 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;;3;3;1 Years and 0 Months;3;4/23/2020;;Pets Separate From Children, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities;;;Full-time, Temp/Emergency, Before School, After School;Full Year;Occasional weekend, Flexible am, Flexible pm;;Asthma;;Near school bus;Willing to accept DHS, DHS listed;
1526979;Dolie's Playhouse;Accepting Children During COV19 Reopen;Licensed Home;CF501619;Julie;;Dallas;OR;97338;;;(503) 559-5180;http://N/A;0 Years 1 Months - 12 Years 12 Months;5:00am - 6:00pm;5:00am - 6:00pm;5:00am - 6:00pm;5:00am - 6:00pm;5:00am - 6:00pm;;;Certified Family Child Care;14;14;14 Years and 5 Months;0;6/12/2020;;Pets Separate From Children, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Preschool Curriculum, Homework Assistance;;Charges a Late Fee, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;Flexible am, Flexible pm;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Vision Impaired, Communication Supports, Mobility Assistance, Socialization Supports, Medication Monitoring, Specialized Equipment;;Near school bus;Willing to accept DHS;
1531267;Family Building Blocks - Dallas Alliance Church;Accepting Children During COV19 Reopen;License Center;CC503864;;775 E Ellendale Ave;Dallas;OR;97338;44.9302517;-123.3002862;(503) 623-2265;;0 Years 1 Months - 11 Years 12 Months;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;6:45am - 6:00pm;;;Licensed Child Care Center;20;20;3 Months;0;9/4/2020;;;;;;;Full-time;Full Year;;;;;;Willing to accept DHS, DHS listed;
1531585;Family Building Blocks- Dallas Alliance Chur;Accepting Children During COV19 Reopen;License Exempt Center;RA3310;;775 East Ellendale Avenue;Dallas;OR;97338;44.9302517;-123.3002862;(971) 301-1927;;0 Years 1 Months - 12 Years 0 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;;10;10;8 Months;8;6/2/2020;;;;;;;Full-time, Temp/Emergency;Full Year;;;;;;Willing to accept DHS;
1528290;Jessi's Daycare;Accepting Children During COV19 Reopen;Licensed Home;CF503198;Jessica;;Dallas;OR;97338;;;(503) 508-6461;;1 Years 0 Months - 11 Years 12 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;Certified Family Child Care;14;14;5 Years and 5 Months;1;11/12/2020;;Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum, Homework Assistance;;Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Open Holidays, After School;Full Year;Early Morning (Between 3am and 5:59am), Occasional early morning, Occasional evening;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Socialization Supports;Behavioral issues training;Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;
1529974;Little Angels Daycare;Accepting Children During COV19 Reopen;Licensed Home;RF534593;Angela;;Dallas;OR;97338;;;(503) 383-8659;;0 Years 3 Months - 12 Years 0 Months;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;6:30am - 5:30pm;;;Registered Family Child Care;10;10;1 Years and 7 Months;7;11/12/2020;;Pets Separate From Children, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Support Distance Learning, Preschool Curriculum;;Written Contract, Written Policies;Full-time, Drop-in, Before School, After School;Full Year;Occasional early morning, Occasional evening, Flexible am, Flexible pm;ADD/ADHD, No Experience/Willing To Learn;Hearing Impaired;;;Willing to accept DHS, DHS listed;
1530445;Hope;Accepting Children During COV19 Reopen;License Exempt Home;RS535506;Hope;;Grand Ronde;OR;97347;;;(503) 409-9198;;0 Years 2 Months - 11 Years 0 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;Regulated Subsidy;3;3;11 Months;3;8/31/2020;;No Pets At All, Completely Fenced Yard;Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities;;Charges a Late Fee, Written Contract, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Open Holidays, After School;Full Year;Occasional early morning, Occasional evening, Occasional weekend, Flexible am, Flexible pm;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Nursing Care, Medication Monitoring;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;;Willing to accept DHS, DHS listed;
