"License Number";"License Type";"Name of Program";"AddressLine1";"AddressLine2";"AddressLine3";"City";"State";"Zip";"County";"Phone";"License Status";"License Holder";"Capacity";"Type Of License";"Restrictions";"Services";"Licensing Authority";"Initial Effective Date";"Current Effective Date";"Expiration Date";"License Holder Lives Onsite"
1083507;"Child Care Center";"Tiny Sprouts";"1103 Weir Dr #300";;;"Woodbury";"MN";55125;"Washington";"(651) 414-0373";"Active";"Tiny Sprouts Inc";44;"Infants     Toddlers       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/05/2016";"01/01/2020";"12/31/2020";"   "
809354;"Child Care Center";"Tiny Sprouts Day Care Center";"28877 State Hwy 371";;;"Pequot Lakes";"MN";56472;"Crow Wing";"(218) 568-4991";"Active";"Learn & Play Center Inc DBA Tiny Sprouts Day Care Center";51;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/31/1995";"01/01/2020";"12/31/2020";"   "
1082378;"Child Care Center";"Tiny Tigers";"2040 Co Rd 52";;;"Rothsay";"MN";56579;"Wilkin";"(218) 867-2116";"Active";"Rothsay Public Schools";22;"Infants     Toddlers     Preschool       ";"RESTRICTION: Infant sleeping room #136 limited to 10 occupants per fire marshal.";"Child Care Center";"Minnesota Department of Human Services";"12/08/2016";"01/01/2020";"12/31/2020";"   "
802519;"Child Care Center";"Tiny Tots & Little Tykes";"60 E Marie Ave Ste 100";;;"West St Paul";"MN";55118;"Dakota";"(651) 457-0042";"Active";"Tiny Tots and Little Tykes";148;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/18/1986";"01/01/2020";"12/31/2020";"   "
1095620;"Child Care Center";"Tiny Tykes Inc";"503 Olaf Ave";;;"Battle Lake";"MN";"56515-0000";"Otter Tail";"(218) 862-3200";"Active";"Tiny Tykes Preschool & Childcare inc";46;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/19/2018";"01/01/2020";"12/31/2020";"   "
1094007;"Child Care Center";"TLC Childcare";"1051 FOREST ST";;;"Saint Paul";"MN";"55106-3223";"Ramsey";"(651) 772-1500";"Active";"TLC Childcare Inc. ";39;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/13/2019";"01/01/2020";"12/31/2020";"   "
802523;"Child Care Center";"TLC Early Learning Center";"11000 France Ave S";" ";" ";"Bloomington";"MN";55431;"Hennepin";"(952) 884-7955";"Active";"TLC Early Learning Center";75;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1985";"01/01/2020";"12/31/2020";"   "
1036443;"Child Care Center";"TLC Preschool & Growing Tree Learning Center";"123 29th St NE";;;"Bemidji";"MN";56601;"Beltrami";"(218) 444-4442";"Active";"Trinity Lutheran Church";49;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/06/2005";"01/01/2020";"12/31/2020";"   "
1091515;"Child Care Center";"Today's Life Inc";"9995 XENIA AVE N";;;"Brooklyn Park";"MN";"55443-2383";"Hennepin";"(763) 951-2032";"Active";"Todays Life Inc";118;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/25/2018";"08/04/2020";"12/31/2020";"   "
1044163;"Child Care Center";"Todays Life Eden Prairie";"12901 Roberts Dr";;;"Eden Prairie";"MN";55346;"Hennepin";"(952) 358-2020";"Active";"Todays Life Inc";79;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/22/2006";"08/04/2020";"12/31/2020";"   "
1053047;"Child Care Center";"Toddler Town Child Care Center Inc";"5377 266th St";;;"Wyoming";"MN";55092;"Chisago";"(651) 462-1407";"Active";"Toddler Town";84;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/11/2009";"01/01/2020";"12/31/2020";"   "
807920;"Child Care Center";"Tomorrow's Kids of Eagan, Inc.";"3810 Lexington Ave";;;"Eagan";"MN";55123;"Dakota";"(651) 456-9464";"Active";"Tomorrow's Kids of Eagan, Inc.";30;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/29/1994";"01/01/2020";"12/31/2020";"   "
1041097;"Child Care Center";"Torah Tots";"2800 Joppa Ave S";;;"St Louis Park";"MN";55416;"Hennepin";"(952) 920-6630";"Active";"Torah Academy";100;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/23/2006";"01/01/2020";"12/31/2020";"   "
1064040;"Child Care Center";"Towerlight Child Care";"3601 Wooddale Ave S";;;"St Louis Park";"MN";55416;"Hennepin";"(952) 920-8112";"Active";"Ebenezer Management Services Inc";124;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/05/2013";"01/01/2020";"12/31/2020";"   "
804948;"Child Care Center";"Town and Country Day Care";"PO BOX 400";;;"Mountain Lake";"MN";"56159-0400";"Cottonwood";"(507) 427-2118";"Active";"Mountain Lake Public School";40;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/1999";"08/31/2020";"12/31/2020";"   "
807100;"Child Care Center";"Town Hall Early Childhood Family Development Center";"8500 Zane Ave N";" ";;"Brooklyn Park";"MN";55443;"Hennepin";"(763) 425-7422";"Active";"Parents in Community Action, Inc.";144;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/1999";"01/02/2020";"12/31/2020";"   "
830337;"Child Care Center";"Town Square Head Start";"201 S Lyndale";" ";" ";"Faribault";"MN";55021;"Rice";"(507) 333-6450";"Active";"Three Rivers Community Action, Inc.";80;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/19/1997";"01/01/2020";"12/31/2020";"   "
1083796;"Child Care Center";"Tracy Head Start";"310 Pine St";;;"Tracy";"MN";56175;"Lyon";"(507) 530-7975";"Active";"United Community Action Partnership Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/18/2017";"01/01/2020";"12/31/2020";"   "
1102704;"Child Care Center";"Tracy Head Start Toddler";"243 MORGAN ST";;;"Tracy";"MN";"56175-1274";"Lyon";"(507) 828-3231";"Active";"United Community Action Partnership Inc";8;"Toddlers       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/16/2020";"03/16/2020";"12/31/2020";"   "
1051311;"Child Care Center";"Tracy Kid's World";"310 Pine Street";;;"Tracy";"MN";56175;"Lyon";"(507) 212-6724";"Active";"Tracy Kid's World";100;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/02/2008";"01/01/2020";"12/31/2020";"   "
1041746;"Child Care Center";"Tree House Preschool";"1400 S State Street";;;"New Ulm";"MN";56073;"Brown";"(507) 354-2600";"Active";"Tree House Preschool";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/01/2006";"01/01/2020";"12/31/2020";"   "
830578;"Child Care Center";"Treehouse Latch Key and Childcare Learning Center";"10902 River Road NE";;;"Hanover";"MN";55341;"Wright";"(763) 498-7488";"Active";"Treehouse Latch Key and Childcare Learning Center";60;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/02/1998";"01/01/2020";"12/31/2020";"   "
1046976;"Child Care Center";"Treks & Trails Preschool";"1661 Park Ridge Drive";;;"Chaska";"MN";55318;"Carver";"(952) 448-3176";"Active";"Treks & Trails Preschool";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/2007";"01/01/2020";"12/31/2020";"   "
1082421;"Child Care Center";"Tri Valley St Cloud Head Start Center";"930 31st Ave N";;;"Saint Cloud";"MN";56303;"Stearns";"(320) 677-3648";"Active";"Tri-Valley Opportunity Council Inc";64;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/19/2016";"01/03/2020";"12/31/2020";"   "
800318;"Child Care Center";"Tri-Valley Crookston Head Start Center";"1407 Erskine St";;;"Crookston";"MN";56716;"Polk";"(218) 281-1343";"Active";"Tri-Valley Opportunity Council Inc";96;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1967";"01/01/2020";"12/31/2020";"   "
1047587;"Child Care Center";"Tri-Valley Danube Head Start Center";"100 Main St";;;"Danube";"MN";56230;"Renville";"(320) 826-2147";"Active";"Tri-Valley Opportunity Council Inc";80;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/18/2007";"03/24/2020";"12/31/2020";"   "
810852;"Child Care Center";"Tri-Valley East Grand Forks Head Start Center";"1825 Central Ave NW";;;"East Grand Forks";"MN";56721;"Polk";"(218) 773-8452";"Active";"Tri-Valley Opportunity Council Inc";92;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1996";"01/14/2020";"12/31/2020";"   "
1007149;"Child Care Center";"Tri-Valley Elgin Head Start Center";"52497 275TH AVE";;;"Elgin";"MN";"55932-5268";"Wabasha";"(800) 201-3464";"Active";"Tri-Valley Opportunity Council Inc";52;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/19/2001";"01/21/2020";"12/31/2020";"   "
809512;"Child Care Center";"Tri-Valley Glencoe Head Start Center";"1828 KNIGHT AVE N";;;"Glencoe";"MN";"55336-1429";"McLeod";"(320) 864-6635";"Active";"Tri-Valley Opportunity Council Inc";64;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/22/1995";"01/01/2020";"12/31/2020";"   "
830328;"Child Care Center";"Tri-Valley Hendrum Head Start Center";"320 Main St";;;"Hendrum";"MN";56550;"Norman";"(218) 861-6738";"Active";"Tri-Valley Opportunity Council Inc";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/02/1997";"04/29/2020";"12/31/2020";"   "
1051224;"Child Care Center";"Tri-Valley Monticello Head Start Center";"9375 Fenning Ave";;;"Monticello";"MN";55362;"Wright";"(763) 272-2964";"Active";"Tri-Valley Opportunity Council Inc";44;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/18/2008";"01/31/2020";"12/31/2020";"   "
1054444;"Child Care Center";"Tri-Valley Opportunity Council Inc";"101 5th St  NW";;;"Elysian";"MN";56028;"Waseca";"(507) 267-4373";"Active";"Tri-Valley Opportunity Council Inc";92;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/16/2009";"01/01/2020";"12/31/2020";"   "
809291;"Child Care Center";"Tri-Valley Owatonna Head Start";"565 20TH ST NE";;;"Owatonna";"MN";"55060-1405";"Steele";"(507) 455-2203";"Active";"Tri-Valley Opportunity Council Inc";52;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/25/1995";"07/21/2020";"12/31/2020";"   "
1081391;"Child Care Center";"Tri-Valley Rogers Head Start";"14020 NORTHDALE BLVD";;;"Rogers";"MN";"55374-9612";"Hennepin";"(866) 801-6540";"Active";"Tri-Valley Opportunity Council Inc";72;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/15/2016";"01/01/2020";"12/31/2020";"   "
1060627;"Child Care Center";"Tri-Valley Sleepy Eye Head Start Center";"500 4th Ave SW";;;"Sleepy Eye";"MN";56085;"Brown";"(218) 281-0566";"Active";"Tri-Valley Opportunity Council Inc";64;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/09/2011";"01/14/2020";"12/31/2020";"   "
1062995;"Child Care Center";"Tri-Valley Winnebago Head Start Center";"100 1st Ave NE";;;"Winnebago";"MN";56098;"Faribault";"(800) 569-1379";"Active";"Tri-Valley Opportunity Council Inc";33;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/22/2012";"01/01/2020";"12/31/2020";"   "
802795;"Child Care Center";"Trinity Children's Center";"1420 S 6th St";" ";;"Brainerd";"MN";56401;"Crow Wing";"(218) 829-1385";"Active";"Trinity Lutheran Church";71;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/1999";"06/15/2020";"12/31/2020";"   "
1055311;"Child Care Center";"Trinity Daycare and Preschool LLC";"1027 Sherman Ave";;;"North Mankato";"MN";56003;"Nicollet";"(507) 388-7761";"Active";"Trinity Daycare and Preschool LLC";80;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/01/2010";"01/01/2020";"12/31/2020";"   "
803897;"Child Care Center";"Trinity First Lutheran School";"1115 E 19TH ST";;;"Minneapolis";"MN";"55404-2035";"Hennepin";"(612) 871-2353";"Active";"Trinity First Lutheran";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/17/1990";"01/01/2020";"12/31/2020";"   "
802541;"Child Care Center";"Trinity Lone Oak Lutheran School Preschool";"2950 Dodd Rd";;;"Eagan";"MN";55121;"Dakota";"(651) 454-1139";"Active";"Trinity Lone Oak Lutheran School";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/18/1983";"04/06/2020";"12/31/2020";"   "
1057458;"Child Care Center";"Trinity Lutheran Church & School";"3812 229th Ave NW";;;"Saint Francis";"MN";55070;"Anoka";"(763) 753-1234";"Active";"Trinity Lutheran Church";72;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/19/2010";"01/01/2020";"12/31/2020";"   "
802542;"Child Care Center";"Trinity Lutheran Church Preschool";"210 S 7th St";" ";;"Moorhead";"MN";56560;"Clay";"(218) 233-1740";"Active";"Trinity Lutheran Church";97;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/26/1970";"01/01/2020";"12/31/2020";"   "
802546;"Child Care Center";"Trinity Lutheran Preschool";"424 E Gilman";"Box J";;"New York Mills";"MN";56567;"Otter Tail";"(218) 385-2450";"Active";"Trinity Lutheran Preschool";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/22/1988";"01/01/2020";"12/31/2020";"   "
1051067;"Child Care Center";"Trinity Lutheran Preschool";"610 - 2nd Ave SE";;;"Long Prairie";"MN";56347;"Todd";"(320) 732-2238";"Active";"Trinity Lutheran Church";49;"Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/08/2008";"01/01/2020";"12/31/2020";"   "
830574;"Child Care Center";"Trinity Lutheran Preschool";"1150 W Cavour";" ";;"Fergus Falls";"MN";"56537-1051";"Otter Tail";"(218) 736-5847";"Active";"Trinity Lutheran School";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/11/1997";"09/08/2020";"12/31/2020";"   "
802548;"Child Care Center";"Trinity Lutheran Preschool & Trinity Waconia Childcare";"601 E 2ND ST";;;"Waconia";"MN";"55387-1611";"Carver";"(952) 442-4165";"Active";"Trinity Lutheran Church & School";77;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/27/1990";"01/01/2020";"12/31/2020";"   "
802549;"Child Care Center";"Trinity Nursery School";"609 LINCOLN AVE";;;"Owatonna";"MN";"55060-3407";"Steele";"(507) 451-8247";"Active";"Trinity Lutheran Church";30;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/01/1969";"09/01/2020";"12/31/2020";"   "
802552;"Child Care Center";"Trinity Preschool";"2060 County Rd 6";" ";" ";"Long Lake";"MN";55356;"Hennepin";"(952) 476-2611";"Active";"Trinity Lutheran Church";64;"Preschool     School-Age       ";"For the month of July, Mon through Fri from 8:00 AM to 5:00 PM.";"Child Care Center";"Minnesota Department of Human Services";"08/27/1990";"01/01/2020";"12/31/2020";"   "
808053;"Child Care Center";"Triumph's Little Lights Preschool";"2901 20th St S";" ";;"Moorhead";"MN";56560;"Clay";"(218) 233-4048";"Active";"Triumph Lutheran Brethren Church";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/21/1994";"01/01/2020";"12/31/2020";"   "
1057030;"Child Care Center";"True Light Christian School";"601 E College Dr";;;"Marshall";"MN";56258;"Lyon";"(507) 532-2762";"Active";"True Light Christian School";40;"Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/2010";"01/01/2020";"12/31/2020";"   "
1000642;"Child Care Center";"Turnquist Child Enrichment Center";"1800 2nd St NE";;;"Minneapolis";"MN";55418;"Hennepin";"(612) 706-5590";"Active";"A Chance to Grow, Inc.";64;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1999";"01/01/2020";"12/31/2020";"   "
830241;"Child Care Center";"Tutor Time of Andover";"3390 Bunker Lk Blvd";;;"Andover";"MN";55304;"Anoka";"(763) 422-3887";"Active";"Tutor Time Learning Centers, LLC";134;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/10/1997";"01/01/2020";"12/31/2020";"   "
810112;"Child Care Center";"Tutor Time of Apple Valley";"14370 Glenda Dr";;;"Apple Valley";"MN";55124;"Dakota";"(952) 953-3444";"Active";"Tutor Time Learning Centers, LLC";144;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/08/1996";"01/01/2020";"12/31/2020";"   "
831083;"Child Care Center";"Tutor Time of Blaine";"1570 109th Ave";;;"Blaine";"MN";55449;"Anoka";"(763) 784-1287";"Active";"Tutor Time Learning Centers, LLC";189;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/06/1999";"01/01/2020";"12/31/2020";"   "
830829;"Child Care Center";"Tutor Time of Champlin";"6251 110th Ave N";;;"Champlin";"MN";55316;"Hennepin";"(763) 315-5900";"Active";"Tutor Time Learning Centers, LLC";162;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1998";"01/01/2020";"12/31/2020";"   "
1001395;"Child Care Center";"Tutor Time of Cottage Grove";"7071 E Point Douglas Rd S";;;"Cottage Grove";"MN";55016;"Washington";"(651) 458-6885";"Active";"Tutor Time Learning Centers, LLC";148;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/21/1999";"01/01/2020";"12/31/2020";"   "
1000997;"Child Care Center";"Tutor Time of Lakeville";"9475 176th St W";;;"Lakeville";"MN";55044;"Dakota";"(952) 898-0555";"Active";"Tutor Time Learning Centers, LLC";111;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/07/1999";"01/01/2020";"12/31/2020";"   "
1021215;"Child Care Center";"Tutor Time of Maple Grove";"6340 Wedgwood Rd";;;"Maple Grove";"MN";55311;"Hennepin";"(763) 577-0022";"Active";"Tutor Time Learning Centers, LLC";122;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/23/2002";"01/01/2020";"12/31/2020";"   "
830172;"Child Care Center";"Tutor Time of White Bear Lake";"4673 White Bear Pkwy";;;"White Bear Lake";"MN";55110;"Ramsey";"(651) 653-8877";"Active";"Tutor Time Learning Centers, LLC";122;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/09/1997";"01/01/2020";"12/31/2020";"   "
1058705;"Child Care Center";"Twin Cities Child Care Center Inc";"1925 Portland Ave So";;;"Minneapolis";"MN";"55404-0000";"Hennepin";"(612) 353-4687";"Active";"Twin Cities Child Care Center Inc";106;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/03/2011";"01/01/2020";"12/31/2020";"   "
1059543;"Child Care Center";"Twin Cities Daycare and Child Development Center Inc";"2817 Oakland Ave S";;;"Minneapolis";"MN";55407;"Hennepin";"(612) 870-7777";"Active";"Twin Cities Daycare & Child Development Center Inc";68;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/04/2011";"01/01/2020";"12/31/2020";"   "
1085546;"Child Care Center";"Twin Cities International Bilingual Montessori School";"7375 Bush Lake Rd";;;"Edina";"MN";55439;"Hennepin";"(952) 835-1594";"Active";"Twin Cities International Montessori School Inc";48;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/26/2018";"01/01/2020";"12/31/2020";"   "
802568;"Child Care Center";"Two Harbors Head Start Minnehaha Elementary School";"421 7th St";;;"Two Harbors";"MN";55616;"St. Louis";"(218) 834-8221";"Active";"Arrowhead Economic Opportunity Agency, Inc.";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/12/1971";"09/21/2020";"12/31/2020";"   "
1033568;"Child Care Center";"UMD Children's Place";"260 Kirby Plaza";"1208 Kirby Dr";;"Duluth";"MN";55812;"St. Louis";"(218) 726-6727";"Active";"University of Minnesota Duluth";46;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/14/2005";"01/01/2020";"12/31/2020";"   "
1055809;"Child Care Center";"UMD Preschool at the Park";"128 Chester Park";"31 W College St";;"Duluth";"MN";55812;"St. Louis";"(218) 726-7547";"Pending Reopening";"University of Minnesota";15;;"None";"Child Care Center";"Minnesota Department of Human Services";"11/23/2009";"01/01/2020";"12/31/2020";"   "
1077802;"Child Care Center";"Un Mundo Nuevo Spanish Immersion Childrens Academy LLC";"7275 147TH ST W";;;"Apple Valley";"MN";"55124-7808";"Dakota";"(507) 369-4699";"Active";"Un Mundo Nuevo Spanish Immersion Childrens Academy LLC ";67;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/22/2015";"01/01/2020";"12/31/2020";"   "
808478;"Child Care Center";"Under The Rainbow Early Education";"555 TECHNOLOGY DR";;;"Red Wing";"MN";"55066-2849";"Goodhue";"(651) 388-6433";"Active";"Under the Rainbow Early Education Center";123;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/23/1994";"01/01/2020";"12/31/2020";"   "
1036757;"Child Care Center";"Under the Weather, LLC";"8590 Edinburgh Centre Drive";;;"Brooklyn Park";"MN";55443;"Hennepin";"(763) 425-5959";"Active";"Under the Weather, LLC";56;"Service: Sick child care Ages Served: Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/20/2006";"01/01/2020";"12/31/2020";"   "
830703;"Child Care Center";"Union Gospel Mission Child Development Center";"109 E 9th St";;;"Saint Paul";"MN";55101;"Ramsey";"(651) 224-9970";"Active";"Union Gospel Mission";42;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/03/1998";"01/01/2020";"12/31/2020";"   "
1092644;"Child Care Center";"Unique Early Learning Center LLC";"719 Dale Street";;;"Saint Paul";"MN";55103;"Ramsey";"(651) 368-7003";"Active";"Unique Early Learning Center LLC";54;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/2018";"01/01/2020";"12/31/2020";"   "
1079018;"Child Care Center";"United Child Care Center Inc";"8353 Excelsior Blvd";;;"Hopkins";"MN";55343;"Hennepin";"(612) 226-2434";"Active";"United Child Care Center Inc";51;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/31/2015";"01/01/2020";"12/31/2020";"   "
1074551;"Child Care Center";"United Child Daycare LLC";"4145 Hiawatha Ave So";;;"Minneapolis";"MN";55406;"Hennepin";"(612) 315-4359";"Active";"United Child Daycare LLC";89;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/15/2014";"01/01/2020";"12/31/2020";"   "
1103903;"Child Care Center";"United Christian Academy Pre K Program";"4300 W 98TH ST";;;"Bloomington";"MN";"55437-2105";"Hennepin";"(952) 831-8686";"Active";"United Christian Academy";15;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/24/2020";"08/24/2020";"12/31/2020";"   "
802576;"Child Care Center";"United Preschool";"702 Hwy 69 S";" ";;"Albert Lea";"MN";56007;"Freeborn";"(507) 373-6712";"Active";"United Preschool";44;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/01/1962";"07/01/2020";"12/31/2020";"   "
830332;"Child Care Center";"University Head Start";"450 Syndicate St N";;;"Saint Paul";"MN";55104;"Ramsey";"(651) 603-5962";"Active";"Community Action Partnership of Ramsey and Washington Counties";80;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/08/1997";"01/01/2020";"12/31/2020";"   "
802580;"Child Care Center";"University Nursery School";"916 E 3RD ST STE 1";;;"Duluth";"MN";"55805-2196";"St. Louis";"(218) 728-1888";"Conditional";"University Nursery School ";176;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1972";"01/01/2020";"12/31/2020";"   "
1059112;"Child Care Center";"University Nursery School College St";"835 W COLLEGE ST";;;"Duluth";"MN";"55811-4904";"St. Louis";"(218) 724-4816";"Active";"University Nursery School ";65;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/28/2011";"01/01/2020";"12/31/2020";"   "
1054576;"Child Care Center";"University Nursery School Harbor View";"1115 N LAKE AVE";;;"Duluth";"MN";"55806-2562";"St. Louis";"(218) 727-2699";"Pending Reopening";"University Nursery School ";42;;"None";"Child Care Center";"Minnesota Department of Human Services";"08/31/2009";"01/01/2020";"12/31/2020";"   "
1012862;"Child Care Center";"University Nursery-Copper Top";"230 E SKYLINE PKWY";;;"Duluth";"MN";"55811-2711";"St. Louis";"(218) 727-8314";"Active";"University Nursery School ";91;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/11/2001";"01/01/2020";"12/31/2020";"   "
802581;"Child Care Center";"University of Minnesota Child Development Center";"1600 Rollins Ave SE";;;"Minneapolis";"MN";55455;"Hennepin";"(612) 625-2273";"Active";"University of Minnesota";140;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/27/1989";"10/06/2020";"12/31/2020";"   "
808006;"Child Care Center";"University of Northwestern Child Development Center";"2945 Lincoln Dr";;;"Roseville";"MN";55113;"Ramsey";"(651) 628-3110";"Active";"University of Northwestern";42;"Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1994";"01/01/2020";"12/31/2020";"   "
1010844;"Child Care Center";"Unlimited Potential in Education Inc Operating as Jack & Jill";"2812 ANTHONY LN S STE 400";;;"Minneapolis";"MN";"55418-3281";"Hennepin";"(612) 455-8955";"Active";"Unlimited Potential In Education Inc";306;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/09/2001";"01/06/2020";"12/31/2020";"   "
1086832;"Child Care Center";"Urban Learning Center Inc";"2505 5th Ave S";;;"Minneapolis";"MN";55404;"Hennepin";"(612) 345-4494";"Active";"Urban Learning Center Inc";77;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/31/2017";"10/01/2020";"12/31/2020";"   "
