"Faclity ID";"Visit Type";"Visit Date";"Visit Result";"Document URL"
"CCCB-00702";"Monitoring";"10/17/2017";"Violations Found-SOF Issued";
"CCCB-00702";"Monitoring";"12/13/2016";"Violations Found-SOF Issued";
"CCCB-00702";"Revision";"3/28/2016";"No Violations Found";
"CCCB-06559";"Monitoring";"11/26/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06559_11262019+Visit.pdf&document_id=0902a1e38005a740"
"CCCB-06559";"Monitoring";"3/25/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06559_03252019+Visit.pdf&document_id=0902a1e380042c4f"
"CCCB-06559";"Revision";"8/23/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06559_08232018+Visit.pdf&document_id=0902a1e38002c7a1"
"CCCB-06559";"Renewal";"4/30/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06559_04302018+Visit.pdf&document_id=0902a1e380028086"
"CCCB-06559";"Monitoring";"5/16/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06559_05162017+Visit.pdf&document_id=0902a1e38001950c"
"CCCB-06559";"Monitoring";"10/24/2016";"No Violations Found";
"CCCB-04149";"Monitoring";"2/28/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04149_02282020+Visit.pdf&document_id=0902a1e38008b878"
"CCCB-04149";"Monitoring";"5/28/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04149_05282019+Visit.pdf&document_id=0902a1e380046702"
"CCCB-04149";"Renewal";"4/11/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04149_04112018+Visit.pdf&document_id=0902a1e380026699"
"CCCB-04149";"Revision";"9/1/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04149_09012017+Visit.pdf&document_id=0902a1e38001be89"
"CCCB-04149";"Monitoring";"4/25/2017";"NCSOF Issued";
"CCCB-04149";"Monitoring";"12/13/2016";"Violations Found-SOF Issued";
"CCCB-02129";"Monitoring";"3/11/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02129_03112020+Visit.pdf&document_id=0902a1e38008b0b8"
"CCCB-02129";"Monitoring";"2/25/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02129_02252019+Visit.pdf&document_id=0902a1e380039fc5"
"CCCB-02129";"Renewal";"4/11/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02129_04112018+Visit.pdf&document_id=0902a1e380026cbd"
"CCCB-02129";"Revision";"8/23/2017";"No Violations Found";
"CCCB-02129";"Monitoring";"2/27/2017";"Violations Found-SOF Issued";
"CCCB-02129";"Monitoring";"1/15/2016";"No Violations Found";
"CCCB-05709";"Monitoring";"3/11/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05709_03112020+Visit.pdf&document_id=0902a1e3800705a5"
"CCCB-05709";"Monitoring";"3/25/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05709_03252019+Visit.pdf&document_id=0902a1e38003bae4"
"CCCB-05709";"Renewal";"3/6/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05709_03062018+Visit.pdf&document_id=0902a1e380024f47"
"CCCB-05709";"Monitoring";"10/17/2017";"No Violations Found";
"CCCB-05709";"Monitoring";"12/21/2016";"No Violations Found";
"CCCB-06869";"Monitoring";"10/26/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06869_10262020+Visit.pdf&document_id=0902a1e38009f00e"
"CCCB-06869";"Revision";"9/14/2020";"No Violations Found";
"CCCB-06869";"Monitoring";"11/26/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06869_11262019+Visit.pdf&document_id=0902a1e38005a724"
"CCCB-06869";"Permit to Full";"5/28/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06869_05282019+Visit.pdf&document_id=0902a1e3800466e2"
"CCCB-06869";"New";"1/15/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06869_01152019+Visit.pdf&document_id=0902a1e380035b09"
"CCCB-01708";"Renewal";"1/2/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01708_01022020+Visit.pdf&document_id=0902a1e38005bc1d"
"CCCB-01708";"Monitoring";"6/5/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01708_06052019+Visit.pdf&document_id=0902a1e380048868"
"CCCB-01708";"Monitoring";"11/1/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01708_11012018+Visit.pdf&document_id=0902a1e38003dfc7"
"CCCB-01708";"Renewal";"1/23/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01708_01232017+Visit.pdf&document_id=0902a1e380018199"
"CCCB-01708";"Monitoring";"11/2/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01708_11022016+Visit.pdf&document_id=0902a1e38001628a"
"CCRB-01061";"Monitoring";"4/25/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01061_04252019+Visit.pdf&document_id=0902a1e380040711"
"CCRB-01061";"Renewal";"8/23/2018";"Violations Found-SOF Issued";
"CCRB-01061";"Licensed Complaint";"8/23/2018";"Violations Found-SOF Issued";
"CCRB-01061";"Monitoring";"12/13/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01061_12132017+Visit.pdf&document_id=0902a1e38003e98e"
"CCRB-01061";"Monitoring";"12/21/2016";"Violations Found-SOF Issued";
"CCCB-06648";"Renewal";"9/9/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06648_09092020+Visit.pdf&document_id=0902a1e38009bea9"
"CCCB-06648";"Monitoring";"6/5/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06648_06052019+Visit.pdf&document_id=0902a1e3800473d5"
"CCCB-06648";"Monitoring";"10/4/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06648_10042018+Visit.pdf&document_id=0902a1e380033fd2"
"CCCB-06648";"Renewal";"5/10/2017";"Violations Found-SOF Issued";
"CCCB-06648";"Monitoring";"10/19/2016";"NCSOF Issued";
"CCCB-05827";"Monitoring";"9/16/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05827_09162020+Visit.pdf&document_id=0902a1e380098f15"
"CCCB-05827";"Renewal";"9/27/2019";"NCSOF Issued";
"CCCB-05827";"Monitoring";"10/15/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05827_10152018+Visit.pdf&document_id=0902a1e380031837"
"CCCB-05827";"Monitoring";"6/12/2017";"Violations Found-SOF Issued";
"CCCB-05827";"Renewal";"10/19/2016";"No Violations Found";
"CCCB-06801";"Renewal";"9/9/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06801_09092020+Visit.pdf&document_id=0902a1e3800980ad"
"CCCB-06801";"Monitoring";"9/25/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06801_09252019+Visit.pdf&document_id=0902a1e38005133b"
"CCCB-06801";"Monitoring";"2/22/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06801_02222019+Visit.pdf&document_id=0902a1e38003ac7d"
"CCCB-06801";"Permit to Full";"1/18/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06801_01182018+Visit.pdf&document_id=0902a1e380024d2c"
"CCCB-06801";"New";"8/16/2017";"No Violations Found";
"CCCB-06932";"New";"11/18/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06932_11182019+Visit.pdf&document_id=0902a1e380056fc1"
"CCCB-05702";"Monitoring";"4/15/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05702_04152019+Visit.pdf&document_id=0902a1e380041584"
"CCCB-05702";"Renewal";"3/16/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05702_03162018+Visit.pdf&document_id=0902a1e38002b556"
"CCCB-05702";"Monitoring";"10/24/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05702_10242017+Visit.pdf&document_id=0902a1e380025544"
"CCCB-05702";"Monitoring";"1/14/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05702_01142016+Visit.pdf&document_id=0902a1e3800035e8"
"CCCB-05741";"Monitoring";"10/14/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05741_10142020+Visit.pdf&document_id=0902a1e38009e751"
"CCCB-05741";"Monitoring";"3/7/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05741_03072019+Visit.pdf&document_id=0902a1e38003a2b0"
"CCCB-05741";"Renewal";"3/16/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05741_03162018+Visit.pdf&document_id=0902a1e3800270ac"
"CCCB-05741";"Monitoring";"3/7/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05741_03072017+Visit.pdf&document_id=0902a1e380018998"
"CCCB-05741";"Monitoring";"1/14/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05741_01142016+Visit.pdf&document_id=0902a1e380003597"
"CCCB-05546";"Renewal";"4/16/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05546_04162019+Visit.pdf&document_id=0902a1e38003ed2c"
"CCCB-05546";"Monitoring";"10/15/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05546_10152018+Visit.pdf&document_id=0902a1e3800340c0"
"CCCB-05546";"Monitoring";"4/17/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05546_04172017+Visit.pdf&document_id=0902a1e380018d98"
"CCCB-05546";"Renewal";"5/16/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05546_05162016+Visit.pdf&document_id=0902a1e380015172"
"CCCB-05283";"Renewal";"8/13/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05283_08132020+Visit.pdf&document_id=0902a1e380090c7a"
"CCCB-05283";"Monitoring";"4/11/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05283_04112019+Visit.pdf&document_id=0902a1e38003cb1b"
"CCCB-05283";"Monitoring";"2/27/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05283_02272018+Visit.pdf&document_id=0902a1e3800246d0"
"CCCB-05283";"Renewal";"4/17/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05283_04172017+Visit.pdf&document_id=0902a1e380019395"
"CCCB-05283";"Monitoring";"5/16/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05283_05162016+Visit.pdf&document_id=0902a1e380014a44"
"CCCB-06596";"Monitoring";"2/5/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06596_02052020+Visit.pdf&document_id=0902a1e380075fdb"
"CCCB-06596";"Renewal";"6/25/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06596_06252019+Visit.pdf&document_id=0902a1e380051202"
"CCCB-06596";"Monitoring";"5/23/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06596_05232018+Visit.pdf&document_id=0902a1e3800293fc"
"CCCB-06596";"Monitoring";"4/24/2017";"NCSOF Issued";
"CCCB-06596";"Renewal";"7/25/2016";"Violations Found-SOF Issued";
"CCCB-04257";"Monitoring";"1/27/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04257_01272020+Visit.pdf&document_id=0902a1e38005d717"
"CCCB-04257";"Renewal";"4/2/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04257_04022019+Visit.pdf&document_id=0902a1e38003bb27"
"CCCB-04257";"Monitoring";"10/23/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04257_10232018+Visit.pdf&document_id=0902a1e380032140"
"CCCB-04257";"Monitoring";"12/6/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04257_12062017+Visit.pdf&document_id=0902a1e3800239ad"
"CCCB-04257";"Renewal";"6/27/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04257_06272016+Visit.pdf&document_id=0902a1e380015409"
"CCCB-06859";"Permit to Full";"1/29/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06859_01292019+Visit.pdf&document_id=0902a1e380038ac6"
"CCCB-06859";"New";"9/5/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06859_09052018+Visit.pdf&document_id=0902a1e38002c74f"
"CCCB-01836";"Monitoring";"9/22/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01836_09222020+Visit.pdf&document_id=0902a1e38009ae2c"
"CCCB-01836";"Monitoring";"9/6/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01836_09062019+Visit.pdf&document_id=0902a1e38004f3b0"
"CCCB-01836";"Monitoring";"1/25/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01836_01252019+Visit.pdf&document_id=0902a1e380038888"
"CCCB-01836";"Renewal";"7/16/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01836_07162018+Visit.pdf&document_id=0902a1e38002c6bf"
"CCCB-01836";"Monitoring";"3/21/2017";"Violations Found-SOF Issued";
"CCCB-01836";"Monitoring";"2/1/2016";"Violations Found-SOF Issued";
"CCCB-00707";"Renewal";"9/22/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00707_09222020+Visit.pdf&document_id=0902a1e38009aad2"
"CCCB-00707";"Monitoring";"1/18/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00707_01182019+Visit.pdf&document_id=0902a1e380036683"
"CCCB-00707";"Monitoring";"5/23/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00707_05232018+Visit.pdf&document_id=0902a1e380028e6d"
"CCCB-00707";"Renewal";"10/4/2017";"No Violations Found";
"CCCB-00707";"Monitoring";"11/15/2016";"No Violations Found";
"CCCB-06793";"Renewal";"9/18/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06793_09182020+Visit.pdf&document_id=0902a1e38009a623"
"CCCB-06793";"Monitoring";"8/12/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06793_08122019+Visit.pdf&document_id=0902a1e38004b43f"
"CCCB-06793";"Monitoring";"2/19/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06793_02192019+Visit.pdf&document_id=0902a1e380047358"
"CCCB-06793";"Monitoring";"9/6/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06793_09062018+Visit.pdf&document_id=0902a1e380033916"
"CCCB-06793";"Permit to Full";"1/30/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06793_01302018+Visit.pdf&document_id=0902a1e380025595"
"CCCB-06793";"New";"4/5/2017";"No Violations Found";
"CCCB-06532";"Monitoring";"2/5/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06532_02052020+Visit.pdf&document_id=0902a1e38005eb2b"
"CCCB-06532";"Monitoring";"4/10/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06532_04102019+Visit.pdf&document_id=0902a1e3800423ec"
"CCCB-06532";"Renewal";"1/30/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06532_01302018+Visit.pdf&document_id=0902a1e380025598"
"CCCB-06532";"Monitoring";"8/7/2017";"No Violations Found";
"CCCB-06532";"Monitoring";"2/1/2016";"No Violations Found";
"CCFB-05168";"Monitoring";"2/19/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05168_02192020+Visit.pdf&document_id=0902a1e38006b399"
"CCFB-05168";"Renewal";"8/20/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05168_08202019+Visit.pdf&document_id=0902a1e38004dc4f"
"CCFB-05168";"Monitoring";"7/12/2018";"NCSOF Issued";
"CCFB-05168";"Monitoring";"6/27/2017";"Violations Found-SOF Issued";
"CCFB-05168";"Renewal";"9/12/2016";"NCSOF Issued";
"CCCB-05531";"Monitoring";"2/19/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05531_02192020+Visit.pdf&document_id=0902a1e38006b4e0"
"CCCB-05531";"Renewal";"2/11/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05531_02112019+Visit.pdf&document_id=0902a1e3800392fe"
"CCCB-05531";"Monitoring";"11/14/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05531_11142018+Visit.pdf&document_id=0902a1e38003521d"
"CCCB-05531";"Monitoring";"9/19/2017";"NCSOF Issued";
"CCCB-05531";"Renewal";"9/12/2016";"NCSOF Issued";
"CCCB-02125";"Monitoring";"9/5/2019";"Violations Found-SOF Issued";
"CCCB-02125";"Renewal";"4/27/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02125_04272018+Visit.pdf&document_id=0902a1e380028041"
"CCCB-02125";"Monitoring";"1/4/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02125_01042017+Visit.pdf&document_id=0902a1e3800189de"
"CCCB-02125";"Licensed Complaint";"7/25/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02125_07252016+Visit.pdf&document_id=0902a1e3800174fd"
"CCCB-02125";"Monitoring";"6/22/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02125_06222016+Visit.pdf&document_id=0902a1e380015aa4"
"CCCB-06395";"Licensed Complaint";"2/21/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06395_02212020+Visit.pdf&document_id=0902a1e380097839"
"CCCB-06395";"Licensed Complaint";"2/19/2020";"Violations Found-SOF Issued";
"CCCB-06395";"Monitoring";"8/28/2019";"Violations Found-SOF Issued";
"CCCB-06395";"Licensed Complaint";"11/2/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06395_11022018+Visit.pdf&document_id=0902a1e380036c75"
"CCCB-06395";"Licensed Complaint";"6/8/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06395_06082018+Visit.pdf&document_id=0902a1e38002a000"
"CCCB-06395";"Licensed Complaint";"5/30/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06395_05302018+Visit.pdf&document_id=0902a1e38002ac0d"
"CCCB-06395";"Renewal";"9/14/2017";"Violations Found-SOF Issued";
"CCCB-06395";"Monitoring";"10/13/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06395_10132016+Visit.pdf&document_id=0902a1e380016eed"
"CCCB-06967";"New";"9/29/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06967_09292020+Visit.pdf&document_id=0902a1e3800998eb"
"CCRB-01063";"Renewal";"2/26/2020";"No Violations Found";
"CCRB-01063";"Monitoring";"8/21/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01063_08212019+Visit.pdf&document_id=0902a1e38004ffa5"
"CCRB-01063";"Licensed Complaint";"6/26/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01063_06262019+Visit.pdf&document_id=0902a1e38005d2d2"
"CCRB-01063";"Monitoring";"11/9/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01063_11092018+Visit.pdf&document_id=0902a1e380036ced"
"CCRB-01063";"Renewal";"2/23/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01063_02232017+Visit.pdf&document_id=0902a1e38001884d"
"CCCB-05749";"Monitoring";"9/22/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05749_09222020+Visit.pdf&document_id=0902a1e3800a0b95"
"CCCB-05749";"Monitoring";"9/11/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05749_09112019+Visit.pdf&document_id=0902a1e380059908"
"CCCB-05749";"Renewal";"5/23/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05749_05232018+Visit.pdf&document_id=0902a1e38002a4ce"
"CCCB-05749";"Monitoring";"10/24/2017";"Violations Found-SOF Issued";
"CCCB-05749";"Monitoring";"12/22/2016";"Violations Found-SOF Issued";
"CCCB-00550";"Monitoring";"7/12/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00550_07122019+Visit.pdf&document_id=0902a1e38004cb20"
"CCCB-00550";"Monitoring";"12/20/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00550_12202018+Visit.pdf&document_id=0902a1e380035d43"
"CCCB-00550";"Renewal";"12/8/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00550_12082017+Visit.pdf&document_id=0902a1e380023ae8"
"CCCB-00550";"Monitoring";"11/3/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00550_11032016+Visit.pdf&document_id=0902a1e380017cdf"
"CCCB-05889";"Renewal";"1/22/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05889_01222020+Visit.pdf&document_id=0902a1e38006741d"
"CCCB-05889";"Monitoring";"9/20/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05889_09202019+Visit.pdf&document_id=0902a1e380057569"
"CCCB-05889";"Monitoring";"3/29/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05889_03292019+Visit.pdf&document_id=0902a1e380042a55"
"CCCB-05889";"Licensed Complaint";"6/25/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05889_06252018+Visit.pdf&document_id=0902a1e380032e11"
"CCCB-05889";"Monitoring";"2/23/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05889_02232018+Visit.pdf&document_id=0902a1e380025738"
"CCCB-05889";"Renewal";"1/11/2017";"NCSOF Issued";
"CCCB-05889";"Monitoring";"9/14/2016";"Violations Found-SOF Issued";
"CCCB-06668";"Monitoring";"12/19/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06668_12192019+Visit.pdf&document_id=0902a1e38005cdd4"
"CCCB-06668";"Licensed Complaint";"5/24/2019";"Violations Found-SOF Issued";
"CCCB-06668";"Licensed Complaint";"4/26/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06668_04262019+Visit.pdf&document_id=0902a1e380057570"
"CCCB-06668";"Monitoring";"11/16/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06668_11162018+Visit.pdf&document_id=0902a1e38003bf27"
"CCCB-06668";"Renewal";"7/5/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06668_07052017+Visit.pdf&document_id=0902a1e38001d3ad"
"CCCB-06668";"Licensed Complaint";"12/5/2016";"Violations Found-SOF Issued";
"CCCB-06668";"Monitoring";"9/20/2016";"NCSOF Issued";
"CCCB-06905";"Permit to Full";"1/2/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06905_01022020+Visit.pdf&document_id=0902a1e3800673c4"
"CCCB-06905";"New";"7/31/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06905_07312019+Visit.pdf&document_id=0902a1e380049a70"
"CCCB-02600";"Monitoring";"9/15/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02600_09152020+Visit.pdf&document_id=0902a1e3800a0b90"
"CCCB-02600";"Revision";"3/13/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02600_03132020+Visit.pdf&document_id=0902a1e380067173"
"CCCB-02600";"Monitoring";"3/29/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02600_03292019+Visit.pdf&document_id=0902a1e380040bd4"
"CCCB-02600";"Renewal";"5/23/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02600_05232018+Visit.pdf&document_id=0902a1e38002875f"
"CCCB-02600";"Monitoring";"5/31/2017";"Violations Found-SOF Issued";
"CCCB-02600";"Monitoring";"10/17/2016";"NCSOF Issued";
"CCCB-06821";"Monitoring";"7/24/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06821_07242019+Visit.pdf&document_id=0902a1e38004cb45"
"CCCB-06821";"Permit to Full";"5/4/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06821_05042018+Visit.pdf&document_id=0902a1e38002cdb9"
"CCCB-06821";"New";"12/27/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06821_12272017+Visit.pdf&document_id=0902a1e38002106e"
"CCFB-06781";"Renewal";"11/14/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06781_11142019+Visit.pdf&document_id=0902a1e38005ad7f"
"CCFB-06781";"Monitoring";"2/28/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06781_02282018+Visit.pdf&document_id=0902a1e380025717"
"CCFB-06781";"Permit to Full";"3/20/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06781_03202017+Visit.pdf&document_id=0902a1e380018b4b"
"CCFB-06781";"New";"12/16/2016";"No Violations Found";
"CCFB-05835";"Monitoring";"1/22/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05835_01222020+Visit.pdf&document_id=0902a1e38005d54b"
"CCFB-05835";"Renewal";"6/12/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05835_06122019+Visit.pdf&document_id=0902a1e38005cf13"
