"Facility ID";"Name";"Programm Type";"City";"Phone";"County";"Zip";"Addess";"Addess1";"Email";"License Status"
"CCCB-06757";"Ready Set Grow Childcare";"Center Based Program License";"Claremont";6032877900;"Sullivan";"'03743";"10 Royce Street";;;"Active"
"CCFB-04475";"Smiling Faces Day Care";"Family Based Program License";"Claremont";6035431455;"Sullivan";"'03743";"6 Pawtucket Avenue";;;"Active"
"CCCB-00700";"Southwestern Community Services - Claremont Headstart";"Center Based Program License";"Claremont";6035422721;"Sullivan";"'03743";"6 Kinney Place";;;"Active"
"CCFB-05924";"Sunflower Child Care";"Family Based Program License";"Claremont";6035424792;"Sullivan";"'03743";"53 Lane Ridge Road";;;"Active"
"CCFB-00073";"Tiny Tots Of Claremont";"Family Based Program License";"Claremont";6035429042;"Sullivan";"'03743";"29 Woonsocket Avenue";;;"Active"
"CCFB-05468";"Busy Bears Childcare";"Family Based Program License";"Enfield";6036327839;"Grafton";"'03748";"41 Shaker Hill Road";;;"Active"
"CCCB-05716";"Enfield Village After School Program";"Center Based Program License";"Enfield";6033049041;"Grafton";"'03748";"271 Route 4";;;"Active"
"CCFB-05063";"Little Folks Day Care";"Family Based Program License";"Enfield";6033066058;"Grafton";"'03748";"30 Shedd Street";;;"Active"
"CCCB-00743";"Mascoma Cooperative Preschool";"Center Based Program License";"Enfield";6036325655;"Grafton";"'03748";"96 Main Street";;;"Active"
"CCFB-06957";"Ostin's Kiddos";"Family Based Program License";"Enfield";6033699905;"Grafton";"'03748";"266 US Route 4";;;"Permit Issued"
"CCCB-06955";"Ready Set Grow";"Center Based Program License";"Enfield";6036321530;"Grafton";"'03748";"11 High Street";;;"Permit Issued"
"CCFB-04341";"Tata's Tots Home Day Care";"Family Based Program License";"Enfield";6036325857;"Grafton";"'03748";"687 Route 4A";;;"Active"
"CCCB-05259";"The Montessori Children's School In Hanover";"Center Based Program License";"Etna";6036432828;"Grafton";"'03750";"67 Trescott Road";;;"Active"
"CCCB-06939";"Creative Kids Adventures, Inc.";"Center Based Program License";"Grantham";8022364000;"Sullivan";"'03753";"151 Rt 10 North";;;"Active"
"CCFB-05221";"Tuck-A-Way Farm Day Care";"Family Based Program License";"Grantham";6038639805;"Sullivan";"'03753";"784 Route #10";;;"Active"
"CCCB-06782";"Cradle and Crayon South";"Center Based Program License";"Hanover";6033813459;"Grafton";"'03755";"45 Lyme Road";;;"Active"
"CCCB-01309";"Dartmouth College Child Care Center";"Center Based Program License";"Hanover";6036466610;"Grafton";"'03755";"21 Reservoir Road";;;"Active"
"CCCB-00536";"Hampshire Cooperative Nursery School";"Center Based Program License";"Hanover";6036434640;"Grafton";"'03755";"104 Lyme Road";;;"Active"
"CCCB-00543";"Hanover Nursery School";"Center Based Program License";"Hanover";6036433315;"Grafton";"'03755";"40 Valley Road Extension";;;"Active"
"CCCB-04111";"Kendal At Hanover 1 Early Learning Center";"Center Based Program License";"Hanover";6036437020;"Grafton";"'03755";"8 Cummings Road";;;"Active"
"CCCB-04135";"La Petite Creche II";"Center Based Program License";"Hanover";6036430451;"Grafton";"'03755";"5 Summer Street";;;"Active"
"CCCB-01939";"Toddler's Morning Out";"Center Based Program License";"Hanover";6036436747;"Grafton";"'03755";"104 Lyme Road";;;"Active"
"CCCB-06715";"Dartmouth Hitchcock Medical Center Child Care";"Center Based Program License";"Lebanon";6036509700;"Grafton";"'03756";"1 Medical Center Drive";;;"Active"
"CCCB-02875";"Learn And Grow Preschool And Enrichment Classes";"Center Based Program License";"Haverhill";6039895614;"Grafton";"'03765";"55 Dartmouth College Highway";;;"Active"
"CCCB-06620";"CCBA Preschool Program";"Center Based Program License";"Lebanon";6034486477;"Grafton";"'03766";"1 Campbell Street";;;"Active"
"CCCB-00687";"Children's Center Of The Upper Valley";"Center Based Program License";"Lebanon";6034481615;"Grafton";"'03766";"178 Mechanic Street";;;"Active"
"CCCB-06095";"Fit Kids Child Care at River Valley Club";"Center Based Program License";"Lebanon";6036438650;"Grafton";"'03766";"14 Lafayette Street";;;"Active"
"CCCB-04703";"Montessori Discovery School of the Twin States";"Center Based Program License";"Lebanon";6034439626;"Grafton";"'03766";"22 School Street";;;"Active"
"CCCB-05945";"Lyme After School Program";"Center Based Program License";"Lyme";6032088303;"Grafton";"'03768";"35 Union Street";;;"Active"
"CCCB-00895";"Lyme Nursery School";"Center Based Program License";"Lyme";6037954567;"Grafton";"'03768";"155 Dartmouth College Highway";;;"Active"
"CCCB-06567";"Busy Bees Child Care Center";"Center Based Program License";"Meriden";6034693800;"Sullivan";"'03770";"1284 Route 120";;;"Active"
"CCFB-06372";"Blueberry Mountain Child Care";"Family Based Program License";"Newport";6038637657;"Sullivan";"'03773";"12 Springfield Road";;;"Active"
"CCCB-04548";"Cinnamon Street Early Education and Child Care Center";"Center Based Program License";"Newport";6038634543;"Sullivan";"'03773";"3 Ice House Plaza";;;"Active"
"CCFB-06051";"Happy Hill Daycare";"Family Based Program License";"Newport";6038634650;"Sullivan";"'03773";"269 NH Rt 10";;;"Active"
"CCCB-06740";"Kids World Academy of New Hampshire";"Center Based Program License";"Newport";6033726413;"Sullivan";"'03773";"648 John Stark Highway";;;"Active"
"CCRB-01072";"Orion House";"Residential Based Program License";"Newport";6038634918;"Sullivan";"'03773";"139 Elm Street";;;"Active"
"CCCB-00610";"Southwestern Community Services - Newport Head Start";"Center Based Program License";"Newport";6033527512;"Sullivan";"'03773";"360 Sunapee Street";;;"Active"
"CCCB-06147";"The Kid's Place";"Center Based Program License";"Newport";6038631010;"Sullivan";"'03773";"167 Summer Street";;;"Active"
"CCFB-06519";"Karen's Kare";"Family Based Program License";"North Haverhill";6037876141;"Grafton";"'03774";"20 Willow Lane";;;"Active"
"CCFB-06150";"Sheltering Tree Child Day Care";"Family Based Program License";"North Haverhill";6032430089;"Grafton";"'03774";"2998 Dartmouth College Highway";;;"Active"
"CCRB-05146";"MPA at Pike: The Hall Farm and Blake House";"Residential Based Program License";"Pike";6039895918;"Grafton";"'03780";"1977 and 2056 Mount Moosilauke Highway";;;"Active"
"CCRB-06873";"MPA at Pike: The Mitchell House";"Residential Based Program License";"Pike";6033539102;"Grafton";"'03780";"2275 Mount Moosilauke Highway";;;"Active"
"CCFB-02723";"Kim's Child Care";"Family Based Program License";"Plainfield";6034693637;"Sullivan";"'03781";"308 Stage Road";;;"Active"
"CCRB-06161";"Mountain Valley Treatment Center -Plainfield";"Residential Based Program License";"Plainfield";6033539102;"Sullivan";"'03781";"703 River Road";;;"Active"
"CCFB-06355";"Miss Deb's Playgroup";"Family Based Program License";"Sunapee";6037639929;"Sullivan";"'03782";"268 North Road";;;"Active"
"CCFB-05338";"Slavin's Haven";"Family Based Program License";"Sunapee";6037634251;"Sullivan";"'03782";"57 North Shore Road";;;"Active"
"CCCB-05937";"Twin River Children's Center";"Center Based Program License";"West Lebanon";6032987405;"Grafton";"'03784";"76 Seminary Hill";;;"Active"
"CCCB-04860";"Woodsville Head Start";"Center Based Program License";"Woodsville";6037474186;"Grafton";"'03785";"6 Church Street";;;"Active"
"CCCB-05737";"Discovery Child Enrichment Center";"Center Based Program License";"Portsmouth";6033346336;"Rockingham";"'03801";"30 Rye Street";;;"Active"
"CCCB-01572";"Edgewood Early Learning Centre";"Center Based Program License";"Portsmouth";6037662371;"Rockingham";"'03801";"928 South Street";;;"Active"
"CCCB-06384";"Great Bay Kids' Company - Pease Tradeport";"Center Based Program License";"Portsmouth";6037665437;"Rockingham";"'03801";"81 New Hampshire Avenue";;;"Active"
"CCFB-01672";"Kathleen Tostenson's Family Child Care";"Family Based Program License";"Portsmouth";6034360905;"Rockingham";"'03801";"306 Thornton Street";;;"Active"
"CCCB-05880";"KinderCare Learning Center";"Center Based Program License";"Portsmouth";6034318010;"Rockingham";"'03801";"72 Mirona Road";;;"Active"
"CCCB-04262";"Little Blessings Child Care Center";"Center Based Program License";"Portsmouth";6034311809;"Rockingham";"'03801";"1035 Lafayette Road";;;"Active"
"CCFB-04420";"Place For Friends And Fun";"Family Based Program License";"Portsmouth";6034270275;"Rockingham";"'03801";"400 Coolidge Drive";;;"Active"
"CCCB-00702";"Seacoast Community School";"Center Based Program License";"Portsmouth";6034228223;"Rockingham";"'03801";"100 Campus Drive Suite 20";;;"Active"
"CCCB-06559";"Seacoast Community School - Community School @ Little Harbour";"Center Based Program License";"Portsmouth";6034228223;"Rockingham";"'03801";"34 Van Buren Avenue";;;"Active"
"CCCB-04149";"Seacoast Community School - Dondero Peak";"Center Based Program License";"Portsmouth";6034309771;"Rockingham";"'03801";"32 Van Buren Avenue";;;"Active"
"CCCB-02129";"Seacoast Community School - Little Harbour - PEAK";"Center Based Program License";"Portsmouth";6034228223;"Rockingham";"'03801";"50 Clough Drive";;;"Active"
"CCCB-05709";"Seacoast Community School - New Franklin Peak";"Center Based Program License";"Portsmouth";6034228223;"Rockingham";"'03801";"1 Franklin Street";;;"Active"
"CCCB-06869";"Seacoast Community School at the Meadows";"Center Based Program License";"Portsmouth";6034228223;"Rockingham";"'03801";"40 Wedgewood Road";;;"Active"
"CCCB-01708";"Southern New Hampshire Services - Portsmouth Head Start";"Center Based Program License";"Portsmouth";6034228231;"Rockingham";"'03801";"100 Campus Drive, Suite 22";;;"Active"
"CCRB-01061";"The Chase Home For Children";"Residential Based Program License";"Portsmouth";6034362216;"Rockingham";"'03801";"698 Middle Road";;;"Active"
"CCCB-06648";"The Children's Garden";"Center Based Program License";"Portsmouth";6034316565;"Rockingham";"'03801";"290 Peverly Hill Road";;;"Active"
"CCCB-05827";"The Early Learning Center at Temple Israel";"Center Based Program License";"Portsmouth";6034365301;"Rockingham";"'03801";"200 State Street";;;"Active"
"CCCB-06801";"The Treehouse School of Portsmouth";"Center Based Program License";"Portsmouth";6179971302;"Rockingham";"'03801";"100 State Street";;;"Active"
"CCCB-06932";"Boys & Girls Club of Alton";"Center Based Program License";"Alton";6032241061;"Belknap";"'03809";"41 School Street";;;"Permit Issued"
"CCCB-05702";"Community Church of Alton After School Program";"Center Based Program License";"Alton";6033875856;"Belknap";"'03809";"20 Church Street";;;"Active"
"CCCB-05741";"Community Church of Alton Joyful Footsteps Preschool";"Center Based Program License";"Alton";6038755562;"Belknap";"'03809";"101 Main Street";;;"Active"
"CCCB-05546";"Atkinson Academy School Age Program";"Center Based Program License";"Atkinson";6034898466;"Rockingham";"'03811";"Academy Avenue";;;"Active"
"CCCB-05283";"The Learning Path";"Center Based Program License";"Atkinson";6038934948;"Rockingham";"'03811";"72 Route 111";;;"Active"
"CCCB-06596";"Little Hands, Big Dreams Childcare Center";"Center Based Program License";"Center Conway";6036620131;"Carroll";"'03813";"90 Odell Hill Road";;;"Active"
"CCCB-04257";"Ossipee Concerned Citizens Child Care Center";"Center Based Program License";"Center Ossipee";6035396772;"Carroll";"'03814";"3 Dore Street";;;"Active"
"CCCB-06859";"Kids Corner 205";"Center Based Program License";"Center Tuftonboro";9786973962;"Carroll";"'03816";"205 Middle Road";;;"Active"
"CCCB-01836";"Children Unlimited";"Center Based Program License";"Conway";6034476356;"Carroll";"'03818";"182 West Main Street";;;"Active"
"CCCB-00707";"Conway Head Start";"Center Based Program License";"Conway";6034475161;"Carroll";"'03818";"73 Main Street";;;"Active"
"CCCB-06793";"Explorations for the Young Child";"Center Based Program License";"Conway";6034477047;"Carroll";"'03818";"66 Main Street";;;"Active"
"CCCB-06532";"Small Connections";"Center Based Program License";"Conway";6034473290;"Carroll";"'03818";"149 Pleasant Street";;;"Active"
"CCCB-06973";"Small Steps Child Care Center";"Center Based Program License";"Conway";6939861162;"Carroll";"'03818";"296 East Main Street";;;"Permit Issued"
"CCFB-05168";"Prime Time Daycare";"Family Based Program License";"Danville";6036423603;"Rockingham";"'03819";"40 Hillside Terrace";;;"Active"
"CCCB-05531";"Southern District YMCA School's Out - Danville";"Center Based Program License";"Danville";6036423361;"Rockingham";"'03819";"23 School Street";;;"Active"
"CCCB-02125";"Children In Motion";"Center Based Program License";"Dover";6037433312;"Strafford";"'03820";"274 County Farm Road";;;"Active"
"CCCB-06395";"Cross Road Children's Center";"Center Based Program License";"Dover";6037494278;"Strafford";"'03820";"18 French Cross Road";;;"Active"
"CCCB-06967";"Dover Children's Center";"Center Based Program License";"Dover";6037427637;"Strafford";"'03820";"43 Back River Road";;;"Permit Issued"
"CCRB-01063";"Dover Children's Home";"Residential Based Program License";"Dover";6037424289;"Strafford";"'03820";"207 Locust Street";;;"Active"
"CCCB-05749";"Garrison City Early Childhood Center";"Center Based Program License";"Dover";6033431214;"Strafford";"'03820";"105 and 103 Durham Road";;;"Active"
"CCCB-00550";"Happy Helpers Preschool Educational Center";"Center Based Program License";"Dover";6037423910;"Strafford";"'03820";"6 Heather Lane";;;"Active"
"CCCB-05889";"Honey Hill Child Care";"Center Based Program License";"Dover";6037493144;"Strafford";"'03820";"57 Central Avenue";;;"Active"
"CCCB-06668";"Honey Tree Learning Center";"Center Based Program License";"Dover";6033127975;"Strafford";"'03820";"36 Olive Meadow Lane";;;"Active"
"CCCB-06905";"Kid's Culture";"Center Based Program License";"Dover";;"Strafford";"'03820";"32 St Thomas St - McConnell Center";;;"Active"
"CCCB-02600";"Little Lamb Nursery";"Center Based Program License";"Dover";6037433102;"Strafford";"'03820";"31 Tennyson Avenue";;;"Active"
"CCCB-06821";"Little Tree Education";"Center Based Program License";"Dover";6033435313;"Strafford";"'03820";"383 Sixth Street";;;"Active"
"CCFB-06781";"Lu's Day Care";"Family Based Program License";"Dover";6037422396;"Strafford";"'03820";"7 Tennsyson Avenue";;;"Active"
"CCFB-05835";"Michele Michaud's Child Care";"Family Based Program License";"Dover";6033432467;"Strafford";"'03820";"6 Wallace Drive";;;"Active"
"CCCB-05229";"Miss Patty's Child Care Center";"Center Based Program License";"Dover";6037420329;"Strafford";"'03820";"49 Piscataqua Road";;;"Active"
"CCCB-06597";"My School";"Center Based Program License";"Dover";6037420321;"Strafford";"'03820";"118 Locust Street";;;"Active"
"CCFB-05974";"Our Little Ones";"Family Based Program License";"Dover";6037504162;"Strafford";"'03820";"7 Birch Drive";;;"Active"
"CCFB-06742";"Shenanigans Early Learning";"Family Based Program License";"Dover";6039699790;"Strafford";"'03820";"2 Apache Street";;;"Active"
"CCCB-06923";"SOAR Program at Woodman Park School";"Center Based Program License";"Dover";;"Strafford";"'03820";"11 Towle Ave";;;"Permit Issued"
"CCCB-06203";"Stay and Play Early Learning Center";"Center Based Program License";"Dover";6035160393;"Strafford";"'03820";"9 Nelson Street";;;"Active"
"CCCB-02659";"Strafford County Head Start - Dover Center";"Center Based Program License";"Dover";6037421732;"Strafford";"'03820";"577 Central Avenue Suite 10";;;"Active"
"CCCB-03039";"Wentworth-Douglass Hospital Early Learning Center";"Center Based Program License";"Dover";6037402630;"Strafford";"'03820";"789 1/2 Central Avenue";;;"Active"
"CCCB-01895";"YMCA of Strafford County School's Out Program at Garrison School";"Center Based Program License";"Dover";6033327334;"Strafford";"'03820";"50 Garrison Road";;;"Active"
"CCCB-01735";"YMCA of Strafford County School's Out Program at Horne Street School";"Center Based Program License";"Dover";6039944114;"Strafford";"'03820";"78 Horne Street";;;"Active"
"CCCB-06582";"Little Tree Education Center";"Center Based Program License";"Madbury";6037428733;"Strafford";"'03823";"314 Route 108";;;"Active"
"CCCB-00753";"Growing Places - Woodside";"Center Based Program License";"Durham";6038685674;"Strafford";"'03824";"60 Strafford Avenue";;;"Active"
"CCCB-04279";"Growing Places Our Time School Age Program - Moharimet";"Center Based Program License";"Durham";6039698677;"Strafford";"'03824";"55 Coe Drive";;;"Active"
"CCCB-04574";"Live And Learn At Mastway";"Center Based Program License";"Durham";6032315099;"Strafford";"'03824";"55 Coe Drive";;;"Active"
"CCCB-05262";"UNH Child Study & Development Center";"Center Based Program License";"Durham";6038622835;"Strafford";"'03824";"22 O'Kane Road";;;"Active"
"CCCB-05954";"BVS Family and Child Enrichment";"Center Based Program License";"Barrington";6039059183;"Strafford";"'03825";"45 Commerce Way";;"info@bvsfamilyandchildcare.com";"Active"
"CCFB-06077";"Kidazzle Child Care";"Family Based Program License";"Barrington";6036645449;"Strafford";"'03825";"243 Smoke Street";;;"Active"
"CCCB-06963";"Kids Culture";"Center Based Program License";"Barrington";6039733319;"Strafford";"'03825";"8 Eastern Avenue";;;"Permit Issued"
"CCCB-06107";"Storybook Hollow Early Learning Program";"Center Based Program License";"Barrington";6038335723;"Strafford";"'03825";"41 Commerce Way";;;"Active"
"CCCB-05699";"Way To Grow Preschool";"Center Based Program License";"Barrington";6036642032;"Strafford";"'03825";"1324 Franklin Pierce Highway";;;"Active"
"CCCB-05333";"Beginnings and Beyond";"Center Based Program License";"East Hampstead";6033290124;"Rockingham";"'03826";"320 Sandown Road";;"beginningsandbeyond@hotmail.com";"Active"
"CCCB-04228";"Ma Petite Maison";"Center Based Program License";"East Hampstead";6033780100;"Rockingham";"'03826";"239 East Main Street";;;"Active"
"CCCB-05363";"Mudpies and Make Believe Children's Learning Center";"Center Based Program License";"East Hampstead";6033789310;"Rockingham";"'03826";"266 East Main Street";;;"Active"
"CCCB-06598";"Kid Logic";"Center Based Program License";"East Kingston";6036428000;"Rockingham";"'03827";"14 Powwow River Road";;;"Active"
"CCCB-05920";"Southern District YMCA School's Out -East Kingston";"Center Based Program License";"East Kingston";6036423361;"Rockingham";"'03827";"5 Andrews Lane";;;"Active"
"CCCB-05936";"A Place To Grow";"Center Based Program License";"Exeter";6036791660;"Rockingham";"'03833";"436 Route 125";;;"Active"
"CCCB-05606";"Appleseeds Day School";"Center Based Program License";"Exeter";6037729995;"Rockingham";"'03833";"15 Hampton Road";;;"Active"
"CCFB-04861";"Donna Clarke's Family Day Care";"Family Based Program License";"Exeter";6036792771;"Rockingham";"'03833";"17 Sanborn Way";;;"Active"
"CCCB-00747";"Exeter Day School";"Center Based Program License";"Exeter";6037723342;"Rockingham";"'03833";"11 Marlboro Street";;;"Active"
"CCCB-00746";"Great Bay Kids' Company";"Center Based Program License";"Exeter";6037724132;"Rockingham";"'03833";"64 Epping Road";;;"Active"
"CCCB-04782";"Great Bay Kids' Company";"Center Based Program License";"Exeter";6037724132;"Rockingham";"'03833";"25 Lincoln Street";;;"Active"
"CCCB-05158";"Great Bay Kids' Company - Main Street School Age Program";"Center Based Program License";"Exeter";6037705057;"Rockingham";"'03833";"40 Main Street, Elementary School";;;"Active"
"CCCB-02298";"Harris Family Children's Center - Phillips Exeter Academy";"Center Based Program License";"Exeter";6037773160;"Rockingham";"'03833";"261 Water Street";;;"Active"
"CCCB-06840";"Little Munchkins Learning Center";"Center Based Program License";"Exeter";6035802010;"Rockingham";"'03833";"134 Portsmouth Avenue";;;"Active"
"CCCB-06508";"Southern District YMCA School's Out - ECCA";"Center Based Program License";"Exeter";6036423361;"Rockingham";"'03833";"30 Linden Street";;;"Active"
"CCCB-06603";"Southern District YMCA School's Out - Kensington";"Center Based Program License";"Exeter";6036423361;"Rockingham";"'03833";"122 Amesbury Road";;;"Active"
"CCCB-05654";"YMCA School's Out - Brentwood";"Center Based Program License";"Exeter";6036423361;"Rockingham";"'03833";"355 Middle Road";;;"Active"
"CCFB-06717";"4 Kids Child Care";"Family Based Program License";"Farmington";6038590609;"Strafford";"'03835";"1145 Meaderboro Road";;;"Active"
"CCCB-04798";"Farmington Children's Center";"Center Based Program License";"Farmington";6037552883;"Strafford";"'03835";"120 Main Street";;;"Active"
"CCCB-06885";"Henry Wilson Enrichment Program";"Center Based Program License";"Farmington";;"Strafford";"'03835";"51 School Street";;;"Active"
"CCFB-06904";"Miss Jess' Child Care";"Family Based Program License";"Farmington";2074596809;"Strafford";"'03835";"196 Bay Road";;;"Active"
"CCFB-06637";"Miss Kathie's Childcare";"Family Based Program License";"Farmington";6037553914;"Strafford";"'03835";"12 Pearson Street";;;"Active"
"CCCB-06886";"Valley View Enrichment Program";"Center Based Program License";"Farmington";;"Strafford";"'03835";"79 Thayer Drive";;;"Active"
"CCCB-06660";"BASE";"Center Based Program License";"Gilmanton Iron Works";6036300381;"Belknap";"'03837";"1386 NH Route 140";;;"Active"
"CCFB-06578";"Seeleygang Day Care";"Family Based Program License";"Rochester";6039784450;"Strafford";"'03839";"16 Echo Brook Road";;;"Active"
"CCCB-05850";"Seacoast Community School - Greenland PEAK";"Center Based Program License";"Greenland";6034228223;"Rockingham";"'03840";"70 Post Road";;;"Active"
"CCCB-06769";"YMCA of the Seacoast - Greenland";"Center Based Program License";"Greenland";6034312334;"Rockingham";"'03840";"176 Tuttle Lane";;;"Active"
"CCCB-06868";"Ages and Stages";"Center Based Program License";"Hampstead";6033296122;"Rockingham";"'03841";"499 Main Street";;"director@agesandstageslc.com";"Active"
"CCCB-06433";"Hazel Drive Early Childhood Center";"Center Based Program License";"Hampstead";6033299600;"Rockingham";"'03841";"35 Hazel Drive";;;"Active"
"CCCB-00854";"Stepping Stones School";"Center Based Program License";"Hampstead";6033298215;"Rockingham";"'03841";"61 Main Street";;;"Active"
"CCCB-02128";"YMCA School's Out - Hampstead";"Center Based Program License";"Hampstead";6036423361;"Rockingham";"'03841";"21 Emerson Avenue";;;"Active"
"CCCB-04229";"Fun After School Program";"Center Based Program License";"Hampton";6039294466;"Rockingham";"'03842";"40 Stickney Terrace";;;"Active"
"CCCB-04539";"Hampton Child & Family Program - Village Preschool";"Center Based Program License";"Hampton";6039297349;"Rockingham";"'03842";"200 High Street";;;"Active"
"CCRB-06889";"MPA at Hampton";"Residential Based Program License";"Hampton";6035361102;"Rockingham";"'03842";"30 Winnacunnet Road";;;"Active"
"CCCB-03048";"Southern District YMCA School's Out - Marston School";"Center Based Program License";"Hampton";6036423361;"Rockingham";"'03842";"4 Marston Way";;;"Active"
"CCCB-04569";"Southern New Hampshire Services - Hampton Head Start";"Center Based Program License";"Hampton";6036012196;"Rockingham";"'03842";"53 Winnacunnet Road";;;"Active"
"CCCB-03062";"Robin's Childs Place";"Center Based Program License";"Hampton Falls";6039291976;"Rockingham";"'03844";"105 Lafayette Road";;;"Active"
"CCCB-06968";"Carriage Towne Kids";"Center Based Program License";"Kingston";6032443900;"Rockingham";"'03848";"43 Church Street Unit B";;;"Permit Issued"
"CCCB-00791";"Kingston Children's Center";"Center Based Program License";"Kingston";6036423200;"Rockingham";"'03848";"12 Church Street";;;"Active"
"CCCB-04853";"Southern District YMCA School's Out - Kingston";"Center Based Program License";"Kingston";6036423361;"Rockingham";"'03848";"179 Main Street";;;"Active"
"CCFB-05776";"Family Child Care Of Madison";"Family Based Program License";"Madison";6033679094;"Carroll";"'03849";"571 East Madison Road";;;"Active"
"CCCB-00896";"Madison Preschool";"Center Based Program License";"Madison";6033674614;"Carroll";"'03849";"53 Conway Road";;;"Active"
"CCCB-00913";"Milton Learning Center";"Center Based Program License";"Milton";6036529337;"Strafford";"'03851";"62 Dawson Street";;;"Active"
"CCFB-06943";"Wild Wood Day Care";"Family Based Program License";"Milton Mills";;"Strafford";"'03852";"37 Main Street";;;"Permit Issued"
"CCCB-06664";"Being Cool - After School and Preschool";"Center Based Program License";"New Durham";6037012105;"Strafford";"'03855";"7 Depot Road";;;"Active"
"CCFB-05720";"Celeste Chasse' Child Care";"Family Based Program License";"New Durham";6038593666;"Strafford";"'03855";"33 Ham Street";;;"Active"
"CCCB-06171";"Great Bay Kids' Company - Newfields School Age Program";"Center Based Program License";"Newfields";6036866005;"Rockingham";"'03856";"9 Pisassic Road";;;"Active"
"CCCB-04882";"Nurture And Nature Children's Center";"Center Based Program License";"Newfields";6037723811;"Rockingham";"'03856";"171 Exeter Road";;;"Active"
"CCCB-00607";"Great Bay Kids' Company";"Center Based Program License";"Newmarket";6036592324;"Rockingham";"'03857";"3 Simons Lane";;;"Active"
"CCCB-05735";"Newton Learning Center";"Center Based Program License";"Newton";6033823333;"Rockingham";"'03858";"31 South Main Street";;;"Active"
"CCCB-06083";"YMCA School's Out - Newton";"Center Based Program License";"Newton";6036423361;"Rockingham";"'03858";"31 West Main Street";;;"Active"
"CCCB-05658";"Lilliputian Montessori School";"Center Based Program License";"North Conway";6033564464;"Carroll";"'03860";"65 Seavey Street";;;"Active"
"CCCB-06953";"The Children's Path, LLC";"Center Based Program License";"North Conway";6037302496;"Carroll";"'03860";"3470 White Mountain Highway";;;"Permit Issued"
"CCCB-05971";"Imprints Day School";"Center Based Program License";"North Hampton";6033798015;"Rockingham";"'03862";"2 Lafayette Road";;;"Active"
"CCCB-06635";"Cornerstone Christian Academy";"Center Based Program License";"Ossipee";6032398636;"Carroll";"'03864";"129 Route 28 Mountainside";;;"Active"
"CCCB-00566";"Holy Angels Preschool and Kindergarten";"Center Based Program License";"Plaistow";6033829783;"Rockingham";"'03865";"8 Atkinson Depot Road";;;"Active"
"CCCB-05569";"Little Explorers Learning Center";"Center Based Program License";"Plaistow";6033823699;"Rockingham";"'03865";"3 Blossom Road";;;"Active"
"CCCB-06628";"Plaistow Community YMCA Early Education Center";"Center Based Program License";"Plaistow";6033820641;"Rockingham";"'03865";"175 Plaistow Road";;;"Active"
"CCCB-05463";"Plaistow Learning Center";"Center Based Program License";"Plaistow";6033824500;"Rockingham";"'03865";"95 Plaistow Road";;;"Active"
"CCCB-06765";"YMCA @ Pollard School";"Center Based Program License";"Plaistow";9787662346;"Rockingham";"'03865";"120 Main Street";;;"Active"
"CCCB-05571";"Blue Skies & Rainbows";"Family Based Program License";"Rochester";6033329695;"Strafford";"'03867";"65 Summer Street";;;"Active"
"CCCB-02769";"Emmanuel Child Care Center";"Center Based Program License";"Rochester";6033325353;"Strafford";"'03867";"63 Eastern Avenue";;;"Active"
"CCCB-06827";"Jack and Jill School";"Center Based Program License";"Rochester";6033323177;"Strafford";"'03867";"56 Whitehall Road";;;"Active"
"CCFB-04466";"Joyful Garden";"Family Based Program License";"Rochester";6033352256;"Strafford";"'03867";"19 Thomas Street";;;"Active"
"CCFB-04153";"Marion's Day Care";"Family Based Program License";"Rochester";6033353266;"Strafford";"'03867";"3 Hobart Street";;;"Active"
"CCFB-05745";"Melissa's Munchkin Land";"Family Based Program License";"Rochester";6033358691;"Strafford";"'03867";"14 Washington Street";;;"Active"
"CCCB-01008";"Rochester Child Care Center";"Center Based Program License";"Rochester";6033329333;"Strafford";"'03867";"95 Charles Street";;;"Active"
"CCCB-04272";"Rochester Child Care Center Allen School ""UP"" Program";"Center Based Program License";"Rochester";6033329333;"Strafford";"'03867";"23 Granite Street";;;"Active"
"CCCB-04400";"Rochester Child Care Center Chamberlain School ""UP"" Program";"Center Based Program License";"Rochester";6032760094;"Strafford";"'03867";"65 Chamberlain Street";;;"Active"
"CCCB-04766";"Rochester Child Care Center Gonic School ""UP"" Program";"Center Based Program License";"Rochester";6038663431;"Strafford";"'03867";"10 Railroad Avenue";;;"Active"
"CCCB-04524";"Rochester Child Care Center McClelland School ""UP"" Program";"Center Based Program License";"Rochester";6032760097;"Strafford";"'03867";"59 Brock Street";;;"Active"
"CCCB-06679";"Rochester Child Care Center Middle School ""UP"" Program";"Center Based Program License";"Rochester";6033329333;"Strafford";"'03867";"47 Brock Street";;;"Active"
"CCCB-06709";"Rochester Child Care Center School Street School ""UP"" Program";"Center Based Program License";"Rochester";6033329333;"Strafford";"'03867";"13 School Street";;;"Active"
"CCCB-06549";"Rochester Child Care Center-Maple Street School ""UP"" Program";"Center Based Program License";"Rochester";6033329333;"Strafford";"'03867";"27 Maple Street";;;"Active"
"CCCB-03040";"St. Leo Catholic Children's Center";"Center Based Program License";"Rochester";6033329840;"Strafford";"'03867";"32 Pickering Road";;;"Active"
"CCCB-01690";"Strafford County Head Start - Rochester Center";"Center Based Program License";"Rochester";6032859461;"Strafford";"'03867";"150 Wakefield Street";;;"Active"
