Name;Credential Type;Credential Number;Status;Expiration Date;Disciplinary Action;Address;State;City;Zip;Phone#;First Issue Date;Primary Contact Name;Primary Contact Role;County
ST. ANTHONY OF PADUA AT ST. FRANCIS OF ASSISI;CENTER (PROVISIONAL);2942-22;Active;11/30/2022;N;2320 SUNRIDGE HEIGHTS PKWY;NV;HENDERSON;89052;702-914-2175;08/14/2020;LISA HUDDLE;Director;CLARK
ST. ELIZABETH ANN SETON CATHOLIC SCHOOL;CENTER (PROVISIONAL);2867-22;Active;11/30/2022;N;1807 PUEBLO VISTA DRIVE;NV;LAS VEGAS;89128;702-804-8328;08/03/2020;DOLORES LOPEZ;Person in Charge;CLARK
ST. JOHN'S ROOM TO GROW;CENTER (PROVISIONAL);250-22;Active;11/30/2022;N;1170 S. TAYLOR STREET;NV;FALLON;89406;775-423-6325;08/01/2015;TAMI BENNETT;Director;CHURCHILL
ST. MARK LUTHERAN PRESCHOOL;CENTER;131-22;Active;12/31/2022;N;277 WILLOW;NV;ELKO;89801;775-738-4750;01/01/2015;SHAWN CAVANESS;Director;ELKO
ST. TERESA OF AVILA CHILD DEVELOPMENT CENTER;CENTER;937-22;Active;07/31/2023;N;567 S. RICHMOND AVE;NV;CARSON CITY;89703;775-283-0261;08/01/2015;REBECCA CHAPPELL;Director;CARSON CITY
ST. VIATOR CATHOLIC SCHOOL;CENTER (PROVISIONAL);2776-22;Active;11/30/2022;N;4246 S. EASTERN AVE;NV;LAS VEGAS;89119;702-732-4477;08/09/2019;SUSAN CRAME;Director;CLARK
STAR ACADEMY CHILD CARE, LLC;CENTER;1546-22;Active;04/30/2023;N;2560 N. GREEN VALLEY PKWY;NV;HENDERSON;89014;702-576-7942;07/01/2016;VERONICA JACKSON;Director;CLARK
STEPPING STONES ACADEMY;CENTER;3227-22;Active;07/31/2022;N;755 DARTMOUTH AVE.;NV;LOVELOCK;89419;775-273-1000;08/01/2021;JERRII RAMIREZ;Director;PERSHING
STEPPING STONES CHILDREN'S ACADEMY;CENTER;2013-22;Active;11/30/2022;N;720 RANCHO DEL NORTE NORTH;NV;LAS VEGAS;89031;702-462-9499;08/15/2016;KATRINA TUCKER;Director;CLARK
STEPPING STONES CHILDREN'S ACADEMY- WARM SPRINGS;CENTER;2377-22;Active;04/30/2023;N;1655 EAST WARM SPRINGS RD;NV;LAS VEGAS;89119;702-489-8481;05/22/2018;SHERLYNNE & SHERRY OVERBY & GIGLIOTTI;Person in Charge;CLARK
STEPPING STONES CHILDRENS ACADEMY 3;CENTER (PROVISIONAL);2654-22;Active;11/30/2022;N;3451 N MICHAEL WAY;NV;LAS VEGAS;89108;702-998-9855;06/03/2019;SHERLYNNE CHARISE OVERBY SCHWINDT;Owner;CLARK
STONE BRIDGE LEARNING ACADEMY;CENTER (PROVISIONAL);2484-22;Active;11/30/2022;N;1951 S RAINBOW BLVD;NV;LAS VEGAS;89146;951-575-5949;07/13/2018;KRISTA MALHOTRA-NICHOLAS;Director;CLARK
STONE BRIDGE LEARNING ACADEMY - GREEN VALLEY;CENTER;3340-22;Active;02/28/2023;N;3760 E SUNSET ROAD;NV;LAS VEGAS;89120;702-836-0923;03/11/2022;KRISTA MALHOTRA;Owner;CLARK
STRONG FAMILY DAYCARE;GROUP CARE;3528-22;Active;08/31/2023;N;624 NORTH 21ST STREET;NV;LAS VEGAS;89101;702-890-2067;09/07/2022;DANIELLE STRONG;Owner;CLARK
SUMITHRA CHILD CARE;FAMILY CARE;1448-22;Active;11/30/2022;N;7992 W. QUAIL AVE;NV;LAS VEGAS;89113;702-617-2222;09/01/2016;SUMITHRA KALUTOTAGE;Owner;CLARK
SUNFLOWER LEARNING CENTER 2;CENTER;3325-22;Active;03/31/2023;N;1255 WATERLOO LN # A;NV;GARDNERVILLE;89410;(775) 782-8044;04/14/2022;CHRISTINA LINDSAY;Owner;DOUGLAS
SUNRISE CHILDREN'S FOUNDATION EARLY HEAD START - BOULDER CITY;CENTER;1116-22;Active;08/31/2023;N;100 ST. JUDE ST;NV;BOULDER CITY;89005;702-293-9088;09/01/2016;NICOLE POBLETE;Director;CLARK
SUNRISE CHILDREN'S FOUNDATION EARLY HEAD START - DESERT ROSE;CENTER (PROVISIONAL);1348-22;Active;11/30/2022;N;602 W. BROOKS AVE NORTH;NV;LAS VEGAS;89030;702-731-8373;01/01/2017;LOURDES QUINTANA;Director;CLARK
SUNRISE CHILDREN'S FOUNDATION EARLY HEAD START - HENDERSON;CENTER;1302-22;Active;12/31/2022;N;501 HARRIS ST;NV;HENDERSON;89015;702-566-1336;01/01/2017;SHEMICKA, NICOLE BLUITT, POBLETE;Director;CLARK
SUNRISE CHILDREN'S FOUNDATION EARLY HEAD START - SPRING VALLEY;CENTER (PROVISIONAL);1288-22;Active;11/30/2022;N;2845 MOHAWK ST;NV;LAS VEGAS;89146;362-231-1137;01/01/2017;MICHELE & NICOLE SHIELDS & POBLETE;Director;CLARK
SUNRISE CHILDREN'S FOUNDATION EARLY HEAD START - WEST CAMPUS;CENTER (PROVISIONAL);1318-22;Active;11/30/2022;N;614 W. JEFFERSON AVE;NV;LAS VEGAS;89106;702-636-2001;06/01/2016;NICOLE POBLETE;Other;CLARK
SUNRISE CHILDREN'S FOUNDATION EAST;CENTER;1937-22;Active;04/30/2023;N;549 N LAMB BLVD.;NV;LAS VEGAS;89110;702-631-7130;05/01/2017;VICTORIA & LOURDES HERNANDEZ-ROMAN & QUINTANA;Director;CLARK
SUNRISE CHILDREN'S FOUNDATION EHS CITY IMPACT;CENTER;2339-22;Active;01/31/2023;N;950 E. ST. LOUIS AVE;NV;LAS VEGAS;89104;702-724-0557;02/07/2018;PAMELA & NICOLE MCCARRY & POBLETE;Director;CLARK
SUNSET MONTESSORI COMMUNITY;CENTER (PROVISIONAL);1351-22;Active;11/30/2022;N;3525 E. SUNSET RD;NV;LAS VEGAS;89120;702-433-6044;12/08/2016;ANA & NATASCHA MARTINEZ, VICTOR;Director;CLARK
SUNSHINE & RAINBOWS, INC .;CENTER;1956-22;Active;02/28/2023;N;1288 DRESSLERVILLE ROAD;NV;GARDNERVILLE;89460;775-265-2185;06/01/2016;LORIE CIRVES;Director;DOUGLAS
SUNSHINE ACADEMY PRE-SCHOOL;CENTER;1106-22;Active;11/30/2022;N;150 N. WILLOW ST;NV;MESQUITE;89027;346-393-9400;12/01/2013;JANEECE NOEL;Other;CLARK
SUNSHINE CHILD CARE;FAMILY CARE;1435-22;Active;04/30/2023;N;8233 STONEHEATHER CT;NV;LAS VEGAS;89117;702-262-5569;05/01/2014;SHAMALIE WIJEKULARATNE;Owner;CLARK
SUNSHINE CHILD CARE & PRESCHOOL;CENTER;444-22;Active;05/31/2023;N;110 S. TAYLOR STREET;NV;FALLON;89406;775-428-1543;06/01/2015;BARBARA VERDUGO;Director;CHURCHILL
SUPER GENIUS KIDS;CENTER;3044-22;Active;11/30/2022;N;3790 REDWOOD ST;NV;LAS VEGAS;89103;(702) 785-2249;11/13/2020;VELENA BARANOVA;Owner;CLARK
SWEET HOME DAY CARE;FAMILY CARE;3222-22;Active;12/31/2022;N;9224 LONGHORN FALLS COURT;NV;LAS VEGAS;89149;702-703-9210;01/27/2022;MARINA ZHURAVLEVA;Owner;CLARK
TAHOE MOUNTAIN ACADEMY;CENTER;2349-22;Active;01/31/2023;N;143 MICHELLE DRIVE;NV;STATELINE;89449;775-588-5437;02/07/2018;AVERI PEREIRA-LUIS;Director;DOUGLAS
TEMPLE BETH SHOLOM PRESCHOOL;CENTER (PROVISIONAL);1211-22;Active;11/30/2022;N;10700 HAVENWOOD LN;NV;LAS VEGAS;89135;702-804-1333;10/01/2016;JENNIFER ZUKOWSKI;Director;CLARK
THE ALEXANDER DAWSON SCHOOL EARLY CHILDHOOD EDUCATION CENTER;CENTER (PROVISIONAL);1269-22;Active;11/30/2022;N;10845 W. DESERT INN RD;NV;LAS VEGAS;89135;949-360-0650;08/01/2016;AMANDA MURRAY-MUSGRAVE;Director;CLARK
THE DR. MIRIAM AND SHELDON G. ADELSON EDUCATIONAL INSTITUTE;CENTER;1075-22;Active;04/30/2023;N;9700 W. HILLPOINTE RD;NV;LAS VEGAS;89134;702-255-4500;05/01/2014;VALERIE IRIZARI;Director;CLARK
THE GODDARD SCHOOL;CENTER (PROVISIONAL);1350-22;Active;11/30/2022;N;2680 PECOS RIDGE PKWY;NV;HENDERSON;89052;702-566-0255;11/01/2016;GIA SHAFER;Director;CLARK
THE GODDARD SCHOOL LV SOUTH;CENTER;3144-22;Active;07/31/2023;N;212 E. STARR AVENUE;NV;LAS VEGAS;89183;702-551-2515;07/23/2021;GIA SCHAFER;Director;CLARK
THE GODDARD SCHOOL RAINBOW;CENTER;3083-22;Active;07/31/2023;N;8840 S RAINBOW BLVD;NV;LAS VEGAS;89139;(702) 728-5577;08/26/2021;STEPHANIE KANAGARATNAM;Director;CLARK
THE HAPPY BABIES  DAY CARE;GROUP CARE (PROVISIONAL);2991-22;Active;11/30/2022;N;3626 S PECOS RD;NV;LAS VEGAS;89121;;09/24/2021;YOLAIDIS MARTINEZ SANJURJO;Owner;CLARK
THE HILLS PRESCHOOL;CENTER;1391-22;Active;01/31/2023;N;6565 SMOKE RANCH RD;NV;LAS VEGAS;89108;702-982-5439;03/01/2016;KATHY YODER-BASS;Director;CLARK
THE LEARNING EXPERIENCE;CENTER;2920-22;Active;11/30/2022;N;6830 S FORT APACHE RD;NV;LAS VEGAS;89148;702-463-7442;08/11/2020;MELISSA MIKELL;Person in Charge;CLARK
THE LEARNING EXPERIENCE- CAMINO AL NORTE;CENTER;3270-22;Active;11/30/2022;N;920 W. WASHBURN RD. NORTH;NV;LAS VEGAS;89031;(702) 844-8444;10/22/2021;ELIZABETH PLUMMER;Director;CLARK
THE LITTLE EXPLORERS LLC;GROUP CARE;2351-22;Active;01/31/2023;N;470 GYPSUM DRIVE;NV;SPRING CREEK;89815;505-488-8895;02/07/2018;KYLA HANNAH;Owner;ELKO
THE MAGIC OF LEARNING;CENTER;1963-22;Active;08/31/2023;N;709 E HORIZON DRIVE;NV;HENDERSON;89015;702-568-1300;09/01/2017;TESS KELLY;Director;CLARK
THE MEADOWS BEGINNING SCHOOL;CENTER (PROVISIONAL);921-22;Active;11/30/2022;N;8601 SCHOLAR LN;NV;LAS VEGAS;89128;702-254-5220;08/01/2016;SARA CARLSON;Director;CLARK
THE PRESCHOOL AT SEVEN HILLS;CENTER (PROVISIONAL);786-22;Active;11/30/2022;N;3051 W. HORIZON RIDGE PKWY;NV;HENDERSON;89052;702-836-0923;09/01/2015;KRISTA NICHOLAS;Person in Charge;CLARK
THE SHANNON ACADEMY LLC;GROUP CARE (PROVISIONAL);2801-22;Active;11/30/2022;N;7943 MINERAL PEAK ST;NV;LAS VEGAS;89166;702-461-4972;11/01/2019;HEATHER SHANNON;Owner;CLARK
THE SHENKER ACADEMY;CENTER;879-22;Active;05/31/2023;N;9001 HILLPOINTE RD;NV;LAS VEGAS;89134;702-255-5437;07/01/2017;SHARON KNAFO;Director;CLARK
THE VENETIAN CHILD DEVELOPMENT CENTER;CENTER;1259-22;Active;12/31/2022;N;3355 S. LAS VEGAS BLVD;NV;LAS VEGAS;89109;702-414-5437;01/01/2015;MALEENI SINGH;Director;CLARK
TINKER TOWN LEARN & PLAY CENTER - SMOKE RANCH;CENTER;892-22;Active;06/30/2023;N;6200 SMOKE RANCH RD;NV;LAS VEGAS;89108;702-242-3222;03/01/2017;TRENICE TAYLOR;Director;CLARK
TINKER TOY DAY CARE;FAMILY CARE (PROVISIONAL);1261-22;Active;11/30/2022;N;7446 POPPY HILLS CT;NV;LAS VEGAS;89113;702-823-4227;06/01/2017;VIVIAN HILL;Owner;CLARK
TINY TLC CHILD CARE;GROUP CARE;1930-22;Active;02/28/2023;N;5909 IRIS AVE;NV;LAS VEGAS;89107;702-201-1154;03/22/2016;CHANTAI PETERSON;Owner;CLARK
TINY TOTS;GROUP CARE (PROVISIONAL);964-22;Active;11/30/2022;N;6352 CLARICE AVE;NV;LAS VEGAS;89107;702-870-5282;10/01/2016;SHERYL HOWARD;Owner;CLARK
TRINITY LUTHERAN PRESCHOOL AND CHILD CARE;CENTER;111-22;Active;02/28/2023;N;1480 DOUGLAS AVENUE;NV;GARDNERVILLE;89410;775-782-5437;03/01/2015;JOANNE TABOR;Director;DOUGLAS
UFC FIT CENTENNIAL;ACCOMMODATION;3136-22;Active;04/30/2023;N;5651 CENTENNIAL CENTER BLVD;NV;LAS VEGAS;89149;725-228-7160;05/21/2021;DELAINE YOUNG;Other;CLARK
UFC FIT SILVERADO;ACCOMMODATION;3135-22;Active;06/30/2023;N;9775 SOUTH MARYLAND PARKWAY;NV;LAS VEGAS;89183;702-580-2892;07/23/2021;DELAINE YOUNG;Other;CLARK
UNDER THE MAGIC PINE TREE;CENTER;2697-22;Active;04/30/2023;N;927 MITCH DR;NV;GARDNERVILLE;89460;775-265-2023;05/17/2019;CHRISTINE MCNALLY;Owner;DOUGLAS
UNIVERSITY UNITED METHODIST CHILD DEVELOPMENT CENTER;CENTER;1286-22;Active;11/30/2022;N;4412 S. MARYLAND PKWY;NV;LAS VEGAS;89119;702-733-7157;11/01/2015;CHELSIE SHURTLEFF;Director;CLARK
UNLV/CSUN;CENTER;174-22;Active;11/30/2022;N;4505 S. MARYLAND PKWY;NV;LAS VEGAS;89154;702-895-1322;11/01/2013;CLAIRE, TREDWELL,;Person in Charge;CLARK
VILLAGE DAYCARE & DROP-IN CENTER;FAMILY CARE;3169-22;Active;11/30/2022;N;5229 PONDEROSA HEIGHTS ST NORTH;NV;LAS VEGAS;89081;;11/24/2021;JOHNNA QUIST;Owner;CLARK
WATCH ME GROW;CENTER;830-22;Active;03/31/2023;N;4095 W. CRAIG RD NORTH;NV;LAS VEGAS;89032;702-646-4386;08/01/2015;BRANDIE HEISELER;Director;CLARK
WATER OF LIFE LUTHERAN SCHOOL;CENTER;1452-22;Active;08/31/2023;N;5430 S. GRAND CANYON DR;NV;LAS VEGAS;89148;702-469-9009;09/01/2016;ELIZABETH MARQUARDT;Director;CLARK
WELLS FAMILY RESOURCE AND CULTURAL CENTER;CENTER;771-22;Active;04/30/2023;N;261 FIRST STREET;NV;WELLS;89835;775-752-2345;05/01/2015;VALERIE BOYER;Director;ELKO
WORD OF LIFE CHRISTIAN ACADEMY;CENTER (PROVISIONAL);1293-22;Active;11/30/2022;N;3520 N. BUFFALO DR;NV;LAS VEGAS;89129;702-645-1180;12/09/2016;JETAUN HARRIS;Director;CLARK
YESHIVA;CENTER;2364-22;Active;03/31/2023;N;9590 WEST SAHARA AVENUE;NV;LAS VEGAS;89117;702-706-3851;04/06/2018;JORDAN ELBAZ- RHODE;Person in Charge;CLARK
YESHIVA DAY SCHOOL OF LAS VEGAS;CENTER (PROVISIONAL);3041-22;Active;11/30/2022;N;55 N VALLE VERDE DRIVE;NV;HENDERSON;89074;702-838-8003;09/04/2020;LEORA LEVINE;Director;CLARK
YMCA - CENTENNIAL HILLS;CENTER;1079-22;Active;05/31/2023;N;6601 N. BUFFALO DR;NV;LAS VEGAS;89131;702-478-9622;09/01/2016;DANIELLE DONOHO;Director;CLARK
YMCA - DURANGO HILLS;CENTER (PROVISIONAL);1078-22;Active;11/30/2022;N;3521 N. DURANGO DR;NV;LAS VEGAS;89129;702-240-9622;05/01/2016;ERICA STEGALL;Director;CLARK
YMCA - SKYVIEW;CENTER (PROVISIONAL);1374-22;Active;11/30/2022;N;3050 E. CENTENNIAL PKWY NORTH;NV;LAS VEGAS;89081;702-522-7500;09/01/2016;ERICA STEGALL;Director;CLARK
ZION LUTHERAN CHURCH PRESCHOOL;CENTER;176-22;Active;01/31/2023;N;3205 N. HIGHLAND DRIVE;NV;WINNEMUCCA;89445;775-623-3796;03/01/2015;JANA SPERRY;Director;HUMBOLDT
ZOO'N AROUND PRESCHOOL;CENTER;1095-22;Active;07/31/2023;N;380 CRIMSON;NV;FERNLEY;89408;775-575-9666;09/01/2015;EVELYN AND BRANDY KNIGHT AND TIMSEN;Director;LYON
