"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_MCODE";"N_LCODE";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85015";"P.U.H.S.D.#210 - METRO TECH CHILD CARE";"1900 WEST THOMAS ROAD";"CDC-1542";12/1/2018;11/30/2021;"PHOENIX";"MARICOPA";"(602)764-8064";"(602)764-8218";35;"CDC1542";-112.10008;33.48074;;;;"C51";"AZ";"N/A";"11";"LICENSED";"LICENSED";"LICENSED";"jsanchez1@phoenixunion.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86303";"P.U.S.D. #1 - DISCOVERY GARDENS - LINCOLN ELEMENTARY";"201 PARK AVENUE";"CDC-18363";7/31/2018;6/30/2021;"PRESCOTT";"YAVAPAI";"(928)917-3249";"(   )   -";20;"CDC18363";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"stacy.williams@prescottschools.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86301";"P.U.S.D.#1 - DISCOVERY GARDEN EARLY CHILDHOOD CENTER";"300 EAST GURLEY STREET";"CDC-17350";7/1/2018;6/30/2021;"PRESCOTT";"YAVAPAI";"(928)442-1283";"(928)717-3280";185;"CDC17350";;;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"Stacy.williams@prescottschools.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86305";"P.U.S.D.#1 - DISCOVERY GARDENS AT ABIA JUDD";"1749 WILLIAMSON VALLEY ROAD";"CDC-18575";7/29/2019;6/30/2022;"PRESCOTT";"YAVAPAI";"(928)442-1283";"(   )   -";20;"CDC18575";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"stacy.williams@prescottschools.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86301";"P.U.S.D.#1 - DISCOVERY GARDENS EARLY CHILDHOOD CENTER - TAYLOR HICKS";"1845 CAMPBELL AVENUE";"CDC-18148";1/8/2018;12/31/2020;"PRESCOTT";"YAVAPAI";"(928)717-3276";"(928)717-3280";99;"CDC18148";;;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"stacy.williams@prescottschools.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85345";"P.U.S.D.#11 - ALTA LOMA ECCEL";"9750 NORTH 87TH AVENUE";"CDC-6675";4/1/2020;3/31/2023;"PEORIA";"MARICOPA";"(623)412-4591";"(623)486-6466";65;"CDC6675";-112.246509;33.573068;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85306";"P.U.S.D.#11 - CACTUS COOP";"6330 WEST GREENWAY ROAD";"CDC-6269";12/1/2020;11/30/2023;"GLENDALE";"MARICOPA";"(623)412-5012";"(623)412-5020";40;"CDC6269";-112.194709;33.625253;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85306";"P.U.S.D.#11 - CANYON ECCEL";"5490 WEST PARADISE LANE";"CDC-17431";10/1/2018;9/30/2021;"GLENDALE";"MARICOPA";"(623)773-6675";"(623)773-6680";59;"CDC17431";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85381";"P.U.S.D.#11 - CENTENNIAL COOP";"14388 NORTH 79TH AVENUE";"CDC-6267";12/1/2020;11/30/2023;"PEORIA";"MARICOPA";"(623)412-4412";"(623)412-4420";25;"CDC6267";-112.228934;33.616071;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85304";"P.U.S.D.#11 - COPPERWOOD KIDZONE";"11232 NORTH 65TH AVENUE";"CDC-17276";8/1/2018;7/31/2021;"GLENDALE";"MARICOPA";"(623)773-6675";"(623)773-6680";44;"CDC17276";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85345";"P.U.S.D.#11 - COUNTRY MEADOWS ECCEL";"8409 NORTH 111TH AVENUE";"CDC-8970";2/1/2019;1/31/2022;"PEORIA";"MARICOPA";"(623)412-5200";"(623)773-7180";59;"CDC8970";-112.297457;33.556917;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85382";"P.U.S.D.#11 - DESERT HARBOR ECCEL";"15585 NORTH 91ST AVENUE";"CDC-13671";9/1/2019;8/31/2022;"PEORIA";"MARICOPA";"(623)486-6200";"(623)486-6466";59;"CDC13671";-112.253674;33.625739;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85304";"P.U.S.D.#11 - DESERT PALMS ECCEL";"11441 NORTH 55TH AVENUE";"CDC-9652";4/1/2019;3/31/2022;"GLENDALE";"MARICOPA";"(623)412-4600";"(623)773-7180";187;"CDC9652";-112.177197;33.590078;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85304";"P.U.S.D.#11 - DESERT VALLEY ECCEL";"12901 NORTH 63RD AVENUE";"CDC-16941";8/1/2020;7/31/2023;"GLENDALE";"MARICOPA";"(623)486-6471";"(   )   -";105;"CDC16941";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85306";"P.U.S.D.#11 - FOOTHILLS ECCEL";"15808 NORTH 63RD AVENUE";"CDC-6679";12/1/2020;11/30/2023;"GLENDALE";"MARICOPA";"(623)486-6471";"(623)412-4635";113;"CDC6679";-112.194468;33.629374;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"aowens@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85382";"P.U.S.D.#11 - FRONTIER ECCEL";"21258 NORTH 81ST AVENUE";"CDC-13672";9/1/2019;8/31/2022;"PEORIA";"MARICOPA";"(623)412-4725";"(623)773-7180";265;"CDC13672";-112.231932;33.675559;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85302";"P.U.S.D.#11 - GLENDALE COMMUNITY COLLEGE  ECCEL PRESCHOOL";"6000 WEST OLIVE AVENUE";"CDC-18588";8/12/2019;7/31/2022;"GLENDALE";"MARICOPA";"(623)773-6675";"(   )   -";59;"CDC18588";;;;;;"C51";"AZ";"N/A";"25";"LICENSED";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85302";"P.U.S.D.#11 - HERITAGE ECCEL";"5312 WEST MOUNTAIN VIEW ROAD";"CDC-17297";8/1/2018;7/31/2021;"GLENDALE";"MARICOPA";"(623)773-6675";"(623)773-6680";59;"CDC17297";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85345";"P.U.S.D.#11 - IRA A. MURPHY ECCEL";"7231 WEST NORTH LANE";"CDC-16211";8/7/2018;7/31/2021;"PEORIA";"MARICOPA";"(623)412-4475";"(623)412-4484";50;"CDC16211";-112.214092;33.580508;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85304";"P.U.S.D.#11 - IRONWOOD COOP";"6051 WEST SWEETWATER AVENUE";"CDC-6266";12/1/2020;11/30/2023;"GLENDALE";"MARICOPA";"(623)486-6411";"(623)486-6424";26;"CDC6266";-112.189056;33.603377;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85383";"P.U.S.D.#11 - LAKE PLEASANT ECCEL";"31501 NORTH WESTLAND ROAD";"CDC-14927";8/1/2018;7/31/2021;"PEORIA";"MARICOPA";"(623)412-4485";"(623)412-4494";59;"CDC14927";-112.345618;33.767933;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85383";"P.U.S.D.#11 - LIBERTY HIGH SCHOOL C.O.O.P.";"9621 WEST SPECKLED GECKO DRIVE";"CDC-16236";8/1/2018;7/31/2021;"PEORIA";"MARICOPA";"(623)773-6525";"(   )   -";25;"CDC16236";-112.26614;33.686587;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85304";"P.U.S.D.#11 - MARSHALL RANCH KIDZONE";"12995 NORTH MARSHALL RANCH DRIVE";"CDC-13674";9/1/2019;8/31/2022;"GLENDALE";"MARICOPA";"(623)486-6470";"(623)486-6478";59;"CDC13674";-112.18565;33.60373;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85381";"P.U.S.D.#11 - OASIS ECCEL";"7841 WEST SWEETWATER";"CDC-7960";4/1/2019;3/31/2022;"PEORIA";"MARICOPA";"(623)412-4821";"(623)412-4809";119;"CDC7960";-112.228198;33.602793;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85382";"P.U.S.D.#11 - PARKRIDGE ECCEL";"9970 WEST BEARDSLEY ROAD";"CDC-17254";8/1/2018;7/31/2021;"PEORIA";"MARICOPA";"(623)773-6675";"(623)773-6680";59;"CDC17254";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85345";"P.U.S.D.#11 - PEORIA COOP";"11200 NORTH 83RD AVENUE";"CDC-6268";2/1/2021;1/31/2024;"PEORIA";"MARICOPA";"(623)486-6312";"(   )   -";32;"CDC6268";-112.237872;33.587478;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85345";"P.U.S.D.#11 - PEORIA ELEMENTARY ECCEL";"11501 NORTH 79TH AVENUE";"CDC-6676";4/1/2020;3/31/2023;"PEORIA";"MARICOPA";"(623)412-4450";"(623)773-7180";59;"CDC6676";-112.228711;33.589741;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85306";"P.U.S.D.#11 - PIONEER ECCEL";"6315 WEST PORT AU PRINCE LANE";"CDC-17639";8/1/2019;7/31/2022;"GLENDALE";"MARICOPA";"(623)773-6675";"(623)773-6680";59;"CDC17639";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85302";"P.U.S.D.#11 - SAHUARO RANCH KIDZONE";"10401 NORTH 63RD AVENUE";"CDC-17640";8/1/2019;7/31/2022;"GLENDALE";"MARICOPA";"(623)773-6680";"(623)773-6675";55;"CDC17640";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85381";"P.U.S.D.#11 - SKY VIEW ECCEL";"8624 WEST SWEETWATER AVENUE";"CDC-17253";8/1/2018;7/31/2021;"PEORIA";"MARICOPA";"(623)773-6675";"(623)773-6680";59;"CDC17253";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85345";"P.U.S.D.#11 - SUNDANCE ECCEL";"7051 WEST CHOLLA STREET";"CDC-8161";2/1/2020;1/31/2023;"PEORIA";"MARICOPA";"(623)773-6675";"(623)486-6466";59;"CDC8161";-112.210489;33.588688;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85382";"P.U.S.D.#11 - SUNRISE MOUNTAIN COOP";"21200 NORTH 83RD AVENUE";"CDC-8399";8/1/2020;7/31/2023;"PEORIA";"MARICOPA";"(623)487-5137";"(623)487-5140";25;"CDC8399";-112.237956;33.676229;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@peoriaud.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85383";"P.U.S.D.#11 - VISTANCIA ECCEL";"30009 NORTH SUNRISE POINT";"CDC-12880";9/1/2018;8/31/2021;"PEORIA";"MARICOPA";"(623)773-6500";"(623)773-7180";59;"CDC12880";-112.332144;33.755163;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"dpischke@pusd11.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86510";"P.U.S.D.#4 - PINON ELEMENTARY SCHOOL";"1 MILE NORTH ROUTE BIA-41";"CDC-16238";10/1/2018;9/30/2021;"PINON";"NAVAJO";"(928)725-2202";"(928)725-2216";55;"CDC16238";-110.217588;36.113257;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"thubbell@pusdatsa.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86040";"P.U.S.D.#8 - LAKE VIEW ELEMENTARY";"1801 NORTH NAVAJO";"CDC-16233";5/1/2018;4/30/2021;"PAGE";"COCONINO";"(928)608-4200";"(928)645-5059";59;"CDC16233";-111.460903;36.930833;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"candrew@pageud.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86040";"P.U.S.D.#8 - PAGE UNIFIED PRESCHOOLL";"450  SOUTH NAVAJO DRIVE";"CDC-7536";3/1/2020;2/28/2023;"PAGE";"COCONINO";"(928)608-4176";"(928)608-4120";125;"CDC7536";-111.46339;36.916763;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Pcase@pusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85022";"P.V.U.S.D.#69 - AIRE LIBRE ELEMENTARY SCHOOL";"16428 NORTH 21ST STREET";"CDC-18595";6/6/2019;5/31/2022;"PHOENIX";"MARICOPA";"(602)449-7413";"(   )   -";645;"CDC18595";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85024";"P.V.U.S.D.#69 - BOULDER CREEK ELEMENTARY";"22801 NORTH 22ND STREET";"CDC-6874";12/1/2018;11/30/2021;"PHOENIX";"MARICOPA";"(602)449-4500";"(602)449-4505";437;"CDC6874";-112.035444;33.696354;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85022";"P.V.U.S.D.#69 - CACTUS VIEW ELEMENTARY SCHOOL";"17602 NORTH CENTRAL AVENUE";"CDC-7435";2/1/2020;1/31/2023;"PHOENIX";"MARICOPA";"(602)449-2520";"(602)867-5244";59;"CDC7435";-112.07431;33.645836;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85032";"P.V.U.S.D.#69 - CHILD DEVELOPMENT CENTERS AT JAMES P. LEE CENTER";"3820 EAST NISBET ROAD";"CDC-7138";2/1/2018;1/31/2021;"PHOENIX";"MARICOPA";"(602)493-6050";"(602)867-5244";59;"CDC7138";-111.999812;33.622874;;;;"C51";"AZ";"10";"24";"LICENSED";"LICENSED";"N/A";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85254";"P.V.U.S.D.#69 - COPPER CANYON ELEMENTARY SCHOOL";"17650 NORTH 54TH STREET";"CDC-7139";11/1/2018;10/31/2021;"SCOTTSDALE";"MARICOPA";"(602)449-7220";"(   )   -";325;"CDC7139";-111.964526;33.647244;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85028";"P.V.U.S.D.#69 - DESERT COVE ELEMENTARY SCHOOL";"11020 NORTH 28TH STREET";"CDC-6880";2/1/2020;1/31/2023;"PHOENIX";"MARICOPA";"(602)480-7076";"(602)867-5244";59;"CDC6880";-112.021915;33.58665;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85254";"P.V.U.S.D.#69 - DESERT SHADOWS ELEMENTARY SCHOOL";"5902 EAST SWEETWATER AVENUE";"CDC-6961";2/1/2020;1/31/2023;"SCOTTSDALE";"MARICOPA";"(602)449-6920";"(602)449-6905";202;"CDC6961";-111.95344;33.604365;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85254";"P.V.U.S.D.#69 - DESERT SPRINGS ELEMENTARY SCHOOL";"6010 EAST ACOMA DRIVE";"CDC-6960";2/1/2020;1/31/2023;"SCOTTSDALE";"MARICOPA";"(602)953-1588";"(602)867-5244";265;"CDC6960";-111.952522;33.619813;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85050";"P.V.U.S.D.#69 - DESERT TRAILS ELEMENTARY SCHOOL";"4315 EAST CASHMAN DRIVE";"CDC-7437";2/1/2020;1/31/2023;"PHOENIX";"MARICOPA";"(480)515-9141";"(602)867-3244";266;"CDC7437";-111.979812;33.691133;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85024";"P.V.U.S.D.#69 - EAGLE RIDGE ELEMENTARY SCHOOL";"19801 NORTH 13TH STREET";"CDC-18939";9/17/2020;8/31/2023;"PHOENIX";"MARICOPA";"(602)449-5700";"(602)449-5705";22;"CDC18939";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"ka.moe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85022";"P.V.U.S.D.#69 - ECHO MOUNTAIN ELEMENTARY SCHOOL";"1811 EAST MICHIGAN AVENUE";"CDC-6964";12/1/2019;11/30/2022;"PHOENIX";"MARICOPA";"(602)449-5500";"(602)867-5244";25;"CDC6964";-112.044319;33.651157;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kmoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85050";"P.V.U.S.D.#69 - FIRESIDE ELEMENTARY SCHOOL";"3725 EAST LONE CACTUS DRIVE";"CDC-16347";8/1/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)449-2211";"(602)449-4720";165;"CDC16347";-112.001204;33.680989;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85255";"P.V.U.S.D.#69 - GRAYHAWK ELEMENTARY SCHOOL";"7525 EAST GRAYHAWK";"CDC-17052";8/1/2020;7/31/2023;"SCOTTSDALE";"MARICOPA";"(602)449-6600";"(   )   -";31;"CDC17052";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85022";"P.V.U.S.D.#69 - HIDDEN HILLS ELEMENTARY SCHOOL";"1919 EAST SHARON DRIVE";"CDC-6959";12/1/2018;11/30/2021;"PHOENIX";"MARICOPA";"(602)449-3120";"(   )   -";120;"CDC6959";-112.040696;33.611197;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85032";"P.V.U.S.D.#69 - INDIAN BEND ELEMENTARY SCHOOL";"3633 EAST THUNDERBIRD ROAD";"CDC-7426";2/1/2020;1/31/2023;"PHOENIX";"MARICOPA";"(602)449-3200";"(602)449-3205";59;"CDC7426";-112.003821;33.613139;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85032";"P.V.U.S.D.#69 - LARKSPUR ELEMENTARY SCHOOL";"2430 EAST LARKSPUR DRIVE";"CDC-18940";9/17/2020;8/31/2023;"PHOENIX";"MARICOPA";"(602)449-3300";"(602)449-3305";22;"CDC18940";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"ka.moe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85254";"P.V.U.S.D.#69 - LIBERTY ELEMENTARY";"5125 EAST MARILYN ROAD";"CDC-9995";10/1/2020;9/30/2023;"SCOTTSDALE";"MARICOPA";"(602)449-6220";"(602)953-3006";385;"CDC9995";-111.970288;33.621153;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85028";"P.V.U.S.D.#69 - MERCURY MINE ELEMENTARY";"9640 NORTH 28TH STREET";"CDC-6877";2/1/2020;1/31/2023;"PHOENIX";"MARICOPA";"(602)449-2000";"(602)867-5244";305;"CDC6877";-112.022518;33.574601;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85024";"P.V.U.S.D.#69 - NORTH CANYON HIGH SCHOOL";"1700 EAST UNION HILLS DRIVE";"CDC-8270";5/1/2018;4/30/2021;"PHOENIX";"MARICOPA";"(602)867-5289";"(   )   -";45;"CDC8270";-112.045531;33.655078;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"karenmoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85254";"P.V.U.S.D.#69 - NORTH RANCH ELEMENTARY SCHOOL";"16406 NORTH 61ST PLACE";"CDC-6878";12/1/2018;11/30/2021;"SCOTTSDALE";"MARICOPA";"(602)449-6420";"(602)449-6405";285;"CDC6878";-111.948585;33.634861;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85032";"P.V.U.S.D.#69 - PALOMINO ELEMENTARY";"15833 NORTH 29TH STREET";"CDC-14681";12/1/2020;11/30/2023;"PHOENIX";"MARICOPA";"(602)449-2800";"(   )   -";58;"CDC14681";-112.019742;33.63088;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85032";"P.V.U.S.D.#69 - PARADISE VALLEY HIGH SCHOOL";"3950 EAST BELL ROAD";"CDC-8269";5/1/2018;4/30/2021;"PHOENIX";"MARICOPA";"(602)449-7000";"(602)449-7005";25;"CDC8269";-111.998132;33.6409;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85050";"P.V.U.S.D.#69 - PINNACLE HIGH SCHOOL";"3535 EAST MAYO BOULEVARD";"CDC-8873";3/1/2019;2/28/2022;"PHOENIX";"MARICOPA";"(602)449-4080";"(602)449-2219";59;"CDC8873";-112.007863;33.681717;;;;"C51";"AZ";"10";"14";"LICENSED";"LICENSED";"N/A";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85255";"P.V.U.S.D.#69 - PINNACLE PEAK ELEMENTARY SCHOOL";"7690 EAST WILLIAMS DRIVE";"CDC-15523";8/1/2019;7/31/2022;"SCOTTSDALE";"MARICOPA";"(602)449-6700";"(602)449-6705";250;"CDC15523";-111.912673;33.693576;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85050";"P.V.U.S.D.#69 - QUAIL RUN ELEMENTARY SCHOOL";"3303 EAST UTOPIA ROAD";"CDC-6881";9/1/2019;8/31/2022;"PHOENIX";"MARICOPA";"(602)867-5289";"(602)867-5244";205;"CDC6881";-112.011709;33.662273;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kmoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85254";"P.V.U.S.D.#69 - SANDPIPER ELEMENTARY SCHOOL";"6724 EAST HEARN ROAD";"CDC-6957";12/1/2018;11/30/2021;"SCOTTSDALE";"MARICOPA";"(602)449-6320";"(602)449-6305";299;"CDC6957";-111.935964;33.615084;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85260";"P.V.U.S.D.#69 - SONORAN SKY ELEMENTARY SCHOOL";"12990 NORTH 75TH STREET";"CDC-6958";12/1/2018;11/30/2021;"SCOTTSDALE";"MARICOPA";"(602)449-6520";"(602)449-6505";145;"CDC6958";-111.92007;33.603738;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85050";"P.V.U.S.D.#69 - SUNSET CANYON ELEMENTARY SCHOOL";"2727 EAST SIESTA LANE";"CDC-8553";12/1/2020;11/30/2023;"PHOENIX";"MARICOPA";"(602)493-6430";"(602)449-2219";59;"CDC8553";-112.023723;33.658555;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85032";"P.V.U.S.D.#69 - WHISPERING WIND ELEMENTARY SCHOOL";"15844 NORTH 43RD STREET";"CDC-6883";12/1/2018;11/30/2021;"PHOENIX";"MARICOPA";"(602)485-7077";"(602)449-7305";345;"CDC6883";-111.98887;33.631101;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kamoe@pvschools.net"
