"id";"name";"address";"city";"state";"phone";"main website";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4"
943728;"K.E.S.D.#28 - KYRENE KIDS CLUB - SIERRA";"1122 EAST LIBERTY LANE";"PHOENIX";"AZ";"(480) 783-1156";"http://www.kyrene.org/Page/1337";"http://www.kyrene.org/Page/1337";"http://www.facebook.com/KyreneSchoolDistrict";"Mon-Fri, 6:30a.m. – 6:30 p.m.";;"http://www.kyrene.org/Page/1184";"http://www.kyrene.org/Page/18668";"n";"n";"y";"y";"y";"y";"http://www.kyrene.org/cms/lib2/AZ01001083/Centricity/Template/10/logos/kyrene.png";;;;
943729;"G.P.S. - QUARTZ HILL ELEMENTARY";"3680 SOUTH QUARTZ HILL";"GILBERT";"AZ";"480-855-5732";"http://gilbertps.schoolwires.net/Domain/44";"http://gilbertps.schoolwires.net/Domain/44";;"8:53 AM -  2:40 PM       ";;;;"n";"n";"n";"y";"y";"n";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/Template/9//logos/quartzhill-logo.png";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/ModuleInstance/3998/large/quartzhill_centennial.jpg?rnd=0.289576932457079";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/Domain/44/Group-Spelling-Shot.jpg";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/Domain/44/georgewashington.jpg";
943730;"P.U.S.D.#11 - DESERT HARBOR E C C E L";"15585 NORTH 91ST AVENUE";"PEORIA";"AZ";"623-486-6470";"https://www.peoriaud.k12.az.us/ProgServ/preschool/Pages/ECCEL.aspx";"https://www.peoriaud.k12.az.us/ProgServ/preschool/Pages/ECCEL.aspx";"http://www.facebook.com/peoriaschooldistrict";;;"https://www.peoriaud.k12.az.us/ProgServ/preschool/ECCEL%20Registration%20Documents/Enrollment%20Packet.2012.pdf";"https://www.peoriaud.k12.az.us/ProgServ/preschool/ECCEL%20Registration%20Documents/Parent%20Handbook%202012-2013.pdf";"n";"n";"y";"y";"n";"n";"https://www.peoriaud.k12.az.us/Tendance/images/Tendance.png";;;;
943731;"P.U.S.D.#11 - FRONTIER E C C E L";"21258 NORTH 81ST AVENUE";"PEORIA";"AZ";"623-486-6470";"https://www.peoriaud.k12.az.us/ProgServ/preschool/Pages/ECCEL.aspx";"https://www.peoriaud.k12.az.us/ProgServ/preschool/Pages/ECCEL.aspx";"http://www.facebook.com/peoriaschooldistrict";;;"https://www.peoriaud.k12.az.us/ProgServ/preschool/ECCEL%20Registration%20Documents/Enrollment%20Packet.2012.pdf";"https://www.peoriaud.k12.az.us/ProgServ/preschool/ECCEL%20Registration%20Documents/Parent%20Handbook%202012-2013.pdf";"n";"n";"y";"y";"n";"n";"https://www.peoriaud.k12.az.us/Tendance/images/Tendance.png";;;;
943732;"D.V.U.S.D.#97 - CANYON SPRINGS";"42901 NORTH 45TH AVENUE";"PHOENIX";"AZ";"623.376.5200";"https://canyonsprings.dvusd.org/";"https://canyonsprings.dvusd.org/";;"8:10AM-3:00PM";;;;"n";"n";"n";"y";"y";"n";;"http://canyonsprings.dvusd.org//images/stories/random/carr1.jpg";"http://canyonsprings.dvusd.org//images/stories/random/fields1.jpg";;
943733;"P.U.S.D.#11 - MARSHALL RANCH E C C E L";"12995 NORTH MARSHALL RANCH DRIVE";"GLENDALE";"AZ";"623-486-6470";"https://www.peoriaud.k12.az.us/ProgServ/preschool/Pages/ECCEL.aspx";"https://www.peoriaud.k12.az.us/ProgServ/preschool/Pages/ECCEL.aspx";"http://www.facebook.com/peoriaschooldistrict";;;"https://www.peoriaud.k12.az.us/ProgServ/preschool/ECCEL%20Registration%20Documents/Enrollment%20Packet.2012.pdf";"https://www.peoriaud.k12.az.us/ProgServ/preschool/ECCEL%20Registration%20Documents/Parent%20Handbook%202012-2013.pdf";"n";"n";"y";"y";"n";"n";"https://www.peoriaud.k12.az.us/Tendance/images/Tendance.png";;;;
943734;"H.U.S.D. - CHAPPARRAL ELEMENTARY";"3380 EAST FRYE ROAD";"GILBERT";"AZ";"(480) 279-7000";"http://www.husd.org/Page/4266";;;;;;;;;;;;;;;;;
943735;"D.U.S.D.#89 - PARKVIEW ELEMENTARY DEN CLUB";"16066 NORTH PARKVIEW PLACE";"SURPRISE";"AZ";"623-876-7161";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=122";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=122";;"Start: 8:15 a.m. End: 3:00 p.m.
Monday Release: 1:00 p.m.
Early Release: 1:00 p.m.";;;"http://www.dysart.org/handbook/Parkview.pdf";"n";"n";"n";"y";"y";"n";"https://schoolweb.dysart.org/SchoolSites/headers/122.gif";;;;
943736;"D.U.S.D.#89 - CANYON RIDGE ELEMENTARY DEN CLUB";"17359 WEST SURPRISE FARMS LOOP NORTH";"SURPRISE";"AZ";"623-876-7161";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=124";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=124";;"Start: 9:00 a.m. End: 3:45 p.m.
Monday Release: 1:45 p.m.
Early Release: 1:45 p.m.";;;"http://www.dysart.org/handbook/Canyon_Ridge.pdf";"n";"n";"n";"y";"y";"n";"https://schoolweb.dysart.org/SchoolSites/headers/124.gif";"https://schoolweb.dysart.org/SchoolSites/uploads/124/Photo%20Galleries/Reindeer%20Run%202010/reindeer%20run%202010%20061.jpg";"https://schoolweb.dysart.org/SchoolSites/uploads/124/Photo%20Galleries/Girls%20Softball%20Championship%2011-12/102_4035.JPG";"https://schoolweb.dysart.org/SchoolSites/uploads/124/Photo%20Galleries/District%20Spelling%20Bee/DSC_5818.jpg";"https://schoolweb.dysart.org/SchoolSites/uploads/124/Photo%20Galleries/District%20Spelling%20Bee/DSC_5820.jpg"
943737;"D.U.S.D.#89 - MOUNTAIN VIEW ELEMENTARY DEN CLUB";"18312 WEST BURTON AVENUE";"WADDELL";"AZ";"623-876-7161";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=123";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=123";;"Start: 9:00 a.m. End: 3:45 pm
Early Release: 1:45 pm
";;;"http://www.dysart.org/handbook/Mountain_View.pdf";"n";"n";"n";"y";"y";"n";"https://schoolweb.dysart.org/SchoolSites/headers/123.gif";"https://schoolweb.dysart.org/SchoolSites/uploads/123/Photo%20Galleries/MIX%20IT%20UP%20DAY%202012/DSCN0511.jpg";"https://schoolweb.dysart.org/SchoolSites/uploads/123/Photo%20Galleries/MIX%20IT%20UP%20DAY%202012/DSCN0517.JPG";"https://schoolweb.dysart.org/SchoolSites/uploads/123/Photo%20Galleries/A%20LABEL%20CELEBRATION/IMG_0025.JPG";"https://schoolweb.dysart.org/SchoolSites/uploads/123/Photo%20Galleries/A%20LABEL%20CELEBRATION/IMG_0026.JPG"
943738;"W.E.S.D.#6 - SUNNYSLOPE ELEMENTARY";"245 EAST MOUNTAIN VIEW";"PHOENIX";"AZ";"(602) 347-4300";"http://www.wesdschools.org/ViewSchool.aspx?school=67";;;;;;;;;;;;;;;;;
943740;"T.U.S.D.#1 - GRIJALVA PACE PROGRAM";"1795 W DREXEL ROAD";"TUCSON";"AZ";"(520) 908-3600";"http://edweb.tusd1.org/Grijalva/";"http://edweb.tusd1.org/Grijalva/";;;;;;"n";"n";"n";"y";"y";"n";;;;;
943744;"F.E.S.D.#45 - WESTERN VALLEY CHILD CARE CENTER";"6250 WEST DURANGO STREET";"PHOENIX";"AZ";"(623) 474-7260";"http://westernvalleyccc.sharpschool.com/";"http://westernvalleyccc.sharpschool.com/";;"8am-4pm";;;;"n";"n";"y";"y";"n";"n";;"http://westernvalleyccc.sharpschool.com/UserFiles/Servers/Server_2644644/Image/painting2.jpg";"http://westernvalleyccc.sharpschool.com/UserFiles/Servers/Server_2644644/Image/writing.jpg";"http://westernvalleyccc.sharpschool.com/UserFiles/Servers/Server_2644644/Image/math.jpg";"http://westernvalleyccc.sharpschool.com/UserFiles/Servers/Server_2644644/Image/building2.jpg"
943745;"G.U.S.D. # 1 - COPPER RIM ELEMENTARY SCHOOL";"1600 EAST MESQUITE";"GLOBE";"AZ";"(928) 402-5800";"http://www.globeschools.org/copperrimelementaryschool.html";"http://www.globeschools.org/copperrimelementaryschool.html";;;"http://www.globeschools.org/employmentopportunities.html";"http://www.globeschools.org/admissionsandenrollment.html";;"n";"n";"n";"y";"y";"n";"http://www.globeschools.org/images/120_tigercub.jpg";;;;
943746;"G.P.S. - MESQUITE JR HIGH";"130 WEST MESQUITE";"GILBERT";"AZ";"480-926-1433";"http://gilbertps.schoolwires.net/Domain/18";"http://gilbertps.schoolwires.net/Domain/18";;"7:53-3:33";;;;"n";"n";"n";"y";"y";"n";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/Template/9//logos/mesquitejrhs-logo.png";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/ModuleInstance/3973/large/mesquitejrhspic2b.jpg?rnd=0.425666321267218";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/ModuleInstance/3973/large/mesquitejrhspic3b.jpg?rnd=0.715460506601008";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/ModuleInstance/3973/large/mesquitejrhspic4b.jpg?rnd=0.952904986195688";"http://gilbertps.schoolwires.net/cms/lib3/AZ01001722/Centricity/Domain/797/MJHS_Food2lg.jpg"
943747;"G.P.S. - HIGHLAND JR HIGH";"6915 EAST GUADALUPE ROAD";"MESA";"AZ";"(480) 632-4739";"http://gilbertps.schoolwires.net/Domain/17";;;;;;;;;;;;;;;;;
943749;"CATALINA FOOTHILLS VALLEY VIEW EARLY LEARNING CENT";"3435 E SUNRISE DR";"TUCSON";"AZ";"(520) 209-7650";"http://www.cfsd16.org/schools/valleyview/";;;;;;;;;;;;;;;;;
943750;"M.U.S.D.#20 - EXTENDED EDUCATION BUTTERFIED ELEM.";"43800 WEST HONEYCUTT ROAD";"MARICOPA";"AZ";"(520) 568-6100";"http://www.butterfield.maricopausd.org/";;;;;;;;;;;;;;;;;
943751;"A.E.S.D.#68 - HEAD START - SEVILLA PRIMARY SCHOOL";"3801 WEST MISSOURI";"PHOENIX";"AZ";"(602) 242-0281";"http://sevp.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";"http://sevp.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";;" 8:30 a.m. – 3:30 0.m.";;"http://sevp.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179415&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"http://sevp.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179427&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"n";"n";"n";"y";"y";"n";;"http://sevp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513701/Image/stand%201.JPG";"http://sevp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513701/Image/stand%204.JPG";"http://sevp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513701/Image/stand%202.JPG";"http://sevp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513701/Image/stand%203.JPG"
943752;"A.E.S.D.#68 - HEAD START - GRANADA PRIMARY SCHOOL";"3232 WEST CAMPBELL";"PHOENIX";"AZ";"602.841.1403";"http://grp.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";"http://grp.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";;"7:30 a.m. – 2:30 p.m.";;"http://grp.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179549&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"http://grp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513699/File/2010-2011%20Granada%20Primary%20Student%20Handbook.pdf?sessionid=d97326dab15bfa4a116ce10d33dd573e";"n";"n";"n";"y";"y";"n";;"http://grp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513699/Image/IMG_1249.jpg";"http://grp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513699/Image/Screen%20Shot%202013-02-25%20at%208.10.07%20PM.png";;
943754;"A.E.S.D.#68 - HEAD START - CORDOVA PRIMARY SCHOOL";"6615 NORTH 39TH AVENUE";"PHOENIX";"AZ";"602.242.5828";"http://corp.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";"http://corp.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";;"8:20 a.m. – 3:30 p.m. ";;"http://corp.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179375&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"http://corp.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179385&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"n";"n";"n";"y";"y";"n";;"http://corp.alhambraesd.schoolfusion.us/images/announcement/1513697-3345245-567.jpg";"http://corp.alhambraesd.schoolfusion.us/images/announcement/1513697-3287602-797.jpg";"http://corp.alhambraesd.schoolfusion.us/images/announcement/1513697-3155186-378.jpg";"http://corp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513697/Image/AKC.jpg"
943755;"A.E.S.D.#68 - ALHAMBRA EARLY CHILDHOOD PROGRAM";"4530 WEST CAMPBELL";"PHOENIX";"AZ";"623.848.8420";"http://jwr.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";"http://jwr.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";;"7:25 a.m. – 2:30 p.m.";;"http://jwr.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179365&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"http://jwr.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179383&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"n";"n";"n";"y";"y";"n";;"http://jwr.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513692/Image/AFF%20photo.gif";"http://jwr.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513692/Image/JWR.jpg";;
943756;"A.E.S.D.#68 - HEAD START - ALHAMBRA KINDERGARTEN";"6615 NORTH 39TH AVENUE";"PHOENIX";"AZ";"602.242.5828";"http://corp.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";"http://corp.alhambraesd.schoolfusion.us/?sessionid=d97326dab15bfa4a116ce10d33dd573e&t";;"8:20 a.m. – 3:30 p.m. ";;"http://corp.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179375&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"http://corp.alhambraesd.schoolfusion.us/modules/cms/pages.phtml?pageid=179385&sessionid=d97326dab15bfa4a116ce10d33dd573e&sessionid=d97326dab15bfa4a116ce10d33dd573e";"n";"n";"n";"y";"y";"n";;"http://corp.alhambraesd.schoolfusion.us/images/announcement/1513697-3345245-567.jpg";"http://corp.alhambraesd.schoolfusion.us/images/announcement/1513697-3287602-797.jpg";"http://corp.alhambraesd.schoolfusion.us/images/announcement/1513697-3155186-378.jpg";"http://corp.alhambraesd.schoolfusion.us/modules/groups/homepagefiles/cms/1513697/Image/AKC.jpg"
943758;"L.E.S.D.#59 - DESERT MEADOWS ELEMENTARY SCHOOL";"6855 WEST MEADOW LOOP EAST";"LAVEEN";"AZ";"(602) 304-2020";"http://desertmeadows.org/";"http://desertmeadows.org/";;"8:00 a.m. - 3:00 p.m.";;;;"n";"n";"n";"y";"y";"n";"http://desertmeadows.org/filestore/header_main60.jpg";;;;
943759;"L.E.S.D.#59 - CHEATHAM ELEMENTARY SCHOOL";"4725 WEST SOUTH MOUNTAIN AVENUE";"LAVEEN";"AZ";"(602) 237-7040";"http://www.cheatham.laveenesd.org/";"http://www.cheatham.laveenesd.org/";;"7:30 a.m. to 2:30 p.m.
Monday - Friday";;;;"n";"n";"n";"y";"y";"n";"http://www.cheatham.laveenesd.org/filestore/header_main62.jpg";;;;
943760;"D.U.S.D.#89 - DESERT MOON SCHOOL DEN CLUB";"23251 NORTH 166TH DRIVE";"SURPRISE";"AZ";"623-876-7161";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=126";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=126";;"Start: 8:15 a.m. End: 3:00 p.m.
Monday Release: 1:00 p.m.
Early Release: 1:00 p.m.";;;"http://www.dysart.org/handbook/Desert_Moon.pdf";"n";"n";"n";"y";"y";"n";"https://schoolweb.dysart.org/SchoolSites/headers/126.gif";"https://schoolweb.dysart.org/SchoolSites/uploads/126/Photo%20Galleries/DMS%202nd%20Assembly%202012-2013/2nd_assembly%20%283%29.JPG";"https://schoolweb.dysart.org/SchoolSites/uploads/126/Photo%20Galleries/DMS%202nd%20Assembly%202012-2013/Aug_Respect%20%281%29.JPG";"https://schoolweb.dysart.org/SchoolSites/uploads/126/Photo%20Galleries/1st%20Arts%20Concert%20Part%20I/DSC00308.JPG";"https://schoolweb.dysart.org/SchoolSites/uploads/126/Photo%20Galleries/DonorsChoose-Kindergarten%202012-2013/donorschoose%20%20II.jpg"
943761;"D.U.S.D.#89 - LUKE ELEMENTARY DEN CLUB";"7300 NORTH DYSART ROAD";"GLENDALE";"AZ";"623-876-7161";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=103";"https://schoolweb.dysart.org/SchoolSites/index.aspx?sid=103";;"Start: 9:00 a.m. End: 3:45 p.m.
Monday Release: 1:45 p.m.
Early Release: 1:45 p.m.";;;"http://www.dysart.org/handbook/Luke.pdf";"n";"n";"n";"y";"y";"n";"https://schoolweb.dysart.org/SchoolSites/headers/103.gif";"https://schoolweb.dysart.org/SchoolSites/uploads/103/Photo%20Galleries/Native%20American%20Essay%20Contest/IMG_0364.jpg";"https://schoolweb.dysart.org/SchoolSites/uploads/103/Photo%20Galleries/Native%20American%20Essay%20Contest/IMG_2360.jpg";"https://schoolweb.dysart.org/SchoolSites/uploads/103/Photo%20Galleries/Native%20American%20Essay%20Contest/IMG_7589.jpg";"https://schoolweb.dysart.org/SchoolSites/uploads/103/Photo%20Galleries/Character%20Counts!/mario%20cc.jpg"
943762;"M.U.S.D.#20 - M.U.S.D.#20 - EXTENDED DAY MARICOPA";"18150 NORTH ALTERRA";"MARICOPA";"AZ";"(520) 568-5160";"http://www.mes.maricopausd.org/";;;;;;;;;;;;;;;;;
943763;"M.U.S.D.#20 - EXTENDED EDUCATION SANTA CRUZ";"19845 NORTH COSTA DEL SOL";"MARICOPA";"AZ";"(520) 568-5170";"http://www.santacruz.maricopausd.org/";;;;;;;;;;;;;;;;;
943764;"C.U.S.D.#80 - CHANDLER KIDS EXPRESS - PATTERSON EL";"7520 SOUTH ADORA BLVD";"GILBERT";"AZ";"(480) 224-3915";"http://www.mychandlerschools.org/site/Default.aspx?PageID=1022";"http://www.mychandlerschools.org/site/Default.aspx?PageID=1022";"http://www.facebook.com/pages/CUSD-Community-Education/179851278729149";"6:30 a.m. to 6:30 p.m. ";;"https://dcw.cusdcommunity.com/chandler/start_registration.jsp";;"n";"n";"n";"n";"y";"y";"http://www.cusd80.com/cms/lib6/AZ01001175/Centricity/Domain/63/Kids_Express_Logo.jpg";;;;
943765;"C.U.S.D.#80 - CHANDLER KIDS EXPRESS - HALEY ELEMEN";"3401 SOUTH LAYTON LAKES BOULEVARD";"CHANDLER";"AZ";"(480) 224-3915";"http://www.mychandlerschools.org/site/Default.aspx?PageID=1022";"http://www.mychandlerschools.org/site/Default.aspx?PageID=1022";"http://www.facebook.com/pages/CUSD-Community-Education/179851278729149";"6:30 a.m. to 6:30 p.m. ";;"https://dcw.cusdcommunity.com/chandler/start_registration.jsp";;"n";"n";"n";"n";"y";"y";"http://www.cusd80.com/cms/lib6/AZ01001175/Centricity/Domain/63/Kids_Express_Logo.jpg";;;;
943767;"C W MCGRAW DISCOVERY CLUB";"2345 S ARIZONA AVENUE";"YUMA";"AZ";"(928) 502-4303";"http://www.yuma.org/index.cfm?pID=1047";"http://www.yuma.org/index.cfm?pID=1047";;;"http://www.yuma.org/index.cfm?pID=1034";;"http://www.yuma.org/viewpdf.cfm?filename=YumaElem_DiscoveryClubHndbk_071312.pdf";"n";"n";"n";"y";"y";"y";"http://www.yuma.org/filestore/sitelayout_YumaRedesign2011-Subpage_11.jpg";"http://www.yuma.org/filestore/DiscoveryClub_slideshow_3.jpg";"http://www.yuma.org/filestore/DiscoveryClub_slideshow_4.jpg";"http://www.yuma.org/filestore/DiscoveryClub_slideshow_5.jpg";"http://www.yuma.org/filestore/DiscoveryClub_slideshow_6.jpg"
943768;"F.E.S.D.#45 - FOWLER HEAD START/ WESTERN VAL CHILD";"6250 WEST DURANGO STREET";"PHOENIX";"AZ";"(623) 474-7260";"http://www.fesd.org/?page_id=724";"http://www.fesd.org/?page_id=724";;;;"http://www.fesd.org/wp-content/uploads/Open_Enroll_Form.pdf";;"n";"n";"y";"y";"n";"n";"http://www.fesd.org/wp-content/themes/academica/images/logo.png";"http://www.fesd.org/wp-content/uploads/Head-Start-Kids.jpg";;;
943769;"F.E.S.D.#45 - WESTERN VALLEY CHILD CARE CENTER PRE";"6250 WEST DURANGO STREET";"PHOENIX";"AZ";"(623) 474-7260";"http://westernvalleyccc.sharpschool.com/pre-school_special_education/";"http://westernvalleyccc.sharpschool.com/pre-school_special_education/";;"8am-4pm";;;;"n";"n";"y";"y";"n";"n";;"http://westernvalleyccc.sharpschool.com/UserFiles/Servers/Server_2644644/Image/painting2.jpg";"http://westernvalleyccc.sharpschool.com/UserFiles/Servers/Server_2644644/Image/writing.jpg";"http://westernvalleyccc.sharpschool.com/UserFiles/Servers/Server_2644644/Image/math.jpg";"http://westernvalleyccc.sharpschool.com/UserFiles/Servers/Server_2644644/Image/building2.jpg"
943770;"T.E.S.D.#17 - PORFIRIO H GONZALES";"9401 WEST GARFIELD STREET";"TOLLESON";"AZ";"(623) 907-5181";"http://www.phgonzales.tollesonschools.com/index.cfm?pID=1014";"http://www.phgonzales.tollesonschools.com/index.cfm?pID=1014";;"8am-3:15pm";;"http://www.tollesonschools.com/index.cfm?pID=4691";;"n";"n";"n";"y";"y";"n";"http://www.phgonzales.tollesonschools.com/filestore/header_main1.jpg";"http://www.phgonzales.tollesonschools.com/filestore/graphic_contactus9.jpg";"http://www.phgonzales.tollesonschools.com/filestore/graphic_schedule.jpg";"http://www.phgonzales.tollesonschools.com/filestore/photo_schoolcampus_2.jpg";"http://www.phgonzales.tollesonschools.com/filestore/aboutus_slideshow_1.jpg"
943772;"DISCOVERY GARDENS EARLY CHILDHOOD CENTER";"1845 CAMPBELL AVENUE";"PRESCOTT";"AZ";"(928) 442-1283";"http://mypusd.prescottschools.com/pusdwp/dg/";;;;;;;;;;;;;;;;;
943773;"J.O.C.U.S.D.#44 - SIMONTON ELEMENTARY SCHOOL";"40300 NORTH SIMONTON BOULEVARD";"QUEEN CREEK";"AZ";"(480) 987-5330";"http://www.simonton.jocombs.org/";"http://www.simonton.jocombs.org/";;"8:15 a.m. – 1:35 p.m.";;"http://www.jocombs.org/index.cfm?pID=683";"http://www.simonton.jocombs.org/viewpdf.cfm?filename=SimontonHandbook_082212.pdf";"n";"n";"n";"y";"y";"n";"http://www.simonton.jocombs.org/filestore/header_main12.gif";"http://www.simonton.jocombs.org/filestore/photo_home18.jpg";"http://www.simonton.jocombs.org/filestore/photo-girl-chalkboard1.jpg";;
943774;"J.O.C.U.S.D.#44-RANCH-PRESCHOOL-KINDER-COMB KIDS";"43521 NORTH KENWORTHY ROAD";"SAN TAN VALLEY";"AZ";"(480) 882-3530";"http://www.ranch.jocombs.org/";"http://www.ranch.jocombs.org/";;" 8:15 a.m. - 3:05 p.m.";;;;"n";"n";"n";"y";"y";"n";"http://www.ranch.jocombs.org/filestore/header_right1.gif";"http://www.ranch.jocombs.org/filestore/photo_school3.jpg";"http://www.ranch.jocombs.org/filestore/graphic_clubs22.jpg";"http://www.ranch.jocombs.org/filestore/photo_videoclub.jpg";"http://www.ranch.jocombs.org/filestore/graphic_contactus211.jpg"
943775;"D.V.U.S.D.#97 NORTERRA CANYON";"2200 WEST MAYA WAY";"PHOENIX";"AZ";"(623) 445-8200";"https://norterracanyon.dvusd.org/";"https://norterracanyon.dvusd.org/";;"8:15am - 3:00pm";;;;"n";"n";"n";"y";"y";"n";;"http://norterracanyon.dvusd.org/images/stories/cheer.JPG";"http://norterracanyon.dvusd.org/images/stories/ncaward.JPG";;
943776;"H.U.S.D. - GATEWAY POINTE ELEMENTARY / KIDS CLUB";"2069 SOUTH DE LA TORRE";"GILBERT";"AZ";"(480) 279-7000";"http://www.husd.org/Page/4266";;;;;;;;;;;;;;;;;
943777;"SAHUARITA UNIFIED SCHOOL DISTRICT #30";"350 W. Sahuarita Rd";"AMADO";"AZ";"(520) 625-3502";"http://www.sahuarita.k12.az.us/district/map.html";;;;;;;;;;;;;;;;;
943781;"VAIL INCLUSIVE PRESCHOOL AT CIENEGA";"12775 E MARY ANN CLEVELAND WAY";"VAIL";"AZ";"520-879-1753";"http://vip.vail.k12.az.us/";"http://vip.vail.k12.az.us/";"https://www.facebook.com/pages/Vail-Inclusive-Preschool-VIP/399395196823299?fref=ts";"7:45 a.m.-2:30 p.m.";;"http://vip.vail.k12.az.us/resources/enrollment-information-and-forms/";"http://vip.vail.k12.az.us/wp-content/uploads/2011/07/vip-parent-handbook.pdf";"n";"n";"y";"y";"n";"n";;;;;
943782;"H.U.S.D.#22 - COYOTE SPRINGS ELEMENTARY SCHOOL";"8101 EAST HIGHWAY 89A";"PRESCOTT VALLEY";"AZ";"(928) 759-4336";"http://cs.humboldtunified.com/";"http://cs.humboldtunified.com/";;"8:40 AM-3:15 PM";;;"http://cs.humboldtunified.com/ourpages/auto/2013/2/4/34982858/CSES%20Student%20Handbook%202012-2013.pdf";"n";"n";"n";"y";"y";"n";"http://cs.humboldtunified.com/pics/cse.jpg";"http://cs.humboldtunified.com/album/departments/116924/98156/89027.jpg";"http://cs.humboldtunified.com/album/departments/116924/98156/10402.jpg";"http://cs.humboldtunified.com/album/departments/116924/98156/56965.jpg";"http://cs.humboldtunified.com/album/departments/116924/98156/78308.jpg"
