"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85339";"L.E.S.D.#59 - EFGA KIDS CLUB";"5400 WEST CARVER ROAD";"CDC-18951";8/9/2021;12/1/2023;"LAVEEN";"MARICOPA";"(602)237-7058";"(602)304-2025";59;"CDC18951";-112.17665;33.341326;40131166092033;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kteer@laveeneld.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85339";"L.E.S.D.#59 - LAVEEN KIDS CLUB";"4141 WEST MCNEIL STREET";"CDC-15885";7/1/2020;6/30/2023;"LAVEEN";"MARICOPA";"(602)237-9110";"(602)304-2025";125;"CDC15885";-112.150582;33.357398;40131166112006;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"kteer@laveeneld.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85041";"L.E.S.D.#59 - M.C.CASH KIDS CLUB";"3851 WEST ROESER ROAD";"CDC-16710";8/1/2019;7/31/2022;"PHOENIX";"MARICOPA";"(602)237-9120";"(602)237-9133";59;"CDC16710";-112.140382;33.39923;40131155002000;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Kteer@laveeneld.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85339";"L.E.S.D.#59 - PASEO POINT KIDS CLUB";"8800 SOUTH 55TH AVENUE";"CDC-17719";8/10/2019;7/31/2022;"LAVEEN";"MARICOPA";"(602)237-7058";"(602)304-2028";405;"CDC17719";-112.177816;33.366185;40131166092013;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kteer@laveeneld.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85339";"L.E.S.D.#59 - ROGERS RANCH KIDS CLUB";"6735 SOUTH 47TH AVENUE";"CDC-16328";7/1/2021;6/30/2024;"LAVEEN";"MARICOPA";"(602)237-7058";"(602)304-2025";59;"CDC16328";-112.160299;33.38656;40131166052007;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kteer@laveeneld.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85339";"L.E.S.D.#59 - TRAILSIDE POINT KIDS CLUB";"7275 WEST VINEYARD ROAD";"CDC-13497";9/1/2019;8/31/2022;"LAVEEN";"MARICOPA";"(602)361-4234";"(602)237-9135";59;"CDC13497";-112.215008;33.385429;40131166031004;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Kteer@laveeneld.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85339";"L.E.S.D.#59 - VISTA DEL SUR KIDS CLUB";"3908 WEST SOUTH MOUNTAIN ROAD";"CDC-13499";9/1/2019;8/31/2022;"LAVEEN";"MARICOPA";"(602)361-4165";"(602)304-2025";300;"CDC13499";-112.144424;33.370444;40131166102004;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kteer@laveeneld.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85323";"L.E.S.D.#65 - LITTLETON ELEMENTARY SCHOOL PRESCHOOL";"1252 SOUTH AVONDALE BOULEVARD";"CDC-7516";2/1/2022;1/31/2025;"AVONDALE";"MARICOPA";"(623)478-5700";"(623)478-5625";212;"CDC7516";-112.306564;33.434302;40130822112000;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Pacheco.Jazmin@littletonaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85340";"L.E.S.D.#79 - BARBARA B. ROBEY ELEMENTARY SCHOOL";"5340 NORTH WIGWAM CREEK BLVD";"CDC-12392";10/1/2020;9/30/2023;"LITCHFIELD PARK";"MARICOPA";"(623)547-1428";"(623)935-9461";365;"CDC12392";-112.329784;33.512854;40130610112040;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"sterr.r@lesd.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85395";"L.E.S.D.#79 - BELEN SOTO ELEMENTARY SCHOOL";"18601 WEST CAMPBELL AVENUE";"CDC-18591";8/5/2019;7/31/2022;"GOODYEAR";"MARICOPA";"(623)535-6042";"(623)935-3715";845;"CDC18591";-112.45896314;33.50096598;40130610161034;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"blockwitz@lesd.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85392";"L.E.S.D.#79 - CORTE SIERRA ELEMENTARY SCHOOL";"3300 NORTH SANTA FE TRAIL";"CDC-9874";8/1/2020;7/31/2023;"AVONDALE";"MARICOPA";"(623)547-1007";"(623)935-9461";425;"CDC9874";-112.334797;33.485828;40130610141005;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"sterr.r@lesd.K12.92.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85340";"L.E.S.D.#79 - DREAMING SUMMIT ELEMENTARY SCHOOL";"13335 WEST MISSOURI AVENUE";"CDC-11627";8/1/2019;7/31/2022;"LITCHFIELD PARK";"MARICOPA";"(623)547-1212";"(623)935-9461";265;"CDC11627";-112.347316;33.515485;40130610472000;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"dse-extday@lesd.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85340";"L.E.S.D.#79 - LITCHFIELD EARLY CHILDHOOD EDUCATION";"255 EAST WIGWAM BOULEVARD";"CDC-7078";8/1/2021;7/31/2024;"LITCHFIELD PARK";"MARICOPA";"(623)535-6042";"(623)935-9461";605;"CDC7078";-112.357053;33.493159;40130610101003;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"akers@lesd.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85395";"L.E.S.D.#79 - MABEL PADGETT ELEMENTARY";"15430 WEST TURNEY";"CDC-15413";8/1/2019;7/31/2022;"GOODYEAR";"MARICOPA";"(623)547-3200";"(   )   -";385;"CDC15413";-112.391481;33.498074;40130610161061;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"mpe-extday@lesd.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85395";"L.E.S.D.#79 - PALM VALLEY ELEMENTARY SCHOOL";"2801 NORTH 135TH AVENUE";"CDC-7079";9/1/2021;8/31/2024;"GOODYEAR";"MARICOPA";"(623)535-6405";"(623)935-9461";305;"CDC7079";-112.350304;33.477387;40130610123000;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Pve.extday@lesd.K12.AZ.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85392";"L.E.S.D.#79 - RANCHO SANTA FE ELEMENTARY SCHOOL";"2150 NORTH RANCHO SANTA FE BOULEVARD";"CDC-9048";10/1/2021;9/30/2024;"AVONDALE";"MARICOPA";"(623)535-6567";"(623)935-9461";205;"CDC9048";-112.329853;33.472691;40130610151000;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"sterr.r@lesd.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85340";"L.E.S.D.#79 - SCOTT LIBBY - EARLY CHILD EDUCATION";"18701 WEST THOMAS ROAD";"CDC-6249";10/1/2020;9/30/2023;"LITCHFIELD PARK";"MARICOPA";"(623)535-6205";"(   )   -";374;"CDC6249";-112.462452;33.479023;40130506063009;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"bryant@lesd.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85396";"L.E.S.D.#79 - VERRADO ELEMENTARY SCHOOL";"20873 WEST SUNRISE LANE";"CDC-12799";8/1/2021;7/31/2024;"BUCKEYE";"MARICOPA";"(623)547-1605";"(623)853-2358";185;"CDC12799";-112.509505;33.497648;40130506062014;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"ves-extday@lesd.k12AZ.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85396";"L.E.S.D.#79 - VERRADO HERITAGE ELEMENTARY SCHOOL";"20895 WEST HAMILTON STREET";"CDC-17257";7/1/2021;5/31/2024;"BUCKEYE";"MARICOPA";"(623)535-6042";"(   )   -";200;"CDC17257";-112.508762;33.478173;40130506053316;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"blockwitz@lesd.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"86403";"L.H.U.S.D.#1 - DEVELOPMENTAL PRESCHOOL";"2395 SMOKETREE AVENUE";"CDC-8885";11/1/2021;10/31/2024;"LAKE HAVASU CITY";"MOHAVE";"(928)505-6033";"(928)505-6036";72;"CDC8885";-114.321402;34.484669;40159530004014;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"carolyn.alexander@lhusd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"86403";"L.H.U.S.D.#1 - LITTLE KNIGHTS PRESCHOOL";"2675 SOUTH PALO VERDE BLV";"CDC-6637";10/1/2021;9/30/2024;"LAKE HAVASU CITY";"MOHAVE";"(928)854-5347";"(   )   -";25;"CDC6637";-114.315473;34.49395;40159530003017;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"mhendry@havasu.k12.az.us"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"86432";"L.U.S.D.#9 - BEAVER DAM ELEMENTARY SCHOOL";"3436 EAST RIO VIRGIN ROAD";"CDC-16105";2/1/2021;1/31/2024;"BEAVER DAM";"MOHAVE";"(928)347-5796";"(928)347-5795";40;"CDC16105";-113.929149;36.90642;40159501002203;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"sgonzales@lusd9.com"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"86018";"M.C.S.D.#10 - MAINE CONSOLIDATED SCHOOL DISTRICT #10";"10 NORTH VALLEY ROAD";"CDC-17583";5/1/2019;4/30/2022;"PARKS";"COCONINO";"(928)635-2115";"(928)635-5320";21;"CDC17583";-111.94;35.26;40050023004148;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"trodriguez@mcsd10.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85016";"M.E.S.D.#38 - CAMELVIEW- E C P / M A C";"2002 EAST CAMPBELL AVENUE";"CDC-6237";1/1/2021;12/31/2023;"PHOENIX";"MARICOPA";"(602)664-7228";"(602)664-7998";265;"CDC6237";-112.037939;33.502165;40131085024003;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"dsegoviano@madisoned.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85020";"M.E.S.D.#38 - HEIGHTS E C P / M A C";"7150 NORTH 22ND STREET";"CDC-6238";1/1/2021;12/31/2023;"PHOENIX";"MARICOPA";"(602)664-7870";"(602)664-7998";265;"CDC6238";-112.034753;33.540988;40131051022020;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"apierson@madisched.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85016";"M.E.S.D.#38 - MADISON #1 M A C";"5525 NORTH 16TH STREET";"CDC-6239";9/1/2020;8/31/2023;"PHOENIX";"MARICOPA";"(602)664-7170";"(602)664-7981";525;"CDC6239";-112.047349;33.518636;40131077004011;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"zgage@madison.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85014";"M.E.S.D.#38 - MADISON TRADITIONAL ACADEMY";"925 EAST MARYLAND AVENUE";"CDC-15900";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)745-4070";"(602)664-7999";332;"CDC15900";-112.061361;33.530844;40131065012003;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"lmautz@madisoned.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85016";"M.E.S.D.#38 - MEADOWS M A C";"225 WEST OCOTILLO ROAD";"CDC-6246";1/1/2021;12/31/2023;"PHOENIX";"MARICOPA";"(602)664-7670";"(602)664-7499";525;"CDC6246";-112.075823;33.534126;40131066001006;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"awest@madisoned.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85014";"M.E.S.D.#38 - PARK M A C / E C P";"1431 EAST CAMPBELL AVENUE";"CDC-6247";1/1/2021;12/31/2023;"PHOENIX";"MARICOPA";"(602)664-7570";"(602)664-7499";385;"CDC6247";-112.049592;33.501819;40131086022008;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"QRYAN@MADISONSCHOOLS.ORG"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85014";"M.E.S.D.#38 - ROSE LANE M A C / E C P";"1155 EAST ROSE LANE";"CDC-6236";11/1/2020;10/31/2023;"PHOENIX";"MARICOPA";"(602)664-7470";"(602)664-7499";325;"CDC6236";-112.056759;33.52721;40131065012007;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"cnewman@madison.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85020";"M.E.S.D.#38 - SIMIS E C P / M A C";"7302 NORTH 10TH STREET";"CDC-6241";9/1/2020;8/31/2023;"PHOENIX";"MARICOPA";"(602)664-7370";"(602)664-7399";425;"CDC6241";-112.060868;33.542593;40131063004006;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"qbreling@madisoned.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85540";"M.S.D.#18 - FAIRBANKS LEARNING CONNECTIONS PRESCHOOL";"79 COPPER ROAD";"CDC-7806";8/1/2019;7/31/2022;"MORENCI";"GREENLEE";"(928)865-7274";"(602)664-7998";155;"CDC7806";-109.322325;33.045543;40119602002004;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jhemmerling@morenci.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85540";"M.S.D.#18 - WILDKITTEN DEN";"301 PLAZA DRIVE";"CDC-17551";5/1/2019;4/30/2022;"MORENCI";"GREENLEE";"(928)865-0631";"(   )   -";115;"CDC17551";-109.328751;33.051368;40119602003021;"C51";"AZ";"16";"15";"LICENSED";"LICENSED";"LICENSED";"cbenavidez@morenci.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85342";"M.S.D.#75 - MORRISTOWN SCHOOL DISTRICT #75";"25950 ROCKAWAY HILLS ROAD";"CDC-12488";2/1/2021;1/31/2024;"MORRISTOWN";"MARICOPA";"(623)546-5100";"(623)388-9368";10;"CDC12488";-112.630881;33.857222;40130405152146;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"jpetty@morristowneld75.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85631";"M.S.M.U.S.D.#8 - MAMMOTH - SAN MANUEL PRESCHOOL";"711 MCNAB PARKWAY";"CDC-18373";9/1/2021;8/31/2024;"SAN MANUEL";"PINAL";"(520)385-2336";"(520)385-3035";45;"CDC18373";-110.630864;32.598789;40210007002003;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"scottj@msmusd.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85138";"M.U.S.D.#20 - SANTA CRUZ ELEMENTARY";"19845 NORTH COSTA DEL SOL BOULEVARD";"CDC-18519";4/1/2021;3/31/2025;"MARICOPA";"PINAL";"(520)568-5100";"(   )   -";59;"CDC18519";-111.955978;33.059638;40210017102003;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"tmanoguerrera@musd20.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85138";"M.U.S.D.#20 - SANTA ROSA ELEMENTARY";"21400 NORTH SANTA ROSA DRIVE";"CDC-18521";3/1/2022;3/31/2025;"MARICOPA";"PINAL";"(520)568-5100";"(   )   -";245;"CDC18521";-112.027468;33.074127;40210017052014;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"tmanoguerrera@musd20.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85202";"M.U.S.D.#4 - ADAMS KINDERU";"738 SOUTH LONGMORE";"CDC-6435";1/1/2021;12/31/2023;"MESA";"MARICOPA";"(480)472-4353";"(480)472-7250";59;"CDC6435";-111.865938;33.401629;40134221022014;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85205";"M.U.S.D.#4 - BUSH ELEMENTARY";"4925 EAST INGRAM STREET";"CDC-19106";8/10/2021;7/31/2024;"MESA";"MARICOPA";"(480)472-1022";"(   )   -";25;"CDC19106";-111.724206;33.447283;40134202151008;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"early_learning@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85208";"M.U.S.D.#4 - COYOTE KIDS CHILD DEVELOPMENT CENTER";"845 SOUTH CRISMON ROAD";"CDC-11436";3/1/2020;2/28/2023;"MESA";"MARICOPA";"(480)472-9530";"(   )   -";18;"CDC11436";-111.615213;33.399949;40134226152019;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Vlhuntsinwinter@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85202";"M.U.S.D.#4 - DOBSON HIGH MINI MUSTANGS";"1501 WEST GUADALUPE ROAD";"CDC-7565";4/1/2019;3/31/2022;"MESA";"MARICOPA";"(480)472-3230";"(480)472-3250";25;"CDC7565";-111.8655;33.364052;40134222151001;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";" jdwarren@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85203";"M.U.S.D.#4 - EDISON KINDERU";"545 NORTH HORNE";"CDC-18648";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-7250";"(   )   -";25;"CDC18648";-111.81389;33.424072;40134209021011;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"srmeschke@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85201";"M.U.S.D.#4 - EISENHOWER KINDERU";"848 NORTH MESA DRIVE";"CDC-17912";5/1/2020;4/30/2023;"MESA";"MARICOPA";"(480)472-7257";"(480)472-5212";29;"CDC17912";-111.822902;33.430819;40134210022017;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85201";"M.U.S.D.#4 - EMERSON KINDERU";"415 NORTH WESTWOOD";"CDC-18647";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-4701";"(   )   -";25;"CDC18647";-111.852136;33.423313;40134211023000;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"N/A";"mmprecup@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85207";"M.U.S.D.#4 - FALCON HILL - KINDERU";"1645 NORTH STERLING";"CDC-7216";4/1/2019;3/31/2022;"MESA";"MARICOPA";"(480)472-8632";"(480)472-7251";18;"CDC7216";-111.673825;33.446659;40134201051011;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85206";"M.U.S.D.#4 - FRANKLIN AT BRIMHALL KINDERU";"5005 EAST SOUTHERN AVENUE";"CDC-17392";8/2/2021;7/31/2024;"MESA";"MARICOPA";"(480)472-2600";"(480)472-7251";59;"CDC17392";-111.722324;33.393663;40134226361003;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85210";"M.U.S.D.#4 - GUERRERO KINDERU";"463 SOUTH ALMA SCHOOL ROAD";"CDC-18646";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-7250";"(   )   -";37;"CDC18646";-111.856551;33.407016;40134221061010;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85210";"M.U.S.D.#4 - HERMOSA VISTA KINDERU";"2626 NORTH 24TH STREET";"CDC-6377";2/1/2021;1/31/2024;"MESA";"MARICOPA";"(480)472-7556";"(480)472-7251";25;"CDC6377";-111.779419;33.463545;40134203023013;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85204";"M.U.S.D.#4 - HOLMES KINDERU";"948 SOUTH HORNE";"CDC-18649";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-1022";"(   )   -";45;"CDC18649";-111.814344;33.397626;40134219012012;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85203";"M.U.S.D.#4 - HUGHES KINDERU";"630 NORTH HUNT DRIVE";"CDC-6434";2/1/2021;1/31/2024;"MESA";"MARICOPA";"(480)472-7512";"(480)472-7474";25;"CDC6434";-111.798209;33.427205;40134208002009;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"tlwyman@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85204";"M.U.S.D.#4 - IRVING - KINDERU";"3220 EAST PUEBLO AVENUE";"CDC-6373";2/1/2021;1/31/2024;"MESA";"MARICOPA";"(480)472-1655";"(   )   -";50;"CDC6373";-111.761385;33.401073;40134225011014;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"tmbreckenridge@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85208";"M.U.S.D.#4 - JEFFERSON KINDERU";"120 SOUTH JEFFERSON";"CDC-18663";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-7250";"(   )   -";50;"CDC18663";-111.678403;33.412675;40134226261016;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85206";"M.U.S.D.#4 - JOHNSON ELEMENTARY";"3807 EAST PUEBLO AVENUE";"CDC-19108";8/9/2021;7/31/2024;"MESA";"MARICOPA";"(480)472-6831";"(   )   -";25;"CDC19108";-111.748612;33.400843;40134225133001;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85203";"M.U.S.D.#4 - LEHI KINDERU";"2555 NORTH STAPLEY DRIVE";"CDC-18645";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-7250";"(   )   -";25;"CDC18645";-111.804689;33.461969;40134204021011;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85210";"M.U.S.D.#4 - LINCOLN KINDERU";"930 SOUTH SIRRINE";"CDC-6441";2/1/2021;1/31/2024;"MESA";"MARICOPA";"(480)472-6352";"(   )   -";50;"CDC6441";-111.827824;33.39806;40134220022006;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85204";"M.U.S.D.#4 - LINDBERGH KINDERU";"930 SOUTH LAZONA";"CDC-18644";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-6300";"(   )   -";25;"CDC18644";-111.801692;33.398009;40134218012007;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85204";"M.U.S.D.#4 - LONGFELLOW KINDERU";"345 SOUTH HALL STREET";"CDC-6440";1/1/2021;12/31/2023;"MESA";"MARICOPA";"(480)472-6569";"(480)472-6559";50;"CDC6440";-111.793246;33.40889;40134216022009;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85210";"M.U.S.D.#4 - MESA EDUCATION CENTER";"855 WEST 8TH AVENUE";"CDC-15437";8/1/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-1002";"(480)472-7251";50;"CDC15437";-111.849917;33.400328;40134221052000;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85204";"M.U.S.D.#4 - MESA HIGH PRESCHOOL LAB";"1630 EAST SOUTHERN AVENUE";"CDC-12429";4/1/2021;3/31/2024;"MESA";"MARICOPA";"(480)472-5759";"(480)472-5995";25;"CDC12429";-111.794912;33.393628;40134218011006;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"mlreinholz@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85205";"M.U.S.D.#4 - O'CONNOR - KINDERU";"4840 EAST ADOBE STREET";"CDC-6372";1/1/2021;12/31/2023;"MESA";"MARICOPA";"(480)472-7837";"(   )   -";35;"CDC6372";-111.726068;33.430213;40134202083026;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"early-learning@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85208";"M.U.S.D.#4 - PATTERSON KINDERU";"615 SOUTH CHESHIRE";"CDC-18651";8/12/2019;7/31/2022;"MESA";"MARICOPA";"(480)472-9701";"(   )   -";25;"CDC18651";-111.605322;33.403585;40134226153019;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Kafreehan@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85224";"M.U.S.D.#4 - POMEROY KINDERU";"1507 WEST SHAWNEE DRIVE";"CDC-18650";8/12/2019;7/31/2022;"CHANDLER";"MARICOPA";"(480)472-1022";"(   )   -";59;"CDC18650";-111.868449;33.344166;40134222102017;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"slfalk@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85204";"M.U.S.D.#4 - PORTER KINDERU";"1350 SOUTH LINDSAY ROAD";"CDC-7224";4/1/2019;3/31/2022;"MESA";"MARICOPA";"(480)472-6793";"(   )   -";33;"CDC7224";-111.771351;33.39048;40134225031000;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"lrlimbert@mpsaz.org"
3/1/2022;"CHILD CARE PUBLIC SCHOOL";"85207";"M.U.S.D.#4 - RED MOUNTAIN CENTER FOR EARLY EDUCATION";"950 NORTH SUNVALLEY BOULEVARD";"CDC-19105";8/9/2021;7/31/2024;"MESA";"MARICOPA";"(480)472-1022";"(   )   -";59;"CDC19105";-111.672318;33.43195;40134201042019;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"early_learning@mpsaz.org"
