"OBJECTID";"Provider OBJECTID";"Type";"Date";"Result";"Conclusion"
635;689;"Complaint";"03-28-2016";"Substantiated";"A complaint was received on March 16, 2016, regarding a child left unsupervised on the bus for about an hour and a half.  An investigation was done on March 18, 2016, This complaint is substantiated for lack of supervision, Administrator Martella Stanley confirmed the child was left unsupervisied on the bus for about an hour."
633;689;"Complaint";"05-25-2018";"Unsubstantiated with Concern";"A complaint was called into the child abuse and neglect report line on May 8, 2018, and not accepted for investigation by the Institutional Abuse Unit. The Office of Child Care Licensing received the complaint on May 10, 2018, regarding an alleged burn on the thumb of a child in care without an accident report being given to the parents regarding the injury. An investigation was conducted on May 15, 2018. This complaint is unsubstantiated with concern. There is no evidence to support the claim that the child was injured at the center based on the doctor’s diagnoses. The concern is that a staff noticed the child’s skin was peeling when the child arrived for care but failed to document it as a part of the daily health observation."
844;801;"Complaint";"07-09-2019";"Substantiated";"On June 4, 2019, OCCL received a complaint regarding unsafe transportation practices. On June 7, 2019 and June 10, 2019, Licensing Specialist Candace Donovan investigated this complaint. This complaint is substantiated because licensing specialists observed two children, ages six and seven, being picked up from school without the caravan being equipped with booster seats as required. DE law requires all children to be properly restrained in a federally approved child safety seat appropriate for the child's age, weight and height up to 8 years of age or 65 lbs whichever comes first.  During the investigation numerous serious non-compliance was observed because one classroom had improper staff-to-child ratio and exceeded maximum group size by having two staff with 23 children the youngest child was age three; school-age children were combined in a classroom with younger children, although this was not the first or last 90 minutes of the center’s operation; two safe sleep violations were  [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
995;859;"Complaint";"06-14-2017";"Substantiated";"A complaint was received on May 30, 2017, regarding one staff member caring for 12 children including infants. An investigation was conducted on June 2, 2017. This complaint is substantiated for incorrect child/staff ratio because this LS observed two staff with 11 children ages infant to two years old. Other concerns observed include lack of supervision because two children were left unattended in separate classrooms."
994;859;"Complaint";"08-09-2017";"Unsubstantiated with Concern";"A complaint was received on July 27, 2017, regarding lack of supervision. An investigation was conducted on August 3, 2017.  This complaint is unsubstantiated with concern. Staff members were appropriately supervising the children based on attendance records and staff interviews. The concern is Mrs. Davis did not contact OCCL once it was known that Child #1 went to the emergency room."
993;859;"Complaint";"10-17-2018";"Substantiated";"On July 24, 2018, OCCL received a complaint regarding improper staff-to-child ratios, improper care of infants and unqualified people alone with children. On August 8, 2018, August 20, 2018 and August 24, 2018, Licensing Specialist Candace Donovan made unannounced visits to investigate this complaint. This complaint is substantiated because on August 8, 2018, the two-three year old classroom and the summer camp classroom had unqualified staff alone with children. In addition, there was improper staff-to child ratio in the one-two year old classroom because seven one-year-old children were present with one staff, and the two-three year old classroom and school-age classroom because staff did not have qualifications to be left alone with children and cannot count in ratio when alone. On August 20, 2018, a staff person was left alone with children without being determined eligible by the criminal history unit. The complaint is substantiated for improper care of infants because safe sleep  [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
996;859;"Complaint";"09-16-2016";"Unsubstantiated with Concern";"A complaint was received on August 22, 2016 regarding incorrect staff-to-child ratio. An investigation was conducted on August 30, 2016.  This complaint is unsubstantiated with concern.  The concern is two children ages one year old and four infants were left alone unsupervised."
987;859;"Complaint";"12-09-2019";"Substantiated";"On November 12, 2019, OCCL received a complaint regarding inappropriate care of children and improper staff-to-child ratio. On November 20, 2019, Licensing Specialists Candace Donovan and Sherry Rasin-Benn investigated this complaint. This complaint is substantiated for improper staff-to-child ratio because during the investigation two unqualified staff were observed in the one to two year-old classroom with six children. There is no evidence to substantiate inappropriate care of children based on staff statements regarding diapering procedures and the availability of clothing. An addition concern was Ms. Brown was unable to provide the attendance record for October 13, 2019, as requested by the specialists."
989;859;"Complaint";"09-19-2019";"Substantiated";"On August 2, 2019, OCCL received a complaint regarding children watching an inappropriate movie.  An investigation was conducted on August 8, 2019. This complaint is substantiated because Staff #1 said that they were looking at the movie “The Lottery Ticket” but when it became inappropriate she turned the movie off."
991;859;"Complaint";"07-05-2019";"Substantiated";"On June 4, 2019, OCCL received a complaint regarding unsafe transportation practices. On June 7, 2019, and June 10, 2019, Licensing Specialist Candace Donovan investigated this complaint. This complaint is substantiated for unsafe transportation practices because Child #1 was observed in the passenger front seat of the caravan and Child #2, Child #4, and Child #5 were not wearing seatbelts. Additionally, due to Child #4’s and Child #5’s age, booster seats were needed during transportation. Another serious concern was that Staff #1 was not fingerprinted or determined eligible to work with children before he transported children in care. Additional concerns noted during the investigation were that Child #1 did not have parent permission for transportation, four children did not have a health appraisal in their file, and Staff #1 did not have a personnel file on site that contained the required documentation."
990;859;"Complaint";"07-19-2019";"Substantiated";"On June 12, 2019, OCCL received a complaint regarding lack of supervision, improper staff-to-child ratio, a safe sleep violation, and the center failing to have enough cribs for the number of infants enrolled. On June 20, 2019, and June 27, 2019, Licensing Specialist Candace Donovan investigated this complaint. This complaint is substantiated for lack of supervision because Specialist Donovan observed the infant teacher sleeping when she was supposed to be caring for three infants. It is substantiated for improper staff-to-child ratios because the attendance sheet for June 10, 2019, showed that no staff member was present for 20 minutes while four children were in the classroom. This complaint is substantiated for a safe sleep violation because the Complainant made the allegation and the staff members reported placing infants in swings after they are fed and if the staff leaves the classroom as indicated by the staff attendance sheet or falls asleep as witnessed by Specialist Donovan,  [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
992;859;"Complaint";"05-31-2019";"Substantiated";"On April 9, 2019 and April 10, 2019, OCCL received a complaint regarding lack of supervision because two toddlers in care were reported to be alone on the highway. On April 10, 2019, and May 7, 2019, Licensing Specialist Candace Donovan and Licensing Supervisor Kimberly Garvey made an unannounced visit to investigate this complaint. This complaint is substantiated because Child #1 and Child #3 were able to exit the outdoor playground unnoticed by staff and were found on Route 13 next to the center.  One toddler was in the street and the other toddler was on the sidewalk. Additional concerns noted during the investigation were improper staff-to-child ratio because staff reported she was caring for 10 children ages one - two. In addition, an early childhood intern staff member reported she was alone with nine school-age children, although she was not qualified to be alone with children. The playground ratio was further diminished when a staff member left the playground to treat one child [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
988;859;"Complaint";"09-19-2019";"Substantiated";"On July 17, 2019, OCCL received a complaint regarding unsafe outdoor practices. On July 24 and August 7 2019, Licensing Specialist Candace Donovan investigated this complaint. This complaint is substantiated because a heat advisory was in effect for the Kent County area in which the center is located and children were taken on a 1.1 mile walk to a park during this time. The following other concerns were noted: field trip permission was not observed for one child; two infants were observed sleeping on the floor on boppy pillows; mouthed toys were observed on the floor; staff did not have feeding schedules for two infants; and there was a 13-year-old child, volunteering in the one and two-year-old classroom."
271;344;"Complaint";"09-25-2017";"Unsubstantiated with Concern";"A complaint was received on September 11, 2017, regarding concerns of possible lack of supervision that resulted in an injury to a child in care. The Reporter also noted concerns of too many children being supervised by one adult. At the conclusion of an investigation conducted on September 18, 2017, this complaint is unsubstantiated with concern, with the concern being delayed notification to the Office of Child Care Licensing. Otherwise, the child care space allows for supervision, and Ms. Coleman was able to describe how the incident occurred. Ms. Coleman stated the fall initially seemed like a normal fall, but as soon as she noticed the area was painful to the touch, she stated she called Parent #1 immediately and applied ice. According to the attendance records and the children observed during the investigation, Ms. Coleman is operating within her allowed capacity."
368;425;"Complaint";"12-04-2019";"Unsubstantiated with Concern";"On November 15, 2019, a complaint was called into the report line and was not accepted for investigation by the Institutional Abuse Unit. The Office of Child Care Licensing accepted the complaint on November 15, 2019, regarding an allegation of improper discipline. An investigation was conducted on November 20, 2019. This complaint is unsubstantiated for improper discipline, but there is a concern because a family dispute took place inside the child care space when children were present. Ensure family matters are resolved inside the home away from the children who are enrolled in the family child care home."
369;425;"Complaint";"11-27-2019";"Substantiated";"A complaint was received on April 2, 2018, regarding an unsafe physical environment.  A new in-ground pool was allegedly surrounded by a fence that was inadequate to prevent access to children.  An investigation was conducted, beginning on April 5, 2018, and ending on April 16, 2018.  The complaint was substantiated for a hazard in the physical environment, as the investigation revealed the plastic fence was not sufficient to prevent children from falling into the pool. Children in care may not play in the yard of the family child care home until permanent fencing is completed."
403;456;"Complaint";"01-20-2016";"Substantiated";"A complaint was received on December 9, 2015, regarding incorrect child/staff ratio. A monthly meal count record was submitted to the food program indicating that on November 3, 10, 17 and 30, 2015, there were more than 15 children being provided PM snack. An investigation was conducted on December 17, 2015. This complaint is substantiated for incorrect child/staff ratio and safe sleep practices as 30 minute sleep checks had not been documented for the infant in care. Others concerns noted were lack of supervision,  and false documentation of staff attendance."
623;683;"Complaint";"12-20-2017";"Substantiated";"On December 14, 2017, the OCCL received a complaint regarding a child being left unsupervised on the playground at Beach Babies Child Care. An investigation visit was conducted on December 18, 2017. Ms. Allen was interviewed and several documents were provided. This complaint is substantiated because Ms. Allen acknowledged a child was left on the playground. Ms. Allen shared how procedures have been modified."
625;683;"Complaint";"09-21-2016";"Substantiated";"On August 17, 2016, the Office of Child Care Licensing received a complaint via web site/email alleging improper administrative/management procedures. On August 18, 2016, the complaint was investigated and substantiated as the Reporter was left alone in two classrooms to cover at nap time and had not gotten fingerprinted for the facility."
622;683;"Complaint";"05-28-2019";"Substantiated";"The Office of Child Care Licensing received a complaint on May 1, 2019, regarding lack of supervision. An investigation was conducted on May 9, 2019. This complaint was substantiated based on staff interviews because two children were alone in the bathroom and engaged in inappropriate behavior."
621;683;"Complaint";"07-21-2020";"Substantiated";"The Office of Child Care Licensing received a complaint on July 8, 2020, regarding staff members not social distancing and a staff member not wearing a mask properly.  An investigation was conducted on July 9, 2020.  This complaint is substantiated based on the pictures observed of a staff member not wearing a mask properly.  This complaint is unsubstantiated for staff members not social distancing because it can be misunderstood if wearing a mask means you are exempt from social distancing.  LS Edwards explained that staff members must social distance even when wearing face masks."
624;683;"Complaint";"01-18-2017";"Unsubstantiated with Concern";"A complaint was received on December 20, 2016, regarding the allegation of improper discipline. An investigation was conducted on January 9, 2017. There is no evidence to substantiate the allegation of improper discipline because the documentation provided by the center supports that the staff has been trained and follows proper discipline in the classrooms. The concern is the center did not follow their own policy regarding parents reviewing the video footage."
830;794;"Complaint";"01-09-2020";"Substantiated";"The Office of Child Care Licensing received a complaint on December 12, 2019, regarding a qualified administrator or site coordinator not being present, unqualified staff working at the center, improper staff-to-child ratios, exceeding maximum group size, incomplete staff files, and inaccurate staff attendance records. An investigation was conducted on December 19, 2019. The allegations regarding a qualified administrator or site coordinator not being present at the center is substantiated because the center did not have written or electronic documentation of the times the administrator and the site coordinator were present at the center. The allegations regarding incomplete staff files and inaccurate staff attendance records are substantiated because both the staff files and staff attendance records were not available at the center for review. Based on a staff interview, documentation reviewed and LS Edwards’ observation, there is no evidence to substantiate the allegations regarding  [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
3;2;"Complaint";"01-31-2018";"Substantiated";"On November 14, 2017, the Office of Child Care Licensing (OCCL) received a complaint alleging improper discipline at the center.  On November 20, 21, and 22, 2017, OCCL investigated a complaint that Child #1 received marks on both upper arms on November 13, 2017.  This complaint was also investigated by Institutional Abuse for physical abuse. OCCL found this complaint to be substantiated for failure of the staff in Child #1's classroom to follow positive behavior management techniques when relating to children.    The YMCA of Delaware / Central Branch YMCA Children's Corner 1, is to be commended for self-reporting this concern as soon as Child #1's parent informed the center of the marks and for diligently viewing hours of classroom video footage to discover how the marks may have occurred. Additionally, the staff involved were immediately suspended and then terminated from employment."
1;2;"Complaint";"12-17-2019";"Substantiated";"On November 26, 2019, the Office of Child Care Licensing received a complaint regarding staff participating in personal activities while providing care to children. This complaint is substantiated because LS Flowers observed Staff #1 reading a book while holding an infant."
4;2;"Complaint";"09-29-2017";"Substantiated";"On September 25, 2017, the Office of Child Care Licensing received a complaint regarding the YMCA Central Branch's Children's Corner.  The complaint alleged Child #1 had been hit on several occasions and injury reports were not completed, Child #1's wet clothing was placed in a cubby without being put in a plastic bag and the center had bedbugs.   These complaints were investigated on September 26, 2017. The complaints of not placing Child #1's wet clothing in a sealed plastic bag, and not documenting incidents or reported injuries are substantiated. The administrator acknowledged a staff member did not place a wet onesie in a plastic bag. According to the administrator and one other staff member, Child #1 reported being hit by another child, but the center did not document Child #1 reporting the incident because it occurred while Child #1's parent was present.    The complaint of bedbug infestation is not substantiated because the center found one bedbug and immediately took actions t [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
2;2;"Complaint";"07-25-2019";"Substantiated";"On July 11, 2019, the Office of Child Care Licensing received a complaint regarding staff participating in personal activities while providing care to children. An unannounced complaint visit was conducted on July 15, 2019. This complaint is substantiated because Ms. Anderson stated she had recently disciplined two staff members for using their cell phones in the classroom."
7;7;"Complaint";"05-03-2019";"Substantiated";"On April 4, 2019, the Office of Child Care Licensing received a complaint regarding improper discipline. The complaint was investigated on April 9, 2019, and April 25, 2019. This complaint is substantiated because all the children who were interviewed stated the staff yell at the children and make them sit inside the cubbies for punishment."
13;16;"Complaint";"05-27-2020";"Substantiated";"A complaint was received on May 18, 2020, regarding children being shown inappropriate movies while in care, parents walking directly into the emergency care site instead of dropping children off at the entrance, and staff not following the required guidelines of the Governor’s Executive Order for emergency care centers during the current Covid-19 pandemic. An investigation was conducted on May 20, 2020. This complaint is substantiated for failing to follow the Governor’s Executive Order because staff members were not wearing masks, were not washing their hands upon entering and leaving the classroom, and were not taking children’s temperatures at the center’s entrance or checking for the correct temperature.  In addition, the staff members were not asking parents the required health questions per the Governor’s Executive Order for emergency care sites. Staff #2 stated Mr. Crawford arrives at the center at approximately 3pm, from Monday through Friday. When asked, Mr. Crawford stated h [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
19;19;"Complaint";"08-03-2018";"Substantiated";"A complaint was received on July 20, 2018, regarding improper discipline.  An investigation was conducted on July 27, 2018.  This complaint is substantiated because Administrator Kathy Strab and the staff member involved stated two children had been yelled at, in response to challenging behavior."
29;21;"Complaint";"10-06-2016";"Substantiated";"A complaint was received on September 29, 2016, regarding unqualified staff being left alone with children and lack of supervision. An investigation was conducted on October 3, 2016. This complaint is substantiated for unqualified staff being alone with children and lack of supervision because a child was without supervision for up to five minutes. Other concerns noted during this visit were a classroom was left out of ratio, improper sleep practices, and staff qualification paperwork was not sent into Delaware First within 60 days of hire."
28;21;"Complaint";"12-02-2016";"Substantiated";"On November 14, 2016, the Office of Child Care Licensing received a complaint alleging an unqualified staff member was still being left alone with children. An investigation was conducted on November 22, 2016. This complaint is substantiated for Staff #1 still being left alone with children despite not being qualified to do so and the facility being cited for this violation in October 2016."
25;21;"Complaint";"06-15-2018";"Substantiated";"A complaint was received on June 8, 2018, regarding improper discipline. An investigation was conducted on June 13, 2018. This complaint is substantiated for improper discipline because a staff member has been observed or heard speaking to children in an inappropriate manner by at least two individuals. An additional concern is the staff and child attendance records for June 6, 2018, did not correspond regarding the number of staff present in the room with more than four infants.  Findings:   Based on the results of the investigation the complaint was: Substantiated"
20;21;"Complaint";"07-13-2020";"Substantiated";"On July 8, 2020, a complaint was received alleging center staff members were not wearing masks appropriately as required by the governor’s current order. An investigation was conducted on July 9, 2020. This complaint is substantiated because three staff members were observed either not wearing masks or not wearing them appropriately as required by the governor’s current order during the COVID-19 pandemic."
27;21;"Complaint";"05-08-2018";"Substantiated";"On April 16, 2018, a complaint was received regarding inappropriate reporting procedures. An investigation was conducted on April 30, 2018. This complaint is substantiated for inappropriate reporting procedures because incident reports were not dated with parent notification and a couple of injury reports showed parents were not notified before the center released a child from care. Another concern noted was that a kitchen staff member was working as a staff member in the preschool classroom and she is not qualified to do so and has not taken the required annual training to work in that capacity.   Findings: Based on the results of the investigation the complaint was: Substantiated"
24;21;"Complaint";"10-23-2018";"Substantiated";"A complaint was received on October 9, 2018, regarding administration of medication errors, inappropriate reporting procedures, and safe sleep violations. An investigation was conducted on October 16, 2018. This complaint is substantiated for an administration of medication error because an infant was given a second dose of medication that was only supposed to be given one time a day. Additionally, the infant daily sheet completed by center staff was sloppy, difficult to read, and had discrepancies from what was verbally shared with parents. Although both infant room staff members stated they do not place infants on their stomach to sleep, Child #1 was observed by Parent #1 and Staff #2 sleeping on his stomach even though Child #1 is not yet capable of rolling over. There is no evidence to substantiate that Child #1 received a second scratch at the center.  Findings:   Based on the results of the investigation the complaint was: Substantiated"
26;21;"Complaint";"06-07-2018";"Substantiated";"On June 4, 2018, a complaint was received regarding sanitation and food preparation. An investigation was conducted on June 5, 2018. This complaint is substantiated for unsanitary food preparation because a staff member was allowed to prepare lunch with what appeared to be urine and feces on her pants.  Findings:   Based on the results of the investigation the complaint was: Substantiated"
22;21;"Complaint";"11-27-2019";"Substantiated";"A complaint was received on November 1, 2019, regarding no infant room coverage, lack of supervision, inappropriate administration of medication procedures, infants having bottles while in the cribs, staff talking and texting using cell phones while children are in care, fire drills not being properly conducted, and a parent having inappropriate interactions with a child. An investigation was conducted on November 7, 2019. This complaint was substantiated for the center not conducting monthly fire drills, not using the required MAR forms for medication administration, a staff member not having her administration of medication certificate in her staff file, and a staff member observed on her cell phone during child care hours. Based on observations and staff interviews during this complaint visit, there is no evidence to substantiate this complaint regarding inadequate infant room coverage, lack of supervision, infants having bottles while in their cribs, or a parent having inappropriat [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
23;21;"Complaint";"10-07-2019";"Substantiated";"On September 16, 2019, a complaint was received alleging lack of supervision, unsecured outdoor gates, improper food handling, sanitation concerns, serving food not listed on the menu, mouse droppings, inaccurate injury reporting, lack of classroom structure, staff cell phone usage, lack of staff/child engagement, children going home in soiled pull-ups, and inappropriate parent/child interactions. An investigation was conducted on September 19, 2019. This complaint is substantiated for improper food handling and sanitation because a staff member did not wash her hands before handling food and has soiled herself on more than one occasion during the week. It is also substantiated for failing to follow the posted menu because food was being served that was not noted on the menu. It is substantiated for failing to secure the outdoor gates and having fence locks which are within the reach of and capable of being opened by children in care. It is substantiated for lack of supervision because [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
21;21;"Complaint";"12-06-2019";"No Evidence to Substantiate with Concern";"A complaint was received on November 4, 2019, regarding possible improper discipline involving a self-reported child injury that occurred on October 31, 2019. An investigation was conducted on November 7, 2019. There is no evidence to substantiate this complaint for improper discipline because there was no disclosure by the staff supervising the child or in the adjoining classroom. There is concern that two staff members that are not qualified to be left alone with children in the classroom were left alone with awake children in care. By not having qualified staff in the classroom, the classroom was out of appropriate staff/child ratio during this time. Additionally, the classroom attendance records did not accurately reflect the two staff members that were present in the classroom at the time the child was found to have trouble with his leg. During this specialist's visit, the Preschool/Prekindergarten classroom was observed to not have one child signed into the classroom attendance r [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
30;23;"Complaint";"05-10-2018";"Unsubstantiated with Concern";"On April 24, 2018, OCCL received a complaint regarding Annette Medley regarding improper discipline.  An investigation was concluded on May 3, 2018.  The complaint is unsubstantiated with concerns, the concerns are that a family member of Ms. Medley and not an official employee of the child care was walking children to another program without parental consent.  Since the person accused of hitting the child is an authorized release, OCCL cannot regulate that behavior."
31;23;"Complaint";"07-21-2017";"Unsubstantiated with Concern";"On July 14, 2017, the Office of Child Care Licensing received a complaint regarding improper supervision of children in Tilton Park.  An investigation was concluded on July 20, 2017.  The complaint is unsubstantiated with concerns, the concerns are, daily sign-in sheets are not accurate, length of time provider is working each day, smoke detectors not working properly, and children being put in confining equipment far too long without having toys or activities."
33;32;"Complaint";"01-06-2020";"No Evidence to Substantiate with Concern";"On December 16, 2019, the Office of Child Care Licensing received a complaint regarding improper discipline.  An investigation was conducted on December 18, 2019, and concluded on December 19, 2019.  There is no evidence to substantiate this complaint because all center staff deny witnessing any instances of improper conduct by Staff #1.  Multiple children were interviewed and none disclosed any improper behavior on the part of Staff #1."
34;32;"Complaint";"11-01-2017";"Substantiated";"On October 19, 2017, the Office of Child Care Licensing received a complaint regarding improper discipline during nap time.  An investigation was concluded on October 30, 2017.  The complaint is substantiated for improper discipline because a staff member laid on a child because the child would not nap.    When the situation was brought to the administrator's attention, the center acted appropriately.  They immediately investigated the incident and decisively handled the situation all prior to OCCL's investigation."
42;43;"Complaint";"12-12-2016";"Substantiated";"The Office of Child Care Licensing received a complaint on December 5, 2016, regarding a child having been left unsupervised. An investigation was conducted on December 6, 2016. This complaint is substantiated for lack of supervision because the administrator and staff members involved acknowledged the child was left unsupervised for a few minutes."
41;43;"Complaint";"12-26-2017";"Substantiated";"A complaint was received on December 8, 2017, regarding concerns of lack of supervision and the center not reporting accidents/injuries. As a result of an investigation conducted on December 19, 2017, this complaint is substantiated due to a child being left unsupervised in the center for a brief period of time. There were injury reports provided at this visit that were filled out but not signed by a parent, so there was no evidence these reports were given to the parent. Another concern noted during this visit was multiple errors on the attendance sheets for the day of this incident."
43;43;"Complaint";"10-20-2016";"Unsubstantiated with Concern";"On October 19, 2016, the Office of Child Care Licensing received a complaint regarding La Fiesta, alleging a 13-month-old child was kept in a play pen all day on October 12, 2016. The complaint was investigated on October 20, 2016. The complaint is unsubstantiated with concern. The concern is one child in the toddler room was observed to be napping directly on a mat without a top or bottom cover.  The concern was corrected at the time of the visit."
40;43;"Complaint";"11-08-2019";"Unsubstantiated with Concern";"On October 28, 2019, the Office of Child Care Licensing received a complaint regarding transportation concerns, failure to provide care during scheduled hours of attendance, failure to determine if the center's program can meet the child's developmental and educational needs, failure to obtain a child's Individualized Education Program (IEP), inadequate nutrition, and failure to ensure a child was dressed appropriately for the weather.  An investigation was conducted on November 4, 2019.  This complaint is unsubstantiated with concern.  Documentation shows the center does not provide transportation for the child; care is provided for the child for the hours specified by the parent on the child information card; a center staff member attended the child's IEP meeting to ensure the needs of the child are understood; and the center has a copy of the child's IEP on file.  Center staff deny failing to provide breakfast to a child who is present for the meal or taking a child outdoors without [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
51;45;"Complaint";"11-10-2015";"Substantiated";"A complaint was received on October 26, 2015, regarding inadequate records and/or reporting procedures. An investigation was conducted on November 2, 2015. This complaint is substantiated for a lack of documented staff communication regarding a concern involving a child in care."
50;45;"Complaint";"08-22-2019";"Substantiated";"A complaint was received on August 2, 2019, alleging improper discipline. An investigation was conducted on August 8 and 9, 2019. This complaint is substantiated for improper discipline because a staff member admitted to pinching her child who attends the center, during child care hours. Other concerns noted were a staff member who is not qualified to be left alone with children was observed alone with four children in a classroom leading to inappropriate staff/child ratio. The class attendance records did not accurately reflect the name, number, and location of children present and the toddler classes did not have water available to them while outdoors."
62;60;"Complaint";"01-19-2017";"Substantiated";"A complaint was received by OCCL on December 09, 2016, regarding cubbies that were not properly secured to a wall falling on and injuring a child in care.  An investigation was conducted on December 13, 2016.  The complaint was substantiated for physical environment and safety because cubbies that were not securely mounted to a wall in a classroom fell on a child, and as a result, the child was injured.  Another concern noted was the licensee did not notify OCCL of the injury within one business day when the administrator was informed the child required medical treatment other than first aid provided at the center."
61;60;"Complaint";"05-21-2019";"Substantiated";"A complaint was received on April 4, 2019, regarding improper discipline, lack of supervision, and staff using their cell phones rather than caring for the children. An investigation visit was conducted on April 19, 2019, and ended on May 13, 2019. There is no evidence to substantiate this complaint for disrespectful communication with children because when Staff #1 speaks to the children he changes the tone of his voice to get the children’s attention and his voice tends to carry. There is no evidence to substantiate lack of supervision while walking children to bus stops because middle school children are not walked from the bus stop and the families are aware of this. The complaint is substantiate for staff members using their cell phones while caring for children because  Ms. Williams stated staff members are allowed to use cell phones during nap time."
71;72;"Complaint";"08-28-2017";"Substantiated";"A complaint was received on August 01, 2017, regarding concerns of cleanliness and sanitation, illness in the center, general safety of the environment, and the children not having a playground for outdoor play. At the conclusion of an investigation conducted on August 14, 2017, this complaint is substantiated for children not being provided with outdoor physical activity based on reports and observation, and water damage and leaking water from the door frame in the kitchen. There was no evidence of rat or bug infestation or illness or additional unsanitary conditions at the time of the visit. An additional concern is that Staff #1 began employment in February 2017, and was reported to have left employment in July 2017, but had never been fingerprinted for the site."
73;79;"Complaint";"02-10-2020";"No Evidence to Substantiate with Concern";"On December 24, 2019, a complaint was called into the Report Line and not accepted for investigation by the Institutional Abuse Unit. The Office of Child Care Licensing (OCCL) received the complaint on December 27, 2019, and accepted it for investigation regarding improper discipline. A self-reported complaint was also received by OCCL on December 24, 2019, regarding the same allegations. An investigation was begun on December 30, 2019. There is no evidence to substantiate this complaint for improper discipline. Staff #1 stated she did not see the incident occur and provided a written statement. In addition, the staff alleged to have picked up a one-year-old child by his neck and on another occasion taped his mouth closed also denied this allegation. There is concern because of the nature of the complaint as well as the parent's concerns. Based on these concerns, the center’s administration terminated Staff #2’s employment. Another concern noted is a staff member failed to report suspe [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
82;95;"Complaint";"09-29-2017";"Unsubstantiated with Concern";"On September 18, 2017, the Office of Child Care Licensing received a complaint alleging incorrect staff-to-child ratios at The Claremont School. The complaint is unsubstantiated with concerns.   The concern cited is two pressure safety gates were observed being used in the infant room. This was brought to the attention of the staff and was corrected the same day."
81;95;"Complaint";"01-22-2018";"Unsubstantiated with Concern";"On January 18, 2018, the Office of Child Care Licensing investigated a complaint alleging the indoor temperature in the rooms used for children was less than 68 degrees F. On January 18, 2018, all the rooms used in caring for children were checked and all rooms had a temperature above 68 degrees F.  The complaint is unsubstantiated with concerns. The concerns are that the facility did not have written instructions from an infant's health provider to use a swaddling blanket and a swing for sleeping and space heaters are prohibited in a center."
83;96;"Complaint";"11-07-2017";"Substantiated";"A complaint was received on Monday, October 30, 2017, regarding concerns of a staff member not using positive behavior management with the children in care. At the conclusion of an investigation conducted on Friday, November 3, 2017, this complaint is substantiated for a staff member improperly using ""time-out"" and using humiliation by telling other children not to play with a particular child. This staff member is no longer employed at the center as of Tuesday, October 31, 2017, and meetings were held with this staff member prior to the end of her employment."
89;110;"Complaint";"12-11-2015";"Substantiated";"On December 4, 2015, the Office of Child Care Licensing received a complaint regarding Kingswood Community Center. The Reporter stated Child #3, was hit in the head by another child and the incident was not reported until the Reporter asked the provider about the incident. The Reporter stated Child #3 was given ice at the time the incident occurred. The Reporter was never provided any documentation. A second incident occurred December 3, 2015. The Reporter stated Child #1 was kicked in the head by another child in the after-school program, and when she asked Staff #1 about the incident, the Reporter was told the child was not truthful, and there was no documentation of the incident. The complaint is substantiated.  The Administrator, who interviewed the children involved in the second incident, determined that Child #2 accidentally kicked Child #1 in the head.  The Administrator was unable to determine whether the incident involving Child #1 being hit in the head was accurate because S [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
104;126;"Complaint";"01-03-2018";"Substantiated";"A complaint was received on December 20, 2017, regarding two infants observed sleeping in cribs with blankets.  An investigation was conducted starting December 20, 2017, and an unannouced visit was conducted on December 29, 2017. This complaint is substantiated for safe sleep violations because two infants were observed sleeping with blankets in their cribs on December 18, 2017."
106;126;"Complaint";"02-17-2017";"Substantiated";"The Office of Child Care Licensing received a complaint on January 27, 2017, regarding a staff member making a racial comment in the presence of children and other concerns. An investigation was conducted on February 3, 2017. This complaint is substantiated for a staff member failing to demonstrate respectful communication interactions by her use of a racial comment in reference to a parent, in the hearing of children and other staff members. There was no evidence to substantiate the other concerns expressed in the complaint."
