"License No";"Exam Type";"Begin Date";"End Date";"Exam Status";"Text";"Report"
"76CDPFA-1981";"Technical Assistance";"4/28/2022";"4/28/2022";"Pass";;
"76CDPFA-1981";"Technical Assistance";"4/27/2022";"4/27/2022";"Pass";;
"76CDPFA-1981";"Technical Assistance";"3/4/2022";"3/4/2022";"Pass";;
"76CDPFA-1981";"Technical Assistance";"2/28/2022";"2/28/2022";"Pass";;
"76CDPFA-1981";"Mid-Year";"11/8/2021";"11/8/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=KCj5Ldd%2fkn1XO2C3XlTYDliemntoeMKTeFglzKgbUZg%3d"
"76CDPFA-1981";"Renewal";"5/10/2021";"5/10/2021";"Pass";;
"76CDPFA-1981";"Initial";"3/10/2021";"3/10/2021";"Pass";;
"76CDPFA-1981";"Renewal";"9/10/2020";"9/10/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=haPdq57xUDbNVmBHsnesDxYZpAsHItcuGH5PH6XuAME%3d"
"76CDPFA-1981";"Mid-Year";"11/7/2019";"11/7/2019";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=XN2G2Rd3IW52NYsKqixJd7AwtnLTbLE1cAN4CSqqIz0%3d"
"76CDPFA-1981";"Renewal";"5/14/2019";"5/14/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=mjbdgLuHdTdjnvvzyKK9swGRcU5s51UPf9q4b0HQRjc%3d"
"76CDPFA-1981";"Mid-Year";"12/4/2018";"12/4/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=blmTIZlY58rH1gjavhKFyrJERqpfpdSgj2RGr5nRU8c%3d"
"76CDPFA-1981";"Renewal";"5/9/2018";"5/9/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=w7oB6Z4LlZCZmzkTl7lByA%3d%3d"
"76CDPFA-1981";"Recurring";"11/16/2017";"11/16/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=BkvniRsD32QIrKaQEpJFew%3d%3d"
"76CDPF-0492";"Mid-Year";"3/30/2023";"3/30/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=CmH4%2bQInlsgZjDW0RtYYQMvdtGnTm%2f7WeJt5v662Fvc%3d"
"76CDPF-0492";"Renewal";"10/11/2022";"10/11/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=wjYlsAeZypbhNxDel7MCCyTKh3tq8mNOB6fp74Cd%2fVU%3d"
"76CDPF-0492";"Mid-Year";"3/29/2022";"3/29/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=dpLddSrRTwD2IsdlfaklbeFu1Vouyen9NG283qGAZkE%3d"
"76CDPF-0492";"Renewal";"9/22/2021";"9/22/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=oi8%2f2%2bvHCvcJQjF8TsfAvg%3d%3d"
"76CDPF-0492";"Mid-Year";"4/15/2021";"4/15/2021";"Pass";;
"76CDPF-0492";"Initial";"3/10/2021";"3/10/2021";"Pass";;
"76CDPF-0492";"Renewal";"11/20/2020";"11/20/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Ix9trhHnLxcs0wT9EB8SiElMeOTOLAlEquaWSY0mNe0%3d"
"76CDPF-0492";"Renewal";"9/19/2019";"9/19/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=q7SkyezAcCiijqlDyXEbETzjYvWi8gtghtCwl65CIOQ%3d"
"76CDPF-0492";"Mid-Year";"4/10/2019";"4/10/2019";;"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=XkXhTnOV%2flrAmnB265YL5w%3d%3d"
"76CDPF-0492";"Renewal";"9/18/2018";"9/18/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=BjXwjkEV4fcmY4NheaZA%2bNnVzpVF2fNNbBIlxl67RYU%3d"
"76CDPF-0492";"Recurring";"3/21/2018";"3/21/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=T%2fFYfqoNQ3wZJzaHfpSSkw%3d%3d"
"76CDPF-0492";"Renewal";"9/28/2017";"9/28/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=lT%2fq5X%2fw7larQ2xN4QHnYw%3d%3d"
"76CCPFA-6659";"Mid-Year";"3/27/2023";"3/27/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=3VtdSKu%2fWlU0dRPJUQfGGyWWdhANG0iZJwugBwe29qw%3d"
"76CCPFA-6659";"Renewal";"10/5/2022";"10/5/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=27ZDb1NsdMhGgoubFGY0l2EOCFbSquNblnjEhWy8YGw%3d"
"76CCPFA-6659";"Mid-Year";"3/16/2022";"3/16/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=V1qVbw3rgbNBqMeIkoEWUQ%3d%3d"
"76CCPFA-6659";"Renewal";"9/10/2021";"9/10/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=OjiD9odNwePdnI6y6bSSy6k9aYJ6607ypzw5awNHr%2bs%3d"
"76CCPFA-6659";"Initial";"5/17/2021";"5/17/2021";"Pass";;
"76CCPFA-6659";"Mid-Year";"4/22/2021";"4/22/2021";"Pass";;
"76CCPFA-6659";"Renewal";"12/10/2020";"12/10/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Oe0hMSW62SYm62C5jQe%2f4A%3d%3d"
"76CCPFA-6659";"Mid-Year";"3/6/2020";"3/6/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=SGUfOLPg4szpJFGHk8Gdx44OfCL4fBTgRFbKzgCUQ%2f0%3d"
"76CCPFA-6659";"Renewal";"10/8/2019";"10/8/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ufNPq7gtQxKqcnAO0sHioA%3d%3d"
"76CCPFA-6659";"Mid-Year";"4/30/2019";"4/30/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=d5iZnHlwrt9F8LBJPDhimA%3d%3d"
"76CCPFA-6659";"Renewal";"9/24/2018";"9/24/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=HCeQwywXnW1afN%2b1zo6hiQ%3d%3d"
"76CCPFA-6659";"Recurring";"3/20/2018";"3/20/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=5IPWGxWPBSdUtu639EQJ33UcaGt9rQjbDSxUWdzDnJo%3d"
"76CCPFA-6659";"Renewal";"9/28/2017";"9/28/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=eX7qvQNmpsUKsDnxydY64Q%3d%3d"
"76CDPSA-7588";"Mid-Year";"3/22/2023";"3/22/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=gDFR4L0Td4TKneKzhBVj2dfjlTltWHTQtIEiLLZHiQw%3d"
"76CDPSA-7588";"Renewal";"10/27/2022";"10/27/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=EPWmxzKM%2b41AuJu2MrfnVw%3d%3d"
"76CDPSA-7588";"Mid-Year";"4/5/2022";"4/19/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=PrkvMjzC7vD6iW%2fGWYQd6ndz%2f%2fKCI%2bOtOPWfXpfQP4Q%3d"
"76CDPSA-7588";"Mid-Year";"9/30/2021";"9/30/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=dbl7mKgPWzdZbPlSCMQabmJRlrvJ50VCtAHuTzunmec%3d"
"76CDPSA-7588";"Initial";"3/30/2021";"3/30/2021";"Pass";;
"76CDPSA-7588";"Mid-Year";"3/24/2021";"3/24/2021";"Pass";;
"76RAPFA-4880";"Renewal";"3/9/2023";"3/9/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=SK%2bKNT%2fVHk3frhkb7wX25NTo8znkftMcH%2bvOPa3ahj4%3d"
"76RAPFA-4880";"Mid-Year";"10/13/2022";"10/13/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=AOzNEOCwSb%2b%2fB2VmpF%2fNRNUALcGmzHfPhFO8aoEOhgA%3d"
"76RAPFA-4880";"Mid-Year";"10/13/2022";"10/13/2022";"Pass";;
"76RAPFA-4880";"Renewal";"3/11/2022";"3/11/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ECzqCQxrzgfMSoOWKXvXMUe2MqQOZoMsSI%2b0G%2bUmu5Q%3d"
"76RAPFA-4880";"Technical Assistance";"3/11/2022";"3/11/2022";"Pass";;
"76RAPFA-4880";"Mid-Year";"9/7/2021";"9/7/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=MJ9hF63lw2YdTpWGnqtTxg%3d%3d"
"76RAPFA-4880";"Initial";"5/17/2021";"5/17/2021";"Pass";;
"76RAPFA-4880";"Renewal";"3/18/2021";"3/18/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=OFYnDUTVBGA8Xu3nHGNLEjfLhuY1Hkph3Ier8qLoW9E%3d"
"76RAPFA-4880";"Renewal";"3/31/2020";"3/31/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=iu6pItLb%2bGqFEi1dEaCdEQ%3d%3d"
"76RAPFA-4880";"Mid-Year";"9/6/2019";"9/6/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=I1sgZVQ8KBk6KwsB9zJ9pKEtfnjbqH%2bjdJ3jGgFxLaA%3d"
"76RAPFA-4880";"Renewal";"4/8/2019";"4/8/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=k49W1y7maKb5mYs8ZQENFQ%3d%3d"
"76RAPFA-4880";"Mid-Year";"9/6/2018";"9/6/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=bi0lUN7Aj%2fv1z0AmnfuS0A%3d%3d"
"76RAPFA-4880";"Renewal";"3/12/2018";"3/12/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=G3n6IExT5JziSLt8gDRxSy0daf3K7OFtwJnPRQWz3eQ%3d"
"76RAPFA-4880";"Recurring";"9/13/2017";"9/13/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=tJdEEm2sYZgw0Z5%2f8jlHzw%3d%3d"
"76CCRFWA-2370";"Renewal";"8/18/2023";"8/18/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=djbyNL3OtbMvlysyR5D3eRiH6QUynwIwXqY%2bJ19Tuc4%3d"
"76CCRFWA-2370";"Mid-Year";"2/15/2023";"2/15/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ZRt6M4IcMyrN7N%2fWBX9z9ieE2ifHssn3sp7VpOL7jEs%3d"
"76CCRFWA-2370";"Renewal";"8/16/2022";"8/16/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=wR%2f9jkY7Jf7w87qDibiB3%2fSTVroSyVIbmw79DWQ3IFI%3d"
"76CCRFWA-2370";"Mid-Year";"2/23/2022";"2/23/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=EBRQWUgIyTcxGdyZuskBq%2fRGUExFGXcjT8mleiDfr4g%3d"
"76CCRFWA-2370";"Renewal";"8/19/2021";"8/19/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=eI8br56FwPK185t11yu%2bDVBmlXRRTMWbaM1Y4PJiK3w%3d"
"76CCRFWA-2370";"Initial";"5/17/2021";"5/17/2021";"Pass";;
"76CCRFWA-2370";"Mid-Year";"3/16/2021";"3/16/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ygAUYTjHUsahoXqarH7C33Wl8YzY3afJEqgOxf8ZlUM%3d"
"76CCRFWA-2370";"Renewal";"10/29/2020";"10/29/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=%2bcW3kwWOSN1x%2foI1tdvRqLO1%2fEaHi9gfUa1Z7mEipP8%3d"
"76CCRFWA-2370";"Mid-Year";"2/19/2020";"2/19/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=LChxREAVdRb7qnsCDfDwI%2fLiPQ4zZuGMlvazX0KpCs4%3d"
"76CCRFWA-2370";"Renewal";"8/12/2019";"8/12/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=8R8e6pGG24n4U3rXLoTsR4PY7RH9Oh2CsTH1sWh3j1U%3d"
"76CCRFWA-2370";"Mid-Year";"2/25/2019";"2/25/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=XDumpJg2MQ%2fiL7w%2b0srHy86mt61i5knlKbNbsFZw2xM%3d"
"76CCRFWA-2370";"Renewal";"8/16/2018";"8/16/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=tknTeNPnEsy%2bXXL0hBjylA%3d%3d"
"76CCRFWA-2370";"Recurring";"2/15/2018";"2/15/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=wNnOUElPP2gE%2fBZW6oi7xhjBLc9lmIlV5O2E6w5SC1s%3d"
"76CCRFWA-2370";"Renewal";"8/8/2017";"8/8/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=eCWxx0X2JHKp%2bChTf%2ft39roHFuBdrN84zNIhdK5jKoc%3d"
"UnLicensed";"Renewal";"7/11/2023";"7/11/2023";"Pass";;
"UnLicensed";"Renewal";"6/17/2022";"6/17/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=XrR9t8i0rwUuXxBP%2bx35nHNpDucWJAnHoQ8MNFZ5Row%3d"
"UnLicensed";"Follow Up";"9/28/2021";"9/28/2021";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=8KamgzwfBLd9YRohlpCI%2fROcXpNRgwb0aygH86gBB60%3d"
"UnLicensed";"Initial";"7/12/2021";"7/12/2021";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=9U52GxeNQ6iJDaHH1i8srg%3d%3d"
"76CDRF-2359";"Mid-Year";"8/17/2023";"8/17/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=iLr4%2bycBzjtBJfqXkSD1nhp54pwZSirO04aqOqpufrg%3d"
"76CDRF-2359";"Renewal";"1/17/2023";"1/17/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=czDeCoKkjzHO9UlvoIyjAy7pfexqbC9n8cZPDcTtrfI%3d"
"76CDRF-2359";"Mid-Year";"7/20/2022";"7/20/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=LbH5eYlZP13cQZus9itg4hV9%2fjAHMTqkERvRr%2fordy0%3d"
"76CDRF-2359";"Renewal";"2/9/2022";"2/9/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=6eRB%2fwGpFvdErKQ2SQxAECA9kD94Ka%2b6FmeZEDVazgY%3d"
"76CDRF-2359";"Technical Assistance";"2/9/2022";"2/9/2022";"Pass";;
"76CDRF-2359";"Mid-Year";"8/27/2021";"8/27/2021";"Pass";;
"76CDRF-2359";"Initial";"5/19/2021";"5/19/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=1lD40hfutCVliyxjjDea3Xi391bnDS8%2fCy34yW5EtEE%3d"
"76CDRF-2359";"Renewal";"1/25/2021";"1/25/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=pFDUrsfQMtmC0DjwWGngaPy16VDIjiOCeJgUpTiqzZE%3d"
"76CDRF-2359";"Renewal";"1/10/2020";"1/10/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=OH45MkfrN8558qOD2Io0ENZ0uSbmLoFPq6Xwh6zjNwc%3d"
"76CDRF-2359";"Mid-Year";"5/13/2019";"5/13/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=eDKRUwNAlPNrjyqAhkclMA%3d%3d"
"76CDRF-2359";"Renewal";"1/10/2019";"1/10/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=U%2fpbQMUVRNHqYDUnyycs4gZeiPvnT8QX89Bz1jLeF9g%3d"
"76CDRF-2359";"Recurring";"5/7/2018";"5/7/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=c8Grvdb5HsYvmWrNyOEfJBIVFSX9XUP2mbFwhJGvxGY%3d"
"76CDRF-2359";"Renewal";"2/9/2018";"2/9/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=1zepb8FYYaglkQWvIN8eOKyQTsgeXSWrHRrMY1XHdFk%3d"
"76CFPFA-6433";"Mid-Year";"3/28/2023";"3/28/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=1gK4%2f%2b9m%2b9oIdSfNkYqMWA%3d%3d"
"76CFPFA-6433";"Renewal";"10/5/2022";"10/5/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=SKqO2%2bRXdfFnZ3gPRJw6OuTbzeEc2IFYwjSe1ZOoWq4%3d"
"76CFPFA-6433";"Mid-Year";"3/28/2022";"3/28/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=0nbavJldDfGXtv4NsqUNJhsecelPCsYKVfUyrTfpDuk%3d"
"76CFPFA-6433";"Renewal";"9/27/2021";"9/27/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Z8xqaPW24axb6V4t45Xh2%2bG1zlTYIZyoYEeKJ1X0LyI%3d"
"76CFPFA-6433";"Mid-Year";"4/28/2021";"4/28/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=bTxbsNGMrO%2bfhjj8d84cA2Sm8jpTJzw%2buluw5e6e6qI%3d"
"76CFPFA-6433";"Initial";"3/10/2021";"3/10/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=wPzQdaJWmo6XVlQDhQ4O31ELwdfzRnLAJ7B2VXdMDnw%3d"
"76CFPFA-6433";"Renewal";"9/4/2020";"9/4/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=xI6dCuTKYDc8HcQ63G6B5g%3d%3d"
"76CFPFA-6433";"Mid-Year";"3/6/2020";"3/6/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=2hCqoEtnFJnnYmnQOkQRhdnXoK3EQgLvdnNQOEf7DVE%3d"
"76CFPFA-6433";"Renewal";"9/12/2019";"9/12/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=3%2fVfoHiZWd454Ed3k4G0QLzKhLelbrIitQwu%2fBPkXsA%3d"
"76CFPFA-6433";"Mid-Year";"3/26/2019";"3/26/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=TN6fhtEsWNgnVw6ciLxx7g%3d%3d"
"76CFPFA-6433";"Renewal";"9/19/2018";"9/19/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=sFZVJblEgDBir3fblPjPhrXLpH%2fnMqja2zfCw4kxCAI%3d"
"76CFPFA-6433";"Recurring";"3/13/2018";"3/13/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=N06q9Ohnv81%2bB7uMEiF7pfJR1aIS3v9Q97lHO3xVoH0%3d"
"76CFPFA-6433";"Renewal";"9/20/2017";"9/20/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=AJxtKEUALwXr947FIW8K7g%3d%3d"
"76CDPFA-1597";"Renewal";"2/23/2023";"2/23/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=eGc%2bMxzoQj0%2b0sz7nA8FI2nx3qxB%2boy146x5zmmZ15g%3d"
"76CDPFA-1597";"Mid-Year";"8/23/2022";"8/23/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=KQxWrfA%2btYF2ca9rNQTjOGvNmnuFYjV1kjZ3OcoraIU%3d"
"76CDPFA-1597";"Technical Assistance";"4/8/2022";"4/8/2022";"Pass";;
"76CDPFA-1597";"Renewal";"2/28/2022";"2/28/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=84U1c4dCJSV%2bqcOolW35nj6Daz2k2XjeCmpUCJaWmBk%3d"
"76CDPFA-1597";"Mid-Year";"8/31/2021";"8/31/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=MNGf9zRoaQkxLsbd3i2pS0F5NriEmLB17GK9cLoYURU%3d"
"76CDPFA-1597";"Initial";"5/21/2021";"5/21/2021";"Pass";;
"76CDPFA-1597";"Renewal";"3/10/2021";"3/10/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=a3aCkyoV8N0ZIAPu8eoSLw%3d%3d"
"76CDPFA-1597";"Renewal";"2/18/2020";"2/18/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=EcFs%2fDXSLPMUqaxqk8S1hestFHA0oq6%2bkWaE1FTTK5o%3d"
"76CDPFA-1597";"Mid-Year";"8/23/2019";"8/23/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=owG4gwodnXlhBdmM5i05ILH7PKghWKC3jxAZ2fZ0PcM%3d"
"76CDPFA-1597";"Renewal";"2/25/2019";"2/25/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=jOI43cinjQMXRuR%2fzU8Dkg%3d%3d"
"76CDPFA-1597";"Mid-Year";"8/23/2018";"8/23/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=WVSwLv%2bm61ewqpAcoQqWNMjyaRQz49tA00WgDYxfASc%3d"
"76CDPFA-1597";"Renewal";"2/26/2018";"2/26/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=fAhEkZRfNh4RrmlKdgpVXA%3d%3d"
"76CDPFA-1597";"Recurring";"8/10/2017";"8/10/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=hRr8TnSxxsQwCT%2fN1d0qYCWJHz%2bsB3pXvZ8fCKuebz0%3d"
"76CDPFA-6106";"Renewal";"5/24/2023";"5/24/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=KFPxHGTyOqnRX9hh8upjwE7mOjMWArf%2bciut2jQio%2bY%3d"
"76CDPFA-6106";"Mid-Year";"12/15/2022";"12/15/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=x%2bVMcDbYv7kZjg8ujXkL1tBlCNugukkGnBa%2ftoo9ceY%3d"
"76CDPFA-6106";"Renewal";"5/12/2022";"5/12/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=q9YB4rIxTHtFtQZSCrH7Bw%3d%3d"
"76CDPFA-6106";"Technical Assistance";"3/4/2022";"3/4/2022";"Pass";;
"76CDPFA-6106";"Technical Assistance";"2/24/2022";"2/24/2022";"Pass";;
"76CDPFA-6106";"Mid-Year";"11/15/2021";"11/15/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=rKXhw%2flX5u6MLxsPCj2ETA%3d%3d"
"76CDPFA-6106";"Initial";"5/21/2021";"5/21/2021";"Pass";;
"76CDPFA-6106";"Renewal";"5/12/2021";"5/12/2021";"Pass";;
"76CDPFA-6106";"Mid-Year";"8/7/2020";"8/7/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=JVoABCg%2fk2C2V%2fM1MTQQZBwxFBGBb8yjrLXbEqcMYGM%3d"
