"License No";"Name";"Address";"County";"City";"Zip";"Phone Number";"Type";"Capacity";"Status";"Services";"Age Group Served";"Months Of Operation";"Days & Hours Of Operation";"MDHS Subsidy";"Note"
"Y-0015";"CAMP PHOENIX";"1826 ED PRATCHER RD";"PANOLA";"COMO";38619;"901-278-2947";"Youth Camp";40;"ACTIVE (06/01/2023 - 05/31/2024)";;;"Jun, Jul";"Monday-Friday 05:59 AM To 06:00 AM, Saturday 05:59 AM To 06:00 AM, Sunday 05:59 AM To 06:00 AM";"No";
"54CFIFHE-6223";"CRENSHAW HEAD START CENTER";"333 EAST SOUTH AVENUE";"PANOLA";"CRENSHAW";38621;"662-382-7381";"Center based Child Care Facility";161;"PENDING-INSPECTION (10/01/2023 - 09/30/2024)";"Early Head Start, Full Day, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:00 AM To 04:00 PM";"No";
"UnLicensed";"DEWANDA L WRIGHT";"1965 WOODRUFF RD";"PANOLA";"BATESVILLE";38606;"662-703-8281";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"54CBPFW-0791";"DEWBERRY KINDERGARTEN AND DAY CARE";"100 PATTON LN";"PANOLA";"BATESVILLE";38606;"662-609-2019";"Center based Child Care Facility";23;"ACTIVE (04/01/2023 - 03/31/2024)";"Full Day, Special Needs,Accepts MDHS Subsidy Children";"2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"54CDPFA-1764";"FAITH TEMPLE CHURCH DAYCARE";"28565 HIGHWAY 51";"PANOLA";"COMO";38619;"662-526-0103";"Center based Child Care Facility";70;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"54CEPFA-5399";"HOSKIN'S LEARNING CENTER";"300 HIGHWAY 51 S";"PANOLA";"BATESVILLE";38606;"662-578-0711";"Center based Child Care Facility";138;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 04:30 PM";"Yes";
"54CEPFA-1777";"JESUS LOVES ME CHILDREN'S CENTER";"110 THOMAS ST";"PANOLA";"BATESVILLE";38606;"662-578-5437";"Center based Child Care Facility";134;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"54CBPFA-1986";"JUST US KIDS CHILDCARE LEARNING CENTER";"318 GIN ST";"PANOLA";"SARDIS";38666;"662-487-2110";"Center based Child Care Facility";29;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 04:30 PM";"Yes";
"54CDPFA-7309";"KIDDIE KORNER LEARNING CENTER";"569 HIGHWAY 6 W";"PANOLA";"BATESVILLE";38606;"662-267-3263";"Center based Child Care Facility";87;"ACTIVE (03/01/2023 - 02/28/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"54CDPFA-7411";"KIDS WORLD BATESVILLE LLC";"164 HIGHWAY 51 S";"PANOLA";"BATESVILLE";38606;"662-563-0082";"Center based Child Care Facility";70;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"54CDPFA-7131";"NEW BEGINNING DAYCARE CENTER";"296 EUREKA ST";"PANOLA";"BATESVILLE";38606;"662-267-1587";"Center based Child Care Facility";100;"ACTIVE (10/01/2023 - 09/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"Y-0024";"SARDIS LAKE CHRISTIAN CAMP";"176 4-H CLUB ROAD";"PANOLA";"BATESVILLE";38606;"731-879-9185";"Youth Camp";204;"ACTIVE (06/01/2023 - 05/31/2024)";;;"May, Jun, Jul";"Monday-Friday 05:57 AM To 05:58 AM, Saturday 05:57 AM To 05:58 AM, Sunday 05:57 AM To 05:58 AM";"No";
"54CCPFA-6525";"STRAYHORN PRESCHOOL AND DAYCARE LLC";"3139 HIGHWAY 4 W";"PANOLA";"SARAH";38665;"662-560-0075";"Center based Child Care Facility";50;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"55CDPFE-0309";"ANNIE'S KINDERGARTEN AND DAY CARE";"716 DAVIS ST";"PEARL RIVER";"PICAYUNE";39466;"601-798-3446";"Center based Child Care Facility";81;"ACTIVE (09/01/2023 - 08/31/2024)";"Early Head Start, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:00 PM";"Yes";
"55CCGFE-1065";"CHILD DEVELOPMENT LAB SCHOOL";"101 HIGHWAY 11 N";"PEARL RIVER";"POPLARVILLE";39470;"601-403-1256";"Center based Child Care Facility";50;"ACTIVE (03/01/2023 - 02/28/2024)";"Early Head Start, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 04:30 PM";"Yes";
"55CERM-5619";"FIRST BAPTIST CHURCH WEEKDAY EARLY EDUCATION";"401 GOODYEAR BLVD";"PEARL RIVER";"PICAYUNE";39466;"601-916-9330";"Center based Child Care Facility";150;"ACTIVE (06/01/2023 - 05/31/2024)";"Half Day Morning";"2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Sep, Oct, Nov, Dec";"Monday-Friday 08:15 AM To 12:00 PM";"No";
"55CDRM-2078";"FIRST BAPTIST PLAYSCHOOL";"203 S MAIN ST";"PEARL RIVER";"POPLARVILLE";39470;"601-795-4531";"Center based Child Care Facility";63;"ACTIVE (02/01/2023 - 01/31/2024)";"Half Day Morning";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 11:30 AM";"No";
"55CDPFA-7770";"KIDS CLUB 2, LLC";"705 W CANAL ST";"PEARL RIVER";"PICAYUNE";39466;"769-242-2095";"Center based Child Care Facility";55;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 05:30 PM";"Yes";
"55CEPFA-7486";"KIDS CLUBHOUSE";"1401 SIXTH AVE";"PEARL RIVER";"PICAYUNE";39466;"601-798-0917";"Center based Child Care Facility";147;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"55CDPFA-3896";"KIDS KINGDOM";"10 ALEX PL";"PEARL RIVER";"PICAYUNE";39466;"601-798-5437";"Center based Child Care Facility";95;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"Yes";
"55CEPF-3686";"KIDS KORNER LEARNING CENTER OF PICAYUNE";"611 E CANAL ST";"PEARL RIVER";"PICAYUNE";39466;"601-798-0174";"Center based Child Care Facility";150;"ACTIVE (06/01/2023 - 05/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"55CEPFA-5844";"KREATIVE KINGDOM CHRISTIAN LEARNING CENTER";"330 JACOBS RD";"PEARL RIVER";"POPLARVILLE";39470;"601-403-8489";"Center based Child Care Facility";128;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"55CDPF-7556";"LEANNE'S LEARNING CENTER";"138 RICHARDSON RD";"PEARL RIVER";"PICAYUNE";39466;"601-749-6042";"Center based Child Care Facility";74;"ACTIVE (09/01/2023 - 08/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"55CBPF-7128";"LINDA'S FAMILY CHILD CARE";"1305 AUSBORN RD";"PEARL RIVER";"PICAYUNE";39466;"601-916-9948";"Center based Child Care Facility";19;"ACTIVE (09/01/2023 - 08/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 04:30 PM";"Yes";
"55CBRM-7803";"LITTLE LIFER’S LEARNING CENTER";"801 HIGHWAY 11 S";"PEARL RIVER";"PICAYUNE";39466;"769-242-2424";"Center based Child Care Facility";30;"ACTIVE (09/01/2023 - 08/31/2024)";"Half Day Morning";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:00 AM To 12:00 PM";"No";
"55CERFSA-0161";"MCCARTY LEARNING CENTER";"401/403 ROSA STREET";"PEARL RIVER";"PICAYUNE";39466;"601-799-2716";"Center based Child Care Facility";125;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day, Summer Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"55CDGE-3684";"PICAYUNE SCHOOL DISTRICT EARLY HEAD START";"1620 ROSA ST";"PEARL RIVER";"PICAYUNE";39466;"601-799-4702";"Center based Child Care Facility";90;"ACTIVE (02/01/2023 - 01/31/2024)";"Early Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"55CFGH-7561";"PICAYUNE SCHOOL DISTRICT HEAD START";"1221 HIGHWAY 11 S";"PEARL RIVER";"PICAYUNE";39466;"601-799-1716";"Center based Child Care Facility";201;"PENDING-INSPECTION (10/01/2023 - 09/30/2024)";"Head Start";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"55CDGH-7562";"PICAYUNE SCHOOL DISTRICT POPLARVILLE HEAD START CENTER";"205 E LOCKE ST";"PEARL RIVER";"POPLARVILLE";39470;"601-795-8011";"Center based Child Care Facility";65;"PENDING-INSPECTION (10/01/2023 - 09/30/2024)";"Head Start";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"55CDGE-6084";"PICAYUNE SD NICHOLSON EARLY HEAD START";"1865 HIGHWAY 11 S";"PEARL RIVER";"PICAYUNE";39466;"601-798-7808";"Center based Child Care Facility";90;"ACTIVE (02/01/2023 - 01/31/2024)";"Early Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"55CDPFA-7627";"TAMMYS LEARNING CENTER";"202 S STRAHAN ST";"PEARL RIVER";"POPLARVILLE";39470;"601-746-5030";"Center based Child Care Facility";83;"ACTIVE (04/01/2023 - 03/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"55CCPFA-7348";"THE PLAID APPLE PRESCHOOL";"244 BURGETOWN RD";"PEARL RIVER";"CARRIERE";39426;"601-273-4149";"Center based Child Care Facility";48;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"55CCRF-3415";"UNION BAPTIST KINDERGARTEN";"1628 W UNION RD";"PEARL RIVER";"PICAYUNE";39466;"601-798-8999";"Center based Child Care Facility";50;"ACTIVE (02/01/2023 - 01/31/2024)";"Full Day";"3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:00 PM";"No";
"55CDPFA-3414";"WEE WISDOM LEARNING CENTER";"279 RICHARDSON OZONA RD";"PEARL RIVER";"PICAYUNE";39466;"601-798-4296";"Center based Child Care Facility";70;"PENDING-INSPECTION (12/01/2023 - 11/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"56CEIH-0640";"RICHTON HEAD START CENTER";"1301 ASH AVENUE";"PERRY";"RICHTON";39476;"601-788-5511";"Center based Child Care Facility";110;"ACTIVE (12/01/2022 - 11/30/2023)";"Head Start";"2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"56CCRM-3419";"RICHTON UNITED METHODIST CHURCH PRESCHOOL";"500 DOGWOOD AVENUE";"PERRY";"RICHTON";39476;"601-788-6709";"Center based Child Care Facility";50;"ACTIVE (06/01/2023 - 05/31/2024)";"Half Day Morning";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 11:30 AM";"No";
"57CDPF-7640";"ALEXANDRIA'S ANGEL ACADEMY";"312 W PRESLEY BLVD";"PIKE";"MCCOMB";39648;"601-600-2812";"Center based Child Care Facility";60;"ACTIVE (06/01/2023 - 05/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"57CBPFA-7600";"AMAZING GRACE LEARNING EXPERIENCE, LLC";"1026 LENORA SELLER ROAD";"PIKE";"MCCOMB";39648;"601-324-6481";"Center based Child Care Facility";20;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"57CDPFSA-1726";"BLESSED BEGINNERS";"1210 26TH ST";"PIKE";"MCCOMB";39648;"601-250-0012";"Center based Child Care Facility";75;"ACTIVE (03/01/2023 - 02/28/2024)";"School Age After School, Full Day, Summer Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"UnLicensed";"BONNIE COOK-JEFFERSON";"1124 TANGLEWOOD RD";"PIKE";"MAGNOLIA";39652;"769-204-0157";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"57CCPFA-7828";"BRIDGENICK LEARNING CENTER";"405 S LOCUST ST";"PIKE";"MCCOMB";39648;"601-324-4591";"Center based Child Care Facility";45;"ACTIVE (01/05/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"57CCPF-5070";"BRIGHT MINDS LEARNING CENTER";"107 BURKE AVE";"PIKE";"MCCOMB";39648;"601-324-3366";"Center based Child Care Facility";45;"ACTIVE (07/01/2023 - 06/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"57CBRF-2165";"CHRISTIAN'S COMMUNITY LEARNING CENTER";"1022 VAN NORMAN CURVE";"PIKE";"MCCOMB";39648;"601-684-2310";"Center based Child Care Facility";28;"ACTIVE (12/01/2022 - 11/30/2023)";"Full Day,Accepts MDHS Subsidy Children";"2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:00 PM";"Yes";
"57CCPFA-5648";"CRAYON COLLEGE";"1063 HWY 98/51";"PIKE";"MCCOMB";39649;"601-684-0950";"Center based Child Care Facility";38;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:00 AM To 05:00 PM";"Yes";
"57CBPFA-2790";"CREATIVE KIDS ACADEMY";"622 EDGAR ST";"PIKE";"MCCOMB";39648;"601-250-4780";"Center based Child Care Facility";30;"ACTIVE (03/01/2023 - 02/28/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 04:00 AM To 11:30 PM, Saturday 06:00 AM To 11:30 PM";"Yes";
"57RBPFA-7134";"ISABELL'S FRIENDS";"1079 BERTHADALE RD";"PIKE";"MCCOMB";39648;"601-810-0840";"Center based Child Care Facility";20;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day";"2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 12:00 AM To 05:30 PM";"No";
"License Exempt";"JEWEL RUSHING UNIT BOYS & GIRLS OF SOUTHWEST MISSISSIPPI";"1025 THE POSITIVE PL";"PIKE";"MCCOMB";39648;"601-684-5437";"Center based Child Care Facility";100;"ACTIVE";"Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 06:00 PM";"Yes";
"57CBPF-7451";"KIDS KREATION LEARNING CENTER";"411 LINCOLN AVE";"PIKE";"MCCOMB";39648;"601-600-2744";"Center based Child Care Facility";30;"ACTIVE (07/01/2023 - 06/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"57CBPFA-6848";"KIDZ WORLD LEARNING CENTER";"530 EDGAR ST";"PIKE";"MCCOMB";39648;"601-324-3245";"Center based Child Care Facility";23;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 08:30 PM";"Yes";
"57CCPFA-3283";"LITTLE LAMB DAY CARE & LEARNING CENTER";"412 S BROADWAY ST";"PIKE";"MCCOMB";39648;"601-684-3416";"Center based Child Care Facility";45;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 05:30 PM";"Yes";
"57CBPF-7610";"LITTLE LAMB DAYCARE EXTENSION";"1140 WITTERMAN ST";"PIKE";"MCCOMB";39648;"601-551-6832";"Center based Child Care Facility";15;"ACTIVE (02/01/2023 - 01/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 04:00 PM";"Yes";
"57CCPFA-4491";"LITTLE LAMBS II";"334 RICHMOND ST";"PIKE";"MCCOMB";39648;"601-250-4700";"Center based Child Care Facility";43;"ACTIVE (04/01/2023 - 03/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 11:30 PM";"Yes";
"57CDPFMA-7704";"LITTLE PEOPLE BIG DREAMS / DBA: MCCOMB LEARNING CENTER";"1056 HIGHWAY 98 AND 51 STE D";"PIKE";"MCCOMB";39648;"601-680-4163";"Center based Child Care Facility";93;"PENDING-INSPECTION (10/01/2023 - 09/30/2024)";"School Age After School, Full Day, Half Day Morning,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"57CDPHE-7723";"MAGNOLIA HEAD START CENTER";"1139 REO LANE RD";"PIKE";"MAGNOLIA";39652;"601-783-5803";"Center based Child Care Facility";100;"ACTIVE (12/01/2022 - 11/30/2023)";"Early Head Start, Head Start";"2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 03:30 PM";"No";
"57CDPFWA-2646";"MISSISSIPPI KIDS EDUCATION ACADEMY";"1002 PEARL RIVER AVENUE EXT";"PIKE";"MCCOMB";39648;"601-324-3391";"Center based Child Care Facility";100;"PROBATION (09/02/2023 - 11/30/2023)";"School Age After School, Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 11:00 PM";"Yes";
