"ID";"Severity";"Inspection Type";"Date";"Deficiency Type";"Resolved";"Inspection URL"
11350;"Medium";"Renewal Application";"6/22/2021";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/6660/17934_vren_06222021.pdf"
65;"High";"Complaint";"6/3/2022";"Direct Supervision";"Yes";
65;"High";"Complaint";"6/3/2022";"Nap Time Ratios";"Yes";
778;"High";"Review";"3/31/2023";"Center Definitions";"Yes";"https://www.scchildcare.org/InspectionReports/14269/218-follow-up-march-31-2023.pdf"
778;"High";"Review";"3/31/2023";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/14269/218-follow-up-march-31-2023.pdf"
778;"High";"Review";"3/31/2023";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/14269/218-follow-up-march-31-2023.pdf"
778;"High";"Review";"3/31/2023";"Transportation";"Yes";"https://www.scchildcare.org/InspectionReports/14269/218-follow-up-march-31-2023.pdf"
778;"High";"Annual Review";"2/22/2022";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/8111/218-sv-february-22-2022.pdf"
778;"High";"Annual Review";"2/22/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/8111/218-sv-february-22-2022.pdf"
778;"High";"Annual Review";"2/22/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/8111/218-sv-february-22-2022.pdf"
778;"High";"Annual Review";"2/22/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/8111/218-sv-february-22-2022.pdf"
778;"Medium";"Annual Review";"2/22/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/8111/218-sv-february-22-2022.pdf"
778;"High";"Annual Review";"6/17/2021";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/5446/218-sv-june-17-2021.pdf"
778;"High";"Annual Review";"6/17/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/5446/218-sv-june-17-2021.pdf"
778;"Medium";"Renewal Application";"5/4/2021";"Diapering";"On Site";"https://www.scchildcare.org/InspectionReports/4871/218-sv-may-4-2021.pdf"
778;"High";"Renewal Application";"5/4/2021";"Furniture, Toys, and Recreational Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/4871/218-sv-may-4-2021.pdf"
43665;"High";"Annual Review";"2/21/2023";"Center Definitions";"On Site";
43665;"High";"Annual Review";"2/21/2023";"Nap Time Ratios";"On Site";
21243;"Medium";"Annual Review";"10/20/2021";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/10951/21493-sv-october-20-2021.pdf"
21243;"Medium";"Annual Review";"10/20/2021";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/10951/21493-sv-october-20-2021.pdf"
21243;"High";"Annual Review";"10/20/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/10951/21493-sv-october-20-2021.pdf"
328;"High";"Renewal Application";"3/2/2023";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/14521/cc000328_ren_03-02-23.pdf"
328;"High";"Renewal Application";"3/2/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/14521/cc000328_ren_03-02-23.pdf"
328;"High";"Renewal Application";"3/2/2023";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/14521/cc000328_ren_03-02-23.pdf"
328;"Medium";"Renewal Application";"3/2/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14521/cc000328_ren_03-02-23.pdf"
328;"Medium";"Annual Review";"4/5/2022";"Food Storage";"On Site";"https://www.scchildcare.org/InspectionReports/8653/14414_sv_4-5-22.pdf"
328;"High";"Complaint";"12/8/2021";"Discipline and Behavior Management";"On Site";"https://www.scchildcare.org/InspectionReports/8026/14414_comp_12-8-21.pdf"
328;"High";"Annual Review Follow Up";"6/18/2021";"Direct Supervision";"On Site";
328;"High";"Annual Review Follow Up";"6/18/2021";"Feeding, Eating, and Drinking";"On Site";
328;"High";"Annual Review Follow Up";"6/18/2021";"Feeding Chairs";"On Site";
328;"High";"Annual Review";"5/11/2021";"Staff Requirements";"On Site";
328;"High";"Annual Review";"5/11/2021";"Direct Supervision";"Yes";
328;"High";"Annual Review";"5/11/2021";"Ratios";"On Site";
328;"Medium";"Annual Review";"5/11/2021";"Diapering";"On Site";
328;"High";"Annual Review";"5/11/2021";"Staff Health";"Yes";
328;"Medium";"Annual Review";"5/11/2021";"Staff Health";"Yes";
328;"High";"Annual Review";"5/11/2021";"Rest Equipment";"On Site";
328;"High";"Annual Review";"5/11/2021";"63-13-40 Background checks for employment";"Yes";
328;"Medium";"Renewal Application";"2/17/2021";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/4640/14414_ren_02172021.pdf"
328;"High";"Renewal Application";"2/17/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/4640/14414_ren_02172021.pdf"
328;"High";"Renewal Application";"2/17/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/4640/14414_ren_02172021.pdf"
328;"Medium";"Renewal Application";"2/17/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/4640/14414_ren_02172021.pdf"
28;"High";"Annual Review";"7/22/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/12609/p289_av_07-22-22.pdf"
28;"High";"Annual Review";"9/1/2021";"Center Definitions";"Yes";"https://www.scchildcare.org/InspectionReports/6417/289_sv_09012021.pdf"
28;"High";"Annual Review";"9/1/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6417/289_sv_09012021.pdf"
28;"High";"Annual Review";"9/1/2021";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/6417/289_sv_09012021.pdf"
28;"High";"Annual Review";"9/1/2021";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/6417/289_sv_09012021.pdf"
33864;"High";"Annual Review";"12/14/2022";"Furniture, Toys, and Recreational Equipment";"Pending";"https://www.scchildcare.org/InspectionReports/12998/r23402_annual_12142022.pdf"
33864;"High";"Annual Review";"12/14/2021";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/8495/r23402_annual_12142021.pdf"
29698;"High";"Review Follow Up";"6/15/2023";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/15493/r22909_follow-up_06152023.pdf"
29698;"High";"Review Follow Up";"6/15/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/15493/r22909_follow-up_06152023.pdf"
29698;"High";"Review Follow Up";"6/15/2023";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/15493/r22909_follow-up_06152023.pdf"
29698;"High";"Complaint";"4/20/2023";"Center Definitions";"Pending";"https://www.scchildcare.org/InspectionReports/15481/r22909_complaint_04202023.pdf"
29698;"High";"Complaint";"4/20/2023";"Direct Supervision";"Pending";"https://www.scchildcare.org/InspectionReports/15481/r22909_complaint_04202023.pdf"
29698;"High";"Complaint";"4/12/2023";"Reporting of Incidents";"Pending";
29698;"High";"Complaint";"4/12/2023";"Reporting of Incidents";"Pending";
29698;"High";"Complaint";"4/12/2023";"Reporting of Incidents";"On Site";
29698;"High";"Complaint";"4/12/2023";"Direct Supervision";"Pending";
29698;"High";"Complaint";"4/12/2023";"Direct Supervision";"On Site";
29698;"High";"Complaint";"4/12/2023";"Ratios";"Pending";
29698;"Medium";"Complaint";"4/12/2023";"Staff Health";"On Site";
29698;"High";"Complaint";"4/12/2023";"Staff Health";"On Site";
29698;"High";"Complaint";"4/12/2023";"Fire Safety";"Pending";
29698;"Medium";"Complaint";"4/12/2023";"Meal Requirements";"Pending";
29698;"High";"Complaint";"3/16/2023";"Direct Supervision";"Pending";
29698;"High";"Complaint";"3/16/2023";"Ratios";"Pending";
29698;"High";"Annual Review";"12/14/2022";"Furniture, Toys, and Recreational Equipment";"Pending";"https://www.scchildcare.org/InspectionReports/12985/r22909_annual_12142022.pdf"
29698;"Medium";"Annual Review";"12/14/2022";"Sleeping";"Pending";"https://www.scchildcare.org/InspectionReports/12985/r22909_annual_12142022.pdf"
6839;"Medium";"Renewal Application";"4/3/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/14114/cc006839_ren_04-03-23.pdf"
6839;"High";"Renewal Application";"4/3/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14114/cc006839_ren_04-03-23.pdf"
6839;"Medium";"Renewal Application";"4/3/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14114/cc006839_ren_04-03-23.pdf"
6839;"High";"Annual Review";"1/9/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/12352/p17178_av_01-09-23.pdf"
6839;"High";"Annual Review";"1/9/2023";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/12352/p17178_av_01-09-23.pdf"
6839;"Medium";"Annual Review";"1/9/2023";"Temperature";"Yes";"https://www.scchildcare.org/InspectionReports/12352/p17178_av_01-09-23.pdf"
6839;"Medium";"Annual Review";"1/9/2023";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/12352/p17178_av_01-09-23.pdf"
6839;"High";"Annual Review";"1/9/2023";"Rest Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/12352/p17178_av_01-09-23.pdf"
6839;"Medium";"Annual Review";"1/9/2023";"Cleaning, Storage, and Handling of Food Utensils and Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/12352/p17178_av_01-09-23.pdf"
6839;"High";"Annual Review";"1/9/2023";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/12352/p17178_av_01-09-23.pdf"
6839;"High";"Annual Review Follow Up";"10/28/2022";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/12630/p17178_fu_10-28-22.pdf"
6839;"High";"Annual Review Follow Up";"10/28/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/12630/p17178_fu_10-28-22.pdf"
6839;"High";"Annual Review Follow Up";"10/28/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/12630/p17178_fu_10-28-22.pdf"
6839;"High";"Annual Review";"3/7/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/7953/17178_sv_3-7-22.pdf"
6839;"High";"Annual Review";"3/7/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/7953/17178_sv_3-7-22.pdf"
6839;"High";"Annual Review";"3/7/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/7953/17178_sv_3-7-22.pdf"
6839;"Medium";"Annual Review";"3/7/2022";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/7953/17178_sv_3-7-22.pdf"
6839;"Medium";"Annual Review";"3/7/2022";"Cleaning, Storage, and Handling of Food Utensils and Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/7953/17178_sv_3-7-22.pdf"
6839;"High";"Annual Review";"9/2/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6407/17178_sv_09022021.pdf"
6839;"N/A";"Annual Review";"9/2/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6407/17178_sv_09022021.pdf"
6839;"High";"Annual Review";"9/2/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6407/17178_sv_09022021.pdf"
6839;"High";"Annual Review";"9/2/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6407/17178_sv_09022021.pdf"
6839;"High";"Annual Review";"9/2/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/6407/17178_sv_09022021.pdf"
6839;"Medium";"Annual Review";"9/2/2021";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/6407/17178_sv_09022021.pdf"
6839;"High";"Annual Review";"9/2/2021";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/6407/17178_sv_09022021.pdf"
6839;"Medium";"Annual Review";"9/2/2021";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/6407/17178_sv_09022021.pdf"
6839;"High";"Renewal Application";"3/8/2021";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/4815/17178_ren_03082021.pdf"
159;"Medium";"Renewal Application";"5/2/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14181/cc000159_ren_05-02-23.pdf"
159;"High";"Annual Review";"1/13/2023";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/12976/p12405_av_01-13-23.pdf"
159;"High";"Annual Review";"3/16/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/8412/12405_sv_3-17-22.pdf"
159;"High";"Annual Review";"10/20/2021";"Feeding, Eating, and Drinking";"On Site";"https://www.scchildcare.org/InspectionReports/6750/12405_sv_10202021.pdf"
159;"High";"Renewal Application";"6/11/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/5136/12405_ren_06112021.pdf"
159;"High";"Complaint";"10/1/2020";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/9925/12405_com_10-01-2020.pdf"
159;"N/A";"Complaint";"10/1/2020";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/9925/12405_com_10-01-2020.pdf"
159;"Medium";"Complaint";"10/1/2020";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/9925/12405_com_10-01-2020.pdf"
159;"High";"Complaint";"10/1/2020";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/9925/12405_com_10-01-2020.pdf"
21776;"High";"Annual Review";"2/7/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11796/r21685_annual_02072023.pdf"
21776;"High";"Annual Review";"2/7/2023";"Medications and Medical Procedures";"On Site";"https://www.scchildcare.org/InspectionReports/11796/r21685_annual_02072023.pdf"
21776;"Medium";"Annual Review";"2/7/2023";"Bathrooms";"On Site";"https://www.scchildcare.org/InspectionReports/11796/r21685_annual_02072023.pdf"
21776;"Medium";"Annual Review";"2/7/2023";"Indoor Space & Conditions - Lighting";"On Site";"https://www.scchildcare.org/InspectionReports/11796/r21685_annual_02072023.pdf"
21776;"High";"Annual Review";"2/7/2023";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/11796/r21685_annual_02072023.pdf"
21776;"Low";"Annual Review";"2/7/2023";"Sanitation";"On Site";"https://www.scchildcare.org/InspectionReports/11796/r21685_annual_02072023.pdf"
21776;"High";"Annual Review";"2/7/2023";"Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/11796/r21685_annual_02072023.pdf"
21776;"High";"Annual Review";"2/7/2023";"Food Preparation";"Yes";"https://www.scchildcare.org/InspectionReports/11796/r21685_annual_02072023.pdf"
21776;"Medium";"Annual Review";"6/8/2022";"Bathrooms";"Yes";"https://www.scchildcare.org/InspectionReports/9840/r21685_annual_06082022.pdf"
21776;"Medium";"Annual Review";"6/8/2022";"Temperature";"Yes";"https://www.scchildcare.org/InspectionReports/9840/r21685_annual_06082022.pdf"
21776;"Medium";"Annual Review";"6/8/2022";"Furniture, Toys, and Recreational Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/9840/r21685_annual_06082022.pdf"
21776;"Medium";"Annual Review";"6/8/2022";"Furniture, Toys, and Recreational Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/9840/r21685_annual_06082022.pdf"
21776;"High";"Annual Review";"6/8/2022";"Food Storage";"On Site";"https://www.scchildcare.org/InspectionReports/9840/r21685_annual_06082022.pdf"
21776;"High";"Complaint";"6/17/2021";"Sleeping";"On Site";"https://www.scchildcare.org/InspectionReports/10233/r21685_complaint_06172021.pdf"
5246;"High";"Annual Review";"7/6/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/15307/p728_av_7-6-23.pdf"
5246;"High";"Annual Review";"7/6/2023";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/15307/p728_av_7-6-23.pdf"
5246;"Low";"Annual Review";"7/6/2023";"Bathrooms";"Pending";"https://www.scchildcare.org/InspectionReports/15307/p728_av_7-6-23.pdf"
5246;"High";"Annual Review";"7/6/2023";"Feeding, Eating, and Drinking";"Pending";"https://www.scchildcare.org/InspectionReports/15307/p728_av_7-6-23.pdf"
5246;"High";"Complaint Follow Up";"10/27/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/12260/728_fu_10-27-22.pdf"
5246;"High";"Complaint Follow Up";"10/27/2022";"Nap Time Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/12260/728_fu_10-27-22.pdf"
5246;"High";"Complaint";"8/31/2022";"Sleeping";"Yes";"https://www.scchildcare.org/InspectionReports/11309/728_comp_08-31-22.pdf"
5246;"High";"Complaint";"8/24/2022";"Center Definitions";"Yes";
5246;"High";"Complaint";"8/24/2022";"Child Abuse & Neglect";"Yes";
5246;"High";"Complaint";"8/24/2022";"Direct Supervision";"Yes";
5246;"High";"Complaint";"8/24/2022";"Ratios";"Yes";
5246;"Medium";"Renewal Application";"7/29/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/10353/728_ren_07-29-22.pdf"
5246;"Medium";"Renewal Application";"7/29/2022";"Food Storage";"Yes";"https://www.scchildcare.org/InspectionReports/10353/728_ren_07-29-22.pdf"
5246;"High";"Annual Review";"4/4/2022";"Direct Supervision";"Pending";"https://www.scchildcare.org/InspectionReports/8397/728_sv_4-4-22.pdf"
5246;"High";"Annual Review";"4/4/2022";"Nap Time Ratios";"Pending";"https://www.scchildcare.org/InspectionReports/8397/728_sv_4-4-22.pdf"
5246;"High";"Annual Review";"10/12/2021";"Staff Requirements";"On Site";
5246;"Medium";"Annual Review";"10/12/2021";"Food Storage";"Yes";
5246;"High";"Annual Review";"10/11/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6291/728_sv_10112021.pdf"
5246;"High";"Annual Review";"10/11/2021";"Nap Time Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/6291/728_sv_10112021.pdf"
51;"High";"Review";"5/13/2022";"Reporting of Incidents";"Yes";
38612;"High";"Renewal Application";"4/19/2023";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/14943/p24293_ren_04-19-23.pdf"
38612;"High";"Renewal Application";"4/19/2023";"63-13-825 Training for Daycare Operators and Workers";"Pending";"https://www.scchildcare.org/InspectionReports/14943/p24293_ren_04-19-23.pdf"
38612;"High";"Renewal Application";"4/19/2023";"63-13-840 Inspection of Family Childcare Homes";"Yes";"https://www.scchildcare.org/InspectionReports/14943/p24293_ren_04-19-23.pdf"
38612;"High";"Renewal Application";"5/6/2022";"63-13-825 Training for Daycare Operators and Workers";"Yes";
38612;"High";"Renewal Application";"8/30/2021";"63-13-825 Training for Daycare Operators and Workers";"Yes";"https://www.scchildcare.org/InspectionReports/6441/24293_ren_08302021.pdf"
38612;"N/A";"Renewal Application";"8/30/2021";"63-13-825 Training for Daycare Operators and Workers";"Yes";"https://www.scchildcare.org/InspectionReports/6441/24293_ren_08302021.pdf"
38612;"High";"Renewal Application";"11/4/2020";"63-13-825 Training for Daycare Operators and Workers";"Yes";
46560;"N/A";"Initial Application Follow Up";"11/28/2022";"Procedures for License Renewal";"Yes";
32222;"Medium";"Annual Review";"9/6/2023";"Indoor Space and Conditions - Environmental Hazards";"Pending";
32222;"High";"Annual Review";"12/9/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/7998/23267_sv_12-9-21.pdf"
32222;"High";"Annual Review";"12/9/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/7998/23267_sv_12-9-21.pdf"
32222;"High";"Annual Review";"12/9/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/7998/23267_sv_12-9-21.pdf"
32222;"Medium";"Annual Review";"12/9/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/7998/23267_sv_12-9-21.pdf"
32222;"High";"Annual Review";"12/9/2021";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/7998/23267_sv_12-9-21.pdf"
8725;"High";"Annual Review";"10/5/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/12276/17516_com_10-05-22.pdf"
8725;"High";"Renewal Application";"1/28/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/8034/17516_ren_1-28-22.pdf"
8725;"High";"Annual Review";"6/2/2021";"Staff Health";"Pending";"https://www.scchildcare.org/InspectionReports/12415/p17516_av_06-02-21.pdf"
8725;"Medium";"Annual Review";"6/2/2021";"Staff Health";"Pending";"https://www.scchildcare.org/InspectionReports/12415/p17516_av_06-02-21.pdf"
8725;"High";"Annual Review";"6/2/2021";"63-13-40 Background checks for employment";"Pending";"https://www.scchildcare.org/InspectionReports/12415/p17516_av_06-02-21.pdf"
584;"High";"Annual Review";"12/10/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/8001/15680_sv_12-10-21.pdf"
6093;"Medium";"Renewal Application";"9/27/2021";"Staff Requirements";"Yes";
6093;"High";"Renewal Application";"5/25/2021";"Child Records";"Yes";
6093;"Low";"Renewal Application";"5/25/2021";"Child Records";"Yes";
6093;"Medium";"Renewal Application";"5/25/2021";"Child Records";"Yes";
6093;"Medium";"Renewal Application";"5/25/2021";"Staff Records";"Yes";
6093;"Medium";"Renewal Application";"5/25/2021";"Staff Records";"Yes";
6093;"High";"Renewal Application";"4/15/2021";"Staff Records";"Yes";
6093;"Medium";"Renewal Application";"4/15/2021";"Staff Records";"Yes";
6093;"High";"Renewal Application";"4/15/2021";"Direct Supervision";"Yes";
41069;"Medium";"Annual Review";"2/2/2023";"Indoor Space and Conditions - Environmental Hazards";"Pending";"https://www.scchildcare.org/InspectionReports/11793/r24714_annual_02022023.pdf"
41069;"High";"Annual Review";"3/14/2022";"Medications and Medical Procedures";"Yes";"https://www.scchildcare.org/InspectionReports/8496/r24714_annual_03142022.pdf"
41069;"High";"Annual Review";"5/26/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6246/r24714_annual_05262021.pdf"
29591;"High";"Renewal Application";"5/22/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/14295/22902-renewal-may-22-2023.pdf"
29591;"High";"Renewal Application";"5/22/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14295/22902-renewal-may-22-2023.pdf"
29591;"Medium";"Renewal Application";"5/22/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14295/22902-renewal-may-22-2023.pdf"
776;"High";"Annual Review";"9/29/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11075/204-sv-september-29-2022.pdf"
48;"High";"Annual Review";"12/14/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/12823/447-sv-december-14-2022.pdf"
48;"High";"Annual Review";"12/14/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/12823/447-sv-december-14-2022.pdf"
48;"Medium";"Annual Review";"12/14/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/12823/447-sv-december-14-2022.pdf"
41171;"High";"Annual Review";"7/7/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"High";"Annual Review";"7/7/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"Medium";"Annual Review";"7/7/2022";"Diapering";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"Medium";"Annual Review";"7/7/2022";"Bathrooms";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"Medium";"Annual Review";"7/7/2022";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"Medium";"Annual Review";"7/7/2022";"Sanitation";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"High";"Annual Review";"7/7/2022";"Outdoor Space";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"High";"Annual Review";"7/7/2022";"Rest Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"High";"Annual Review";"7/7/2022";"Feeding, Eating, and Drinking";"On Site";"https://www.scchildcare.org/InspectionReports/11682/l24675_annual_07072022.pdf"
41171;"High";"Annual Review";"11/8/2021";"Ratios";"On Site";
41171;"Medium";"Annual Review";"11/8/2021";"Indoor Space and Conditions - Environmental Hazards";"Yes";
41171;"Medium";"Annual Review";"11/8/2021";"Sanitation";"Yes";
41171;"Medium";"Annual Review";"11/8/2021";"Outdoor Space";"Yes";
41171;"High";"Annual Review";"11/8/2021";"Rest Equipment";"Yes";
21979;"High";"Renewal Application";"6/6/2022";"Staff Requirements";"Yes";
21979;"High";"Annual Review";"2/24/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/7962/21676_sv_2-24-22.pdf"
21979;"Medium";"Annual Review";"2/24/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/7962/21676_sv_2-24-22.pdf"
21979;"High";"Complaint";"5/14/2021";"Reporting of Incidents";"On Site";"https://www.scchildcare.org/InspectionReports/5068/21676_comp_05142021.pdf"
21979;"High";"Complaint";"5/14/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/5068/21676_comp_05142021.pdf"
21979;"High";"Complaint";"5/14/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/5068/21676_comp_05142021.pdf"
21979;"High";"Complaint";"5/14/2021";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/5068/21676_comp_05142021.pdf"
21979;"High";"Complaint";"5/14/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/5068/21676_comp_05142021.pdf"
21979;"High";"Complaint";"5/14/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/5068/21676_comp_05142021.pdf"
21979;"High";"Complaint";"5/14/2021";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/5068/21676_comp_05142021.pdf"
21979;"High";"Complaint";"5/14/2021";"Discipline and Behavior Management";"On Site";"https://www.scchildcare.org/InspectionReports/5068/21676_comp_05142021.pdf"
40095;"High";"Complaint";"8/7/2023";"Staff Records";"Pending";
40095;"Medium";"Complaint";"8/7/2023";"Staff Records";"Pending";
40095;"High";"Complaint";"7/7/2023";"Staff Requirements";"Pending";
40095;"N/A";"Complaint";"7/7/2023";"Staff Requirements";"Pending";
40095;"High";"Complaint";"7/7/2023";"Staff Requirements";"Pending";
40095;"High";"Complaint";"7/7/2023";"Staff Requirements";"Pending";
40095;"Medium";"Complaint";"7/7/2023";"Staff Health";"Pending";
40095;"Medium";"Complaint";"7/7/2023";"Staff Health";"Pending";
40095;"High";"Complaint";"7/7/2023";"Staff Health";"Pending";
40095;"Medium";"Complaint";"7/7/2023";"Food Preperation";"Pending";
40095;"High";"Annual Review Follow Up";"6/27/2023";"Staff Requirements";"Yes";
40095;"High";"Annual Review Follow Up";"6/27/2023";"Direct Supervision";"On Site";
40095;"High";"Annual Review";"4/26/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/14470/l24439_annual_04262023.pdf"
40095;"Medium";"Annual Review";"4/26/2023";"Sanitation";"On Site";"https://www.scchildcare.org/InspectionReports/14470/l24439_annual_04262023.pdf"
40095;"High";"Annual Review";"4/26/2023";"Medications and Medical Procedures";"On Site";"https://www.scchildcare.org/InspectionReports/14470/l24439_annual_04262023.pdf"
