"ID";"Inspection Type";"Date";"Inspection URL"
17846;"Renewal Application";"3/30/2023";"https://www.scchildcare.org/InspectionReports/14142/p18173_ren_03-30-23.pdf"
17846;"Annual Review";"12/1/2022";"https://www.scchildcare.org/InspectionReports/12547/p18173_av_12-01-22.pdf"
17846;"Initial Application";"4/29/2022";"https://www.scchildcare.org/InspectionReports/9133/18173_ren_04-29-22.pdf"
17846;"Annual Review";"10/12/2021";"https://www.scchildcare.org/InspectionReports/6846/18173_sv_10122021.pdf"
17846;"Initial Application";"3/31/2021";"https://www.scchildcare.org/InspectionReports/4821/18173_ren_03312021.pdf"
30028;"Renewal Application";"7/14/2023";"https://www.scchildcare.org/InspectionReports/15271/r22881_renewal_07142023.pdf"
30028;"Annual Review";"12/13/2022";"https://www.scchildcare.org/InspectionReports/11763/r22881_annual_12132022.pdf"
30028;"Annual Review";"7/8/2022";"https://www.scchildcare.org/InspectionReports/9560/r22881_renewal_07082022.pdf"
30028;"Annual Review";"12/16/2021";"https://www.scchildcare.org/InspectionReports/8156/r22881_annual_12162021.pdf"
43619;"Renewal Application";"5/23/2023";"https://www.scchildcare.org/InspectionReports/14636/cc043619_ren_05-23-23.pdf"
43619;"Renewal Application";"5/23/2023";"https://www.scchildcare.org/InspectionReports/14637/cc043619_ren_05-23-23.pdf"
43619;"Review";"2/10/2023";"https://www.scchildcare.org/InspectionReports/13111/p24940_av_02-10-23.pdf"
43619;"Annual Review";"5/13/2022";"https://www.scchildcare.org/InspectionReports/9210/24940_sv_05-13-22.pdf"
43619;"Complaint";"3/18/2022";"https://www.scchildcare.org/InspectionReports/8407/24940_comp_3-18-22.pdf"
43619;"Complaint";"1/28/2022";"https://www.scchildcare.org/InspectionReports/8003/24940_comp_1-28-22.pdf"
43619;"Annual Review";"1/28/2022";"https://www.scchildcare.org/InspectionReports/8649/24940_sv_1-28-22.pdf"
43619;"Complaint";"1/28/2022";"https://www.scchildcare.org/InspectionReports/8676/24940_comp_1-28-22.pdf"
43619;"Annual Review";"10/8/2021";"https://www.scchildcare.org/InspectionReports/6284/24940_sv_10082021.pdf"
43619;"Initial Application";"6/16/2021";"https://www.scchildcare.org/InspectionReports/6680/24940_ren_06162021.pdf"
44580;"Complaint";"6/29/2023";"https://www.scchildcare.org/InspectionReports/15342/p25043_com_6-29-23.pdf"
44580;"Complaint";"6/15/2023";"https://www.scchildcare.org/InspectionReports/15340/p25043_com_6-15-23-2.pdf"
44580;"Complaint";"6/15/2023";"https://www.scchildcare.org/InspectionReports/15341/p25043_com_6-15-23.pdf"
44580;"Complaint";"2/13/2023";"https://www.scchildcare.org/InspectionReports/14540/p25043_cv_02-13-23.pdf"
44580;"Complaint";"12/12/2022";"https://www.scchildcare.org/InspectionReports/12366/p25043_cv_12-12-22.pdf"
44580;"Annual Review";"9/19/2022";"https://www.scchildcare.org/InspectionReports/11293/25043_sv_09-19-22.pdf"
44580;"Complaint";"8/10/2022";"https://www.scchildcare.org/InspectionReports/11333/25043_com_08-10-22.pdf"
44580;"Annual Review";"7/20/2022";"https://www.scchildcare.org/InspectionReports/10359/25043_fu_7-20-22.pdf"
44580;"Complaint";"7/19/2022";"https://www.scchildcare.org/InspectionReports/11296/25043_comp_07-19-22.pdf"
44580;"Initial Application";"2/24/2022";"https://www.scchildcare.org/InspectionReports/7947/25043_ren_2-24-22.pdf"
44580;"Complaint";"12/22/2021";"https://www.scchildcare.org/InspectionReports/8010/25043_comp_12-22-21.pdf"
44580;"Annual Review";"10/5/2021";"https://www.scchildcare.org/InspectionReports/6068/25043_sv_10052021.pdf"
44580;"Annual Review";"7/28/2021";"https://www.scchildcare.org/InspectionReports/6478/25043_sv_07282021.pdf"
44580;"Initial Application";"4/14/2021";"https://www.scchildcare.org/InspectionReports/9667/44580_fe_04-14-2021.pdf"
44581;"Complaint";"7/20/2023";"https://www.scchildcare.org/InspectionReports/15244/p25118_com_7-20-23.pdf"
44581;"Annual Review Follow Up";"6/27/2023";"https://www.scchildcare.org/InspectionReports/15345/p25118_fu_6-27-23.pdf"
44581;"Complaint";"6/16/2023";"https://www.scchildcare.org/InspectionReports/15344/p25118_com_6-16-23.pdf"
44581;"Complaint";"6/5/2023";"https://www.scchildcare.org/InspectionReports/15343/p25118_com_6-5-23.pdf"
44581;"Complaint";"6/5/2023";"https://www.scchildcare.org/InspectionReports/15519/p25118_com_6-5-23.pdf"
44581;"Annual Review";"5/24/2023";"https://www.scchildcare.org/InspectionReports/14516/p25118_av_05-24-23.pdf"
44581;"Annual Review Follow Up";"5/24/2023";"https://www.scchildcare.org/InspectionReports/14670/p25118_fu_05-24-23.pdf"
44581;"Review";"2/1/2023";"https://www.scchildcare.org/InspectionReports/13113/p25118_fu_02-01-23.pdf"
44581;"Complaint";"12/7/2022";"https://www.scchildcare.org/InspectionReports/12548/p25118_cv_12-07-22.pdf"
44581;"Complaint";"10/31/2022";"https://www.scchildcare.org/InspectionReports/12662/p25118_cv_10-31-22.pdf"
44581;"Complaint";"10/20/2022";"https://www.scchildcare.org/InspectionReports/12636/p25118_cv_10-20-22.pdf"
44581;"Complaint";"9/26/2022";"https://www.scchildcare.org/InspectionReports/11297/25118_comp_09-26-22.pdf"
44581;"Initial Application";"7/20/2022";"https://www.scchildcare.org/InspectionReports/10358/25118_ren_7-20-22.pdf"
44581;"Annual Review";"4/25/2022";"https://www.scchildcare.org/InspectionReports/8884/25118_sv_4-25-22.pdf"
44581;"Annual Review";"7/16/2021";"https://www.scchildcare.org/InspectionReports/6492/25518_sv_07162021.pdf"
45806;"Annual Review";"6/22/2022";"https://www.scchildcare.org/InspectionReports/9574/l25394_follow-up_06022022.pdf"
1824;"Renewal Application";"5/8/2023";"https://www.scchildcare.org/InspectionReports/14375/501_ren_05-08-23.pdf"
1824;"Annual Review";"1/26/2023";"https://www.scchildcare.org/InspectionReports/11518/501_av_fu_01-26-23.pdf"
1824;"Annual Review";"5/31/2022";"https://www.scchildcare.org/InspectionReports/9199/501_sv_05312022.pdf"
1824;"Annual Review";"12/9/2021";"https://www.scchildcare.org/InspectionReports/7216/501_sv_12092021.pdf"
1824;"Initial Application";"5/4/2021";"https://www.scchildcare.org/InspectionReports/6630/501_vren_05042021.pdf"
42381;"Annual Review";"12/5/2022";"https://www.scchildcare.org/InspectionReports/11872/r24787_annual_12052022.pdf"
42381;"Initial Application";"8/23/2022";"https://www.scchildcare.org/InspectionReports/10795/r24787_renewal_08232022.pdf"
42381;"Annual Review";"12/10/2021";"https://www.scchildcare.org/InspectionReports/8164/r24787_annual_12102021.pdf"
37441;"Annual Review";"10/21/2022";"https://www.scchildcare.org/InspectionReports/11134/24100-sv-october-21-2022.pdf"
37441;"Annual Review";"11/1/2021";"https://www.scchildcare.org/InspectionReports/6146/24100-sv-november-1-2021.pdf"
37441;"Initial Application";"4/13/2021";"https://www.scchildcare.org/InspectionReports/5576/24100-renewal-april-13-2021.pdf"
20154;"Renewal Application";"4/24/2023";"https://www.scchildcare.org/InspectionReports/14437/21067-renewal-april-24-2023.pdf"
20154;"Annual Review";"4/25/2022";"https://www.scchildcare.org/InspectionReports/8438/21067-sv-april-25-2022.pdf"
20154;"Annual Review";"8/19/2021";"https://www.scchildcare.org/InspectionReports/7538/21067-sv-august-19-2021.pdf"
20154;"Initial Application";"5/5/2021";"https://www.scchildcare.org/InspectionReports/5330/21067-renewal-may-5-2021.pdf"
26177;"Initial Application";"6/8/2022";"https://www.scchildcare.org/InspectionReports/11059/l22497_renewal_06082022.pdf"
26177;"Annual Review";"12/16/2021";"https://www.scchildcare.org/InspectionReports/10742/l22497_annual_12162021.pdf"
2446;"Initial Application";"1/5/2023";"https://www.scchildcare.org/InspectionReports/11486/370_rv_01-05-23.pdf"
2446;"Annual Review";"4/5/2022";"https://www.scchildcare.org/InspectionReports/8293/370_sv_04052022.pdf"
2446;"Annual Review";"9/16/2021";"https://www.scchildcare.org/InspectionReports/6129/370_sv_09162021.pdf"
2446;"Initial Application";"4/7/2021";"https://www.scchildcare.org/InspectionReports/4741/370r_vren_04072021.pdf"
9273;"Review";"12/12/2022";"https://www.scchildcare.org/InspectionReports/12992/r886_annual_12122022.pdf"
9273;"Initial Application";"9/8/2022";"https://www.scchildcare.org/InspectionReports/11687/r886_renewal_09082022.pdf"
9273;"Annual Review";"12/14/2021";"https://www.scchildcare.org/InspectionReports/8493/r886_annual_12142021.pdf"
9677;"Initial Application";"10/24/2022";"https://www.scchildcare.org/InspectionReports/11669/l17652_renewal_10242022.pdf"
9677;"Annual Review";"12/7/2021";"https://www.scchildcare.org/InspectionReports/8142/l17652_annual_12072021.pdf"
22055;"Annual Review";"6/11/2021";"https://www.scchildcare.org/InspectionReports/10743/l21689_annual_06112021.pdf"
36549;"Renewal Application";"2/5/2023";"https://www.scchildcare.org/InspectionReports/14474/l24028_renewal_02052023.pdf"
36549;"Complaint";"2/16/2022";"https://www.scchildcare.org/InspectionReports/9016/l24028_complaint_02162022.pdf"
46816;"Complaint";"5/12/2023";"https://www.scchildcare.org/InspectionReports/14419/25571_cv_05-12-23.pdf"
46816;"Initial Application";"12/20/2022";"https://www.scchildcare.org/InspectionReports/11470/25571_fe_12-20-22.pdf"
29995;"Annual Review";"8/30/2022";"https://www.scchildcare.org/InspectionReports/10322/r22947_renewal_08302022.pdf"
29995;"Annual Review";"10/22/2021";"https://www.scchildcare.org/InspectionReports/7104/r22947_annual_10222021.pdf"
34870;"Renewal Application";"5/4/2023";"https://www.scchildcare.org/InspectionReports/13890/r23641_renewal_05042023.pdf"
34870;"Complaint";"1/19/2023";"https://www.scchildcare.org/InspectionReports/13313/r23641_complaint_01192023.pdf"
34870;"Annual Review";"12/8/2022";"https://www.scchildcare.org/InspectionReports/11808/r23641_annual_12082022.pdf"
34870;"Annual Review";"12/13/2021";"https://www.scchildcare.org/InspectionReports/7885/r23641_renewal_12132021.pdf"
34870;"Annual Review";"5/26/2021";"https://www.scchildcare.org/InspectionReports/6170/r23641_annual_05262021.pdf"
34836;"Initial Application";"10/31/2022";"https://www.scchildcare.org/InspectionReports/12039/23656_rv_10-31-22.pdf"
34836;"Annual Review";"10/6/2022";"https://www.scchildcare.org/InspectionReports/10575/23656_sv_10062022.pdf"
34836;"Annual Review";"12/21/2021";"https://www.scchildcare.org/InspectionReports/8091/23656_sv_12212021.pdf"
34836;"Initial Application";"11/8/2021";"https://www.scchildcare.org/InspectionReports/8070/23656_ren_11082021.pdf"
34836;"Initial Application";"11/16/2020";"https://www.scchildcare.org/InspectionReports/4500/23656r_vren_11162020.pdf"
46489;"Annual Review";"7/10/2023";"https://www.scchildcare.org/InspectionReports/15065/25527-sv-july-10-2023.pdf"
46489;"Annual Review";"10/27/2022";"https://www.scchildcare.org/InspectionReports/11228/25527-sv-october-27-2022.pdf"
23233;"Renewal Application";"6/5/2023";"https://www.scchildcare.org/InspectionReports/14492/r22040_renewal_06052023.pdf"
23233;"Annual Review";"4/27/2023";"https://www.scchildcare.org/InspectionReports/13815/r22040_annual_04272023.pdf"
23233;"Annual Review";"3/28/2022";"https://www.scchildcare.org/InspectionReports/8265/r22040_renewal_03282022.pdf"
23233;"Annual Review";"11/4/2021";"https://www.scchildcare.org/InspectionReports/10754/r22040_annual_11042021.pdf"
42722;"Initial Application";"2/3/2023";"https://www.scchildcare.org/InspectionReports/11844/r25211_renewal_02032023.pdf"
42722;"Annual Review";"8/11/2022";"https://www.scchildcare.org/InspectionReports/10051/r25211_annual_08112022.pdf"
42722;"Annual Review";"11/10/2021";"https://www.scchildcare.org/InspectionReports/7136/r25211_annual_11102021.pdf"
5328;"Application";"3/2/2023";"https://www.scchildcare.org/InspectionReports/13210/8538-renewal-march-2-2023.pdf"
5328;"Review";"2/16/2023";"https://www.scchildcare.org/InspectionReports/13211/8538-sv-february-16-2023.pdf"
5328;"Annual Review";"10/18/2022";"https://www.scchildcare.org/InspectionReports/11085/8538-sv-october-18-2022.pdf"
5328;"Initial Application";"2/23/2022";"https://www.scchildcare.org/InspectionReports/8224/8538-renewal-february-23-2022.pdf"
5328;"Annual Review";"8/30/2021";"https://www.scchildcare.org/InspectionReports/5826/8538-sv-august-30-2021.pdf"
5328;"Initial Application";"2/2/2021";"https://www.scchildcare.org/InspectionReports/5453/8538-renewal-february-2-2021.pdf"
7896;"Initial Application";"5/4/2022";"https://www.scchildcare.org/InspectionReports/9176/9695_ren_05042022.pdf"
7896;"Annual Review";"3/16/2022";"https://www.scchildcare.org/InspectionReports/8094/9695_sv_03162022.pdf"
7896;"Annual Review";"9/2/2021";"https://www.scchildcare.org/InspectionReports/7222/9695r_sv_09022021.pdf"
7896;"Initial Application";"7/12/2021";"https://www.scchildcare.org/InspectionReports/6184/9695_vren_07122021.pdf"
46587;"Renewal Application";"5/8/2023";"https://www.scchildcare.org/InspectionReports/14638/cc046587_fe_05-08-23.pdf"
31294;"Renewal Application";"3/2/2023";"https://www.scchildcare.org/InspectionReports/13568/p23114_ren_03-02-23.pdf"
31294;"Initial Application";"3/8/2022";"https://www.scchildcare.org/InspectionReports/8579/23114_ren_3-8-22.pdf"
31294;"Initial Application";"6/24/2021";"https://www.scchildcare.org/InspectionReports/6455/23114_ren_06242021.pdf"
38525;"Annual Review";"8/4/2023";"https://www.scchildcare.org/InspectionReports/15135/r25200_annual_08042023.pdf"
38525;"Initial Application";"1/12/2023";"https://www.scchildcare.org/InspectionReports/11733/r25200_renewal_01122023.pdf"
38525;"Annual Review";"8/1/2022";"https://www.scchildcare.org/InspectionReports/9832/r25200_annual_08012022.pdf"
38525;"Annual Review";"2/8/2022";"https://www.scchildcare.org/InspectionReports/7847/r25200_renewal_02082022.pdf"
38525;"Annual Review";"10/13/2021";"https://www.scchildcare.org/InspectionReports/6972/r25200_annual_10132021.pdf"
5270;"Review";"2/16/2023";"https://www.scchildcare.org/InspectionReports/13220/16695-sv-february-16-2023.pdf"
5270;"Annual Review";"7/21/2022";"https://www.scchildcare.org/InspectionReports/10935/16695-sv-july-21-2022.pdf"
5270;"Annual Review";"8/30/2021";"https://www.scchildcare.org/InspectionReports/5836/16695-sv-august-30-2021.pdf"
24069;"Annual Review";"12/5/2022";"https://www.scchildcare.org/InspectionReports/11874/r22150_annual_12052022.pdf"
24069;"Annual Review";"6/24/2022";"https://www.scchildcare.org/InspectionReports/9558/r22150_renewal_06242022.pdf"
24069;"Annual Review";"12/9/2021";"https://www.scchildcare.org/InspectionReports/8154/r22150.pdf"
46368;"Annual Review";"7/12/2023";"https://www.scchildcare.org/InspectionReports/15350/p25405_av_7-12-23.pdf"
46368;"Annual Review";"9/26/2022";"https://www.scchildcare.org/InspectionReports/12690/25405_sv_09-26-22.pdf"
46368;"Application";"6/8/2022";"https://www.scchildcare.org/InspectionReports/12966/p25405_fe_06-08-22.pdf"
39737;"Review";"12/15/2022";"https://www.scchildcare.org/InspectionReports/12990/l24535_annual_12152022.pdf"
39737;"Annual Review";"12/30/2021";"https://www.scchildcare.org/InspectionReports/10765/l24535_annual_12302021.pdf"
46250;"Review";"2/3/2023";"https://www.scchildcare.org/InspectionReports/13260/p25386_av_02-03-23.pdf"
46250;"Annual Review";"9/14/2022";"https://www.scchildcare.org/InspectionReports/11306/25386_sv_09-14-22.pdf"
45708;"Renewal Application";"4/3/2023";"https://www.scchildcare.org/InspectionReports/13993/25254_ren_04-03-23.pdf"
45708;"Annual Review";"3/9/2022";"https://www.scchildcare.org/InspectionReports/7661/25254_sv_03092022.pdf"
45708;"Complaint";"5/21/2021";"https://www.scchildcare.org/InspectionReports/5258/25254l_com_05212021.pdf"
21101;"Annual Review Follow Up";"8/24/2023";"https://www.scchildcare.org/InspectionReports/15473/21443-follow-up-august-24-2023.pdf"
21101;"Annual Review Follow Up";"8/3/2023";"https://www.scchildcare.org/InspectionReports/15215/21443-follow-up-august-3-2023.pdf"
21101;"Annual Review Follow Up";"7/13/2023";"https://www.scchildcare.org/InspectionReports/15025/21443-follow-up-july-13-2023.pdf"
21101;"Annual Review Follow Up";"6/29/2023";"https://www.scchildcare.org/InspectionReports/15026/21443-follow-up-june-29-2023.pdf"
21101;"Annual Review Follow Up";"6/19/2023";"https://www.scchildcare.org/InspectionReports/14776/21443-follow-up-june-19-2023.pdf"
21101;"Complaint Follow Up";"5/25/2023";"https://www.scchildcare.org/InspectionReports/14775/21443-complaint-and-follow-up-may-25-2023.pdf"
21101;"Complaint";"4/18/2023";"https://www.scchildcare.org/InspectionReports/14293/21443-complaint-april-18-2023.pdf"
21101;"Complaint Follow Up";"3/22/2023";"https://www.scchildcare.org/InspectionReports/14076/21443-complaint-and-follow-up-march-22-2023.pdf"
21101;"Complaint Follow Up";"2/28/2023";"https://www.scchildcare.org/InspectionReports/14075/21443-complaint-and-follow-up-february-28-2023.pdf"
21101;"Annual Review";"1/23/2023";"https://www.scchildcare.org/InspectionReports/12957/21443-sv-january-23-2023.pdf"
21101;"Annual Review";"8/1/2022";"https://www.scchildcare.org/InspectionReports/9784/21443-sv-august-1-2022.pdf"
21101;"Complaint";"6/2/2022";"https://www.scchildcare.org/InspectionReports/9003/21443-complaint-june-2-2022.pdf"
21101;"Annual Review";"12/9/2021";"https://www.scchildcare.org/InspectionReports/7757/21101-renewal-december-9-2021.pdf"
21101;"Initial Application";"12/9/2021";"https://www.scchildcare.org/InspectionReports/12785/21101-renewal-december-9-2021.pdf"
21101;"Annual Review";"6/28/2021";"https://www.scchildcare.org/InspectionReports/7539/21443-sv-june-28-2021.pdf"
21568;"Complaint";"6/19/2023";"https://www.scchildcare.org/InspectionReports/14777/21573-complaint-june-19-2023.pdf"
21568;"Annual Review";"4/19/2023";"https://www.scchildcare.org/InspectionReports/13931/21573-sv-april-19-2023.pdf"
21568;"Annual Review";"2/7/2023";"https://www.scchildcare.org/InspectionReports/12092/21573-follow-up-february-7-2023.pdf"
21568;"Annual Review";"10/13/2022";"https://www.scchildcare.org/InspectionReports/11195/21573-sv-october-13-2022.pdf"
21568;"Annual Review";"5/26/2022";"https://www.scchildcare.org/InspectionReports/8966/21573-follow-up-may-26-2022.pdf"
21568;"Annual Review";"5/25/2021";"https://www.scchildcare.org/InspectionReports/5336/21573-sv-may-25-2021.pdf"
44248;"Complaint";"5/9/2023";"https://www.scchildcare.org/InspectionReports/13865/25072-complaint-may-9-2023.pdf"
44248;"Annual Review";"2/8/2023";"https://www.scchildcare.org/InspectionReports/12100/25072-follow-up-february-8-2023.pdf"
44248;"Annual Review";"10/14/2022";"https://www.scchildcare.org/InspectionReports/11216/25072-sv-october-14-2022.pdf"
44248;"Annual Review";"11/2/2021";"https://www.scchildcare.org/InspectionReports/6808/25072-sv-november-2-2021.pdf"
34879;"Review";"3/29/2023";"https://www.scchildcare.org/InspectionReports/13398/23591-sv-march-29-2023.pdf"
34879;"Complaint";"2/3/2023";"https://www.scchildcare.org/InspectionReports/12128/23591-complaint-february-3-2023.pdf"
34879;"Annual Review";"10/13/2022";"https://www.scchildcare.org/InspectionReports/11199/23591-sv-october-13-2022.pdf"
34879;"Annual Review";"10/18/2021";"https://www.scchildcare.org/InspectionReports/5940/23591-sv-october-18-2021.pdf"
45816;"Complaint";"2/22/2023";"https://www.scchildcare.org/InspectionReports/14596/p25313_cv_02-22-23.pdf"
45816;"Annual Review";"2/6/2023";"https://www.scchildcare.org/InspectionReports/12134/25313-sv-february-6-2023.pdf"
45816;"Review";"2/6/2023";"https://www.scchildcare.org/InspectionReports/13037/25313-sv-february-6-2023.pdf"
45816;"Annual Review";"5/5/2022";"https://www.scchildcare.org/InspectionReports/8740/25313-sv-may-5-2022.pdf"
45816;"Initial Application";"4/5/2021";"https://www.scchildcare.org/InspectionReports/11930/45199-full-evaluation-april-5-2021.pdf"
46307;"Annual Review";"7/17/2023";"https://www.scchildcare.org/InspectionReports/15062/25399-sv-july-17-2023.pdf"
46307;"Initial Application";"11/17/2022";"https://www.scchildcare.org/InspectionReports/12839/25399-renewal-november-17-2022.pdf"
46307;"Annual Review";"9/9/2022";"https://www.scchildcare.org/InspectionReports/10488/25399-sv-september-9-2022.pdf"
25912;"Annual Review";"6/5/2023";"https://www.scchildcare.org/InspectionReports/14757/22441_av_06-05-23.pdf"
25912;"Initial Application";"1/10/2023";"https://www.scchildcare.org/InspectionReports/11501/22441_rv_01-10-23.pdf"
25912;"Initial Application";"2/28/2022";"https://www.scchildcare.org/InspectionReports/7637/22441_ren_02282022.pdf"
25912;"Annual Review";"7/6/2021";"https://www.scchildcare.org/InspectionReports/6624/22441r_sv_07062021.pdf"
25912;"Initial Application";"2/18/2021";"https://www.scchildcare.org/InspectionReports/4954/22441r_vren_02182021.pdf"
20371;"Initial Application";"11/22/2021";"https://www.scchildcare.org/InspectionReports/12880/l21187_renewal_11222021.pdf"
20371;"Annual Review";"7/21/2021";"https://www.scchildcare.org/InspectionReports/10660/l21187_annual_07212021.pdf"
1235;"Renewal Application";"3/23/2023";"https://www.scchildcare.org/InspectionReports/13884/r5129_renewal_03232023.pdf"
1235;"Annual Review";"11/18/2021";"https://www.scchildcare.org/InspectionReports/7868/r5129_annual_11182021.pdf"
45062;"Initial Application";"6/16/2022";"https://www.scchildcare.org/InspectionReports/11061/l25106_renewal_06162022.pdf"
45062;"Complaint";"6/9/2022";"https://www.scchildcare.org/InspectionReports/10649/l25106_complaint_06092022.pdf"
45062;"Complaint";"3/24/2022";"https://www.scchildcare.org/InspectionReports/11049/l25106_complaint_03242022.pdf"
45062;"Annual Review";"3/7/2022";"https://www.scchildcare.org/InspectionReports/8762/l25106_follow-up_03072022.pdf"
45062;"Complaint";"6/30/2021";"https://www.scchildcare.org/InspectionReports/10220/l25106_complaint_06202021.pdf"
45062;"Annual Review";"4/27/2021";"https://www.scchildcare.org/InspectionReports/6301/l25106_follow-up_04272021.pdf"
41419;"Annual Review";"12/22/2022";"https://www.scchildcare.org/InspectionReports/14471/l24633_annual_12222022.pdf"
7399;"Complaint";"7/13/2023";"https://www.scchildcare.org/InspectionReports/15018/17316-complaint-july-13-2023.pdf"
7399;"Annual Review Follow Up";"4/24/2023";"https://www.scchildcare.org/InspectionReports/13714/17316-follow-up-april-24-2023.pdf"
7399;"Complaint";"3/13/2023";"https://www.scchildcare.org/InspectionReports/13713/17316-complaint-march-13-2023.pdf"
7399;"Annual Review";"2/13/2023";"https://www.scchildcare.org/InspectionReports/12066/17316-sv-and-follow-up-february-13-2023.pdf"
7399;"Review";"2/13/2023";"https://www.scchildcare.org/InspectionReports/13133/17316-sv-and-follow-up-february-13-2023.pdf"
7399;"Complaint";"2/7/2023";"https://www.scchildcare.org/InspectionReports/12065/17316-complaint-february-6-2023.pdf"
7399;"Complaint";"2/6/2023";"https://www.scchildcare.org/InspectionReports/13222/17316-complaint-february-6-2023.pdf"
7399;"Annual Review";"4/4/2022";"https://www.scchildcare.org/InspectionReports/8273/17316-follow-up-april-4-2022.pdf"
7399;"Annual Review";"2/10/2022";"https://www.scchildcare.org/InspectionReports/8274/17316-follow-up-february-10-2022.pdf"
7399;"Annual Review";"6/8/2021";"https://www.scchildcare.org/InspectionReports/5402/17316-sv-june-8-2021.pdf"
11121;"Annual Review";"4/17/2023";"https://www.scchildcare.org/InspectionReports/13495/17882-sv-april-17-2023.pdf"
11121;"Complaint";"12/13/2022";"https://www.scchildcare.org/InspectionReports/12828/17882-complaint-december-13-2022.pdf"
11121;"Initial Application";"10/26/2022";"https://www.scchildcare.org/InspectionReports/12794/17882-renewal-october-26-2022.pdf"
11121;"Complaint";"10/14/2022";"https://www.scchildcare.org/InspectionReports/11194/17882-complaint-october-14-2022.pdf"
11121;"Complaint";"7/29/2022";"https://www.scchildcare.org/InspectionReports/9701/17882-complaint-july-29-2022.pdf"
11121;"Annual Review";"5/11/2022";"https://www.scchildcare.org/InspectionReports/8728/17882-follow-up-may-11-202.pdf"
11121;"Annual Review";"3/25/2022";"https://www.scchildcare.org/InspectionReports/8278/17882-sv-march-25-2022.pdf"
11121;"Annual Review";"7/12/2021";"https://www.scchildcare.org/InspectionReports/5766/17882-follow-up-july-12-2021.pdf"
11121;"Annual Review";"6/1/2021";"https://www.scchildcare.org/InspectionReports/5408/17882-sv-june-1-2021.pdf"
11121;"Initial Application";"11/4/2020";"https://www.scchildcare.org/InspectionReports/4379/17882-renewal-november-4-2020.pdf"
6017;"Review";"3/28/2023";"https://www.scchildcare.org/InspectionReports/13213/9052-sv-march-28-2023.pdf"
6017;"Initial Application";"10/10/2022";"https://www.scchildcare.org/InspectionReports/12788/9052-renewal-october-10-2022.pdf"
6017;"Annual Review";"3/3/2022";"https://www.scchildcare.org/InspectionReports/7903/9052-sv-march-3-2022.pdf"
6017;"Initial Application";"11/4/2021";"https://www.scchildcare.org/InspectionReports/7530/9052-renewal-november-4-2021.pdf"
6017;"Annual Review";"6/16/2021";"https://www.scchildcare.org/InspectionReports/5390/9052-sv-june-16-2021.pdf"
6017;"Initial Application";"12/11/2020";"https://www.scchildcare.org/InspectionReports/4420/9052-renewal-december-11-2020.pdf"
46643;"Renewal Application";"4/18/2023";"https://www.scchildcare.org/InspectionReports/14238/p25513_ren_04-18-23.pdf"
46643;"Review";"1/24/2023";"https://www.scchildcare.org/InspectionReports/12980/p25513_av_01-24-23.pdf"
46643;"Annual Review";"9/23/2022";"https://www.scchildcare.org/InspectionReports/12663/p25513_av_09-23-22.pdf"
46643;"Complaint";"8/19/2022";"https://www.scchildcare.org/InspectionReports/10327/25513_com_08-19-22.pdf"
46956;"Complaint";"2/17/2023";"https://www.scchildcare.org/InspectionReports/12783/25693_cv_02-17-23.pdf"
38163;"Annual Review";"3/30/2023";"https://www.scchildcare.org/InspectionReports/14898/24206_av_03-30-23.pdf"
38163;"Annual Review";"3/30/2023";"https://www.scchildcare.org/InspectionReports/14997/24206_av_03-30-23.pdf"
38163;"Initial Application";"9/19/2022";"https://www.scchildcare.org/InspectionReports/10880/24206_ren_09192022.pdf"
38163;"Annual Review";"4/27/2022";"https://www.scchildcare.org/InspectionReports/8814/24206_sv_04272022.pdf"
38163;"Initial Application";"9/22/2021";"https://www.scchildcare.org/InspectionReports/7377/24206_ren_09222021.pdf"
38163;"Annual Review";"7/30/2021";"https://www.scchildcare.org/InspectionReports/6573/24206r_sv_07302021.pdf"
38163;"Initial Application";"10/22/2020";"https://www.scchildcare.org/InspectionReports/5002/24206r_vren_10222020.pdf"
4053;"Review";"3/8/2023";"https://www.scchildcare.org/InspectionReports/13264/p16542_av_03-08-23.pdf"
4053;"Annual Review";"4/25/2022";"https://www.scchildcare.org/InspectionReports/8883/16542_sv_4-25-22.pdf"
4053;"Initial Application";"12/7/2021";"https://www.scchildcare.org/InspectionReports/8534/16542_ren_12-7-21.pdf"
46926;"Annual Review";"1/17/2023";"https://www.scchildcare.org/InspectionReports/12030/25605-sv-january-17-2023.pdf"
1078;"Review";"3/9/2023";"https://www.scchildcare.org/InspectionReports/13380/3262-sv-march-9-2023.pdf"
1078;"Initial Application";"8/9/2022";"https://www.scchildcare.org/InspectionReports/10441/3262-renewal-august-9-2022.pdf"
1078;"Annual Review";"3/11/2022";"https://www.scchildcare.org/InspectionReports/8221/3262-sv-march-11-2022.pdf"
1078;"Initial Application";"8/16/2021";"https://www.scchildcare.org/InspectionReports/5740/3262-renewal-august16-2021.pdf"
1078;"Annual Review";"5/18/2021";"https://www.scchildcare.org/InspectionReports/5272/3262-sv-may-18-2021.pdf"
21487;"Renewal Application";"4/24/2023";"https://www.scchildcare.org/InspectionReports/14219/p21650_ren_04-24-23.pdf"
21487;"Annual Review";"10/13/2022";"https://www.scchildcare.org/InspectionReports/12617/p21650_av_10-13-22.pdf"
21487;"Initial Application";"6/6/2022";"https://www.scchildcare.org/InspectionReports/9234/21650_ren_06-06-22.pdf"
