"Provider ID";"Type";"Regulation/Restriction";"Create Date";"Due Date";"Corrected Date";"Status"
366704;"Violation";"3.3.6.1: The FCCP shall maintain a record of the date of each evacuation drill as required in the rules in section 3.6.2 of these regulations that includes the number of children, staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"03/08/2022";"03/23/2022";"03/14/2022";"Final"
366704;"Violation";"7.1.2.1: The FCCP shall have successfully completed pediatric first aid and CPR prior to being licensed and must remain currently certified.";"03/08/2022";"03/23/2022";"03/14/2022";"Final"
366704;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"03/08/2022";"03/23/2022";"03/14/2022";"Final"
3180;"Violation";"3.3.7.3: Within six (6) months of initial date of employment, the FCCP and all staff shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"08/23/2021";"09/07/2021";"09/01/2021";"Final"
3532;"Violation";"5.10.1.10.4: Devices that diffuse or omit airborne chemicals such as anti-pest strips, ozone generators, plug-in air fresheners, nail polish, nail polish remover, and aerosol sprays shall not be used in the FCCH while children are present.";"03/04/2020";"03/20/2020";"04/22/2020";"Final"
3532;"Violation";"3.3.7.3: Within six (6) months of initial date of employment, the FCCP and all staff shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"03/04/2020";"03/20/2020";"03/09/2020";"Final"
165697;"Violation";"5.10.1.2.4: The FCCP shall ensure that each floor of the home, and in the corridor to access the home in an apartment building, has an operating smoke detector as well as a smoke detectors in the immediate vicinity where children sleep. The FCCP shall ensure carbon monoxide monitors are located outside of rooms were children sleep.";"06/07/2023";"06/28/2023";;"Final"
165697;"Violation";"5.10.4.3.2: The FCCP shall ensure that safe and sturdy gates are used on stairways, accessible to children, at all times when children younger than thirty-six (36) months of age are present.";"09/06/2022";"09/22/2022";"09/20/2022";"Final"
165697;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"09/06/2022";"09/22/2022";"09/20/2022";"Final"
165697;"Violation";"5.10.1.10.3: All poisonous or toxic materials shall be inaccessible to children.";"09/06/2022";"09/06/2022";"09/20/2022";"Final"
165697;"Violation";"3.3.3: The FCCP shall establish a system for taking attendance, including documentation of the time when each child arrives and departs each day he/she attends the FCCH. The FCCP shall save all daily attendance records identifying the hours of children s attendance for at least twelve (12) months from the date that care is provided.";"09/06/2022";"09/22/2022";"09/06/2022";"Final"
165697;"Violation";"5.10.1.2.6: The extinguisher shall be visibly mounted to the wall near an exit door.";"08/11/2021";"08/20/2021";"08/20/2021";"Final"
165697;"Violation";"5.10.1.2.4: The FCCP shall ensure that each floor of the home, and in the corridor to access the home in an apartment building, has an operating smoke detector as well as a smoke detectors in the immediate vicinity where children sleep. The FCCP shall ensure carbon monoxide monitors are located outside of rooms were children sleep.";"08/11/2021";"08/12/2021";"08/12/2021";"Final"
165697;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment the FCCP shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"08/11/2021";"08/24/2021";"01/19/2022";"Final"
165697;"Violation";"3.3.7.3: Within six (6) months of initial date of employment, the FCCP and all staff shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"08/11/2021";"08/24/2021";"09/08/2021";"Final"
165697;"Violation";"6.2.1: Maximum Capacity and Staffing in a registered FCCH The registered FCCP shall ensure that the registered FCCH shall not exceed the limits described in this section, including the charts below.";"08/11/2021";"08/11/2021";"08/11/2021";"Final"
223197;"Violation";"5.2.6.4: Cleaning of the following items shall be done on the following schedule: After each use: * Countertops; * Food preparation appliances; * Plastic mouthed toys; * Changing tables; and * Cribs, cots, mats, and bedding, if used by different children. When it touches another surface: * Pacifiers Every Day: * Uncarpeted floors Every week: * Cribs, cots, mats, and bedding if used by the same child every day. Every month: * Machine washable toys; * Dress-up clothes including hats; * Play activity centers; and * Refrigerator.";"09/23/2022";"10/28/2022";"10/10/2022";"Final"
223197;"Violation";"7.1.2.2: Staff who are counted in the staff/child ratios and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations shall obtain training in pediatric first aid and in infant and child CPR within three (3) months of beginning work in the CBCCPP and remain currently certified.";"09/23/2022";"10/28/2022";"10/17/2022";"Final"
223197;"Violation";"7.1.3: The licensee, in consultation with the program director, shall establish written program policies and procedures and provide these to staff and to auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations during an orientation training session approved by the Division prior to being left alone with children. Trainees under eighteen (18) years of age and other staff not left alone with children shall complete the orientation training within at least one (1) month of their first date of working with children. Complete written information and the orientation training session shall include: Basic knowledge of child growth and development; Routine and emergency health protection of children including health related exclusions; Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; Positive behavior management; Supervision of children; Child accident and injury procedures including building and physical premises safety; Safe sleep practices; Administration of medication requirements; Emergency and evacuation requirements; Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; Recordkeeping; Transportation and child passenger safety; Release of children; Respectful engagement of families; Preventing, recognizing, and reporting child abuse and neglect; including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; Recognition of and response to the symptoms of common childhood illnesses; Preventing the spread of infectious disease; Providing developmentally appropriate activities and experiences for children; Inclusion of children with special needs; Guidelines for volunteers, partner staff, auxiliary staff, and business managers; Responsibility to comply with current applicable licensing regulations; Staffing requirements to include opening and closing; and Ensuring children have extra clothes and diapers available.";"09/23/2022";"10/28/2022";"10/17/2022";"Final"
223197;"Violation";"3.3.5: The licensee, staff, and auxiliary staff shall be trained in prevention, identification and mandatory reporting of child abuse and neglect.";"09/23/2022";"10/28/2022";"10/17/2022";"Final"
223197;"Violation";"5.10.3.3: Safe Use Zones For all play equipment that is thirty (30) inches or higher from the ground, including climbing equipment, slides, swings and other similar equipment, the licensee shall ensure that the surface under and around the equipment, including recommended use zones, is of approved resilient material that protects children if they fall. * Materials in the use zone shall consist of wood chips, pea stone, mulch, engineered wood fibers, sand, safety-tested shredded or rubber like material or rubber mats designed for protective cushioning; * Materials used in the use zone shall follow the recommendations listed in the most recent publication of U.S. Consumer Product Safety Commission's Public Playground Safety Handbook regarding critical depth of tested materials determined by the height of the highest climbing surface of the equipment; * Materials used in the use zone shall be installed and maintained according to the manufacturer's instructions; * If the loose material such as sand, mulch, or shredded rubber is used in use zones, the licensee shall ensure that the material is raked regularly and replenished to maintain depth and resilience; and * If the resilient material in use zones freezes, staff shall ensure that children will not play on the equipment until the resilient material has thawed and is once again resilient.";"09/23/2022";"10/28/2022";"10/17/2022";"Final"
223197;"Violation";"7.1.2.2: Staff who are counted in the staff/child ratios and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations shall obtain training in pediatric first aid and in infant and child CPR within three (3) months of beginning work in the CBCCPP and remain currently certified.";"10/06/2021";"10/15/2021";"10/15/2021";"Final"
223197;"Violation";"7.1.3: The licensee, in consultation with the program director, shall establish written program policies and procedures and provide these to staff and to auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations during an orientation training session approved by the Division prior to being left alone with children. Trainees under eighteen (18) years of age and other staff not left alone with children shall complete the orientation training within at least one (1) month of their first date of working with children. Complete written information and the orientation training session shall include: Basic knowledge of child growth and development; Routine and emergency health protection of children including health related exclusions; Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; Positive behavior management; Supervision of children; Child accident and injury procedures including building and physical premises safety; Safe sleep practices; Administration of medication requirements; Emergency and evacuation requirements; Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; Recordkeeping; Transportation and child passenger safety; Release of children; Respectful engagement of families; Preventing, recognizing, and reporting child abuse and neglect; including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; Recognition of and response to the symptoms of common childhood illnesses; Preventing the spread of infectious disease; Providing developmentally appropriate activities and experiences for children; Inclusion of children with special needs; Guidelines for volunteers, partner staff, auxiliary staff, and business managers; Responsibility to comply with current applicable licensing regulations; Staffing requirements to include opening and closing; and Ensuring children have extra clothes and diapers available.";"10/06/2021";"10/15/2021";"10/15/2021";"Final"
223197;"Violation";"5.10.2.3.3: All food shall be stored in containers that are dated. Food items used by or intended for specific children shall be plainly labeled.";"10/06/2021";"10/11/2021";"10/11/2021";"Final"
223197;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years. When the CBCCPP counts lock-down drills as allowed in the rules in section 3.7.2 of these regulations, the licensee shall maintain a record of the date of each lock-down drill, the number of CBCCPP children and staff who participated, and note that the drill performed was a lock-down drill.";"10/06/2021";"10/20/2021";"10/20/2021";"Final"
223197;"Violation";"6.2.8.4.3: When a child is expelled from the program, a full copy of the child's file must be provided to the child's parent(s) on or before the child's last day in the program. The CBCCPP shall retain documentation that the file was provided to the parent.";"08/26/2020";"09/06/2020";"09/17/2020";"Final"
223197;"Violation";"6.2.8.4.1: The program director shall consult with the child's parent(s) and professionals, as appropriate, to develop and implement a plan to address concerns, with the goal of continuing the child's enrollment.";"08/26/2020";"09/15/2020";"09/17/2020";"Final"
223197;"Violation";"6.2.7.7: The program director shall consult with parents and professionals to design an effective behavior management plan and adapt behavior management practices for a child who exhibits a pattern of challenging behaviors.";"08/26/2020";"09/06/2020";"09/17/2020";"Final"
223197;"Violation";"6.2.8.4.2: In the event that the concerns cannot be resolved, written notice to the child's parent(s) is required with at least five (5) days' notice prior to expulsion.";"08/26/2020";"09/06/2020";"09/17/2020";"Final"
223197;"Violation";"6.2.1.6: Classroom aides shall not be counted in staff/child ratios when they are performing the job responsibilities of a classroom aide. A classroom aide may be left alone with the child or children to whom he/she is assigned.";"03/30/2017";"03/30/2017";"03/30/2017";"Final"
225050;"Violation";"5.22: The Licensee shall maintain hard copy or accessible electronic records for each Staff person, including: * start date * job title * record of education, training, and experience that demonstrates how the Staff member meets the required qualifications for the position * signed and dated statement(s) indicating that the employee has read and understands the Licensing Regulations for Afterschool Child Care Programs * current and dated Individual Professional Development Plan (IPDP) * a copy of the current First Aid and CPR training cards from either the American Red Cross or American Heart Association or other recognized organization(s), as required * a signed and dated statement verifying understanding of the legal requirement to report suspected child abuse or neglect.";"01/11/2022";"02/07/2022";"02/08/2022";"Final"
258914;"Violation";"5.10.1.2.1: The licensee shall ensure that the CBCCPP is in compliance with Vermont Division of Fire Safety rules at all times. This includes but is not limited to: * Complying with Vermont Division of Fire Safety inspection reports; * Having regular fire systems inspected with violations identified during the inspection noted as corrected; and * Having fire extinguishers tagged with valid inspection tags.";"01/18/2023";"02/06/2023";;"Final"
258914;"Violation";"5.10.4.5.2: All interior and exterior walls, roofs, chimneys, floors, doors, ceilings, windows, skylights, stairways, ramps, and porches shall be maintained in good repair.";"02/28/2022";"03/15/2022";"06/04/2022";"Final"
258914;"Violation";"7.3.2.6: Substitute A substitute is at least eighteen (18) years of age, is able to comprehend basic written format, and is a high school graduate or has completed a GED.";"02/28/2022";"03/15/2022";"02/28/2022";"Final"
258914;"Violation";"5.2.3.12: The licensee shall post the diaper changing procedure at each diaper changing area.";"02/28/2022";"03/07/2022";"02/28/2022";"Final"
258914;"Violation";"5.10.4.5.5: Hard surfaces accessible to children shall be smooth, non-porous, and easy to clean. See the rules in section 5.2.6 of these regulations for a schedule for cleaning, disinfecting, and sanitizing of specific surfaces and items.";"02/28/2022";"03/15/2022";"06/04/2022";"Final"
258914;"Violation";"7.2.2: The licensee shall ensure that all new staff and auxiliary staff, prior to working with children in the CBCCPP; and any new individual designated as the representative of the licensee shall submit a Records Check Authorization form to the Division and shall submit to fingerprinting at a location designated by the Division after having received the Fingerprinting Authorization Certificate by the Division.";"11/18/2019";"12/02/2019";"12/21/2019";"Final"
258914;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment, the licensee shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"11/18/2019";"12/02/2019";"05/07/2020";"Final"
258914;"Violation";"5.10.1.2.1: The licensee shall ensure that the CBCCPP is in compliance with Vermont Division of Fire Safety rules at all times. This includes but is not limited to: * Complying with Vermont Division of Fire Safety inspection reports; * Having regular fire systems inspected with violations identified during the inspection noted as corrected; and * Having fire extinguishers tagged with valid inspection tags.";"08/02/2018";"09/10/2018";"08/03/2018";"Final"
258914;"Violation";"5.10.3.1.4: If fencing is used, it shall be sturdy, safe and reinforced to give support, constructed to discourage climbing, and shall not prevent visual supervision of children by staff.";"08/02/2018";"09/15/2018";"08/28/2018";"Final"
178126;"Violation";"5.10.3.2.1: All outdoor play equipment shall be sturdy, safe, clean and free from rough edges, sharp corners, pinch and crush points, splinters, and exposed bolts. To prevent entrapment, no openings in equipment shall be between 3.5 and nine (9) inches. Chains on swings shall have protective coverings and swing seats shall be made of soft materials with no sharp edges.";"09/21/2022";"09/26/2022";"09/21/2022";"Final"
178126;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"06/10/2021";"07/14/2021";;"Final"
3680;"Violation";"5.3.2: Daily Health Check Upon arrival into the CBCCPP staff shall observe each child for symptoms of communicable disease and signs of injuries. Any obvious injuries shall be documented along with any comments from the parent pertaining to the child's condition. This documentation shall be maintained in the child's file for a minimum of 365 days.";"11/20/2019";"12/04/2019";"07/29/2020";"Final"
3680;"Violation";"3.7.2.2: The licensee shall ensure that evacuation drills are conducted at least once a month, and children and staff are evacuated in under three (3) minutes.";"09/25/2017";"10/13/2017";"11/28/2017";"Final"
447321;"Violation";"6.2.1.2: The number of children served by the CBCCPP at any one (1) time shall not exceed the maximum capacity allowed written on the license certificate.";"02/14/2023";"03/17/2023";;"Final"
447321;"Violation";"6.2.6.1: Staff shall be able to hear all children of pre-kindergarten age and younger at all times, shall be able to see the children with a quick glance, and shall be able to physically respond immediately.";"10/24/2022";"11/23/2022";;"Final"
447321;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment, the licensee shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"07/01/2022";"07/21/2022";;"Final"
452953;"Violation";"4.14: The Licensee shall ensure that they and all Staff receive training and demonstrate understanding of their legal responsibilities regarding preventing and reporting suspected child abuse and neglect.";"11/08/2022";"12/15/2022";"11/26/2022";"Final"
452953;"Violation";"8.12: At least one adult shall sit with children during snacks and meals.";"11/08/2022";"12/15/2022";"12/12/2022";"Final"
452953;"Violation";"5.31: Orientation training shall be conducted for every employee before they are left alone with children. This training shall be documented and shall cover material included in the Staff handbook and licensing regulations. Complete written information and the orientation training session shall include: * Basic knowledge of child growth and development; * Routine and emergency health protection of children including health related exclusions; * Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; * Positive behavior management and child guidance; * Curriculum development policies and responsibilities; * Supervision of children; * Policies and procedures for reporting a missing child; * Child accident and injury procedures including building and physical premises safety; * Safe sleep practices; * Requirements for administration and storage of medication; * Emergency Response Plan and emergency procedures, including: staffing emergencies, school closings, evacuation plans such as site evacuations in case of national or environmental emergency, lock-down procedures, responding to a sick or injured child and medical emergencies; * Use of fire extinguishers; * Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; * Recordkeeping, including daily attendance procedures; * Transportation and child passenger safety; * Off-site activities (field trips) * Release of children; * Respectful engagement of families, including daily communication with parents about their child's activities; * Preventing, recognizing, and reporting child abuse and neglect; including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; * Recognition of and response to the symptoms of common childhood illnesses; * Preventing the spread of infectious disease; * Providing developmentally appropriate activities and experiences for children; * Inclusion of children with special needs; * Guidelines for volunteers; * Responsibility to comply with current applicable licensing regulations; * Staffing plans and definitions of related duties to include opening and closing procedures; * Afterschool Child Care Program licensing regulations; * Employee complaint and grievance procedures; and * Assuring children have extra clothes and diapers available.";"11/08/2022";"12/15/2022";;"Final"
3766;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment, the licensee shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"05/15/2023";"05/29/2023";"05/15/2023";"Final"
59000;"Violation";"7.2.2: The FCCP shall submit a Records Check Authorization form to the Division for any new individuals, sixteen (16) years of age or older, residing in the FCCH or present more than five (5) times in 365 days during the FCCH's hours of operation as required in the rule 2.3.7.2 of these regulations.";"08/17/2022";"08/26/2022";"08/17/2022";"Final"
3486;"Violation";"5.10.3.3: Safe Use Zones For all play equipment that is thirty (30) inches or higher from the ground, including climbing equipment, slides, swings and other similar equipment, the licensee shall ensure that the surface under and around the equipment, including recommended use zones, is of approved resilient material that protects children if they fall. * Materials in the use zone shall consist of wood chips, pea stone, mulch, engineered wood fibers, sand, safety-tested shredded or rubber like material or rubber mats designed for protective cushioning; * Materials used in the use zone shall follow the recommendations listed in the most recent publication of U.S. Consumer Product Safety Commission's Public Playground Safety Handbook regarding critical depth of tested materials determined by the height of the highest climbing surface of the equipment; * Materials used in the use zone shall be installed and maintained according to the manufacturer's instructions; * If the loose material such as sand, mulch, or shredded rubber is used in use zones, the licensee shall ensure that the material is raked regularly and replenished to maintain depth and resilience; and * If the resilient material in use zones freezes, staff shall ensure that children will not play on the equipment until the resilient material has thawed and is once again resilient.";"05/21/2021";"06/10/2021";"05/27/2021";"Final"
3486;"Violation";"3.7.2.1: The licensee shall have a written evacuation diagram with evacuation routes posted in each classroom that is used by the children.";"01/02/2020";"01/20/2020";"01/20/2020";"Final"
3486;"Violation";"3.7.2.2: The licensee shall ensure that evacuation drills are conducted at least once a month, and children and staff are evacuated in under three (3) minutes.";"04/10/2018";"04/16/2018";"04/13/2018";"Final"
16787;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"07/27/2021";"08/13/2021";"08/03/2021";"Final"
445422;"Violation";"5.14: The licensee shall ensure that no person shall be left alone with children without approval from the Division which shall be based on the results of the background check to include fingerprinting.";"01/30/2023";"01/30/2023";"02/28/2023";"Final"
3337;"Violation";"3.7.2.3: At least one (1) drill every 365 days shall be conducted while children are sleeping or resting.";"05/24/2023";"06/30/2023";"06/06/2023";"Final"
3337;"Violation";"3.4.7.5: The licensee shall maintain a current list of the licensee or designee, staff, auxiliary staff, and volunteers as in the rules in section 7.7.5 of these regulations, as applicable in BFIS. Any changes shall be reported through BFIS within five (5) working days of the change.";"08/11/2021";"08/25/2021";;"Final"
3337;"Violation";"6.2.4.1: The licensee shall ensure that the CBCCPP has at least one (1) staff member who meets the qualification for the position of program director and that the program director is present at the CBCCPP at least 60% of the hours of operation.";"08/11/2021";"08/20/2021";"08/19/2021";"Final"
143238;"Violation";"3.7.3: Emergency Preparedness Training: Within 365 days of opening a CBCCPP, the licensee shall attend emergency preparedness training which shall include content specifically related to sheltering in place in the event of an emergency in which the licensee and children present need to remain in the CBCCPP for an extended period.";"01/29/2020";"03/01/2020";;"Final"
143238;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment, staff working with children and the program director shall maintain an up- to-date BFIS Quality and Credential Account. Documentation, verification of qualifications and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"01/29/2020";"03/01/2020";;"Final"
143238;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"01/29/2020";"03/01/2020";;"Final"
143238;"Violation";"3.7.1.1: The licensee shall develop and maintain a written Emergency Response Plan to respond to a full range of emergencies both natural and man-made. A complete plan shall include how the licensee will address and manage the following situations and responsibilities: * Evacuations or other emergencies such as leaving the premise and lockdown situations; * Specific concerns related to the location of the program, such as proximity to a nuclear reactor, an area prone to flooding or power loss; * Notifying the local authorities of the emergency; * A system for notifying the parents of the emergency; * Notifying the local emergency planning committee regarding the location of the CBCCPP and using the committee as a resource in emergency planning for the program; * A system of identifying the children and staff present at the time of the emergency and maintaining knowledge of their whereabouts; * A system for handling infants, toddlers and children with special needs; * An established evacuation meeting location within walking distance of the CBCCPP; * A system to account for all children and staff at the evacuation meeting place; * A process for relocation if necessary including safe transportation; * A system for shelter in place if the staff and children present need to remain in the CBCCPP for an extended period; and * Staff chain of command and individual staff roles and responsibilities, (if applicable) during emergencies.";"01/29/2020";"04/01/2020";;"Final"
143238;"Violation";"3.4.4.1: The program director shall maintain a complete and up-to-date enrollment file on-site for each child enrolled in the CBCCPP. A complete file shall contain, at minimum, the following information: * A completed child's admission form signed and dated by the parent that includes the first date the child attended the CBCCPP and the days and hours the child is regularly scheduled to attend the CBCCPP; * The child's name, current home address and current home telephone number; * The child's date of birth; * Name, address and all applicable current telephone numbers for parents; * Name, address and all applicable current telephone numbers for at least two (2) other people designated by the parents as emergency contacts; * Names for all persons authorized to pick the child up from the CBCCPP; * Record of an annual physical and health history as required in the rule 5.1.2 of these regulations that includes the name and telephone number of the child's primary health care and dental care providers (if the child has a dental care provider); * A description of any special medical, developmental, emotional or educational needs of the child including allergies, existing illnesses or injuries, previous serious illnesses or injuries and any prescribed medication including those for emergency situations; * Written authorization from the parent for the CBCCPP to be able to obtain emergency medical care and transportation; * Child's immunization record or Vermont Department of Health approved exemption document as required in the rules in section 5.1.3 of these regulations; * Written permission from parents for the CBCCPP to transport the child, if transportation is provided, as required in the rule 5.10.6.6.1 of the regulations; * Written permission from parents for the child to participate in swimming activities, if swimming activities are a part of the program, as required in the rule 5.10.5.1 of these regulations; * If applicable, a copy of court orders on custody and visitation arrangements as required in the rule 3.6.4 of these regulations; and * If applicable, any obvious injuries discovered and documented on daily health check as required in the rule 5.3.2 of these regulations.";"01/29/2020";"03/01/2020";"01/31/2020";"Final"
143238;"Violation";"3.7.2.1: The licensee shall have a written evacuation diagram with evacuation routes posted in each classroom that is used by the children.";"10/19/2018";"10/25/2018";"10/22/2018";"Final"
223311;"Violation";"7.2.2: The licensee shall ensure that all new staff and auxiliary staff, prior to working with children in the CBCCPP; and any new individual designated as the representative of the licensee shall submit a Records Check Authorization form to the Division and shall submit to fingerprinting at a location designated by the Division after having received the Fingerprinting Authorization Certificate by the Division.";"09/07/2022";"09/30/2022";"11/09/2022";"Final"
223311;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"05/27/2021";"06/21/2021";"06/07/2021";"Final"
223311;"Violation";"3.4.7.5: The licensee shall maintain a current list of the licensee or designee, staff, auxiliary staff, and volunteers as in the rules in section 7.7.5 of these regulations, as applicable in BFIS. Any changes shall be reported through BFIS within five (5) working days of the change.";"05/27/2021";"06/21/2021";"06/21/2021";"Final"
3421;"Violation";"5.10.1.2.6: The extinguisher shall be visibly mounted to the wall near an exit door.";"02/16/2022";"02/16/2022";"02/17/2022";"Final"
2321;"Violation";"7.2.1: The licensee shall ensure that any new individuals regularly present at the CBCCPP submit a Records Check Authorization form to the Division prior to working with children in the CBCCPP.";"11/10/2022";"12/05/2022";"12/15/2022";"Final"
2321;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"12/03/2021";"01/06/2021";"12/20/2021";"Final"
2321;"Violation";"7.3.1.3: The program director of a CBCCPP licensed to serve thirteen (13) - fifty-nine (59) children shall be qualified as a teacher associate, and shall have completed either: * A Vermont Early Childhood and Afterschool Program Director Step One (1) Certificate; or * Successful completion of a three (3) college credit course in program management for early care and education or for school age care and education, or in staff supervision related to early care and education of children; and a three (3) college credit course in curriculum.";"12/03/2021";"01/06/2022";"12/29/2021";"Final"
2321;"Violation";"5.11.1.3: The program director shall ensure that menus are planned in advance, dated, and posted so that they are clearly visible to parents. Any changes to the posted menu shall be noted. Menus of meals and snacks for the preceding six (6) weeks shall be kept on file.";"10/30/2019";"11/12/2019";"11/11/2019";"Final"
8683;"Violation";"7.1.2.2: The FCCP shall ensure that at least one (1) responsible adult who has successfully completed and is currently certified in pediatric first aid and infant and child CPR is on the premises at all times children are present.";"10/28/2020";"11/20/2020";"11/21/2020";"Final"
8683;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"10/28/2020";"11/02/2020";"10/30/2020";"Final"
329599;"Violation";"6.2.1.3: The program director shall ensure that the number of staff present meets requirements described in the chart below for ages of children, maximum group size, and staff/child ratios at any time of day.";"10/12/2022";"10/28/2022";"10/25/2022";"Final"
329599;"Violation";"5.2.3.12: The licensee shall post the diaper changing procedure at each diaper changing area.";"10/12/2022";"10/28/2022";"10/14/2022";"Final"
329599;"Violation";"5.2.3.11: Each diaper changing procedure shall include: * Preparation: assemble supplies, staff member washes hands, prepares changing surface with either a disposable covering or ensure that the surface was recently cleaned and disinfected and bring the child to the diaper changing area. * Dirty Phase: remove soiled diaper, dispose of diaper, and cleanse diaper area of the child. * Clean Phase: put on clean diaper, dress child, and wash the child's hands. * Clean up: clean and disinfect the diaper changing surface, and staff member washes their own hands. * Record diaper change.";"10/12/2022";"10/28/2022";"10/25/2022";"Final"
329599;"Violation";"3.4.6.5: Staffing Schedule: A licensee shall maintain a written record of the daily schedule for at least 365 days of all staff including exact days and hours worked and the group of children to whom they are assigned.";"10/12/2022";"10/28/2022";"10/14/2022";"Final"
329599;"Violation";"5.2.6.2: All sanitizing and disinfecting solutions shall be EPA registered and used according to the manufacturers' instructions.";"10/12/2022";"10/28/2022";"10/14/2022";"Final"
329599;"Violation";"5.10.4.5.1: The program director shall ensure that the CBCCPP, its furnishings, and toys are kept in a clean and orderly condition.";"10/06/2021";"10/21/2021";"10/07/2021";"Final"
