"ID";"Inspection Date";"Primary Type";"Complaint";"Rule Description";"Finding Category";"Non Compliance Level";"Correction Date";"Correction Verification";"Finding Description"
272;"2020-07-01";"Announced, Annual Inspection";;;;;;;
272;"2019-09-20";"Unannounced, Annual Inspection";;;;;;;
272;"2019-05-30";"Announced, Annual Inspection";;;;;;;
272;"2018-10-31";"Unannounced, Annual Inspection";;;;;;;
272;"2018-05-21";"Announced, Annual Inspection";;;;;;;
57495;"2020-07-09";"Unannounced, Annual Inspection";;;;;;;
57495;"2020-06-12";"Announced, Annual Inspection";;;;;;;
57495;"2019-07-12";"Unannounced, Annual Inspection, Follow-Up Inspection";;;;;;;
57495;"2019-06-17";"Announced, Annual Inspection";;;;;;;
57495;"2018-07-05";"Unannounced, Annual Inspection";;;;;;;
78640;"2021-02-08";"Unannounced, Annual Inspection";;;;;;;
78640;"2020-06-18";"Pre-Inspection";;;;;;;
60314;"2020-07-20";"Non On-Site Inspection";;;;;;;
60314;"2020-07-13";"Pre-Inspection";;;;;;;
60314;"2020-01-28";"Follow-Up Inspection";;;;;;;
60314;"2020-01-09";"Unannounced, Annual Inspection";;"50-13(4); choking hazards";"Repeat Citation";"Moderate";"2020-01-09";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having choking hazards accessible to children younger than 3 years of age.  In the living room, there were screws and small items accessible in the bottom desk drawer. This was a repeat violation."
60314;"2019-07-18";"Follow-Up Inspection";;;;;;;
60314;"2019-06-19";"Announced, Annual Inspection";;"50-13(4); choking hazards";"Citation";"Moderate";"2019-06-19";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having choking hazards accessible to children younger than 3 years of age.  On the floor of the playroom, the older children were playing with small toys. This was a repeat rule violation."
60314;"2018-12-19";"Non On-Site Inspection";;;;;;;
60314;"2018-12-06";"Follow-Up Inspection";;;;;;;
60314;"2018-12-06";"Focus, Non On-Site";;"50-6(15); immunization report";"Citation";"High";"2018-12-19";"Correction Verified";"The provider did not comply with the Administration requirements. According to the Immunization Program in the Utah Department of Health, the provider did not submit the required annual immunization report by 11/30/2018."
60314;"2018-10-25";"Unannounced, Annual Inspection";;;;;;;
60314;"2018-08-16";"Pre-Inspection";;;;;;;
75961;"2021-01-28";"Announced, Annual Inspection";;;;;;;
75961;"2020-08-10";"Unannounced, Annual Inspection";;;;;;;
75961;"2020-02-20";"DWS Pre-Approval, Follow-Up";;;;;;;
75961;"2020-02-13";"DWS Pre-Approval";;;;;;;
368;"2021-03-03";"Unannounced, Annual Inspection";;;;;;;
368;"2020-07-09";"Announced, Annual Inspection";;;;;;;
368;"2019-12-11";"Unannounced, Annual Inspection";;;;;;;
368;"2019-07-08";"Announced, Annual Inspection";;;;;;;
368;"2019-01-30";"Unannounced, Annual Inspection";;;;;;;
368;"2018-06-25";"Announced, Annual Inspection";;;;;;;
50696;"2020-07-21";"Announced, Annual Inspection";;;;;;;
50696;"2019-11-12";"Follow-Up Inspection";;;;;;;
50696;"2019-11-04";"Unannounced, Annual Inspection";;;;;;;
50696;"2019-07-09";"Announced, Annual Inspection";;;;;;;
50696;"2019-01-04";"Unannounced, Annual Inspection";;;;;;;
50696;"2018-07-12";"Announced, Annual Inspection";;;;;;;
16089;"2020-10-06";"Announced, Annual Inspection";;;;;;;
16089;"2020-06-04";"Unannounced, Annual Inspection";;;;;;;
16089;"2019-10-08";"Announced, Annual Inspection";;;;;;;
16089;"2019-01-29";"Unannounced, Annual Inspection";;;;;;;
16089;"2018-09-11";"Announced, Annual Inspection";;;;;;;
28693;"2021-02-10";"Announced, Annual Inspection";;;;;;;
28693;"2020-10-21";"Unannounced, Annual Inspection";;;;;;;
28693;"2020-03-17";"Announced, Annual Inspection";;;;;;;
28693;"2020-02-10";"Unannounced, Annual Inspection";;;;;;;
28693;"2019-10-23";"DWS Pre-Approval";;;;;;;
28693;"2019-10-23";"DWS Pre-Approval";;;;;;;
49794;"2020-10-21";"Non On-Site Inspection";;;;;;;
49794;"2020-08-25";"Announced, Annual Inspection";;;;;;;
49794;"2020-08-10";"Non On-Site Inspection";;;;;;;
49794;"2020-06-09";"Unannounced, Annual Inspection";;;;;;;
49794;"2019-09-13";"Announced, Annual Inspection";;;;;;;
49794;"2019-02-25";"Unannounced, Annual Inspection";;;;;;;
49794;"2018-08-07";"Announced, Annual Inspection";;;;;;;
49794;"2018-05-09";"Follow-Up Inspection";;;;;;;
64596;"2020-06-29";"Announced, Annual Inspection";;;;;;;
64596;"2019-12-18";"Non On-Site Inspection";;;;;;;
64596;"2019-12-03";"Unannounced, Annual Inspection";;"30 - 2) b); background check - new household member";"Citation";"High";"2019-12-18";"Correction Verified";"The provider did not comply with the Background Checks regulation by having a Covered Individual who had not passed the background check. In the home where care is provided, there was a household member who had not passed the background check."
64596;"2019-05-28";"Non On-Site Inspection";;;;;;;
64596;"2019-05-15";"Announced, Annual Inspection";;"30 - 5) h) vii); toxic substances";"Citation";"Moderate";"2019-05-15";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention regulation by having a toxic substance accessible.  In a lower cabinet in the bathroom, there was bleach."
64596;"2018-11-02";"Unannounced, Annual Inspection";;;;;;;
64596;"2018-07-10";"DWS Pre-Approval, Follow-Up";;;;;;;
64596;"2018-06-28";"DWS Pre-Approval";;;;;;;
3763;"2020-09-24";"Announced, Annual Inspection";;;;;;;
3763;"2019-12-31";"Unannounced, Annual Inspection";;;;;;;
3763;"2019-10-07";"Follow-Up Inspection";;;;;;;
3763;"2019-09-25";"Announced, Annual Inspection";;;;;;;
3763;"2019-02-22";"Follow-Up Inspection";;;;;;;
3763;"2019-02-12";"Non On-Site Inspection";;;;;;;
3763;"2019-01-30";"Unannounced, Annual Inspection";;"100-11(1); Provide and maintain active supervision";"Citation";"High";"2019-01-30";"Correction Verified";"The provider did not comply with the Child Supervision and Security rule by having children who were not actively supervised.  In the 2 year old classroom, the caregiver did not know the correct number of children in their care."
3763;"2018-10-03";"Follow-Up Inspection";;;;;;;
3763;"2018-09-14";"Announced, Annual Inspection";;;;;;;
3763;"2018-04-17";"Follow-Up Inspection";;;;;;;
3763;"2018-04-05";"Unannounced, Annual Inspection";;;;;;;
14128;"2020-10-29";"Unannounced, Annual Inspection";;;;;;;
14128;"2020-06-22";"Announced, Annual Inspection";;;;;;;
14128;"2020-01-07";"Unannounced, Annual Inspection";;;;;;;
14128;"2019-06-10";"Announced, Annual Inspection";;;;;;;
14128;"2019-05-08";"Follow-Up Inspection";;;;;;;
14128;"2019-05-08";"Follow-Up Inspection";;;;;;;
14128;"2019-04-01";"Unannounced, Annual Inspection";;;;;;;
14128;"2018-07-25";"Announced, Annual Inspection";;;;;;;
71701;"2020-11-12";"Announced, Annual Inspection";;;;;;;
71701;"2020-06-15";"Unannounced, Annual Inspection";;;;;;;
71701;"2019-12-11";"Pre-Inspection";;;;;;;
26369;"2020-12-30";"Follow-Up Inspection";;;;;;;
26369;"2020-12-21";"Announced, Annual Inspection";;;;;;;
26369;"2020-07-29";"Unannounced, Annual Inspection";;;;;;;
26369;"2019-11-27";"Announced, Annual Inspection";;;;;;;
26369;"2019-05-17";"Unannounced, Annual Inspection";;;;;;;
26369;"2018-12-14";"Follow-Up Inspection";;;;;;;
26369;"2018-11-15";"Announced, Annual Inspection";;;;;;;
26369;"2018-06-29";"Unannounced, Annual Inspection";;;;;;;
57754;"2021-02-19";"Unannounced, Annual Inspection";;;;;;;
57754;"2020-05-12";"Announced, Annual Inspection";;;;;;;
57754;"2020-01-08";"Follow-Up Inspection";;;;;;;
57754;"2019-12-18";"Unannounced, Annual Inspection";;;;;;;
57754;"2019-05-10";"Follow-Up Inspection";;;;;;;
57754;"2019-04-03";"Announced, Annual Inspection";;;;;;;
57754;"2018-10-01";"Follow-Up Inspection";;;;;;;
57754;"2018-09-06";"Unannounced, Annual Inspection";;;;;;;
57754;"2018-04-12";"Follow-Up Inspection";;;;;;;
57754;"2018-03-28";"Announced, Annual Inspection";;;;;;;
70840;"2021-02-19";"Unannounced, Annual Inspection";;;;;;;
70840;"2020-07-10";"Non On-Site Inspection";;;;;;;
70840;"2020-06-26";"Announced, Annual Inspection";;;;;;;
70840;"2019-09-30";"Follow-Up Inspection";;;;;;;
70840;"2019-09-25";"Unannounced, Annual Inspection";;;;;;;
70840;"2019-05-24";"Pre-Inspection";;;;;;;
51695;"2021-03-04";"Unannounced, Annual Inspection";;;;;;;
51695;"2020-07-15";"Follow-Up Inspection";;;;;;;
51695;"2020-07-01";"Announced, Annual Inspection";;;;;;;
51695;"2020-01-27";"Follow-Up Inspection";;;;;;;
51695;"2020-01-14";"Unannounced, Annual Inspection";;"100-10(4); Two caregivers when more than two infants or toddlers in mixed age group";"Citation";"High";"2020-01-14";"Correction Verified";"The provider did not comply with the Ratios rule by exceeding the group size requirement.  In the toddler/2 classroom, there was a mixed age group of 4 older toddlers and 3 two-year-old children with one caregiver."
51695;"2020-01-14";"Unannounced, Annual Inspection";;"100-13(9)(a)-(c); Toxic/hazardous chemical requirements";"Citation";"Moderate";"2020-01-14";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having toxic or hazardous chemicals accessible to children.  In the children's bathroom, bleach wipes were stored under the sink.  In the accessible kitchen pantry, bleach and cleaning supplies were stored on the floor. This was a repeat rule violation."
51695;"2019-08-26";"Follow-Up Inspection";;;;;;;
51695;"2019-07-22";"Announced, Annual Inspection";;;;;;;
51695;"2018-12-21";"Follow-Up Inspection";;;;;;;
51695;"2018-12-11";"Unannounced, Annual Inspection";;;;;;;
51695;"2018-08-02";"Follow-Up Inspection";;;;;;;
51695;"2018-07-30";"Follow-Up Inspection";;;;;;;
51695;"2018-06-29";"Announced, Annual Inspection";;;;;;;
51695;"2018-04-05";"Non On-Site Inspection";;;;;;;
78460;"2021-02-23";"Unannounced, Annual Inspection";;;;;;;
78460;"2020-08-03";"Follow-Up Inspection";;;;;;;
78460;"2020-07-28";"Pre-Inspection";;;;;;;
16305;"2021-02-19";"Unannounced, Annual Inspection";;;;;;;
16305;"2020-06-25";"Announced, Annual Inspection";;;;;;;
16305;"2019-10-30";"Unannounced, Annual Inspection";;;;;;;
16305;"2019-05-23";"Announced, Annual Inspection";;;;;;;
16305;"2018-11-07";"Follow-Up Inspection";;;;;;;
16305;"2018-10-31";"Unannounced, Annual Inspection";;;;;;;
16305;"2018-06-20";"Follow-Up Inspection";;;;;;;
16305;"2018-05-24";"Announced, Annual Inspection";;;;;;;
80108;"2021-03-02";"Announced, Annual Inspection";;;;;;;
80108;"2020-10-05";"Non On-Site Inspection";;;;;;;
80108;"2020-09-08";"Pre-Inspection";;;;;;;
80303;"2021-02-25";"Announced, Annual Inspection";;;;;;;
80303;"2020-09-16";"Pre-Inspection";;;;;;;
28694;"2021-02-17";"Announced, Annual Inspection";;;;;;;
28694;"2020-11-02";"Non On-Site Inspection";;;;;;;
28694;"2020-10-19";"Unannounced, Annual Inspection";;;;;;;
28694;"2020-03-17";"Announced, Annual Inspection";;;;;;;
28694;"2020-02-11";"Unannounced, Annual Inspection";;;;;;;
28694;"2019-10-28";"DWS Pre-Approval";;;;;;;
28447;"2019-02-14";"Unannounced, Annual Inspection";;;;;;;
28447;"2018-11-14";"Non On-Site Inspection";;;;;;;
28447;"2018-10-30";"Announced, Annual Inspection";;;;;;;
34200;"2021-03-03";"Announced, Annual Inspection";;;;;;;
34200;"2020-10-05";"Non On-Site Inspection";;;;;;;
34200;"2020-09-09";"Pre-Inspection";;;;;;;
40661;"2020-11-30";"Announced, Annual Inspection";;;;;;;
40661;"2020-08-27";"Unannounced, Annual Inspection";;;;;;;
40661;"2019-11-25";"Announced, Annual Inspection";;;;;;;
40661;"2019-04-29";"Follow-Up Inspection";;;;;;;
40661;"2019-04-15";"Unannounced, Annual Inspection";;;;;;;
40661;"2018-11-20";"Announced, Annual Inspection";;;;;;;
40661;"2018-07-03";"Unannounced, Annual Inspection";;;;;;;
3407;"2020-06-12";"Non On-Site Inspection";;;;;;;
3407;"2020-06-03";"Announced, Annual Inspection";;;;;;;
3407;"2020-01-08";"Unannounced, Annual Inspection";;;;;;;
3407;"2019-04-25";"Announced, Annual Inspection";;;;;;;
3407;"2018-12-14";"Unannounced, Annual Inspection";;;;;;;
3407;"2018-04-26";"Announced, Annual Inspection";;;;;;;
36554;"2021-03-15";"Announced, Annual Inspection";;;;;;;
36554;"2020-09-14";"Pre-Inspection";;;;;;;
1921;"2021-03-15";"Follow-Up Inspection";;;;;;;
1921;"2021-02-25";"Unannounced, Annual Inspection";;;;;;;
1921;"2020-08-31";"Announced, Annual Inspection";;;;;;;
1921;"2020-01-22";"Unannounced, Annual Inspection";;;;;;;
1921;"2019-08-26";"Announced, Annual Inspection";;;;;;;
1921;"2019-04-08";"Follow-Up Inspection";;;;;;;
1921;"2019-04-08";"Follow-Up Inspection";;;;;;;
1921;"2019-02-28";"Unannounced, Annual Inspection";;"90-19(3); strangulation hazards";"Repeat Citation";"High";"2019-02-28";"Correction Verified";"The provider did not comply with the Play Equipment rule by having a strangulation hazard on a piece of stationary play equipment.  In the outdoor area, there were open S hooks at the top of the baby swing.  This was a repeat rule violation."
1921;"2019-02-28";"Unannounced, Annual Inspection";;"90-19(2); entrapment hazards";"Citation";"High";"2019-04-08";"Correction Verified";"The provider did not comply with the Play Equipment rule by having an entrapment hazard on a piece of stationary play equipment.  In the outdoor area, the large play structure had an entrapment hazard."
1921;"2018-08-13";"Follow-Up Inspection";;;;;;;
1921;"2018-07-30";"Announced, Annual Inspection";;;;;;;
1921;"2018-04-27";"Follow-Up Inspection";;;;;;;
1921;"2018-04-12";"Unannounced, Annual Inspection";;"90-19(3); strangulation hazards";"Citation";"High";"2018-04-27";"Correction Verified";"The provider did not ensure that there were no strangulation hazards on or within the use zone of any piece of stationary play equipment.  In the outdoor play area, there was a screw that was not flush with the surface on the barrier of the large play structure."
1921;"2018-04-12";"Unannounced, Annual Inspection";;"90-10(3)(a)-(c); number of children younger than 2";"Citation";"High";"2018-04-12";"Correction Verified";"The provider did not ensure that when caring for children younger than 2 years old there were no more than 2 children younger than 2 years old with 1 caregiver.  At the time of the inspection, there were three children under the age of two with one provider."
28836;"2020-08-24";"Non On-Site Inspection";;;;;;;
28836;"2020-08-20";"Announced, Annual Inspection";;;;;;;
28836;"2020-05-15";"Non On-Site Inspection";;;;;;;
28836;"2020-05-13";"Unannounced, Annual Inspection";;;;;;;
28836;"2019-09-13";"Follow-Up Inspection";;;;;;;
28836;"2019-08-21";"Announced, Annual Inspection";;;;;;;
28836;"2019-05-31";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
28836;"2019-04-01";"Follow-Up Inspection";;"90-19(3); strangulation hazards";"Citation";"High";"2019-04-01";"Correction Verified";"The provider did not comply with the Play Equipment rule by having a strangulation hazard on a piece of stationary play equipment. In the outdoor area, there was a strangulation on the stationary play equipment. This was a repeat rule violation."
28836;"2019-03-14";"Unannounced, Annual Inspection";;"90-13(7); empty plastic bags, latex gloves, balloons";"Citation";"Moderate";"2019-03-14";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having plastic bags large enough to fit over a child's head accessible to children. In the diaper changing room, there were grocery bags.  This was a repeat rule violation."
28836;"2018-09-07";"Follow-Up Inspection";;;;;;;
28836;"2018-08-24";"Announced, Annual Inspection";;;;;;;
28836;"2018-04-12";"Follow-Up Inspection";;;;;;;
28836;"2018-04-05";"Unannounced, Annual Inspection";;;;;;;
3474;"2020-10-22";"Follow-Up Inspection";;;;;;;
3474;"2020-10-09";"Announced, Annual Inspection";;;;;;;
3474;"2020-02-25";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
3474;"2020-02-14";"Follow-Up Inspection";;;;;;;
3474;"2020-02-05";"Unannounced, Annual Inspection";;"100-11(1); Provide and maintain active supervision";"Repeat Citation";"High";"2020-02-05";"Correction Verified";"The provider did not comply with the Child Supervision and Security rule by not providing and maintaining active supervision of each child at all times.  In the preschool room, the caregivers could not accurately account  for each child in care.  This was a repeat rule violation."
3474;"2019-10-17";"Follow-Up Inspection";;;;;;;
3474;"2019-10-15";"Non On-Site Inspection";;;;;;;
3474;"2019-10-09";"Non On-Site Inspection";;"100-8(1)(a)-(d); New covered individual background check";"Repeat Citation";"High";"2019-10-15";"Correction Verified";"The provider did not comply with the Background Checks rule by allowing a covered individual to become involved with child care before submitting a background check. At the time of the inspection, the covered individual had not submitted a complete background check. This was a repeat rule violation."
3474;"2019-09-30";"Announced, Annual Inspection";;"100-8(1)(a)-(d); New covered individual background check";"Citation";"High";"2019-10-15";"Correction Verified";"The provider did not comply with the Background Checks rule by allowing covered individuals to become involved with childcare before submitting and before a cleared background check was received. In the infant/toddler room, there was a covered individual without a cleared background check involved with childcare. In the Kitchen, there was a covered individual involved in childcare that had not submitted a background check."
3474;"2019-01-29";"Follow-Up Inspection";;;;;;;
3474;"2019-01-09";"Unannounced, Annual Inspection";;;;;;;
3474;"2018-10-11";"Follow-Up Inspection";;;;;;;
3474;"2018-09-27";"Announced, Annual Inspection";;"100-24(17); Safe infant sleep equipment";"Citation";"High";"2018-09-27";"Correction Verified";"The provider did not comply with the Infant And Toddler Care requirements.  In the infant classroom, there was an infant sleeping in a swing."
3474;"2018-09-27";"Announced, Annual Inspection";;"100-11(1); Provide and maintain active supervision";"Citation";"High";"2018-09-27";"Correction Verified";"The provider did not comply with the Child Supervision and Security requirements.  In the 3-8 year old classroom, the caregiver was unable to accurately account for all of the children."
28861;"2021-03-07";"Announced, Annual Inspection";;;;;;;
28861;"2020-10-15";"Unannounced, Annual Inspection";;;;;;;
28861;"2020-04-08";"Non On-Site Inspection";;;;;;;
28861;"2020-03-11";"Announced, Annual Inspection";;;;;;;
28861;"2019-10-16";"Unannounced, Annual Inspection";;;;;;;
28861;"2019-03-11";"Announced, Annual Inspection";;;;;;;
28861;"2018-10-12";"Unannounced, Annual Inspection";;;;;;;
15265;"2021-03-07";"Announced, Annual Inspection";;;;;;;
15265;"2020-11-02";"Non On-Site Inspection";;;;;;;
15265;"2020-10-28";"Follow-Up Inspection";;;;;;;
15265;"2020-10-19";"Unannounced, Annual Inspection";;"ledws-7(9)(a)-(f); documentation of preservice training";"Repeat Citation";"Low";"2020-11-02";"Correction Verified";"The provider was not in compliance with the Administration and Personnel requirement by not having required documentation available for review. In the facility, there was no documentation of preservice training."
15265;"2020-03-02";"Non On-Site Inspection";;;;;;;
15265;"2020-02-25";"Non On-Site Inspection";;;;;;;
15265;"2020-02-18";"Announced, Annual Inspection";;;;;;;
15265;"2019-11-04";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
15265;"2019-10-21";"Non On-Site Inspection";;;;;;;
15265;"2019-10-17";"Non On-Site Inspection";;;;;;;
15265;"2019-10-11";"Unannounced, Annual Inspection";;;;;;;
15265;"2019-02-19";"Follow-Up Inspection";;;;;;;
15265;"2019-02-11";"Announced, Annual Inspection";;"40 - 7) a); post address and emergency numbers";"Citation";"Moderate";"2019-02-19";"Correction Verified";"The provider did not comply with the Emergency Preparedness regulation by failing to post required emergency information.  In the facility, the address and emergency numbers were not posted."
15265;"2019-02-11";"Announced, Annual Inspection";;"40 - 7) e); disaster drills";"Citation";"Moderate";"2019-02-19";"Correction Verified";"The provider did not comply with the Emergency Preparedness regulation by failing to have required documentation.  In the facility, there was no documentation of a completed disaster drill."
15265;"2019-02-11";"Announced, Annual Inspection";;"40 - 7) d); fire evacuation drills";"Citation";"Moderate";"2019-02-19";"Correction Verified";"The provider did not comply with the Emergency Preparedness regulation by failing to have required documentation.  In the facility, there was documentation of only one monthly fire drill."
15265;"2019-02-11";"Announced, Annual Inspection";;"40 - 1) i); documentation of preservice training";"Repeat Citation";"Low";"2019-02-19";"Correction Verified";"The provider did not comply with the Administration and Personnel regulations by failing to have required documentation.  In the facility, there was no documentation of completed pre-service training for one caregiver."
15265;"2019-02-11";"Announced, Annual Inspection";;"40 - 1) b); director";"Citation";"Moderate";"2019-02-19";"Correction Verified";"The provider did not comply with the Administration and Personnel regulation by failing to have documentation of a qualified director.  In the facility, there was no documentation of the new director's credentials available for review."
15265;"2018-10-25";"Non On-Site Inspection";;;;;;;
15265;"2018-10-04";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"Moderate";"2018-10-26";"Correction Verified";"The provider did not comply with the Background Checks requirements.  In the facility, new employees were allowed to work before being associated with this facility."
15265;"2018-04-03";"Non On-Site Inspection";;;;;;;
15265;"2018-03-22";"Announced, Annual Inspection";;"40 - 1) i); documentation of preservice training";"Citation";"Low";"2018-04-03";"Correction Verified";"The provider did not have required documentation.  In the facility where care is provided, documentation of pre-service training was not available for all caregivers."
49819;"2020-12-02";"Non On-Site Inspection";;;;;;;
49819;"2020-11-17";"Announced, Annual Inspection";;;;;;;
49819;"2020-07-17";"Unannounced, Annual Inspection";;;;;;;
49819;"2019-12-02";"Follow-Up Inspection";;;;;;;
49819;"2019-11-13";"Announced, Annual Inspection";;;;;;;
49819;"2019-02-22";"Follow-Up Inspection";;;;;;;
49819;"2019-02-08";"Unannounced, Annual Inspection";;;;;;;
49819;"2018-10-29";"Follow-Up Inspection";;;;;;;
49819;"2018-10-17";"Announced, Annual Inspection";;;;;;;
49819;"2018-04-04";"Unannounced, Annual Inspection";;;;;;;
74920;"2021-03-02";"Announced, Annual Inspection";;;;;;;
74920;"2020-10-01";"Unannounced, Annual Inspection";;;;;;;
74920;"2020-03-17";"Announced, Annual Inspection";;;;;;;
74920;"2020-02-25";"Unannounced, Annual Inspection";;;;;;;
74920;"2019-11-20";"DWS Pre-Approval";;;;;;;
39936;"2020-10-29";"Unannounced, Annual Inspection";;;;;;;
39936;"2020-03-03";"Announced, Annual Inspection";;"40 - 4) g); sign in and out";"Citation";"High";"2020-03-03";"Correction Verified";"The provider did not show compliance with the Child Safety and Injury Prevention requirement by not having required records.  Children who first attended the karate club were not signed in with the time they left the club and joined the afterschool program."
39936;"2019-10-17";"Non On-Site Inspection";;;;;;;
39936;"2019-09-30";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Repeat Citation";"High";"2019-10-17";"Correction Verified";"The provider did not show compliance with the Background Checks regulation by having covered Individuals involved with children that were not associated with the facility. In the facility, there were caregivers who were not associated with the facility."
39936;"2019-09-30";"Unannounced, Annual Inspection";;"40 - 1) i); documentation of preservice training";"Repeat Citation";"Low";"2019-10-17";"Correction Verified";"The provider was not in compliance with the Administration and Personnel regulation by not having required documentation available for review.  In the facility, there was no documentation of ongoing training."
39936;"2019-02-06";"Announced, Annual Inspection";;;;;;;
39936;"2018-11-05";"Non On-Site Inspection";;;;;;;
39936;"2018-10-23";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2018-11-09";"Correction Verified";"The provider did not comply with the Background Checks requirements. In the facility, there were covered individuals who had not passed CCL background checks."
28860;"2021-03-11";"Announced, Annual Inspection";;;;;;;
28860;"2020-10-28";"Unannounced, Annual Inspection";;;;;;;
28860;"2020-03-03";"Announced, Annual Inspection";;;;;;;
28860;"2019-09-30";"Unannounced, Annual Inspection";;;;;;;
28860;"2019-02-28";"Non On-Site Inspection";;;;;;;
28860;"2019-02-06";"Announced, Annual Inspection";;;;;;;
28860;"2018-11-05";"Non On-Site Inspection";;;;;;;
28860;"2018-10-22";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2018-12-03";"Correction Verified";"The provider did not comply with the Background Checks requirements. In the facility, there were covered individuals who had not passed CCL background checks."
57537;"2021-03-08";"Announced, Annual Inspection";;;;;;;
57537;"2020-10-01";"Unannounced, Annual Inspection";;;;;;;
57537;"2020-02-06";"Announced, Annual Inspection";;;;;;;
57537;"2019-10-17";"Non On-Site Inspection";;;;;;;
57537;"2019-09-12";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2019-10-17";"Correction Verified";"The provider did not comply with Background Checks regulations by not having a covered individual with a CCL background check associated with the facility before being with children in the program. At the facility, a covered individual who had passed the background check was not associated with the facility."
57537;"2019-02-07";"Announced, Annual Inspection";;;;;;;
57537;"2018-10-29";"Unannounced, Annual Inspection";;;;;;;
59222;"2021-01-14";"Unannounced, Annual Inspection";;;;;;;
59222;"2020-03-16";"Announced, Annual Inspection";;;;;;;
59222;"2019-10-15";"Non On-Site Inspection";;;;;;;
59222;"2019-09-16";"Unannounced, Annual Inspection";;;;;;;
59222;"2019-02-12";"DWS Pre-Approval, Follow-Up";;;;;;;
59222;"2019-02-05";"DWS Pre-Approval, Follow-Up";;;;;;;
59222;"2019-01-03";"DWS Pre-Approval";;;;;;;
59221;"2020-12-11";"Unannounced, Annual Inspection";;;;;;;
59221;"2020-03-16";"Announced, Annual Inspection";;;;;;;
59221;"2019-10-17";"Non On-Site Inspection";;;;;;;
59221;"2019-09-16";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2019-10-17";"Correction Verified";"The provider did not comply with the Background Check Requirements rule by having covered individuals involved with child care before passing the background check.  In the facility, there were caregivers who had not passed the background check."
59221;"2019-01-31";"DWS Pre-Approval, Follow-Up";;;;;;;
59221;"2019-01-03";"DWS Pre-Approval";;;;;;;
59218;"2020-10-28";"Unannounced, Annual Inspection";;;;;;;
59218;"2020-04-01";"Non On-Site Inspection";;;;;;;
59218;"2020-02-27";"Announced, Annual Inspection";;;;;;;
59218;"2019-10-11";"Non On-Site Inspection";;;;;;;
59218;"2019-09-12";"Unannounced, Annual Inspection";;;;;;;
59218;"2019-03-11";"DWS Pre-Approval, Follow-Up";;;;;;;
59218;"2018-12-17";"DWS Pre-Approval";;;;;;;
69945;"2020-03-17";"Announced, Annual Inspection";;;;;;;
69945;"2019-10-11";"Non On-Site Inspection";;;;;;;
69945;"2019-09-23";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2019-10-11";"Correction Verified";"The provider did not comply with the Background Check Requirements rule by not having covered individuals involved with childcare associated with the facility. Covered individuals with CCL background checks were involved with children and were not associated with the facility."
69945;"2019-03-22";"DWS Pre-Approval, Follow-Up";;;;;;;
69945;"2019-03-20";"DWS Pre-Approval";;;;;;;
69945;"2019-03-06";"DWS Pre-Approval, Follow-Up";;;;;;;
59424;"2021-03-08";"Announced, Annual Inspection";;;;;;;
59424;"2020-10-01";"Pre-Inspection";;;;;;;
59424;"2020-02-06";"Announced, Annual Inspection";;;;;;;
59424;"2019-10-10";"Non On-Site Inspection";;;;;;;
59424;"2019-09-12";"Unannounced, Annual Inspection";;;;;;;
59424;"2018-12-26";"DWS Pre-Approval, Follow-Up";;;;;;;
59424;"2018-12-13";"DWS Pre-Approval";;;;;;;
73500;"2020-10-13";"Unannounced, Annual Inspection";;;;;;;
73500;"2020-03-17";"Announced, Annual Inspection";;;;;;;
73500;"2020-02-06";"Unannounced, Annual Inspection";;;;;;;
73500;"2019-10-22";"DWS Pre-Approval, Follow-Up";;;;;;;
73500;"2019-09-12";"DWS Pre-Approval";;;;;;;
10761;"2021-03-04";"Follow-Up Inspection";;;;;;;
10761;"2021-03-02";"Non On-Site Inspection";;;;;;;
10761;"2021-02-17";"Unannounced, Annual Inspection";;;;;;;
10761;"2020-06-12";"Non On-Site Inspection";;;;;;;
10761;"2020-06-04";"Announced, Annual Inspection";;;;;;;
10761;"2019-10-16";"Follow-Up Inspection";;;;;;;
10761;"2019-10-09";"Focus, Non On-Site";;"100-11(1); Provide and maintain active supervision";"Citation";"High";"2019-10-09";"Correction Verified";"The proivder did not comply with the Child Supervision and Security rule by not providing and maintaining direct supervision to each child in care at all times. In the facility, a child was left unattended in a van after a field trip."
10761;"2019-09-27";"Unannounced, Annual Inspection";;;;;;;
10761;"2019-06-17";"Follow-Up Inspection";;;;;;;
