"County";"CLR#";"Name";"Location Address";"City";"State";"Zip";"Phone";"Mailing Address";"Mailing City";"Mailing Zip";"Expiration Date";"Capacity";"Age Range Of Service";"Transporation Service";"Non Traditional";"Stars Rating";"Provider Type";"Active CCAP Children";"Address 2";"Serves Children with Special Needs"
"JEFFERSON";"L357212";"Southside Christian Child Care #10";"7149 Southside Drive";"Louisville";"KY";40214;"(502) 363-6730";"3000 Eastpoint Parkway";" Louisville";40223;"08/31/2020";90;"Infant To School Age";"Y";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L357482";"Southside Christian Child Care #11";"3620 Klondike Lane";"Louisville";"KY";40218;"(502) 454-5001";"3000 Eastpoint Parkway";" Louisville";40223;"12/31/2020";161;"Infant To School Age";"Y";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L357811";"Southside Christian Child Care #12";"6301 Lower Hunters Trace";"Louisville";"KY";40258;"(502) 448-4042";"3000 Eastpoint Parkway";" Louisville";40223;"08/31/2020";65;"Infant To School Age";"N";"N";3;"Licensed";"Y";;"Y"
"BULLITT";"L383242";"Southside Christian Child Care #15";"140 Overdale Drive";"Louisville";"KY";40229;"(502) 957-1299";"3000 Eastpoint Pkwy.";" Louisville";40223;"11/30/2020";78;"Infant To School Age";"Y";"No Information Available";3;"Licensed";"Y";;"Y"
"BULLITT";"L383244";"Southside Christian Child Care #19";"1711 Cedar Grove Road, Suite #28";"Shepherdsville";"KY";40165;"(502) 921-2561";"3000 Eastpoint Parkway";" Louisville";40223;"11/30/2020";210;"Infant To School Age";"Y";"No Information Available";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L357881";"Southside Christian Child Care Center #13";"5118 Euclid Avenue";"Louisville";"KY";40272;"(502) 933-9995";"3000 Eastpoint Parkway";" Louisville";40223;"01/31/2020";45;"Infant To School Age";"N";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L358592";"Southside Christian Child Care, #17";"3815 Dixie Highway";"Louisville";"KY";40216;"(502) 448-6313";"3000 Eastpoint Parkway";" Louisville";40223;"09/30/2020";172;"Infant To School Age";"Y";"Y";2;"Licensed";"Y";;"Y"
"OLDHAM";"L359087";"Southside Christian Child Care, #18";"3419 Cedar Point";"Lagrange";"KY";40031;"(502) 222-1999";"3000 Eastpoint Parkway";" Louisville";40223;"10/31/2020";93;"Infant To School Age";"Y";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L356101";"Southside Christian Day Care, #1";"5804 Southside Drive";"Louisville";"KY";40214;"(502) 366-6265";"3000 Eastpoint Parkway";" Louisville";40223;"04/30/2020";40;"Infant To School Age";"N";"N";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L356147";"Southside Christian Day Care, #2";"4016 Taylor Boulevard";"Louisville";"KY";40215;"(502) 366-6266";"3000 Eastpoint Parkway";" Louisville";40223;"06/30/2020";53;"Infant To School Age";"Y";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L356102";"Southside Christian Day Care, #3";"7419 St. Andrews Church Road";"Louisville";"KY";40214;"(502) 933-2319";"3000 Eastpoint Parkway";" Louisville";40223;"04/30/2020";99;"Infant To School Age";"Y";"N";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L356097";"Southside Christian Day Care, #4";"2220 Dixie Highway";"Louisville";"KY";40210;"(502) 776-1719";"3000 Eastpoint Parkway";" Louisville";40223;"04/30/2020";52;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L356121";"Southside Christian Day Care, #5";"817 South Second Street";"Louisville";"KY";40203;"(502) 583-3903";"3000 Eastpoint Parkway";" Louisville";40223;"05/31/2020";89;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L356111";"Southside Christian Day Care, #6";"10315 Deering Road";"Louisville";"KY";40272;"(502) 933-7755";"3000 Eastpoint Parkway";" Louisville";40223;"04/30/2020";200;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L353238";"Southwest Christian Academy";"5000 Valley Station Road";"Louisville";"KY";40272;"(502) 933-4181";"5000 Valley Station Road";" Louisville";40272;"08/31/2020";80;"Infant To School Age";"Y";"N";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L353656";"Southwest YMCA Child Care Center";"2801 Fordhaven Road";"Louisville";"KY";40214;"(502) 933-9622";"2800 Fordhaven Road";" Louisville";40214;"12/31/2020";118;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"No Information Available"
"SPENCER";"L383674";"Spencer County Bear Care";"1265 Mt. Washington Road";"Taylorsville";"KY";40071;"(502) 808-6121";"207 W. Main St.";" Taylorsville";40071;"02/29/2020";222;"Two_To_School To School_Age";"Y";"No Information Available";2;"Licensed";"Y";;"Y"
"SPENCER";"L383473";"Spencer County Early Head Start";"520 Taylorsville Road";"Taylorsville";"KY";40071;"(502) 808-6121";"207 W. Main Street";" Taylorsville";40071;"04/30/2020";24;"Infant To Two_To_School";"Y";"No Information Available";1;"Licensed";"Y";;"Y"
"SPENCER";"L357737";"Spencer County Head Start";"420 Highview Drive";"Taylorsville";"KY";40071;"(502) 507-2467";"100 Alpine Drive, OVEC";" Shelbyville";40065;"09/30/2020";17;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L353902";"Springdale Preschool";"7812 Brownsboro Road";"Louisville";"KY";40241;"(502) 423-9510";"7812 Brownsboro Road";" Louisville";40241;"04/30/2020";120;"Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L359469";"Sproutlings Pediatric Daycare & Preschool";"330 Masonic Home Drive";"Louisville";"KY";40041;"(502) 753-8222";"330 Masonic Home Drive";" Louisville";40041;"08/31/2020";173;"Infant To Two_To_School";"N";"N";3;"Licensed";"N";;"No Information Available"
"MEADE";"L383941";"Sprouts";"105 Commerce Drive";"Brandenburg";"KY";40108;"(270) 422-7144";"105 Commerce Drive";" Brandenburg";40108;"10/31/2020";48;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"FAYETTE";"L359012";"Squires Elementary-Castle Afterschool Program";"3337 Squires Oak Dr";"Lexington";"KY";40515;"(859) 381-3001";"3337 Squires Oak Dr";" Lexington";40515;"08/31/2020";150;"School_Age";"N";"N";4;"Licensed";"Y";;"Y"
"KENTON";"L353768";"St. Agnes After School Program";"1322 Sleepy Hollow Road";"Ft. Wright";"KY";41011;"(859) 431-2075";"333 Madison Ave";" Covington";41011;"12/31/2020";55;"School_Age";"N";"N";4;"Licensed";"N";;"Y"
"JEFFERSON";"L354514";"St. Agnes After School/Summer Care/Preschool";"1800 Newburg Road";"Louisville";"KY";40205;"(502) 458-2850";"1800 Newburg Road";" Louisville";40205;"02/29/2020";119;"Two_To_School To School_Age";"Y";"N";1;"Licensed";"N";;"Y"
"JEFFERSON";"L356044";"St. Albert the Great Play Cafe'";"1301 Techny Lane";"Louisville";"KY";40222;"(502) 425-1804";"1395 Girard Dr";" Louisville";40222;"12/31/2020";115;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L359252";"St. Albert the Great Preschool";"1395 Girard Drive";"Louisville";"KY";40222;"(502) 425-1804";"1395 Girard Drive";" Louisville";40222;"08/31/2020";82;"Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"OLDHAM";"L355652";"St. Aloysius Preschool";"122 Mt. Mercy Drive";"Pewee Valley";"KY";40056;"(502) 241-8516";"122 Mt. Mercy Drive";" Pewee Valley";40056;"04/30/2020";164;"Toddler To School_Age";"N";"No Information Available";3;"Licensed";"N";;"No Information Available"
"MARION";"L355724";"St. Augustine School";"236 South Spalding Avenue";"Lebanon";"KY";40033;"(270) 692-2063";"236 South Spalding Avenue";" Lebanon";40033;"08/31/2020";120;"Toddler To School_Age";"N";"N";4;"Licensed";"Y";;"No Information Available"
"BRACKEN";"L356688";"St. Augustine School";"203 East 4th Street";"Augusta";"KY";41002;"(606) 756-3229";"203 East 4th Street";" Augusta";41002;"09/30/2020";22;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L350464";"St. Benedict Center for Early Childhood Education";"946 South 25th Street";"Louisville";"KY";40210;"(502) 772-7324";"946 South 25th Street";" Louisville";40210;"05/31/2020";160;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L354340";"St. Bernard Preschool & After School Care";"7501 Tangelo Drive";"Louisville";"KY";40228;"(502) 239-5178";"7501 Tangelo Drive";" Louisville";40228;"01/31/2020";160;"Two_To_School To School_Age";"Y";"N";3;"Licensed";"Y";;"No Information Available"
"WASHINGTON";"L357718";"St. Catharine Head Start";"868 Loretto Road";"Springfield";"KY";40061;"(859) 481-6003";"P.O. Box 830, Ckcac";" Lebanon";40033;"07/31/2020";18;"Two_To_School";"N";"N";5;"Licensed";"N";;"Y"
"NELSON";"L359186";"St. Catherine Childcare";"413 First Street";"New Haven";"KY";40051;"(502) 549-3680";"413 First Street";" New Haven";40051;"06/30/2020";20;"Two_To_School To School_Age";"N";"N";4;"Licensed";"N";;"No Information Available"
"WASHINGTON";"L358571";"St. Dominic Child Development Center";"309 W. Main Street";"Springfield";"KY";40069;"(859) 336-7165";"309 W. Main Street";" Springfield";40069;"02/29/2020";55;"Two_To_School To School_Age";"Y";"N";2;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"L354623";"St. Edward PreSchool/JRK/After School/Summer Programs";"9610 Sue Helen Drive";"Jeffersontown";"KY";40299;"(502) 267-6633";"9610 Sue Helen Drive";" Jeffersontown";40299;"02/29/2020";78;"Two_To_School To School_Age";"Y";"N";3;"Licensed";"N";;"No Information Available"
"FAYETTE";"L354083";"St. Elizabeth Ann Seton Preschool";"1740 Summerhill Drive";"Lexington";"KY";40515;"(859) 273-7827";"1740 Summerhill Drive";" Lexington";40515;"01/31/2020";105;"Infant To Two_To_School";"N";"No Information Available";4;"Licensed";"N";;"Y"
"JEFFERSON";"L355188";"St. Francis Of Assisi After School Care";"1938 Alfresco Place";"Louisville";"KY";40205;"(502) 473-0617";"1938 Alfresco Place";" Louisville";40205;"04/30/2020";93;"School_Age";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L383547";"St. Francis of Assisi Pre-Kindergarten";"1934 Alfresco Place";"Louisville";"KY";40205;"(502) 459-3088";"1934 Alfresco Place";" Louisville";40205;"02/29/2020";16;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L355501";"St. Francis Preschool";"11000 Us Highway 42";"Goshen";"KY";40026;"(502) 694-9369";"11000 US Highway 42";" Goshen";40026;"08/31/2020";50;"Toddler To Two_To_School";"Y";"N";"Not Participating";"Licensed";"N";;"No Information Available"
"JEFFERSON";"L355221";"St. Gabriel  Preschool and After School Enrichment";"5503 Bardstown Road";"Louisville";"KY";40291;"(502) 239-1298";"5503 Bardstown Road";" Louisville";40291;"06/30/2020";261;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"N";;"Y"
"NELSON";"L355721";"St. Gregory Pre-Kindergarten";"350 Samuels Loop";"Coxs Creek";"KY";40013;"(502) 348-9583";"350 Samuels Loop";" Cox's Creek";40013;"08/31/2020";33;"Two_To_School";"Y";"N";1;"Licensed";"N";;"No Information Available"
"HARDIN";"L354104";"St. James After School Care";"401 Robinbrook Boulevard";"Elizabethtown";"KY";42701;"(270) 765-7011";"401 Robinbrook Boulevard";" Elizabethtown";42701;"02/29/2020";120;"School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"HARDIN";"L354103";"St. James Preschool";"401 Robinbrook Boulevard";"Elizabethtown";"KY";42701;"(270) 765-7011";"401 Robinbrook Boulevard";" Elizabethtown";42701;"01/31/2020";60;"Two_To_School";"N";"No Information Available";4;"Licensed";"N";;"No Information Available"
"OLDHAM";"L383957";"St. James Preschool";"401 La Grange Road";"Pewee Valley";"KY";40056;"(502) 243-3394";"401 La Grange Road, PO Box 433";" Pewee Valley";40056;"12/31/2020";40;"Toddler To Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"SCOTT";"L383143";"St. John Preschool";"106 Military Street";"Georgetown";"KY";40324;"(502) 863-2607";"106 Military Street";" Georgetown";40324;"03/31/2020";38;"Two_To_School To School_Age";"N";"No Information Available";3;"Licensed";"N";;"No Information Available"
"BOONE";"L357855";"St. Joseph Academy";"48 Needmore St";"Walton";"KY";41094;"(859) 485-8700";"48 Needmore St";" Walton";41094;"08/31/2020";84;"Toddler To School_Age";"N";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L352664";"St. Joseph Child Development Center";"2823 Frankfort Avenue";"Louisville";"KY";40206;"(502) 893-0241";"2823 Frankfort Avenue";" Louisville";40206;"01/31/2020";283;"Infant To Two_To_School";"Y";"N";3;"Licensed";"Y";;"Y"
"CAMPBELL";"L383305";"St. Joseph Pre-Kindergarten";"6829 Four Mile Road";"Camp Springs";"KY";41059;"(859) 816-0595";"6829 Four Mile Road";" Camp Springs";41059;"03/31/2020";25;"Toddler To Two_To_School";"N";"No Information Available";5;"Licensed";"Y";;"No Information Available"
"NELSON";"L355945";"St. Joseph Preschool";"320 West Stephen Foster Avenue";"Bardstown";"KY";40004;"(502) 348-5994";"320 West Stephen Foster Avenue";" Bardstown";40004;"08/31/2020";177;"Two_To_School To School_Age";"Y";"N";1;"Licensed";"N";;"No Information Available"
"WARREN";"L354390";"St. Joseph Preschool & After School Child Care";"416 Church Avenue";"Bowling Green";"KY";42101;"(270) 842-1235";"416 Church Avenue";" Bowling Green";42101;"03/31/2020";119;"Two_To_School To School_Age";"N";"No Information Available";2;"Licensed";"N";;"Y"
"JEFFERSON";"L355026";"St. Lawrence Child Enrichment Center";"1925 Lewiston Drive";"Louisville";"KY";40216;"(502) 449-4021";"1925 Lewiston Drive";" Louisville";40216;"08/31/2020";186;"Two_To_School To School_Age";"Y";"N";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L359258";"St. Leonard Preschool";"440 Zorn Avenue";"Louisville";"KY";40206;"(502) 897-5265";"440 Zorn Avenue";" Louisville";40206;"08/31/2020";38;"Toddler To School_Age";"Y";"N";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L355377";"St. Margaret Mary Afterschool Program";"7813 Shelbyville Road";"Louisville";"KY";40222;"(502) 637-1575";"2411 Bowman Avenue, Ymca";" Louisville";40217;"12/31/2020";100;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"MADISON";"L359294";"St. Mark Catholic School";"115 Parrish Avenue";"Richmond";"KY";40475;"(859) 623-2989";"115 Parrish Avenue";" Richmond";40475;"02/29/2020";32;"Two_To_School To School_Age";"Y";"No Information Available";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L356468";"St. Martha Childcare";"2825 Klondike Lane";"Louisville";"KY";40218;"(502) 491-3171";"2825 Klondike Lane";" Louisville";40218;"09/30/2020";136;"Two_To_School To School_Age";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"MCCRACKEN";"L354971";"St. Mary Early Childhood Center";"377 Highland Blvd.";"Paducah";"KY";42003;"(270) 442-1681";"377 Highland Blvd.";" Paducah";42003;"05/31/2020";88;"Two_To_School";"Y";"N";5;"Licensed";"N";;"No Information Available"
"DAVIESS";"L383666";"St. Mary of the Woods School Extended Care";"10521 Franklin Street";"Whitesville";"KY";42378;"(270) 233-5253";"10521 Franklin Street";" Whitesville";42378;"02/29/2020";94;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"CAMPBELL";"L358983";"St. Mary Preschool";"9 South Jefferson St";"Alexandria";"KY";41001;"(859) 635-9539";"9 South Jefferson St";" Alexandria";41001;"12/31/2020";83;"Two_To_School";"N";"No Information Available";4;"Licensed";"N";;"No Information Available"
"BOURBON";"L383894";"St. Mary School";"1121 Main Street";"Paris";"KY";40361;"(859) 987-3815";"1121 Main Street";" Paris";40361;"06/30/2020";22;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L383249";"St. Matthew Christian Childcare";"7226 Preston Highway";"Louisville";"KY";40219;"(502) 709-4339";"1133 Lavista Way";" Louisville";40219;"12/31/2020";51;"Infant To School Age";"N";"Y";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L353246";"St. Matthews Area Ministries Child Development Program";"8025 New La Grange Road";"Louisville";"KY";40222;"(502) 426-3663";"8025 New La Grange Road";" Louisville";40222;"08/31/2020";122;"Infant To Two_To_School";"N";"Y";3;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"L357763";"St. Matthews Baptist Preschool";"3515 Grandview Avenue";"Louisville";"KY";40207;"(502) 992-9000";"3515 Grandview Avenue";" Louisville";40207;"06/30/2020";120;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L376903";"St. Matthews Child Development Center";"229 Breckenridge Lane";"Louisville";"KY";40207;"(502) 896-2798";"229 Breckenridge Lane";" Louisville";40207;"07/31/2020";62;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"L354360";"St. Matthews Elementary YMCA SACC";"601 Browns Lane";"Louisville";"KY";40207;"(502) 637-1575";"2411 Bowman Avenue, Ymca";" Louisville";40217;"02/29/2020";294;"Two_To_School To School_Age";"Y";"N";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L356655";"St. Michael Extended School Care";"3705 Stone Lakes Drive";"Louisville";"KY";40299;"(502) 267-9550";"3705 Stone Lakes Drive";" Louisville";40299;"08/31/2020";194;"Infant To School Age";"Y";"Y";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L356243";"St. Michael Pre-School & Pre-Kindergarten";"3703 Stone Lakes Drive";"Louisville";"KY";40299;"(502) 267-6155";"3703 Stone Lakes Drive";" Louisville";40299;"09/30/2020";71;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"FAYETTE";"L354624";"St. Michael's School";"2025 Bellefonte Drive";"Lexington";"KY";40503;"(859) 277-7541";"2025 Bellefonte Drive";" Lexington";40503;"02/29/2020";90;"Two_To_School";"N";"N";1;"Licensed";"N";;"No Information Available"
"NELSON";"L383885";"St. Monica Head Start";"407 South 3rd Street";"Bardstown";"KY";40004;"(502) 331-0055";"P.O. Box 830";" Lebanon";40033;"04/30/2020";43;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L383135";"St. Nicholas Preschool";"5501 New Cut Road";"Louisville";"KY";40214;"(502) 368-8506";"5501 New Cut Road";" Louisville";40214;"02/29/2020";60;"Two_To_School";"N";"No Information Available";1;"Licensed";"N";;"Y"
"JEFFERSON";"L383413";"St. Patrick Catholic Preschool";"1000 North Beckley Station Road";"Louisville";"KY";40245;"(502) 244-7083";"1000 North Beckley Station Road";" Louisville";40245;"01/31/2020";42;"Two_To_School";"N";"No Information Available";"Not Participating";"Licensed";"N";;"No Information Available"
"MASON";"L383736";"St. Patrick Montessori Preschool";"318 Limestone Street";"Maysville";"KY";41056;"(606) 564-5329";"8093 Stonelick Road";" Maysville";41056;"03/31/2020";24;"Toddler To School_Age";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"PULASKI";"L354053";"St. Patrick Pre-School";"206 West Columbia Street";"Somerset";"KY";42501;"(606) 678-7116";"P.O. Box 633";" Somerset";42502;"12/31/2020";20;"Two_To_School";"N";"No Information Available";5;"Licensed";"N";;"No Information Available"
"BOONE";"L383464";"St. Paul Catholic Preschool";"7303 Dixie Highway";"Florence";"KY";41042;"(859) 647-4070";"P.O. Box 366";" Florence";41042;"03/31/2020";90;"Toddler To Two_To_School";"N";"No Information Available";5;"Licensed";"N";;"No Information Available"
"GRAYSON";"L375032";"St. Paul Catholic School";"1812 St. Paul Road";"Leitchfield";"KY";42754;"(270) 242-7483";"1812 St. Paul Road";" Leitchfield";42754;"03/31/2020";12;"Two_To_School";"N";"No Information Available";2;"Licensed";"N";;"No Information Available"
"BOONE";"L383969";"St. Paul Catholic School AlphaBEST Education";"7303 Dixie Highway";"Florence";"KY";41042;"(859) 240-1519";"5234 Parkview Avenue";" Cincinnati";45238;"02/28/2021";45;"Two_To_School To School_Age";"N";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L357639";"St. Paul School";"6901 Dixie Highway";"Louisville";"KY";40258;"(502) 935-5511";"6901 Dixie Highway";" Louisville";40258;"08/31/2020";80;"Two_To_School To School_Age";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L355610";"St. Paul's Preschool";"4700 Lowe Road";"Louisville";"KY";40220;"(502) 491-7418";"4700 Lowe Road";" Louisville";40220;"01/31/2020";91;"Toddler To School_Age";"N";"No Information Available";4;"Licensed";"N";;"No Information Available"
"DAVIESS";"L350125";"St. Pius Tenth Day Care";"3418 Hwy 144";"Owensboro";"KY";42303;"(270) 684-7456";"3418 Hwy 144";" Owensboro";42303;"10/31/2020";99;"Infant To School Age";"N";"N";3;"Licensed";"Y";;"Y"
"KENTON";"L354089";"St. Pius X Elementary After School Program";"348 Dudley Road";"Edgewood";"KY";41017;"(859) 431-2075";"333 Madison Ave";" Covington";41011;"01/31/2020";85;"School_Age";"N";"N";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L383653";"St. Raphael the Archangel School: Pre-Kindergarten";"2131 Lancashire Avenue";"Louisville";"KY";40205;"(502) 456-1541";"2131 Lancashire Avenue";" Louisville";40205;"01/31/2020";51;"Two_To_School";"Y";"No Information Available";1;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L358768";"St. Raphael YMCA";"2131 Lancashire Avenue";"Louisville";"KY";40205;"(502) 637-1575";"2411 Bowman Avenue, Ymca";" Louisville";40217;"08/31/2020";125;"Two_To_School To School_Age";"Y";"No Information Available";4;"Licensed";"Y";;"Y"
"JEFFERSON";"L359094";"St. Rita School";"8709 Preston Highway";"Louisville";"KY";40219;"(502) 969-7067";"8709 Preston Highway";" Louisville";40219;"02/29/2020";93;"Two_To_School To School_Age";"Y";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"BRECKINRIDGE";"L354560";"St. Romuald Preschool/Day Care";"408 North Hwy 259";"Hardinsburg";"KY";40143;"(270) 756-5504";"408 North Hwy 259";" Hardinsburg";40143;"04/30/2020";54;"Two_To_School";"N";"N";2;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L354341";"St. Stephen Martyr Out of School Program";"3015 Greenup Avenue";"Louisville";"KY";40217;"(502) 635-3505";"3015 Greenup Road";" Louisville";40217;"01/31/2020";179;"Two_To_School To School_Age";"Y";"N";1;"Licensed";"Y";;"N"
"HARDIN";"L383564";"St. Stephen's Head Start";"757 S. Woodland Drive";"Radcliff";"KY";40159;"(270) 390-4671";"PO Box 830";" Lebanon";40033;"02/29/2020";50;"Two_To_School";"N";"No Information Available";4;"Licensed";"N";;"No Information Available"
"CAMPBELL";"L355400";"St. Thomas Pre-School";"428 South Fort Thomas Avenue";"Ft. Thomas";"KY";41075;"(859) 572-4641";"St. Thomas School, 428 South Fort Thomas Avenue";" Ft. Thomas";41075;"01/31/2020";20;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"POWELL";"L383151";"Stanton Christian Church Training His Treasures";"100 West Church St.";"Stanton";"KY";40380;"(606) 663-2458";"P.O. Box 1653";" Stanton";40380;"03/31/2020";74;"Infant To Two_To_School";"N";"No Information Available";2;"Licensed";"N";;"No Information Available"
"BOONE";"L383132";"Stephens Elementary Afterschool Program";"5687 Hwy 237";"Burlington";"KY";41005;"(859) 431-2075";"333 Madison Avenue";" Covington";41011;"02/29/2020";75;"School_Age";"N";"No Information Available";4;"Licensed";"N";;"Y"
"CLINTON";"C2264";"Stepmother's Daycare";"116 Clinton Street";"Albany";"KY";42602;"(606) 387-4152";"116 Clinton Street";" Albany";42602;"07/31/2020";6;"No Information Available";"N";"N";3;"Certified";"Y";;"No Information Available"
"MERCER";"L383913";"Stepping Stones Academy";"520 Lauren Drive";"Harrodsburg";"KY";40330;"(859) 734-4801";"520 Lauren Drive";" Harrodsburg";40330;"07/31/2020";68;"Infant To School Age";"N";"No Information Available";1;"Licensed";"Y";;"Y"
"HENRY";"L357947";"Stepping Stones Child Care Center";"52 Harrison Street";"New Castle";"KY";40050;"(502) 845-5255";"P O Box 805";" New Castle";40050;"07/31/2020";40;"Toddler To School_Age";"N";"N";2;"Licensed";"Y";;"No Information Available"
"ANDERSON";"L383897";"Stepping Stones Learning Academy";"94 Bluebird Court";"Lawrenceburg";"KY";40342;"(502) 600-1639";"94 Bluebird Court";" Lawrenceburg";40342;"05/31/2020";60;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"No Information Available"
"GRAVES";"L355394";"Stepping Stones Learning Center";"212 East Water Street";"Mayfield";"KY";42066;"(270) 247-1968";"212 East Water Street";" Mayfield";42066;"01/31/2020";99;"Infant To School Age";"Y";"N";3;"Licensed";"Y";;"Y"
"LESLIE";"L357521";"Stinnett Head Start";"12975 Hwy 421";"Stinnett";"KY";40868;"(606) 374-7710";"398 Roy Campbell Drive";" Hazard";41701;"01/31/2021";40;"Two_To_School";"Y";"No Information Available";5;"Licensed";"N";;"No Information Available"
"JEFFERSON";"L383546";"Stonestreet Elementary Childcare Enrichment Program";"10007 Stonestreet Road";"Louisville";"KY";40272;"(502) 637-1575";"2411 Bowman Avenue, Ymca";" Louisville";40217;"03/31/2020";75;"Two_To_School To School_Age";"Y";"No Information Available";3;"Licensed";"Y";;"Y"
"JEFFERSON";"L381902";"Stony Brook Child Care";"5206 St. Gabriel Lane";"Louisville";"KY";40291;"(502) 491-1524";"5206 St. Gabriel Lane";" Louisville";40291;"03/31/2020";150;"Infant To School Age";"N";"N";1;"Licensed";"Y";;"Y"
"JEFFERSON";"L358518";"Stopher Elementary Childcare Enrichment Program";"14417 Aiken Road";"Louisville";"KY";40245;"(502) 637-1575";"2411 Bowman Avenue, Ymca";" Louisville";40217;"08/31/2020";150;"Two_To_School To School_Age";"Y";"N";4;"Licensed";"Y";;"Y"
"BALLARD";"L355113";"Stop-N-Go Daycare";"3383 Paducah Road";"Barlow";"KY";42024;"(270) 665-8400";"PO Box 120";" Lacenter";42056;"11/30/2020";20;"Two_To_School";"N";"N";4;"Licensed";"Y";"Ballard County Elementary School";"Y"
"JEFFERSON";"L383228";"Story Time Learning Academy";"8310 Preston Highway";"Louisville";"KY";40219;"(502) 290-9462";"8310 Preston Highway";" Louisville";40219;"09/30/2020";30;"Infant To School Age";"N";"Y";1;"Licensed";"Y";;"No Information Available"
"JEFFERSON";"L353835";"Strathmoor Preschool Education Center";"2201 Hawthorne Avenue";"Louisville";"KY";40205;"(502) 458-6585";"2201 Hawthorne Avenue";" Louisville";40205;"01/31/2020";99;"Toddler To Two_To_School";"N";"N";1;"Licensed";"N";;"No Information Available"
"CLARK";"L355057";"Strode Elementary Afterschool";"2 Educational Plaza Drive";"Winchester";"KY";40391;"(859) 745-1905";"Clark County's Children's Council, Po Box 4192";" Winchester";40391;"09/30/2020";92;"School_Age";"N";"N";1;"Licensed";"Y";;"Y"
"CAMPBELL";"L358545";"Strong Minds Child Development Center";"235 Division Street";"Bellevue";"KY";41073;"(859) 380-2530";"235 Division Street";" Bellevue";41073;"04/30/2020";49;"Infant To Two_To_School";"N";"No Information Available";1;"Licensed";"Y";;"Y"
