"ID";"Name";"Address";"State";"City";"Zip";"Phone";"Services";"License Expires";"Capacity";"Facility Type";"DetailsRef";"Contact Name";"Financial Assistance";"Additional Classroom Types";"Night and Weekend Hours";"Meals Served";"Languages Spoken";"Bright Stars Rating";"RIDE CECE Approval";"Foundational Regulations";"Accepts CCAP";"Last date updated";"Website";"About Us";"Operation Hours Monday";"Operation Hours Tuesday";"Operation Hours Wednesday";"Operation Hours Thursday";"Operation Hours Friday";"Operation Hours Saturday";"Operation Hours Sunday";"Age Group"
4454;"Edgewood Highland School";"160 Pawtuxet Avenue";"RI";"Cranston";2905;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4454";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/9/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4455;"Orchard Farms Elementary School";"1555 Scituate Avenue";"RI";"Cranston";2921;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4455";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4456;"Soleny Tirado";"127 Niagra Street Appartment F3";"RI";"Providence";2907;"(401) 449-7085";;;6;"Home";"https://exceed.ri.gov/program-search-details/4456";"Soleny Tirado";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4464;"Clubhouse Kids Early Learning Cent";"220 Tollgate Road";"RI";"Warwick";2886;"(401) 734-9888";;;70;"Center";"https://exceed.ri.gov/program-search-details/4464";"Britney DeQuattro";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
4475;"Cranston Early Learning Center";"45 Sprague Avenue";"RI";"Cranston";2910;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4475";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4476;"Stadium School";"100 Crescent Ave";"RI";"Cranston";2910;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4476";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4477;"Garden City School                                ";"70 Plantation Dr";"RI";"Cranston";2920;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4477";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/17/2020;"http://www.gardencityelementaryschool.com/index.html";"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4478;"Arlington School";"155 Princess Ave";"RI";"Cranston";2920;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4478";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4479;"Stone Hill School                                 ";"21 Village Avenue";"RI";"Cranston";2920;(401) 456-9100;;;;"School";"https://exceed.ri.gov/program-search-details/4479";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4556;"Right at School at Martin Middle";"111 Brown Street";"RI";"East Providence";2914;"(401) 378-1126";;;60;"Center";"https://exceed.ri.gov/program-search-details/4556";"Kelly Hurley";"Information  by program";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;0;"N/A";"DHS";"No";6/8/2020;;"This program has not yet provided this information.";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";;;"5+ years"
4567;"Creative Center School Age &amp; Pre-K";"2952 Hartford Ave";"RI";"Johnston";2919;"(401) 934-2807";;;42;"Center";"https://exceed.ri.gov/program-search-details/4567";"Donna Torres";"CCAP";"Not Applicable";"None";;"Spanish";0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"3 - 5 years, 5+ years"
4581;"Children's Friend @ Althea";"70 Union Ave";"RI";"Providence";2903;"(401) 495-3600";;;126;"Center";"https://exceed.ri.gov/program-search-details/4581";"Bethany Gauthier";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/8/2020;;"This program has not yet provided this information.";;;;;;;;
4596;"Children's Friend @ Dorcas Intl.";"220 Elmwood Ave";"RI";"Providence";2907;;;;18;"Center";"https://exceed.ri.gov/program-search-details/4596";"Emilee  Guzman";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/8/2020;"http://www.childrensfriendri.org";"This program has not yet provided this information.";;;;;;;;
4616;"Master Lee's U.S. Taekwondo";"1400 Oaklawn Ave";"RI";"Cranston";2920;"(401) 368-4450";;;;"Center";"https://exceed.ri.gov/program-search-details/4616";"Wonsam Lee";"CCAP";"Not Applicable";"None";;;0;;"DHS";"Yes";;;"This program has not yet provided this information.";;;;;;;;"5+ years"
4618;"The Giving Tree Academy";"1355 Scituate Ave.";"RI";"Cranston";2921;"(401) 654-4774";;;39;"Center";"https://exceed.ri.gov/program-search-details/4618";"Stephanie Cotoia";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"2 months - 4 years, 3 - 5 years"
4655;"Hamlet Learning Center, Inc.";"73 Hamlet Avenue";"RI";"Woonsocket";2895;"(401) 766-7203";;;48;"Center";"https://exceed.ri.gov/program-search-details/4655";"Katherine Sudol";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";5/31/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years, 5+ years, 1 - 4 years"
4657;"Mavel Morales";"57 Peerlees Street";"RI";"Cranston";2910;"(401) 429-6045";;;6;"Home";"https://exceed.ri.gov/program-search-details/4657";"Mavel Morales";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4658;"Mery Maldonado Polanco";"67 Jenks St";"RI";"Central Falls";2863;;;;8;"Home";"https://exceed.ri.gov/program-search-details/4658";"Mery Maldonado Polanco";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
650;"A Child's University - Smithfield";"370 George Washington Highway, Unit 3";"RI";"Smithfield";2917;"(401) 349-3010";;;109;"Center";"https://exceed.ri.gov/program-search-details/650";"Lori Mostecky";"Information  by program";"Not Applicable";"None";;;0;"No";"DHS";"No";6/4/2020;"http://www.AChildsUniversity.com";"Nationally accredited early childhood school offering kindergarten, prekindergarten, and preschool as well as infant and toddler programs.";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";;;"2 months - 4 years, 3 - 5 years"
677;"Diane Lacroix";"130 Crescent Rd";"RI";"Pawtucket";2861;"(401) 725-2004";;;6;"Home";"https://exceed.ri.gov/program-search-details/677";"Diane Lacroix";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/11/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
678;"Learning Brooke ECE Center";"1170 Pontiac Avenue";"RI";"Cranston";2920;"(401) 941-3705";;;108;"Center";"https://exceed.ri.gov/program-search-details/678";"Lia Smith";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;0;"No";"DHS";"Yes";6/1/2020;"http://www.learningbrooke.com";"This program has not yet provided this information.";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";;;"2 months - 4 years, 3 - 5 years"
686;"Totally Kids School Age Adventures";"9 Messer Street";"RI";"Warwick";2886;"(401) 732-8751";;;99;"Center";"https://exceed.ri.gov/program-search-details/686";"sandra Henry";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;0;"N/A";"DHS";"Yes";6/4/2020;"http://www.totallykids-cc.com";"we provide care for school age children - before and after school, days off, vacations and summers. Our school year program includes homework help, gym activities, gross motor, crafts, science fun, cooking, group games and more.  Additionally in the summer we go on weekly field trips, have fun Fridays, cool off on our waterslide, perform group challenges and have fun.";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";;;"5+ years"
693;"Pawtucket YMCA-Darlington Center";"1080 NEWPORT AVENUE";"RI";"Pawtucket";2860;"(401) 207-7232";;;72;"Center";"https://exceed.ri.gov/program-search-details/693";"Courtenay Good";"Financial Aid,CCAP";"Not Applicable";"None";"Dinner";"Spanish";0;"N/A";"DHS";"Yes";6/3/2020;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"5+ years"
702;"Pawtucket Family YMCA";"20 Summer Street";"RI";"Pawtucket";2860;"(401) 207-7232";;;246;"Center";"https://exceed.ri.gov/program-search-details/702";"Courtenay Good";"Financial Aid,CCAP";"Not Applicable";"None";"Dinner";"Spanish";0;"N/A";"DHS";"Yes";6/3/2020;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"5+ years"
713;"Guillermina Rodriguez";"69 Calla Street";"RI";"Providence";2905;"(401) 421-4945";;;6;"Home";"https://exceed.ri.gov/program-search-details/713";"Guillermina Garcia";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack,Dinner";"Spanish";0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"05:30 AM - 04:00 PM";"05:30 AM - 04:00 PM";"05:30 AM - 04:00 PM";"05:30 AM - 04:00 PM";"05:30 AM - 04:00 PM";;;"All age groups"
745;"Lori Accardi";"1 Proto Lane";"RI";"Bristol";2809;"(401) 245-6331";;;6;"Home";"https://exceed.ri.gov/program-search-details/745";"Lori Accardi";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1109;"Pleasant View School";"50 Obediah Brown Road";"RI";"Providence";2909;"(401) 270-8057";;;;"School";"https://exceed.ri.gov/program-search-details/1109";"Kimberly OConnell";"Information  by program";"Not Applicable";"None";"Breakfast,Lunch";"Spanish";0;"No";"Basic Education Program";"No";6/9/2020;"https://www.providenceschools.org/pleasantview";"Providence pre-kindergarten program at Pleasant View is comprised of 11 pre-kindergarten classes.  There are 5 inclusion English classrooms, 2 bilingual inclusion classrooms, one ESL inclusion classroom, and 3 self-contained small classes.";"8:00am - 2:15pm";"8:00am - 2:15pm";"8:00am - 2:15pm";"8:00am - 2:15pm";"8:00am - 2:15pm";;;"3 - 5 years"
1114;"Fort Barton School";"117 Neck Road";"RI";"Tiverton";2878;"(401) 792-9420";;;;"School";"https://exceed.ri.gov/program-search-details/1114";"Anne Marie  McAndrews";"Information  by program";"Not Applicable";"None";;;0;"No";"Basic Education Program";"No";6/3/2020;"http://www.tivertonschools.org";"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
1115;"Pocasset School";"242 Main Road";"RI";"Tiverton";2878;"(401) 624-6654";;;;"School";"https://exceed.ri.gov/program-search-details/1115";" ";"Information  by program";"Not Applicable";"None";;;0;"No";"Basic Education Program";"No";6/3/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
1119;"Maisie E. Quinn Elementary School";"1 Brown Street  West";"RI";"Warwick";2893;"(401) 822-8456";;;;"School";"https://exceed.ri.gov/program-search-details/1119";" ";"Information  by program";"Not Applicable";"None";;;0;"No";"Basic Education Program";"No";6/22/2020;"http://www.westwarwickpublicschools.com";"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
1120;"Greenbush Elementary School";"127 GREENBUSH ROAD  West";"RI";"Warwick";2893;(401) 822-8454;;;;"School";"https://exceed.ri.gov/program-search-details/1120";"Debra Heroux";"Information  by program";"Not Applicable";"None";;;0;"No";"Basic Education Program";"No";6/22/2020;"http://www.westwarwickpublicschools.com/education/school/school.php";"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
1121;"Wakefield Hills Elementary School";"505 Wakefield Street  West";"RI";"Warwick";2893;"(401) 822-8452";;;;"School";"https://exceed.ri.gov/program-search-details/1121";" ";"Information  by program";"Not Applicable";"None";;;0;"No";"Basic Education Program";"No";6/22/2020;"http://www.westwarwickpublicschools.com/education/school/school.php?sectiondetailid=58&amp;linkid=nav-me";"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
1122;"Governor Aram J. Pothier School";"420 Robinson Street";"RI";"Woonsocket";2895;"(401) 767-4767";;;;"School";"https://exceed.ri.gov/program-search-details/1122";"Mary Beth Zupaniski";"Information  by program";"Not Applicable";"None";"Breakfast,Lunch";;0;"No";"Basic Education Program";"No";5/31/2020;;"This program has not yet provided this information.";"08:45 AM - 02:45 PM";"08:45 AM - 02:45 PM";"08:45 AM - 02:45 PM";"08:45 AM - 02:45 PM";"08:45 AM - 02:45 PM";;;"3 - 5 years"
1124;"Hugh Cole School";"50 Asylum Road";"RI";"Warren";2885;"(401) 253-4000 x5124";;;;"School";"https://exceed.ri.gov/program-search-details/1124";"Michelle Cordeiro";"Information  by program";"Not Applicable";"None";;;0;"No";"Basic Education Program";"No";6/12/2020;"https://www.bwrsd.org/Domain/10";"At Hugh Cole School, we have two preschool classrooms where children of Bristol and Warren learn and grow.  Our classrooms are integrated, servicing students of all abilities.";"08:15 AM - 03:00 PM";"8:15am - 3:00pm";"8:15am - 3:00pm";"8:15am - 3:00pm";"8:15am - 3:00pm";;;"3 - 5 years"
1150;"Cheryl Lally";"202 Marlow Street";"RI";"Cranston";2920;"(401) 943-6731";;;8;"Home";"https://exceed.ri.gov/program-search-details/1150";"Cheryl Lally";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/2/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1153;"Montessori Community School of RI";"73 Stanwood Street";"RI";"Providence";2907;"(401) 654-4540";;;38;"Center";"https://exceed.ri.gov/program-search-details/1153";"Amy Borak";"Financial Aid,CCAP";"Not Applicable";"None";;"Portuguese,Spanish";0;"N/A";"DHS";"Yes";6/1/2020;"http://www.mcsri.org";"Montessori Community School of RI (MCS RI) is a socio-economically diverse early childhood education center serving children, ages 12 months to 5 years old. Located in the South Side of Providence, MCS RI is the only Montessori school in Rhode Island that serves all children regardless of their family's financial status. MCS RI is an alternative educational option, offering a child-centered, hands-on learning experience and a vibrant arts and nature based curriculum.     Mission: Montessori Community School of RI is a socioВ­-economically diverse school that inspires children to cultivate confidence, inner discipline, a love of learning, and a spirit of connectedness. We honor the uniqueness and innate goodness of each child, and empower him or her to develop skills at the periods of greatest readiness. Child by child, we nurture individual growth and build community within an environment that is adaptive, stimulating, challenging and supportive.  ";"8:00am - 5:00pm";"8:00am - 5:00pm";"8:00am - 5:00pm";"8:00am - 5:00pm";"8:00am - 5:00pm";;;"2 months - 4 years, 3 - 5 years"
771;"Elizabeth Orellana";"88 Barrows St";"RI";"Providence";2909;"(401) 942-3690";;;14;"Home";"https://exceed.ri.gov/program-search-details/771";"Elizabeth Orellana";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
816;"Ana Roque";"10 Princess Pine Rd";"RI";"Lincoln";2865;"(401) 727-0979";;;6;"Home";"https://exceed.ri.gov/program-search-details/816";"Ana Roque";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
848;"Aim High Early Learning Center";"3355 South County Trail";"RI";"East Greenwich";2818;"(401) 886-7827";;;52;"Center";"https://exceed.ri.gov/program-search-details/848";"Susan  Cole";"CCAP";"Not Applicable";"None";;;0;"No";"DHS";"Yes";6/2/2020;"http://aimhighacademy.com";"The Aim High Early Learning Center is a licensed preschool that operates on an academic school year schedule.  Aim High offers half day, full day and extended day options.  Included in the curriculum are structured gymnastics classes run in our state of the art  gymnastics facility.  Aim High educates both the mind and body while children are immersed in a nurturing environment facilitated by our Early Childhood Certified Teachers.";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";"7:30am - 5:30pm";;;"3 - 5 years, 5+ years"
890;"Mother's Morning Out";"50 Orchard Avenue";"RI";"Providence";2906;"(401) 374-3368";;;20;"Center";"https://exceed.ri.gov/program-search-details/890";"Polly Danyla";"Information  by program";"Not Applicable";"None";;"French,Spanish";0;"No";"DHS";"No";6/3/2020;"http://mmolittleschool.com";"MotherвЂ™s Morning Out (MMO) program provides a nurturing , safe and stimulating environment where a young childвЂ™s development and learning are supported.  Curriculum activities are planned to meet the needs of the вЂњwhole childвЂќ, which include spiritual, intellectual, social-emotional and physical are implemented by competent teachers with the use of age appropriate materials and meaningful experiences.  The child centered program includes both teacher directed activities, quiet and active experiences and the recognition that learning occurs in both formal and informal ways.  The staff at MotherвЂ™s Morning Out works as a team to meet the needs of the children with the support of the families, community and DCYF staff of Rhode Island.  MotherвЂ™s Morning Out is a place where children are loved and valued.  PROGRAM: Our program is dedicated to the growth and development of the individual child in the areas of language, gross and fine motor skills, self-concept, socialization, emotional maturity, science, music and art.  Play is childrenвЂ™s work.  Each room is full of centers with toys, books, pictures, dress-up clothes, science and art materials.  Cognitive, social and emotional development  Gross motor development/Fine motor development  Art/Science  Music Together paired with Creative Movement  Circle Time   Active Time (outdoor activity, centers, Cooking, Creative Movement)   ";"8:30am - 3:00pm";"8:30am - 3:00pm";"8:30am - 3:00pm";"8:30am - 3:00pm";"8:30am - 3:00pm";;;"3 - 5 years, 1 - 4 years"
896;"Playground Prep LLC";"1635 Division Road";"RI";"East Greenwich";2818;"(401) 738-7546";;;57;"Center";"https://exceed.ri.gov/program-search-details/896";"Shannon McMahon";"Information  by program";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;0;"No";"DHS";"No";6/8/2020;"http://www.playgroundprep.com";"Early Education Adventure   Preschool  Child Care Center";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
899;"Once Upon a Time Academy LLC.";"2072 Mineral Spring Avenue";"RI";"North Providence";2911;"(401) 231-5332";;;38;"Center";"https://exceed.ri.gov/program-search-details/899";"Nicole Buco";"Information  by program";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;0;"No";"DHS";"No";6/8/2020;"http://www.onceuponatimeacademy.com";"This program has not yet provided this information.";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";;;"3 - 5 years"
900;"The Garden Playschool";"84 Cutler Street #1";"RI";"Warren";2885;"(401) 289-2895";;;56;"Center";"https://exceed.ri.gov/program-search-details/900";"Analee Berretto";"Information  by program";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;0;"No";"DHS";"No";6/8/2020;;"Preschool &amp; Childcare for children ages 18mos - 5years. Based on The Creative Curriculum for Preschool and RI Early Learning Standards.";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";"7:00am - 5:30pm";;;"3 - 5 years, 1 - 4 years"
904;"Deniese Jones";"54 Elm St";"RI";"Westerly";2891;"(401) 932-1322";;;6;"Home";"https://exceed.ri.gov/program-search-details/904";"Deniese Jones";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/4/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
52;"Julianne Hopgood";"40 Indian Hill Rd";"RI";"Warwick";2886;"(401) 824-4784";;;8;"Home";"https://exceed.ri.gov/program-search-details/52";"Julianne Hopgood";"Information  by program";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;0;"N/A";"DHS";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
65;"Denise Pirraglia";"3 Aurora Dr";"RI";"Cumberland";2864;"(401) 333-5301";;;8;"Home";"https://exceed.ri.gov/program-search-details/65";"Denise Pirraglia";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4091;"No Name Found!";;"RI";;;(401) 270-8179;;;;"School";"https://exceed.ri.gov/program-search-details/4091";;"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4092;"Arlington School";"155 Princess Ave";"RI";"Cranston";2920;"(401) 270-8057";;;;"School";"https://exceed.ri.gov/program-search-details/4092";"Kimberly O'Connell";"Information  by program";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";"8:50am - 3:10pm";"8:50am - 3:10pm";"8:50am - 3:10pm";"8:50am - 3:10pm";"8:50am - 3:10pm";;;"3 - 5 years"
4093;"No Name Found!";;"RI";;;(401) 729-6260;;;;"School";"https://exceed.ri.gov/program-search-details/4093";;"Information  by program";"Not Applicable";"None";;;0;"N/A";"Basic Education Program";"No";6/22/2020;;"This program has not yet provided this information.";;;;;;;;"3 - 5 years"
4094;"Nathanael Greene School";"285 Smithfield Ave";"RI";"Pawtucket";2860;"(401) 729-6387";;;36;"School";"https://exceed.ri.gov/program-search-details/4094";"Donna Sawyer";"Information  by program";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"American,Sign,Language,Creole,Portuguese,Spanish";0;"N/A";"Basic Education Program";"No";6/11/2020;;"This program has not yet provided this information.";"8:15am - 2:15pm";"8:15am - 2:15pm";"8:15am - 2:15pm";"8:15am - 2:15pm";"8:15am - 2:15pm";;;"3 - 5 years"
4095;"Happy Hearts Learning - Cottage";"2608 South County Trail";"RI";"East Greenwich";2818;"(401) 885-1017";;;15;"Center";"https://exceed.ri.gov/program-search-details/4095";"Pamela Noble";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/8/2020;;"This program has not yet provided this information.";;"8:45am - 12:45pm";"8:45am - 12:45pm";"8:45am - 12:45pm";"8:45am - 12:45pm";;;"3 - 5 years"
4098;"Little Learners Academy Cranston";"950 Phenix Ave";"RI";"Cranston";2921;"(401) 714-0088";;;76;"Center";"https://exceed.ri.gov/program-search-details/4098";"Charlene Barbieri";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";"Spanish";0;"N/A";"DHS";"Yes";6/1/2020;"http://littlelearneracademyofcranston.com";"Little Learners Academy is an early childhood center enriching the lives of young children from 6weeks through preschool.  It is our vision that each child who comes through our door joins a community of children, families, and teachers engaged in the joy, work, and wonder of childhood!";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
4105;"Children's Friend @ McAuley Villag";"325 Niagra Street";"RI";"Providence";2907;"(401) 467-3630";;;34;"Center";"https://exceed.ri.gov/program-search-details/4105";"Emilee  Guzman";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"2 months - 4 years, 3 - 5 years"
4141;"Early Foundation Academy LLC";"181 Princess Avenue";"RI";"Cranston";2920;"(401) 286-9987";;;29;"Center";"https://exceed.ri.gov/program-search-details/4141";"Martie Lima";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";0;"N/A";"DHS";"Yes";6/1/2020;"http://earlyfoundationacademy.org";"Early Foundation Academy offers full day Toddler, Preschool, Pre-K and Summer Programs  We provide a high-quality education in an inviting atmosphere where children can experience the Joy of Learning. Our program helps children build self-confidence, learn personal responsibility and grow at their own pace.";"7:30am - 5:00pm";"7:30am - 5:00pm";"7:30am - 5:00pm";"7:30am - 5:00pm";"7:30am - 5:00pm";;;"3 - 5 years, 1 - 4 years"
4154;"Bright Ideas";"1272 West Main Road";"RI";"Middletown";2842;"(401) 849-0055";;;88;"Center";"https://exceed.ri.gov/program-search-details/4154";"Shannon Kelley";"Information  by program";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;0;"N/A";"DHS";"No";6/1/2020;"http://www.brightideaspreschool.com";"Our program provides high quality care and education for children six weeks through five years.  Our curriculum is aligned with the RI Early Learning and Development Standards (REILDS). REILDS combined with our STEAM program offers an enriching and challenging program for all of our children. Our teachers provide assessments three times a year and schedule conferences twice a year.   We have a Halloween Bash, Art Show, Science Fair, and End of Year Carnival every year plus many more activities for families to participate in.";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
4159;"Joan Wyand";"46 Bainbridge Ave";"RI";"Providence";2909;;;;8;"Home";"https://exceed.ri.gov/program-search-details/4159";"Joan Wyand";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/19/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4669;"Ashley Kerstetter";"8 Ledo Street";"RI";"Coventry";2816;"(401) 823-1854";;;6;"Home";"https://exceed.ri.gov/program-search-details/4669";"Ashley Kerstetter";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/11/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4670;"Yuli Reyes de Dorrejo";"60 Eliza Street";"RI";"Providence";2909;"(401) 942-4520";;;6;"Home";"https://exceed.ri.gov/program-search-details/4670";"Yuli Reyes de Dorrejo";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4676;"Marta San Martino";"44 Woodridge Road";"RI";"Narragansett";2882;"(407) 789-6084";;;6;"Home";"https://exceed.ri.gov/program-search-details/4676";"Marta San Martino";"Information  by program";"Not Applicable";"None";;;0;"N/A";"DHS";"No";6/18/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4686;"Eva Carrasquilla";"39 Vandewater Street";"RI";"Providence";2908;"(401) 537-7909";;;5;"Home";"https://exceed.ri.gov/program-search-details/4686";"Eva Carrasquilla";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4727;"Neusa Coutinho";"142 Hawkins Street";"RI";"Providence";2908;"(401) 273-8684";;;6;"Home";"https://exceed.ri.gov/program-search-details/4727";"Neusa Coutinho";"CCAP";"Not Applicable";"None";;;0;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
