"Provider Id";"Complaint Received";"Requirement";"Description";"Allegation Description";"Plan to Correct";"Allegation Findings"
"K820052998";"7/15/2019";"340:110-3-86(b)(2)";"Accessibility of ponds, pools, and hot tubs. No ponds, pools, or hot tubs are left accessible to children.";"** Serious Non-Compliance** Home Environment: Ponds, pools, or hot tub was left accessible to children.";"We got ride of it when Licensing told us to. We won't use them again.";"Substantiated"
"K820035250";"9/27/2019";"340:110-3-85(a)(2)(B)(iii)";"observation of children 1 year of age and older at least every 15 minutes while in cribs and playpens.";"Supervision- personnel were not observing infants at least every 15 minutes while in cribs and playpens";"Plan has been implemented with a form to log when infants are being checked on. Staff must check on infants every 15 minutes and post time checked on log sheet for each infant Implement start date: 11/18/19";"Substantiated"
"K820035250";"9/27/2019";"340:110-3-85(a)(2)";"Care and supervision. The caregiver provides children's care and supervision at all times, both indoors and outdoors.";"Supervision- Children were not being supervised at all times while outside";"Child will only sit on front porch with a caregiver attending them. Then only as situations dictate it is needed. Children were never allowed outside without adult caregivers present on playground area in back";"Substantiated"
"K820055342";"10/8/2020";"340:110-3-82(c)(1)";"Children are not accepted into care until DHS permission is obtained.";"Unlicensed- unlicensed child care.";"Worked with Licensing to become a licensed family child care home.";"Substantiated"
"K830055353";"12/11/2020";"340:110-3-288(c)(2)(C)";"yelling at a child out of anger or using harsh or profane language;";"3. Behavior & Guidance/Discipline: A teacher was yelling and screaming at the children.";"Notice to Comply completed with following plan of correction: The teacher was terminated from the program.";"Substantiated"
"K830051354";"9/11/2018";"340:110-3-284(c)(2)(C)";"demonstrate good judgment as evidenced by prudent and responsible behavior that reasonably ensures the health and safety of children;";"Staff: One staff person appeared to be intoxicated while caring for children.";"The staff person was terminated and will not return to the facility";"Substantiated"
"K820054729";"2/8/2019";"340:110-3-82(a)";"License required. No child care program may be legally operated or maintained in the State of Oklahoma after June 20, 1964, unless licensed by unless licensed by the Oklahoma Department of Human Services (DHS).";"Unlicensed - providing care without a license";"Ceased care";"Substantiated"
"K820049949";"9/3/2019";"340:110-3-85(a)(2)(B)(ii)";"observation of infants at least every 15 minutes while awake or sleeping; and";"3. Supervision - At nap time Caregiver puts children, including infants, in 1 room and closes door. SERIOUS NON-COMPLIANCE";"Provider stated she would set a timer on her phone to remember to check on infants every 15 minutes while infants are in pack n plays.";"Substantiated"
"K820049949";"9/3/2019";"340:110-3-85(a)(2)(B)";"Supervision of children means observing, overseeing, and guiding a child or group of children, including:";"5. Supervision - Caregiver sleeps while children are napping. SERIOUS NON-COMPLIANCE";"Provider stated she would get up and move if she finds herself getting sleepy while children are napping";"Substantiated"
"K830055375";"6/16/2021";"340:110-3-284(c)(2)(C)";"demonstrate good judgment as evidenced by prudent and responsible behavior that reasonably ensures the health and safety of children;";"2. Additional Non-compliance discovered during the course of the investigation; (SERIOUS) General qualifications, responsibilities, and professional development: Teacher responsible for children demonstrated poor judgement when engaged in other activities and cell phone and not supervising children that resulted in not ensuring the safety of children.";"The owner will have a staff meeting and review requirements, expectations with children and including staff interacting and communicating with other staff. Program policy on teacher best practices regarding personnel activities and ensuring children are supervised at all times.";"Substantiated"
"K820055247";"3/16/2020";"340:110-3-82(a)";"License required. No child care program may be legally operated or maintained in the State of Oklahoma after June 20, 1964, unless licensed by unless licensed by the Oklahoma Department of Human Services (DHS).";"Unlicensed - Caring for children without a license.";"Ms. Appel stated that she will only be watching the child two days a week, which comes to less than 15 hours a week.";"Substantiated"
"K820054614";"10/19/2018";"340:110-3-82(a)";"License required. No child care program may be legally operated or maintained in the State of Oklahoma after June 20, 1964, unless licensed by unless licensed by the Oklahoma Department of Human Services (DHS).";"1. Unlicensed: Unlicensed care is being provided in caregiver's home.";"Provider stated she will not care for children in total over 15 hours a week.";"Substantiated"
"K820054973";"2/16/2021";"340:110-3-85(h)(2)(A)(ii)";"individuals caring for children alone, on or off of the premises, including during transportation; and";"2) Personnel: Individuals caring for children alone do not have CPR/First Aid. ****Serious Non-Compliance****";"Individual is going on the Red Cross Website to enroll in a class for CPR/First Aid. The individual will have the class completed by 2/26/2021.";"Substantiated"
"K830022488";"7/30/2021";"340:110-3-287(a)";"Supervision. Supervision means the function of observing, overseeing, and guiding a child or group of children, including an awareness of, and responsibility for the ongoing activity of each child, and being near enough to intervene when needed. The program is required to maintain supervision at all times.";"Supervision: Personnel is not adequately supervising children in locker room area.****Serious Non-compliance****";"Children will be sent into the bathroom one by one with staff standing by after a certain three to five minutes staff will knock informing child, staff is entering to check on their safety and aid in helping child if needed.";"Substantiated"
"K830020221";"11/13/2019";"340:110-3-288(c)(1)(A)";"actions that could cause pain, such as shaking, striking, spanking, swatting, thumping, pinching, popping, shoving, spatting, hair pulling, yanking, and slamming;";"inappropriate discipline/physical-serious";"Director informed management, staff was suspended after suspended they resigned. Management met with other staff and then set up and held Conscious Discipline trainings.";"Substantiated"
"K830020221";"11/13/2019";"340:110-3-288(c)(1)(F)";"restraining a child by any means other than holding and then for only as long as necessary for the child to regain self-control.";"inappropriate discipline/restraining-serious";"Director informed management, staff was suspended after suspended they resigned. Management met with other staff and then set up and held Conscious Discipline trainings.";"Substantiated"
"K820055320";"6/19/2020";"340:110-3-82(a)";"License required. No child care program may be legally operated or maintained in the State of Oklahoma after June 20, 1964, unless licensed by unless licensed by the Oklahoma Department of Human Services (DHS).";"Unlicensed";"Ceased care.";"Substantiated"
"K830053368";"6/7/2021";"340:110-3-287(d)";"Kitchen. Children are restricted from the kitchen, unless part of a planned, supervised activity.";"Supervision: Child was in kitchen area with director helping prepare lunch. Child was burned from the oven.";"All staff signed statement showing they were aware that children are not allowed in kitchen. Employee only sign posted.";"Substantiated"
"K830053368";"6/7/2021";"340:110-3-280(d)(1)(E)";"an injury that may need evaluation by a physician;";"Reporting: injury was not reported to licensing by provider.";"Director of policy and will comply in future.";"Substantiated"
"K830053368";"6/7/2021";"340:110-3-281.4(b)(1)(A)";"completed by the parent prior to the first day of attendance; and";"Additional Non-Compliance Observed during investigation: Child Records: Child Information forms were not completed prior to the first day of attendance.";"Director aware and forms will be completed prior to attendance. The forms on child in question are on file currently.";"Substantiated"
"K820031117";"8/20/2019";"340:110-3-86(b)(4)";"Wading pools. The use of portable wading pools is prohibited.";"Water Activities -- The program is making use of prohibited water equipment.";"The provider had the wading pool removed after childcare hours on 8/20/19 and licensing conducted a follow up visit on 8/21/19 and verified the pool was gone.";"Substantiated"
"K820055090";"11/18/2019";"340:110-3-82(a)";"License required. No child care program may be legally operated or maintained in the State of Oklahoma after June 20, 1964, unless licensed by unless licensed by the Oklahoma Department of Human Services (DHS).";"Facility operating unlicensed care to children";"Facility has applied to become licensed";"Substantiated"
"K820033365";"4/21/2021";"340:110-3-92(b)(1)";"subjecting children to punishment of a physical nature, such as shaking, striking, spanking, biting, swatting, thumping, pinching, popping, shoving, spatting, yanking, hair pulling, slamming, excessive exercise, or any cruel treatment that may cause pain;";"Behavior and Guidance (serious)- primary caregiver spanked a child with a belt.";"I will not spank or threaten to spank the children. The child that is causing the disturbance will be given a warning that this behavior is not acceptable at daycare. If the behavior continue, the child will be removed from daycare room and placed in the hallway to do time out according to age, at this time and discuss about the behavior and what can be done to change the situation. If the behavior continue, the parent will be notified to pick up the child to be removed from daycare.";"Substantiated"
"K820033365";"4/21/2021";"340:110-3-92(b)(2)";"subjecting children to punishment of a psychological nature, such as humiliation, making derogatory or sarcastic remarks about them or their families, or using harsh or profane language, or making actual or implied threats of physical punishment;";"Additional Non-compliance: Behavior and Guidance (Serious)- during the course of the investigation, it was found that the primary caregiver will threaten to spank a child.";"I will not spank or threaten to spank the children. The child that is causing the disturbance will be given a warning that this behavior is not acceptable at daycare. If the behavior continue, the child will be removed from daycare room and placed in the hallway to do time out according to age, at this time and discuss about the behavior and what can be done to change the situation. If the behavior continue, the parent will be notified to pick up the child to be removed from daycare.";"Substantiated"
"K820054989";"8/26/2019";"340:110-3-82(c)(1)";"Children are not accepted into care until DHS permission is obtained.";"Unlicensed: Providing unlicensed care.";"Ceased care.";"Substantiated"
"K820054793";"7/8/2020";"340:110-3-86(c)(3)";"All contact between animals and children is supervised by a caregiver who is close enough to remove the child immediately if the animal shows signs of distress or the child shows signs of treating the animal inappropriately.";"Home Environment-Animals and household pets-child bitten by dog-SERIOUS";"Dog was immediately removed from the home. 7/8/20";"Substantiated"
"K820054793";"7/8/2020";"340:110-3-85(b)(1)";"General. The caregiver is a responsible, mature, healthy adult capable of understanding and complying with licensing requirements, and meeting the needs of children in care. The caregiver demonstrates good judgment, as evidenced by prudent and responsible behavior reasonably ensuring children's health, safety, and well-being.";"Add'l non-compliance found during the course of the investigation-Provider did not demonstrate good judgment that reasonably ensured the health and safety of children-SERIOUS";"Will ensure that any future issues that may arise will be looked into handbook and licensing will be notified for future guidance. 7/8/20";"Substantiated"
"K820054793";"7/8/2020";"340:110-3-85(a)(11)(H)";"24-hours when an animal bites a child and the skin is broken;";"Add'l non-compliance found during the course of the investigation-Notification of Licensing-Provider did not notify licensing within 24 hours when dog bit a child and the skin was broken";"If any future issues arise licensing will be notified at the appropriate time. 7/8/20";"Substantiated"
"K830053766";"4/5/2021";"340:110-3-288(c)(1)(F)";"restraining a child by any means other than holding and then for only as long as necessary for the child to regain self-control.";"*Additional *Serious non-compliance* Program is using inappropriate methods of restraining children outside of holding.";"Center will schedule classes to train teachers on behavioral concerns.";"Substantiated"
"K820049502";"7/25/2019";"340:110-3-86(c)(3)";"All contact between animals and children is supervised by a caregiver who is close enough to remove the child immediately if the animal shows signs of distress or the child shows signs of treating the animal inappropriately.";"Animals - Child was scratched on the face by pet cat.";"Penelope will remain in sons room; it was a misstep and has never happened before and I don't foresee it happening again.";"Substantiated"
"K820053926";"9/14/2018";"340:110-3-85(b)(1)";"General. The caregiver is a responsible, mature, healthy adult capable of understanding and complying with licensing requirements, and meeting the needs of children in care. The caregiver demonstrates good judgment, as evidenced by prudent and responsible behavior reasonably ensuring children's health, safety, and well-being.";"Additional non-compliance found during course of investigation- Caregiver was allowing grandchildren to help with changing diapers.";"I will not let any of my grandkids or any kid help me change a diaper in any way at all. I will be the only person changing diapers at this time unless a coworker is here helping.";"Substantiated"
"K820054583";"5/5/2021";"340:110-3-92(b)(4)";"putting anything in or on a child's mouth as punishment;";"Behavior and Guidance: Provider is putting hot sauce in child's mouth as punishment.";"Provider will not put anything in a child's mouth as a form of punishment and will utilize other methods of discipline such as redirection and time out. Provider will complete a behavior and guidance training within 45 days.";"Substantiated"
"K820031342";"1/2/2020";"340:110-3-85(a)(2)(B)(i)";"awareness of, and responsibility for, the ongoing activity of each child and, being near enough to intervene when needed;";"Supervision: A child was close to a busy highway and provider was not close enough to intervene.";"Primary caregiver states that she will not take the children on walks outside the fence anymore";"Substantiated"
"K820031342";"1/2/2020";"340:110-3-85(b)(1)";"General. The caregiver is a responsible, mature, healthy adult capable of understanding and complying with licensing requirements, and meeting the needs of children in care. The caregiver demonstrates good judgment, as evidenced by prudent and responsible behavior reasonably ensuring children's health, safety, and well-being.";"Personnel: Provider allowed a child to be at an unsafe closeness to a busy highway.";"Primary Caregiver states that she will not take the children on walks outside the fence anymore";"Substantiated"
"K830020959";"1/25/2019";"340:110-3-287(a)";"Supervision. Supervision means the function of observing, overseeing, and guiding a child or group of children, including an awareness of, and responsibility for the ongoing activity of each child, and being near enough to intervene when needed. The program is required to maintain supervision at all times.";"Supervision - General";"Staff will be aware when a parent enters the area. Staff will respond immediately when a parent talks to a child that is not theirs. We are looking to implement a walkie/talkie system in order to keep parents from having contact with kids in our care.";"Substantiated"
"K830020959";"1/25/2019";"340:110-3-280(a)(1)(N)";"a child injury requiring emergency medical attention; and";"Reporting - Next day injury.";"Informing DHS immediately of an injury that requires emergency medical attention.";"Substantiated"
"K830024557";"10/12/2018";"340:110-3-297(a)(1)(B)";"changed promptly when wet or soiled.";"Diapering and Toileting - Not changing diapers when wet or soiled.";"CKLC staff will continue to follow diaper and toileting procedures as required by Child Care Licensing. To ensure that staff is complying with CKLC and Child Care Licensing requirements, management will conduct a periodic check throughout classrooms, assessing daily diapers logs to ensure staff is properly following procedures and meeting children's needs.";"Substantiated"
"K830055043";"1/6/2020";"340:110-3-276(b)(1)";"Required. A program does not operate after June 30, 1964, unless authorized by Licensing per Section 401 et seq. of Title 10 of the Oklahoma Statutes (10 O.S.  401 et seq.), the Oklahoma Child Care Facilities Licensing Act.";"operating with out a licensed";;"Substantiated"
"K830024019";"1/14/2020";"340:110-3-294(g)(5)(A)(i)";"the presence and sight of children during the hours of operation, including off-site;";"Health protection and disease control - teacher used a vape in the classroom in front of children";"Employee is no longer employed with this center; Updated no tobacco policy in handbook to include no smoking, vaping, and/or tobacco products of any kind allowed on the property - each employee read updated handbook and signed off on it; Director highlighted with staff that there will be close supervision of all new personnel by Director and lead teachers; Program posted a ""Quit Now"" flyer from the OK Health Department next to tobacco free property sign; Director held staff meeting reminding staff that teachers are role model and program staff responsibility is to lead by healthy, loving, safe examples.";"Substantiated"
"K820055112";"12/13/2019";"340:110-3-82(a)";"License required. No child care program may be legally operated or maintained in the State of Oklahoma after June 20, 1964, unless licensed by unless licensed by the Oklahoma Department of Human Services (DHS).";"Unlicensed";"Ceased care by end of current business day. Licensing received a request for license and all needed documentation.";"Substantiated"
"K820054412";"3/29/2021";"340:110-3-85(a)(2)(B)(i)";"awareness of, and responsibility for, each child's ongoing activity and, being near enough to intervene when needed;";"SERIOUS: Supervision - Child and Animal contact was not supervised resulting in child sustaining a dog bite.";"Children will not be left unsupervised at any time with animals. The animal in question is no longer allowed around children.";"Substantiated"
"K820054412";"3/29/2021";"340:110-3-86(c)(2)";"Animals are in good health, do not show evidence of carrying disease, are friendly, and do not present a threat to the health, safety, and well-being of children.";"Animals - Dog bit a child.";"He will have his own pen outside with mesh over the fence to keep small children from putting their hands through. If he should be inside, he will stay in the master bedroom. If he should need to use the rest room, he will be leashed an walked out through the garage behind the gates used to close off that side of the house.";"Substantiated"
"K820054412";"3/29/2021";"340:110-3-86(c)(4)";"Documentation of current rabies vaccinations administered by a licensed veterinarian for dogs and cats is filed on the premises.";"Animals - Animal has expired rabies vaccination.";"I will keep shots for animals in date.";"Substantiated"
"K820039165";"7/30/2020";"340:110-3-85(c)(1)(C)";"personnel applicants, prior to hire; however, the program may hire individuals, when:";"FOUND DURING THE COURSE Background Investigation- Adult without criminal history, left alone with children.";"Provider stated that she will no longer leave children alone in the home with any adult that does not have a completed background check.";"Substantiated"
"K830023166";"2/11/2020";"340:110-3-284(c)(2)(C)";"demonstrate good judgment as evidenced by prudent and responsible behavior that reasonably ensures the health and safety of children;";"Additional Non-Compliance-Staff Judgment: During the course of the investigation it was found that staff in charge were not demonstrating good judgment.";"The staff in question is no longer working with infants/toddlers. Until further notice the staff in question is not to be left alone in a classroom with children. She is also required by our agency to take additional training in Child Development with an emphasis on Teacher/Child interactions.";"Substantiated"
"K820054807";"12/31/2019";"340:110-3-86(e)";"Overnight care. Overnight care can only be provided by a caregiver who is licensed at his or her primary residence.";"During the course of the investigation, Licensing determined that overnight care being provided in a non-primary residence.";"Due by 2/24/20. Received on 3/6/20 - Alternative Compliance granted on 2/26/20 for caregiver to provide overnight care.";"Substantiated"
"K820054807";"12/31/2019";"340:110-3-88(c)(1)";"Identification and health records include:";"During the course of the investigation, Licensing determined that Child Information forms are not complete with required information and Immunizations/Exemption records are not available for daycare children.";"Due by 2/24/20. Received on 3/6/20 - Alternative Compliance granted on 2/26/20 for Child Records.";"Substantiated"
"K820054807";"12/31/2019";"340:110-3-97(b)(3)";"Care of children, including naptime, is not provided for children three years or younger on any floor above ground level.";"During the course of the investigation, Licensing determined that the second story of facility was used for sleep by children 3-years-old and younger.";"Due by 2/24/20. Received on 3/6/20 - Children do not & have not been upstairs, especially overnight care. Will continue to not have children (3 & under) upstairs in my care. (PENDING REVISION)";"Substantiated"
"K830051581";"4/8/2021";"340:110-3-286(a)";"Ratios. Ratios mean the number of teaching personnel required to be physically present with a child or group of children per Oklahoma Administrative Code (OAC) 340 Appendix GG - Ratios and Group Sizes. Only teaching personnel count in ratios, unless the requirements specifically state otherwise. The program is required to maintain ratios at all times.";"Ratios - The program is not maintaining proper staff-child ratio at all times.";"The Plan of Correction for the program states: We have hired new staff, employees arrive in the AM within 30 minutes of one another to open all classrooms in order to maintain ratios and allow children to remain in their own classrooms.";"Substantiated"
"K820016174";"10/15/2018";"340:110-3-86(a)(3)";"Maintenance. The home is in a good state of repair and maintained in a clean and sanitary condition, with operable utilities.";"Bed bugs are present in the home.";"The program threw out the couch, where the bug was seen. The program removed all the furniture in the home when the bug was seen. The program purchased a treatment that is currently being used to continue to treat. Parents are not permitted to bring bags into the program, as it is believed the bug came into the program in someone's bag. The program shampoos the carpets twice a month, all linen in the program is washed every Monday, Wednesday, and Friday. The program is also washing the coats of the children. The program is checked and treated daily to avoid such an incident from occurring again.";"Substantiated"
"K830053635";"3/31/2021";"340:110-3-288(c)(2)(A)";"humiliating, rejecting, or neglecting a child;";"Discipline - The program is using humiliation as punishment.";"The Plan of Correction created by the program states: Review Behavior consequences with all staff (acceptable forms of correction)";"Substantiated"
"K830053635";"3/31/2021";"340:110-3-288(b)(9)";"Consequences. Personnel use safe, natural, and logical consequences to help children take responsibility for their actions.";"Discipline - The program is not using appropriate consequences with children.";"The Plan of Correction created by the program states: Review acceptable forms of consequences for behavior challenges (taking away privileges should not be a consequence)";"Substantiated"
"K830053635";"3/31/2021";"340:110-3-284(c)(2)(C)";"demonstrate good judgment as evidenced by prudent and responsible behavior that reasonably ensures the health and safety of children;";"Staff Judgment - The program is not demonstrating good judgment as evidenced by prudent and responsible behavior that reasonably ensures the health and safety of children.";"The Plan of Correction created by the program states: Review supervision policies with all staff";"Substantiated"
"K830053635";"3/31/2021";"340:110-3-280(d)(1)(E)";"an injury that may need evaluation by a physician;";"Parent communication - The program is not immediately contacting parents regarding injuries that may require medical attention.";"The Plan of Correction created by the program states: Review call policy with Administration - staff -all head injuries require call to parents immediately + other injuries requirements a doctor's evaluation";"Substantiated"
"K830053635";"3/31/2021";"340:110-3-280(a)(1)(N)";"a child injury requiring emergency medical attention; and";"Additional Non-Compliance Found During Investigation: The program is not reporting injuries that require emergency medical attention to Licensing.";"The Plan of Correction created by the program states: Report injuries that requirement medical attention to DHS";"Substantiated"
"K830024703";"1/15/2020";"340:110-3-286(a)";"Ratios. Ratios mean the number of teaching personnel required to be physically present with a child or group of children per Oklahoma Administrative Code (OAC) 340 Appendix GG - Ratios and Group Sizes. Only teaching personnel count in ratios, unless the requirements specifically state otherwise. The program is required to maintain ratios at all times.";"Staff Child Ratios - (Serious) - Staff child ratios were not being met during early morning hours.";"Ratios were corrected after licensing arrived. Ratios will be maintained at all times. Children in care at the program will be in classrooms counting in ratio with a staff person.";"Substantiated"
"K830024703";"1/15/2020";"340:110-3-287(a)";"Supervision. Supervision means the function of observing, overseeing, and guiding a child or group of children, including an awareness of, and responsibility for the ongoing activity of each child, and being near enough to intervene when needed. The program is required to maintain supervision at all times.";"Supervision - (Serious) - Children were not being properly supervised.";"This was corrected after licensing arrived. Staff will maintain supervision at all times for children in care at the program.";"Substantiated"
"K820054254";"9/14/2020";"340:110-3-85(a)(2)";"Care and supervision. The caregiver provides children's care and supervision at all times, both indoors and outdoors.";"SERIOUS- Supervision: The program is not supervising children at all times, including during outdoor play time";"Ensure that kids are accountable by sight at all times.";"Substantiated"
"K820054254";"9/14/2020";"340:110-3-87(b)";"Written permission. The primary caregiver maintains on file written permission from the parent or guardian to transport children.";"Non-compliance found during course of investigation- SERIOUS- Transportation";"I will find a substitute teacher to be in charge of kids when is required.";"Substantiated"
"K820054254";"9/14/2020";"340:110-3-85(a)(5)(B)";"Assistant caregiver. When an assistant caregiver is employed to meet the required staff to child ratio, the assistant caregiver must be a responsible, mature, and healthy individual at least 16 years of age. The caregiver is prohibited from leaving children alone in the care of individuals younger than 18 years of age.";"Additional non-compliance found during course of investigation: Caregiver responsibilities";"Enforce DHS rules and regulation by personnel proper training.";"Substantiated"
"K830023424";"3/20/2020";"340:110-3-288(c)(1)(C)";"putting anything in or on a child's mouth;";"Serious-Inappropriate Discipline";"Director states that they will follow these guidelines: Infant/Toddler Teacher in complaint will always have a second person present and only be allowed to work alone if it is with children 4-5 years old; Owner will visit/monitor the Infant Room regularly; Owner will look at videos for the Infant Room that they have for the past 30 days as that is how far as the video can be held and ensure that they don't see anything else concerning during this time frame; Director will look for a class/course for working specifically with Infants and their Behaviors, Personalities, Rest Time, and/or Temperament. These are the key words for looking for a class for the Infant/Toddler on complaint and possibly the other teachers that work with the younger children.";"Substantiated"
"K830054929";"5/18/2020";"340:110-3-287(a)";"Supervision. Supervision means the function of observing, overseeing, and guiding a child or group of children, including an awareness of, and responsibility for the ongoing activity of each child, and being near enough to intervene when needed. The program is required to maintain supervision at all times.";"Supervision - Program did not maintain supervision at all times.";;"Substantiated"
"K830054929";"5/18/2020";"340:110-3-286(a)";"Ratios. Ratios mean the number of teaching personnel required to be physically present with a child or group of children per Oklahoma Administrative Code (OAC) 340 Appendix GG - Ratios and Group Sizes. Only teaching personnel count in ratios, unless the requirements specifically state otherwise. The program is required to maintain ratios at all times.";"Additional non-compliance found during the course of the investigation: Ratios- program is not maintaining ratios at all times.";;"Substantiated"
"K820036929";"6/6/2019";"340:110-3-85(c)(1)(E)";"adults living in the facility, prior to authorization to operate or moving into the facility of an existing program. This includes children, who become 18 years of age while living in the facility; and";"additional noncompliance found during the course of the investigation: Background investigation- Adults living in the facility prior to moving into the facility does not have complete background investigations.";"Notice to Comply mailed out, requested back on 07/31/2019 Notice to Comply in file cabinet. Plan of correction: Admittedly my daughter decided to come home from college for the summer, and my daughter's husband would occasionally come and spend the nigh when not working as a camp counselor for the Catholic Church. I sincerely apologize for this oversight & will submit and process their background checks as soon as possible.";"Substantiated"
"K820036929";"6/6/2019";"340:110-3-93(h)";"Infant car seats. Infants are not permitted in infant car seats except during emergency drills, transportation, and arrival and departure with parents.";"Additional non-compliance found during the course of the investigation:Infants toddlers twos- Infants are permitted in infant car seats during arrival and departure without parents being present";"Notice to Comply mailed out, requested back on 07/31/2019 Copy of Notice to Comply in file cabinet. Plan of Correction: I was honest and openly admitted that I have parents call me when they are in the neighborhood asking that I place their child in the car seat so they could simply ""grab and go"" when they arrive. I have informed them that is not acceptable for DHS and will no longer be able to do so. I have taken training related to this subject and I will follow the regulations and the letter.";"Substantiated"
"K820047338";"7/8/2019";"340:110-3-85(b)(1)";"General. The caregiver is a responsible, mature, healthy adult capable of understanding and complying with licensing requirements, and meeting the needs of children in care. The caregiver demonstrates good judgment, as evidenced by prudent and responsible behavior reasonably ensuring children's health, safety, and well-being.";"Staff - Judgment - Serious";"My son's background check is completed. I will make sure I stay on top of this in the future. I will also make sure showers are taken before or after hours.";"Substantiated"
"K820049032";"10/15/2020";"340:110-3-92(a)(10)";"uses ""time-out"" periods only as necessary to enable the child to gain control of himself or herself. Time-out periods do not exceed five minutes. No more than one minute of time-out for each year of a child's age is recommended. Time-out periods are not required to be completed should the child regain control.";"Behavior & Guidance- During the course of the investigation, Licensing determined that children sit in time-out for up to 15 minutes.";"Due by 11/19/20. Received on 11/23/20- Children will never sit in time out over 5 minutes or one minute per each year of their age.";"Substantiated"
"K830024870";"2/12/2020";"340:110-3-288(c)(1)(A)";"actions that could cause pain, such as shaking, striking, spanking, swatting, thumping, pinching, popping, shoving, spatting, hair pulling, yanking, and slamming;";"SERIOUS: Discipline - Staff member grabbed child's face.";"Received 3/6/20- ""I spoke with the teacher. While she says that she only touched her chin to have the child look at her, we discussed alternative ways to communicate with the child.""";"Substantiated"
"K830024870";"2/12/2020";"340:110-3-288(b)(9)";"Consequences. Personnel use safe, natural, and logical consequences to help children take responsibility for their actions.";"Discipline - Child was made to clean toilet containing sewage.";"Received 3/6/20- ""I spoke with the teacher immediately after the incident. While the teacher did feel it was a natural consequence, we discussed why it was not a safe or sanitary consequence. The teacher will abide by regulations for discipline from now on.""";"Substantiated"
"K820044247";"9/28/2018";"340:110-3-85(b)(1)";"General. The caregiver is a responsible, mature, healthy adult capable of understanding and complying with licensing requirements, and meeting the needs of children in care. The caregiver demonstrates good judgment, as evidenced by prudent and responsible behavior reasonably ensuring children's health, safety, and well-being.";"Driver holds a small dog in arm while transporting children in the daycare van.";"Est. at the monitoring visit: Ms. Rayburn will make sure the dog stays harnessed or leave the dog at home.";"Substantiated"
"K820032069";"12/26/2018";"340:110-3-86(a)(5)(A)";"All medicines, cleaning products, hazardous items, and smoking materials are inaccessible to children.";"Hazards - allowed in the home.";"1. Post signs at the facility stating no firearm or weapons are allowed on the premises. 2. Sent memo home to all parents to be signed & returned stating no weapons allowed. 3. Added clause to contract no weapons allowed at daycare.";"Substantiated"
"K820032069";"12/26/2018";"340:110-3-85(c)(1)";"Required individuals. Background investigations are required, per 10 O.S.  401 et seq., Oklahoma Child Care Facilities Licensing Act (Licensing Act), unless an exception per (3) of this subsection applies for:";"Background Investigation - personnel working without background investigation.";"Fingerprints done 1/17/19; completed background check done on 1/28/19.";"Substantiated"
"K830052616";"12/18/2018";"340:110-3-288(c)(1)";"Physical. Examples of inappropriate physical discipline include:";"Inappropriate disciple: Children being yanked by the arm and slapped by personnel.";"Employee was immediately terminated. Director self reported to DHS. Employee meeting to review policies and reporting procedures. Center removed a door to have a view of the classroom. Adjusted security camera for better viewing of classroom. Scheduled a mandatory training for 12/16/18 for all employees to attend.";"Substantiated"
"K820012710";"1/3/2019";"340:110-3-86(c)(3)";"All contact between animals and children is supervised by a caregiver who is close enough to remove the child immediately if the animal shows signs of distress or the child shows signs of treating the animal inappropriately.";"Supervision - Failure to supervise interaction between animal and child, resulting in an injury.";"Primary Caregiver will keep her dog separated from the children, either in a crate or behind closed doors, and be inaccessible to children during child care hours. Primary Caregiver will supervise children when around any pets and will not leave the children unattended.";"Substantiated"
"K820012710";"1/3/2019";"340:110-3-86.1(i)(3)";"Licensing.";"Additional Non-Compliance Found During Course of Investigation: Reporting - Failure to report to Licensing an injury involving a household animal, which resulted in a child requiring medical attention.";"Primary Caregiver has reviewed the required reporting as stated on Page 13 of the Requirements Book. In the future, caregiver will notify Licensing as required.";"Substantiated"
"K830022953";"10/16/2019";"340:110-3-296(b)(2)(B)(ii)";"When an infant falls asleep in equipment other than appropriate rest equipment, the infant is immediately moved to appropriate rest equipment.";"Infant Safe Sleep Environment (SERIOUS) - Infant asleep in a bouncer.";"Staff will complete the infant Safe Sleep training tonight. For future compliance, Director will make sure staff complete their safe sleep before they enter infant classroom.";"Substantiated"
"K830022953";"10/16/2019";"340:110-3-287(c)";"Personal activities. Personnel do not participate in personal activities that could interfere with supervision, such as visitors, phone calls, or electronic device use.";"Supervision/Personal Activities (SERIOUS) - Personnel posted a picture to social media during nap time when supervision is to be maintained.";"Staff will complete the infant Safe Sleep training tonight. For future compliance, Director will make sure staff complete their safe sleep before they enter infant classroom.";"Substantiated"
"K820042438";"12/18/2018";"340:110-3-85(a)(2)(B)(ii)";"observation of infants at least every 15 minutes while awake or sleeping; and";"Staff/personnel-observation of infants";"When parents or DHS staff is here I will instruct staff to check on the child. While I'm talking to parent or DHS staff. I do have a new employee so changes have already been made. Thank you Tammy";"Substantiated"
"K820055179";"1/22/2020";"340:110-3-82(a)";"License required. No child care program may be legally operated or maintained in the State of Oklahoma after June 20, 1964, unless licensed by unless licensed by the Oklahoma Department of Human Services (DHS).";"Home is providing care for children without a license issued by DHS.";"Will obtain approval from DHS prior to resuming care of children.";"Substantiated"
