"id";"provider_id";"compliance type";"inspection/investigation date";"findings";"violation date";"compliance date";"action taken";"statute/regulation";"section"
17855;10003780;"INSPECTION UNANNOUNCED";"09/28/2020";"NON-COMPLIANCE";"09/28/2020";;"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
17847;10003780;"INSPECTION ANNOUNCED";"09/04/2020";"NON-COMPLIANCE";"09/21/2020";;"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
17846;10003780;"INSPECTION ANNOUNCED";"09/04/2020";"NON-COMPLIANCE";"09/21/2020";;"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
17523;10003780;"INSPECTION ANNOUNCED";"06/16/2020";"IN-COMPLIANCE";;"06/16/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16714;10003780;"INSPECTION UNANNOUNCED";"11/04/2019";"NON-COMPLIANCE";"11/04/2019";"11/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
16713;10003780;"INSPECTION UNANNOUNCED";"11/04/2019";"NON-COMPLIANCE";"11/04/2019";"11/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
16302;10003780;"INSPECTION ANNOUNCED";"08/26/2019";"IN-COMPLIANCE";;"08/26/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15054;10003780;"INSPECTION UNANNOUNCED";"02/26/2019";"NON-COMPLIANCE";"02/26/2019";"03/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
15053;10003780;"INSPECTION UNANNOUNCED";"02/26/2019";"NON-COMPLIANCE";"02/26/2019";"03/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
13192;10003780;"INVESTIGATION/PRIORITY 3";"06/18/2018";"IN-COMPLIANCE";;"06/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13191;10003780;"INVESTIGATION/PRIORITY 2";"06/04/2018";"IN-COMPLIANCE";;"06/04/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12734;10003780;"INSPECTION ANNOUNCED";"05/15/2018";"IN-COMPLIANCE";;"05/15/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18199;10005305;"INSPECTION ANNOUNCED";"02/04/2021";"IN-COMPLIANCE";;"02/04/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17671;10005305;"INSPECTION UNANNOUNCED";"08/13/2020";"IN-COMPLIANCE";;"08/13/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16650;10005305;"INSPECTION UNANNOUNCED";"11/06/2019";"IN-COMPLIANCE";;"11/06/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15063;10005305;"INSPECTION ANNOUNCED";"02/12/2019";"NON-COMPLIANCE";"02/12/2019";"03/21/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
15062;10005305;"INSPECTION ANNOUNCED";"02/12/2019";"NON-COMPLIANCE";"02/12/2019";"03/21/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.630 - EQUIPMENT AND SUPPLIES"
14494;10005305;"INSPECTION UNANNOUNCED";"10/24/2018";"NON-COMPLIANCE";"10/24/2018";"12/20/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
14332;10005305;"INVESTIGATION/PRIORITY 1";"07/02/2018";"IN-COMPLIANCE";;"09/17/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12812;10005305;"INSPECTION ANNOUNCED";"05/22/2018";"IN-COMPLIANCE";;"05/22/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18209;10000281;"INSPECTION UNANNOUNCED";"02/08/2021";"IN-COMPLIANCE";;"02/08/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17781;10000281;"INSPECTION ANNOUNCED";"07/29/2020";"IN-COMPLIANCE";;"07/29/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16023;10000281;"INSPECTION ANNOUNCED";"06/05/2019";"IN-COMPLIANCE";;"06/05/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15740;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
15739;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
15738;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
15737;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.630 - EQUIPMENT AND SUPPLIES"
15736;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.505 - CHILD-CAREGIVER RATIOS"
15735;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.505 - CHILD-CAREGIVER RATIOS"
15734;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
15733;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
15732;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
15731;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
15730;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
15729;10000281;"INSPECTION UNANNOUNCED";"04/23/2019";"NON-COMPLIANCE";"04/23/2019";"06/04/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.340 - SUPERVISION OF EMPLOYEES"
14216;10000281;"INSPECTION ANNOUNCED";"10/23/2018";"NON-COMPLIANCE";"10/23/2018";"11/05/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
12209;10000281;"INSPECTION UNANNOUNCED";"03/21/2018";"IN-COMPLIANCE";;"03/21/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18226;10015265;"INSPECTION UNANNOUNCED";"02/09/2021";"IN-COMPLIANCE";;"02/09/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17701;10015265;"INSPECTION ANNOUNCED";"08/17/2020";"IN-COMPLIANCE";;"08/17/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16889;10015265;"INSPECTION UNANNOUNCED";"12/13/2019";"IN-COMPLIANCE";;"12/13/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16098;10015265;"INSPECTION ANNOUNCED";"07/09/2019";"NON-COMPLIANCE";"07/09/2019";;"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
16097;10015265;"INSPECTION ANNOUNCED";"07/09/2019";"NON-COMPLIANCE";"07/09/2019";;"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
16096;10015265;"INSPECTION ANNOUNCED";"07/09/2019";"NON-COMPLIANCE";"07/09/2019";;"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
16095;10015265;"INSPECTION ANNOUNCED";"07/09/2019";"NON-COMPLIANCE";"07/09/2019";;"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
16094;10015265;"INSPECTION ANNOUNCED";"07/09/2019";"NON-COMPLIANCE";"07/09/2019";;"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
16092;10015265;"INSPECTION ANNOUNCED";"07/09/2019";"NON-COMPLIANCE";"07/09/2019";;"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.230 - RECORDS"
16091;10015265;"INSPECTION ANNOUNCED";"07/09/2019";"NON-COMPLIANCE";"07/09/2019";;"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.220 - OPERATION AND MANAGEMENT"
16090;10015265;"INSPECTION ANNOUNCED";"07/09/2019";"NON-COMPLIANCE";"07/09/2019";;"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.220 - OPERATION AND MANAGEMENT"
14657;10015265;"INSPECTION UNANNOUNCED";"01/09/2019";"IN-COMPLIANCE";;"01/09/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12336;10015265;"INSPECTION ANNOUNCED";"04/09/2018";"IN-COMPLIANCE";;"04/09/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18308;10016376;"INSPECTION UNANNOUNCED";"03/02/2021";"IN-COMPLIANCE";;"03/02/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17721;10016376;"INSPECTION ANNOUNCED";"08/25/2020";"IN-COMPLIANCE";;"08/25/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16962;10016376;"INSPECTION ANNOUNCED";"12/26/2019";"IN-COMPLIANCE";;"12/26/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16965;10016376;"INSPECTION UNANNOUNCED";"08/28/2019";"NON-COMPLIANCE";"08/28/2019";"12/30/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14759;10016376;"INSPECTION ANNOUNCED";"01/31/2019";"IN-COMPLIANCE";;"01/31/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13897;10016376;"INSPECTION UNANNOUNCED";"09/11/2018";"IN-COMPLIANCE";;"09/11/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18103;10000407;"INSPECTION ANNOUNCED";"01/19/2021";"IN-COMPLIANCE";;"01/19/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17604;10000407;"INSPECTION ANNOUNCED";"07/23/2020";"IN-COMPLIANCE";;"07/23/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16750;10000407;"INSPECTION UNANNOUNCED";"10/31/2019";"NON-COMPLIANCE";"10/31/2019";"11/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1075 FIRST AID KIT/PROC."
16749;10000407;"INSPECTION UNANNOUNCED";"10/31/2019";"NON-COMPLIANCE";"10/31/2019";"11/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
16621;10000407;"INSPECTION UNANNOUNCED";"10/31/2019";"NON-COMPLIANCE";"10/31/2019";"11/22/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
14913;10000407;"INSPECTION ANNOUNCED";"02/26/2019";"NON-COMPLIANCE";"02/26/2019";"03/18/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14489;10000407;"INSPECTION UNANNOUNCED";"12/18/2018";"IN-COMPLIANCE";;"12/18/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12437;10000407;"INSPECTION ANNOUNCED";"04/18/2018";"IN-COMPLIANCE";;"04/18/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18092;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"MUNICIPALITY OF ANCHORAGE";"16.55.210-HEALTH IN CHILD CARE FAC"
18091;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.620 - SPACE"
18090;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
18089;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
18088;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.330 - ADDL EMPLOYEE QUAL IN CC CTR"
18087;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
18086;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.9610 PLAN OF CORRECTION"
18085;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
18084;10003718;"INSPECTION UNANNOUNCED";"10/16/2020";"NON-COMPLIANCE";"10/16/2020";"01/13/2021";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1030 TOILET/SINK/SHOW/BATH FAC"
17213;10003718;"INSPECTION UNANNOUNCED";"01/02/2020";"NON-COMPLIANCE";"01/02/2020";"01/24/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
15499;10003718;"INSPECTION ANNOUNCED";"03/14/2019";"NON-COMPLIANCE";"03/14/2019";"05/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1075 FIRST AID KIT/PROC."
15498;10003718;"INSPECTION ANNOUNCED";"03/14/2019";"NON-COMPLIANCE";"03/14/2019";"05/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
15496;10003718;"INSPECTION ANNOUNCED";"03/14/2019";"NON-COMPLIANCE";"03/14/2019";"05/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
15495;10003718;"INSPECTION ANNOUNCED";"03/14/2019";"NON-COMPLIANCE";"03/14/2019";"05/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
15494;10003718;"INSPECTION ANNOUNCED";"03/14/2019";"NON-COMPLIANCE";"03/14/2019";"05/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.230 - RECORDS"
15493;10003718;"INSPECTION ANNOUNCED";"03/14/2019";"NON-COMPLIANCE";"03/14/2019";"05/13/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.200 - RESP OF GOVERN BODY"
14851;10003718;"INSPECTION UNANNOUNCED";"01/02/2019";"NON-COMPLIANCE";"01/02/2019";"02/15/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14850;10003718;"INSPECTION UNANNOUNCED";"01/02/2019";"NON-COMPLIANCE";"01/02/2019";"02/15/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.030 - APP FOR LICENSE; BIENNIAL REV."
13590;10003718;"INSPECTION ANNOUNCED";"06/28/2018";"NON-COMPLIANCE";"06/28/2018";"07/20/2018";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.210-HEALTH IN CHILD CARE FAC"
13589;10003718;"INSPECTION ANNOUNCED";"06/28/2018";"NON-COMPLIANCE";"06/28/2018";"07/20/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
13588;10003718;"INSPECTION ANNOUNCED";"06/28/2018";"NON-COMPLIANCE";"06/28/2018";"07/20/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
13587;10003718;"INSPECTION ANNOUNCED";"06/28/2018";"NON-COMPLIANCE";"06/28/2018";"07/20/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
13586;10003718;"INSPECTION ANNOUNCED";"06/28/2018";"NON-COMPLIANCE";"06/28/2018";"07/20/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
12465;10003718;"INSPECTION ANNOUNCED";"06/28/2018";"NON-COMPLIANCE";"06/28/2018";"07/20/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1075 FIRST AID KIT/PROC."
17717;10003935;"INSPECTION ANNOUNCED";"07/29/2020";"NON-COMPLIANCE";"07/29/2020";"08/19/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.230 - RECORDS"
16170;10003935;"INSPECTION ANNOUNCED";"07/11/2019";"NON-COMPLIANCE";"07/11/2019";"08/21/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
16169;10003935;"INSPECTION ANNOUNCED";"07/11/2019";"NON-COMPLIANCE";"07/11/2019";"08/21/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
16168;10003935;"INSPECTION ANNOUNCED";"07/11/2019";"NON-COMPLIANCE";"07/11/2019";"08/21/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.550 - HEALTH"
16167;10003935;"INSPECTION ANNOUNCED";"07/11/2019";"NON-COMPLIANCE";"07/11/2019";"08/21/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
16166;10003935;"INSPECTION ANNOUNCED";"07/11/2019";"NON-COMPLIANCE";"07/11/2019";"08/21/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.330 - ADDL EMPLOYEE QUAL IN CC CTR"
16165;10003935;"INSPECTION ANNOUNCED";"07/11/2019";"NON-COMPLIANCE";"07/11/2019";"08/21/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
16164;10003935;"INSPECTION ANNOUNCED";"07/11/2019";"NON-COMPLIANCE";"07/11/2019";"08/21/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.230 - RECORDS"
15909;10003935;"INSPECTION UNANNOUNCED";"05/28/2019";"NON-COMPLIANCE";"05/28/2019";"06/25/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.330 - ADDL EMPLOYEE QUAL IN CC CTR"
15908;10003935;"INSPECTION UNANNOUNCED";"05/28/2019";"NON-COMPLIANCE";"05/28/2019";"06/25/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.230 - RECORDS"
15907;10003935;"INSPECTION UNANNOUNCED";"05/28/2019";"NON-COMPLIANCE";"05/28/2019";"06/25/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.200 - RESP OF GOVERN BODY"
13771;10003935;"INSPECTION ANNOUNCED";"08/01/2018";"NON-COMPLIANCE";"08/01/2018";"09/06/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.550 - HEALTH"
13770;10003935;"INSPECTION ANNOUNCED";"08/01/2018";"NON-COMPLIANCE";"08/01/2018";"09/06/2018";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
8003;10003935;"INSPECTION ANNOUNCED";"08/01/2018";"NON-COMPLIANCE";"08/01/2018";"09/06/2018";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.910 REQUEST FOR CRIMINAL HIST CHECK"
7022;10003935;"INSPECTION ANNOUNCED";"08/01/2018";"NON-COMPLIANCE";"08/01/2018";"09/06/2018";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
13531;10003935;"INSPECTION UNANNOUNCED";"06/20/2018";"NON-COMPLIANCE";"06/20/2018";"07/26/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.620 - SPACE"
13530;10003935;"INSPECTION UNANNOUNCED";"06/20/2018";"NON-COMPLIANCE";"06/20/2018";"07/26/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.330 - ADDL EMPLOYEE QUAL IN CC CTR"
13529;10003935;"INSPECTION UNANNOUNCED";"06/20/2018";"NON-COMPLIANCE";"06/20/2018";"07/26/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.220 - OPERATION AND MANAGEMENT"
18116;10011576;"INSPECTION ANNOUNCED";"01/13/2021";"IN-COMPLIANCE";;"01/13/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16572;10011576;"INSPECTION UNANNOUNCED";"10/01/2019";"NON-COMPLIANCE";"10/01/2019";"10/23/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
16571;10011576;"INSPECTION UNANNOUNCED";"10/01/2019";"NON-COMPLIANCE";"10/01/2019";"10/23/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.505 - CHILD-CAREGIVER RATIOS"
16570;10011576;"INSPECTION UNANNOUNCED";"10/01/2019";"NON-COMPLIANCE";"10/01/2019";"10/23/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
14720;10011576;"INSPECTION ANNOUNCED";"01/15/2019";"IN-COMPLIANCE";;"01/15/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14289;10011576;"INSPECTION UNANNOUNCED";"10/23/2018";"NON-COMPLIANCE";"10/23/2018";"11/14/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1095 TOXIC SUB POIS. PLANT"
14288;10011576;"INSPECTION UNANNOUNCED";"10/23/2018";"NON-COMPLIANCE";"10/23/2018";"11/14/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
12332;10011576;"INSPECTION ANNOUNCED";"04/05/2018";"NON-COMPLIANCE";"04/05/2018";"04/24/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
12331;10011576;"INSPECTION ANNOUNCED";"04/05/2018";"NON-COMPLIANCE";"04/05/2018";"04/24/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
12330;10011576;"INSPECTION ANNOUNCED";"04/05/2018";"NON-COMPLIANCE";"04/05/2018";"04/24/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1070 MEDICATIONS"
12329;10011576;"INSPECTION ANNOUNCED";"04/05/2018";"NON-COMPLIANCE";"04/05/2018";"04/24/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
18171;10003406;"INSPECTION ANNOUNCED";"01/19/2021";"IN-COMPLIANCE";;"01/19/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17737;10003406;"INSPECTION UNANNOUNCED";"08/25/2020";"IN-COMPLIANCE";;"08/25/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13915;10003406;"INSPECTION ANNOUNCED";"01/23/2020";"IN-COMPLIANCE";;"01/23/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16329;10003406;"INSPECTION UNANNOUNCED";"08/08/2019";"NON-COMPLIANCE";"08/08/2019";"08/29/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
14751;10003406;"INSPECTION ANNOUNCED";"01/24/2019";"IN-COMPLIANCE";;"01/24/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13882;10003406;"INSPECTION UNANNOUNCED";"09/06/2018";"IN-COMPLIANCE";;"09/06/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
