"title";"street_address";"city";"state";"zip";"QRIS_step";"phone";"category";"ages_served";"id";"DBA";"RR";"C_O";"licensing_specialist";"licensing_specialist_email";"status";"status_date";"capacity";"approval_date";"license_type";"licensed_from";"licensed_to";"accepts_ccps"
"CENTER POINT DAYCARE";"155 WEST RIVER ROAD";"WATERVILLE";"ME";4901;1;"(207) 872-2084";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";745618;"Douglas Dodge";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"5/25/22";49;"5/25/2022";"Full";"7/04/2022";"7/04/2024";"Yes"
"RODRIGUE, JANINE";"120 WESTERN AVE";"WATERVILLE";"ME";4901;1;"(207) 872-8509";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";216626;"KIDS WILL BE KIDS DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"9/22/22";12;"9/12/2022";"Full";"11/10/2022";"11/10/2024";"No"
"HAMILTON, JILL";"46 MERRYFIELD AVE";"WATERVILLE";"ME";4901;1;"(207) 649-5089";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";506600;"JILL'S DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"11/03/21";12;"8/10/2021";"Full";"11/09/2021";"11/09/2023";"Yes"
"BRIGHT BEGINNINGS LEARNING CENTER";"20 BENTON PLAZA";"BENTON";"ME";4901;1;"(207) 649-7508";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 7<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 7<br />Open School Age Slots, 5 years or older: 0<br />";684752;"ANGELAPARKER & HEATHER OWEN";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"12/08/21";50;"10/28/2020";"Full";"2/22/2022";"2/22/2024";"Yes"
"BRIGHT BEGININNGS LEARNING CENTER (WATERVILLE SITE)";"93 SILVER STREET";"WATERVILLE";"ME";4901;1;"(207) 861-1949";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 3<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";751010;"ANGELA PARKER & HEATHER OWEN";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"1/28/21";80;"1/06/2021";"Full";"3/01/2021";"3/01/2023";"Yes"
"CHILDREN\'S CENTER- WATERVILLE";"93 SILVER STREET";"WATERVILLE";"ME";4901;1;"(207) 626-3497";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";750071;"JEFF JOHNSON";;;"KAYLA C RODERICK";"kayla.roderick@maine.gov";"Active-On Hold";"12/08/21";12;"7/29/2021";"Full";"11/04/2021";"11/04/2023";"No"
"HALFPINTS CHILD CARE KMD";"155 KENNEDY MEMORIAL DRIVE";"WATERVILLE";"ME";4901;1;"(207) 616-3250";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";754722;"APRIL CUMMINGS";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"4/22/22";30;"11/12/2021";"Full";"2/03/2022";"2/03/2024";"No"
"MOOMOO\'S PLAYCARE & LEARNING CENTER";"163 SILVER STREET";"WATERVILLE";"ME";4901;1;"(207) 480-0931";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";759473;"JENNIFER BREWER";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"8/23/22";49;"6/29/2022";"Full";"9/14/2022";"9/14/2024";"Yes"
"THE NEIGHBORHOOD CHILD CARE CENTER- WINSLOW";"20 GARLAND ROAD";"WINSLOW";"ME";4901;1;"(207) 616-0855";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";759369;"JENNIFER LIZOTTE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"9/19/22";80;"6/28/2022";"Full";"9/17/2022";"9/17/2024";"Yes"
"HALFPINTS DAYCARE 2 (GILMAN ST.)";"21 GILMAN STREET";"WATERVILLE";"ME";4901;1;"(207) 873-1300";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";741241;"APRIL CUMMINGS";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"4/22/22";50;"3/11/2022";"Provisional";"4/19/2022";"4/19/2023";"Yes"
"MSAD #49 - BENTON ELEMENTARY SCHOOL";"68 SCHOOL DR";"BENTON";"ME";4901;1;"(207) 238-1117";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";210430;"Donna Cairnie";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"2/12/21";100;"11/23/2020";"Full";"2/26/2021";"2/26/2023";"Yes"
"CREATIVE MINDS DAYCARE";"3 BROOKLYN AVE";"WATERVILLE";"ME";4901;1;"(207) 861-1128";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";602080;"Tammy Gagnon";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"4/02/21";35;"1/26/2021";"Full";"4/15/2021";"4/15/2023";"No"
"DEFELICE, JUDITH";"70 JOHNSON HGTS";"WATERVILLE";"ME";4901;1;"(207) 649-1525";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";600265;"HAPPYHEARTS DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"1/29/21";12;"10/22/2020";"Full";"2/24/2021";"2/24/2023";"No"
"MANZO, ELAINE";"266 SO. REYNOLDS RD";"WINSLOW";"ME";4901;1;"(207) 873-4363";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";209203;"CREATIVE STEPS DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"3/07/22";12;"2/01/2022";"Full";"4/04/2022";"4/04/2024";"Yes"
"LITTLE ONES LEARNING CENTER";"23 DANIELLE AVENUE";"BENTON";"ME";4901;1;"(207) 649-9114";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";732254;"BRIDGET BELANGER-GRAY";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"11/22/21";12;"11/22/2021";"Full";"2/24/2022";"2/24/2024";"No"
"WALDRON, BOBBIE JEAN";"395 NORTH POND RD";"WINSLOW";"ME";4901;1;"(207) 872-0750";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";590875;"BOBBIE'S DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"7/08/22";12;"5/13/2022";"Full";"9/08/2022";"9/08/2024";"Yes"
"BANTON, GRENDA";"250 MAIN STREET";"WATERVILLE";"ME";4901;1;"(207) 873-5358";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";207256;"TLC DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"7/08/22";12;"4/22/2022";"Full";"9/04/2022";"9/04/2024";"Yes"
"BRIGHT BEGINNINGS LEARNING CENTER";"7 COLONIAL DRIVE";"NORRIDGEWOCK";"ME";4901;1;"(207) 861-1949";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";761937;"ANGELA PARKER & HEATHER OWEN";;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"5/27/22";50;"5/12/2022";"Provisional";"5/12/2022";"5/12/2024";"No"
"CRAIG, LIBBY";"69 FALLS RD";"BENTON";"ME";4901;1;"(207) 680-5395";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 3<br />Open Toddler Slots, 1-2 years old: 3<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";724682;"THE FALLS ROAD DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"10/07/22";12;"7/29/2022";"Full";"9/22/2022";"9/22/2024";"No"
"LACROIX, JAN";"119 CLINTON AVE.";"WINSLOW";"ME";4901;1;"(207) 376-7578";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 1<br />";206842;"SUNSHINE DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"3/09/21";10;"1/11/2021";"Full";"3/17/2021";"3/17/2023";"No"
"KVCAP - ALBION PRESCHOOL";"20 SCHOOL ST";"ALBION";"ME";4910;4;"(207) 859-1500";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";748283;"Suzanne Walsh";;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"9/20/22";16;"3/30/2022";"Full";"10/10/2022";"10/10/2024";"No"
"DOUCETTE, LAURILYN";"73 UNITY ROAD";"ALBION";"ME";4910;2;"(207) 692-3551";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";761884;"THE OCTOPOD CORRAL";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"8/08/22";6;"3/30/2022";"Provisional";"8/04/2022";"8/04/2023";"Yes"
"CURTIS, ALICIA";"47 SCHOOL STREET";"ALBION";"ME";4910;1;"(207) 649-7669";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";759565;"School Street Daycare";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"10/29/21";12;"8/23/2021";"Provisional";"10/29/2021";"10/29/2022";"Yes"
"KVCAP - MSAD #74 ANSON PRESCHOOL";"19 KEN TAYLOR ST.";"ANSON";"ME";4911;4;"(207) 859-1500";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";487619;"NICOLE CHAPLIN";;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"1/18/22";17;"12/20/2021";"Full";"2/27/2022";"2/27/2024";"No"
"ROBERTSON, GLORIA";"15 PINE STREET";"ANSON";"ME";4911;3;"(207) 578-2039";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";757608;"Lil' Bears Childcare";;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"5/20/21";12;"4/13/2021";"Full";"5/18/2021";"5/18/2023";"Yes"
"MOORE, MONICA";"97 SMITH ROAD";"ANSON";"ME";4911;1;"(207) 431-4755";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";753743;"MONKER'S MUNCHKINS";;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"11/20/20";12;"8/03/2020";"Full";"11/16/2020";"11/16/2022";"Yes"
"BELFAST AREA CHILD CARE SERVICE/DBA STARRETT CHILDRENS CENTER";"73 WALDO AVENUE";"BELFAST";"ME";4915;4;"(207) 338-1751";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";212662;"LINDA STEC";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"3/08/21";24;"3/08/2021";"Full";"1/26/2021";"1/26/2023";"Yes"
"WCAP- EAST BELFAST HEAD START/PRE-K";"14 SWAN LAKE AVENUE";"BELFAST";"ME";4915;4;"(207) 338-3827";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 5<br />Open School Age Slots, 5 years or older: 0<br />";746720;"Mary Lynn Hersey";;;"KAYLA C RODERICK";"kayla.roderick@maine.gov";"Active";"9/19/22";14;"7/15/2022";"Full";"8/08/2022";"8/08/2024";"No"
"WCAP- CAPTAIN ALBERT STEVENSON SCHOOL";"31 ELEMENTARY AVENUE";"BELFAST";"ME";4915;4;"(207) 388-6809";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 6<br />Open School Age Slots, 5 years or older: 0<br />";752725;"Mary Lynn Hersey";;;"KAYLA C RODERICK";"kayla.roderick@maine.gov";"Active";"9/09/21";20;"9/19/2022";"Full";"9/13/2022";"8/12/2023";"No"
"WCAP - BELFAST";"275 HIGH STREET";"BELFAST";"ME";4915;4;"(207) 338-3827";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";217031;"MARY LYNN HERSEY";;;"KAYLA C RODERICK";"kayla.roderick@maine.gov";"Active";"3/22/21";50;"10/14/2022";"Full";"9/29/2022";"3/21/2023";"No"
"CUMMINGS, ROXANNE";"60 BACK SEARSPORT RD";"BELFAST";"ME";4915;3;"(207) 338-6056";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 3<br />Open School Age Slots, 5 years or older: 0<br />";212735;"FIRST STEPS DAYCARE";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"8/16/22";12;"3/03/2022";"Full";"4/20/2022";"4/20/2024";"Yes"
"WALDO COUNTY YMCA - BELFAST";"157 LINCOLNVILLE AVENUE";"BELFAST";"ME";4915;2;"(207) 338-4598";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 30<br />";402147;"Faith Boynton, Director";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"8/10/21";75;"2/19/2021";"Full";"5/15/2021";"5/15/2023";"Yes"
"BELFAST AREA CHILDRENS CTR";"1025 WATERVILLE RD";"WALDO";"ME";4915;2;"(207) 342-5535";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";208908;"REGINA MADDEN";;;"KAYLA C RODERICK";"kayla.roderick@maine.gov";"Active";"11/24/21";49;"9/01/2021";"Full";"11/13/2021";"11/13/2023";"Yes"
"CORNERSPRING MONTESSORI SCHOOL";"256 CONGRESS STREET";"BELFAST";"ME";4915;2;"(207) 338-5800";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";575599;"Susan Beemer";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"4/12/22";49;"7/07/2021";"Full";"9/09/2021";"9/09/2023";"Yes"
"DISCOVERING KIDS PRESCHOOL";"23 MILL LANE";"BELFAST";"ME";4915;2;"(207) 529-2227";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 3<br />Open School Age Slots, 5 years or older: 0<br />";746488;"ALLEN TOMASELLO";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"9/13/22";12;"5/17/2022";"Full";"7/03/2022";"7/03/2024";"Yes"
"JILL-Y-BEANS";"78 WALDO AVENUE";"BELFAST";"ME";4915;1;"(207) 505-5072";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";733546;"JILL FRIEL";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"4/12/22";12;"11/16/2021";"Full";"12/18/2021";"12/18/2023";"Yes"
"WARREN, JEANETTE M.";"60 OAK HILL ROAD";"BELFAST";"ME";4915;1;"(207) 505-5499";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";390730;"JET'S DAYCARE";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Expired";"9/08/22";12;"9/22/2020";"Full";"9/23/2020";"9/07/2022";"No"
"BLOOM";"388 HIGH STREET";"BELFAST";"ME";4915;1;"(207) 522-4211";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";759309;"MOLLY MILLER";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"12/02/21";12;"8/06/2021";"Provisional";"12/06/2021";"12/06/2022";"Yes"
"EYNON, MELANIE";"225R WATERVILLE ROAD";"BELFAST";"ME";4915;1;"(207) 338-3032";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";349821;;;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"8/25/22";12;"12/20/2021";"Full";"2/14/2022";"2/14/2024";"Yes"
"ROSE, HOLLY";"208 SWANLAKE AVENUE";"BELFAST";"ME";4915;1;"(207) 323-9521";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";752110;"LITTLE CHICKS CHILDCARE";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"9/21/22";12;"7/15/2022";"Full";"9/29/2022";"9/29/2024";"Yes"
"MACLEOD, DAWN";"175 BACK BELMONT RD";"BELFAST";"ME";4915;1;"(207) 338-2034";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";599961;"GRAMMIE'S CHILD CARE";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"3/08/21";6;"2/04/2021";"Full";"2/28/2021";"2/28/2023";"No"
"KIDS UNPLUGGED, LLC";"17 AIRPORT ROAD";"SUITE 1, BELFAST";"ME";4915;1;"(207) 322-7018";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";736205;"ELISHA PARENT";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Active";"9/21/22";25;"9/01/2022";"Full";"9/22/2022";"9/22/2024";"Yes"
"WILSON, DIANE COLLER";"124 CHARLES STREET";"BELFAST";"ME";4915;;"(207) 338-2585";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";641184;"CHARLES STREET PLAYCARE";;;"Christine R Clayton";"Christine.Clayton@maine.gov";"Renewal in process";"6/12/21";12;"4/24/2019";"Full";"6/11/2019";"6/11/2021";"No"
"HAWES, SAVANNAH";"161 HORSE POINT ROAD";"BELGRADE";"ME";4917;3;"(207) 692-8071";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";761883;"LITTLE LEARNERS CHILD CARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"4/22/22";12;"3/30/2022";"Provisional";"4/19/2022";"4/19/2023";"No"
"WILSON, BETTY";"770 AUGUSTA ROAD";"BELGRADE";"ME";4917;1;"(207) 458-1697";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";210942;"LITTLE DUCKLING DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"11/05/20";12;"10/14/2020";"Full";"11/05/2020";"11/05/2022";"Yes"
"WATT, TOBY";"397 MANCHESTER ROAD";"BELGRADE";"ME";4917;1;"(207) 764-4893";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";477223;"JUMPIN JAX DAYCARE";;;"Karen Quinn";"Karen.E.Quinn@maine.gov";"Active";"6/08/22";12;"4/25/2022";"Full";"6/13/2022";"6/13/2024";"Yes"
"BAKER, FRANCINE";"7 MESSER RD";"MOSCOW";"ME";4920;1;"(207) 672-3766";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 0<br />";216021;"FRAN'S DAYCARE";;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"8/26/22";12;"4/21/2022";"Full";"6/11/2022";"6/11/2024";"Yes"
"WCAP- MORSE MEMORIAL SCHOOL HEAD START/PREK";"27 SCHOOL STREET";"BROOKS";"ME";4921;4;"(207) 338-3827";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 8<br />Open School Age Slots, 5 years or older: 0<br />";729080;"Mary Lynn Hersey";;;"KAYLA C RODERICK";"kayla.roderick@maine.gov";"Active";"11/24/21";17;"9/19/2022";"Full";"9/13/2022";"8/12/2023";"No"
"LIZOTTE, MELISSA J.";"176 PURPLE HEART HWY.";"BROOKS";"ME";4921;4;"(207) 722-3800";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";444097;"MELISSA'S CHILDCARE";;;"KAYLA C RODERICK";"kayla.roderick@maine.gov";"Active";"6/08/22";12;"5/16/2022";"Full";"6/21/2022";"6/21/2024";"Yes"
"QUIMBY, SUZANNE";"6 QUIMBY ROAD";"BROOKS";"ME";4921;1;"(207) 930-0322";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 3<br />Open School Age Slots, 5 years or older: 3<br />";737359;"SUZIE Q'S CHILDCARE";;;"KAYLA C RODERICK";"kayla.roderick@maine.gov";"Active";"3/09/22";12;"11/03/2021";"Full";"1/21/2022";"1/21/2024";"Yes"
"KVCAP - CANAAN PRESCHOOL";"178 MAIN ST CANAAN ELEM SCHOOL";"CANAAN";"ME";4924;4;"(207) 859-1500";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";592909;"SUZANNE WALSH";;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"10/11/22";49;"3/30/2022";"Full";"9/15/2022";"9/15/2024";"No"
"DAWE, MANDY";"1451 HILL ROAD";"CANAAN";"ME";4924;1;"(207) 680-0575";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";686396;;;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"9/12/22";8;"6/03/2022";"Full";"7/28/2022";"7/28/2024";"Yes"
"REID, CRYSTAL";"11 CAMP RD";"CANAAN";"ME";4924;1;"(207) 399-8662";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";724352;"CRYSTAL'S DAYCARE";;;"Lisa Talbot";"Lisa.Talbot@maine.gov";"Active";"4/02/21";12;"1/22/2021";"Full";"2/11/2021";"2/11/2023";"Yes"
