"Facility Type";"Facility Name";"Address";"City";"Zip Code";"County";"Phone";"Provides Transportation";"Infants Accepted";"Full Day Service";"Half Day Service";"Drop In Accepted";"Weekend Service";"Night Service"
"Family Child Care Home";"Amber's Busy Bee's";"410 W 28th St.";"Cheyenne";"82001-";"Laramie";"307-514-0302";"Y";"Y";"Y";;;;
"Family Child Care Home";"Amis Angels";"3414 Fireside Drive";"Cheyenne";"82009-";"Laramie";"307-514-9745";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Animal Crackers";"4005 Golden Ct.";"Cheyenne";"82001-";"Laramie";"307-275-0427";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"AUNTIE EM'S DAY CARE";"207 LONGS PEAK DRIVE";"Cheyenne";82009;"Laramie";"307-638-0633";;"Y";"Y";;;;
"Family Child Care Home";"CARLA'S DAY CARE";"4732 Greybull";"Cheyenne";82009;"Laramie";"307-778-9978";;"Y";"Y";"Y";;;
"Family Child Care Home";"CAROLYN'S DAY CARE";"1939 E. 18TH ST.";"Cheyenne";82001;"Laramie";"307-634-0405";;"Y";"Y";;;;
"Family Child Care Home";"CHERI'S DAYCARE";"2211 STEVE AVENUE";"Cheyenne";82007;"Laramie";"307-637-3557";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Cheyenne Rug Rat's";"5935 Stonewood Dr.";"Cheyenne";"82001-";"Laramie";"307-632-2033";"Y";"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Childrens World";"708 Melton Street";"Cheyenne";"82009-0000";"Laramie";"307-214-6606";"Y";"Y";"Y";;;"Y";"Y"
"Family Child Care Home";"CINDY'S TLC DAY CARE";"141 S. AHRENS";"Cheyenne";82007;"Laramie";"307-640-4317";;;"Y";"Y";"Y";"Y";"Y"
"Family Child Care Home";"CYNTHIA'S DAY CARE";"609 EAST PROSSER ROAD SPACE 52";"Cheyenne";82007;"Laramie";"307-635-2709";;"Y";"Y";"Y";;;
"Family Child Care Home";"DAWN'S CHILDCARE";"909 E. 24TH STREET";"Cheyenne";82001;"Laramie";"307-640-3321";;"Y";"Y";"Y";;;
"Family Child Care Home";"DaySpring";"3940 E 7th. St.";"Cheyenne";"82001-";"Laramie";"307-287-9866";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"DEBBIE PERSON";"2102 S. 4TH AVE.";"Cheyenne";82007;"Laramie";"307-635-0631";;"Y";"Y";"Y";;;
"Family Child Care Home";"DIANA'S DAY CARE";"124 KAY AVE.";"Cheyenne";82007;"Laramie";"307-778-0982";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"FAMILY DAY CARE";"3601 DUNN";"Cheyenne";82001;"Laramie";"307-635-4078";;"Y";"Y";;;;
"Family Child Care Home";"GINGERS DAY CARE";"2114 CHEYENNE PL.";"Cheyenne";82001;"Laramie";"307-632-5147";"Y";"Y";"Y";;;;
"Family Child Care Home";"Happy Campers Child Care";"1404 W. Gopp Ct.";"Cheyenne";"82007-";"Laramie";"307-631-1922";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Helping Hands";"742 Hirst St";"Cheyenne";"82009-";"Laramie";"307-514-4527";"Y";"Y";"Y";;;;
"Family Child Care Home";"Herrera's Playhouse";"3436 East 11th St";"Cheyenne";"82001-";"Laramie";"307-640-1313";"Y";"Y";"Y";;;;
"Family Child Care Home";"Hoppin Frogs Child Care";"4201 Hayes Ave.";"Cheyenne";"82001-";"Laramie";"307-221-3557";;"Y";"Y";;;;
"Family Child Care Home";"Itsy Bitsy Daycare and Preschool";"5226 Danielle Court";"Cheyenne";"82009-";"Laramie";"307-433-8815";"Y";"Y";"Y";;;;
"Family Child Care Home";"Jazzy's Playhouse";"5011 Crews Ct.";"Cheyenne";"82001-";"Laramie";"307-286-5461";"Y";"Y";"Y";;"Y";;
"Family Child Care Home";"Jungle Gym Child Care";"1875 Cherry Court";"Cheyenne";"82001-";"Laramie";"307-631-0420";"Y";"Y";"Y";;;"Y";"Y"
"Family Child Care Home";"Just Like Home";"1805 MeadowDr.";"Cheyenne";"82001-";"Laramie";"307-514-4304";;"Y";"Y";;;;
"Family Child Care Home";"Kathy's Kid's";"1811 Cheyenne Pl.";"Cheyenne";"82001-";"Laramie";"307-635-2569";;"Y";"Y";;;;
"Family Child Care Home";"Kayla's Home Away From Home";"811 Montclair Dr.";"Cheyenne";"82009-";"Laramie";"307-514-9870";;"Y";"Y";;;"Y";"Y"
"Family Child Care Home";"Kelli's Day Care and Preschool";"7081 Elizabeth Road";"Cheyenne";"82009-";"Laramie";"307-635-1367";;"Y";"Y";"Y";;;
"Family Child Care Home";"KERRY'S CARING CENTER";"2422 East 10th  Street";"Cheyenne";"82001-";"Laramie";"307-632-6508";"Y";"Y";"Y";;"Y";;
"Family Child Care Home";"Kris Kiddy Kare";"1706 East 21st Street";"Cheyenne";"82001-0000";"Laramie";"307-635-1968";;"Y";"Y";"Y";;"Y";
"Family Child Care Home";"Laurie's Child Care";"4511 Pierce Ave";"Cheyenne";"82001-";"Laramie";"307-514-3260";"Y";"Y";"Y";;;;
"Family Child Care Home";"Lisa L Torske Saviski";"161 Rio Verde Circle";"Cheyenne";"82001-";"Laramie";"307-220-1224";"Y";"Y";;"Y";"Y";"Y";
"Family Child Care Home";"LITTLE FRIENDS DAY CARE";"2923 SNYDER";"Cheyenne";82001;"Laramie";"307-514-4182";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Little Heroes Learning Center, LLC";"5752 Troyer Drive";"Cheyenne";"82007-";"Laramie";"307-630-3515";;"Y";"Y";"Y";;;
"Family Child Care Home";"Lizzy's Fun Times";"1409 West Jefferson";"Cheyenne";"82007-0000";"Laramie";"307-286-5692";"Y";"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Lollipops Home Care";"265 Abby";"Cheyenne";"82007-";"Laramie";"307-514-0858";;"Y";"Y";;;;
"Family Child Care Home";"Maggie's Playpen";"4714 Moran Ave.";"Cheyenne";"82009-";"Laramie";"307-778-6192";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"MAKE A MESS AND MAKE BELIEVE";"4429 EL CAMINO";"Cheyenne";"82009-";"Laramie";"307-637-5172";;;;"Y";;;
"Family Child Care Home";"Marlene Trowbridge";"3703 EVERTON";"Cheyenne";82009;"Laramie";"307-632-3628";;"Y";"Y";"Y";;;
"Family Child Care Home";"Miss Jeri's House";"6105 Marshall Rd";"Cheyenne";"82009-";"Laramie";"307-632-2205";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Misty's Learning Lions";"4730 Moran Ave.";"Cheyenne";"82009-";"Laramie";"307-514-1514";;"Y";"Y";;;;
"Family Child Care Home";"MONICA'S DAY CARE";"4426 EL CAMINO DRIVE";"Cheyenne";82001;"Laramie";"307-632-6921";;"Y";"Y";"Y";;;
"Family Child Care Home";"Mrs. K's Day Care";"1746 Newton";"Cheyenne";"82001-";"Laramie";"307-287-9548";"Y";"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Mrs. T's";"1717 House Ave.";"Cheyenne";"82001-";"Laramie";"307-369-2600";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"NANCY'S DAY CARE";"901 EVERGLADE DRIVE";"Cheyenne";82001;"Laramie";"307-632-2470";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Nickis Child Care";"6813 Willshire Boulevard";"Cheyenne";"82009-";"Laramie";"307-635-9210";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Olivia's Child Care";"1025 Sonata Ln";"Cheyenne";"82007-";"Laramie";"702-376-0429";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
"Family Child Care Home";"PATTI'S PLACE";"119 HOBBS AVENUE";"Cheyenne";82009;"Laramie";"307-634-0370";;"Y";"Y";;;;
"Family Child Care Home";"PATTY'S DAY CARE";"1918 S. 1ST AVE. O.V.";"Cheyenne";82007;"Laramie";"307-638-9803";;"Y";"Y";"Y";;;
"Family Child Care Home";"PIERCE DAY CARE";"1269 WEST JEFFERSON";"Cheyenne";82007;"Laramie";"307-634-6839";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Precious Memories Home Day Care";"5953 Ottawa Dr.";"Cheyenne";"82001-";"Laramie";"307-514-9812";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
"Family Child Care Home";"Ready, Set, Grow";"710 Taft Ave.";"Cheyenne";"82001-";"Laramie";"307-751-8415";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"RETTA HUSTON";"5307 Potomac St.";"Cheyenne";82001;"Laramie";"307-778-4857";"Y";"Y";"Y";"Y";"Y";;
"Family Child Care Home";"RHONDA'S FAMILY DAY CARE";"1003 ADAMS";"Cheyenne";82001;"Laramie";"307-635-2301";;"Y";"Y";"Y";;;
"Family Child Care Home";"Roberta Garcia";"5408 Independence Dr.";"Cheyenne";"82009-";"Laramie";"307-640-0958";"Y";"Y";"Y";;;;
"Family Child Care Home";"Ruppert's Rugrats";"950 Hillcrest Rd.";"Cheyenne";"82001-0000";"Laramie";"307-221-2584";"Y";"Y";"Y";;;;
"Family Child Care Home";"Schroeder Ville";"4800 Sullivan St";"Cheyenne";"82009-";"Laramie";"307-514-0009";"Y";"Y";"Y";"Y";"Y";"Y";
"Family Child Care Home";"Sheri's Luv Bugs";"5824 Parkside Dr.";"Cheyenne";"82001-";"Laramie";"307-630-0927";;"Y";"Y";"Y";;;"Y"
"Family Child Care Home";"Shining Stars Child Care";"5404 Hamilton Ave.";"Cheyenne";"82009-";"Laramie";"307-631-6102";;"Y";"Y";;;;
"Family Child Care Home";"Spencer's Home Day Care";"3800 Bent Ave.";"Cheyenne";"82001-";"Laramie";"307-514-0955";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
"Family Child Care Home";"Stephanie Olson";"4506 Glendo Avenue";"Cheyenne";"82001-";"Laramie";"307-637-4553";"Y";"Y";"Y";;;;
"Family Child Care Home";"Stephanies Child Care";"811 Colonial Drive";"Cheyenne";"82001-";"Laramie";"307-778-9878";;"Y";;;;;
"Family Child Care Home";"SUSAN'S ZOO";"5340 JENNY LAKE";"Cheyenne";82009;"Laramie";"307-637-3011";;"Y";;"Y";;;
"Family Child Care Home";"The Gift Shop";"204 South Greeley Highway";"Cheyenne";"82007-";"Laramie";"307-635-3294";;;"Y";"Y";;;
"Family Child Care Home";"TINAS TINY TOTS";"1614 Sunnyhill Drive";"Cheyenne";"82001-";"Laramie";"307-287-7134";;"Y";"Y";;;;
"Family Child Care Home";"Tirevolds TLC";"5005 Sunnyhill Drive";"Cheyenne";"82001-";"Laramie";"307-634-3866";;"Y";;;;;
"Family Child Care Home";"Tumbleweeds Childcare and Preschool";"5426 Sagebrush Ave.";"Cheyenne";"82009-";"Laramie";"307-514-3004";;"Y";"Y";"Y";;;
"Family Child Care Home";"Apple Tree Daycare";"134 Hokanson";"Thayne";"83127-";"Lincoln";"307-883-0427";;"Y";"Y";"Y";"Y";"Y";
"Family Child Care Home";"Busy Bears Preschool";"316 Jefferson Street";"Afton";"83110-";"Lincoln";"307-885-2658";;;;;;;
"Family Child Care Home";"Grandma's House Day Care";"1334 7th West Ave";"Kemmerer";83101;"Lincoln";"307-877-6486";;"Y";"Y";;;;
"Family Child Care Home";"Green Acre Child Care";"PO Box 1703";"Afton";"83110-";"Lincoln";"307-886-5773";;;;;;;
"Family Child Care Home";"Home Away From Home";"630 Hemmert";"Thayne";"83127-";"Lincoln";"307-883-3325";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Just Like Home";"2020 Basin Drive";"Kemmerer";"83101-";"Lincoln";"307-877-3317";"Y";"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Kids R Us Daycare";"526 main Street";"Auburn";"83111-";"Lincoln";"307-886-9379";;;;;;;
"Family Child Care Home";"Kunz Family Day Care";"170 Bowles LN";"Afton";"83110-";"Lincoln";"307-886-0626";;;;;;;
"Family Child Care Home";"Little Rompers Daycare";"1907 Del Rio Drive";"Kemmerer";"83101-";"Lincoln";"307-877-3564";;"Y";"Y";"Y";;;
"Family Child Care Home";"Little Roundup";"412 Emerald";"Kemmerer";"83101-";"Lincoln";"307-877-6227";;;;;;;
"Family Child Care Home";"Rachelle Patterson";"771 Kenningotn Burton Ln";"Afton";"83110-";"Lincoln";"307-886-5502";;;;;;;
"Family Child Care Home";"A Childs Life Child Care";"2036 West Coffman";"Casper";"82604-";"Natrona";"307-237-6693";;"Y";;;;;
"Family Child Care Home";"A Nana and Papa Childcare";"142 N. Melrose";"Casper";"82601-";"Natrona";"307-265-2006";;;"Y";;"Y";;"Y"
"Family Child Care Home";"Alicias Day Care";"304 N Huber";"Casper";"82601-";"Natrona";"307-235-3417";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Aunt Steph's Home Daycare";"824 E. 16th Street";"Casper";"82601-";"Natrona";"307-259-6993";;"Y";"Y";"Y";;;
"Family Child Care Home";"Baby Steps";"2001 S.Washington";"Casper";"82601-";"Natrona";"307-797-2428";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Barbaras Infant Care";"859 Sally Lane";"Casper";"82609-";"Natrona";"307-266-4718";;"Y";;;;;
"Family Child Care Home";"Barnyard Tots";"4513 E 18th";"Casper";"82609-";"Natrona";"307-333-2027";;"Y";"Y";"Y";;;"Y"
"Family Child Care Home";"Bear Hugs";"616 E. 14th";"Casper";"82601-";"Natrona";"307-337-2466";;"Y";;;;;
"Family Child Care Home";"BENITA'S DAYCARE";"323 S. 6th Ave.";"Mills";"82644-";"Natrona";"307-266-2664";;"Y";;;;;
"Family Child Care Home";"BONNIE WARD";"4000 WASHAKIE";"Casper";82609;"Natrona";"307-265-0223";;"Y";"Y";;;;
"Family Child Care Home";"Building Blocks Preschool";"377 Indian Paintbrush";"Casper";"82604-";"Natrona";"307-333-5190";;;;"Y";;;
"Family Child Care Home";"Butterfly Kisses";"1048 South Chestnut";"Casper";"82601-";"Natrona";"307-265-0478";;"Y";;;;;
"Family Child Care Home";"COMFY COZY CHILD CARE";"2936 RIDGECREST";"Casper";82604;"Natrona";"307-266-5907";;"Y";;;;;
"Family Child Care Home";"Daddy Day Care";"3443 Alpine Dr.";"Casper";"82601-";"Natrona";"307-267-8452";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"DAFFODIL DARLINGS DAYCARE";"210 DAFFODIL";"Casper";"82604-";"Natrona";"307-266-5735";;"Y";;;;;
"Family Child Care Home";"DAWNS DAY CARE";"900 S. MELROSE";"Casper";82601;"Natrona";"307-473-2004";;"Y";;;;;
"Family Child Care Home";"Dillards Playhouse";"287 SOUTH OREGON TRAIL ROAD";"Casper";"82604-0000";"Natrona";"307-237-5719";"Y";"Y";;;;;
"Family Child Care Home";"Dotties Daycare";"128 S Nebraska";"Casper";"82609-";"Natrona";"307-472-1998";"Y";"Y";"Y";;;;
"Family Child Care Home";"Grandma and Papas Daycare";"3597 Blue Sage Ln.";"Casper";"82601-";"Natrona";"307-266-4163";;;;;;"Y";
"Family Child Care Home";"GRANNY'S KIDS DAY CARE";"909 S. MCKINLEY";"Casper";82604;"Natrona";"307-577-0630";;;;;;;
"Family Child Care Home";"GRIFFITH DAY CARE";"3533 PARTRIDGE LANE";"Casper";82604;"Natrona";"307-237-3196";;;;;;;
"Family Child Care Home";"Harris Family Daycare";"1251 S Forest Drive";"Casper";"82609-";"Natrona";"307-265-2364";"Y";;;;;;
"Family Child Care Home";"HATFIELD DAY CARE";"1235 SO. MELROSE";"Casper";82601;"Natrona";"307-266-5107";"Y";;;"Y";;;
"Family Child Care Home";"Home Away From Home";"2640 Harvard St.";"Casper";"82601-";"Natrona";"307-277-5837";;"Y";"Y";"Y";;;
"Family Child Care Home";"Hugs and Cuddles Daycare";"2929 Pheasant";"Casper";"82604-";"Natrona";"307-333-5713";;;;;;;
"Family Child Care Home";"IN LOVING ARMS";"4031 NORWOOD";"Casper";82609;"Natrona";"307-237-2593";"Y";"Y";;;;;
"Family Child Care Home";"Jennifers Child Care";"242 SOUTH LENNOX";"Casper";"82601-0000";"Natrona";"307-234-3062";"Y";"Y";;;;;
"Family Child Care Home";"Kids on the Block";"1862 BRECK";"Casper";82601;"Natrona";"307-277-7338";"Y";"Y";;;;"Y";"Y"
"Family Child Care Home";"LAURIES INN";"1901 E. 24TH ST.";"Casper";82601;"Natrona";"307-333-5406";;;;;;;
"Family Child Care Home";"Lil Britches Child Care";"1621 e. 25th Street";"Casper";"82601-";"Natrona";"307-333-5959";"Y";"Y";;;;"Y";
"Family Child Care Home";"Lil MikiZoo Daycare";"2023 Linda Vista";"Casper";"82609-";"Natrona";"307-258-7412";;"Y";;;;;
"Family Child Care Home";"Lil Munchkins";"3930 Cynthia Dr.";"Casper";"82609-";"Natrona";"307-315-1252";;"Y";"Y";"Y";;;
"Family Child Care Home";"LIL RASCALS";"5220 Antelope";"Bar Nunn";"82601-";"Natrona";"307-258-8927";;"Y";;;;;
"Family Child Care Home";"Lil Starz";"224 North Elk Street";"Casper";"82601-";"Natrona";"307-258-7802";;"Y";;;;;
"Family Child Care Home";"Lil Tonka Childcare";"4815 Antelope Dr.";"Bar Nunn";"82601-";"Natrona";"307-267-4743";;"Y";"Y";;;;
"Family Child Care Home";"Lions Den";"3560 Swanton Ave.";"Casper";"82609-";"Natrona";"307-251-5056";;"Y";;;;;
"Family Child Care Home";"Little Beginnings";"1720 S. Oak St.";"Casper";"82601-";"Natrona";"307-266-9977";;"Y";;;;;
"Family Child Care Home";"Little Cherubs Day Care";"1825 S. Lennox";"Casper";"82601-";"Natrona";"307-266-4202";;;"Y";"Y";;;
"Family Child Care Home";"Little Froggie Day Care";"3055 E. 8th Street";"Casper";"82609-";"Natrona";"307-267-1670";;"Y";"Y";"Y";;;
"Family Child Care Home";"Little Loves Learning Center";"900 7th street";"Evansville";"82636-";"Natrona";"307-262-7150";"Y";;;;;;
"Family Child Care Home";"Lizzy Lizzardtin's Childcare";"208 E. J st.";"Casper";"82601-";"Natrona";"307-247-3510";;"Y";"Y";;;;"Y"
"Family Child Care Home";"LOU ANNS DAYCARE";"3527 COTTONTAIL LANE";"Casper";82604;"Natrona";"307-265-6980";;"Y";;;;;
"Family Child Care Home";"LullaBabies  Daycare";"2500 CY Ave. Suite #3";"Casper";"82604-";"Natrona";"307-439-9993";;"Y";;;;;
"Family Child Care Home";"MAKING A DIFFERENCE DAY CARE";"732 S. JACKSON";"Casper";82601;"Natrona";"307-237-4830";;;;"Y";;;
"Family Child Care Home";"MAXWELL DAY CARE";"7679 CHALK CREEK RD";"Casper";82604;"Natrona";"307-235-0828";;"Y";;;;"Y";
"Family Child Care Home";"Meghan Bauers";"850 S. Jackson";"Casper";"82601-";"Natrona";"307-258-1656";;"Y";"Y";"Y";;;
"Family Child Care Home";"MIMIS HOUSE DAY CARE";"1729 S. Elk Ave.";"Casper";"82601-";"Natrona";"307-258-3046";;"Y";"Y";"Y";;;
"Family Child Care Home";"Miss Amanda's ABC'S";"657 Eagle Circle";"Evansville";"82636-";"Natrona";"307-259-2286";;"Y";"Y";;;;
"Family Child Care Home";"Miss Angie's Day Care/Preschool";"3909 East 19th st";"Casper";"82609-";"Natrona";"307-267-2298";"Y";"Y";;;;;
"Family Child Care Home";"Miss Michelle's Daycare";"4110 E. 8th";"Casper";"82609-";"Natrona";"307-266-9161";;"Y";"Y";"Y";;;
"Family Child Care Home";"MORNING STAR CHILD CARE AND PRESCHOOL";"2024 FREMONT";"Casper";82604;"Natrona";"307-265-2822";;;;"Y";;;
"Family Child Care Home";"Practical Day Care";"2011 Sioux Trail";"Bar Nunn";"82601-";"Natrona";"307-259-9741";;"Y";;;;;
"Family Child Care Home";"Precious Moments";"5001 Vista Way";"Casper";"82601-";"Natrona";"307-333-5808";;"Y";"Y";"Y";;"Y";
"Family Child Care Home";"Raegan's Rugrats";"4020 Crystie Lane";"Casper";"82609-";"Natrona";"307-333-2753";"Y";"Y";;;;;
"Family Child Care Home";"Samantha's Daycare";"1716 Omaha Trail";"Bar Nunn";"82601-";"Natrona";"307-472-1325";;"Y";"Y";"Y";;;
"Family Child Care Home";"Shalom Home Care";"1728 S. Elk";"Casper";"82601-";"Natrona";"307-277-7731";;"Y";"Y";"Y";;"Y";"Y"
"Family Child Care Home";"SHIRLEY LANGO";"326 HOLMES";"Evansville";"82636-";"Natrona";"307-265-1019";"Y";;;;;;
"Family Child Care Home";"Teacher's Tot Spot";"3210 Ridgecrest";"Casper";"82604-";"Natrona";"307-473-8875";;"Y";"Y";"Y";;;
"Family Child Care Home";"Tete's Daycare";"6396 Timberline Ct.";"Casper";"82604-";"Natrona";"307-267-2432";;"Y";"Y";"Y";;;
"Family Child Care Home";"The Playhouse";"1306 E 19th";"Casper";"82601-";"Natrona";"307-265-5516";;"Y";"Y";"Y";;;
"Family Child Care Home";"There's No Place Like Home Childcare";"4286 Dartford Crt.";"Casper";"82609-";"Natrona";"307-258-6281";;"Y";"Y";;;;
"Family Child Care Home";"TLC THE LEARNING CENTER";"2232 S. GLENDALE";"Casper";82601;"Natrona";"307-234-4936";;"Y";;;;;
"Family Child Care Home";"Toddle In Daycare";"1411 S. Willow St";"Casper";"82604-";"Natrona";"307-337-1258";;"Y";"Y";"Y";;;
"Family Child Care Home";"VICKY'S DAYCARE";"2556 BLAIR LANE";"Casper";82601;"Natrona";"307-577-1813";"Y";"Y";;;;;
"Family Child Care Home";"WEE CARE DAY CARE";"1635 S. MELROSE";"Casper";82601;"Natrona";"307-235-5093";;"Y";;;;;
"Family Child Care Home";"WEE TYKES KID CARE";"1622 WESTRIDGE WAY";"Casper";"82604-";"Natrona";"307-797-4628";"Y";"Y";;;;;
"Family Child Care Home";"Wildthing's Childcare";"2321 S. Jefferson";"Casper";"82601-";"Natrona";"307-333-5537";;"Y";"Y";"Y";;;
"Family Child Care Home";"Iris Daycare";"215 Copper Avenue";"Lusk";"82225-";"Niobrara";"307-334-2392";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"VALERIE WASSERBURGER";"4309 US HWY 20";"Lusk";82225;"Niobrara";"307-334-3095";"Y";"Y";"Y";"Y";"Y";;
"Family Child Care Home";"ABC CHILDCARE";"2124 GAIL LN.";"Cody";82414;"Park";"307-587-9209";;"Y";"Y";"Y";;;
"Family Child Care Home";"ANNAS HOME CARE";"1272 WEST 7TH ST";"Powell";"82435-";"Park";"307-754-0226";;"Y";"Y";;;;
"Family Child Care Home";"BONNIE GOODYEAR";"1213 SALSBURY";"Cody";82414;"Park";"307-587-9064";;"Y";"Y";;;;
"Family Child Care Home";"Kathy's Daycare";"1153 Inca Road";"Ralston";"82440-";"Park";"307-754-8155";;"Y";"Y";;;;
"Family Child Care Home";"LUANN BORDERS";"136 SOUTH ABSAROKA";"Powell";82435;"Park";"307-254-2322";;"Y";"Y";;;;
"Family Child Care Home";"Mandy    Ringler";"555 Ave D";"Powell";"82435-";"Park";"307-254-4323";;"Y";"Y";"Y";;;
"Family Child Care Home";"NOAH ARK DAYCARE";"720 Road 7";"Powell";"82435-";"Park";"307-351-7745";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Rugrat Retreat";"680 Mountain View Street";"Powell";"82435-";"Park";"307-202-0113";"Y";"Y";"Y";"Y";;;
"Family Child Care Home";"Safe Haven Center";"555 Ave G";"Powell";"82435-";"Park";"307-254-0515";;;"Y";"Y";;"Y";
"Family Child Care Home";"SUSAN HANNON'S DAYCARE NEST";"2352 CARTER AVE";"Cody";82414;"Park";"307-587-6076";;"Y";"Y";;;;
"Family Child Care Home";"The Harmonic Companionship, Inc.";"226 N Day";"Powell";"82435-";"Park";"307-271-7224";;;"Y";"Y";;;
"Family Child Care Home";"TRACEY NUSBAUM";"926 19TH ST.";"Cody";82414;"Park";"307-578-8539";;"Y";"Y";;;;
"Family Child Care Home";"Benson Home Child Care";"1356 Spruce Street";"Wheatland";"82201-";"Platte";"307-331-9101";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"CINDY JACKSON";"1202 17TH STREET";"Wheatland";82201;"Platte";"307-331-2605";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Little Feet Daycare";"208 12th St.";"Wheatland";"82201-";"Platte";"307-399-4851";;"Y";;;;;
"Family Child Care Home";"Little Hearts Daycare";"363 S. Iowa Ave.";"Guernsey";"82214-";"Platte";"307-575-5393";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"LITTLE STEPS CHILDCARE";"327 South Iowa";"Guernsey";"82214-";"Platte";"307-575-0628";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Step By Step Daycare";"104 13th St.";"Wheatland";"82201-";"Platte";"307-575-0911";;"Y";"Y";"Y";"Y";;
"Family Child Care Home";"A Hundred Acre Wood";"1311 Spaulding";"Sheridan";"82801-";"Sheridan";"307-751-9863";"Y";;;;;;
"Family Child Care Home";"Angela's Child Care";"1662 Taylor Ave";"Sheridan";"82801-";"Sheridan";"307-674-5130";;;;;;;
"Family Child Care Home";"Angie's Daycare";"61 E 12th";"Sheridan";"82801-";"Sheridan";"307-751-1359";"Y";;;;;;
"Family Child Care Home";"CANDY'S DAYCARE";"905 WEST LOUCKS STREET";"Sheridan";82801;"Sheridan";"307-674-5013";"Y";"Y";;;;;
"Family Child Care Home";"Happy Rock  Preschool";"334 West Burrows";"Sheridan";"82801-";"Sheridan";"307-752-7537";;"Y";;;;;
"Family Child Care Home";"Jo's Jump Start Child Care";"2182 Papago Dr";"Sheridan";"82801-";"Sheridan";"307-672-2959";;;;;;;
"Family Child Care Home";"LISA'S HOUSE";"1060 S. MAIN ST.";"Sheridan";"82801-";"Sheridan";"307-674-8896";"Y";"Y";;;;;
"Family Child Care Home";"Little Tikes Roundup";"529 Canby St.";"Sheridan";"82801-";"Sheridan";"307-673-1938";;;;;;;
"Family Child Care Home";"Rhonda s Daycare";"1060 Adair";"Sheridan";"82801-0000";"Sheridan";"307-673-5233";;;;;;;
"Family Child Care Home";"Solid Ground Preschool";"645 Avon Street";"Sheridan";"82801-";"Sheridan";"307-763-1714";;;;;;;
"Family Child Care Home";"WEE COTTAGE DAY CARE";"441 Florence Ave";"Sheridan";82801;"Sheridan";"307-672-8282";;;;;;;
"Family Child Care Home";"Alphabet Soup Child Care";"241 Budd Avenue";"Big Piney";"83113-";"Sublette";"307-276-5451";;;;;;;
"Family Child Care Home";"ANN WRIGHT DAYCARE";"716 WEST BONNEVILLE";"Pinedale";"82941-";"Sublette";"307-367-4503";;"Y";"Y";"Y";;;
"Family Child Care Home";"Cassie's House";"10407 Hwy 189 # 13";"Big Piney";"83113-";"Sublette";"307-276-4277";;;;;;;
"Family Child Care Home";"Kathy's Kids";"80 First North Road,  Lot 14";"Marbleton";"83113-";"Sublette";"307-276-3989";;;;;;"Y";
"Family Child Care Home";"Lil Buckaroo";"504 County Road";"Marbleton";"83113-";"Sublette";"307-276-5660";;"Y";;;;;
"Family Child Care Home";"Little Buckaroos Daycare";"366 B. South Ashley";"Pinedale";"82941-";"Sublette";"307-321-6046";"Y";"Y";"Y";"Y";"Y";;
"Family Child Care Home";"Little Sprouts";"1610 Miller Way";"Big Piney";"83113-";"Sublette";"307-749-2791";;;;;;;
"Family Child Care Home";"Wiggles and Giggles";"6 Chert Trail";"Pinedale";"82941-";"Sublette";"307-367-3449";;"Y";"Y";;;;
"Family Child Care Home";"Azalia Blossoms";"2624 War Admiral";"Rock Springs";"82901-";"Sweetwater";"307-362-2255";;;"Y";"Y";;;
"Family Child Care Home";"Burbs Childcare";"185 North Second West";"Green River";"82935-";"Sweetwater";"307-851-9445";"Y";;"Y";"Y";;"Y";
"Family Child Care Home";"Busy Bee's Preschool";"2717 Westridge Drive";"Rock Springs";"82901-";"Sweetwater";"307-389-2926";"Y";"Y";"Y";"Y";;;
