"ID";"Type";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Email";"Website";"Capacity";"Operational Information";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Infants (0-12 months)";"Toddler (12-24 months)";"Toddler (24-36 months)";"Pre-School (3-5 years old)";"School-Age (6-12 years old)";"Full Day Care";"Half Day Care";"Weekend Care";"Drop-In Care";"Night Care";"Provides Transportation";"Child and Adult Food Program";"Accepts Subsidies";"Certified Nature Explore Classroom";"Implementing WY ELG/ELF";"Accepts Special Needs";"Pet Free Environment";"Has Cat(s)";"Has Dog(s)";"Has Other Pet(s)"
16964;"FCCH";"Shelley's Playhouse";"4116 Rio Verde Street";"Cheyenne";"WY";82001;"Laramie";"307-630-7130";"hjemle69@gmail.com";;10;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
1450;"CCC";"SHEPHERD OF THE HILLS CHILD DEVELOPMENT CENTER";"4600 SOUTH POPLAR";"Casper";"WY";82604;"Natrona";"307-234-8522";"shephillscdc@shephillschurch.com";;45;"Closed Summer : September to May";"Closed";"08:45 AM - 03:15 PM";"08:45 AM - 03:15 PM";"08:45 AM - 03:15 PM";"08:45 AM - 03:15 PM";"08:45 AM - 11:45 AM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
1400;"FCCH";"Sheri's Luv Bugs";"5824 Parkside Dr.";"Cheyenne";"WY";82001;"Laramie";"307-996-6994";"sheristolp@yahoo.com";;10;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;"Yes";"Yes";;;;;;"Yes";
2362;"CCC";"SHERIDAN YMCA DAYCARE";"417 N. JEFFERSON";"Sheridan";"WY";82801;"Sheridan";"307-672-5774";"aknight@sheridanymca.org";;82;"Regular/Year Round";"Closed";"Closed";"Closed";"Closed";"Closed";"Closed";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
124;"CCC";"Shooting Star Academy";"750 1/2 Kansas Ave";"Lovell";"WY";82431;"Big Horn";"307-272-0272";"shootingstaracademy1@hotmail.com";;33;"Regular/Year Round";"Closed";"06:30 AM - 05:00 PM";"06:30 AM - 05:00 PM";"06:30 AM - 05:00 PM";"06:30 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;"Yes";;"Yes";;;"Yes";"Yes";;;
17215;"FCCH";"Shreya's Bright and Shiny Day Care";"1526 Woodward Drive";"Cheyenne";"WY";82007;"Laramie";"307-286-5740";"Vkinstle21@hotmail.com";;9;"Regular/Year Round";"05:00 AM - 06:00 PM";"05:00 AM - 06:00 PM";"05:00 AM - 06:00 PM";"05:00 AM - 06:00 PM";"05:00 AM - 06:00 PM";"05:00 AM - 06:00 PM";"05:00 AM - 06:00 PM";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";;;;;;;
2195;"CCC";"Silly Bear Academy, LLC";"117 W. 5th";"Cheyenne";"WY";82007;"Laramie";"307-369-1221";"w___moore_3@msn.com";"https://www.sillybearacademy.com";64;"Regular/Year Round";"Closed";"05:30 AM - 07:30 PM";"05:30 AM - 07:30 PM";"05:30 AM - 07:30 PM";"05:30 AM - 07:30 PM";"05:30 AM - 07:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;
1420;"FCCC";"SILLY GOOSE PRESCHOOL/DAY CARE";"1594 Kingsbury";"Casper";"WY";82609;"Natrona";"307-472-4921";"sherr96@yahoo.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"07:30 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
17000;"FCCC";"Small Adventures";"4417 Cheyenne";"Laramie";"WY";82072;"Albany";"727-742-3794";"smalladventures.laramie@gmail.com";;14;"Regular/Year Round";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";;;;;;"Yes";"Yes";;;;;;;;;;;;;
1860;"FCCC";"Small Miracles";"1683 Blues Drive";"Cheyenne";"WY";82007;"Laramie";"307-287-3242";"hopefischer@icloud.com";;15;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;"Yes";"Yes";"Yes";;;;;;;
2272;"CCC";"Small Wonders";"2635 Sheridan Ave";"Cody";"WY";82414;"Park";"307-587-9229";"codygoodwins@yahoo.com";;50;"Regular/Year Round";"Closed";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"06:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
1489;"FCCH";"SMALL WORLD";"117 CEDAR RIDGE DRIVE";"Thermopolis";"WY";82443;"Hot Springs";"307-864-2748";"no email";;9;"Regular/Year Round";"Closed";"05:00 AM - 07:00 PM";"05:00 AM - 07:00 PM";"05:00 AM - 07:00 PM";"05:00 AM - 07:00 PM";"05:00 AM - 07:00 PM";"05:00 AM - 07:00 PM";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;"Yes";;;
17291;"CCC";"Small World Daycare";"1008 College View Dr.";"Riverton";"WY";82501;"Fremont";"307-856-4275";"bbritain1@icloud.com";;83;"Regular/Year Round";"Closed";"06:45 AM - 06:00 PM";"06:45 AM - 06:00 PM";"06:45 AM - 06:00 PM";"06:45 AM - 06:00 PM";"06:45 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
1476;"CCC";"Smart Start Montessori Academy";"1014 North 8th West";"Riverton";"WY";82501;"Fremont";"307-856-7633";"ssa@wyoming.com";;40;"Regular/Year Round";"Closed";"08:00 AM - 02:45 PM";"08:00 AM - 02:45 PM";"08:00 AM - 02:45 PM";"08:00 AM - 02:45 PM";"08:00 AM - 02:45 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;;;"Yes";;;;"Yes";;;
916;"CCC";"Smart Start Quality Child Care";"1022 North 8th West";"Riverton";"WY";82501;"Fremont";"307-856-1120";"smartstartqualitychildcare@gmail.com";;117;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;"Yes";;;"Yes";"Yes";;;"Yes";"Yes";;;
14891;"FCCH";"Smile Time Preschool";"330 Collett Ave";"Cokeville";"WY";83114;"Lincoln";"435-766-0158";"t_allred@hotmail.com";;10;"Closed Summer : September to May";"Closed";"Closed";"01:00 PM - 03:00 PM";"Closed";"01:00 PM - 03:00 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
2282;"FCCH";"Smith Child Care";"515 S. 7th St.";"Douglas";"WY";82633;"Converse";"307-351-0179";"jlq_jcs@yahoo.com";;10;"Closed Summer : June to August";"Closed";"07:30 - 04:30";"07:30 - 04:30";"07:30 - 04:30";"07:30 - 04:30";"07:30 - 04:00";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
1891;"FCCC";"St. Anthony's Catholic Preschool";"1345 Monument Drive";"Cody";"WY";82414;"Park";"307-527-3679";"dklessens@bresnan.net";;15;"Regular/Year Round";"Closed";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"Closed";;;;"Yes";;"Yes";"Yes";;;;"Yes";;;;;;"Yes";;;
1808;"CCC";"ST. ANTHONYS PRESCHOOL";"1145 West 20th street";"Casper";"WY";82601;"Natrona";"307-234-2873";"melissa.whelan@sascasper.com";;67;"Closed Summer";"Closed";"08:00 AM - 04:15 PM";"08:00 AM - 04:15 PM";"08:00 AM - 04:15 PM";"08:00 AM - 04:15 PM";"08:00 AM - 04:15 PM";"Closed";;;;"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;;;
1984;"CCC";"ST. MARGARETS PRESCHOOL";"220 N. 7TH EAST ST.";"Riverton";"WY";82501;"Fremont";"307-856-5922";"jperson@stmargs.us";;21;"Closed Summer : August to May";"Closed";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"Closed";;;;"Yes";"Yes";;"Yes";;;;;;;;;;"Yes";;;
1963;"CCC";"ST. MARKS DAY SCHOOL";"701 SOUTH WOLCOTT";"Casper";"WY";82601;"Natrona";"307-234-0831";"stmarkscasper@gmail.com";;75;"Closed Summer : September to May";"Closed";"09:00 AM - 03:00 PM";"09:00 AM - 03:00 PM";"09:00 AM - 03:00 PM";"09:00 AM - 03:00 PM";"09:00 AM - 11:30 AM";"Closed";;;"Yes";"Yes";;;"Yes";;;;;;;;;;;;;
14324;"CCC";"Stacey Houk Family Enrichment Center, DBA Stacey Houk Learning Center";"1765 West C St.";"Torrington";"WY";82240;"Goshen";"307-534-5339";"meshiaoliver19@gmail.com";;49;"Regular/Year Round";"Closed";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"06:45 AM - 05:30 PM";"07:30 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";;"Yes";;;;;;;
1985;"CCC";"Star Valley Child Development Center";"675 S Washington";"Afton";"WY";83110;"Lincoln";"307-885-9286";"afton@lucda.org";;31;"Closed Summer : August to May";"Closed";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;"Yes";"Yes";;;;;;;;
2426;"CCC";"Star Valley Child Development Center/Thayne";"250 Vannoy Parkway, Suite 108";"Thayne";"WY";83127;"Lincoln";"307-883-4116";"svcdc-thayne@lucda.org";;51;"Regular/Year Round : September to May";"Closed";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"08:00 AM - 03:00 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;"Yes";"Yes";;;;"Yes";"Yes";;;
17131;"CCC";"Star Valley Montessori";"350 S. Washington Street";"Afton";"WY";83110;"Lincoln";"307-885-6911";"starvalleymontessori@gmail.com";;44;"Regular/Year Round";"Closed";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"Closed";;;"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;"Yes";"Yes";;;
17135;"CCC";"Stephanie Fountain's Child Care";"4725 W. Yellowstone Hwy.";"Mills";"WY";82644;"Natrona";"307-267-1703";"smcdaniel0607@hotmail.com";;27;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
17055;"CCC";"Stepping Stones Day School";"603 E. Carlson St. Suite 306";"Cheyenne";"WY";82009;"Laramie";"307-632-5855";"steppingstonesdayschool@yahoo.com";;52;"Regular/Year Round";"Closed";"07:15 AM - 06:00 PM";"07:15 AM - 06:00 PM";"07:15 AM - 06:00 PM";"07:15 AM - 06:00 PM";"07:15 AM - 06:00 PM";"Closed";;;;"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;;
16890;"CCC";"Stepping Stones Day School and Nursery";"611 E. Carlson Suite 107";"Cheyenne";"WY";82009;"Laramie";"307-632-5855";"steppingstonesdayschool@yahoo.com";;55;"Regular/Year Round";"Closed";"05:30 AM - 06:00 PM";"05:30 AM - 06:00 PM";"05:30 AM - 06:00 PM";"05:30 AM - 06:00 PM";"05:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
1976;"CCC";"Stepping Stones Learning Center";"626 E. 2nd St.";"Casper";"WY";82601;"Natrona";"307-337-2016";"9cuddles@gmail.Com";;70;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;"Yes";;"Yes";;;;;;;
17173;"FCCH";"Stop N Play Home Daycare";"1211 Timber Lane";"Riverton";"WY";82501;"Fremont";"307-463-0036";"rachelleigh2591@gmail.com";;10;"Regular/Year Round";"06:00 AM - 06:00 AM";"06:00 AM - 06:00 AM";"06:00 AM - 06:00 AM";"06:00 AM - 06:00 AM";"06:00 AM - 06:00 AM";"06:00 AM - 06:00 AM";"06:00 AM - 06:00 AM";"Yes";"Yes";"Yes";;"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";;;;;;"Yes";
16961;"CCC";"STRIDE Learning Center--Yellowstone Office";"5801 Yellowstone Rd.";"Cheyenne";"WY";82009;"Laramie";"307-638-6100";"katie@stridekids.com";;18;"Closed Summer";"Closed";"09:00 AM - 02:00 PM";"Closed";"09:00 AM - 11:00 AM";"09:00 AM - 11:00 PM";"Closed";"Closed";;"Yes";"Yes";;;;"Yes";;;;;;;;;;;;;
2309;"CCC";"STRIDE LEARNING CENTER";"326 PARSLEY BLVD.";"Cheyenne";"WY";82007;"Laramie";"307-632-2991";"tricia@stridekids.com";;149;"Regular/Year Round";"Closed";"08:00 AM - 03:30 PM";"08:00 AM - 03:30 PM";"08:00 AM - 03:30 PM";"08:00 AM - 03:30 PM";"08:00 AM - 03:30 PM";"Closed";;;"Yes";"Yes";;;"Yes";;;;"Yes";;;;;;;;;
2477;"CCC";"Sublette BEEP";"665 N. Tyler";"Pinedale";"WY";82941;"Sublette";"307-367-5505";"lschaefer@sub1.org";;82;"Closed Summer : September to June";"Closed";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"07:00 AM - 05:15 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;"Yes";;;;;;;
2408;"FCCC";"SUGAR N SPICE PRESCHOOL/DAYCARE";"955 DIANE CT";"Lander";"WY";82520;"Fremont";"307-332-9426";"jsutt@bresnan.net";;15;"Regular/Year Round";"Closed";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 05:15 PM";"07:15 AM - 04:30 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;"Yes";;;
17258;"FCCC";"Sunflower Day School";"107 S. 7th Street";"Laramie";"WY";82070;"Albany";"303-521-3430";"rmfranz@yahoo.com";;15;"Regular/Year Round";"Closed";"08:30 AM - 05:30 PM";"08:30 AM - 05:30 PM";"08:30 AM - 05:30 PM";"08:30 AM - 05:30 PM";"08:30 AM - 05:30 PM";"Closed";;;"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;;;;
17219;"FCCH";"Sunflower Kids";"257 North Oklahoma";"Hudson";"WY";82515;"Fremont";"307-714-4860";"missyjay86@gmail.com";;6;"Regular/Year Round";"Closed";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;"Yes";;;;;;;
17026;"CCC";"Sunny Acres Preschool";"280 S. Washington Street";"Afton";"WY";83110;"Lincoln";"307-402-9060";"alimackey2@gmail.com";;30;"Closed Summer : September to May";"Closed";"09:30 AM - 02:30 PM";"09:30 AM - 02:30 PM";"09:30 AM - 02:30 PM";"09:30 AM - 02:30 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
2165;"CCC";"Sunny Sprouts";"95 C M R Lane";"Etna";"WY";83118;"Lincoln";"307-883-8690";"Jackie@sunnysproutswy.com";;46;"Regular/Year Round";"Closed";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;"Yes";"Yes";;;
2330;"CCC";"Sunnyside Daycare and Preschool";"2113 E. 12th St.";"Casper";"WY";82601;"Natrona";"307-267-1994";"VPurpleL@bresnan.net";;50;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;;;;;
17044;"FCCC";"Sunnyside Preschool Adventures";"11668 Hwy 26";"Kinnear";"WY";82516;"Fremont";"307-709-6168";"cathy.clapp@gmail.com";;15;"Closed Summer : September to May";"Closed";"Closed";"08:00 AM - 11:30 AM";"08:00 AM - 11:30 AM";"08:00 AM - 11:30 AM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;"Yes";;;;"Yes";;;
1817;"CCC";"SUNSHINE CORNER";"2303 EAST 15TH";"Casper";"WY";82609;"Natrona";"307-266-5605";"jbrush@bresnan.net";;52;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";"Yes";;;;;;;
1995;"FCCH";"Super Stars Preschool";"23 Morning Glory Way";"Rock Springs";"WY";82901;"Sweetwater";"307-371-7270";"heidishuler7@gmail.com";;8;"Closed Summer : September to May";"Closed";"09:30 AM - 12:00 PM";"09:00 AM - 03:00 PM";"09:30 AM - 12:00 PM";"09:00 AM - 03:00 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;"Yes";
1986;"FCCH";"Susan's Zoo";"5340 Jenny Lake";"Cheyenne";"WY";82009;"Laramie";"307-637-3011";"howlingatthemoonpie@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;"Yes";;;;;;;;
2349;"FCCC";"SWEET BEGINNINGS";"795 DEL RIO LANE";"Powell";"WY";82435;"Park";"307-754-0562";"ksweet@bresnan.net";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";;"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;"Yes";"Yes";;;"Yes";;;"Yes";
17202;"CCC";"Sweet Little Smiles Daycare";"1220 9th Street";"Rock Springs";"WY";82901;"Sweetwater";"307-371-4051";"wagnone.brittany@yahoo.com";;39;"Regular/Year Round";"Closed";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"06:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;;;;;;;;
14868;"CCC";"Sweet Peas Child Care";"326 N 11th St";"Worland";"WY";82401;"Washakie";"307-347-8687";"sweetpeaswyoming@gmail.com";;49;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 PM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;"Yes";"Yes";;;
2168;"CCC";"Sweet Peas LLC";"1725 High School Road Suite 410, 420, 425 and 430";"Jackson";"WY";83001;"Teton";"307-733-6580";"taryn@sweetpeasbabies.com";;65;"Regular/Year Round";"Closed";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"07:45 AM - 05:15 PM";"Closed";;"Yes";"Yes";"Yes";;"Yes";"Yes";;;;;;;;;;"Yes";;;
16905;"FCCH";"Sweet Spirits Child Care LLC";"211 E. Kelly Ave.";"Jackson";"WY";83001;"Teton";"307-264-1667";"sweetspiritschildcare@gmail.com";;10;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";;"Yes";"Yes";;"Yes";;;;;;;;;;;
1522;"CCC";"Sweetwater Co. Child Dev. Center- Green River";"1715 Hitching Post";"Green River";"WY";82935;"Sweetwater";"307-872-3290";"lucerol@cdckids.org";;208;"Closed Summer : September to June";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
2035;"CCC";"Sweetwater County Child Development Center";"4509 Foothill Blvd.";"Rock Springs";"WY";82901;"Sweetwater";"307-352-6871";"lucerol@cdckids.org";;141;"Regular/Year Round";"Closed";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"08:00 AM - 04:00 PM";"Closed";;;"Yes";"Yes";;;"Yes";;;;;;;;;;;;;
17180;"FCCH";"Talia's Childcare";"131 Cottonwood";"Buffalo";"WY";82834;"Johnson";"307-620-2528";"taliategdesch@gmail.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"07:00 AM - 05:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;;;;;;;
17233;"FCCH";"Tamra's Tiny Tots";"1201 Turkey Track Ln";"Gillette";"WY";82716;"Campbell";"307-299-1125";"tamrabruns726@gmail.com";;10;"Regular/Year Round";"Closed";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"07:00 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;"Yes";;;;;;;
16970;"CCC";"TCSD Cubs";"245 E Deloney St, PO Box 568";"Jackson";"WY";83001;"Teton";"307-734-4408";"tcsdcubs@tcsd.org";;35;"Regular/Year Round";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 04:30 PM";"Closed";"Yes";"Yes";"Yes";;;"Yes";"Yes";;;;;;"Yes";;;"Yes";"Yes";;;
17119;"FCCC";"TCSD Grizzlies";"200 North Willow St";"Jackson";"WY";83001;"Teton";"307-733-5302";"agoe@tcsd.org";;15;"Closed Summer : September to June";"Closed";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 05:00 PM";"07:30 AM - 04:30 PM";"Closed";;;;"Yes";;"Yes";;;;;;;;;;;;;;
2384;"CCC";"Teddy Bear Daycare";"718 N. Hwy 14-16, Unit A-2";"Gillette";"WY";82716;"Campbell";"307-682-2727";"tbdc718@aol.com";;93;"Regular/Year Round";"Closed";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"06:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;;"Yes";;;;;;;
16946;"FCCC";"Tender Hearts Learning Daycare";"77 Dahlia";"Casper";"WY";82604;"Natrona";"307-215-4034";"teacheryouth@yahoo.com";;15;"Regular/Year Round";"Closed";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"07:00 AM - 06:00 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;;;;;"Yes";;;;;;"Yes";
2346;"FCCC";"Tender Moments Childcare";"603 Circle Drive";"Buffalo";"WY";82834;"Johnson";"307-217-0485";"jermonroe@live.com";;15;"Regular/Year Round";"Closed";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"07:30 AM - 05:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;"Yes";"Yes";;;"Yes";;;"Yes";
1553;"CCC";"Teton Literacy Center";"1715 High School Road";"Jackson";"WY";83001;"Teton";"307-733-9242";"lina@tetonliteracy.org";;26;"Closed Summer : September to June";"Closed";"08:00 AM - 12:30 PM";"08:00 AM - 12:30 PM";"08:00 AM - 12:30 PM";"08:00 AM - 12:30 PM";"Closed";"Closed";;;;"Yes";;;"Yes";;;;;;;;;;;;;
17109;"CCC";"The Backyard Child Care Center, LLC";"515 E. Carlson St. Unit #99";"Cheyenne";"WY";82009;"Laramie";"307-369-1359";"thebackyardccc20@yahoo.com";;150;"Regular/Year Round";"Closed";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"06:30 AM - 06:30 PM";"Closed";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";;"Yes";;;;"Yes";;;;;;;
17200;"CCC";"The Beehive";"819 West Maple";"Rawlins";"WY";82301;"Carbon";"307-320-3629";"thebeehive819@gmail.com";;30;"Closed Summer : September to June";"Closed";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"07:30 AM - 06:00 PM";"Closed";;;"Yes";"Yes";"Yes";"Yes";;;;;;;"Yes";;;;;;;
