"id";"name";"street";"city";"state";"zip";"phone";"county";"email";"website";"rating";"ages_served";"schedule";"environment";"special_needs";"languages";"license_id";"care_type";"meals";"financial_assistance";"animals_pets";"transportation";"elementary_schools";"hours_of_operation_monday";"hours_of_operation_tuesday";"hours_of_operation_wednesday";"hours_of_operation_thursday";"hours_of_operation_friday";"hours_of_operation_saturday";"hours_of_operation_sunday";"latitude";"longitude";"alternate_phone"
4944;"(FCCH) St.Teresa Little Flower (EMERG OPEN)";"Sonoma & Calle Jitas Blvd";"Las Cruces";"NM";88011;"443-360-8126";"Dona Ana";"wmariejosette@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Faith-based; No Guns (FCCH Only); Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Other";172079;"Family Child Care";"Parents must send meals/snacks";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"6:00 AM - 07:00 PM";"6:00 AM - 07:00 PM";"6:00 AM - 07:00 PM";"6:00 AM - 07:00 PM";"6:00 AM - 07:00 PM";;;32.3550807;-106.7218744;
3906;"NMPreK-C Discovery Child Development II-Del Rey (EMERG OPEN)";"3300 Del Rey Blvd";"Las Cruces";"NM";88012;"575-382-0338";"Dona Ana";"amvalver@yahoo.com";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.3594483;-106.7738636;
1556;"Discovery Child Development Ctr II (EMERG OPEN)";"3300 Del Rey Blvd";"Las Cruces";"NM";88012;"575-382-0338";"Dona Ana";"discovery@zianet.com";"www.discoverychild.net";"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";47463;"Child Care Center";"Breakfast; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; Near Public Transportation; School bus stop is close to Provider";"All Local Schools";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;32.3594483;-106.7738636;"575-382-4495"
3661;"Kid's Kountry Del Rey (EMERG OPEN)";"3900 Del Rey Blvd";"Las Cruces";"NM";88012;"575-652-4535";"Dona Ana";"roszamarripa@yahoo.com";"www.kidskountrychildcare.com";"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";163609;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Cesar Chavez Elem. - Las Cruces; Dona Ana Elem. - Las Cruces; Highland Elem. - Las Cruces; Jornada Elem. - Las Cruces; Monte Vista Elem. - Las Cruces; Sonoma Elem. - Las Cruces; Sunrise Elem. - Las Cruces";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;32.3600633;-106.7743063;
3932;"NMPreK-C Kids Kountry - Del Rey (EMERG OPEN)";"3900 Del Rey Blvd";"Las Cruces";"NM";88005;"575-652-4535";"Dona Ana";"priscilla_rouse@hotmail.com";;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.3600633;-106.7743063;
4385;"(FCCH) Little Sunshine Home Day Care (EMERG OPEN)";"Elks & Main";"Las Cruces";"NM";88007;"575-915-2505";"Dona Ana";"claudiaizan65@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English; Spanish; Bilingual";169049;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Jornada Elem. - Las Cruces";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";;;32.3587012;-106.7813829;
3616;"(FCCH) Little Rascals (EMERG OPEN)";"Misilla Rd & South Fair Acres";"Las Cruces";"NM";88005;"575-524-8301";"Dona Ana";;;"No Rating - Registered";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";52160;"(FCC) Registered Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Outdoor Only; Dog(s)";"Transportation Provided";"Fairacres Elem. - Las Cruces; Mesilla Elem. - Mesilla";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;32.2683;-106.836;"575-915-0473"
3605;"(FCCH) (SSB) Kelli's Child Care (EMERG OPEN)";"Elks & Main";"Las Cruces";"NM";88007;"915-727-9829";"Dona Ana";"alejandraamaya1210@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";159898;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Dog(s); Bird(s)";"School bus stop is close to Provider";"Columbia Elem. - Las Cruces; Jornada Elem. - Las Cruces";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 10:00 PM";"6:00 AM - 06:00 PM";;32.3629423;-106.7844936;
1395;"(FCCH) Nancy's Daycare (EMERG OPEN)";"Highway 70 & Rinconeda Exit";"Las Cruces";"NM";88012;"575-523-7055";"Dona Ana";"nancymancha55@yahoo.com";;"2-STAR Basic Licensure";"2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Faith-based; Outdoor play area fenced; Guns kept locked & inaccessible to children";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";12118;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Tribal Assistance/Payment/Voucher; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; Walking Distance to School; Near Public Transportation; School bus stop is close to Provider";"Highland Elem. - Las Cruces; J. Paul Taylor Academy - Las Cruces";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";;;32.3679416;-106.7534813;"575-644-9318"
4485;"NMPreK-P Highland Elementary";"4201 Emerald St";"Las Cruces";"NM";88012;"575-527-9635";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.3707494;-106.7443812;
4654;"NMPreK-C (FCCH) Best of the Southwest Daycare (EMERG OPEN)";"4643 Arabela Dr";"Las Cruces";"NM";88012;"703-216-7987";"Dona Ana";"bestofthesouthwestdaycare@gmail.com";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.3738283;-106.769609;
3667;"(FCCH) Best of the Southwest Daycare (EMERG OPEN)";"Del Rey & Parkhill Dr";"Las Cruces";"NM";88012;"703-216-7987";"Dona Ana";"bestofthesouthwestdaycare@gmail.com";"www.bestofthesouwestdaycare.webs.com";"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; Faith-based; No Guns (FCCH Only); Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual; Sign Language";164273;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Special Diet";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Dog(s)";;;"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";32.3738283;-106.769609;
3282;"Enrich the Kids Inc. - East Picacho (TEMP CLOSED)";"4450 North Valley";"Las Cruces";"NM";88007;"575-571-7734";"Dona Ana";"enrichthekids@yahoo.com";"www.enrichthekids.org";"5-STAR";"5, 6-12 years old";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; No Experience or Training; Experience with Inclusion";"English; Spanish; Bilingual";156073;"School Age Program";"Afternoon Snack";"Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Walking Distance to School; Transportation Not Provided";"East Picacho Elem. - Las Cruces";"2:30 PM - 06:00 PM";"2:30 PM - 06:00 PM";"2:30 PM - 06:00 PM";"2:30 PM - 06:00 PM";"2:30 PM - 06:00 PM";;;32.358426;-106.8208797;"575-805-4618"
2303;"(FCCH) Little Steps-New Beginnings CC and Lrng (EMERG OPEN)";"Hwy 70 & Sonoma Ranch";"Las Cruces";"NM";88012;"575-636-2141";"Dona Ana";"bapslady@yahoo.com@yahoo.com";"ittlestepsnewbeginnings";"4-STAR";"1, 2, 3, 4, 5, 6-12, 13 years and up";"Full & Part Time, Full Year";"Swimming pool fenced & locked; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual; Sign Language";117984;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Indoor/Outdoor; Cat(s); Dog(s)";"Transportation Provided; Walking Distance to School; Near Public Transportation; School bus stop is close to Provider";"All Local Schools";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";"6:00 AM - 06:30 PM";;;32.379229;-106.7387831;"575-652-2995"
4456;"NMPreK-C Little Tumbleweed Daycare - New Beg. (TEMP CLOSED)";"4505 Bataan Memorial West";"Las Cruces";"NM";88012;"575-382-6440";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.3809875;-106.7288543;
4412;"Little Tumbleweeds Daycare New Beginnings Inc. (EMERG OPEN)";"4505 Bataan Memorial West";"Las Cruces";"NM";88012;"575-382-6440";"Dona Ana";"sheriseay@yahoo.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";167769;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Cesar Chavez Elem. - Las Cruces; Highland Elementary - Las Cruces; Monte Vista Elem. - Las Cruces; Sonoma Elem. - Las Cruces; Sunrise Elem. - Las Cruces";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;32.3809875;-106.7288543;
4592;"(FCCH) Auntie A's (EMERG OPEN)";"Sierra Bonita & Vista De Oeste";"Las Cruces";"NM";88012;"575-520-8170";"Dona Ana";;;"No Rating - Registered";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Non Faith-based; Outdoor play area fenced; Guns kept locked & inaccessible to children";"No Experience or Training";"English";169906;"(FCC) Registered Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Indoor/Outdoor; Dog(s)";"Transportation Not Provided";;"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";;;32.3855731;-106.7457174;
2646;"(FCCH) (EMERG OPEN)";"Elks & Bleimeyer";"Las Cruces";"NM";88007;"575-523-1529";"Dona Ana";;;"No Rating - Registered";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; Wheelchair Accessible; Faith-based; Swimming pool fenced & locked; No Guns (FCCH Only); Outdoor play area fenced";"No Experience or Training";"English; Spanish; Bilingual";135883;"(FCC) Registered Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Sibling Discount; No Child Care Assistance Accepted";"Indoor/Outdoor; Dog(s)";"Walking Distance to School; Transportation Not Provided; School bus stop is close to Provider";"Columbia Elem. - Las Cruces";"7:30 AM - 07:30 PM";"7:30 AM - 07:30 PM";"7:30 AM - 07:30 PM";"7:30 AM - 07:30 PM";"7:30 AM - 07:30 PM";"7:30 AM - 07:30 PM";;32.3787578;-106.7996557;
3651;"FYI- - Dona Ana Elementary (TEMP CLOSED)";"5551 Camino De Flores";"Las Cruces";"NM";88001;"575-556-1555";"Dona Ana";;;"2-STAR Basic Licensure";"5, 6-12 years old";"Part-Time, School Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion";"English; Spanish; Bilingual";163524;"School Age Program";"Afternoon Snack";"Sibling Discount; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided";"Dona Ana Elem. - Las Cruces";"2:30 PM - 05:30 PM";"2:30 PM - 05:30 PM";"2:30 PM - 05:30 PM";"2:30 PM - 05:30 PM";"2:30 PM - 05:30 PM";;;32.3836419;-106.8100024;
4637;"NMPreK-P Dona Ana Elementary";"5551 Camino de Flores";"Las Cruces";"NM";88001;"505-527-5800";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.3838594;-106.8100742;
4181;"Las Cruces School District #2 - Dona Ana Elem.School HS";"5551 Camino De Flores";"Las Cruces";"NM";88005;"575-527-6020";"Dona Ana";;;" ";"3, 4, 5 years old";"Full-Time, Full Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.3839;-106.81;
4594;"(FCCH) (SS) Blanca's Child Care (EMERG OPEN)";"W, Moreland";"Las Cruces";"NM";88012;"575-373-2286";"Dona Ana";;;"No Rating - Registered";"2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Experience with Inclusion";"Spanish Speaking Only";58323;"(FCC) Registered Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner";"Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Outdoor Only; Dog(s)";"Transportation Not Provided; School bus stop is close to Provider";"Dona Ana Elem. - Las Cruces";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";"7:30 AM - 06:00 PM";;;32.3930429;-106.7875261;
2710;"(FCCH) (SS) Casita de Abuelita";"Mesa Grande & Hwy 70";"Las Cruces";"NM";88012;"575-382-9629";"Dona Ana";"casitadeabuelita@yahoo.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; Faith-based; No Guns (FCCH Only); Outdoor play area fenced";"Experience with Inclusion";"Spanish Speaking Only";134999;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack; Special Diet";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Indoor/Outdoor; Dog(s)";"Transportation Not Provided; School bus stop is close to Provider";"Monte Vista Elem. - Las Cruces";"6:45 AM - 06:30 PM";"6:45 AM - 06:30 PM";"6:45 AM - 06:30 PM";"6:45 AM - 06:30 PM";"6:45 AM - 06:30 PM";"7:00 AM - 07:00 PM";;32.3928161;-106.7185705;
214;"Noah's Ark Learning Center (EMERG OPEN)";"5605 Bataan Memorial";"Las Cruces";"NM";88012;"575-524-0827";"Dona Ana";"candy@lascrucesfirst.org";"www.lascrucesfirst.org";"2-STAR Basic Licensure";"2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English; Spanish; Bilingual";12988;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Cesar Chavez Elem. - Las Cruces; Highland Elem. - Las Cruces; Monte Vista Elem. - Las Cruces; Sonoma Elem. - Las Cruces; Sunrise Elem. - Las Cruces";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;32.3919;-106.706;"575-524-0654"
4418;"(FCCH) (SS) First Steps (TEMP CLOSED)";;"Dona Ana";"NM";88032;"575-650-0061";"Dona Ana";;;"2-STAR Basic Licensure";"2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices";"Spanish Speaking Only";105517;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Dog(s)";"Transportation Not Provided; School bus stop is close to Provider";"Dona Ana Elem. - Las Cruces";"7:00 AM - 11:00 PM";"7:00 AM - 11:00 PM";"7:00 AM - 11:00 PM";"7:00 AM - 11:00 PM";"7:00 AM - 11:00 PM";;;32.3941058;-106.8150492;
4027;"(FCCH) Ellas Daycare, LLC (EMERG OPEN)";"Porter & Bataan Memorial";"Las Cruces";"NM";88012;"575-888-7406";"Dona Ana";"herrerafamily0627@gmail.com";;"2-STAR Basic Licensure";"2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual; Sign Language";164274;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Indoor/Outdoor; Dog(s)";"Transportation Provided";"Highland Elem. - Las Cruces";"7:30 AM - 08:30 PM";"7:30 AM - 08:30 PM";"7:30 AM - 08:30 PM";"7:30 AM - 08:30 PM";"7:30 AM - 08:30 PM";"9:00 AM - 06:00 PM";"9:00 AM - 06:00 PM";32.401;-106.697;
4481;"NMPreK-P Cesar Chavez Elementary";"5250 Holman Rd";"Las Cruces";"NM";88012;"575-527-5800";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.4000586;-106.6823372;
2858;"(FCCH) Sylvia's Day Care (EMERG OPEN)";"Hwy 28";"San Miguel";"NM";88058;"575-650-3972";"Dona Ana";"gsylvia6477@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full-Time, Full Year";"No Smoking; No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";89114;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance";"Outdoor Only; Dog(s)";"Transportation Not Provided; School bus stop is close to Provider";"North Valley Elem. - San Miguel";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";"6:00 AM - 11:00 PM";;32.16178;-106.7391978;
4290;"CDI Head Start - Mesquite (TEMP CLOSED)";"205 NM Hwy 228";"Mesquite";"NM";88048;"956-992-1034";"Dona Ana";;;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4 years old";"Part-Time, Summer Only";;;"English";169309;"(CCC) Head Start";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.166028;-106.69475;
3379;"Little Tumbleweed Daycare Too (TEMP CLOSED)";"253 Chimuri";"La Mesa";"NM";88004;"575-233-3380";"Dona Ana";"sheriseay@yahoo.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";158097;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided; School bus stop is close to Provider";"Mesquite Elem. - Mesquite; San Miguel Elem. - San Miguel; Vado Elem. - Vado";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;32.1247149;-106.7052496;
3810;"NMPreK-P On-Track PreK at La Mesa (North)";"253 Chimuri";"La Mesa";"NM";88044;"575-233-3475";"Dona Ana";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.1246427;-106.7055169;
2312;"(FCCH) (SS) Little Cubs";"Palmilla & Cristo";"Mesquite";"NM";88048;"575-805-0173";"Dona Ana";;;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12, 13 years and up";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; Faith-based; No Guns (FCCH Only); Outdoor play area fenced";"Program has strong commitment to inclusion; No Experience or Training";"Spanish Speaking Only";28402;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Outdoor Only; Dog(s)";"Transportation Provided; School bus stop is close to Provider";"Mesquite Elem. - Mesquite; Vado Elem. - Vado";"7:00 AM - 06:30 PM";"7:00 AM - 06:30 PM";"7:00 AM - 06:30 PM";"7:00 AM - 06:30 PM";"7:00 AM - 06:30 PM";"7:00 AM - 06:30 PM";"7:00 AM - 06:30 PM";32.1382;-106.652733;
3318;"(FCCH) (SSB) ABC's (EMERG OPEN)";"Estancia & Tapir";"Vado";"NM";88072;"575-640-2870";"Dona Ana";;;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"No Experience or Training";"English; Spanish; Bilingual";23111;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Dog(s); Barnyard/Farm/Ranch Animals";"Transportation Provided; Near Public Transportation; School bus stop is close to Provider";"La Mesa Elem. - La Mesa; Mesquite Elem. - Mesquite; Vado Elem. - Vado";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;32.126425;-106.6548055;
2066;"Dona Ana County Head Start - Vado (TEMP CLOSED)";"325 Holguin Rd #2";"Vado";"NM";88072;"575-647-8733 EXT 111";"Dona Ana";;;"2-STAR Basic Licensure";"3, 4, 5 years old";"Part-Time, School Year";;;;86582;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.1181953;-106.6627948;
4536;"NMSU Education Research - EHS Vado Site";"325 Holguin Rd #2";"Vado";"NM";88072;"575-647-8733 EXT 111";"Dona Ana";;;" ";"Infant, 1, 2 years old";"Part-Time, School Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;32.1181953;-106.6627948;
3319;"(FCCH) (SSB) Blanca Nieves Day Care";"McCrimmon & Tapir";"Vado";"NM";88072;"575-571-2734";"Dona Ana";"blanca0316corral@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices";"English; Spanish; Bilingual";56739;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";;"Transportation Provided; School bus stop is close to Provider";"Vado Elem. - Vado";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";"12:00 AM - 11:59 PM";32.1117649;-106.6624959;
