"id";"name";"address";"city";"state";"zip";"phone";"tollfree";"fax";"email";"website";"contact_name";"Details";"Services offer";"County/Area served";"Logo url";"operation hours";
15626;"Wilkes Community Partnership for Children";"374 Lincoln Heights Rd";"Wilkesboro";"NC";28697;"(336) 838-0977";;"(336) 838-0782";"info@wilkeschildren.org; gail@wilkeschildren.org";"https://www.wilkeschildren.org/";"Gail Cecile";"Wilkes Community Partnership for Children, also known as Wilkes Smart Start, was established in 1994 with the mission to help Wilkes County children enter kindergarten healthy and ready to succeed by serving children birth to age five. In 1995 the Partnership for Children offered services that included: health screenings for young children in collaboration with the Health Department; the purchase of the Mobile Expanded School Health unit; the first Family Resource Center in collaboration with Wilkes Community College and Goodwill Industries; and work with local Child Care providers to build a strong foundation for quality child care. Safe playgrounds were a priority and improvement of environmental learning. Since that time the Partnership for Children has evolved into a lead agency for providing services for children birth to five and their families. Activities and programs focus on family support, health, and child care and are research based with proven results. ";"Child Care Resource and Referral; Lending Library; Training and Technical Assistance for Providers; Child Care Provider Professional Development; Literacy Programs;  Parent Workshops";"Wilkes County";"https://static.wixstatic.com/media/a3616a_2a493dea5cbf4f1ebd3ff762a41e9ac9.jpg/v1/fill/w_358,h_168,al_c,q_80,usm_0.66_1.00_0.01/a3616a_2a493dea5cbf4f1ebd3ff762a41e9ac9.jpg";"Mon - Thurs: 7:30am - 5:00pm; Fri: 7:30am - 4:00pm";
15639;"Wilson County Partnership for Children";"109 Park Avenue West";"Wilson";"NC";27893;"(252) 206-4235";;"(252) 206-4245";"shalonda.holley@wilsonpfc.org";"http://www.wilsonpfc.org/";"Shalonda Holley ";"Our mission is to support the development of young children and families in Wilson County through collaborative, community-based programs focusing on health, family support services, and quality education.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Provider Recruitment";"Wilson County";;"Mon - Thurs: 8:00am - 5:00pm; Fri: 8:00am - 3:00pm";
15652;"Smart Start of Yadkin County";"1512 Shacktown Road";"Yadkinville";"NC";27055;"(336) 679-7833";;"(336) 677-1300";"emilyn@yadkinchild.org";"http://www.yadkinchild.org/";"Emily Norman";"Smart Start of Yadkin County is a non-profit organization led by local volunteers, designed to provide programs and services for families and children in Yadkin County.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Child Care Resource and Referral; Literacy Programs; Parent Workshops; Provider Recruitment";"Yadkin County";"http://www.yadkinchild.org/uploads/3/5/5/1/3551924/1420483779.png";"Mon - Fri: 8:00am - 5:00pm";
15665;"Child Care Aware of North Dakota";"1905 2nd Street S., Suite 1B ";"Minot";"ND";58701;"(701) 418-1430 ";"(800) 997-8515";;"referral@ndchildcare.org";"http://ndchildcare.org/";;"Child Care Aware is a training and information hub for child care providers and offers parents customized referrals to licensed child care options. We work to build the capacity of child care in North Dakota and insure that children have the opportunity to play and learn in a safe and healthy environment.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals";"Statewide";"http://cdn.firespring.com/images/6410c7ab-e69d-4995-b695-d6f92b7a4f05.png";"Mon - Fri: 8:00am - 5:00pm";
19578;"Maine Association of Child Care Resource & Referral Agencies";"n/a";"Augusta";"ME";"04330";;"(800) 525-2229";"(207) 626-3412";;;;;;;;;"Closed"
19773;"Excellence for Children/The First Three Years";"112 Washington Street";"Breaux Bridge";"LA";70517;"(337) 332-8551";"(866) 374-9460";"(337) 332-0310";"childcare@excellenceforchildren.com";"http://www.excellenceforchildren.com";;;;;;;"Closed"
19786;"Children's Coalition for Northeast Louisiana - Child Care Connections";"1363 Louisville Ave.";"Monroe";"LA";71201;"(318) 323-8775";"(877) 206-0819";"(318) 323-1150";"jcalhoun@childrenscoalition.org";"http://www.childrenscoalition.org";"Jennifer Calhoun";"The Children’s Coalition serves as the child care resource and referral agency for the northeast region of Louisiana - Region 9. This program is funded by the Louisiana Department of Education.  ";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals; Provider Recruitment";"Caldwell, East Carroll, Franklin, Lincoln, Madison, Morehouse, Ouachita, Richland, Tensas, Union and West Carroll Parishes";"http://www.childrenscoalition.org/assets/nelaccconn%20final%202clr.jpg";"Mon - Thurs: 8:00am - 4:30pm; Fri: 8:00am - 12:00pm";
19827;"Child Care Connections, Inc of Moore Co.";"P.O. Box 1139";"Southern Pines";"NC";28388;"(910) 692-6123";;"(910) 692-5570";;;;;;;;;"Closed"
;"SAL Child Care Connection";"3425 N. Dries Lane";"Peoria";"IL";61604;"(309) 686-3750";"(800) 421-4371";"(309) 686-3850";"referrals@salccc.org";"http://www.salchildcareconnection.org/";;"SAL Child Care Connection is part of a statewide network of child care resource and referral agencies funded primarily by the Illinois Department of Human Services. The primary focus is on giving parents free assistance to locate child care which meets the parents' needs, determining whether a family qualifies for assistance in paying for child care, providing free and low-cost training for those who work with young children, recruiting additional child care providers, and providing consultation on health issues in child care programs. ";"Parent Services: Child Care options, Child development information, Licensing regulations, Quality indicators, Financial assistance; Provider Services: Pre-Service and In-Service Training Opportunities, Early Childhood Resources, Career Enhancement, Credentials and Higher Education Pathways, Scholarships, Grant Application";"Peoria, Tazewell, Woodford, Fulton, Bureau, La Salle, Marshall, Stark, Putnam Counties";"http://www.salchildcareconnection.org/imgs/Logos/ChildCareConnectionLogo.PNG";"Mon - Fri: 8:00am - 4:30pm";
;"Child Care Resource & Referral of Midwestern Illinois";"4508 41st St.";"Moline";"IL";61265;"(309) 205-3070";;"(309) 517-6869";"aberthiaume@salfcs.org";"http://www.childcareillinois.org/";"April Berthiaume";"Child Care Resource and Referral of Midwestern Illinois is a not-for-profit 501(c)3 social service agency. The agency is a part of a statewide network of child care resource and referral agencies funded by the Illinois Department of Human Services, as well as a part of the Child Care Aware National Network of Child Care Resource and Referral Agencies. Our office serves the Illinois counties of Henderson, Henry, Knox, McDonough, Mercer, Rock Island, and Warren. Our focus is on locating child care that is tailored to meet the needs of each family, helping families determine if they qualify for assistance in paying for child care, providing training for those who work with children, recruiting additional child care providers and providing relevant consultations in child care programs.  The agency is also proud to advocate on behalf of children, families and early care and education professionals.";"Child Care Resource and Referrals";"Henderson, Henry, Knox, McDonough, Mercer, Rock Island, and Warren Counties";"http://www.childcareillinois.org/images/logo.png";"Mon - Fri: 8:00am - 5:00pm";
;"Early Learning Connections, Geminus CCR&R";"8400 Louisiana Street";"Merrillville";"IN";46410;"(219) 685-1500";"(844) 685-1500 ";"(219) 738-5283";"theconnectionsccrr@gmail.com";"http://ccrr.geminus.org/";;"Early Learning Connections Child Care Resource and Referral is an organization that is dedicated to providing professional support, education and training to educators, families and community members involved in Early Learning Care and Out of School Time in Lake, LaPorte, Porter and Starke counties. Families can find information on child care programs that meet their needs, learn how to access quality child care  and become aware of  community resources. Child Care Providers can receive professional development in early child care, education, starting a family child care business and how to operate a quality program. Providers can also receive training on Indiana State Licensing requirements and Paths to Quality. Paths to Quality is the voluntary quality rating system in the state of Indiana. This program benefits the families, children, community and child care providers by promoting high quality early care and education for all children. Community Members and Organizations assist Early Learning Connections through partnerships that bridge the gap between needs and services in an effort to  optimize resources. ";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals";"Lake, LaPorte, Porter and Starke Counties";"http://www.geminus.org/img/962087-554768-sample1.jpg";"Mon - Thurs: 8:00am - 5:00pm; Fri: 8:00am - 4:30pm";
;"Child Care Aware of Kansas";"1508 East Iron";"Salina";"KS";67401;"(785) 823-3343";"(855) 750-3343";"(785) 823-3385";"info@ks.childcareaware.org";"http://www.ks.childcareaware.org/";;"Child Care Aware® of Kansas is the administrator of the statewide Child Care Resource and Referral (CCR&R) network in Kansas. We strive to: Ensure that families have access to affordable, high-quality child care; Lead early learning projects and support professional development events to promote knowledgeable early learning staff; Advocate for positive changes that impact the lives of children and families";"For Parents and Families: Our referral service makes locating quality child care programs quick and easy, available both online and by calling 1-877-678-2548, Checklists and other print resources, seminars and personal assistance help parents make informed choices; For Child Care Provider and Early Learning Staff: Training programs across the state at all levels including the Child Care Aware Training Academy™,  a completely online training program, Quality Initiative Projects (including Step It Up Challenge, Early Childhood Wellness, and Strengthening Families), Statewide professional development calendar, KQRIS - a tiered quality rating and improvement system for licensed child care programs, Grant opportunities and financial support for the cost of tuition, books, mileage and release time through T.E.A.C.H. Early Childhood® KANSAS";"Barber, Barton, Cheyenne, Clark, Clay, Cloud, Comanche, Decatur, Dickinson, Edwards, Ellis, Ellsworth, Finney, Ford, Gove, Graham, Grant, Gray, Greeley, Hamilton, Harper, Haskell, Hodgeman, Jewell, Kearny, Kingman, Kiowa, Lane, Lincoln, Logan, Marion, McPherson, Meade, Mitchell, Morton, Ness, Norton, Osborne, Ottawa, Pawnee, Phillips, Pratt, Rawlins, Reno, Republic, Rice, Rooks, Rush, Russell, Saline, Scott, Seward, Sheridan, Sherman, Smith, Stafford, Stanton, Stevens, Thomas, Trego, Wallace, Washington, Wichita";"http://www.ks.childcareaware.org/wp-content/uploads/2014/09/ccaks_logo.gif";;
;"4C Northern Kentucky - Buffalo Trace-Gateway Office";"291 Main St.";"Morehead";"KY";40351;"(606) 784-5500";"(800) 256-1296";;"agency@4cforchildren.org";"http://www.4cforchildren.org/";;"We educate and support the adults who care for young children in Southwest Ohio, the Miami Valley and Kentucky.";"Training and Technical Assistance for Providers; Child Care Program Licensing and Registration; State and Federal Advocacy; Parent Workshops; Provider Recruitment; Spanish Language Services";"Bath, Bracken, Fleming, Lewis, Mason, Menifee, Montgomery, Morgan, Robertson and Rowan Counties";"http://www.4cforchildren.org/images/g_4cLogo-retina.gif";"Mon - Fri: 9:00am - 5:00pm";
;"Child Care Aware of Kentucky";"126 Mineral Industries Building";"Lexington";"KY";40506;"(877) 316-3552";;;"amy.clark@uky.edu";"https://www.kentuckypartnership.org/about/projects";"Amy Clark";"We support high quality services for children and families through the active engagement of early care and education providers in lifelong learning, and continuous quality improvement advanced by collaborative research.";"Child Care Referrals; Technical Assistance; Training for early care and education professionals; Coordination of the Early Care and Education Trainers Credential; Coordination of the Early Care and Education Scholarship Program";"Statewide";"https://www.kentuckypartnership.org/images/default-source/logo/child-care-aware-of-kentucky.gif?sfvrsn=0";"Mon - Fri: 8:00am - 4:30pm";
;"Pointe Coupee Early Childhood Coalition (PCECC)";"103 Gisele Street";"New Roads";"LA";70760;"(225) 618-6688";;;"chairpcecc@gmail.com";"http://jumpla.org/";"Ouida Forsyth";"PCECC formed as a 501 (c) 3 nonprofit organization to share information; harvest partners; and produce a workforce to provide the best environment and balance for our youngest children and their families to be happy, healthy, resilient and successful. Currently our funding source is through an early childhood fund held at the Baton Rouge Area Foundation. We are continually leveraging all funding streams – private and public, state and federal – to sustain our work. JUMP! is the name of our endeavor – to get a jump start on the child’s earliest development and education for the benefit of the child’s lifelong success.";"Training and Technical Assistance for Providers; Consumer Education and Referrals";"Pointe Coupee Parish";"http://uploads.webflow.com/57f816984d7228e65c91439b/57fbfc05b8cb56c353009bd7_JUMP%20Logo-06.svg";;
;"ON TRACK by 5 Alliance";"326 Gauthier Road";"Lafayette";"LA";70501;"(337) 521-7134";;"(337) 232-7295";"ontrackby5@lpssonline.com";"http://www.lpssonline.com/ontrackby5";"Christine Duay";"ON TRACK by 5 Alliance is a Child Care Resource and Referral (CCR&R) Agency contracted through the Louisiana Department of Education. We are a division under the Early Childhood Department in the Lafayette Parish School System.";"For Parents: free child care referral listing that meet your family’s specific needs, Steps to choosing high-quality child care, Information about your various child care options, Support with financial assistance and applications, Other resources in the Lafayette community, Parenting and child development support; For Child Care Providers: Foundational Learning Opportunities, Technical Assistance";"Lafayette Parish";"http://www.lpssonline.com/piclib/10988.png";;
;"Child Care Resources - Greater Worcester";"799 West Boylston St.";"Worcester";"MA";"01606";"(508) 856-7930 ";;"(508) 856-7941";"marbrown@sevenhills.org";"http://www.sevenhills.org/";"Marybeth Brown";"The Child Care Resources (CCR) Program at Seven Hills provides resource and referral services to assist families in locating affordable, quality child care programs & to: Ensure families have access to high-quality information, resources and referrals to meet their child care needs; Educate families on the cost, quality and availability of early education and out-of-school-time care; Promote provider development and support, with ongoing access to training and technical assistance";"For Parents: Child Care Information & Referral for Parents and Families, Enhanced Referral Services for Children with Disabilities, Child Care Vouchers; For Providers: Accreditation Resources, Billing for Providers, Resources for Early Learning, CPR & First Aid Training";"Communities served: Ashland, Auburn, Bellingham, Berlin, Blackstone, Boylston, Brimfield, Brookfield, Charlton, Cherry Valley, Douglas, Dover, Dudley, E. Brookfield, E. Douglas, Foxboro, Framingham, Franklin, Grafton, Holden, Holland, Holliston, Hopkinton, Hopedale, Hudson, Leicester, Manchaug, Marlborough, Maynard, Medfield, Medway, Mendon, Milford, Millbury, Millis, Millville, Natick, New Braintree, Norfolk, Northborough, N. Brookfield, Oxford, Plainville, Sherborn, Shrewsbury, Southborough, Southbridge, Spencer, Stow, Sturbridge, Sudbury, Sutton, Upton, Uxbridge, Wales, Walpole, Warren, Wayland, Webster, W. Boylston, W. Brookfield, Westborough, Westwood, Whitinsville, Worcester, Wrentham";;"Mon, Tues, Thurs, Fri: 7:00am - 4:30pm; Wed: 7:00am - 6:00pm ";
;"Child Care Resources - North Central ";"1480 John Fitch Hwy.";"Fitchburg";"MA";"01420";"(978) 343-7395";;"(978) 342-6095";"evgonzalez@sevenhills.org";"http://www.sevenhills.org/";"Evelyn Gonzalez";"The Child Care Resources (CCR) Program at Seven Hills provides resource and referral services to assist families in locating affordable, quality child care programs & to: Ensure families have access to high-quality information, resources and referrals to meet their child care needs; Educate families on the cost, quality and availability of early education and out-of-school-time care; Promote provider development and support, with ongoing access to training and technical assistance";"For Parents: Child Care Information & Referral for Parents and Families, Enhanced Referral Services for Children with Disabilities, Child Care Vouchers; For Providers: Accreditation Resources, Billing for Providers, Resources for Early Learning, CPR & First Aid Training";"Communities served: Acton, Ashburnham, Ashby, Ayer, Baldwinville, Barre, Boxborough, Clinton, Concord, Devens, Fayville, Fiskdale, Fitchburg, Gardner, Gilbertville, Groton, Hardwick, Harvard, Hubbardston, Jefferson, Lancaster, Leominster, Linwood, Littleton, Lunenburg, Northbridge, Oakdale, Oakham, Otter River, Pepperell, Princeton, Rochdale, Rutland, Sheldonville, Shirley, Sterling, Sterling Junction, Templeton, Townsend, W. Townsend, Westminster, Wheelwright, Winchendon";;"Mon, Tues, Thurs, Fri: 8:30am - 4:30pm; Wed: 8:00am - 6:00pm";
;"Child Care Resources - Metro West";"83 Cedar Street";"Milford";"MA";"01757";"(508) 458-4509";;;;"http://www.sevenhills.org/";;"The Child Care Resources (CCR) Program at Seven Hills provides resource and referral services to assist families in locating affordable, quality child care programs & to: Ensure families have access to high-quality information, resources and referrals to meet their child care needs; Educate families on the cost, quality and availability of early education and out-of-school-time care; Promote provider development and support, with ongoing access to training and technical assistance";"For Parents: Child Care Information & Referral for Parents and Families, Enhanced Referral Services for Children with Disabilities, Child Care Vouchers; For Providers: Accreditation Resources, Billing for Providers, Resources for Early Learning, CPR & First Aid Training";"Communities served: Ashland, Auburn, Bellingham, Berlin, Blackstone, Boylston, Brimfield, Brookfield, Charlton, Cherry Valley, Douglas, Dover, Dudley, E. Brookfield, E. Douglas, Foxboro, Framingham, Franklin, Grafton, Holden, Holland, Holliston, Hopkinton, Hopedale, Hudson, Leicester, Manchaug, Marlborough, Maynard, Medfield, Medway, Mendon, Milford, Millbury, Millis, Millville, Natick, New Braintree, Norfolk, Northborough, N. Brookfield, Oxford, Plainville, Sherborn, Shrewsbury, Southborough, Southbridge, Spencer, Stow, Sturbridge, Sudbury, Sutton, Upton, Uxbridge, Wales, Walpole, Warren, Wayland, Webster, W. Boylston, W. Brookfield, Westborough, Westwood, Whitinsville, Worcester, Wrentham";;"Mon, Tues, Thurs, Fri: 8:00am - 4:00pm ";
;"New England Farm Workers' Council Child Care Resources";"1628-1640 Main Street, 2nd Floor";"Springfield";"MA";"01103";"(413) 272-2207";"(866) 573-4684";"(413) 746-9743";;"http://www.partnersforcommunity.org/";;"Safe, affordable child care is what allows many parents to ultimately provide for their families. Without it, education, finding and keeping a job, and ultimate self-sufficiency become not only difficult but sometimes impossible. New England Farm Workers’ Council is the child care resource and referral/voucher child care program for Western Massachusetts and can give you access to over 1,500 child care providers in the area, many of them bilingual, so you can find the right one for your family.  New England Farm Workers' serves families in Hampden, Berkshire, Hampshire and Franklin counties. Finding a quality child care program for your child takes time and energy, but it is the most important step toward a successful child care experience. Whether you are trying to find child care for your infant, toddler, preschooler, school age child, or child with a disability, the New England Farm Workers' Council Child Care Counselors are ready to help. NEFWC offers a free customized service for parents using our comprehensive database of licensed group child care centers, family child care and school age programs throughout western Mass including Hampden, Hampshire, Franklin and Berkshire Counties. While responsibility for selection remains with the parents, counselors working together with parents help assess needs, review available options and provide child care referrals based on the families selected criteria.";"Child Care Subsidy; Consumer Education and Referrals";"Hampden County";;;
;"New England Farm Workers' Council Child Care Resources";"141 North Street";"Pittsfield";"MA";"01201";"(413) 236-5890";"(866) 573-4684";"(413) 236-5894";;"http://www.partnersforcommunity.org/";;"Safe, affordable child care is what allows many parents to ultimately provide for their families. Without it, education, finding and keeping a job, and ultimate self-sufficiency become not only difficult but sometimes impossible. New England Farm Workers’ Council is the child care resource and referral/voucher child care program for Western Massachusetts and can give you access to over 1,500 child care providers in the area, many of them bilingual, so you can find the right one for your family.  New England Farm Workers' serves families in Hampden, Berkshire, Hampshire and Franklin counties. Finding a quality child care program for your child takes time and energy, but it is the most important step toward a successful child care experience. Whether you are trying to find child care for your infant, toddler, preschooler, school age child, or child with a disability, the New England Farm Workers' Council Child Care Counselors are ready to help. NEFWC offers a free customized service for parents using our comprehensive database of licensed group child care centers, family child care and school age programs throughout western Mass including Hampden, Hampshire, Franklin and Berkshire Counties. While responsibility for selection remains with the parents, counselors working together with parents help assess needs, review available options and provide child care referrals based on the families selected criteria.";"Child Care Subsidy; Consumer Education and Referrals";"Berkshire County";;;
;"New England Farm Workers' Council Child Care Resources";"21 Mohawk Trail, Unit 4";"Greenfield";"MA";"01301";"(413) 475-3656";"(866) 573-4684";"(413) 475-3152";;"http://www.partnersforcommunity.org/";;"Safe, affordable child care is what allows many parents to ultimately provide for their families. Without it, education, finding and keeping a job, and ultimate self-sufficiency become not only difficult but sometimes impossible. New England Farm Workers’ Council is the child care resource and referral/voucher child care program for Western Massachusetts and can give you access to over 1,500 child care providers in the area, many of them bilingual, so you can find the right one for your family.  New England Farm Workers' serves families in Hampden, Berkshire, Hampshire and Franklin counties. Finding a quality child care program for your child takes time and energy, but it is the most important step toward a successful child care experience. Whether you are trying to find child care for your infant, toddler, preschooler, school age child, or child with a disability, the New England Farm Workers' Council Child Care Counselors are ready to help. NEFWC offers a free customized service for parents using our comprehensive database of licensed group child care centers, family child care and school age programs throughout western Mass including Hampden, Hampshire, Franklin and Berkshire Counties. While responsibility for selection remains with the parents, counselors working together with parents help assess needs, review available options and provide child care referrals based on the families selected criteria.";"Child Care Subsidy; Consumer Education and Referrals";"Hampshire and Franklin Counties";;;
;"Mass 211 Child Care Information Line";"46 Park Street";"Framingham";"MA";"01702";"2-1-1";"(877) 211-6277 ";;"info@mass211.org";"http://mass211.org/";;"Mass 211's Child Care Information Line is part of the statewide network of community-based childcare resource and referral agencies (CCR&Rs). Mass 211 and the Child Care Resource and Referral Network is supported by the Massachusetts Department of Early Education.";"Consumer Education and Referrals";"Statewide";;;
;"MHA - Child Care Choices (Carroll County Office)";"255 Clifton Blvd., Suite 319";"Westminster";"MD";21157;"(410) 751-2917";;"(410) 751-6094";"childcarechoices@fcmha.org";"https://fcmha.org/";;"Child Care Choices works to ensure that children have developmentally appropriate learning environments and that early childhood educators have the resources and support they need to ensure each child’s success. We work with parents and educators when children display behavioral issues in preschool or child care and provide resources, events and workshops and activities to educate and engage families, early childhood educators and children.";"Training and Professional Development; Technical Assistance and Business Solutions; Resource Room and Library; Partnerships for Emotionally Resilient Kids (PERKS); LOCATE: Child Care";"Carroll County";"https://scontent-frt3-1.xx.fbcdn.net/v/t1.0-1/c14.14.172.172/p200x200/525581_280792131997958_919270227_n.jpg?oh=2295dbc212f326d35955458fcb51d210&oe=5940EE52";;
;"Child Resource Center of Baltimore County at Abilities Network Project ACT";"8503 LaSalle Rd";"Towson";"MD";21286;"(443) 900-6458";;;"CRCBaltimore@abilitiesnetwork.org";"http://ccrcbc.com/";;"The Child Resource Center of Baltimore County at Abilities Network Project ACT serves all licensed child care providers in Baltimore County to support professional development, enhanced program quality, and the successful inclusion of all children through onsite technical assistance, access to high quality Core of Knowledge training and a Resource Room.";"Professional Development, Child Care Training; Technical Assistance; LOCATE: Child Care";"Baltimore County";;"Mon - Fri: 9:00am - 4:00pm";
;"Child Resource Center of Harford & Cecil County at Abilities Network Project ACT";"3103 Emmorton Rd., Suite B1";"Abingdon";"MD";21009;"(443) 761-0206";;;"CRCHC@abilitiesnetwork.org";"http://ccrchcc.com/";;"The Child Resource Center of Harford & Cecil County at Abilities Network Project ACT serves all licensed child care providers in Harford & Cecil County to support professional development, enhanced program quality, and the successful inclusion of all children through onsite technical assistance, access to high quality Core of Knowledge training and a Resource Room.";"Technical Assistance; Contracted Services; LOCATE: Child Care; Out of School Time Inclusion Project; Homeless Services; Special Education Advocacy and Support; Harford & Cecil County Head Start Mental Health Services";"Harford and Cecil Counties";;"Mon - Fri: 9:00am - 4:00pm";
;"Maryland Family Network";"1001 Eastern Avenue, 2nd Floor";"Baltimore";"MD";21202;"(410) 659-7701";"(877) 261-0060";"(410) 783-0814";"info@marylandfamilynetwork.org";"http://www.marylandfamilynetwork.org/";"FloJean Speck";"Maryland Family Network was formed in 2009 with the merger of two leading nonprofit organizations -  Maryland Committee for Children, founded in 1945 to advocate for high quality child care, and Friends of the Family, founded in 1986 to administer Maryland’s network of Family Support Centers. With partners like you, Maryland Family Network will make sure that all young children and their families have the resources to learn and succeed. Because the first five years last forever.";"LOCATE: Child Care; Maryland’s Network of Family Support Centers; Maryland’s Child Care Resource Network; Parent Leadership; Home Visiting Consortium; Strengthening Families";"Statewide";"http://www.marylandfamilynetwork.org/wp-content/themes/mfn/images/logos/mfn-logo-570x200.png";"Mon - Fri: 8:30am - 4:30pm";
;"Child Care Choices";"2 Anthony Avenue";"Augusta";"ME";"04333";"(877) 680-5866";;;"ccsp.dhhs@maine.gov";"http://www.childcarechoices.me/";;"Choosing child care will be one of the most important decisions you will make. Maine has resources to help! ";"Consumer Education and Referrals; ";"Statewide";"http://www.childcarechoices.me/images/ccc_logo.png";;
;"Midland County Educational Service Agency";"3917 Jefferson Avenue";"Midland";"MI";48640;"(989) 631-5890";;;;"http://www.midlandesa.org/";;"The Midland County ESA provides a variety of educational services to connect children, parents, and educators of Midland County with the resources they need to meet their educational goals";"Special Education; Early Childhood; Midland County CTE; Technology";"Clare, Gladwin, Gratiot, Isabella and Midland Counties";;;
;"Great Start to Quality Northwest Resource Center";"202 E Grandview Blvd.";"Traverse City";"MI";49684;"(810) 516-0755";"(877) 614-7328";;"Candice@greatstartforkids.com";"http://greatstarttoquality.org/";"Candice Hamel";"The Great Start to Quality Northwest Resource Center serves Antrim, Benzie, Emmet, Charlevoix, Kalkaska, Grand Traverse, Manistee, Leelanau, Missaukee and Wexford counties. As your Great Start to Quality Northwest Resource Center, we want you to know we are here to support you!";"Professional Development for both providers and families; Lending Library; Support from a Quality Improvement Specialist to help programs navigate Great Start to Quality, and support to families searching for child care and preschool that best meets their needs; Free on-site, individual consultation from a Quality Improvement Consultant to support home and center-based early learning programs in providing high-quality care to children and families";"Antrim, Benzie, Emmet, Charlevoix, Kalkaska, Grand Traverse, Manistee, Leelanau, Missaukee and Wexford Counties";"http://greatstarttoquality.org/sites/all/themes/ecic/logo.png";"Mon - Fri: 8:30am - 5:30pm";
;"Great Start to Quality Wayne-Oakland-Macomb Resource Center";"660 Woodward Avenue, Suite 300";"Detroit";"MI";48226;;"(877) 614-7328";;"gsqwom@liveunitedsem.org";"http://greatstarttoquality.org/";;;"Child Care Provider Professional Development; Consumer Education and Referrals";"Macomb, Oakland and Wayne Counties";"https://scontent-frt3-1.xx.fbcdn.net/v/t1.0-1/10419485_706961382713055_5530496895185208811_n.png?oh=2952b2a915025e42bab5c8b059ca153c&oe=59713BF3";;
;"Great Start to Quality Northeast Resource Center";"11051 N. Cut Rd.";"Roscommon";"MI";48653;"(989) 275-6881";"(877) 614-7328";;"lipskid@coorisd.net";"http://greatstarttoquality.org/";"Desiree Lipski";"The Great Start to Quality Northeast Resource Center serves Alcona, Alpena, Cheboygan, Crawford, Iosco, Montmorency, Ogemaw, Oscoda, Otsego, Presque Isle and Roscommon Counties.";"Child Care Provider Professional Development; Consumer Education and Referrals";"Alcona, Alpena, Cheboygan, Crawford, Iosco, Montmorency, Ogemaw, Oscoda, Otsego, Presque Isle and Roscommon Counties";"http://greatstarttoquality.org/sites/all/themes/ecic/logo.png";;
;"Great Start to Quality Eastern Resource Center";"3860 Fashion Square Blvd. ";"Saginaw";"MI";48603;"(989) 399-7457";"(877) 614-7328";;"bashj@sisd.cc";"http://greatstarttoquality.org/";;"The Eastern Resource Center supports early childhood programs and families in Arenac, Bay, Huron, Lapeer, Saginaw, Sanilac, St. Clair and Tuscola counties.";"Child Care Provider Professional Development; Consumer Education and Referrals";"Arenac, Bay, Huron, Lapeer, Saginaw, Sanilac, St. Clair and Tuscola Counties";"https://scontent-frt3-1.xx.fbcdn.net/v/t1.0-9/63844_377175625701340_1382876239_n.jpg?oh=57027141c2bca1c5de9c52b49fe63585&oe=592BF69A";;
;"Child Care Aware of Eastern Missouri";"6646 Vernon Avenue";"Saint Louis";"MO";63130;"(314) 469-9805";"(855) 244-5311";"(314) 721-0939";"szwolak@lumeinstitute.org";"http://www.lumeinstitute.org/child-care-aware-of-eastern-missouri/";"Stephen P. Zwolak";"Child Care Aware of Eastern Missouri, a program at LUME Institute, is a member agency of Child Care Aware of Missouri and a member of Child Care Aware® of America. We are a community resource for and about child care and early education for St. Louis City and surrounding counties (St. Louis, Warren, Jefferson, St. Charles, St. Francois, Franklin, and Ste. Genevieve). We provide Professional Development, Accreditation Assistance, Advocacy, on-site and phone coaching and assistance to support child care directors, owners, and educators in providing quality care to children. We also work within the community to promote the importance of child care and early learning programs. ";"Professional Development, Accreditation Assistance, Advocacy, On-Site and Phone Coaching and Assistance to Support Child Care Directors, Owners, and Educators in Providing Quality Care to Children";"St. Louis City, St. Louis, Warren, Jefferson, St. Charles, St. Francois, Franklin, and Ste. Genevieve Counties";"https://static1.squarespace.com/static/543c1f77e4b0322c1148ab4d/56a680c5df40f315954c0534/56a680cffb36b1f3c75ee47b/1457578369907/CCAEMO.png?format=750w";;
;"Child Care Aware of Missouri";"1000 Executive Parkway Dr., Suite 103";"Saint Louis";"MO";63141;"(314) 535-1458";"(800) 200-9017";"(314) 754-0330 ";"info@mo.childcareaware.org";"http://mo.childcareaware.org/";;"Child Care Aware of Missouri coordinates the activities and services of its Network Member Agencies across all 115 counties in Missouri. We are affiliated with Child Care Aware® of America, the nation’s leading voice for child care. Child Care Aware® of America ensures that families in every local community have access to quality, affordable child care.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; State and Federal Advocacy; Consumer Education and Referrals";"Statewide";"http://mo.childcareaware.org/wp-content/uploads/2011/12/biglogo22-e13830214669891.png";"Mon - Fri: 9:00am - 5:00pm";
