"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1171986;"ANAHEIM DISCOVERY CHRISTIAN PRESCHOOL";"1275 E. BROADWAY AVE";"ANAHEIM";"CA";92805;"ORANGE";"(714) 535-2535";"http://myadcs.com/";"kmgauvain@outlook.com";"We believe that Anaheim Discovery Christian School was established by the Holy Spirit and exists to provide Spiritual and academic development for students, staff, parents, guardians and the school community. The Anaheim Discovery Christian School believes that each student was created by God with unique, individual gifts to ultimately be developed and used for God’s ordained purpose in life.  Our faculty’s primary purpose is to be an example of Christ like behavior so that each child will commit his or her life to Him.";"http://myadcs.com/";"https://www.facebook.com/ADCPreschool/";;;;;;;"x";"x";;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/14355662_310798569279724_3125942113277187505_n.jpg?_nc_cat=0&oh=06f88fdfed5395a1c0aaa56b42fb99b1&oe=5B567A3A";"7AM – 4PM";"7AM – 4PM";"7AM – 4PM";"7AM – 4PM";"7AM – 4PM";"Closed";"Closed";
1171987;"ANAHEIM ELEMENTARY SCHOOL DISTRICT-PALM LANE";"1646 W. PALM LANE";"ANAHEIM";"CA";92802;"ORANGE";"(714) 517-8944";"https://anaheimelementary.org/";;"At Palm Lane, we believe in a progressive, relevant, well-rounded education. Every child has music, project-based learning and educational technology integrated with the common core standards for a leading edge learning experience. We also have a dual language academy for families who choose the path of biliteracy.";"https://anaheimelementary.org/palm-lane/";"https://www.facebook.com/AnaheimElementary/";"https://anaheimelementary.org/human-resources/employment-opportunities/";"https://anaheimelementary.org/enroll/";"https://anaheimelementary.org/parent-student-handbook/";;;"x";"x";"x";;"https://aesd-748e.kxcdn.com/wp-content/uploads/sites/22/2016/06/palmLane_LogoOnBlue.png";"7:45AM - 4:30PM";"7:45AM - 4:30PM";"7:45AM - 4:30PM";"7:45AM - 4:30PM";"7:45AM - 4:30PM";"Closed";"Closed";
1171992;"APPLESEEDS ACADEMY";"1100 LYONS AVENUE";"SOUTH LAKE TAHOE";"CA";96150;"EL DORADO";"(530) 208-8216";;;"Appleseeds Academy was created by Leigh-Ellen Yarbrough (Lulu) who has over 20 years of experience in education and holds a MAED in Educational Leadership.";;"https://www.facebook.com/appleseedslaketahoe/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c0.0.200.200/p200x200/13895003_670996439714583_3764374111669252544_n.jpg?_nc_cat=0&oh=6dfce205c2f512c3e35ea183758950ed&oe=5B650A1A";;;;;;;;
1171993;"ATCAA JAMESTOWN EARLY HEAD START";"10550 SEVENTH STREET";"JAMESTOWN";"CA";95327;"TUOLUMNE";"(209) 533-0361";"http://atcaa.org/contact-us/";;"We are committed to helping our local residents become self-reliant and supported by our community. There are many trusted community partners (government, non-profit, faith-based,educational) in our area who may provide you additional assistance. If there is something that we can not help you with, we will do our best to refer you to who can.";"http://atcaa.org/earlyhead-start/";;;"http://atcaa.org/earlyhead-start/";;;;;;;;"http://atcaa.org/wp-content/uploads/2017/01/cropped-Logo-banner.kmoore.jpg";;;;;;;;
1171994;"ATCAA SONORA HEAD START";"830 GREENLEY ROAD";"SONORA";"CA";95370;"TUOLUMNE";"(209) 533-0361";"http://atcaa.org/contact-us/";;"We are committed to helping our local residents become self-reliant and supported by our community. There are many trusted community partners (government, non-profit, faith-based,educational) in our area who may provide you additional assistance. If there is something that we can not help you with, we will do our best to refer you to who can.";"http://atcaa.org/earlyhead-start/";;;"http://atcaa.org/earlyhead-start/";;;;;;;;"http://atcaa.org/wp-content/uploads/2017/01/cropped-Logo-banner.kmoore.jpg";;;;;;;;
1171995;"AUBURN'S HOUSE MONTESSORI SCHOOL";"1242 SIDDALL COURT";"SEASIDE";"CA";93955;"MONTEREY";"(831) 236-0220";"https://auburnshouse.school/";"joe@auburnshouse.org";"Auburn’s House Montessori School has provided quality education on the Monterey Peninsula since 1986. The Velasquez’s are a respected family in the community that has always strived to create an environment that promotes the love of learning.";"https://auburnshouse.school/";"https://www.facebook.com/AuburnsHouseMontessoriSchool";;"https://auburnshouse.school/contact-us/";;;;"x";"x";;;"https://auburnshouse.school/wp-content/uploads/2017/06/auburns-house-montessori-school-logo-vt.png";"8AM – 6PM";"8AM – 6PM";"8AM – 6PM";"8AM – 6PM";"8AM – 6PM";"Closed";"Closed";
1171997;"BARRY PRESCHOOL";"1255 BARRY ROAD";"YUBA CITY";"CA";95991;"SUTTER";"(530) 822-4366";"http://www.ycusd.org/";;"Barry Elementary School is an extension of our community; rich in tradition, respectful and responsible to our environment, receptive to the opinions, and beliefs of the diverse cultures we serve.The shared decision-making of our staff, parents, students and community members provides a school setting that is safe, conducive to learning,fosters a family atmosphere, promotes school and self-pride and encourages children to continue to learn throughout their lives.";"http://barry.ycusd.org/";;;"http://barry.ycusd.org/Programs/After-School-Program-The-Hive/Enrollment-Procedures/index.html";;;;;;;;"http://barry.ycusd.org/images/logo.png";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"7:30AM – 4:30PM";"Closed";"Closed";
1171998;"BCSD/HORT ELEMENTARY PRE-KINDERGARTEN";"2301 PARK DR";"BAKERSFIELD";"CA";93306;"KERN";"(559) 631-4936";"http://bcsd.com/";"onealdi@bcsd.com";"Hort Elementary has be providing academic services for many years.  Before it adopted the name “Hort” in 1956, it was known as Hawthorne School.  The school was named after Fred Hort and his wife Ovillah. Fred Hort worked with the city schools for 21 years, including roles as storekeeper and assistant purchasing agent.  Ovillah Hort taught in many schools in Bakersfield from 1910 to 1955.  She helped establish the first hot-lunch program and was active in the first parent-teacher association in Bakersfield.  We are proud to have such a rich heritage, and everyday the staff continues the valiant efforts of Mr. and Mrs. Hort to provide excellence and innovation in education for each of its students.";"https://bcsd.com/hort/";;;"https://bcsd.com/hort/registration-2/";;;"x";"x";"x";;;"http://bcsd.com/hort/wp-content/uploads/sites/92/2013/10/copy-logoHort.png";"7AM – 4PM";"7AM – 4PM";"7AM – 4PM";"7AM – 4PM";"7AM – 4PM";"Closed";"Closed";
1171999;"BEAMER STATE PRESCHOOL";"525 BEAMER STREET";"WOODLAND";"CA";95695;"YOLO";"(530) 662-1769";"https://beamer-wjusd-ca.schoolloop.com/";;"Beamer Park Elementary School staff provides our students with a challenging, high quality, standards-based learning program that empowers them to become critical thinkers, scholars, productive citizens and leaders within a diverse, multicultural community";"https://beamer-wjusd-ca.schoolloop.com/";"https://www.facebook.com/pages/Beamer-Elementary-School/163167493757697";;;"https://beamer-wjusd-ca.schoolloop.com/pta";;;"x";"x";;;"https://beamer-wjusd-ca.schoolloop.com/uimg/image/1239842149024/1312538464945/1314534179355.png";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"Closed";"Closed";
1172001;"BERGAMO MONTESSORI AT SERRANO";"4521 SERRANO PARKWAY";"EL DORADO HILLS";"CA";95762;"EL DORADO";"(916) 500-7021";"https://www.bergamoschools.com/";"info@bergamoschools.com";"We are a group of inspired educators with a common vision to provide a unique educational experience for children. Our teachers, however, are just one part of the community that includes students, parents and staff. During these formative years of your child’s life, our community provides support, friendship and guidance in accordance with Montessori principles of respect and peace.";"https://www.bergamoschools.com/locations/bergamo-montessori-at-serrano/";"https://www.facebook.com/BergamoAtSerrano/";"https://www.bergamoschools.com/about/ab-employment/";"https://www.bergamoschools.com/locations/bergamo-montessori-at-serrano/";"https://www.bergamoschools.com/parents/";"x";"x";"x";"x";;;"https://www.bergamoschools.com/";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172003;"BORIS PRESCHOOL CUSD";"7071 E CLINTON AVE";"FRESNO";"CA";93727;"FRESNO";"(559) 327-9181";"http://boris.cusd.com/";"eringage@cusd.com";"The 6 C’s- critical thinking, communication, creativity, collaboration, character, and citizenship are incorporated into every aspect of the learning environment. Our classrooms are flexible spaces where personalized learning strategies are developed and used based on student needs.";;;;;"http://boris.cusd.com/parents/parent-connect";;;"x";"x";;;"http://boris.cusd.com/files/6514/7820/7678/Thundering_Herd.jpg";"8:15AM – 3:10PM";"8:15AM – 3:10PM";"8:15AM – 3:10PM";"8:15AM – 3:10PM";"8:15AM – 3:10PM";"Closed";"Closed";
1172004;"BOYS & GIRLS CLUBS OF GARDEN GROVE EARLY CHILDHOO";"11150 SANTA ROSALIA STREET";"STANTON";"CA";90680;"ORANGE";"(714) 719-1648";"http://www.bgcgg.org/programs/early-learning.html";;"The mission of Boys & Girls Clubs of Garden Grove is to enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.";"http://www.bgcgg.org/our-locations.html";"https://www.facebook.com/pages/Boys-Girls-Clubs-of-Garden-Grove/61146483863";"http://bgcgg.org/be-involved/careers.html";;;;;"x";"x";;;"http://www.bgcgg.org/";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172007;"BRIDGEPORT ELEMENTARY PRESCHOOL";"231 KINGSLEY AVE";"BRIDGEPORT";"CA";93517;"MONO";"(760) 932-7441";"http://www.esusd.org/";;;"https://sites.google.com/a/esusd.org/bridgeport-elementary/";;;"http://www.esusd.org/counseling-news/typsofcolleges";;;;"x";;;;"https://sites.google.com/a/esusd.org/bridgeport-elementary/_/rsrc/1338832286190/config/customLogo.gif?revision=1";"7:30AM – 2:30PM";"7:30AM – 2:30PM";"7:30AM – 2:30PM";"7:30AM – 2:30PM";"7:30AM – 2:30PM";"Closed";"Closed";
1172009;"BRIGHT FUTURES CHILDREN CENTER (PRESCHOOL)";"1345 LIBERTY STREET";"REDDING";"CA";96001;"SHASTA";"(530) 276-0506";;"brightfuture2016@yahoo.com";;;"https://www.facebook.com/Bright-Futures-Children-Center-760940954034780/";;;;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t31.0-8/12184218_760943260701216_6537849292299365915_o.jpg?_nc_cat=0&oh=f8d87c93a2a33e2004f0a0f9f3eb141e&oe=5B671EA2";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172010;"BRIGHT HORIZONS @USC ALCAZAR CHILD DEV. CTR";"2215 E. ALCAZAR ST.";"LOS ANGELES";"CA";90033;"LOS ANGELES";"(323) 442-3333";"https://www.brighthorizons.com/";"communities@brighthorizons.com";"Welcome! This is an exciting stage in your child’s early education, and our talented team of caring teachers is here to inspire learning, encourage confidence, and nurture your child's growth and development. Our World at Their Fingertips curriculum features an arts program that sparks creativity, a language program that fosters an interest in reading, a science program that stimulates curiosity, and more. There’s always something new to explore. And our convenient location, schedules that accommodate your busy workday, and an open-door policy make it easy to stay involved. Visit us and come see what we’re all about!";"https://child-care-preschool.brighthorizons.com/ca/losangeles/uscalcazar";"https://www.facebook.com/brighthorizons/";;"https://child-care-preschool.brighthorizons.com/ca/losangeles/uscalcazar/parent-resources";"https://child-care-preschool.brighthorizons.com/~/media/BH/Centers/Files/Bright_Horizons_Parent_Brochure.ashx";"x";"x";"x";;;;"https://www.brighthorizons.com/BH/Corporate/includes/img/global/bh-logo-2X.png";;;;;;;;
1172011;"BRIGHT LITTLE MINDS PRESCHOOL & DAYCARE";"30 KIRK AVENUE";"SAN JOSE";"CA";95127;"SANTA CLARA";"(408) 216-7203";"http://blmpreschool.com/";;"Bright Little Minds Montessori Preschool & Daycare is dedicated to the education, healthy growth and care of children.";"http://blmpreschool.com/";"https://www.facebook.com/BLMPreschool/";;;;;;"x";"x";;;"http://blmpreschool.com/wp-content/uploads/2016/12/about.jpg";"7:30AM – 6PM";"7:30AM – 6PM";"7:30AM – 6PM";"7:30AM – 6PM";"7:30AM – 6PM";"Closed";"Closed";
1172013;"BRIGHT SCHOLARS ACADEMY";"9400 S. WESTERN AVENUE";"LOS ANGELES";"CA";90047;"LOS ANGELES";"(424) 200-8506";"https://www.brightscholarscenter.com/";"abrightscholars@gmail.com";"Ever since 2000, Bright Scholars Academy has been providing students with a rich and diverse learning environment. Our unparalleled teaching methods help to launch students into the successful future they have always dreamed of. We always encourage both staff and students to grow, learn and create each passing day.";;"https://www.facebook.com/Bright-Scholars-Academy-549721941904909/";;;;;;"x";"x";;;"https://static.wixstatic.com/media/6a9f2e_585ceedd183843f0b28de0498586ab24~mv2.jpg/v1/fill/w_142,h_80,al_c,q_80,usm_0.66_1.00_0.01/6a9f2e_585ceedd183843f0b28de0498586ab24~mv2.webp";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1172015;"BRIGHTER DAYS MONTESSORI SCHOOL, LLC";"1903 SUMMERLAND STREET";"RANCHO PALOS VERDES";"CA";90275;"LOS ANGELES";"(310) 831-2600";"https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647336901177";;"After 41 wonderful years, full of love, learning and a lifetime of fabulous memories, Brighter Days Montessori School has changed ownership and now is called Brighter Days Montessori LLC.The new owner will continue on with a tradition of the values and caring that we're created from my passion for education and nurturing young children.";;"https://www.facebook.com/Brighter-Days-Montessori-School-122944404430506/";;;;;;"x";"x";;;;;;;;;;;
1172016;"BUILDING BLOCKS PRESCHOOL";"1920 PARK AVE.";"RED BLUFF";"CA";96080;"TEHAMA";"(530) 209-3978";;;"I offer quality childcare and preschool. I obtain an A.S in Early Childhood Education,CPR/First Aid certification, & eight years teaching experience";;"https://www.facebook.com/Building-Blocks-Preschool-and-Child-Care-1379375509052103/";;;;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/11069482_1379377065718614_3651344800705875070_n.jpg?_nc_cat=0&oh=64e8b4ea8fdb1ab4b8f2e92112c6133e&oe=5B5491B3";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172019;"BUSHNELL WAY ELEMENTARY";"5507 BUSHNELL WAY";"LOS ANGELES";"CA";90042;"LOS ANGELES";"(323) 255-6511";"http://www.bushnell-lausd-ca.schoolloop.com/";;"Bushnell Way Elementary is a public, neighborhood school serving about 230 students in the Hermon Community, just north of Downtown Los Angeles.   We provide quality education within a nurturing environment.  In addition to focusing on high academic standards, students learn compassion and respect for diversity.";"http://www.bushnell-lausd-ca.schoolloop.com/";"https://www.facebook.com/pages/Bushnell-Way-Elementary/731700250217169";;;"http://bushnell-lausd-ca.schoolloop.com/file/1237871457044/1246559519940/680364322201384486.pdf";;;"x";"x";"x";;"http://www.bushnell-lausd-ca.schoolloop.com/uimg/image/1237871457044/1453104871269/1453106585984.png";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172020;"BUTTERFLIES ACADEMY, INC";"14103 SARATOGA AVE.";"SARATOGA";"CA";95070;"SANTA CLARA";"(408) 867-3772";"http://butterfliesacademy.com/index.html";"info@butterfliesacademy.com";"At Butterflies Academy preschool we understand that getting ready for the future begins at birth. The first 5 years of a child’s life is the prime time for creating a strong foundation for all future—formal and informal—learning.  It is a period of incredible growth in all areas of a child’s development. ";"http://butterfliesacademy.com/index.html";"https://www.facebook.com/butterfliesacademy/";;"http://butterfliesacademy.com/forms.html";"http://butterfliesacademy.com/forms.html";;;"x";"x";;;"http://butterfliesacademy.com/uploads/3/5/8/0/35802353/1478217496.jpg";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"7:30AM – 5:30PM";"Closed";"Closed";
1172021;"CABRILLO MONTESSORI SCHOOL INC";"2495 CABRILLO AVENUE";"SANTA CLARA";"CA";95051;"SANTA CLARA";"(669) 243-6822";"https://msosv.com/";"milinh@msosv.com";"At the Montessori School of Silicon Valley, our vision of “Children First, Always” inspires us to provide a rich educational experience for the whole child.Classrooms are designed to stimulate growth, providing a warm and accepting environment in which every child feels secure, respected and loved.";"https://msosv.com/contact-us-request-a-tour/";"https://www.facebook.com/cabrillo.montessori/";;"https://msosv.com/application-process-montessori-school-silicon-valley/";"https://msosv.com/wp-content/uploads/sites/193/2018/04/2018-MSOSV-PARENT-HANDBOOK-v1.1.pdf";;;"x";"x";;;"https://msosv.com/wp-content/uploads/sites/193/2016/06/Montessori-logo.jpg";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"Closed";"Closed";
1172023;"CAMPUS DOWNTOWN, INC., THE";"123 NORTH SUTTER ST";"STOCKTON";"CA";95202;"SAN JOAQUIN";"(209) 597-1879";"https://thecampusdowntown.com/";"INFO@THECAMPUSDOWNTOWN.COM";"Welcome to The Campus Downtown Preschool and Child Care Center. Our 14,000 square foot state of the art facility is located in the heart of downtown Stockton. Here at The Campus our focus is on early childhood development with a half day curriculum based program for ages 18 months to 6 years old. We also offer an extended care program for parents needing full time care. We truly believe every child is capable of greatness. The Campus Downtown has made it our mission to begin building and fostering the strong foundation your child will need in kindergarten and beyond.";"https://thecampusdowntown.com/";"https://www.facebook.com/thecampusdowntown/";"https://thecampusdowntown.com/employment-opportunities/";"https://thecampusdowntown.com/enrollment/";;;"x";"x";"x";"x";;"https://thecampusdowntown.com/wp-content/uploads/2016/06/campus_logo-2016.png";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1172024;"CAMPUS PRESCHOOL, THE";"1345 N WILLOW, STE 140";"CLOVIS";"CA";93619;"FRESNO";"(559) 324-7946";;;;;;;;;;;;;;;;;;;;;;;
1172025;"CAPC - BABY STEPS 2";"521 E. MINER";"STOCKTON";"CA";95202;"SAN JOAQUIN";"(209) 644-5311";"http://www.nochildabuse.org/";;;;;;;;;;;;;;;;;;;;;;
1172026;"CAPC - NEW VISION";"4726 MCCUEN AVENUE";"STOCKTON";"CA";95206;"SAN JOAQUIN";"(209) 464-4524";"http://www.mantecausd.net/";"sarellano@musd.net";"New Vision High School provides a variety of opportunities for students to experience individual success. Staff and students will treat each other with respect in a supportive environment while making a joint effort to help students learn to make responsible choices. It is our goal to provide a quality education for every child every day ";"http://www.mantecausd.net/schools/alternative-education/new-vision";;;;;;;;;;;"http://www.mantecausd.net/Home/ShowImage?id=1068&amp;t=635511596338470000";"7AM – 3:30PM";"7AM – 3:30PM";"7AM – 3:30PM";"7AM – 3:30PM";"7AM – 3:30PM";"Closed";"Closed";
1172027;"CAPC - NILE GARDEN";"5700 EAST NILE ROAD";"MANTECA";"CA";95337;"SAN JOAQUIN";"(209) 464-4524";"http://www.mantecausd.net/";"dnoceti@musd.net";;"https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685936042378";;;;;;;;;;;"https://lh6.googleusercontent.com/proxy/yDyIbPTtXCqW_5K2eFOTYVZ3ERoRXFTE503PF2anGjsCAEZEA0guLfrSaSVbhDwe2Yvs4LLctq99XuXiSTUzNFdFZEdp2yZdXZBKGNkLrIIBfp3IXp2vrkc0401ERyiOygVk49m62Op18Rzc7aloRL2_lAoY5sg=w160-h160-k-no";;;;;;;;
1172028;"CAPE ALMOND CENTER";"1401 ALMOND AVE.";"LIVERMORE";"CA";94550;"ALAMEDA";"(925) 443-3434";"http://www.capeheadstart.org/";;"Community Association for Preschool Education, Inc. (CAPE, Inc.) is a non-profit organization that provides comprehensive early care and education through Head Start, Early Head Start, and State Preschool programs to children ages 0-5 in Eastern Alameda County, Early Head Start services in Central Alameda County through child care partnerships, and Medi-Cal certified Mental Health Services in Eastern, Central, and Southern Alameda County.";"http://www.capeheadstart.org/centers/";"https://www.facebook.com/CapeHeadStart/";"http://www.capeheadstart.org/employment-opportunities/";"http://www.capeheadstart.org/enrollment/";"http://www.capeheadstart.org/parents/";"x";"x";"x";"x";;;"http://www.capeheadstart.org/wp-content/themes/cape/images/logo.jpg";;;;;;;;
1172031;"CAPSLO - RIVERVIEW MSHS";"234 CALLE CESAR E. CHAVEZ";"GUADALUPE";"CA";93434;"SANTA BARBARA";"(805) 441-4784";"https://www.capslo.org/index.php/sec-cyf-services/menu-migrant-seasonal-head-start";;;;;;;;;;;;;;;;;;;;;;
1172032;"CARDEN HALL";"1541 MONROVIA AVE";"NEWPORT BEACH";"CA";92663;"ORANGE";"(949) 645-1773";"https://www.cardenhall.com/";"mail@cardenhall.com";"For over 50 years Carden Hall students have been discovering the extraordinary within themselves and in the world around them.Our purpose is to nurture a love of learning within each student, providing the tools for a lifetime of success.";"https://www.cardenhall.com/";"https://www.facebook.com/CardenHallNewportBeach/";;"https://www.cardenhall.com/admissions/";"https://www.cardenhall.com/parents/";;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/14642288_1062545157176901_4558353248089296440_n.jpg?_nc_cat=0&oh=f9273b72c0e762362847201d37f63b73&oe=5B56F57B";"7:30AM – 3:30PM";"7:30AM – 3:30PM";"7:30AM – 3:30PM";"7:30AM – 3:30PM";"7:30AM – 3:30PM";"Closed";"Closed";
1172034;"CCFC - CLEO WALLACE CHILD DEVELOPMENT CENTER";"71 TURNER TERRACE";"SAN FRANCISCO";"CA";94107;"SAN FRANCISCO";"(415) 921-7019";;;;;;;;;;;;;;;;;;;;;;;
1172037;"CCRC HEAD START- MELVIN";"7700 MELVIN AVENUE";"RESEDA";"CA";91335;"LOS ANGELES";"(818) 717-4515";"https://www.ccrcca.org/parents/head-start";;"Head Start is a comprehensive program that provides a positive preschool environment and developmentally appropriate school readiness experiences. Our professional services include education & early childhood development, medical, dental & mental health, nutrition, and parent involvement.";"https://www.ccrcca.org/parents/head-start#headstart";;;;;"x";"x";"x";;;;"https://www.ccrcca.org/images/ccrc-logo.png";;;;;;;;
1172038;"CDC - PLEASANT GROVE PRESCHOOL";"10160 PLEASANT GROVE RD";"ELK GROVE";"CA";95624;"SACRAMENTO";"(916) 686-1260";"https://www.cdicdc.org/";"center114@cdicdc.org";"At Child Development Centers and Continuing Development Incorporated, it is our mission to enrich children’s lives through quality, accredited child development programs and a commitment to developmentally appropriate practice. Our programs put children at the center of an interconnected circle of families, teacher and the community.";"https://www.cdicdc.org/locations/pleasant-grove-cdc/";"https://www.facebook.com/www.cdicdc.org";;;;"x";"x";"x";"x";"x";"x";"https://3tfild1scbfx2uec992cwnh1-wpengine.netdna-ssl.com/wp-content/uploads/2016/07/CDC-2016-logo-horz_site.png";;;;;;;;
1172039;"CDR - OAK VIEW CENTER";"555 MAHONEY ST.";"OAK VIEW";"CA";93022;"VENTURA";"(805) 485-7878";"http://www.ovparc.org/";"bkennedy8@sbcglobal.net";"The Oak View Park and Resource Center is a 4.27 acre space in the heart of Oak View with many services for all ages. There are numerous buildings that house a County Library and various non-profit tenants and a large enough green space that includes a variety of playground equipment, youth sports fields and park land. We also have 2 multipurpose rooms than can hold 20- 250 people that is available for rent for fundraisers, performance, private parties and group seminars.  Attached to our auditorium is a beautifully remodeled community kitchen which can be rented for cooking classes catering and eve Today, the Oak View Park and Resource Center is a success story of a ""community Works!"" ";"http://www.ovparc.org/";"https://www.facebook.com/pages/Oak-View-Park-And-Resource-Center/146773364534";;;;;;;;;"x";"https://www.facebook.com/146773364534/photos/10153618723464535/";"8AM –8PM";"8AM –8PM";"8AM –8PM";"8AM –8PM";"8AM –8PM";"8AM –8PM";"8AM –8PM";
1172040;"CDR - PLEASANT VALLEY HEAD START";"622 E. PLEASANT VALLEY ROAD";"PORT HUENEME";"CA";93041;"VENTURA";"(805) 485-7878";"http://www.headstartprogram.us/";"info@cdrv.org";"Child Development Resources of Ventura County, Inc. (CDRVC) operates Head Start/Early Head Start centers throughout the county. To be eligible you must live in the area and meet low-income guidelines. To apply for either the Head Start or Early Head Start program, please visit our enrollment office at 221 E. Ventura Boulevard in Oxnard, California or by calling 805.485.7878.";"http://www.headstartprogram.us/program/pleasant-valley-center-cdrvc";;;;;;;;;;;"http://www.headstartprogram.us/images/logo.png";;;;;;;;
1172041;"CDR - SIMI HEAD START";"5455 KATHERINE ST.";"SIMI VALLEY";"CA";93063;"VENTURA";"(805) 485-7878";"http://www.headstartprogram.us/";"info@cdrv.org";"Child Development Resources of Ventura County, Inc. (CDRVC) operates Head Start/Early Head Start centers throughout the county. To be eligible you must live in the area and meet low-income guidelines. To apply for either the Head Start or Early Head Start program, please visit our enrollment office at 221 E. Ventura Boulevard in Oxnard, California or by calling 805.485.7878.";"http://www.headstartprogram.us/program/simi-center";;;;;;;;;;;"http://www.headstartprogram.us/images/logo.png";;;;;;;;
1172042;"CENTRO DE CUIDADO INFANTIL SEMILLAS DE AMOR";"6133 MISSION STREET";"DALY CITY";"CA";94014;"SAN MATEO";"(650) 290-1065";;"semillasdeamorcci@gmail.com";"Affordable family child care in Daly City. Great Rates for Quality Child Care. Fun Activities to enhance their learning and social skills";;"https://www.facebook.com/ac.semillitas/";;;;;;"x";"x";"x";;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/21764765_1329092290532917_5430482745341472167_n.jpg?_nc_cat=0&oh=f51131f90f8b7cdb25d078e481ddabda&oe=5B959752";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";
1172043;"CHAI PRESCHOOL";"137 NORTH SAN MATEO DRIVE";"SAN MATEO";"CA";94401;"SAN MATEO";"(650) 483-8350";"http://www.chaischool.com/";"info@chaischool.com";"Chai Jewish Preschool believes in an experiential and intentional approach to teaching and learning. This approach fosters children's intellectual development as they are encouraged to explore their environment and express themselves through words, movement, drawing, painting, playing and other natural modes of expression. We promote an environment where children can develop the critical thinking and problem solving skills for a successful and meaningful life";"http://www.chaischool.com/";"https://www.facebook.com/Chai-Preschool-283478255018308/";;"https://chaischoolcom.clhosting.org/templates/articlecco_cdo/aid/1194518/jewish/Admission-Application.htm";"http://www.chaischool.com/templates/articlecco_cdo/aid/358442/jewish/Parents.htm";;"x";"x";"x";"x";;"http://www.chaischool.com/default.asp";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"Closed";"Closed";
1172044;"CHAI PRESCHOOL, INC.";"115 MONTE DIABLO";"SAN MATEO";"CA";94401;"SAN MATEO";"(650) 483-8350";"http://www.chaischool.com/";"info@chaischool.com";"Chai Jewish Preschool believes in an experiential and intentional approach to teaching and learning. This approach fosters children's intellectual development as they are encouraged to explore their environment and express themselves through words, movement, drawing, painting, playing and other natural modes of expression. We promote an environment where children can develop the critical thinking and problem solving skills for a successful and meaningful life";"http://www.chaischool.com/";"https://www.facebook.com/Chai-Preschool-283478255018308/";;"https://chaischoolcom.clhosting.org/templates/articlecco_cdo/aid/1194518/jewish/Admission-Application.htm";"http://www.chaischool.com/templates/articlecco_cdo/aid/358442/jewish/Parents.htm";;"x";"x";"x";"x";;"http://www.chaischool.com/default.asp";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"Closed";"Closed";
