"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1176359;"Madalyn's House Childcare";"3865 Powder Springs Road";"Powder Springs";"GA";30127;"COBB";"(678) 269-6030";"http://www.mhousechildcare.com/";"mhousechildcare@gmail.com";"Madalyn's House Childcare Center offers 24 HOUR CHILDCARE 7 DAYS A WEEK INCLUDING HOLIDAYS in a safe, nurturing environment where your child will receive the attention and care that he or she needs. Our ratio of children to adults is always within state guidelines - and often even lower - to make certain each child receives top-quality care.";"http://www.mhousechildcare.com/";"https://www.facebook.com/MADALYNSHOUSECHILDCARE/?ref=nf";"http://www.mhousechildcare.com/employment";"http://www.mhousechildcare.com/tuition";"http://www.mhousechildcare.com/tuition";"x";"x";"x";"x";"x";;"http://mediaprocessor.websimages.com/fit/1920x1920/www.mhousechildcare.com/madalynshouse24childcarenewlogo.png";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";"Open 24/7";
1176358;"Luv The Kidz Learning Academy";"2130 Godby Road";"College Park";"GA";30349;"Fulton";"(404) 768-3010";;;;;;;;;;;;;;;;;;;;;;;
1176372;"Molly Learning Academy and Daycare";"2605 Campbellton Road";"Atlanta";"GA";30311;"FULTON";"(404) 956-8864";;;;;;;;;;;;;;;;;;;;;;;
1176373;"Monroe County";"525 Highway 83 South";"Forsyth";"GA";31029;"MONROE";"(478) 994-5174";"http://www.maconbibbeoc.com/about-us/offices/";;"Our Head Start and Early Head Start programs support low-income families with the comprehensive development of children from birth to age 5.";"http://www.maconbibbeoc.com/head-start/";;;;;;;"x";"x";;;"http://www.maconbibbeoc.com/wp-content/uploads/2015/10/2015-EOC-people-logo-two-kids.png";;;;;;;;
1176367;"Mental Fitness @ Inman Middle School";"774 Virginia Avenue";"Atlanta";"GA";30313;"FULTON";"(678) 938-7208";"https://www.mentalfitnessatl.org/";"info@mentalfitnessatl.org";"Our program at Inman Middle School is growing to meet the needs of our students.  Last year we began a pilot program to focus on 20 students that could benefit from having additional after-school tutorial, STEAM enrichment, a healthy snack and supper and some great relationship building with their peers.";"https://www.mentalfitnessatl.org/inman-middle-school.html";"http://www.facebook.com/mentalfitnessatl";"https://www.mentalfitnessatl.org/join-our-team.html";;;;;;;"x";;;;;;;;;;
1176368;"Mental Fitness @ The Fairburn Youth Center";"149 Roosevelt Highway";"Fairburn";"GA";30213;"FULTON";"(678) 938-7208";"https://www.mentalfitnessatl.org/";" info@mentalfitnessatl.org";"Our program at the Fairburn Youth Center will consist of Homework Assistance, healthy snacks, supper and STEAM opportunities including Lego workshops weekly. ";"https://www.mentalfitnessatl.org/city-of-fairburn.html";"http://www.facebook.com/mentalfitnessatl";"https://www.mentalfitnessatl.org/join-our-team.html";;;;;;;"x";;;;;;;;;;
1176366;"Meadowdale Learning Center - Feagin Mill Road";"1451 Feagin Mill Rd";"Warner Robins";"GA";31088;"HOUSTON";"(478) 953-1200";"http://www.meadowdalelearningcenter.com/";"mlcfeaginmill@yahoo.com";"We have programs for your young children, from 6 weeks old all the way up to the 5th grade. Your child will get the care they deserve, guaranteed. We serve a hot breakfast, hot lunch and afternoon snack. We follow the USDA Nutrition Guidelines when planning our menus.";"http://www.meadowdalelearningcenter.com/contact-us/3587631";"https://www.facebook.com/pages/biz/child_care/Meadowdale-Learning-Center/157055174310081/";;;;"x";"x";"x";"x";;"x";"http://www.meadowdalelearningcenter.com/communities/3/000/001/775/853//images/11538968.png";"6:15AM - 5PM";"6:15AM - 5PM";"6:15AM - 5PM";"6:15AM - 5PM";"6:15AM - 5PM";"Closed";"Closed";
1176380;"My First Academy";"2305 Old Milton Parkway";"Alpharetta";"GA";30009;"FULTON";"(770) 559-3152";"http://myfirstacademy.net/";"maria@myfirstacademy.com";"A Montessori school for children 12 weeks old to 6 years old.";"http://myfirstacademy.net/";"https://www.facebook.com/My-First-Academy-150661698308916/";;"http://myfirstacademy.net/howtoapply.html";"http://myfirstacademy.net/parentsinfo.html";"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t31.0-8/963814_596197233755358_1670041465_o.jpg?_nc_cat=0&oh=1c9bdba3762c800c009a005ad55c7b29&oe=5BBEABBB";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"Closed";"Closed";
1176374;"Montessori School at Grayson";"420 Pine Grove Avenue";"Grayson";"GA";30017;"GWINNETT";"(770) 366-9496";"http://www.montessoriatgrayson.com/";"rahima@montessoriatGrayson.com";"The Montessori environment is a constructive, protective, motivating environment for children, richly supplied with motives for activity which opens the door to unlimited initiative which inspire the child to work towards attaining good work habits, lengthened attention span, good problem solving skills, strengthening concentration, and achieving new insights. Montessori education sets the child free to move along the path of human development.";"http://www.montessoriatgrayson.com/";"https://www.facebook.com/Montessori-School-at-Grayson-1673558082950518/";;;;;"x";"x";"x";;;"http://www.montessoriatgrayson.com/images/logo.png";;;;;;;;
1176378;"Mrs. Sharon's Playschool of Camden";"307 Myrtle Avenue";"Woodbine";"GA";31569;"CAMDEN";"(912) 576-3440";;;"Professional day care";;"https://www.facebook.com/Ms-Sharons-Playschool-1434431820122042/";;;;;;;;;;;;;;;;;;
1176379;"Ms. Pam's Precious Angels Family Childcare Center 2";"2125 Old Salem Road";"Conyers";"GA";30013;"ROCKDALE";"(678) 545-6772";"https://services.procareonline.com/WaitList/Waitlist.aspx?key=5754929778";"mspamspreciousangels@gmail.com";"Ms. Pam’s Precious Angels Family Childcare Center was developed to provide a safe, affordable, and loving quality child care environment for children.";"https://services.procareonline.com/WaitList/Waitlist.aspx?key=5754929778";"https://www.facebook.com/pg/Mspamspreciousangels/about/?ref=page_internal";;;;"x";"x";"x";"x";;;"https://services.procareonline.com/WaitList/Waitlist.aspx?key=5754929778&DXCache=44009ed3-a5ae-4779-96d6-0722521bf497";"Open 24/6";"Open 24/6";"Open 24/6";"Open 24/6";"Open 24/6";"Open 24/6";"Closed";
1176384;"Noah's Ark Preschool Academy of Terrell";"774 2nd Avenue  SE";"Dawson";"GA";39842;"TERRELL";"(229) 995-5936";"http://www.noahsarkpreschoo.com/";"noahsarkpreschoolacademy@gmail.com";"Our mission is to ensure that child care services are available for families that are unable or need assistance in retaining jobs or furthering their education.    ";"http://www.noahsarkpreschoo.com/";"https://www.facebook.com/Noahsarkofterrell/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/12316416_1179654235395186_6679213200494729949_n.jpg?_nc_cat=0&oh=8c155521358d3b990317f167926f4928&oe=5B763A55";;;;;;;;
1176385;"Northwest Youth Power @ Magnolia Park  ELC";"61 Paschal Boulevard";"Atlanta";"GA";30314;"FULTON";"(404) 892-5107";;;"Northwest Youth power is a 501 c 3 organization that provides needed services to Northwest Atlanta Community.";;"https://www.facebook.com/Northwest-Youth-Power-Early-Learning-Center-152359894805842/";;;;"x";"x";"x";;;;;;;;;;;;
1176382;"New Beginnings Children's Learning Center";"5094 GA-91";"Donalsonville";"GA";39845;"SEMINOLE";"(229) 524-8003";;"dbonner203@gmail.com";"Our mission is to educate children mentally, physically, socially, and spiritually, in a loving and nurturing environment, while encouraging them to develop sound Christian work habits and character traits as they grow in their personal knowledge of God.";;"https://www.facebook.com/New-Beginnings-Childrens-Learning-Center-1212037978856164/";;;;"x";"x";"x";"x";;;;"7:30AM - 6PM";"7:30AM - 6PM";"7:30AM - 6PM";"7:30AM - 6PM";"7:30AM - 6PM";"Closed";"Closed";
1176383;"Next Level Enrichment Academy";"2377 Candler Road";"Decatur";"GA";30032;"DEKALB";"(404) 503-8531";;;;;;;;;;;;;;;;;;;;;;;
1176395;"Pierce County Head Start/Early Head Start";"655 Grady Street";"Blackshear";"GA";31516;"PIERCE";"(912) 449-0004";"http://www.psesd.org/";"comm@psesd.org";"Head Start and Early Head Start serve more than 2,000 children and families in King and Pierce counties. We provide grant management, liaison with state agencies, offer training, technical assistance, professional development, and overall program coordination";"http://www.psesd.org/learning-and-teaching/early-learning/head-start-and-early-head-start/";"https://www.facebook.com/PSESD";;;;"x";"x";"x";"x";;;"http://psesd.org/wp-content/uploads/2017/03/Header_logo_white2.png";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"7:30AM - 4:30PM";"Closed";"Closed";
1176394;"Piedmont Academy Early Learning Center";"570 Piedmont Road";"Marietta";"GA";30066;"COBB";"(770) 423-9578";;;;;;;;;;;;;;;;;;;;;;;
1176393;"Peterson Avenue Head Start/Early Head Start";"1303 South Peterson Avenue";"Douglas";"GA";31533;"COFFEE";"(912) 720-0027";;;;;;;;;;;;;;;;;;;;;;;
1176392;"Perry Head Start";"905 Evergreen Street";"Perry";"GA";31069;"HOUSTON";"(478) 988-4256";;;;;;;;;;;;;;;;;;;;;;;
1176389;"Pearson Head Start";"636 Austin Avenue East";"Pearson";"GA";31642;"ATKINSON";"(209) 576-4392";;;;;;;;;;;;;;;;;;;;;;;
1176390;"People of Faith Early Learning and Child Care Center";"503 East 21st Avenue";"Cordele";"GA";31015;"CRISP";"(229) 417-5137";;;;;"https://www.facebook.com/People-of-Faith-Christian-Church-460146327373363/";;;;;;;;;;;;;;;;;;
1176387;"Patterson Y-Time";"3414 Drawdy Street";"Patterson";"GA";31557;"PIERCE";"(912) 647-5373";"http://pes.pierce.k12.ga.us/";"pesgobears@gmail.com";"Patterson Elementary builds a foundation that promotes excellence while providing a platform for our students to become critical thinkers who excel globally.";"http://pes.pierce.k12.ga.us/";"https://www.facebook.com/PattersonElementarySchool/";;"http://pes.pierce.k12.ga.us/?PageName=%27Forms%27&iSection=%27Administrative%27&CorrespondingID=%270%27";"http://pes.pierce.k12.ga.us/?PageName=%27Handbook%27";;;"x";"x";;;;"7:20AM - 2:40PM";"7:20AM - 2:40PM";"7:20AM - 2:40PM";"7:20AM - 2:40PM";"7:20AM - 2:40PM";"Closed";"Closed";
1176386;"Our Mission Early Learning Center";"5320 Phillips Drive";"Morrow";"GA";30260;"CLAYTON";"(678) 466-0280";;;"Our Mission Early Learning Center is a pre-school committed to providing affordable care and education for early learners.";;"https://www.facebook.com/OurMissionEarlyLearningCenter/";;;;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c70.0.181.181/13718527_151692608571297_1908081726988584392_n.jpg?_nc_cat=0&oh=15aa768a0b7a9a7881f463b040e6b012&oe=5BADEEAC";;;;;;;;
1176404;"Preparing for the Future Child Care Center";"1210 S. Lee Street";"Quitman";"GA";31643;"BROOKS";"(407) 454-1467";;;;;;;;;;;;;;;;;;;;;;;
1176403;"Pre-K Preparatory Learning Academy";"438 Prior Street  NE";"Gainesville";"GA";30501;"HALL";"(678) 943-1237";"http://preparatorylearningacademy.com/";"prekpreparatoryacademy@gmail.com";"Pre-K Preparatory Learning Academy, Inc. is a private, faith based non-profit 501©3 organization. We are dedicated to providing a warm, nurturing, and safe learning environment.";"http://preparatorylearningacademy.com/";"https://www.facebook.com/prekpreparatory/";;;;"x";"x";"x";"x";;;"http://preparatorylearningacademy.com/logofinal.png";"6AM - 12:30AM";"6AM - 12:30AM";"6AM - 12:30AM";"6AM - 12:30AM";"6AM - 12:30AM";"Closed";"Closed";
1176402;"Preferred School Care @ Woodson Park Academy";"20 Evelyn Way";"Atlanta";"GA";30318;"FULTON";"(404) 802-7750";"http://www.pscafterschool.com/";"brangreen@atlanta.k12.ga.us ";"Our Mission is to provide quality and affordable after school child care services for the children of working parents. Preferred School Care (PSC) programs are designed to provide a safe, nurturing, and supportive academic/social environment for students.";"http://www.pscafterschool.com/locations.html";;;"http://www.pscafterschool.com/assets/enrollment-form2c.pdf";"http://www.pscafterschool.com/assets/psc_parent_handbook_2015_draft.pdf";;;"x";"x";"x";;"http://www.pscafterschool.com/images/logo.png";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"Closed";"Closed";
1176401;"Preferred School Care @ Kindezi Elementary";"386 Pine Street  NE";"Atlanta";"GA";30308;"FULTON";"(404) 719-4005";"http://www.pscafterschool.com/";;"Our Mission is to provide quality and affordable after school child care services for the children of working parents. Preferred School Care (PSC) programs are designed to provide a safe, nurturing, and supportive academic/social environment for students.";"http://www.pscafterschool.com/locations.html";;;"http://www.pscafterschool.com/assets/enrollment-form2c.pdf";"http://www.pscafterschool.com/assets/psc_parent_handbook_2015_draft.pdf";;;"x";"x";"x";;"http://www.pscafterschool.com/images/logo.png";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"Closed";"Closed";
1176400;"Preferred School Care @ Hollis Innovation Academy";"225 James P. Brawley Drive";"Atlanta";"GA";30314;"FULTON";"(404) 802-8200";"http://www.pscafterschool.com/";"outofzone@atlanta.k12.ga.us";"Our Mission is to provide quality and affordable after school child care services for the children of working parents. Preferred School Care (PSC) programs are designed to provide a safe, nurturing, and supportive academic/social environment for students.";"http://www.pscafterschool.com/locations.html";;;"http://www.pscafterschool.com/assets/enrollment-form2c.pdf";"http://www.pscafterschool.com/assets/psc_parent_handbook_2015_draft.pdf";;;"x";"x";"x";;"http://www.pscafterschool.com/images/logo.png";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"Closed";"Closed";
1176399;"Preferred School Care @ Cascade Elementary";"2326 Venetian Drive  SW";"Atlanta";"GA";30311;"FULTON";"(404) 802-8100";"http://www.pscafterschool.com/";"outofzone@atlanta.k12.ga.us";"Our Mission is to provide quality and affordable after school child care services for the children of working parents. Preferred School Care (PSC) programs are designed to provide a safe, nurturing, and supportive academic/social environment for students.";"http://www.pscafterschool.com/locations.html";;;"http://www.pscafterschool.com/assets/enrollment-form2c.pdf";"http://www.pscafterschool.com/assets/psc_parent_handbook_2015_draft.pdf";;;"x";"x";"x";;"http://www.pscafterschool.com/images/logo.png";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"2:30PM - 6PM";"Closed";"Closed";
1176398;"Precious LIttle One Child Care Center";"150 Evans Mill Drive";"Dallas";"GA";30157;"PAULDING";"(770) 372-3913";"http://www.plocccenter.com/";"preciouslittleonechildcarecenter@hotmail.com";"We provide quality childcare for all children in the surrounding community and general public. Our facility provides a Safe, Nurturing, Fun, Caring and creative learning environment. At Precious Little One Children are first hugged and then taught. Our goal is to develop children in all area of growth- physical, emotionally, socially, and intellectually. We offer full & part-time childcare, before/after, and breakfast/lunch/snack.";"http://www.plocccenter.com/";"https://www.facebook.com/pages/biz/day_care_preschool-dallas-30157/Precious-Little-One-Child-Care-Center/459638127553187/";"https://plocccenter.com/contact-us-ii/join-our-team/";"https://plocccenter.com/parent-resources/";"https://plocccenter.com/parent-resources/";"x";"x";"x";;"x";;"https://plocccenter.com/wp-content/uploads/2015/10/Precious-Little-Ones-Logo2-3501.png";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"Closed";"Closed";
1176397;"Practical Learning Ivy League College Preparatory Academy";"2000 Eastside Drive";"Conyers";"GA";30013;"ROCKDALE";"(470) 488-4025";"http://www.ivyleaguecollegeacademy.com/";"practicallearningilcpa@aol.com";"If you are looking for a nursery school, preschool or kindergarten for your young child, consider Practical Learning Ivy League College Preparatory Academy with locations in Stockbridge and Conyers, Georgia. We are focused on the individual needs of each and every child. Our classroom is held in a safe, happy and nurturing learning environment";"http://www.ivyleaguecollegeacademy.com/Contact/";"https://www.facebook.com/Practical-Learning-Ivy-League-College-Preparatory-Academy-540672349468426/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c27.0.200.200/p200x200/14064183_540688699466791_8302143904750595570_n.jpg?_nc_cat=0&oh=e707e596680fd751f97372683f726725&oe=5B819F3B";;;;;;;;
1176410;"Primrose School of Athens";"180 Athens Town Boulevard";"Athens";"GA";30606;"CLARKE";"(706) 850-0223";"https://www.primroseschools.com/";"wbeasley@primroseathens.com";"With purposeful play and nurturing guidance from teachers, our Balanced Learning approach inspires children to think in more ways: with creativity, compassion and resourcefulness. This time-tested approach instills a love of learning and discovery that helps your child develop and excel for years.";"https://www.primroseschools.com/schools/athens/";"https://www.facebook.com/PrimroseAthens/";"https://www.primroseschools.com/schools/athens/careers/";;;"x";"x";"x";"x";"x";"x";"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/19146293_1693271730975500_4416053500285362558_n.png?_nc_cat=0&oh=32e037c49bf6ea523198473dfdc9fd00&oe=5B787FE0";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176409;"PrimeTime Discovery - Monte Sano Elementary School";"2164 Richmond Avenue";"Augusta";"GA";30904;"RICHMOND";"(706) 922-9656";"https://thefamilyy.org/";;"Kids want to exert energy, to discover who they are, what they can achieve and to be accepted. The Family YMCA’s PrimeTime After School care provides all of this in a safe, well-supervised environment. Kids participate in a variety of skill-building games, crafts, outdoor activities, homework time and curriculums which reinforce character development, reading, science and math.";"https://thefamilyy.org/programs/22511516/prime-time-2017-2018/";"https://www.facebook.com/FamilyYofGreaterAugusta";"https://thefamilyy.org/about-us/jobs/";;;;;;;"x";;"https://s3.amazonaws.com/recliquecore/imgs/ymca_logos/named/blue_purple.png";;;;;;;;
1176408;"Prime Step LLC. Child Care Center";"1800 Water Place  Suite 228";"Atlanta";"GA";30339;"FULTON";"(770) 980-8448";"http://primestepchildcare.com/";"director@primestepchildcare.com";"We offer childcare for children ages 3 months to school ages. We also offer after school bus pick-up f";"http://primestepchildcare.com/";"https://www.facebook.com/Primestep1";;;;"x";"x";"x";;;;;;;;;;;;
1176407;"Primary Kid's Academy";"2294 Moody Road";"Warner Robins";"GA";31088;"HOUSTON";"(478) 449-8787";;;"Child care";;"https://www.facebook.com/17childcare/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/32829080_787299051472617_2473379100631236608_n.jpg?_nc_cat=0&oh=9286db30c8a06dfc4bbc73e4609dc105&oe=5BB0554C";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1176419;"Ready Set Grow Learning Academy";"5900 Warm Springs Road";"Columbus";"GA";31909;"MUSCOGEE";"(229) 469-7923";;;;;;;;;;;;;;;;;;;;;;;
1176420;"Red Trolleys Daycare Center";"1212 S. Patterson Street";"Valdosta";"GA";31601;"LOWNDES";"(229) 469-7923";;"redtrolleys@gmail.com";"Small Group Setting, Licensed Child Care Provider";;"https://www.facebook.com/Red-Trolleys-Day-Care-Services-1149489075085216/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c28.0.200.200/p200x200/3385_1149504308417026_1903012831565972488_n.png?_nc_cat=0&oh=81c66fb8572175cf2edb99d79d044564&oe=5BB64A11";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176418;"Reading World Academy";"2491 Columbia Drive";"Decatur";"GA";30034;"DEKALB";"(404) 288-2721";"http://readingworldacademy.com/";;"A Complete Program of Learning and Fun For Your Child";"http://readingworldacademy.com/";"https://www.facebook.com/pages/Reading-World-Academy/112045072192415";;"http://readingworldacademy.com/georgia-pre-k/4520370538";"http://readingworldacademy.com/policiesprocedures/4525117110";"x";"x";"x";"x";"x";;"http://readingworldacademy.com/communities/5/004/005/999/465/images/4518084562_525x419.jpg";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"Closed";"Closed";
1176417;"Quitman County Early Childhood Development and Education Center";"213 Kaigler Road";"Georgetown";"GA";39854;"QUITMAN";"(229) 334-9214";"https://enrichmentservices.org/center-locations/";;;;;;;;;;;;;;;;;;;;;;
1176416;"Queenie's Angels Christian Academy";"1130 Concord Road";"Smyrna";"GA";30080;"COBB";"(770) 790-8954";;"queeniesangelsca@gmail.com";"To Give our Children the best quality education needed to succeed in Life. This is where their learning experience begins.";;"https://www.facebook.com/queeniesangelsca/";;;;;"x";"x";"x";;;;"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"Closed";"Closed";
1176415;"Quality Child Care Academy";"533 Washington Avenue  NE";"Marietta";"GA";30060;"COBB";"(404) 542-7308";"https://qualitychildcareconsulting.com/";"support@qualitychildcareconsulting.com";"Our mission is to create a warm, positive, safe educational environment for children, parents and staff. We are focused to cultivate character and provide real world experiences for every child in order for them to have a positive impact on their community and the world around them.";"https://qualitychildcareconsulting.com/";"https://www.facebook.com/Quality-Child-Care-Academy-1605567666402231/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/27545210_1835599166732412_1350522938025708030_n.jpg?_nc_cat=0&oh=8f9413040169851bb91f1cd41773b507&oe=5B80D821";"6AM - 12PM";"6AM - 12PM";"6AM - 12PM";"6AM - 12PM";"6AM - 12PM";"6AM - 12PM";"Closed";
1176414;"Props Academy";"15A Executive Circle";"Savannah";"GA";31406;"CHATHAM";"(912) 231-7027";;"propsdance1@gmail.com";"Props Performing Arts is a Dance and Musical Performance Group.";;"https://www.facebook.com/PropsPA/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/21617549_118065348908457_1132949413521815136_n.jpg?_nc_cat=0&oh=bf4b7fc4d3b93c1a665475f4a1d95a2b&oe=5B782DF2";"5:45PM -6:45PM";"Closed";"5:45PM -6:45PM";"Closed";"Closed";"Closed";"Closed";
1176413;"Prodigy Point";"3515 Sugarloaf Parkway";"Lawrenceville";"GA";30044;"GWINNETT";"(678) 825-5437";"http://www.prodigypoint.com/";"sugarloaf@prodigypoint.com";"Prodigy Point is committed to the total needs of your preschooler. In Lawrenceville, Georgia, our Sugarloaf Parkway location is conveniently located ½ mile northwest of Five Forks Trickum Road. We offer care for children between the ages of six weeks and twelve years of age and are considered a premier provider of daycare/childcare services in Gwinnett County.";"http://www.prodigypoint.com/";"https://www.facebook.com/ProdigyPointLawrenceville";;;;"x";"x";"x";"x";"x";;"http://www.prodigypoint.com/images/header.jpg";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176411;"Princeton Early Prep School";"2877 Johnson Ferry Road";"Marietta";"GA";30062;"COBB";"(770) 417-8841";"http://princetonearlyprep.com/";"princetonprep@outlook.com";"We provide a comprehensive preschool education which engages the whole child. Daily teaching and learning objectives that will focus on the child's development in the following areas: Social, Emotional, Physical, and Cognitive. We believe parents are a child's first and primary teacher; so we encourage parent involvement in our program and insight into your child's unique learning style.";"http://princetonearlyprep.com/";"https://www.facebook.com/Princeton-Early-Preparatory-School-Montessori-Style-408365376184591/";"http://princetonearlyprep.com/employment-application/";"http://princetonearlyprep.com/enrollment-forms/";;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/17629887_408401822847613_1482946096713112592_n.jpg?_nc_cat=0&oh=4847adf4cefaf1f4723bd4d37eeac619&oe=5BC2CCD4";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176424;"Rockbridge Care and Learning Center";"4733 Rockbridge Road";"Stone Mountain";"GA";30083;"DEKALB";"(404) 246-1149";;;;;;;;;;;;;;;;;;;;;;;
1176422;"Rising Stars Child Development Center";"815 US HIGHWAY 27";"Cataula";"GA";31804;"HARRIS";"(706) 322-5556";;;;;"https://www.facebook.com/pages/Rising-Stars-Child-Development-Center/136116406437834";;;;;;;;;;;;;;;;;;
1176423;"Rock Springs Head Start/EHS";"343 Bicentennial Trail";"Rock Spring";"GA";30739;"WALKER";"(830) 683-2556";;;;;;;;;;;;;;;;;;;;;;;
1176430;"SoulShine";"525 West Howard Avenue";"Decatur";"GA";30030;"DEKALB";"(404) 963-6071";"https://www.makeyoursoulshine.com/";"soulshinesprouts@gmail.com";"At SoulShine, we engage, empower, and encourage our children.";"https://www.makeyoursoulshine.com/";"https://www.facebook.com/soulshinedecatur/";;;"https://www.makeyoursoulshine.com/decatur/";"x";"x";"x";"x";"x";"x";"http://mysoulshine.wpengine.com/wp-content/uploads/SOULSHINE_LOGO.png";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"Closed";"Closed";
1176427;"Small Wonders Playcare Center Evans";"229 N. Belair Rd.";"Evans";"GA";30809;"COLUMBIA";"(706) 860-7676";"https://www.smallwonderspc.com/";"swplaycare@gmail.com";"The center is now taking care of a second generation roster as several of the parents of the children enrolled now were cared for at the center themselves";"https://www.smallwonderspc.com/";"https://www.facebook.com/smallwondersplaycare/?rf=152617394779851";;"https://www.smallwonderspc.com/admissions";"https://www.smallwonderspc.com/tuition-information";"x";"x";"x";"x";;;"https://static.wixstatic.com/media/38c4b8_272a1464673f4966bad33d08af3b8f39~mv2.gif";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176436;"Strength and Honor Learning Academy";"2500 Cherokee Road  B";"Athens";"GA";30605;"CLARKE";"(706) 351-5229";;;;;"https://www.facebook.com/Strength-And-Honor-Learning-Academy-LLC-206813179748888/";;;;;;;;;;;;;;;;;;
1176437;"Strong Rock Christian School Early Learning Center";"139 Locust Grove-Griffin Road";"Locust Grove";"GA";30248;"HENRY";"(678) 782-3364";"http://strongrockchristianschool.com/";;"The Strong Rock Christian School Early Learning Center is located on 139 L G Griffin Road in Locust Grove and serves students ages 6 weeks to 4 years old.";"http://strongrockchristianschool.com/early-learning-center/";"https://www.facebook.com/strongrockchristianschool";;"http://strongrockchristianschool.com/wp-content/uploads/2016/12/CHILDREN%E2%80%99S-ENROLLMENT-FORM.pdf";"http://strongrockchristianschool.com/wp-content/uploads/2016/07/2016-2017-ELC-Family-Handbook-updated-6-28-2016.pdf";"x";"x";"x";"x";;;"http://strongrockchristianschool.com/wp-content/uploads/2016/02/Untitled-2-1.jpg";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176435;"Stepping Stones Early Development Center";"305 West White Road";"Byron";"GA";31008;"PEACH";"(478) 956-2510";"http://steppingstonesearlydevelopment.com/";" stepstones956@hotmail.com";"It’s important to remember how sensitive and impressionable young children are.";"http://steppingstonesearlydevelopment.com/";"https://www.facebook.com/pages/Stepping-Stones-Early-Development-Center/133730480012649";;;"http://steppingstonesearlydevelopment.com/parent-resources/3147637";"x";"x";"x";"x";;;"http://steppingstonesearlydevelopment.com/communities/9/000/001/644/709//images/8593458.png";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
