"Facility ID";"Survey Number";"Date of Survey";"Survey Reason";"Findings"
85385;"17-009784";"11/02/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192844&noid=58007"
85385;"16-012973";"12/30/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182044&noid=48567"
85385;"16-006201";"08/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175272&noid=44140"
85385;"15-006353";"07/30/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161075&noid=32826"
16309;"17-004598";"06/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187658&noid=53441"
16309;"16-004751";"06/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=173822&noid=42252"
16309;"15-004918";"07/09/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=159640&noid=32185"
5E+018;"17-008844";"09/18/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191904&noid=56374"
47641;"18-001636";"03/28/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198097&noid=63028"
47641;"17-001350";"04/04/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184410&noid=51455"
47641;"16-001433";"04/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170504&noid=40198"
47641;"16-001433";"04/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170504&noid=39920"
47641;"17-001126";"02/10/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184186&noid=50448"
47641;"17-001126";"02/10/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184186&noid=49960"
47641;"16-002134";"02/29/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171205&noid=38944"
47641;"16-002134";"02/29/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171205&noid=38838"
102593;"18-000566";"03/26/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197027&noid=62855"
102593;"17-000385";"03/02/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183445&noid=50565"
102593;"16-000493";"03/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=169564&noid=39448"
141177;"17-007403";"08/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190463&noid=55420"
141177;"16-012222";"11/28/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181293&noid=47566"
141177;"16-011961";"11/09/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181032&noid=46990"
141177;"16-007680";"09/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176751&noid=45726"
141177;"16-007680";"09/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176751&noid=45313"
141177;"15-007931";"09/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162653&noid=34690"
141177;"15-007931";"09/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162653&noid=34337"
82859;"17-007153";"09/07/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190213&noid=56091"
82859;"16-011944";"11/17/2016";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181015&noid=47271"
82859;"16-007402";"09/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176473&noid=44754"
82859;"15-007605";"09/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162327&noid=34687"
82859;"15-007605";"09/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162327&noid=34327"
148459;"18-002380";"03/22/2018";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198841&noid=62797"
148459;"17-009292";"09/11/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192352&noid=56167"
148459;"17-008811";"08/17/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191871&noid=55414"
141241;"17-008699";"09/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191759&noid=57169"
141241;"17-008699";"09/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191759&noid=56792"
141241;"16-011070";"11/09/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180141&noid=47012"
141241;"16-008513";"09/12/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177584&noid=46005"
141241;"16-008513";"09/12/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177584&noid=44819"
16893;"17-010691";"12/11/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193751&noid=59182"
16893;"16-011174";"01/03/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180245&noid=48593"
16893;"15-011683";"12/09/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166405&noid=36584"
21;"17-012811";"02/16/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195871&noid=61485"
21;"16-013213";"02/02/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182284&noid=49671"
21;"15-013695";"02/05/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168417&noid=38152"
72487;"17-007124";"09/07/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190184&noid=56071"
72487;"16-007374";"10/03/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176445&noid=45599"
72487;"15-007576";"09/08/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162298&noid=33826"
137701;"17-012094";"02/12/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195154&noid=61278"
137701;"16-012802";"01/03/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181873&noid=48609"
137701;"15-012957";"01/21/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167679&noid=37674"
123479;"17-009893";"11/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192953&noid=58243"
123479;"16-010316";"11/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179387&noid=47629"
123479;"15-011138";"11/10/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165860&noid=35751"
123479;"15-005235";"06/29/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=159957&noid=32200"
123479;"15-005235";"06/29/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=159957&noid=31921"
123479;"17-003197";"03/29/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186257&noid=52105"
123479;"17-003197";"03/29/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186257&noid=51993"
5E+018;"18-000951";"02/16/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197412&noid=61994"
5E+018;"18-000951";"02/16/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197412&noid=61504"
124637;"17-009071";"09/22/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192131&noid=56605"
115871;"18-004678";"05/14/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=201139&noid=64773"
135061;"17-010941";"01/10/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194001&noid=60590"
135061;"17-010941";"01/10/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194001&noid=60082"
135061;"16-011437";"12/28/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180508&noid=48491"
135061;"15-011965";"01/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166687&noid=37266"
130661;"18-001814";"04/24/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198275&noid=64015"
130661;"17-001552";"03/06/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184612&noid=50648"
130661;"16-001650";"04/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170721&noid=39906"
5E+018;"18-000765";"02/09/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197226&noid=61804"
5E+018;"18-000765";"02/09/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197226&noid=61211"
148445;"17-008060";"09/13/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191120&noid=56510"
148445;"17-008060";"09/13/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191120&noid=56263"
23411;"17-007039";"09/06/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190099&noid=56352"
23411;"16-007283";"10/10/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176354&noid=45826"
23411;"15-007481";"08/17/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162203&noid=33226"
23411;"15-007481";"08/17/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162203&noid=33224"
130787;"17-006095";"07/26/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=189155&noid=55128"
130787;"17-006095";"07/26/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=189155&noid=54678"
130787;"16-006369";"09/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175440&noid=44915"
130787;"16-006369";"09/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175440&noid=44700"
130787;"15-006530";"08/04/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161252&noid=32900"
145081;"17-013127";"02/23/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196187&noid=62050"
145081;"17-013127";"02/23/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196187&noid=61749"
145081;"17-001670";"02/28/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184730&noid=50519"
145081;"17-000094";"02/14/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183154&noid=50067"
145081;"16-012963";"12/27/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182034&noid=48471"
27961;"17-012894";"02/26/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195954&noid=61788"
27961;"16-013301";"01/25/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182372&noid=49340"
27961;"15-013784";"01/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168506&noid=38071"
27961;"15-013784";"01/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168506&noid=37579"
27961;"15-011582";"10/13/2015";"To investigate a complaint";"Not Available"
55987;"17-012940";"02/16/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196000&noid=61520"
55987;"17-001024";"02/03/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184084&noid=49723"
55987;"16-013345";"01/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182416&noid=49437"
55987;"16-013345";"01/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182416&noid=49353"
55987;"15-013829";"02/26/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168551&noid=39055"
55987;"15-013829";"02/26/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168551&noid=39039"
17145;"17-012870";"02/23/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195930&noid=61742"
17145;"17-011059";"11/02/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194119&noid=57997"
17145;"16-013273";"01/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182344&noid=49038"
17145;"15-013756";"02/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168478&noid=38636"
17145;"15-013756";"02/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168478&noid=38244"
17145;"17-008139";"08/14/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191199&noid=56081"
17145;"17-008139";"08/14/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191199&noid=55281"
106077;"17-012001";"02/07/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195061&noid=61096"
106077;"16-012695";"01/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181766&noid=49774"
106077;"16-012695";"01/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181766&noid=49722"
106077;"15-012847";"01/22/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167569&noid=37679"
138935;"17-010962";"01/19/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194022&noid=60397"
138935;"16-011459";"12/20/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180530&noid=48356"
138935;"15-012468";"01/04/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167190&noid=37428"
138935;"15-012468";"01/04/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167190&noid=37102"
5E+018;"18-000723";"03/27/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197184&noid=62930"
5E+018;"17-003133";"04/19/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186193&noid=52173"
5E+018;"17-003133";"04/19/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186193&noid=51900"
106295;"17-010831";"01/19/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193891&noid=60700"
106295;"17-010831";"01/19/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193891&noid=60379"
106295;"17-003156";"03/30/2017";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186216&noid=51336"
106295;"16-011320";"12/28/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180391&noid=48500"
106295;"16-004193";"05/20/2016";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=173264&noid=41407"
106295;"15-011839";"12/15/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166561&noid=36726"
17499;"18-001363";"02/27/2018";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197824&noid=61893"
17499;"17-010693";"12/21/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193753&noid=60294"
17499;"17-010693";"12/21/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193753&noid=59651"
17499;"16-011176";"12/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180247&noid=48848"
17499;"16-011176";"12/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180247&noid=48323"
17499;"15-011685";"12/18/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166407&noid=36910"
5E+018;"17-008795";"10/03/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191855&noid=56964"
5E+018;"16-011988";"11/15/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181059&noid=47469"
5E+018;"16-011988";"11/15/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181059&noid=47162"
6695;"17-011350";"11/08/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194410&noid=58675"
6695;"17-011350";"11/08/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194410&noid=58132"
6695;"16-012535";"01/26/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181606&noid=49639"
6695;"16-012535";"01/26/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181606&noid=49403"
6695;"16-010987";"10/27/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180058&noid=46571"
6695;"15-012659";"01/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167381&noid=37272"
6695;"16-009215";"08/17/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178286&noid=44126"
6695;"16-009215";"08/17/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178286&noid=43963"
79045;"17-004708";"06/02/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187768&noid=53163"
79045;"16-004868";"07/26/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=173939&noid=43222"
79045;"15-005047";"07/07/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=159769&noid=32112"
12565;"17-004586";"05/26/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187646&noid=52988"
12565;"16-004739";"07/15/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=173810&noid=42886"
12565;"15-004906";"06/29/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=159628&noid=31910"
95149;"17-010810";"01/18/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193870&noid=60284"
95149;"16-011299";"01/12/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180370&noid=49227"
95149;"16-011299";"01/12/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180370&noid=48936"
95149;"15-011815";"12/14/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166537&noid=36714"
76851;"17-005904";"07/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188964&noid=54626"
76851;"17-005904";"07/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188964&noid=54317"
76851;"16-006180";"08/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175251&noid=44551"
76851;"16-006180";"08/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175251&noid=44136"
76851;"15-006331";"11/17/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161053&noid=36162"
76851;"15-006331";"11/17/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161053&noid=35953"
76851;"16-010587";"09/27/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179658&noid=45614"
76851;"16-010587";"09/27/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179658&noid=45613"
141365;"17-007405";"09/07/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190465&noid=56050"
141365;"16-007682";"10/26/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176753&noid=46492"
141365;"15-007933";"08/26/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162655&noid=33520"
1565;"17-008265";"10/26/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191325&noid=57765"
1565;"16-008577";"11/01/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177648&noid=46689"
1565;"15-008857";"10/05/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163579&noid=34649"
75477;"17-009758";"11/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192818&noid=58262"
75477;"16-010174";"11/16/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179245&noid=47217"
75477;"15-010465";"11/16/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165187&noid=35919"
75477;"15-008507";"08/06/2015";"To investigate a complaint";"Not Available"
123145;"18-000620";"03/09/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197081&noid=62257"
123145;"17-000440";"02/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183500&noid=50661"
123145;"17-000440";"02/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183500&noid=50012"
123145;"16-000557";"02/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=169628&noid=38568"
27337;"17-009664";"11/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192724&noid=58223"
27337;"16-010076";"11/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179147&noid=47590"
27337;"15-010367";"11/03/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165089&noid=35555"
95887;"17-008471";"10/03/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191531&noid=56992"
95887;"16-008796";"11/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177867&noid=47377"
95887;"16-008796";"11/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177867&noid=46992"
95887;"15-009090";"10/14/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163812&noid=34968"
140141;"17-004912";"06/06/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187972&noid=53621"
140141;"17-004912";"06/06/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187972&noid=53222"
140141;"16-006879";"08/04/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175950&noid=43935"
140141;"16-006879";"08/04/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175950&noid=43547"
140141;"15-010723";"11/17/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165445&noid=35982"
18185;"17-011886";"02/01/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194946&noid=61451"
18185;"17-011886";"02/01/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194946&noid=60975"
18185;"16-012572";"01/09/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181643&noid=48770"
