"Facility Name";"License Number";"Owner";"Program Type";"Address";"County";"City";"Zip";"License Effective Date";"License Expiration Date";"Facility Status";"Telephone Number";"Maximum Capacity";"recUrl";"ID"
"Breaktime For Colts";"0019943-009";"Post Rock Family Services Inc";"School Age Program";;"Russell";"Russell";67665;"02/01/2018";"01/31/2019";"Open";;28;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=38683";38683
"Breaktime For Mustangs";"0019944-010";"Post Rock Family Services Inc";"School Age Program";;"Russell";"Russell";67665;"02/01/2018";"01/31/2019";"Open";;32;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=38685";38685
"Building Blocks Preschool";"0055484-012";"Angela Leiker";"Preschool";;"Russell";"Russell";67665;"04/01/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=106793";106793
"Buttons and Bows Preschool";"0024961-011";"Evangelical Lutheran St Johns Congregation";"Preschool";;"Russell";"Russell";67665;"04/01/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=48437";48437
"Cornerstone Preschool";"0074007-005";"Kellie Steinle";"Preschool";;"Russell";"Russell";67665;"01/01/2018";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143837";143837
"Deb Karst Day Care Home";"0005050-011";"Debra Karst";"Licensed Day Care Home";"1275 N Seitz";"Russell";"Russell";67665;"08/01/2018";"07/31/2019";"Open";"785-483-9190";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=9571";9571
"DiDis Daycare";"0061921-014";"Mandi Blundon";"Licensed Day Care Home";;"Russell";"Russell";67665;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=119665";119665
"Donna M Vlcek Day Care Home";"0006798-010";"Donna Vlcek";"Licensed Day Care Home";;"Russell";"Russell";67665;"07/01/2018";"06/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13053";13053
"Gadwoods Daycare";"0501037-003";"Kimberly Gadwood";"Licensed Day Care Home";"108 N Kansas St";"Russell";"Russell";67665;"03/01/2018";"02/28/2019";"Open";"785-294-1202";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002077";5E+018
"Laura Thomas Day Care Home";"0044976-010";"Laura Thomas";"Licensed Day Care Home";;"Russell";"Russell";67665;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=86977";86977
"Melanie Joan Hamel Daycare";"0008931-010";"Melanie Hamel";"Licensed Day Care Home";;"Russell";"Russell";67665;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=17255";17255
"Rebecca S Mead Day Care Home";"0061992-009";"Rebecca Mead";"Licensed Day Care Home";;"Russell";"Russell";67665;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=119807";119807
"Rizing Starz";"0500933-005";"Aleandrya Reynolds";"Licensed Day Care Home";;"Russell";"Russell";67665;"04/03/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001869";5E+018
"Small Steps Daycare";"0016781-015";"Brenda Boxberger";"Licensed Day Care Home";;"Russell";"Russell";67665;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=32489";32489
"Sweet Pea Daycare";"0500408-006";"Allison Casey";"Licensed Day Care Home";;"Russell";"Russell";67665;"07/01/2017";"06/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000819";5E+018
"Dawna Dee Scott Day Care Home";"0027782-010";"Dawna Scott";"Group Day Care Home";;"Rooks";"Stockton";67669;"04/01/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=53993";53993
"Gail Gallaways Daycare";"0028390-011";"Gail Gallaway";"Group Day Care Home";;"Rooks";"Stockton";67669;"06/01/2018";"05/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=55201";55201
"Libbys Busy Bee Day Care Home";"0034574-013";"Liberty Kester";"Group Day Care Home";"808 S Cypress";"Rooks";"Stockton";67669;"05/01/2018";"04/30/2019";"Open";"785-425-8430";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=67389";67389
"Tammy Dawn Miller Day Care Home";"0053376-012";"Tammy Miller";"Licensed Day Care Home";"503 S Elm";"Rooks";"Stockton";67669;"08/01/2017";"07/31/2018";"Open";"785-425-7088";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=102695";102695
"Wiggles and Giggles";"0500150-009";"Wiggles & Giggles LLC";"Child Care Center";"511 Main";"Rooks";"Stockton";67669;"01/01/2018";"12/31/2018";"Open";"785-415-2088";30;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000303";5E+018
"Aunt Bonnies Childcare";"0053994-011";"Bonnie Brungardt";"Licensed Day Care Home";;"Ellis";"Victoria";67671;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=103891";103891
"Cieras Daycare";"0500564-006";"Ciera Pfanenstiel";"Licensed Day Care Home";"1109 Hickory St";"Ellis";"Victoria";67671;"12/01/2017";"11/30/2018";"Open";"785-577-8232";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001131";5E+018
"Cribs2crayons";"0063327-014";"Deborah Dreiling";"Group Day Care Home";;"Ellis";"Victoria";67671;"09/01/2017";"08/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=122477";122477
"Little Peoples Playhouse";"0015066-017";"Saundra Karlin";"Licensed Day Care Home";;"Ellis";"Victoria";67671;"07/01/2017";"06/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=29157";29157
"Peggy M Wohler Daycare Home";"0055353-016";"Peggy Wohler";"Group Day Care Home";;"Ellis";"Victoria";67671;"10/01/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=106531";106531
"Carol S Nemechek Daycare Home";"0010120-015";"Carol Nemechek";"Licensed Day Care Home";;"Trego";"Wakeeney";67672;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=19621";19621
"Christie Jones Day Care";"0012862-011";"Christie Jones";"Group Day Care Home";;"Trego";"Wakeeney";67672;"05/01/2018";"04/30/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=24969";24969
"Dawn R Mai Daycare";"0046558-016";"Dawn Mai";"Licensed Day Care Home";;"Trego";"Wakeeney";67672;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=89935";89935
"Erica Hendrickson Daycare Home";"0074041-004";"Erica Hendrickson";"Licensed Day Care Home";;"Trego";"Wakeeney";67672;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143905";143905
"Tenderheart Daycare";"0058859-015";"Misti Budig";"Licensed Day Care Home";"327 N 4th";"Trego";"Wakeeney";67672;"08/01/2017";"07/31/2018";"Open";"785-743-8373";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=113541";113541
"Barbara Jean Robertson Day Care Home";"0047977-016";"Barbara Robertson";"Licensed Day Care Home";;"Russell";"Waldo";67673;"04/01/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=92599";92599
"A Childs World Day Care Home";"0066237-010";"Janelle Schroer";"Licensed Day Care Home";"640 N Chick";"Thomas";"Colby";67701;"02/01/2018";"01/31/2019";"Open";"785-443-3462";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=128297";128297
"A Home Away From Home Child Care Home";"0006395-009";"Angela Simmering";"Licensed Day Care Home";;"Thomas";"Colby";67701;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=12249";12249
"Barb Albers Family Daycare";"0003296-015";"Barbara Albers";"Licensed Day Care Home";;"Thomas";"Colby";67701;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=6089";6089
"Busy Bees";"0061744-011";"Joyce Maupin";"Group Day Care Home";"320 E Cherry";"Thomas";"Colby";67701;"11/01/2017";"10/31/2018";"Open";"785-443-1064";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=119311";119311
"Care Bear Day Care";"0076573-002";"Kay Wagoner";"Licensed Day Care Home";"1810 Harvey Ct";"Thomas";"Colby";67701;"02/01/2018";"02/28/2019";"Open";"785-626-0800";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=148969";148969
"Chickadees Little Daycare";"0501341-003";"Ashley Stinemetz";"Group Day Care Home";;"Thomas";"Colby";67701;"06/04/2018";"06/30/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002685";5E+018
"Christina Brogan Day Care Home";"0012010-013";"Christina Brogan";"Licensed Day Care Home";;"Thomas";"Colby";67701;"02/02/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=23315";23315
"Dassahs Day Care Home";"0066013-009";"Hadassah Schmitt";"Licensed Day Care Home";;"Thomas";"Colby";67701;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=127849";127849
"Diane L Donn Day Care Home";"0004137-014";"Diane Donn";"Licensed Day Care Home";;"Thomas";"Colby";67701;"05/01/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7765";7765
"Happy Hearts Daycare";"0003944-010";"LuEllen Coulter";"Licensed Day Care Home";;"Thomas";"Colby";67701;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7381";7381
"Kelsey Hawkins Day Care Home";"0067852-009";"Kelsey Hawkins";"Licensed Day Care Home";;"Thomas";"Colby";67701;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=131527";131527
"Kim Renee Cardwell Day Care Home";"0008035-015";"Kim Cardwell";"Licensed Day Care Home";"120 N Riddle";"Thomas";"Colby";67701;"12/01/2017";"11/30/2018";"Open";"785-462-9244";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=15485";15485
"Little Whos";"0500392-005";"Derian Horinek";"Licensed Day Care Home";;"Thomas";"Colby";67701;"09/15/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000787";5E+018
"Live Well Northwest Kansas Inc Kids Port 2";"0500936-005";"Northwest Kansas Council on Substance Abuse Inc";"Group Day Care Home";"565 W 4th";"Thomas";"Colby";67701;"05/01/2018";"09/30/2018";"Open";"785-465-9110";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001875";5E+018
"Livewell Northwest Kansas Inc Kids Port";"0048157-012";"Northwest Kansas Council on Substance Abuse Inc";"Group Day Care Home";"460 N Garfield";"Thomas";"Colby";67701;"06/01/2018";"05/31/2019";"Open";"785-465-9110";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=92937";92937
"Lynette Ritter Daycare";"0004076-012";"Lynette Ritter";"Licensed Day Care Home";"1680 W 5th St";"Thomas";"Colby";67701;"02/25/2018";"02/28/2019";"Open";"785-462-3603";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7643";7643
"Margaret A Karlin Day Care Home";"0009395-010";"Margaret Karlin";"Licensed Day Care Home";;"Thomas";"Colby";67701;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=18179";18179
"Mighty Mites And Little Tikes";"0048645-006";"Wheat Lippelmann";"Group Day Care Home";"480 North Riddle";"Thomas";"Colby";67701;"06/01/2018";"05/31/2019";"Open";"785-269-7519";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=93823";93823
"Monica Ellis-McDaniel Day Care Home";"0008499-017";"Monica Ellis McDaniel";"Licensed Day Care Home";"1710 W 5th St";"Thomas";"Colby";67701;"07/01/2018";"06/30/2019";"Open";"785-443-4900";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=16407";16407
"Puddle Duck Preschool";"0038823-009";"Colby United Methodist Church Inc";"Preschool";;"Thomas";"Colby";67701;"12/01/2017";"11/30/2018";"Open";;24;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=75679";75679
"Rainbows End";"0019784-012";"Kimberly Schlageck";"Licensed Day Care Home";;"Thomas";"Colby";67701;"02/01/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=38373";38373
"Sprinkles Of Fun";"0500301-006";"Wanda Spresser";"Licensed Day Care Home";;"Thomas";"Colby";67701;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000605";5E+018
"Sugar And Spice Day Care Home";"0038899-011";"Shannon Reilley";"Group Day Care Home";;"Thomas";"Colby";67701;"08/01/2017";"07/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=75831";75831
"Susan Focke Daycare";"0004319-009";"Susan Focke";"Licensed Day Care Home";;"Thomas";"Colby";67701;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=8127";8127
"The Little Rascals Day Care Home";"0064067-012";"Darla Wright";"Licensed Day Care Home";;"Thomas";"Colby";67701;"04/27/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=123957";123957
"Tiny Tots";"0501398-002";"Jo elle McKee";"Licensed Day Care Home";"1810 W 5th St";"Thomas";"Colby";67701;"09/29/2017";"09/30/2018";"Open";"785-443-1354";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002799";5E+018
"Gods Little Saints Preschool";"0039240-013";"Redeemer Evangelical Lutheran Church of Atwood KS";"Child Care Center";"808 S 1st St";"Rawlins";"Atwood";67730;"05/01/2018";"04/30/2019";"Open";"785-626-3178";16;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=76501";76501
"Ladybug Daycare";"0501554-002";"Katherine Green";"Group Day Care Home";"409 N 3 St";"Rawlins";"Atwood";67730;"03/01/2018";"03/31/2019";"Open";"785-626-2489";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003111";5E+018
"Little Beginnings Daycare";"0501093-003";"Kayleen Bohme";"Group Day Care Home";;"Rawlins";"Atwood";67730;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002189";5E+018
"Little Frogs And Pollywogs";"0500367-005";"Wanda Poore";"Group Day Care Home";"810 South 3rd";"Rawlins";"Atwood";67730;"11/01/2017";"10/31/2018";"Open";"785-538-0200";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000737";5E+018
"Melissas Little Red Caboose Day Care";"0014789-016";"Melissa Rolo";"Licensed Day Care Home";;"Rawlins";"Atwood";67730;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=28623";28623
"Ready Set Grow Daycare";"0069504-014";"Tasha Cavenee";"Group Day Care Home";;"Rawlins";"Atwood";67730;"04/13/2018";"04/30/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=134831";134831
"Rosa Trail Licensed Family Daycare";"0019419-016";"Rosa Trail";"Licensed Day Care Home";;"Rawlins";"Atwood";67730;"04/01/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=37655";37655
"Wee Care Daycare Home";"0063301-009";"Amber Timm";"Group Day Care Home";;"Rawlins";"Atwood";67730;"08/01/2017";"07/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=122425";122425
"Cougar Cub Daycare";"0501103-004";"Cougar Cub Daycare Inc";"Group Day Care Home";"224 East 6th Street";"Cheyenne";"Bird City";67731;"04/01/2018";"03/31/2019";"Open";"785-734-2232";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002209";5E+018
"Playful Petes Daycare";"0501340-002";"Kelly Schroeder";"Licensed Day Care Home";;"Thomas";"Brewster";67732;"07/11/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002683";5E+018
"Amanda Poland Day Care Home";"0501336-003";"Amanda Poland";"Licensed Day Care Home";;"Thomas";"Gem";67734;"10/19/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002675";5E+018
"Brooke Bauman Daycare";"0501522-002";"Brooke Bauman";"Licensed Day Care Home";;"Sherman";"Goodland";67735;"11/17/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003047";5E+018
"Busy Bee Daycare";"0042484-013";"Kerry Bassett";"Group Day Care Home";;"Sherman";"Goodland";67735;"06/01/2018";"05/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=82431";82431
"Caterpillar Clubhouse";"0501281-003";"Dusti Chadwick";"Group Day Care Home";;"Sherman";"Goodland";67735;"09/08/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002565";5E+018
"Cherry Blossoms";"0019234-006";"Lois Armstrong";"Licensed Day Care Home";"904 Cherry St";"Sherman";"Goodland";67735;"02/01/2018";"01/31/2019";"Open";"785-890-5949";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=37295";37295
"Country Kids Daycare";"0071330-009";"Angela Enfield";"Licensed Day Care Home";;"Sherman";"Goodland";67735;"04/13/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=138483";138483
"Cradle To Crayons Daycare";"0034569-011";"Kimberly Roeder";"Group Day Care Home";"1030 N Caldwell St";"Sherman";"Goodland";67735;"03/01/2018";"02/28/2019";"Open";"785-899-7480";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=67379";67379
"Dawn Michelle Kibel Day Care Home";"0005108-013";"Dawn Kibel";"Group Day Care Home";;"Sherman";"Goodland";67735;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=9687";9687
"Heathers Daycare Home";"0041090-019";"Heather Thomas";"Licensed Day Care Home";;"Sherman";"Goodland";67735;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=79901";79901
"Joyful Noise Preschool Inc";"0057015-011";"Joyful Noise Preschool Inc";"Preschool";"416 Caldwell";"Sherman";"Goodland";67735;"11/01/2017";"10/31/2018";"Open";"785-890-8895";24;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109853";109853
"Kiddie Cove";"0501670-001";"Laura Searle";"Licensed Day Care Home";;"Sherman";"Goodland";67735;"04/27/2018";"07/26/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003343";5E+018
"Little Blessings Daycare";"0062411-008";"Shanann Belshe";"Group Day Care Home";"302 Main Street";"Sherman";"Goodland";67735;"05/01/2018";"04/30/2019";"Open";"785-821-3563";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120645";120645
"Little People";"0066932-015";"Pamela Webring";"Licensed Day Care Home";;"Sherman";"Goodland";67735;"10/20/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=129687";129687
"Little Rascals";"0042480-004";"Elizabeth Craig";"Licensed Day Care Home";"216 E Hwy 24";"Sherman";"Goodland";67735;"06/07/2018";"06/30/2019";"Open";"719-342-9299";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=82423";82423
"Little Treasures Daycare";"0048041-011";"Tara Avelar";"Group Day Care Home";;"Sherman";"Goodland";67735;"01/01/2018";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=92719";92719
"Lori Titus Day Care Home";"0032573-010";"Lori Titus";"Group Day Care Home";;"Sherman";"Goodland";67735;"09/01/2017";"08/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=63443";63443
"Loris Day Care";"0065954-009";"Lori Lalicker";"Licensed Day Care Home";;"Sherman";"Goodland";67735;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=127731";127731
"Nancy S Gilmer Daycare Home";"0005393-008";"Nancy Gilmer";"Licensed Day Care Home";;"Sherman";"Goodland";67735;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=10255";10255
"Roberta R Colson Day Care Home";"0003911-014";"Roberta Colson";"Licensed Day Care Home";;"Sherman";"Goodland";67735;"07/01/2018";"06/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7315";7315
"T Aera Nunez Daycare";"0501678-001";"T Aera Nunez";"Licensed Day Care Home";"319 West 13th St";"Sherman";"Goodland";67735;"05/04/2018";"08/02/2018";"Open";"785-995-9190";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003359";5E+018
"Diana Wildeman Day Care Home";"0011490-015";"Diana Wildeman";"Licensed Day Care Home";"995 W Front St";"Gove";"Grainfield";67737;"02/01/2018";"01/31/2019";"Open";"785-673-5594";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=22339";22339
"Erin Walz Daycare";"0500393-005";"Erin Walz";"Group Day Care Home";;"Gove";"Grinnell";67738;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000000789";5E+018
"Little Squirrels Daycare";"0076364-003";"Kelly Fellhoelter";"Group Day Care Home";"202 S Monroe";"Gove";"Grinnell";67738;"11/17/2017";"11/30/2018";"Open";"785-953-0868";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=148551";148551
"Loris Day Care";"0006654-013";"Laurel Collins";"Licensed Day Care Home";;"Gove";"Grinnell";67738;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=12765";12765
"Beverly Rucker Day Care Home";"0043679-013";"Beverly Rucker";"Licensed Day Care Home";;"Sheridan";"Hoxie";67740;"01/01/2018";"12/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=84615";84615
"Cre 8 Tive Corner Daycare";"0070888-008";"Sarah Carver";"Group Day Care Home";"721 12th St";"Sheridan";"Hoxie";67740;"06/01/2018";"05/31/2019";"Open";"785-871-7746";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=137599";137599
"Kayla Moss Daycare Home";"0074722-004";"Kayla Moss";"Group Day Care Home";;"Sheridan";"Hoxie";67740;"06/01/2018";"05/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=145267";145267
"Kelseys Day Care Home";"0052859-012";"Kelsey Epp";"Group Day Care Home";;"Sheridan";"Hoxie";67740;"04/01/2018";"03/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=101691";101691
"Little Bugs Daycare";"0501313-003";"Alexandrea Harris";"Group Day Care Home";"1401 Trail Ave";"Sheridan";"Hoxie";67740;"08/25/2017";"08/31/2018";"Open";"303-514-3846";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002629";5E+018
"Maders Munchkins";"0501116-003";"Samantha Mader";"Licensed Day Care Home";;"Sheridan";"Hoxie";67740;"01/01/2018";"12/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002235";5E+018
"Mandys Daycare";"0501005-003";"Amanda Joslyn";"Group Day Care Home";;"Sheridan";"Hoxie";67740;"09/01/2017";"08/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002013";5E+018
"Tots Like Me Day Care Home";"0012119-015";"Johanna Weed";"Licensed Day Care Home";;"Sheridan";"Hoxie";67740;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=23515";23515
"Carla Lauber Day Care Home";"0067802-009";"Carla Lauber";"Licensed Day Care Home";;"Logan";"Oakley";67748;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=131427";131427
"Diamond B Day Care Home";"0058989-015";"Ashley Bosserman";"Licensed Day Care Home";;"Logan";"Oakley";67748;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=113801";113801
"Kerie Barnett Day Care Home";"0059864-012";"Kerie Barnett";"Licensed Day Care Home";;"Logan";"Oakley";67748;"01/01/2018";"12/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=115551";115551
"Little Buckaroos Daycare";"0076611-002";"Nicole Polley";"Licensed Day Care Home";;"Logan";"Oakley";67748;"01/26/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=149045";149045
"Micheles Play And Learn Day Care";"0028558-011";"Michele Ribordy";"Group Day Care Home";;"Logan";"Oakley";67748;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=55533";55533
"Nana Lenas Daycare";"0500685-004";"Heliana Halbleib";"Licensed Day Care Home";"813 East Sixth Street";"Logan";"Oakley";67748;"10/01/2017";"09/30/2018";"Open";"785-671-4711";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001373";5E+018
