"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"details";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"s"
859057;"Away We Grow Child Care";"30 Woodbine Avenue";"Manchester";"NH";3109;"HILLSBOROUGH";"(603) 668-2632";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859058;"ABC Day Nursery";"108 Revere Avenue";"Manchester";"NH";3109;"HILLSBOROUGH";"(603) 668-5460";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859060;"Child Guidance Early Learning Center";"75 Talbot St";"Manchester";"NH";3109;"HILLSBOROUGH";"(603) 625-1880";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859065;"Bedford Youth Performing Company";"155 Route 101 And Bell Hill Road";"Bedford";"NH";3110;"HILLSBOROUGH";"(603) 472-3894";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859066;"Harmony Learning Center";"54 Constitution Drive";"Bedford";"NH";3110;"HILLSBOROUGH";"(603) 472-5451";"http://child-care-preschool.brighthorizons.com/BH/Centers/includes/images/bh-logo.png";"communities@brighthorizons.com";"Bright Horizons is the world's leading provider of employer-sponsored child care, back-up care, education and work/life solutions with more than 700 child care and early education programs and schools for employers and working families across the US, UK, Ireland and Canada. Committed to creating great work environments for its 18,000 employees, the company has been named 12 times as one of FORTUNE magazine's ""Best Companies to Work for in America.""

Bright Horizons provides work/life solutions for more than 800 leading employers to help them address challenges across key life stages. Programs include child care, back-up care, college counseling, elder care, and work/life consulting.

The first few years of life are an extraordinary time that sets the stage for all the years that follow. Our program for learning creates educational environments that empower children to be confident, successful, lifelong learners and socially responsible citizens. Bright Horizons' innovative programs help children, families, and employers work together to be their very best.";"http://child-care-preschool.brighthorizons.com/BH/Centers/includes/images/bh-logo.png";"https://www.facebook.com/brighthorizons";"M-F: 7:00 a.m. to 6:00 p.m. ";"http://www.brighthorizons.com/careers";;;"y";"y";"y";"y";"y";"y";"http://child-care-preschool.brighthorizons.com/BH/Centers/includes/images/bh-logo.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859067;"Bedford Village Morning School";"19 Ministerial Road";"Bedford";"NH";3110;"HILLSBOROUGH";"(603) 472-5531";"http://www.bedfordvillagemorningschool.com/";"bvms5531@aol.com";"It is important that every child develop a trust in his/her teachers and others in the early stages of his/her school life. He/she must be able to feel free to express himself/herself verbally. He/she must be able to feel free to cry, to be afraid, to enjoy and to fail without loss of self-respect or loss of acceptance as a person. If he/she is allowed to develop this sense of trust, a sense of autonomy will evolve. As a child feels safe, and is aware of himself/herself as a human being, he/she feels comfortable enough to develop initiative, to test, to explore, to imagine and to accomplish. Children need success in their experiences in order to build confidence and give them faith in themselves and their daily ability to move ahead with new tasks. Successful experiences are vital in building a positive self-esteem. School is a testing ground for children to learn about relationships, sharing, taking turns, and cooperating. It is here that he/she begins to learn to value and defend his/her rights. It is here that he/she begins to learn that life is filled with choices and that with those choices come responsibilities and consequences. Here, he/she will begin to understand his/her own feelings and to appreciate the feelings of others.";"http://www.bedfordvillagemorningschool.com/";;" 8:15 a.m.  - 11:45 a.m.";;"http://www.bedfordvillagemorningschool.com/info_enrollment.html";;"n";"n";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859072;"Bedford Montessori School";"24 Tirrell Hill Road";"Bedford";"NH";3110;"HILLSBOROUGH";"(603) 627-9545";"http://www.bedfordmontessori.com/";;"We offer a non-competitive environment where the children are encouraged to work according to their own interests and abilities.  Without pressuring the child academically, the child is allowed to develop at his/her own pace, learn the importance of making responsible choices and actively direct his/her own experiences.  Through careful observation, we can monitor a child's learning process and connect them to the appropriate materials when they are ready.  Our goal is to assist the child in developing life skills that will carry them through their adult life.";"http://www.bedfordmontessori.com/";;;;"http://www.bedfordmontessori.com/index.php/enrollment/application";;"n";"n";"y";"y";"y";"y";"http://www.bedfordmontessori.com/images/web_logo2.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859073;"Learning Adventures Early Childhood Center";"51 Old Bedford Road";"Bedford";"NH";3110;"HILLSBOROUGH";"(603) 669-2811";"http://www.learningadventuresnh.com/";"info@learningadventuresnh.com";"Thank you for your interest in Learning Adventures Early Childhood Center, we invite you to come and tour our facility so that you may learn more about our offerings for children ages 12 months to 12 years.

Each morning, we welcome up to 35 children and their families into our program, and each day, we have the same goal – to provide every child with a safe, quality environment in which to explore the world around them through meaningful experiences and activities. We believe that childhood should be a journey filled with wonder and discovery and is a time to take notice of the small things that often get overlooked by adults.

By always making a child feel safe, secure and respected, the child will explore and play to make sense of their curious surroundings. These experiences will not only enable a child to become more self-confident, but will also allow them to develop key social, physical, emotional, and cognitive skills that will benefit them throughout their entire lives. This philosophy is expounded by our teachers every day and is the Learning Adventures difference.";"http://www.learningadventuresnh.com/";"https://www.facebook.com/learningadventuresnh?fref=ts";"Mon - Fri: 
7:00 am - 5:30 pm";;;;"n";"y";"y";"y";"y";"y";"http://www.learningadventuresnh.com/images/logo.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859079;"Andover After School Program";"6 School Street";"Andover";"NH";3216;"MERRIMACK";"(603) 735-6566";"http://www.andoverkids.org/";"andoverkids@gmail.com";"The Andover After School Program (AASP)  provides  afterschool childcare for elementary aged children in Andover, New Hampshire.

Our mission is
... to provide a safe, friendly environment for elementary school children with an emphasis on friendship and fun!

Our program is housed in the AEMS Annex (the former “Hamp House”) which creates a warm, welcoming home-like atmosphere for the children.

Andover After School Program is held in the afternoon after school gets out.  ";"http://www.andoverkids.org/";;"2:45 – 6:00 pm";;;;"n";"n";"n";"n";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859087;"Lakes Region Cc Services - Belmont Early Lrng Ctr.";"14 Mill Street";"Belmont";"NH";3220;"BELKNAP";"(603) 267-9092";"http://www.lrchildcare.org/nh_daycare_locations.php";"marti@lrchildcare.org";"Lakes Region Child Care Services Inc. (LRCCS) is dedicated to providing high quality childcare which is affordable for families who live, work or attend school in the Lakes Region, providing care for children 6 weeks to 14 years in a variety of different programs.  We are open from 6:30 AM to 5:30 PM daily, year round, including snow days and vacation weeks.

LRCCS is recognized for high quality programming and holds Licensed Plus Status with the State of NH.

All LRCCS programs offer developmentally appropriate pre-academic, and enrichment activities, and promote healthy eating and active living by serving nutritious meals and snacks in all programs. We offer many opportunities for daily physical activity, knowing that children need good food and exercise for optimal growth and development.The management and staff, of LRCCS whole heartedly, believes that it is our responsibility as adults, educators and community members  to protect and nurture children so they can grow up to be, as Benjamin Franklin would have said it: healthy wealthy and wise.

As a community partner LRCCS has been responding to the needs of the community for 45 years; meeting the early care and education needs of children, and responding to the greater challenge of developing stronger families for our communities.

What happens to children matters not only to them as individuals and their immediate family, but to the neighborhoods they live in, the schools they attend, and the communities they will eventually work, live and lead in.";"http://www.lrchildcare.org/nh_daycare_locations.php";;"6:30 AM to 5:30 PM";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859088;"Heavenly Sonshine Preschool";"49 Church Street";"Belmont";"NH";3220;"BELKNAP";"(603) 267-9804";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859090;"Kearsarge Area Preschool";"134 East Main Street";"Bradford";"NH";3221;"MERRIMACK";"(603) 938-2442";"https://www.facebook.com/pages/Kearsarge-Area-Preschool/249003931806317?sk=info&tab=page_info";"jesshearne73@gmail.com";"At the Kearsarge Area Preschool (KAP) parents and teachers collaborate
to create a safe, warm, and nurturing environment where children can
have a positive early school experience.";"https://www.facebook.com/pages/Kearsarge-Area-Preschool/249003931806317?sk=info&tab=page_info";"https://www.facebook.com/pages/Kearsarge-Area-Preschool/249003931806317?sk=info&tab=page_info";"Mon - Fri: 
8:30 am - 11:30 am";;;;"n";"n";"y";"y";"n";"n";"https://scontent-lax1-1.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/298064_279906328716077_1237295257_n.jpg?oh=ebbb0334d9426af012c72336a8ebd2e4&oe=561DD43C";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859092;"Live Wire Before And After School Program";"Old Warner Road Bradford Elem";"Bradford";"NH";3221;"MERRIMACK";"(603) 938-5549";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859096;"Te-Lo-Ca Group Day Care Center";"Teloca Drive";"Campton";"NH";3223;"GRAFTON";"(603) 536-3755";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859097;"Watermelon Seeds Preschool & Learning Center";"24 Southmayd Street";"Campton";"NH";3223;"GRAFTON";"(603) 568-8833";"http://www.watermelonseedspreschool.com/";"veinotte@myfairpoint.net";"Here at Watermelon Seeds we encourage students to learn about their world and its many wonders. Using a hands-on approach, we seek to develop creative self-discovery through fostering a child's natural curiosity and love of literature, science, art, music and culture.

We strive to provide your child with a happy, fun-filled learning experience and to help them become peaceful citizens. With our overlying theme of World of Wonder we hope to inspire and excite each child to appreciate all the wonders of their world and their part in the larger world.

Each month, we will take your child on a journey of enlightenment with themes such as The Wonders of You; The Wonders of Art & Music; The Wonders of the Earth; The Wonders of Light; The Wonders of Transportation; The Wonders of the Rainforest; The Wonders of the Farm;  The Wonders of Water and The Wonders of Your Back Yard. Each unit, as a group, we will open the ""Door of Discovery"" into our unique large tented environment where the children will first be introduced to the monthly theme.

In our effort to serve, Watermelon Seeds believes in nurturing the needs of our children and our community. We value families and recognize the importance their individuality.";"http://www.watermelonseedspreschool.com/";;"8:30AM-12:00PM";;"http://www.watermelonseedspreschool.com/Registration.aspx";;"n";"n";"y";"y";"n";"n";"http://www.watermelonseedspreschool.com/Portals/1/wmsp2013.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859100;"Piggie Toes Preschool";"6 Hackleboro Road";"Canterbury";"NH";3224;"MERRIMACK";"(603) 783-4370";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859101;"Strafford County YMCA - Barnstead";"Maple Street";"Center Barnstead";"NH";3225;"BELKNAP";"(603) 332-7334";"http://www.graniteymca.org/index.php?page=strafford-youth";"rfoss@graniteymca.org";"We believe the values and skills learned early on are vital building blocks for life. Because of the Y, more young people in neighborhoods around the nation are taking a greater interest in learning and making smarter life choices. At the Y, children and teens learn values and positive behaviors, and can explore their unique talents and interests, helping them realize their potential. That makes for confident kids today and contributing and engaged adults tomorrow.";"http://www.graniteymca.org/index.php?page=strafford-youth";"https://www.facebook.com/ymcafun";;;"http://www.graniteymca.org/uploads/pdf/YSC%20SOP%20Registration%20Cover%20Page%202015-2016.pdf";;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859103;"Village Preschool, The";"52 Main Street";"Center Harbor";"NH";3226;"BELKNAP";"(603) 455-6322";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859104;"Sandwich Children's Center";"54 Maple Street";"Center Sandwich";"NH";3227;"CARROLL";"(603) 284-7014";"http://www.sandwichchildrenscenter.org/contact-us.html";"cc54@cyberpine.net";"Sandwich Children’s Center is dedicated to providing children with a foundation for future learning by creating an environment in which children can discover themselves, the natural world, and the communities around them.  

We work to fulfill our mission by offering a culture of creativity and warmth using nature as our classroom and play space, with the arts as a tool for giving voice to a child’s experience.

We are committed to providing access to all children regardless of ability or economic status, and believe that a loving, warm, and engaging start is what every child deserves.";"http://www.sandwichchildrenscenter.org/contact-us.html";;"Monday through Friday from 7:15 a.m. to 5:30 p.m.";;"http://www.sandwichchildrenscenter.org/scc-application.html";;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859110;"East Andover Village Preschool";"7 Chase Hill Road";"East Andover";"NH";3231;"Merrimack";"(603) 735-5105";"http://www.eastandovervillagepreschool.com/contact-us.html";"eavp@tds.net";"At East Andover Village Preschool, we follow an emergent curriculum model which focuses on the children's collective thoughts, ideas and questions about their world.  Our developmental goals and objectives are from Teaching Strategies, Inc. Creative Curriculum Model (http://www.teachingstrategies.com/page/73749-creative-curriculum-preschool.cfm), which is aligned with the NH Kindergarten Readiness Indicators.  Our activities are developmentally-appropriate and meet each child's individual developmental objectives.  Children are given hands-on opportunities to explore their environment and world around them.  Each day there are activities for literacy, mathematics, social studies, science, creative representation and music and movement.    

Our daily schedule offers children many opportunities for social-emotional development through free play and cooperative activities during our morning choice time.  Children are split into primary care groups which allows for more one-on-one experiences between teacher and child. 

Our playground has recently been renovated and new learning areas are continuing to be added to the space.  We have a few garden beds which allow us to follow the Early Sprouts Curriculum.  Through this curriculum children are offered experiences and opportunities to grow, eat and cook with bell peppers, beans, tomatoes, butternut squash, Swiss chard and carrots.  Children will gain the knowledge in taking care of living things along with exploring health, nutrition, and cooking.
";"http://www.eastandovervillagepreschool.com/contact-us.html";;;;"http://www.eastandovervillagepreschool.com/tuition-and-enrollment.html";;"n";"n";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859112;"Kelly Corner School";"67 Kelly Corner Road";"Epsom";"NH";3234;"MERRIMACK";"(603) 435-8893";"https://www.facebook.com/pages/Kelly-Corner-School/505033682964222?sk=info&tab=page_info";;"KCS is a licensed preschool and child care for children 3 - 6 years old. We provide a safe and nurturing environment for your child to learn and grow.";"https://www.facebook.com/pages/Kelly-Corner-School/505033682964222?sk=info&tab=page_info";"https://www.facebook.com/pages/Kelly-Corner-School/505033682964222?sk=info&tab=page_info";;;;;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859115;"Epsom Better Buddies";"282 Blackhall Road";"Epsom";"NH";3234;"MERRIMACK";"(603) 736-9266";"https://www.facebook.com/pages/Epsom-Better-Buddies/635025906631420";;;"https://www.facebook.com/pages/Epsom-Better-Buddies/635025906631420";"https://www.facebook.com/pages/Epsom-Better-Buddies/635025906631420";;;;;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859117;"Tiny Twisters Child Care Center";"119 Central Street";"Franklin";"NH";3235;"MERRIMACK";"(603) 671-1109";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859118;"Red Oak Montessori School";"241 Sanborn Street";"Franklin";"NH";3235;"MERRIMACK";"(603) 934-1002";"http://redoakmontessori.org/";"redoakmontessori@metrocast.net";"Red Oak Montessori School, established in 1998, is located in Franklin, NH and currently serves families from several surrounding communities. We are a non profit preschool and kindergarten educating children ages 2.9 to 6 years old. Red Oak offers an extended day program in order to assist families who need care beyond the typical school…";"http://redoakmontessori.org/";;"8am-3:30pm";;"http://redoakmontessori.org/register/";;"n";"n";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859119;"Franklin Head Start";"15 Elkins Street";"Franklin";"NH";3235;"MERRIMACK";"(603) 934-2161";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859130;"White Birch @ Henniker Community School";"51 Western Avenue";"Henniker";"NH";3242;"MERRIMACK";"(603) 428-7860";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859133;"Hillsboro Child Development Center";"21 School Street";"Hillsborough";"NH";3244;"Hillsborough";"(603) 464-3136";"http://www.snhs.org/programs/child-development-education-programs/child-development-program-options-and-locations/";;"Southern New Hampshire Services, Inc. (SNHS) is a private non-profit corporation chartered in the State of New Hampshire, May 21, 1965 to serve as the Community Action Agency for Hillsborough County in compliance with the Economic Opportunity Act of 1964.

From 1965 through 1969, SNHS was known as the Community Action Agency for Hillsborough County and served the City of Nashua and the twenty-nine towns.  In 1969 the organization became the Community Action Agency for the City of Manchester as well.  In 1974 the agency’s name was changed to Southern New Hampshire Services, Inc.

In July, 2011, Rockingham Community Action (RCA), the Community Action Agency serving Rockingham County, was merged with Southern New Hampshire Services.  SNHS had served as the administrative agent for RCA since October, 2008.  As a result of this merger SNHS now provides services to residents all 65 towns and three cities in Hillsborough and Rockingham counties.";"http://www.snhs.org/programs/child-development-education-programs/child-development-program-options-and-locations/";;;"http://www.snhs.org/jobs/";;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859135;"Kids Adventures Afterschool Program";"4 Hillcat Drive";"Hillsborough";"NH";3244;"Hillsborough";"(603) 464-1110";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859139;"White Mountain Montessori School";"133 Mt. Prospect Road";"Holderness";"NH";3245;"Grafton";" (603) 536-2555";"http://nh-montessori.org/nhma-member-schools/";"info@nh-montessori.org";"The New Hampshire Montessori Association is a non-profit organization, formed in February 2007 to create a forum for the continuing education of Montessori teachers in New Hampshire, and to promote the Montessori philosophy in our state. We are energized by the prospect of reaching out to the Montessori community as well as other educators and parents interested in the work of Dr. Maria Montessori.

In our busy lives and work we must take the time to build connections within our Montessori community. The simple experiences of talking with other teachers, visiting other schools, and participating in workshops rejuvenate us as we are reminded of the core meaning in our work as Montessori teachers, the legacy of Dr. Maria
Montessori’s life. NHMA intends for this website to be a resource for the Montessori teachers of NH as well as a place to share knowledge and gain new perspectives in our ever changing profession.";"http://nh-montessori.org/nhma-member-schools/";"https://www.facebook.com/pages/NH-Montessori-Association/163939240407481";;"http://nh-montessori.org/employment/";;;"n";"n";"y";"y";"y";"y";"http://nh-montessori.org/site/wp-content/uploads/2014/04/logo2-250.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859143;"Lakes Region Child Care Services - Elm Street After School Progra";"Elm Street Elementary School";"Laconia";"NH";3246;"BELKNAP";"(603) 455-6630";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859145;"Lakes Region Cc Services - Laconia Early Lrng Ctr.";"22 Strafford Street, Unit #4";"Laconia";"NH";3246;"BELKNAP";"(603) 524-1235";"http://www.lrchildcare.org/nh_daycare_locations.php";"marti@lrchildcare.org";"Lakes Region Child Care Services Inc. (LRCCS) is dedicated to providing high quality childcare which is affordable for families who live, work or attend school in the Lakes Region, providing care for children 6 weeks to 14 years in a variety of different programs.  We are open from 6:30 AM to 5:30 PM daily, year round, including snow days and vacation weeks.

LRCCS is recognized for high quality programming and holds Licensed Plus Status with the State of NH.

All LRCCS programs offer developmentally appropriate pre-academic, and enrichment activities, and promote healthy eating and active living by serving nutritious meals and snacks in all programs. We offer many opportunities for daily physical activity, knowing that children need good food and exercise for optimal growth and development.The management and staff, of LRCCS whole heartedly, believes that it is our responsibility as adults, educators and community members  to protect and nurture children so they can grow up to be, as Benjamin Franklin would have said it: healthy wealthy and wise.

As a community partner LRCCS has been responding to the needs of the community for 45 years; meeting the early care and education needs of children, and responding to the greater challenge of developing stronger families for our communities.

What happens to children matters not only to them as individuals and their immediate family, but to the neighborhoods they live in, the schools they attend, and the communities they will eventually work, live and lead in.";"http://www.lrchildcare.org/nh_daycare_locations.php";;"6:30 AM to 5:30 PM";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859155;"Lakes Region Family Center/Early Head Start/Hs";"121 Belmont Road";"Laconia";"NH";3246;"BELKNAP";"(603) 528-5334";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859156;"Country View Day School";"89 Valley Street";"Laconia";"NH";3246;"BELKNAP";"(603) 528-8557";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859158;"Lakes Region Child Care Services- Pleasant St. Sap";"350 Pleasant Street";"Laconia";"NH";3246;"BELKNAP";"(603) 455-6631";"http://www.lrchildcare.org/nh_daycare_locations.php";"marti@lrchildcare.org";"Lakes Region Child Care Services Inc. (LRCCS) is dedicated to providing high quality childcare which is affordable for families who live, work or attend school in the Lakes Region, providing care for children 6 weeks to 14 years in a variety of different programs.  We are open from 6:30 AM to 5:30 PM daily, year round, including snow days and vacation weeks.

LRCCS is recognized for high quality programming and holds Licensed Plus Status with the State of NH.

All LRCCS programs offer developmentally appropriate pre-academic, and enrichment activities, and promote healthy eating and active living by serving nutritious meals and snacks in all programs. We offer many opportunities for daily physical activity, knowing that children need good food and exercise for optimal growth and development.The management and staff, of LRCCS whole heartedly, believes that it is our responsibility as adults, educators and community members  to protect and nurture children so they can grow up to be, as Benjamin Franklin would have said it: healthy wealthy and wise.

As a community partner LRCCS has been responding to the needs of the community for 45 years; meeting the early care and education needs of children, and responding to the greater challenge of developing stronger families for our communities.

What happens to children matters not only to them as individuals and their immediate family, but to the neighborhoods they live in, the schools they attend, and the communities they will eventually work, live and lead in.";"http://www.lrchildcare.org/nh_daycare_locations.php";;"6:30 AM to 5:30 PM";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859159;"Lakes Region Child Care Services - Woodland Heights School Age Pr";"Winter Street Extension";"Laconia";"NH";3246;"BELKNAP";"(603) 455-6632";"http://www.lrchildcare.org/nh_daycare_locations.php";"marti@lrchildcare.org";"Lakes Region Child Care Services Inc. (LRCCS) is dedicated to providing high quality childcare which is affordable for families who live, work or attend school in the Lakes Region, providing care for children 6 weeks to 14 years in a variety of different programs.  We are open from 6:30 AM to 5:30 PM daily, year round, including snow days and vacation weeks.

LRCCS is recognized for high quality programming and holds Licensed Plus Status with the State of NH.

All LRCCS programs offer developmentally appropriate pre-academic, and enrichment activities, and promote healthy eating and active living by serving nutritious meals and snacks in all programs. We offer many opportunities for daily physical activity, knowing that children need good food and exercise for optimal growth and development.The management and staff, of LRCCS whole heartedly, believes that it is our responsibility as adults, educators and community members  to protect and nurture children so they can grow up to be, as Benjamin Franklin would have said it: healthy wealthy and wise.

As a community partner LRCCS has been responding to the needs of the community for 45 years; meeting the early care and education needs of children, and responding to the greater challenge of developing stronger families for our communities.

What happens to children matters not only to them as individuals and their immediate family, but to the neighborhoods they live in, the schools they attend, and the communities they will eventually work, live and lead in.";"http://www.lrchildcare.org/nh_daycare_locations.php";;"6:30 AM to 5:30 PM";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859165;"Village Nursery School";"19 Potter Hill Road";"Gilford";"NH";3249;"BELKNAP";"(603) 524-7444";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859169;"Lincoln-Woodstock Community Child Care Center";"194 Pollard Road";"Lincoln";"NH";3251;"GRAFTON";"(603) 745-2200";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859178;"Inter-Lakes Day Care Center - ""Seven Upper Club""";"25 Laker Lane, Route 25";"Meredith";"NH";3253;"BELKNAP";"(603) 279-8903";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859179;"Imaginations...A Child's Place";"903 Whittier Highway, Route 25";"Moultonborough";"NH";3254;"Carroll";"(603) 476-8400";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859184;"New London Early Learning Center";"4 Pleasant Street";"New London";"NH";3257;"MERRIMACK";"(603) 526-2650";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859187;"Alternate Route For Kids";"569 First New Hampshire Turnpike";"Northwood";"NH";3261;"ROCKINGHAM";"(603) 856-6925";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859188;"Oz Land Early Learning Center";"336 1st Nh Tpk";"Northwood";"NH";3261;"ROCKINGHAM";"(603) 942-7404";"https://www.facebook.com/pages/Oz-Land-Early-Learning-Ctr/163280217024105?sk=info&tab=page_info";"ozlandelc@yahoo.com";"The mission of Oz Land Early Learning Center is to educate children intellectually, physically, socially, and emotionally by recognizing individual differences, promoting self-esteem, and fostering respect for others. Our child-centered environment encourages exploration and expression which are essential components to the active learning process. We strive to develop a dynamic, educational partnership among families, Oz Land, and the community that work together to maximize the potential of each child.

We believe that human diversity is integral to the care and education of young children and to all those who touch their lives. Diversity at Oz Land can be defined as ""a fully inclusive community that is enriched by persons of different races, genders, ethnicities, nationalities, economic backgrounds, ages, abilities, sexual orientation and gender identity or expression, and religious beliefs."" Our goal is to promote awareness and acceptance, affirm equity, and take an active stance against bias in our community.
We strive to respect and value the differences in each child and family in our community through all that we do. We value the development of strong relationships with families and colleagues in order to better understand how we can respond to cultural and historical differences in experiences, values, and practices. We offer an environment that welcomes and celebrates the sharing of family history and culture in the classroom in meaningful ways. In our curriculum we are intentional in providing children with opportunities to explore similarities and variation, and we are responsive to the questions that emerge.

We support children in being active participants in their world by connecting them to their community in ways that foster an understanding of diversity and an ability to effect change. We are committed to an open and ongoing dialogue among colleagues, families, and the students we mentor, seeking insight into how we contribute to social bias and the process of change. As adults we strive to be model: of active participation in our field by speaking out against bias and seeking equity.";"https://www.facebook.com/pages/Oz-Land-Early-Learning-Ctr/163280217024105?sk=info&tab=page_info";"https://www.facebook.com/pages/Oz-Land-Early-Learning-Ctr/163280217024105?sk=info&tab=page_info";"Mon - Fri: 
7:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859189;"Northwood Parent Cooperative Preschool";"840 First Nh Turnpike";"Northwood";"NH";3261;"ROCKINGHAM";"(603) 942-7686";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859194;"Blueberry Express Day Care Center";"8 Catamount Street";"Pittsfield";"NH";3263;"MERRIMACK";"(603) 435-6149";"https://www.facebook.com/pages/Blueberry-Express-Day-Care-Ctr/168662289815015";;;"https://www.facebook.com/pages/Blueberry-Express-Day-Care-Ctr/168662289815015";"https://www.facebook.com/pages/Blueberry-Express-Day-Care-Ctr/168662289815015";;;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859195;"Pittsfield Head Start";"8 Catamount Street";"Pittsfield";"NH";3263;"MERRIMACK";"(603) 435-6618";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
