"FacilityID";"InspectionID";"Inspection Date";"Violation Summary";"Code Sub Section";"Violation Category";"Violation Status"
"QueensDC23219";"7a8dbdb6508f2917dadaf88e5b6ce212";" 11/9/21";"Required food protection procedures were Not implemented at time of inspection. Holder of food protection certificate was Not on site during hours of food preparation activity.";"47.61(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC23219";"7a8dbdb6508f2917dadaf88e5b6ce212";" 11/9/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC23219";"7a8dbdb6508f2917dadaf88e5b6ce212";" 11/9/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC2870";"c636216808691534395816904de5ffc9";" 10/25/21";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC2870";"c636216808691534395816904de5ffc9";" 10/25/21";"At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.";"47.25(a)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC1308";"542b1f3bbf91eb1fa655eab0784b8675";" 5/21/21";"Child care service operating without a permit; Permit expired.";"47.03(a)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC1308";"542b1f3bbf91eb1fa655eab0784b8675";" 5/21/21";"At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.";"47.49(a)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC19328";"e1799ff4a3f26d702ca1a6dd030c85d4";" 8/17/21";"Enrolled children have Not received aged appropriate immunization in accordance with Public Health Law 2164 or successor unless medically exempt";"47.25(a)(2)(A)(i)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC19328";"e1799ff4a3f26d702ca1a6dd030c85d4";" 8/17/21";"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff";"47.37(b)(4)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC19328";"e1799ff4a3f26d702ca1a6dd030c85d4";" 8/17/21";"Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.";"47.13(f)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC19328";"e1799ff4a3f26d702ca1a6dd030c85d4";" 8/17/21";"Child care service that fails to maintain documentation of vaccination or proof of exemption is subject to fines. Document Not available at time of inspection.";"47.25(a)(2)(C)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC19328";"e1799ff4a3f26d702ca1a6dd030c85d4";" 8/17/21";"At time of inspection children's physician statement records required to be maintained by child care service were Not provided or maintained.";"47.25(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC19328";"e1799ff4a3f26d702ca1a6dd030c85d4";" 8/17/21";"At time of inspection records of enrolled children's periodic medical examination were Not provided or maintained.";"47.25(c)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC19328";"e1799ff4a3f26d702ca1a6dd030c85d4";" 8/17/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC40019";"f3d705b7c236098fd7b5ad04bec0bc0e";" 12/14/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC40019";"f3d705b7c236098fd7b5ad04bec0bc0e";" 12/14/21";"At time of inspection children's physician statement records required to be maintained by child care service were Not provided or maintained.";"47.25(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC40019";"f3d705b7c236098fd7b5ad04bec0bc0e";" 12/14/21";"At time of inspection children's physician statement records required to be maintained by child care service were Not provided or maintained.";"47.25(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC40019";"f3d705b7c236098fd7b5ad04bec0bc0e";" 12/14/21";"At time of inspection records of enrolled children's periodic medical examination were Not provided or maintained.";"47.25(c)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC40019";"f3d705b7c236098fd7b5ad04bec0bc0e";" 12/14/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC22806";"74c60c372ad014044e953dd39b4fc99e";" 8/9/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC2521";"cd1504b10bdb509253211e9f9278a0db";" 9/29/21";"Approved fire extinguishers provided in good working order and inspected";"43.22(b)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC2521";"cd1504b10bdb509253211e9f9278a0db";" 9/29/21";"Smoke and carbon monoxide detectors with audible alarm are provided in accordance with applicable law or as required by DOHMH or FDNY";"43.22(f)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC2521";"cd1504b10bdb509253211e9f9278a0db";" 9/29/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"OPEN"
"QueensDC2521";"cd1504b10bdb509253211e9f9278a0db";" 9/29/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC10483";"0e596ee44e9f28125e0d8aee5c5e13ef";" 1/14/22";"Windows excluding fire escape windows in a child care service observed without window guards in a child care service.";"47.41(e)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC10483";"0e596ee44e9f28125e0d8aee5c5e13ef";" 1/14/22";"Electrical/chemical/mechanical hazards observed at time of inspection.";"47.59(f)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC10483";"0e596ee44e9f28125e0d8aee5c5e13ef";" 1/14/22";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC10483";"0e596ee44e9f28125e0d8aee5c5e13ef";" 1/14/22";"Required food protection procedures were Not implemented at time of inspection. Holder of food protection certificate was Not on site during hours of food preparation activity.";"47.61(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC37586";"ee2b1f04b40c012bf537af6bac5d9f0d";" 1/27/22";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC26130";"b7f38b1b96f19c4ad25a2950ed7dfed3";" 9/14/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC37807";"ae37dc634e3e9e97000f2fcc5a500a64";" 11/10/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC37807";"ae37dc634e3e9e97000f2fcc5a500a64";" 11/10/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC37807";"ae37dc634e3e9e97000f2fcc5a500a64";" 11/10/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC1327";"be3a493da7c3f45a62ef40ea3dd81099";" 1/28/22";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC1327";"be3a493da7c3f45a62ef40ea3dd81099";" 1/28/22";"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff";"47.37(b)(4)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC1327";"be3a493da7c3f45a62ef40ea3dd81099";" 1/28/22";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC21652";"792f3d2a699e9a65e8baa18af9aa9f1c";" 1/27/22";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC2124";"19bd638eb91c1f0c7e29ab82e6be26c4";" 11/18/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC3103";"203511d48ad7c09b3144d8d0d2965e32";" 9/20/21";"Permittee/applicant submitted incomplete written safety plan.";"47.11(b)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC3103";"203511d48ad7c09b3144d8d0d2965e32";" 9/20/21";"A corrective action plan was Not submitted by the permittee to DOHMH for approval";"47.21(a)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC3103";"203511d48ad7c09b3144d8d0d2965e32";" 9/20/21";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC3098";"ee55be202a694a8154acb8f8441fd83a";" 11/1/21";"At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.";"47.49(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC14363";"c1b06b2b82472a8c481eb75a28f2949b";" 9/20/21";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC14363";"c1b06b2b82472a8c481eb75a28f2949b";" 9/20/21";"At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.";"47.25(a)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC34144";"0b408b9b353f654922d84044b53b8134";" 8/2/19";"All windows except fire escape and emergency access windows not provided with guards in camps with children less than 10 years of age";"48.15(d)(5)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC34144";"0b408b9b353f654922d84044b53b8134";" 8/2/19";"Emergency lighting in halls, stairs not provided where required";"48.15(a)(16)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC34144";"0b408b9b353f654922d84044b53b8134";" 8/2/19";"Individual certified in food protection Not on site during periods of food preparation.";"81.15(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC34144";"0b408b9b353f654922d84044b53b8134";" 8/2/19";"Permit prohibited unless premises approved for use";"48.07(c)";"Minor violations (General Violations)";"OPEN"
"QueensDC10478";"e7682327b6a37a50550149bb9ab9cdaa";" 11/12/21";"Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved";"47.19(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"QueensDC10478";"e7682327b6a37a50550149bb9ab9cdaa";" 11/12/21";"Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection";"47.19(c)(2)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"QueensDC10478";"e7682327b6a37a50550149bb9ab9cdaa";" 11/12/21";"All staff with potential for unsupervised contact with children including volunteers have Not been cleared";"47.19(a)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC19634";"161d7a7ce6845d2022634dac0f559230";" 1/25/22";"Training in child development Not provided every 24 months";"47.37(b)(6)(A)";"Minor violations (General Violations)";"OPEN"
"QueensDC32713";"c2404f15998803593e32366e70f5ac0a";" 7/23/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC32713";"c2404f15998803593e32366e70f5ac0a";" 7/23/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC21292";"4503630eff89a3becbb6642c2f7ad9f0";" 7/29/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"OPEN"
"QueensDC40062";"1eb101bcbbf6b58bd42382d15abcc2e8";" 11/5/21";"Children enrolled in school-based child care program have Not received appropriate medical examination.";"43.17(a)(1)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC40062";"1eb101bcbbf6b58bd42382d15abcc2e8";" 11/5/21";"Children immunized against diphtheria, tetanus, pertussis, polio, MMR, varicella, HepB, pneumococcal disease and Hib. Immunization records and medical exemption records on site and available upon request";"43.17(a)(2)(A)(i)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC40062";"1eb101bcbbf6b58bd42382d15abcc2e8";" 11/5/21";"All exits have clear legible and illuminated exit signs where required by DOB";"43.22(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC40062";"1eb101bcbbf6b58bd42382d15abcc2e8";" 11/5/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"OPEN"
"QueensDC40062";"1eb101bcbbf6b58bd42382d15abcc2e8";" 11/5/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC40062";"1eb101bcbbf6b58bd42382d15abcc2e8";" 11/5/21";"School operator conducts pre-employment credential and qualification review";"43.13(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC32904";"51adab279fa8ab3b1d9ff695207f124a";" 1/11/22";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC32904";"51adab279fa8ab3b1d9ff695207f124a";" 1/11/22";"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff";"47.37(b)(4)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC32904";"51adab279fa8ab3b1d9ff695207f124a";" 1/11/22";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC32261";"b55441b236ad61975a0f4638bf3ab725";" 10/13/21";"All exits have clear legible and illuminated exit signs where required by DOB";"43.22(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC32261";"b55441b236ad61975a0f4638bf3ab725";" 10/13/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"OPEN"
"QueensDC32261";"b55441b236ad61975a0f4638bf3ab725";" 10/13/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC32261";"b55441b236ad61975a0f4638bf3ab725";" 10/13/21";"Staff submitted immunization record. File maintained confidential. File including electronic available for inspection on site";"43.11(c)(2)";"Minor violations (General Violations)";"OPEN"
"QueensDC32261";"b55441b236ad61975a0f4638bf3ab725";" 10/13/21";"Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire";"43.14(a)";"Minor violations (General Violations)";"OPEN"
"QueensDC20912";"f0e041a9fc70464f9e1a0550edc0016a";" 10/25/21";"All staff who will have unsupervised contact with children has undergone child abuse and criminal justice screening and reference checks";"43.13(a)";"Minor violations (General Violations)";"OPEN"
"QueensDC2523";"86647a587b1be5819c4760f2a87a8d8e";" 10/1/21";"Premises free of electrical, chemical, mechanical and other hazards.";"43.22(e)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC2523";"86647a587b1be5819c4760f2a87a8d8e";" 10/1/21";"Failure to install approved window guards or limiting devices in child accessible areas";"43.24(b)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC2523";"86647a587b1be5819c4760f2a87a8d8e";" 10/1/21";"School has designated a food service supervisor. Supervisor holds a FPC in accordance with 81.15(a)";"43.16(c)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC2523";"86647a587b1be5819c4760f2a87a8d8e";" 10/1/21";"All exits have clear legible and illuminated exit signs where required by DOB";"43.22(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC2523";"86647a587b1be5819c4760f2a87a8d8e";" 10/1/21";"Floors in commercial building properly Not constructed; Not maintained in good repair; unclean";"131.09(e)";"Minor violations (General Violations)";"OPEN"
"QueensDC2523";"86647a587b1be5819c4760f2a87a8d8e";" 10/1/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"OPEN"
"QueensDC2523";"86647a587b1be5819c4760f2a87a8d8e";" 10/1/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"OPEN"
"QueensDC2523";"86647a587b1be5819c4760f2a87a8d8e";" 10/1/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC24708";"9fda7be63c1ae151114bf83551df8901";" 12/10/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC2533";"0935b3c4ceedd12996a63d5e7c47f5ca";" 10/20/21";"School operator conducts pre-employment credential and qualification review";"43.13(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC2533";"0935b3c4ceedd12996a63d5e7c47f5ca";" 10/20/21";"Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire";"43.14(a)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC2524";"ee3e4f39c429998accccad3c2386e9a6";" 10/27/21";"School operator arranges for fingerprinting";"43.13(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC2524";"ee3e4f39c429998accccad3c2386e9a6";" 10/27/21";"Premises free of electrical, chemical, mechanical and other hazards.";"43.22(e)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC2524";"ee3e4f39c429998accccad3c2386e9a6";" 10/27/21";"Failure to install approved window guards or limiting devices in child accessible areas";"43.24(b)";"Violations requiring immediate correction (Public Health Hazards)";"OPEN"
"QueensDC2524";"ee3e4f39c429998accccad3c2386e9a6";" 10/27/21";"Sufficient handwash sinks with hot and cold running water, liquid soap, drying devices Not provided in commercial buildings.";"131.09(d)(2)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC2524";"ee3e4f39c429998accccad3c2386e9a6";" 10/27/21";"All exits have clear legible and illuminated exit signs where required by DOB";"43.22(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC2524";"ee3e4f39c429998accccad3c2386e9a6";" 10/27/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"OPEN"
"QueensDC2524";"ee3e4f39c429998accccad3c2386e9a6";" 10/27/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC2524";"ee3e4f39c429998accccad3c2386e9a6";" 10/27/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC37613";"0e39075de6e536f8ab6ece8026c0a9b9";" 1/21/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"QueensDC36862";"25480619f535141d77442198e91ff3e5";" 10/29/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC12359";"8b6e7b71997bde9d38f632155805911a";" 11/23/21";"Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.";"47.23(e)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC12359";"8b6e7b71997bde9d38f632155805911a";" 11/23/21";"At time of inspection it was determined/observed that child care service failed to conduct pre-employment verification of staff credentials.";"47.19(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC12359";"8b6e7b71997bde9d38f632155805911a";" 11/23/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC12359";"8b6e7b71997bde9d38f632155805911a";" 11/23/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC2198";"60b9ac38a5afa2be7b724bb7d017f30a";" 10/25/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC2198";"60b9ac38a5afa2be7b724bb7d017f30a";" 10/25/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC1230";"1898110261b4c3ce8e91fb2836fc1786";" 5/10/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC2824";"85d476f7a12c7a0b48eabad7b85c9f12";" 10/1/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC1531";"e883d888d350e90ae4c6a0dc38bdfdab";" 12/6/21";"Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year";"47.25(a)(2)(B)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC1531";"e883d888d350e90ae4c6a0dc38bdfdab";" 12/6/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC2986";"291012f6e435f5006d4b5c0eb4c747c6";" 1/27/22";"Child care service providing care without a staff member trained in First Aid/CPR on site at time of inspection.";"47.23(e)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"QueensDC2986";"291012f6e435f5006d4b5c0eb4c747c6";" 1/27/22";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC2388";"c6096b74853daeb4bb4c53e262ca4b91";" 7/27/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"QueensDC2388";"c6096b74853daeb4bb4c53e262ca4b91";" 7/27/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"QueensDC40498";"5b6b4d07945bce32151e5b92d8a2d402";" 11/12/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"OPEN"
"QueensDC40498";"5b6b4d07945bce32151e5b92d8a2d402";" 11/12/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"OPEN"
"QueensDC40498";"5b6b4d07945bce32151e5b92d8a2d402";" 11/12/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"QueensDC40498";"5b6b4d07945bce32151e5b92d8a2d402";" 11/12/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"QueensDC40498";"5b6b4d07945bce32151e5b92d8a2d402";" 11/12/21";"School operator conducts pre-employment credential and qualification review";"43.13(b)";"Minor violations (General Violations)";"OPEN"
