"ID";"Program Name";"Permit Holder";"Address";"Borough";"Zip Code";"Phone";"Permit Number";"Permit Expiration Date";"Permit Status";"Age Range";"Maximum Capacity";"Certified to Administer Medication";"Site Type";"Program Type";"Years in Operation";"Last Inspection Date";"Last Inspection Result";"% of Annual Inspections w/Violations";"Number of Educational Staff";"Educational Staff Turnove"
"QueensDC11253";"COMMUNITY & FAMILY HEAD START";"COMMUNITY PARENTS INC.";"41-05 BEACH CHANNEL DRIVE";"Queens";11691;"718-471-7970";7639;"09/08/2018";"In-Renewal";"2 - 5";113;"No";"Head Start (Direct Fed. Funding)";"Child Care - Pre School";16;" 11/4/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"50 %";16;
"QueensDC2339";"COMMUNITY HOUSE NURSERY AND KINDERGARTEN";"CHURCH IN THE GARDENS COMMUNITY HOUSE";"15 BORAGE PLACE";"Queens";11375;"718-268-0490";1546;"06/25/2022";"Permitted";"2 - 5";42;"No";"Private";"Child Care - Pre School";"18 or more";" 9/13/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"QueensDC1350";"CONGREGATION OHEL YITZCHOK";"CONGREGATION OHEL YITZCHOK";"137-56 70 AVENUE";"Queens";11367;"718-775-1483";5218;"04/28/2022";"Permitted";;70;"No";"Private";"Child Care - Pre School";36;" 12/7/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";14;
"QueensDC22117";"COSMOKIDZ INFANTS";"COSMOKIDZ LLC";"71-33 162 STREET";"Queens";11365;"718-380-5439";26497;"10/25/2022";"Permitted";"0 - 2";13;"No";"Private";"Child Care - Infants/Toddlers";10;" 1/21/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";3;
"QueensDC22116";"COSMOKIDZ PRE-SCHOOL";"COSMOKIDZ LLC";"71-33 162 STREET";"Queens";11365;"718-380-5439";26457;"10/25/2022";"Permitted";"2 - 5";38;"No";"Private";"Child Care - Pre School";10;" 1/21/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";5;
"QueensDC10993";"CREATIVE DISCOVERY PRE-SCHOOL";"CREATIVE DISCOVERY PRE-SCHOOL INC";"64-01 102 STREET";"Queens";11374;"917-502-0685";7293;"10/01/2022";"Permitted";"2 - 5";64;"No";"Private";"Child Care - Pre School";"18 or more";" 1/27/22";" Initial Annual Inspection - Passed inspection with no violations";"33 %";7;
"QueensDC38800";"CRECHE LES ETOILES LLC";"CRECHE LES ETOILES LLC";"44-11 30 AVENUE";"Queens";11103;"646-868-8800";105322;"04/29/2023";"Permitted";"2 - 5";15;"No";"Private";"Child Care - Pre School";1;" 9/15/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";1;
"QueensDC2268";"CROSS ISLAND YMCA";"YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK, INC.";"238-10 HILLSIDE AVENUE";"Queens";11427;"718-551-9313";3029;"05/10/2022";"Permitted";"2 - 5";89;"No";"Private";"Child Care - Pre School";"18 or more";" 9/29/21";" Initial Annual Inspection - Reinspection Not Required";"0 %";8;
"QueensDC23076";"D'LITTLE STAR DAYCARE, INC.";"D'LITTLE STAR DAYCARE, INC.";"111-08 SUTPHIN BLVD.";"Queens";11435;"718-322-2023";37037;"04/11/2023";"Permitted";"2 - 5";29;"No";"Private";"Child Care - Pre School";9;" 1/14/22";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection";"42 %";2;
"QueensDC20555";"DENIZKO DAYCARE, INC.";"DENIZKO DAY CARE INC.";"51-07 69 STREET";"Queens";11377;"718-426-0123";10777;"01/09/2024";"Permitted";"2 - 5";27;"No";"DOE CBO";"Child Care - Pre School";10;" 8/4/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";8;
"QueensDC19351";"DIKI DAY CARE";"DIKI DAYCARE CENTER INC.";"30-81 STEINWAY STREET";"Queens";11103;"718-278-1570";8084;"05/27/2023";"Permitted";"2 - 5";66;"No";"Private";"Child Care - Pre School";13;" 9/20/21";" Monitoring Inspection Non-Routine - Reinspection Not Required";"50 %";11;
"QueensDC24729";"DIKI DISCOVERY CENTER";"DIKI DISCOVERY CENTER, INC.";"30-16 37TH STREET";"Queens";11103;"718-278-7500";54237;"05/27/2023";"Permitted";;23;"No";"Private";"Child Care - Infants/Toddlers";9;" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"QueensDC21490";"DISCOVERY LANE, LLC";"DISCOVERY LANE, LLC";"27-17 27 STREET";"Queens";11102;"347-242-2315";8365;"07/08/2023";"Permitted";"2 - 5";51;"No";"Private";"Child Care - Pre School";11;" 8/26/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"QueensDC10485";"DIVINE MERCY CATHOLIC ACADEMY";"BROOKLYN ARCHDIOCESE";"101-60 92ND STREET";"Queens";11416;"718-845-3074";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Corporate";"School Based Child Care";;" 2/7/19";" Initial Annual Inspection - Passed inspection with no violations";"N/A";1;
"QueensDC2474";"DIVINE WISDOM CATHOLIC ACADEMY";"DIVINE WISDOM CATHOLIC ACADEMY";"45-11 245 STREET";"Queens";11362;"718-631-3153";"N/A";"07/28/2116";"Active";"2 - 5";;"No";"Corporate";"School Based Child Care";;" 11/15/21";" Initial Annual Inspection - Passed inspection with no violations";"N/A";14;
"QueensDC35299";"DREAM TREES LEARNING CENTER";"DREAM TREES CHILDCARE INC.";"34-57 FRANCIS LEWIS BLVD";"Queens";11358;"718-461-1800";103976;"03/23/2023";"Permitted";;34;"No";"Corporate";"Child Care - Pre School";5;" 1/27/22";" Initial Annual Inspection - Reinspection Required";"20 %";4;
"QueensDC33583";"EARLY BIRD II DAY CARE CENTER";"EARLY BIRD II DAY CARE CENTER, INC";"90-05 161 STREET";"Queens";11432;"718-739-0884";99757;"11/10/2023";"Permitted";"2 - 5";30;"No";"Private";"Child Care - Pre School";7;" 8/3/21";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection";"25 %";4;
"QueensDC38132";"EARLY BIRD III EC, INC.";"EARLY BIRD III EC, INC.";"89-14 163 STREET";"Queens";11432;"718-739-0884";105270;"12/16/2022";"Permitted";"2 - 5";27;"No";"Corporate";"Child Care - Pre School";1;" 9/28/21";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection";"100 %";3;
"QueensDC2256";"EARLY CHILDHOOD LEARNING CENTER PROGRAMS";"LA GUARDIA COMMUNITY COLLEGE -ECLC PROGRAMS INC";"31-10 THOMSON AVENUE";"Queens";11101;"718-482-5295";7063;"11/17/2020";"In-Renewal";"0 - 2";30;"No";"Private";"Child Care - Infants/Toddlers";20;" 10/2/19";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"QueensDC2975";"EARLY SUNRISE PRESCHOOL AND KINDERGARTEN";"EARLY SUNRISE PRE-SCHOOL AND KINDERGARTEN,INC.";"187-08 HILLSIDE AVENUE";"Queens";11432;"718-736-9064";6827;"10/25/2022";"Permitted";"2 - 5";29;"No";"Private";"Child Care - Pre School";"18 or more";" 10/4/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"40 %";5;
"QueensDC1178";"EARLY SUNRISE PRESCHOOL AND KINDERGARTEN, INC";"EARLY SUNRISE PRESCHOOL&KINDERGARTEN,INC.";"187-10 HILLSIDE AVENUE";"Queens";11432;"718-736-9064";7000;"07/07/2022";"Permitted";"2 - 5";29;"No";"Private";"Child Care - Pre School";"18 or more";" 11/1/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"66 %";4;
"QueensDC32759";"ELBER ISLAMIC SCHOOL";"AL-BER INC.";"25-42 49 STREET";"Queens";11103;"917-362-1130";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Corporate";"School Based Child Care";;" 11/23/21";" Compliance Inspection of Open Violations - Previously cited violations corrected";"0 %";7;
"QueensDC39106";"ELMCOR YOUTH & ADULT ACTIVITIES, INC.";"ELMCOR YOUTH & ADULT ACTIVITIES, INC.";"172-17 LINDEN BOULEVARD";"Queens";11434;"718-651-0096";105525;"10/13/2023";"Permitted";"2 - 5";70;"No";"Private";"Child Care - Pre School";1;;;"N/A";1;
"QueensDC19699";"EMILIA'S KIDS";"EMILIA'S KIDS INC";"84-03 57TH AVENUE";"Queens";11373;"718-899-9060";8232;"11/18/2022";"Permitted";"2 - 5";84;"No";"Private";"Child Care - Pre School";12;" 11/12/21";" Initial Annual Inspection - Reinspection Not Required";"40 %";8;
"QueensDC1438";"Evangel Christian School";"EVANGEL CHRISTIAN SCHOOL";"39-21 CRESCENT STREET";"Queens";11101;"718-937-9600";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Private";"School Based Child Care";;" 1/13/21";" Compliance Inspection of Open Violations - Previously cited violations corrected";"N/A";5;
"QueensDC33456";"EVANGELICAL LUTHERAN CHURCH OF OUR SAVIOUR";"EVANGELICAL LUTHERAN CHURCH OF OUR SAVIOUR'";"92-14 63 DRIVE";"Queens";11374;"718-897-4343";103799;"09/07/2022";"Permitted";"2 - 5";20;"No";"Private";"Child Care - Pre School";6;" 1/6/22";" Compliance Inspection of Open Violations - Reinspection Required; Fines pending";"33 %";6;
"QueensDC2464";"EVANGELICAL LUTHERAN CHURCH OF OUR SAVIOUR";"EVANGELICAL LUTHERAN CHURCH OF OUR SAVIOUR";"64-33 WOODHAVEN BLVD";"Queens";11374;"718-897-4343";51978;"09/16/2023";"Permitted";"2 - 5";96;"No";"Corporate";"Child Care - Pre School";9;" 6/23/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"16 %";12;
"QueensDC1130";"EVANGELICAL LUTHERAN CHURCH OF THE ATONEMENT";"EVANGELICAL LUTHERAN CHURCH OF THE ATONEMENT";"87-07 31 AVENUE";"Queens";11369;"718-639-6074";6977;"04/05/2022";"Permitted";"2 - 5";40;"No";"Private";"Child Care - Pre School";"18 or more";" 3/16/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";3;
"QueensDC40048";"EVERY LITTLE STEP II INC.";"EVERY LITTLE STEP II INC.";"101-09 WOODHAVEN BLVD";"Queens";11416;"646-806-8900";105526;"10/13/2023";"Permitted";"2 - 5";73;"No";"Private";"Child Care - Pre School";1;;;"N/A";3;
"QueensDC34027";"EXCELSIOR CHILD CARE, INC";"Excelsior Child Care, Inc";"133-16 SPRINGFIELD BOULEVARD";"Queens";11413;"646-598-4757";103827;"10/05/2022";"Permitted";"2 - 5";39;"No";"Private";"Child Care - Pre School";6;" 12/20/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection";"20 %";5;
"QueensDC25234";"FAIRY TALE DAY CARE, INC.";"FAIRYTALE DAY CARE, INC.";"99-17 63 ROAD";"Queens";11374;"718-275-0204";71878;"08/11/2022";"Permitted";"0 - 2";27;"No";"Private";"Child Care - Infants/Toddlers";8;" 10/21/21";" Initial Annual Inspection - Reinspection Not Required";"0 %";6;
"QueensDC40234";"FAIRYTALE DAY CARE INC.";"FAIRYTALE DAY CARE INC.";"9917 63RD RD";"Queens";11374;"718-275-0204";105535;"10/27/2023";"Permitted";;121;"No";"Private";"Child Care - Pre School";1;;;"N/A";2;
"QueensDC2346";"FOREST HILLS MONTESSORI SCHOOL,INC";"FOREST HILLS MONTESSORI SCHOOL,INC";"67-04 AUSTIN STREET";"Queens";11375;"718-275-0173";5615;"07/01/2023";"Permitted";"2 - 5";60;"No";"Private";"Child Care - Pre School";"19 or more";" 9/17/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";4;
"QueensDC2998";"FOREST HILLS PRESBYTERIAN DAY SCHOOL";"THE FIRST PRESBYTERIAN CHURCH OF FOREST HILLS";"70-35 112 STREET";"Queens";11375;"718-268-4036";1811;"03/23/2023";"Permitted";"2 - 5";25;"No";"Private";"Child Care - Pre School";"17 or more";" 1/27/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"QueensDC15649";"FRANCIS EDUCATION CENTER";"PROFESSIONAL CHILDCARE INC.";"38-03 FRANCIS LEWIS BLVD.";"Queens";11361;"718-229-5357";7998;"05/09/2023";"Permitted";"2 - 5";54;"No";"DOE CBO";"Child Care - Pre School";13;" 1/21/22";" Initial Annual Inspection - Reinspection Required";"40 %";6;
"QueensDC2170";"FRANCIS GRACE DAY CARE INC";"FRANCIS GRACE DAY CARE INC";"130-20 MERRICK BOULEVARD";"Queens";11434;"718-977-1853";7148;"09/12/2023";"Permitted";"2 - 5";23;"No";"Private";"Child Care - Pre School";19;" 8/26/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";3;
"QueensDC22585";"FUNDAY DAYCARE CENTER INC.";"FUNDAY DAYCARE CENTER INC.";"47-05 104 STREET";"Queens";11368;"718-699-8886";66177;"06/09/2022";"Permitted";"2 - 5";77;"No";"DOE CBO";"Child Care - Pre School";8;" 12/10/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"20 %";10;
"QueensDC40801";"Ganeinu Academy";"JEWISH INSTITUTE OF QUEENS";"219-18 HORACE HARDING EXPY";"Queens";11364;"718-426-9369";105538;"01/01/1900";"Active";;;"No";"Private";"School Based Child Care";;;;"N/A";0;
"QueensDC32043";"GARDEN SCHOOL";"GARDEN SCHOOL";"78-02 NORTHERN BLVD.";"Queens";11372;"718-335-6363";73140;"09/09/2022";"Permitted";"2 - 5";138;"No";"Private";"Child Care - Pre School";8;" 11/18/21";" Initial Annual Inspection - Reinspection Not Required";"0 %";18;
"QueensDC1174";"GARDEN SCHOOL";"GARDEN SCHOOL";"33-16 79 STREET";"Queens";11372;"718-335-6363";4625;"02/04/2024";"Permitted";"2 - 5";122;"Yes";"Private";"Child Care - Pre School";"18 or more";" 10/22/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";12;
"QueensDC31976";"GIFTED KIDDIES INC";"GIFTED KIDDIES INC";"116-33 SUTPHIN BOULEVARD";"Queens";11434;"917-568-8448";80658;"02/09/2023";"Permitted";"2 - 5";25;"No";"DOE CBO";"Child Care - Pre School";7;" 11/17/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"75 %";2;
"QueensDC37890";"GIL-BLU NURSERY AND KINDERGARTEN";"GIL-BLU NURSERY AND KINDERGARTEN";"120-02 MERRICK BOULEVARD";"Queens";11434;"718-723-8454";105074;"10/15/2023";"Permitted";"2 - 5";44;"No";"Private";"Child Care - Pre School";3;" 7/21/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"100 %";4;
"QueensDC1533";"GRACE DAY CARE CENTER";"GRACE DAY CARE CENTER, INC.";"89-00 23 AVENUE";"Queens";11369;"718-803-0345";6230;"09/30/2022";"Permitted";"2 - 5";63;"No";"Private";"Child Care - Pre School";"18 or more";" 8/20/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";7;
"QueensDC3130";"GRACE LUTHERAN CHURCH";"GRACE EVANGELICAL LUTHERAN CHURCH";"31-20 21 AVENUE";"Queens";11105;"718-545-1129";3087;"10/06/2022";"Permitted";"2 - 5";73;"No";"DOE CBO";"Child Care - Pre School";49;" 11/5/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";8;
"QueensDC35516";"Greater Flushing Community Council Inc";"Greater Flushing Community Council Inc";"47-49 162 STREET";"Queens";11358;"718-939-6060";104184;"07/28/2023";"Permitted";"2 - 5";35;"No";"DOE CBO";"Child Care - Pre School";5;" 10/14/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";7;
"QueensDC33248";"GREATER RIDGEWOOD YOUTH COUNCIL, INC.";"GREATER RIDGEWOOD YOUTH COUNCIL, INC.";"776 FAIRVIEW AVE.";"Queens";11385;"718-456-5437";103825;"10/04/2022";"Permitted";"2 - 5";61;"No";"Corporate";"Child Care - Pre School";6;" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations";"14 %";8;
"QueensDC34130";"Growing Up Green";"Growing Up Green Charter School II";"84-35 152 STREET";"Queens";11432;"347-642-4306";"N/A";"08/02/2115";"Active";;40;"No";"Department of Education";"School Based Child Care";;" 5/8/19";" Compliance Inspection of Open Violations - Previously cited violations corrected";"N/A";7;
"QueensDC22951";"HAPPY BEES DAY CARE";"HAPPY BEES DAY CARE";"21-60 33 STREET";"Queens";11105;"718-606-6663";59737;"03/31/2022";"Permitted";"0 - 2";33;"No";"Private";"Child Care - Infants/Toddlers";8;" 10/8/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";8;
"QueensDC24902";"HAPPY BEES DAY CARE";"HAPPY BEES DAY CARE";"21-60 33 STREET";"Queens";11105;"718-606-6663";59682;"03/31/2022";"Permitted";"2 - 5";14;"No";"Private";"Child Care - Pre School";8;" 10/8/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"QueensDC34496";"HAPPY CATERPILLAR CLUBHOUSE";"HAPPY CATERPILLAR CLUBHOUSE";"67-52 79TH ST";"Queens";11379;"718-326-5437";103787;"08/31/2022";"Permitted";"0 - 2";17;"No";"Private";"Child Care - Infants/Toddlers";6;" 9/8/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"16 %";5;
"QueensDC34504";"HAPPY CATERPILLAR CLUBHOUSE";"HAPPY CATERPILLAR CLUBHOUSE";"67-52 79TH ST";"Queens";11379;"718-974-8319";103782;"08/30/2022";"Permitted";"2 - 5";33;"No";"Private";"Child Care - Pre School";6;" 1/5/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";8;
"QueensDC11818";"HAPPY DRAGON CHILDREN LEARNING CENTER";"HAPPY DRAGON OF USA, INC";"98-25 HORACE HARDING EXPRESSWAY";"Queens";11368;"718-271-5637";7734;"08/03/2023";"Permitted";"2 - 5";150;"No";"Private";"Child Care - Pre School";17;" 9/7/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"40 %";9;
"QueensDC3002";"HAPPY DRAGON OF NEW YORK";"HAPPY DRAGON OF NEW YORK";"86-02 57 AVENUE";"Queens";11373;"718-397-5733";6896;"04/06/2023";"Permitted";"2 - 5";56;"No";"Private";"Child Care - Pre School";22;" 11/1/21";" Initial Annual Inspection - Passed inspection with no violations";"40 %";6;
"QueensDC14149";"HAPPY DRAGON OF NEW YORK, INC.";"HAPPY DRAGON OF NEW YORK, INC.";"30-04 146 STREET";"Queens";11354;"718-271-5637";7298;"04/08/2022";"Permitted";"2 - 5";114;"No";"DOE CBO";"Child Care - Pre School";18;" 12/14/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations";"33 %";14;
"QueensDC20719";"HAPPY I DAYCARE";"HAPPY I DAYCARE, INC.";"48-06 212 STREET";"Queens";11364;"718-229-1910";8334;"10/06/2022";"Permitted";"2 - 5";26;"No";"Private";"Child Care - Pre School";12;" 12/21/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";3;
"QueensDC37552";"Happy Little Bear Day Care LLC";"HAPPY LITTLE BEAR DAY CARE LLC";"94-25 57TH AVE";"Queens";11373;"929-296-0087";104682;"12/19/2022";"Permitted";"2 - 5";29;"No";"Private";"Child Care - Pre School";4;" 8/3/21";" Initial Annual Inspection - Reinspection Not Required";"16 %";5;
"QueensDC22445";"HAPPY MARYANN";"MADISON POTENTIAL DEVELOPMENT INC.";"132-18 41ST AVENUE";"Queens";11355;"718-886-8266";18301;"06/26/2022";"Permitted";"2 - 5";108;"No";"Private";"Child Care - Pre School";10;" 9/16/21";" Initial Annual Inspection - Reinspection Not Required";"33 %";13;
"QueensDC11176";"HEARTSHARE HUMAN SERVICES OF NEW YORK";"HEARTSHARE HUMAN SERVICES OF NEW YORK";"115-15 101 AVENUE";"Queens";11419;"718-441-5333";4827;"09/06/2023";"Permitted";"2 - 5";121;"No";"Private";"Child Care - Pre School";33;" 8/11/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"40 %";39;
"QueensDC1185";"HEARTSHARE HUMAN SERVICES OF NEW YORK";"HEARTSHARE HUMAN SERVICES OF NEW YORK";"82-12 151 AVENUE";"Queens";11414;"718-848-0300";7150;"06/27/2023";"Permitted";"2 - 5";241;"No";"Private";"Child Care - Pre School";"19 or more";" 5/11/21";" Initial Annual Inspection - Reinspection Not Required";"20 %";51;
"QueensDC2326";"HEBREW KINDERGARTEN & iNFANTS HOME, INC";"HEBREW KINDERGARTEN & INFANTS HOME,INC";"310 BEACH 20 STREET";"Queens";11691;"718-327-1141";2319;"11/27/2023";"Permitted";"2 - 5";90;"No";"ACS Contracted Preschools";"Child Care - Pre School";42;" 1/10/22";" Initial Annual Inspection - Reinspection Required; Fines pending";"20 %";20;
"QueensDC33014";"HELLENIC ORTHODOX COMMUNITY SAINT DEMETRIOS";"HELLENIC ORTHODOX COMMUNITY OF ASTORIA ST. DEMETRIOS";"30-11 30 DRIVE";"Queens";11102;"718-728-1754";"N/A";"03/30/2117";"Active";;;"No";"Private";"School Based Child Care";;" 11/24/21";" Compliance Inspection of Open Violations - Previously cited violations corrected";"N/A";12;
"QueensDC37033";"HELPING HAND ACADEMY";"HELPING HANDS ACADEMY I";"212-47 JAMAICA AVENUE";"Queens";11428;"718-776-7690";"N/A";"06/04/2117";"Active";;;"No";"Private";"School Based Child Care";;" 11/4/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"50 %";3;
"QueensDC36828";"HELPING HAND ACADEMY II";"HELPING HAND ACADEMY II";"188-32 JAMAICA AVENUE";"Queens";11423;"718-479-3124";"N/A";"07/06/2117";"Active";;;"No";"Private";"School Based Child Care";;" 11/3/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"100 %";5;
"QueensDC22215";"HELPING HAND DAYCARE ANNEX II, INC.";"HELPING HAND DAYCARE ANNEX II, INC.";"212-47 JAMAICA AVENUE";"Queens";11428;"718-776-7690";29978;"01/02/2023";"Permitted";"0 - 2";18;"No";"Private";"Child Care - Infants/Toddlers";9;" 11/12/21";" Compliance Inspection of Open Violations - Reinspection Not Required";"80 %";5;
"QueensDC10244";"HERBERT G. BIRCH SERVICES";"HERBERT G. BIRCH SERVICES, INC.";"10-24 49 AVENUE";"Queens";11101;"718-786-1104";6700;"12/04/2023";"Permitted";"2 - 5";152;"No";"Private";"Child Care - Pre School";"19 or more";" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";38;
"QueensDC38206";"High Five Daycare Inc.";"High Five Daycare Inc.";"50-08 39 STREET";"Queens";11104;"718-954-3402";105077;"10/22/2023";"Permitted";"0 - 2";28;"No";"Corporate";"Child Care - Infants/Toddlers";3;" 7/29/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"QueensDC38351";"High Five Daycare Inc.";"High Five Daycare Inc.";"50-08 39 STREET";"Queens";11104;"718-954-3402";105076;"10/22/2023";"Permitted";"2 - 5";11;"No";"Private";"Child Care - Pre School";3;" 7/29/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";3;
"QueensDC2511";"HOLY CHILD JESUS CATHOLIC ACADEMY";"BROOKLYN ARCHDIOCESE";"111-02 86 AVENUE";"Queens";11418;"718-849-3988";"N/A";"01/23/2115";"Active";;;"No";"DOE CBO";"School Based Child Care";;" 2/5/19";" Initial Annual Inspection - Passed inspection with no violations";"N/A";1;
"QueensDC1441";"HOLY FAMILY CATHOLIC ACADEMY";"BROOKLYN ARCHDIOCESE";"74-15 175TH STREET";"Queens";11366;"718-969-2124";"N/A";"01/23/2115";"Active";;;"No";"Corporate";"School Based Child Care";;" 11/4/21";" Initial Annual Inspection - Reinspection Required";"50 %";7;
"QueensDC2249";"HOLY MARTYRS";"HOLY MARTYRS ARMENIAN DAY SCHOOL";"209-15 HORACE HARDING EXPRESSWAY";"Queens";11364;"718-225-4826";"N/A";"01/23/2115";"Active";"2 - 5";38;"No";"Private";"School Based Child Care";;" 10/28/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"QueensDC2793";"HOLY MOUNTAIN NURSERY";"HOLY MOUNTAIN CHILD WORLD INC";"29-49 137 STREET";"Queens";11354;"718-359-6080";6468;"09/09/2023";"Permitted";"2 - 5";45;"No";"Private";"Child Care - Pre School";26;" 8/18/21";" Initial Annual Inspection - Reinspection Required";"50 %";5;
"QueensDC20054";"HOLY TRINITY CATHOLIC ACADEMY";"BROOKLYN ARCHDIOCESE";"14-45 143RD STREET";"Queens";11357;"718-746-1479";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Corporate";"School Based Child Care";;" 1/23/20";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"N/A";8;
"QueensDC2854";"HOME SWEET HOME CHILDREN'S SCHOOL,INC.";"HOME SWEET HOME CHILDREN'S SCHOOL,INC.";"196-17 53 AVENUE";"Queens";11365;"718-357-9738";6525;"03/04/2024";"Permitted";"2 - 5";79;"No";"DOE CBO";"Child Care - Pre School";"18 or more";" 9/13/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"33 %";11;
"QueensDC22039";"HONEYPOT DAYCARE CENTER , INC.";"HONEYPOT DAYCARE CENTER , INC.";"140-22 BEECH AVENUE";"Queens";11355;"718-539-2388";8417;"11/07/2021";"In-Renewal";"2 - 5";90;"No";"Private";"Child Care - Pre School";11;" 8/6/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"80 %";8;
"QueensDC21375";"HOWARD BEACH JUDEA CENTER";"HOWARD BEACH JUDEA CENTER";"162-05 90 STREET";"Queens";11414;"718-848-1111";8339;"11/01/2022";"Permitted";"2 - 5";30;"No";"Private";"Child Care - Pre School";12;" 9/30/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";5;
"QueensDC22771";"I BEAR DAYCARE CENTER";"I BEAR DAYCARE CENTER, INC";"33-15 154TH STREET";"Queens";11354;"718-939-3870";24217;"10/05/2022";"Permitted";"2 - 5";39;"No";"Private";"Child Care - Pre School";10;" 6/1/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"50 %";3;
"QueensDC33654";"IBRAIN NURSERY";"KWANG YA CHURCH";"27-11 BAYSIDE LANE";"Queens";11358;"718-888-0958";103623;"06/03/2022";"Permitted";"2 - 5";26;"No";"Private";"Child Care - Pre School";6;" 10/27/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";2;
"QueensDC2306";"ICCD";"INTERDISCIPLINARY CENTER FOR CHILD DEVELOPMENT,INC.";"35-55 223 STREET";"Queens";11361;"718-428-5370";5620;"06/21/2022";"Permitted";"2 - 5";90;"No";"Private";"Child Care - Pre School";"18 or more";" 11/22/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";23;
"QueensDC10985";"ICCD";"INTERDISCIPLINARY CENTER FOR CHILD DEVELOPMENT INC.";"98-02 62 DRIVE";"Queens";11374;"718-263-1587";5313;"08/31/2022";"Permitted";"2 - 5";147;"No";"Private";"Child Care - Pre School";"18 or more";" 12/21/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";32;
"QueensDC2352";"IDEAL MONTESSORI";"IDEAL MONTESSORI";"87-41 165 STREET";"Queens";11432;"718-523-6237";"N/A";"01/23/2115";"Active";"2 - 5";36;"No";"Private";"School Based Child Care";;" 11/30/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"50 %";6;
"QueensDC2244";"IMAGINE EARLY LEARNING CENTERS, LLC";"IMAGINE EARLY LEARNING CENTERS, LLC";"1 JAMAICA CENTER PLAZA";"Queens";11432;"718-557-5520";6810;"09/27/2022";"Permitted";"2 - 5";47;"No";"Private";"Child Care - Pre School";"18 or more";" 8/23/21";" Initial Annual Inspection - Passed inspection with no violations";"40 %";4;
"QueensDC2456";"IMMACULATE CONCEPTION CATHOLIC ACADEMY IN ASTORIA";"IMMACULATE CONCEPTION CATHOLIC ACADEMY IN ASTORIA";"21-63 29 STREET";"Queens";11105;"718-728-1969";"N/A";"11/24/2116";"Active";;25;"No";"DOE CBO";"School Based Child Care";;" 11/24/21";" Compliance Inspection of Open Violations - Previously cited violations corrected";"0 %";25;
