"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"Ms. Darcie Kuzik";"3198 South Genito Road";23922;"Burkeville";"Nottoway";"VA";"(804) 365-2375";"Family Day Home";"Three Year";"April 24, 2021";;"6:30am - 6:30pm";"Monday - Friday";8;"1 month - 12 years 11 months";"Ali Metzger: (804) 662-9092";30241;"No";;;;1105755;
"Pickett Park Day Care Center";"3951 Military Road";23824;"Blackstone";"Nottoway";"VA";"(434) 292-9995";"Child Day Center";"Two Year";"March 6, 2021";"Mrs. Doris B. Davis";"6:30 AM - 6:00 PM";"Monday - Friday";45;"1 year 3 months - 12 years 11 months";"Sharon Curlee: (804) 662-9758";29701;"Yes";;;;1105388;
"STEPS Head Start - Nottoway";"615 East Street";23824;"Blackstone";"Nottoway";"VA";"(434) 292-5082";"Child Day Center";"Two Year";"May 20, 2022";"Ms. Carolyn Early";"8:00 am - 4:00 pm";"Monday - Friday";40;"3 years - 5 years 11 months";"Jennifer Moore: (804) 662-9716";41508;"No";;3;;1107872;
"Kingdom Community Church-KCC";"202 Archer Street";23930;"Crewe";"Nottoway";"VA";"(434) 289-2202";"Religious Exempt Child Day Center";"Exempt";"Sept. 15, 2021";"Lisa Taylor";"6:30am - 5:00pm";"Monday - Friday";35;"5 years - 12 years 11 months";"Kandra Brown: (804) 662-9038";46573;"No";;;;1106016;
"Lion of Judah Ministries";"612 North Main Street";23824;"Blackstone";"Nottoway";"VA";"(434) 292-1213 (27)";"Religious Exempt Child Day Center";"Exempt";"Sept. 30, 2020";"Ms. Doris Maclin";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"2 months - 4 years 11 months";"Kandra Brown: (804) 662-9038";22176;"Yes";;;;1034093;
"Bright Side Early Care and Learning Center - Spicers Mill";"165 Spicers Mill Road";22960;"Orange";"Orange";"VA";"(540) 360-4044";"Child Day Center";"Two Year";"Sept. 1, 2020";"Dori Boggs";"6:15 AM - 5:30 PM";"Monday - Friday";62;"1 month - 12 years 11 months";"Diann S. Reed: (540) 280-0742";44289;"Yes";;2;;1108350;
"Bright Side Early Care and Learning Center, LLC";"462 N. Madison Road";22960;"Orange";"Orange";"VA";"(540) 308-7496";"Child Day Center";"Two Year";"Jan. 20, 2021";"Ms. Dori Boggs";"6:15 a.m. - 5:30 p.m.";"Monday - Friday";44;"1 month - 12 years 11 months";"Diann S. Reed: (540) 280-0742";42159;"Yes";" Suite A";2;;1108041;
"Callahan Learning Center LLC";"4354 Germanna Highway";22508;"Locust grove";"Orange";"VA";"(540) 786-9888";"Child Day Center";"Conditional";"April 25, 2021";"Mr. Thomas F Callahan";"5:00 AM - 8:00 PM";"Monday - Friday";106;"1 year 4 months - 12 years 11 months";"Julie R. Kunowsky: (540) 430-9256";46642;"No";;;;1108924;
"Corner Pre-School";"27235 Sunnyside Road";22567;"Unionville";"Orange";"VA";"(540) 854-5240";"Child Day Center";"Two Year";"June 14, 2021";"Ms. Catherine H. Young-Turgal";"9:00 a.m. - 12:00 p.m.";"Monday - Friday";20;"2 years 6 months - 5 years 11 months";"Chrystal King: (804) 297-4469";29513;"No";;;;1105355;
"Daniella Holmes";"286 Hilltop Drive";22960;"Orange";"Orange";"VA";"(540) 229-9981";"Family Day Home";"Two Year";"June 21, 2022";;"6:00 AM - 5:30 PM";"Monday - Friday";12;"1 month - 12 years 11 months";"Diann S. Reed: (540) 280-0742";44981;"No";;;;1109762;
"Donna Conway";"26105 Lafayette Dr.";22542;"Rhoadesville";"Orange";"VA";"(540) 732-0901";"Family Day Home";"Three Year";"March 27, 2023";;"7:00 AM - 6:00 PM";"Monday - Saturday";12;"1 month - 12 years 11 months";"Julie R. Kunowsky: (540) 430-9256";44724;"Yes";;;;1109686;
"Grymes Memorial School Inc.";"13775 Spicers Mill Road";22960;"Orange";"Orange";"VA";"(540) 672-1010";"Child Day Center";"Two Year";"Oct. 29, 2020";"Kimber Keating";"8:30 a.m. - 3:20 p.m.";"Monday - Friday";20;"3 years - 6 years 11 months";"Chrystal King: (804) 297-4469";36771;"No";;;;1106631;
"Jupiter Learning Academy";"32365 Constitution Highway";22508;"Locust grove";"Orange";"VA";"(540) 854-0000";"Child Day Center";"Two Year";"Nov. 1, 2020";"Ms. Samantha Zayas";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";113;"1 month - 12 years 11 months";"Beth Orebaugh: (540) 847-9173";41810;"Yes";;1;;1107932;
"Locust Grove School Age Child Care";"31230 Constitution Highway";22508;"Locust grove";"Orange";"VA";"(540) 854-9088";"Child Day Center";"Two Year";"Jan. 1, 2022";"Ms. Alisha Vines";"6:30 a.m. - 7:00 p.m.";"Monday - Friday";65;"4 years 10 months - 12 years 11 months";"Barbara Workman";39841;"Yes";;;;1107368;
"Mrs. Ellen Steele";"10101 Ivy Lane";22567;"Unionville";"Orange";"VA";"(540) 854-8581";"Family Day Home";"Three Year";"July 18, 2021";;"6:00 AM - 5:30 PM";"Monday - Friday";12;"1 month - 12 years 11 months";"Michelle W. Argenbright: (540) 848-4123";37760;"No";;;;1108246;
"Ms. Audrey Stafford";"10245 Sunset Lane";22567;"Unionville";"Orange";"VA";"(540) 854-5262";"Family Day Home";"Two Year";"April 2, 2022";;"6:30 a.m. - 6:00 p.m.";"Monday - Friday";12;"Birth - 12 years 11 months";"Diann S. Reed: (540) 280-0742";27027;"No";;;;1105137;
"Ms. Charlise Brock";"9091 Sunflower Lane";22542;"Rhoadesville";"Orange";"VA";"(540) 854-9277";"Family Day Home";"Two Year";"Dec. 21, 2021";;"5:00 a.m. - 4:30 p.m.";"Monday - Friday";12;"Birth - 12 years 11 months";"Maureen Gallagher-McLeod: (540) 430-9259";29287;"Yes";;;;1105577;
"Ms. Constance Lewis";"23375 Bernice Lane";22567;"Unionville";"Orange";"VA";"(540) 854-4991";"Family Day Home";"Two Year";"July 1, 2022";;"4:30 a.m. - 5:30 p.m.";"Monday - Sunday";12;"Birth - 12 years 11 months";"Maureen Gallagher-McLeod: (540) 430-9259";24713;"Yes";;;;1080397;
"Ms. Cynthia Holmes";"26070 Old Office Road";22701;"Culpeper";"Orange";"VA";"(540) 854-8939";"Family Day Home";"One Year";"Aug. 19, 2021";;"5:00 a.m. - 6:00 p.m.";"Monday - Friday";12;"6 months - 12 years 11 months";"Michelle W. Argenbright: (540) 848-4123";34639;"Yes";;;;1107291;
"Ms. Dianna McIlwee";"267 Boxley Lane";22960;"Orange";"Orange";"VA";"(540) 672-9264";"Family Day Home";"Two Year";"May 7, 2022";;"7:45 a.m. - 4:45 p.m.";"Monday - Friday";9;"Birth - 6 years 11 months";"Diann S. Reed: (540) 280-0742";17127;"No";;;;875758;
"Ms. McShanna Jackson";"301 Paynor Avenue";22942;"Gordonsville";"Orange";"VA";"(540) 832-3387";"Family Day Home";"Two Year";"July 11, 2022";;"6:30 a.m. - 4:30 p.m.";"Monday - Friday";12;"6 months - 10 years 11 months";"Chrystal King: (804) 297-4469";35698;"Yes";;;;1107613;
"Orange County Government - Office on Youth (Gordon Barbour)";"500 W. Baker Street";22942;"Gordonsville";"Orange";"VA";"(540) 832-5401";"Child Day Center";"Two Year";"March 8, 2022";"Mrs. Alisha I. Vines";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";50;"4 years 10 months - 12 years 11 months";"Barbara Workman";15709;"Yes";" Gordon Barbour Elementary School";;"Program Located in a Public School";826846;
"Orange County Government - Office on Youth (Lightfoot)";"11360 Zachary Taylor Highway";22567;"Unionville";"Orange";"VA";"(540) 661-5465";"Child Day Center";"Conditional";"Feb. 16, 2021";"Ms. Alisha Vines";"6:30 AM - 6:00 PM";"Monday - Friday";50;"4 years 8 months - 12 years 11 months";"Barbara Workman";46485;"Yes";;;;1108845;
"Orange Elementary Child Care Program - Orange County Government";"230 Montevista Avenue";22960;"Orange";"Orange";"VA";"(540) 672-9195";"Child Day Center";"Two Year";"Dec. 19, 2020";"Mrs. Alisha Vines";"6:45 a.m. - 6:00 p.m.";"Monday - Friday";50;"4 years 8 months - 12 years 11 months";"Barbara Workman";16444;"Yes";;;;856478;
"The Lake of the Woods Church Child Care Center";"1 Church Lane";22508;"Locust grove";"Orange";"VA";"(540) 972-2349";"Child Day Center";"Two Year";"April 25, 2021";"Ms. Belinda I Divelbiss";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";120;"2 years 11 months - 12 years 11 months";"Barbara Workman";10240;"Yes";;;;445007;
"Ms. Christine Jones-Nixon";"8720 Old Rapidan Road";22960;"Orange";"Orange";"VA";"(540) 672-0811";"Voluntary Registration";;"March 8, 2021";;"6:00 A.M. - 5:30 P.M.";"Monday - Friday";4;;"Michelle W. Argenbright: (540) 848-4123";35708;"No";;;;3271;"Two Year"
"North Pamunkey Baptist Church";"15109 Pamunkey Lane";22960;"Orange";"Orange";"VA";"(540) 854-2350";"Religious Exempt Child Day Center";"Exempt";"Oct. 5, 2021";"Ms. Jane Eppard";"09:00 a.m. - 12:00 p.m.";"Tuesday - Thursday";30;"2 years 6 months - 5 years 11 months";"Michelle W. Argenbright: (540) 848-4123";33272;"No";;;;1105090;
"Orange Presbyterian Church";"162 West Main Street";22960;"Orange";"Orange";"VA";"(540) 672-4240";"Religious Exempt Child Day Center";"Exempt";"March 12, 2021";"Ms. Caroline Baldwin";"9:00 AM - 12:00 PM";"Monday - Friday";42;"3 years - 5 years 11 months";"Michelle W. Argenbright: (540) 848-4123";17870;"No";;;;904042;
"Hoppy Polliwogs Daycare LLC";"215 West Main Street";22851;"Stanley";"Page";"VA";"(540) 244-4592";"Child Day Center";"Two Year";"Jan. 21, 2022";"Ms. Michelle Walters";"3:00 AM - 6:00 PM";"Monday - Friday";85;"Birth - 12 years 11 months";"Maureen Gallagher-McLeod: (540) 430-9259";45400;"Yes";" Suite B";;;1108611;
"Ms. Mable Frye";"502 W. Main Street";22835;"Luray";"Page";"VA";"(540) 743-4084";"Family Day Home";"Two Year";"March 17, 2021";;"6:00 a.m. - 5:00 p.m.";"Monday - Friday";12;"2 months - 12 years 11 months";"Barbara Workman";36499;"Yes";;;;1107887;
"Skyline CAP - Page County";"306 Aylor Grubbs Avenue";22851;"Stanley";"Page";"VA";"(540) 948-3916 (288)";"Child Day Center";"Two Year";"April 24, 2022";"Mr. Simon Fiscus";"8:00 a.m. - 4:00 p.m.";"Monday - Friday";20;"3 years - 5 years 11 months";"Julie R. Kunowsky: (540) 430-9256";39775;"No";;;;1107355;
"Skyline CAP Head Start - Springfield";"158 Big Spring Lane";22650;"Rileyville";"Page";"VA";"(540) 948-3916 (289)";"Child Day Center";"Two Year";"March 3, 2021";"Simon Fiscus";"8:00 AM - 4:00 PM";"Monday - Friday";20;"3 years - 5 years 11 months";"Julie R. Kunowsky: (540) 430-9256";44830;"No";;;;1108471;
"Leakes Chapel Church of the Brethren";"2334 Honeyville Road";22851;"Stanley";"Page";"VA";"(540) 778-3008";"Religious Exempt Child Day Center";"Exempt";"Sept. 12, 2021";"Ms. Tracey Kendig";"09:00 a.m. - 12:00 p.m.";"Monday - Friday";20;"2 years - 5 years 11 months";"Julie R. Kunowsky: (540) 430-9256";37604;"No";;;;1105418;
"Luray United Methodist Church";"1 West Main Street";22835;"Luray";"Page";"VA";"(540) 743-6540";"Religious Exempt Child Day Center";"Exempt";"Aug. 12, 2021";"Ms. Sue Raeburn";"7:45 AM - 11:30 AM";"Tuesday - Thursday";28;"3 years - 5 years 11 months";"Julie R. Kunowsky: (540) 430-9256";41423;"No";;;;1105779;
"Mt. Carmel Regular Baptist Church";"2331 U.S. Highway Business 340";22835;"Luray";"Page";"VA";"(540) 743-9558";"Religious Exempt Child Day Center";"Exempt";"Aug. 30, 2021";"Ms. Misty Pierce";"08:15 a.m. - 03:00 p.m.";"Monday - Friday";50;"2 years - 5 years 11 months";"Julie R. Kunowsky: (540) 430-9256";34413;"No";;;;1105166;
"St. Mark Lutheran Church";"201 East Main Street";22835;"Luray";"Page";"VA";"(540) 743-5241";"Religious Exempt Child Day Center";"Exempt";"April 30, 2020";"Ms. Kristin Comer";"5:30 a.m. - 6:30 p.m.";"Monday - Friday";52;"2 years 6 months - 11 years 11 months";"Julie R. Kunowsky: (540) 430-9256";17110;"Yes";;;;875111;
"Appletree Child Development Center, LLC";"9803 Woolwine Highway";24185;"Woolwine";"Patrick";"VA";"(276) 930-3866";"Child Day Center";"Two Year";"March 2, 2021";"Ms. Wendy R. Merriman";"7:30 AM - 5:30 PM";"Monday - Friday";25;"1 month - 12 years 11 months";"Julia Kimbrough: (276) 608-4267";39210;"Yes";;1;;1107188;
"Mrs. Faye Fain";"101 Possum Lane";24133;"Patrick springs";"Patrick";"VA";"(276) 694-2985";"Family Day Home";"Three Year";"Sept. 27, 2023";;"5:30 AM - 5:30 PM";"Monday - Friday";8;"1 month - 11 years 11 months";"Julia Kimbrough: (276) 608-4267";25707;"No";;;;1093766;
"Mrs. Janet Bishop";"4431 Pleasant View Drive";24133;"Patrick springs";"Patrick";"VA";"(276) 629-6819";"Family Day Home";"Three Year";"Feb. 27, 2021";;"6 AM - 5:30 PM";"Monday - Friday";12;"Birth - 12 years 11 months";"Julia Kimbrough: (276) 608-4267";24045;"No";;;;1072017;
"Mrs. Lisa Goins";"144 Wayside Road";24171;"Stuart";"Patrick";"VA";"(276) 694-6808";"Family Day Home";"Three Year";"Jan. 28, 2021";;"7:30 AM - 4:30 PM";"Monday - Friday";12;"1 month - 12 years 11 months";"Julia Kimbrough: (276) 608-4267";21692;"No";;;;1024365;
"Patrick Springs Head Start";"75 Elementary Lane";24133;"Patrick springs";"Patrick";"VA";"(276) 694-4119";"Child Day Center";"Two Year";"March 14, 2021";"Melissa Pilson";"8:00 AM - 4:00 PM";"Monday - Friday";20;"2 years 6 months - 6 years 11 months";"Julia Kimbrough: (276) 608-4267";21003;"No";;3;;1001900;
"STEP Stuart Head Start Center";"4559 Wayside Road";24171;"Stuart";"Patrick";"VA";"(276) 694-2239";"Child Day Center";"Two Year";"Aug. 4, 2022";"Kathleen Kilgore";"8am - 4pm";"Monday - Friday";36;"1 month - 5 years 11 months";"Julia Kimbrough: (276) 608-4267";37141;"No";;3;;1106703;
"Beautiful Beginning Daycare and Learning Center";"1974 South Sycamore Street";23805;"Petersburg";"Petersburg";"VA";"(804) 733-7880";"Child Day Center";"Two Year";"Dec. 11, 2020";"Mrs. Wanda Brown";"6:30 AM - 5:30 PM";"Monday - Friday";81;"1 month - 12 years 11 months";"Heather Dapper: (804) 662-7014";23827;"Yes";;;;1069164;
"Buildin Blocks Daycare";"2901 S. Crater Road";23805;"Petersburg";"Petersburg";"VA";"(804) 431-2757";"Child Day Center";"Conditional";"Nov. 17, 2020";"Angela Nelson";"6:30am - 6:00pm";"Monday - Friday";55;"3 months - 12 years 11 months";"Kandra Brown: (804) 662-9038";45990;"Yes";;;;1108750;
"Divine Kare Learning Center";"1929 S. Sycamore Street";23805;"Petersburg";"Petersburg";"VA";"(804) 957-5639";"Child Day Center";"Two Year";"July 31, 2021";"Ms. Deanna Johnson";"6:00am - 6:00 pm";"Monday - Friday";46;"1 month - 12 years 11 months";"Kandra Brown: (804) 662-9038";44916;"Yes";;;;1108492;
"Ellen Young";"1823 Walton Street";23805;"Petersburg";"Petersburg";"VA";"(804) 894-8830";"Family Day Home";"One Year";"July 2, 2021";;"5:00 a.m. - 6:00 p.m.";"Monday - Friday";9;"1 month - 12 years 11 months";"Jennifer Moore: (804) 662-9716";30400;"Yes";;1;;1105791;
"Harvest Child Care Center/BEVC";"1017 W. Washington Street";23803;"Petersburg";"Petersburg";"VA";"(804) 861-2850";"Child Day Center";"Two Year";"Aug. 5, 2022";"Bracina Hill";"6:30 AM - 6:00 PM";"Monday - Friday";162;"Birth - 12 years 11 months";"Kelly Adriazola: (804) 662-9760";38578;"Yes";;1;;1107057;
"I'm A Genius Montessori Academy";"29 Morton Avenue";23805;"Petersburg";"Petersburg";"VA";"(757) 705-2598";"Child Day Center";"Two Year";"Dec. 7, 2021";"Tameka Blount-Brown";"7:00 a. m. - 6:00 p. m.";"Monday - Friday";29;"Birth - 12 years 11 months";"Kandra Brown: (804) 662-9038";41077;"Yes";;;;1107715;
"Ms. Anita Goode";"2223 Van Dorn Street";23805;"Petersburg";"Petersburg";"VA";"(804) 203-5606";"Family Day Home";"Two Year";"May 9, 2022";;"5:00am - 9:00pm";"Monday - Friday";9;"Birth - 12 years 11 months";"Jennifer Moore: (804) 662-9716";33574;"Yes";;;;1106944;
"Ms. Leona Buford";"1201 Melville Street";23803;"Petersburg";"Petersburg";"VA";"(804) 861-5564";"Family Day Home";"Two Year";"June 11, 2022";;"4:45am - 10:00pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Kelly Adriazola: (804) 662-9760";14637;"Yes";;1;;765568;
"Ms. Lisa Salih";"2304 Fort Rice Street";23805;"Petersburg";"Petersburg";"VA";"(804) 722-0581";"Family Day Home";"Two Year";"Dec. 3, 2021";;"6:00am - 6:00pm";"Monday - Friday";9;"Birth - 12 years 11 months";"Tara Barton: (804) 662-9766";30981;"Yes";;;;1106027;
"Ms. Pamela Shands";"327 Beauregard Avenue";23805;"Petersburg";"Petersburg";"VA";"(804) 720-7076";"Family Day Home";"One Year";"Jan. 16, 2021";;"6:00am - 5:30pm";"Monday - Friday";9;"1 month - 12 years 11 months";"Kelly Adriazola: (804) 662-9760";25960;"Yes";;;;1096897;
"Ms. Sandra Davis";"1214 Patterson Street";23803;"Petersburg";"Petersburg";"VA";"(804) 919-1295";"Family Day Home";"One Year";"Feb. 28, 2021";;"5:30am - 6:00pm";"Monday - Friday";9;"1 year 4 months - 5 years 11 months";"Tara Barton: (804) 662-9766";42029;"No";;;;1109164;
"Ms. Shamedra Alston";"1873 East Boulevard";23805;"Petersburg";"Petersburg";"VA";"(804) 895-6766";"Family Day Home";"Two Year";"Oct. 24, 2021";;"6:00am - 11:30pm";"Monday - Friday";9;"1 month - 12 years 11 months";"Kelly Adriazola: (804) 662-9760";44336;"Yes";;;;1109592;
"Restoration of Petersburg Community Development Corporation";"444 Halifax Street";23803;"Petersburg";"Petersburg";"VA";"(804) 861-4463";"Child Day Center";"Conditional";"Sept. 3, 2020";"Glenda Howard";"6:00 am - 6:00 pm";"Monday - Friday";89;"2 years - 12 years 11 months";"Jennifer Moore: (804) 662-9716";33805;"Yes";;;;1106028;
"Rose Kelley";"229 Rolfe Street";23803;"Petersburg";"Petersburg";"VA";"(804) 805-2910";"Family Day Home";"One Year";"Nov. 28, 2020";;"5:45a.m. - 9:45p.m.";"Monday - Friday";9;"Birth - 12 years 11 months";"Tara Barton: (804) 662-9766";45248;"No";;;;1109854;
"Rosemary Kates";"1324 Grant Avenue";23803;"Petersburg";"Petersburg";"VA";"(804) 861-3733";"Family Day Home";"One Year";"Oct. 22, 2020";;"7:00 am - 5:20 pm";"Monday - Friday";4;"Birth - 12 years 11 months";"Kelly Adriazola: (804) 662-9760";32738;"Yes";;;;1106675;
"Wiz Kidz Inc.";"15 Holly Hill Drive";23805;"Petersburg";"Petersburg";"VA";"(804) 894-8183";"Child Day Center";"Two Year";"Nov. 30, 2021";"Ms. Mekeisha Gray";"6:00am - 6:00pm";"Monday - Friday";70;"1 year 4 months - 12 years 11 months";"Kelly Adriazola: (804) 662-9760";37963;"Yes";;;;1106902;
"YMCA - Petersburg";"120 N. Madison Street";23803;"Petersburg";"Petersburg";"VA";"(804) 733-9333";"Child Day Center";"Two Year";"Dec. 31, 2021";"Ms. Markeisha Campbell";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";150;"4 years 9 months - 12 years 11 months";"Jennifer Moore: (804) 662-9716";14978;"No";;;;781377;
"YMCA - Walnut Hill";"300 W. South Boulevard";23805;"Petersburg";"Petersburg";"VA";"(804) 801-8063";"Child Day Center";"Two Year";"March 2, 2021";"Denise Moore";"8:00am - 6:00pm";"Monday - Friday";450;"4 years 9 months - 12 years 11 months";"Jennifer Moore: (804) 662-9716";19785;"Yes";;;"Program Located in a Public School";960295;
"Cornerstone Ministries of Virginia, Inc.";"3267-B South Crater Road";23805;"Petersburg";"Petersburg";"VA";"(804) 862-1899";"Religious Exempt Child Day Center";"Exempt";"March 17, 2021";"Darlene Thomas";"6:00 am - 6:00 pm";"Monday - Friday";74;"6 months - 5 years 11 months";"Kandra Brown: (804) 662-9038";37112;"No";;;;1105379;
"Crosslight Assembly of God";"27 Seyler Drive";23805;"Petersburg";"Petersburg";"VA";"(804) 892-2402";"Religious Exempt Child Day Center";"Exempt";"July 13, 2021";"Ms Hope Wiley";"6:30 am - 6:00 pm";"Monday - Friday";44;"2 years 6 months - 9 years 11 months";"Kandra Brown: (804) 662-9038";39815;"No";;;;1105645;
"Ms. Judy Crews";"7 Saint John Court";"23803-5784";"Petersburg";"Petersburg";"VA";"(804) 712-6617";"Voluntary Registration";;"July 31, 2022";;"6:00 a.m. - 12:00 a.m.";"Monday - Friday";4;;"Cynthia Carneal: (804) 726-7140";35427;"No";;;;3200;"Two Year"
"Ms. Ramona Noggin";"506 Magnolia Farms Drive";23803;"Petersburg";"Petersburg";"VA";"(804) 203-4829";"Voluntary Registration";;"Aug. 21, 2021";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";4;;"Cynthia Carneal: (804) 726-7140";45709;"No";;;;5533;"Two Year"
"Petersburg First Assembly of God";"25213 Ferndale Road";23803;"Petersburg";"Petersburg";"VA";"(804) 732-2591";"Religious Exempt Child Day Center";"Exempt";"Feb. 4, 2021";"Ms. Christi Walker";"6:30 am - 6:00 pm";"Monday - Friday";150;"2 years 6 months - 12 years 11 months";"Kandra Brown: (804) 662-9038";34702;"No";;;;1105185;
"Restoring America's Families Ministries";"210 South Market Street";23803;"Petersburg";"Petersburg";"VA";"(804) 862-1600";"Religious Exempt Child Day Center";"Exempt";"Oct. 25, 2020";"Mr. Kervin Bell";"6:00 am - 7:00 pm";"Monday - Friday";70;"7 months - 12 years 11 months";"Kandra Brown: (804) 662-9038";21337;"Yes";;;;1013754;
"Saint Joseph School";"123 Franklin Street";23803;"Petersburg";"Petersburg";"VA";"(804) 732-3931";"Religious Exempt Child Day Center";"Exempt";"Aug. 23, 2020";"Karen Peffer";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";50;"4 years - 12 years 11 months";"Kandra Brown: (804) 662-9038";40505;"No";;;;1105709;
"St. Mark's United Methodist Church";"225 Claremont Street";23805;"Petersburg";"Petersburg";"VA";"(804) 733-0420";"Religious Exempt Child Day Center";"Exempt";"Nov. 2, 2020";"Mrs. Kay Francis";"9:00am - 12:00pm";"Monday - Friday";44;"2 years 6 months - 5 years 11 months";"Kandra Brown: (804) 662-9038";20520;"No";;;;987592;
"The Father's House Community Outreach Center";"3340 W. Washington Street";23803;"Petersburg";"Petersburg";"VA";"(804) 861-5270";"Religious Exempt Child Day Center";"Exempt";"Feb. 19, 2021";"Doris Davis";"5:30 a.m. - 6:00 p.m.";"Monday - Friday";85;"1 month - 12 years 11 months";"Kandra Brown: (804) 662-9038";22514;"Yes";;;;1042789;
"Trinity Missionary Baptist Church";"233 Halifax Street";23803;"Petersburg";"Petersburg";"VA";"(804) 732-3000";"Religious Exempt Child Day Center";"Exempt";"Nov. 26, 2020";"Ms. Tequilla Downey";"6:00 am - 6:00 pm";"Monday - Friday";30;"Birth - 12 years 11 months";"Kandra Brown: (804) 662-9038";24406;"Yes";;1;;1076365;
"Zion Apostolic Christian Memorial Church";"1601 Youngs Road";23803;"Petersburg";"Petersburg";"VA";"(804) 722-1665";"Religious Exempt Child Day Center";"Exempt";"March 29, 2021";"Lisa M. Malone";"6:15 a.m. - 6:00 p.m.";"Monday - Friday";78;"2 years - 11 years 6 months";"Kandra Brown: (804) 662-9038";40298;"Yes";;;;1105692;
"Altavista Area YMCA Discovery Place -Gretna";"502 Main Street";24557;"Gretna";"Pittsylvania";"VA";"(434) 369-9622";"Child Day Center";"Two Year";"Aug. 9, 2021";"Ms. Brynn Simons";"6:00AM - 6:00PM";"Monday - Friday";20;"4 years - 12 years 11 months";"Kelly Ann Campbell: (540) 309-2494";24156;"Yes";;;;1073463;
"Children First Learning Center";"5000 US Highway 29";24527;"Blairs";"Pittsylvania";"VA";"(434) 836-9156";"Child Day Center";"Two Year";"July 27, 2021";"Krystle Robertson";"6:30 am - 6:00 pm";"Monday - Friday";88;"1 year - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";44958;"Yes";;3;;1108506;
"Danville Family YMCA Kentuck Elementary";"100 Kentuck Elementary Circle";24586;"Ringgold";"Pittsylvania";"VA";"(434) 792-0621";"Child Day Center";"Two Year";"July 13, 2021";"Mr. Cord Cothren";"3:00 p.m. - 6:00 p.m.";"Monday - Friday";100;"4 years - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";45109;"Yes";;;;1108546;
"Danville Family YMCA/Chatham Community Center";"115 S. Main Street";24531;"Chatham";"Pittsylvania";"VA";"(434) 799-0621";"Child Day Center";"Conditional";"Feb. 19, 2021";"Cord Cothren";"7:30 AM - 5:30 PM";"Monday - Friday";100;"4 years - 12 years 11 months";"Monique D Anderson: (540) 309-2397";46568;"No";;;;1108888;
"Heritage Academy";"1461 Dry Fork Road";24549;"Dry fork";"Pittsylvania";"VA";"(434) 432-8380";"Child Day Center";"Two Year";"April 26, 2022";"Ms. Ann Haymes";"8:00 AM - 3:00 PM";"Monday - Friday";18;"2 years 6 months - 5 years 11 months";"Rebecca Forestier: (540) 309-2835";38424;"No";;;;1107019;
"Kid-Konnection Child Development Center";"2825 Stony Mill School Road";24541;"Danville";"Pittsylvania";"VA";"(434) 685-7663";"Child Day Center";"Two Year";"Dec. 1, 2021";"Mrs. Lisa Lovern Vance";"6:00 AM - 6:00 PM";"Monday - Friday";86;"Birth - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";36116;"Yes";;2;;1106487;
"Linda Gilbert";"210 Northside Drive";24557;"Gretna";"Pittsylvania";"VA";"(434) 656-6179";"Family Day Home";"Two Year";"April 1, 2021";;"6:30 Am - 5 Pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Kelly Ann Campbell: (540) 309-2494";20823;"Yes";;1;;997211;
"Little Blessings Child Care, Inc.";"1133 Locust Drive";24069;"Cascade";"Pittsylvania";"VA";"(434) 685-2458";"Child Day Center";"Two Year";"July 28, 2022";"Mrs. Anna W. Warren";"6:00 AM - 6:00 PM";"Monday - Friday";67;"1 month - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";19535;"Yes";;3;;954899;
"Mrs. Cheryl Moore";"303 West Watts Street";24557;"Gretna";"Pittsylvania";"VA";"(434) 656-6533";"Family Day Home";"Two Year";"Sept. 12, 2021";;"6:30 AM - 5:30 PM";"Monday - Friday";12;"2 months - 12 years 11 months";"Victoria E Dawson: (540) 309-2674";23673;"No";;;;1066408;
"Ms. Gwendolyn Averett";"913 Little Creek Road";24586;"Ringgold";"Pittsylvania";"VA";"(804) 792-2538";"Family Day Home";"Two Year";"Aug. 9, 2022";;"6am - 6pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";21791;"Yes";;2;;1026244;
"PCCA Head Start - Joseph L. Galloway";"514 North Main Street";24531;"Chatham";"Pittsylvania";"VA";"(434) 432-1908";"Child Day Center";"Two Year";"Jan. 16, 2022";"Angela Barnes";"9:00 am - 3:00 pm";"Monday - Friday";60;"2 years 11 months - 5 years 11 months";"Rebecca Forestier: (540) 309-2835";8572;"No";;4;;25003;
