"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"AlphaBEST at Tyler Elementary";"14500 John Marshall Highway";20155;"Gainesville";"Prince William";"VA";"(703) 453-7716";"Child Day Center";"Two Year";"May 15, 2024";"Ms. Kyra Bates";"6:00 a.m.-9:00 a.m. - 3:00 p.m.-6:30 p.m.";"Monday - Friday";75;"5 years - 12 years 11 months";"Cathy Aylor: (540) 222-6352";41257;"Yes";;;"Program Located in a Public School";1107772;
"AlphaBEST at Vaughan Elementary";"2200 York Drive";22191;"Woodbridge";"Prince William";"VA";"(703) 453-7118";"Child Day Center";"Two Year";"April 11, 2025";"Khaoula Fourkani";"6:00 a.m. 3:00 p.m. - 9:00 a.m. 6:30 p.m.";"Monday - Friday";75;"5 years - 12 years 11 months";"Sharon Allen: (540) 272-2941";41288;"Yes";;;"Program Located in a Public School";1107802;
"AlphaBEST at Victory Elementary";"12001 Tygart Drive";20136;"Bristow";"Prince William";"VA";"(703) 453-7721";"Child Day Center";"Two Year";"April 25, 2024";"Cheryl Conley";"6:00 a.m. - 9:00 a.m. - 3:30 p.m. - 6:30 p.m.";"Monday - Friday";105;"5 years - 12 years 11 months";"Cathy Aylor: (540) 222-6352";41262;"Yes";;;"Program Located in a Public School";1107777;
"AlphaBEST at Westridge Elementary";"12400 Knightsbridge Drive";22192;"Woodbridge";"Prince William";"VA";"(703) 453-7123";"Child Day Center";"Two Year";"Feb. 28, 2025";"Chahrazad Es-Sibai";"6:00 a.m. - 9:10 a.m. - 3:30 p.m. - 6:30 p.m.";"Monday - Friday";90;"5 years - 12 years 11 months";"Sharon Allen: (540) 272-2941";41278;"Yes";;;"Program Located in a Public School";1107792;
"AlphaBEST at Wilson Elementary";"5710 Liberty Hill Court";22193;"Woodbridge";"Prince William";"VA";"(571) 589-4352";"Child Day Center";"Two Year";"Feb. 27, 2025";"Ms. Laytoria Rutherford";"6:00 am and 3:40p.m. - 9:00 a.m.and 6:30 p.m.";"Monday - Friday";130;"5 years - 12 years 11 months";"Keesha Minor: (540) 340-2672";42243;"Yes";;;"Program Located in a Public School";1108077;
"AlphaBest at Alexander Henderson Elementary";"3799 Waterway Drive";22025;"Dumfries";"Prince William";"VA";"(703) 453-7125";"Child Day Center";"Two Year";"Dec. 15, 2024";"Karen Lopez";"6:00 am & 3:40 pm - 9:00 am & 6:30 pm";"Monday - Friday";75;"5 years - 12 years 11 months";"Cathy Aylor: (540) 222-6352";41243;"Yes";;;"Program Located in a Public School";1107758;
"AlphaBest at Antietam Elementary";"12000 Antietam Road";22192;"Woodbridge";"Prince William";"VA";"(703) 453-7121";"Child Day Center";"Two Year";"Feb. 28, 2025";"Angela Dunnaway";"6:00am & 2:50pm - 8:10am & 6:30pm";"Monday - Friday";75;"5 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";41283;"Yes";;;"Program Located in a Public School";1107797;
"AlphaBest at Ashland Elementary";"15300 Bowmans Folly Drive";20112;"Manassas";"Prince William";"VA";"(703) 453-7138";"Child Day Center";"Two Year";"April 30, 2025";"Mancy Johnson";"6:00 am - 6:30 pm";"Monday - Friday";105;"5 years - 12 years 11 months";"Beth Velke: (804) 629-8302";41293;"Yes";;;"Program Located in a Public School";1107807;
"AlphaBest at Bel Air Elementary";"14151 Ferndale Road";22193;"Woodbridge";"Prince William";"VA";"(703) 453-7107";"Child Day Center";"Two Year";"March 30, 2024";"Candace Lee";"6:00 am - 6:30 pm";"Monday - Friday";60;"5 years - 12 years 11 months";"Sharon Allen: (540) 272-2941";41302;"Yes";;;"Program Located in a Public School";1107814;
"AlphaBest at Bristow Run Elementary";"8990 Worthington Drive";20136;"Bristow";"Prince William";"VA";"(703) 453-7114";"Child Day Center";"Two Year";"Feb. 28, 2024";"Ms. Hanifa Ghani";"6:00am 3:35pm - 8:45am 6:30pm";"Monday - Friday";105;"5 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";41260;"Yes";;;"Program Located in a Public School";1107775;
"AlphaBest at Minnieville";"13639 Greenwood Drive";22193;"Woodbridge";"Prince William";"VA";"(703) 453-7117";"Child Day Center";"Two Year";"May 12, 2024";"Tequan Bell";"6:00am - 8:45 am - 3:25 pm - 6:30pm";"Monday - Friday";50;"5 years - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";41268;"Yes";;;"Program Located in a Public School";1107782;
"AlphaBest at Mountain View";"5600 McLeod Way";20169;"Haymarket";"Prince William";"VA";"(703) 453-7699";"Child Day Center";"Two Year";"Sept. 30, 2024";"Maria Farillas";"6:00 a.m.-9:00 a.m. - 3:30 p.m.-6:30 p.m.";"Monday - Friday";75;"5 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";41250;"Yes";;;"Program Located in a Public School";1107765;
"AlphaBest at Mullen Elementary";"8000 Rodes Drive";20109;"Manassas";"Prince William";"VA";"(703) 361-1534";"Child Day Center";"Two Year";"Sept. 25, 2025";"Ana Aragon";"6:00 am & 3:00 pm - 9:10 am & 6:30 pm";"Monday - Friday";50;"5 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";41233;"Yes";;;"Program Located in a Public School";1107755;
"AlphaBest at Rosa Parks Elementary";"13446 Princedale Drive";22193;"Woodbridge";"Prince William";"VA";"(703) 580-9737";"Child Day Center";"Two Year";"Feb. 28, 2024";"Quisha Cooper";"6:00am 3:40pm - 9:00am 6:30pm";"Monday - Friday";75;"5 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";41289;"Yes";;;"Program Located in a Public School";1107803;
"AlphaBest at Springwoods Elementary";"3815 Marquis Place";22192;"Woodbridge";"Prince William";"VA";"(703) 453-7135";"Child Day Center";"Two Year";"Sept. 25, 2023";"Jessica Shillingburg";"6:00am";"3:30pm - 9:00am";75;"5 years - 12 years 11 months";"Beth Velke: (804) 629-8302";41276;"Yes";;;"Program Located in a Public School";1107790;
"AlphaBest at Sudley Elementary";"9744 Copeland Drive";20109;"Manassas";"Prince William";"VA";"(703) 453-7554";"Child Day Center";"Two Year";"Nov. 10, 2024";"Ashley Ferrell";"6:00am";"3:40pm - 9:00am";75;"5 years - 12 years 11 months";"Beth Velke: (804) 629-8302";41270;"Yes";;;"Program Located in a Public School";1107784;
"AlphaBest at Yorkshire Elementary";"7610 Old Centerville Road";20110;"Manassas";"Prince William";"VA";"(703) 453-7710";"Child Day Center";"Two Year";"Feb. 28, 2024";"Sarah Tavares";"6:00 am & 3:55 pm - 9:15 am & 6:30 pm";"Monday - Friday";75;"5 years - 12 years 11 months";"Cathy Aylor: (540) 222-6352";41325;"Yes";;;"Program Located in a Public School";1107821;
"Angelica Olea";"12127 Formby Street";20136;"Bristow";"Prince William";"VA";"(703) 554-2442";"Family Day Home";"Conditional";"March 28, 2024";;"7:00 AM - 5:30 PM";"Monday - Friday";12;"3 months - 4 years 11 months";"Laura Brindle: (540) 905-2062";50049;"No";;;;1110603;
"Bayan Sindi";"12136 Paper Birch Lane";20155;"Gainesville";"Prince William";"VA";"(703) 209-7563";"Family Day Home";"One Year";"Sept. 1, 2024";;"8:00 am - 5:00 pm";"Monday - Friday";12;"1 month - 6 years 11 months";"Cathy Aylor: (540) 222-6352";47814;"Yes";;;;1110295;
"Blanca Montoya";"3041 Seminole Road";22192;"Woodbridge";"Prince William";"VA";"(571) 432-6963";"Family Day Home";"One Year";"Aug. 17, 2024";;"7am - 5:30pm";"Monday - Friday";9;"2 months - 12 years 11 months";"Keesha Minor: (540) 340-2672";47751;"Yes";;;;1110282;
"Blue Ribbon Results Academy, Dumfries Campus";"1006 Williamstown Drive";22026;"Dumfries";"Prince William";"VA";"(571) 406-4243";"Child Day Center";"Two Year";"Nov. 23, 2023";"Sheila Tillett Holas";"6:30 am - 6:00 pm";"Monday - Friday";50;"2 years - 12 years 11 months";"Cathy Aylor: (540) 222-6352";47028;"Yes";;;;1109010;
"Bright Starts Daycare & Learning Center";"7800 Garner Drive";20109;"Manassas";"Prince William";"VA";"(703) 479-7447";"Child Day Center";"Two Year";"May 15, 2024";"Michelle Vasquez";"5:30 am - 7:30 pm";"Monday - Saturday";133;"Birth - 12 years 11 months";"Morgan Bryson: (540) 270-0057";47544;"Yes";;;;1109170;
"Bright Starts Daycare & Learning Center";"8031 McLean Way";20111;"Manassas";"Prince William";"VA";"(703) 361-4595";"Child Day Center";"Two Year";"March 4, 2025";"Stephanie Indof";"5:30 AM - 7:30 PM";"Monday - Sunday";105;"Birth - 12 years 11 months";"Angela Dudek: (804) 629-8167";44668;"Yes";;;;1108424;
"Bristow Montessori School";"9050 Devlin Road";20136;"Bristow";"Prince William";"VA";"(703) 468-1191";"Child Day Center";"Two Year";"Jan. 17, 2024";"Ms. Nichole Weinberg";"7:30 a.m. - 5:30 p.m.";"Monday - Friday";193;"1 month - 12 years 11 months";"Cathy Aylor: (540) 222-6352";37369;"No";;;;1106753;
"Building Blocks III Day School";"10706 Vandor Lane";20109;"Manassas";"Prince William";"VA";"(703) 331-3100";"Child Day Center";"Two Year";"March 16, 2024";"Mabel Espinoza";"6:30 am - 6:30 pm";"Monday - Friday";59;"3 months - 8 years 11 months";"Keesha Minor: (540) 340-2672";45568;"Yes";;;;1108663;
"Cardinal Montessori School";"1424 G Street";"22191-1605";"Woodbridge";"Prince William";"VA";"(703) 491-3810";"Child Day Center";"Two Year";"March 6, 2024";"Mr. Erick Gallegos";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";198;"2 years 5 months - 12 years 11 months";"Angela Dudek: (804) 629-8167";14927;"No";;;;778996;
"Charytin Cruz";"12716 Crossman Creek Way";20136;"Bristow";"Prince William";"VA";"(703) 498-9539";"Family Day Home";"Two Year";"Sept. 21, 2024";;"7:00 am - 5:30 pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Donna Liberman: (540) 359-5244";47006;"No";;;;1110141;
"Chesterbrook Academy #819";"12960 Troupe Street";"22192-7621";"Woodbridge";"Prince William";"VA";"(703) 878-1220";"Child Day Center";"Two Year";"Jan. 3, 2025";"Karen Stona";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";153;"1 month - 12 years 11 months";"Donna Liberman: (540) 359-5244";29334;"Yes";;;;1105330;
"Children of America Manassas LLC";"9655 Liberia Avenue";20110;"Manassas";"Prince William";"VA";"(571) 292-2807";"Child Day Center";"Two Year";"Aug. 8, 2025";"Ms. Christina Smith";"6:00 AM - 6:30 PM";"Monday - Friday";154;"1 month - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";37328;"Yes";;;;1106742;
"Children of America Prince William";"13871 Hedgewood Drive";22191;"Woodbridge";"Prince William";"VA";"(703) 583-4708";"Child Day Center";"Two Year";"Jan. 24, 2024";"Chevontae Lucas";"6:00 a.m. - 7:00 p.m.";"Monday - Friday";226;"1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";25659;"Yes";;;;1093189;
"Children of America Woodbridge II";"1401 E Longview Drive";22191;"Woodbridge";"Prince William";"VA";"(571) 398-0564";"Child Day Center";"Two Year";"Jan. 12, 2024";"Lori Jamison";"5:30 a.m. - 7:00 p.m.";"Monday - Friday";233;"1 month - 12 years 11 months";"Donna Liberman: (540) 359-5244";43211;"Yes";;;;1108197;
"Children of America- Manassas Bull Run";"11730 Sudley Manor Drive";20109;"Manassas";"Prince William";"VA";"(703) 335-7700";"Child Day Center";"Provisional";"Feb. 19, 2024";"Ms. Deborah Williams";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";241;"1 month - 12 years 11 months";"Keesha Minor: (540) 340-2672";39161;"Yes";;;;1107170;
"Chinn Aquatics and Fitness Center";"13025 Chinn Park Drive";22192;"Woodbridge";"Prince William";"VA";"(703) 792-8600";"Child Day Center";"Two Year";"April 8, 2025";"Roberta Collier";"8:45 a.m. - 3:30 p.m.";"Monday - Friday";45;"2 years 6 months - 5 years 11 months";"Angela Dudek: (804) 629-8167";39298;"No";;;;1107223;
"Cloverdale School";"13506 Minnieville Road";"22192-4203";"Woodbridge";"Prince William";"VA";"(703) 670-8695";"Child Day Center";"Two Year";"Nov. 5, 2024";"Patty J Lober";"8:30 a.m. - 3:00 p.m.";"Monday - Friday";112;"2 years - 8 years 11 months";"Morgan Bryson: (540) 270-0057";16403;"No";;;;855391;
"Colette Bonds-McLeod";"4202 Ashmere Circle";22025;"Dumfries";"Prince William";"VA";"(571) 839-8507";"Family Day Home";"One Year";"April 25, 2024";;"7:00 am - 6:00 pm";"Monday - Friday";9;"1 year 3 months - 5 years 11 months";"Sharon Allen: (540) 272-2941";47285;"Yes";;;;1110187;
"Cornerstone Academy Day Center";"1511 Walnut Street";22191;"Woodbridge";"Prince William";"VA";"(703) 494-1007";"Child Day Center";"Conditional";"Jan. 12, 2024";"Peggy Murphy";"6:30 am - 6:30 pm";"Monday - Friday";79;"2 years - 12 years 11 months";"Keesha Minor: (540) 340-2672";48264;"Yes";;;;1109290;
"Creme de la Creme";"16351 Navigation Drive";"22191-6503";"Woodbridge";"Prince William";"VA";"(703) 580-8887";"Child Day Center";"Two Year";"Feb. 2, 2024";". Meaghan Wilcox";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";300;"1 month - 12 years 11 months";"Angela Dudek: (804) 629-8167";35670;"No";;;;1106422;
"Davida Cole";"16895 Toms River Loop";22026;"Dumfries";"Prince William";"VA";"(202) 460-7209";"Family Day Home";"One Year";"Aug. 17, 2024";;"6:00 am - 6:00 pm";"Monday - Friday";9;"3 months - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";47689;"Yes";;;;1110271;
"Debora Derboghossian";"4050 Westwind Drive";22193;"Woodbridge";"Prince William";"VA";"(571) 232-6964";"Family Day Home";"One Year";"Dec. 31, 2023";;"6:00 AM - 6:00 PM";"Monday - Friday";12;"1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";43069;"No";;;;1109392;
"Diana Schockley";"9330 King George Drive";20109;"Manassas";"Prince William";"VA";"(703) 369-3942";"Family Day Home";"One Year";"March 24, 2024";;"6:30 am - 6:00 pm";"Monday - Friday";12;"6 months - 12 years 11 months";"Donna Liberman: (540) 359-5244";45567;"No";;;;1109915;
"Discovery Learning Center";"5617 Mapledale Plaza";22193;"Dale city";"Prince William";"VA";"(703) 590-2946";"Child Day Center";"Two Year";"Oct. 1, 2024";"Ms. Sandra Garity";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";140;"1 month - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";28954;"Yes";;;;1105274;
"Dreamer's Learning Academy";"100 Nadia Street";20111;"Manassas";"Prince William";"VA";"(703) 335-8833";"Child Day Center";"Two Year";"March 8, 2024";"Letta Garrett";"7:00 am - 6:00 pm";"Monday - Friday";140;"Birth - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";45335;"Yes";;;;1108591;
"Early Years Academy";"13817 Spriggs Road";20112;"Manassas";"Prince William";"VA";"(703) 730-8300";"Child Day Center";"Two Year";"Oct. 23, 2025";"Samia Harris";"7:00 am - 5:30 pm";"Monday - Friday";78;"3 months - 12 years 11 months";"Cathy Aylor: (540) 222-6352";42776;"Yes";;;;1108177;
"Edgar Salvador";"13425 Forest Glen Road";22191;"Woodbridge";"Prince William";"VA";"(571) 572-3101";"Family Day Home";"One Year";"Aug. 19, 2024";;"5:30 am - 6:00 pm";"Sunday - Saturday";12;"Birth - 12 years 11 months";"Morgan Bryson: (540) 270-0057";48984;"Yes";;;;1110422;
"Elva Barboza";"14446 Belvedere Drive";22193;"Woodbridge";"Prince William";"VA";"(703) 980-6656";"Family Day Home";"One Year";"Feb. 14, 2024";;"6:00 AM - 6:00 PM";"Monday - Friday";4;"1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";37606;"Yes";;;;1108208;
"Elzena Ross";"11902 Molly Pitcher Circle";20109;"Manassas";"Prince William";"VA";"(703) 568-2319";"Family Day Home";"One Year";"Oct. 3, 2023";;"5:00 am - 7:00 pm";"Monday - Sunday";12;"1 month - 12 years 11 months";"Morgan Bryson: (540) 270-0057";42684;"Yes";;;;1109362;
"Erin DeSalvo";"6938 Little John Court";20169;"Haymarket";"Prince William";"VA";"(703) 505-2558";"Family Day Home";"Two Year";"Oct. 15, 2024";;"7:30 AM - 5:30 PM";"Monday - Friday";12;"1 month - 12 years 11 months";"Morgan Bryson: (540) 270-0057";41032;"No";;;;1108874;
"Everbrook Academy";"11675 Chapel Springs Road";20136;"Bristow";"Prince William";"VA";"(571) 428-5059";"Child Day Center";"Two Year";"Aug. 18, 2024";"Ms. Dawn Sheehan";"6:00 AM - 6:30 PM";"Monday - Friday";136;"1 month - 12 years 11 months";"Keesha Minor: (540) 340-2672";44252;"No";;;;1108340;
"Everbrook Academy";"7550 Nolan Road";20155;"Gainesville";"Prince William";"VA";"(571) 469-1647";"Child Day Center";"Two Year";"Dec. 10, 2024";"Ms. Sarah Zirzow";"6:00 AM - 6:30 PM";"Monday - Friday";136;"1 month - 12 years 11 months";"Laura Brindle: (540) 905-2062";44548;"No";;;;1108387;
"Everbrook Academy";"2510 Caton Hill Road";22192;"Woodbridge";"Prince William";"VA";"(703) 490-8551";"Child Day Center";"Two Year";"Aug. 8, 2024";"Ana Ayala";"7:00 am - 6:00 pm";"Monday - Friday";201;"1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";47405;"No";;;;1109129;
"Everbrook Academy of Lake Ridge";"4645 Daisy Reid Avenue";22192;"Woodbridge";"Prince William";"VA";"(703) 590-4145";"Child Day Center";"Two Year";"Aug. 15, 2024";"Mildred Mcneal";"7:00 am - 6:00 pm";"Monday - Friday";199;"1 month - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";47404;"No";;;;1109128;
"Everbrook Academy of Ridgefield";"12725 Ridgefield Village Drive";22193;"Woodbridge";"Prince William";"VA";"(571) 677-0452";"Child Day Center";"Two Year";"March 25, 2025";"Dawn Erausquin";"6:30 am - 6:30 pm";"Monday - Friday";156;"1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";48802;"No";;;;1109355;
"Farah Shaikh";"12283 Marlboro Court";22192;"Woodbridge";"Prince William";"VA";"(703) 338-3389";"Family Day Home";"One Year";"July 4, 2024";;"7 am - 5 pm";"Monday - Friday";4;"1 year - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";48900;"Yes";;;;1110414;
"Farishta Hotaki";"13083 Quate Lane";22192;"Woodbridge";"Prince William";"VA";"(703) 505-4328";"Family Day Home";"One Year";"Aug. 3, 2024";;"5:00 AM - 5:00 PM";"Monday - Friday";12;"1 month - 12 years 11 months";"Cathy Aylor: (540) 222-6352";43813;"No";;;;1109445;
"Farzana Abrar";"3441 Chelsea Drive";22192;"Woodbridge";"Prince William";"VA";"(571) 212-1048";"Family Day Home";"One Year";"Feb. 22, 2024";;"7:00 am - 7:00 pm";"Monday - Friday";5;"6 months - 4 years 6 months";"Keesha Minor: (540) 340-2672";48520;"Yes";;;;1110380;
"Farzana Khurshid";"12023 Valcour Island Way";20109;"Manassas";"Prince William";"VA";"(571) 982-9030";"Family Day Home";"One Year";"June 12, 2024";;"6:00 am";"Monday - Sunday";9;"1 month - 12 years 11 months";"Laura Brindle: (540) 905-2062";47649;"Yes";;;;1110257;
"Firdous Bibi";"3048 American Eagle Boulevard";22191;"Woodbridge";"Prince William";"VA";"(571) 530-9595";"Family Day Home";"One Year";"Aug. 5, 2024";;"7:00 am - 7:00 pm";"Monday - Sunday";12;"Birth - 7 years 11 months";"Morgan Bryson: (540) 270-0057";48737;"No";;;;1110391;
"Freshta Omid";"10550 Tattersall Drive";20112;"Manassas";"Prince William";"VA";"(703) 298-2204";"Family Day Home";"One Year";"Feb. 4, 2024";;"6 am - 6 pm";"Monday - Friday";12;"3 months - 8 years 11 months";"Donna Liberman: (540) 359-5244";46121;"No";;;;1110006;
"Frishta Mulhim";"17429 Denali Place";22025;"Dumfries";"Prince William";"VA";"(703) 894-7290";"Family Day Home";"One Year";"Feb. 22, 2024";;"8:00am - 5:00pm";"Monday - Saturday";4;"Birth - 12 years 11 months";"Donna Liberman: (540) 359-5244";45447;"Yes";;;;1109903;
"Garden School";"13710 Milestone Court";20155;"Gainesville";"Prince William";"VA";"(571) 969-5435";"Child Day Center";"Two Year";"July 20, 2025";"Ms. Jena Young";"7 a.m. - 5 p.m.";"Monday - Friday";55;"2 years - 12 years 11 months";"Angela Dudek: (804) 629-8167";40778;"No";;;;1107652;
"General Heiser Boys and Girls Club";"17565 Old Stage Coach Road";22026;"Dumfries";"Prince William";"VA";"(703) 441-0611";"Child Day Center";"Provisional";"Feb. 6, 2024";"Judith C Moore";"6:00 am - 6:00 pm";"Monday - Friday";150;"5 years - 12 years 11 months";"Morgan Bryson: (540) 270-0057";42403;"Yes";;;;1108123;
"Guidepost Montessori at Montclair";"3551 Waterway Drive";22025;"Dumfries";"Prince William";"VA";"(703) 670-9070";"Child Day Center";"Two Year";"Aug. 13, 2024";"Aracelly Claros";"7:00 am - 6:00 pm";"Monday - Friday";116;"1 month - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";45790;"No";;;;1108706;
"Hasiba Dosky";"14400 Chalfont Drive";20169;"Haymarket";"Prince William";"VA";"(703) 474-7217";"Family Day Home";"Conditional";"Dec. 31, 2023";;"6:30 am - 5:00 pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Laura Brindle: (540) 905-2062";49320;"No";;;;1110505;
"Haymarket Children's Academy";"6800 Piedmont Center Plaza";20155;"Gainesville";"Prince William";"VA";"(571) 261-2020";"Child Day Center";"Two Year";"Oct. 9, 2024";"Juliana Almeida";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";328;"1 month - 12 years 11 months";"Laura Brindle: (540) 905-2062";38727;"Yes";;;;1107081;
"Holy Family Catholic School";"14160 Ferndale Road";22193;"Woodbridge";"Prince William";"VA";"(703) 670-3138 (314)";"Child Day Center";"Two Year";"March 7, 2024";"Ms. Judith A. Peacott";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";140;"2 years 6 months - 12 years 11 months";"Angela Dudek: (804) 629-8167";14868;"No";;;;776641;
"ImagiNation Learning Center - Bristow";"8299 Harness Shop Road";20155;"Gainesville";"Prince William";"VA";"(703) 743-8667";"Child Day Center";"Two Year";"July 29, 2025";"Sherry Kose";"6:30 am - 6:30 pm";"Monday - Friday";164;"1 month - 12 years 11 months";"Cathy Aylor: (540) 222-6352";49046;"Yes";;;;1109416;
"ImagiNation Learning Center, Gainesville";"14421 Newbern Loop";20155;"Gainesville";"Prince William";"VA";"(703) 754-8566";"Child Day Center";"Two Year";"May 1, 2024";"Ms. Lisa Matteson";"6:30 am - 6:30 pm";"Monday - Friday";117;"1 month - 11 years 11 months";"Sharon Allen: (540) 272-2941";41454;"Yes";;;;1107856;
"James S. Long Park";"4603 James Madison Highway";20169;"Haymarket";"Prince William";"VA";"(703) 792-5180";"Child Day Center";"Two Year";"March 4, 2024";"Jane England";"9:00 AM";"1p.m. - 12 Noon";24;"3 years - 5 years 11 months";"Morgan Bryson: (540) 270-0057";43727;"No";;;;1108213;
"Joyce Quansah";"15098 Jarrell Place";22193;"Woodbridge";"Prince William";"VA";"(571) 278-7067";"Family Day Home";"One Year";"May 5, 2024";;"6 am - 6 pm";"Monday - Friday";5;"3 months - 12 years 11 months";"Sharon Allen: (540) 272-2941";45603;"Yes";;;;1109920;
"Kamaly Vega";"14764 Keavy Ridge Court";20169;"Haymarket";"Prince William";"VA";"(571) 778-9848";"Family Day Home";"One Year";"Aug. 25, 2024";;"6:30 am - 6:00 pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Morgan Bryson: (540) 270-0057";46961;"Yes";;;;1110132;
"Karter School of Gainesville";"14130 Glenkirk Road";20155;"Gainesville";"Prince William";"VA";"(703) 754-0946";"Child Day Center";"Two Year";"April 25, 2025";"Micah Earle";"7:00 am - 6:00 pm";"Monday - Friday";133;"1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";48732;"No";;;;1109328;
"Kawthar Abdulla";"13629 America Drive";20136;"Bristow";"Prince William";"VA";"(571) 535-9105";"Family Day Home";"One Year";"Sept. 12, 2024";;"6:30am - 6:00pm";"Monday - Friday";12;"1 month - 5 years 11 months";"Sharon Allen: (540) 272-2941";38350;"No";;;;1108365;
"Kiddie Academy of Gainesville";"13980 Estate Manor Drive";20155;"Gainesville";"Prince William";"VA";"(703) 348-7200";"Child Day Center";"Two Year";"Aug. 19, 2025";"Elijah Boruchowitz";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";182;"1 month - 12 years 11 months";"Angela Dudek: (804) 629-8167";39101;"Yes";;;;1107156;
"Kiddie Academy of Woodbridge - North";"5895 Websters Way";20112;"Manassas";"Prince William";"VA";"(703) 897-1000";"Child Day Center";"Two Year";"Sept. 2, 2024";"Shelly Chapman";"6:30 am - 6:30 pm";"Monday - Friday";165;"1 month - 12 years 11 months";"Morgan Bryson: (540) 270-0057";45452;"Yes";;;;1108627;
"KinderCare Learning Center #301044";"4381 Kevin Walker Drive";"22025-1636";"Dumfries";"Prince William";"VA";"(703) 680-2244";"Child Day Center";"Two Year";"July 25, 2024";"Ms. Kristen Southard";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";99;"1 month - 12 years 11 months";"Cathy Aylor: (540) 222-6352";9231;"Yes";;;;276551;
"KinderCare Learning Center #301616";"14050 Central Loop Road";22193;"Woodbridge";"Prince William";"VA";"(703) 580-1628";"Child Day Center";"Two Year";"Jan. 5, 2025";"Lara Dineen";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";140;"1 month - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";23786;"Yes";;;;1068575;
"KinderCare Learning Center #301808";"12871 Braemar Village Plaza";"20136-5502";"Bristow";"Prince William";"VA";"(703) 366-3020";"Child Day Center";"Two Year";"April 26, 2024";"Rebecca Malley";"5:30 a.m. - 6:30 p.m.";"Monday - Friday";150;"1 month - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";31278;"Yes";;;;1105596;
"KinderCare Learning Center at Braemar";"12121 Caithness Circle";"20136-1915";"Bristow";"Prince William";"VA";"(703) 361-2498";"Child Day Center";"Two Year";"April 25, 2025";"Jacqueline Quell";"5:30 a.m. - 6:30 p.m.";"Monday - Friday";125;"1 month - 12 years 11 months";"Donna Liberman: (540) 359-5244";21932;"No";;;;1029219;
"KinderCare Learning Center at Sudley Manor";"10496 Sudley Manor Drive";"20109-2966";"Manassas";"Prince William";"VA";"(703) 368-5599";"Child Day Center";"Two Year";"Sept. 30, 2024";"Ms. Yazira Gonzalez";"6:00 am - 6:30 pm";"Monday - Friday";120;"1 month - 12 years 11 months";"Shawanda Henderson: (540) 216-1434";9313;"Yes";;;;291959;
"La Petite Academy - Dumfries";"17040 Richmond Highway";"22026-2112";"Dumfries";"Prince William";"VA";"(703) 221-5678";"Child Day Center";"Provisional";"Nov. 3, 2023";"Ms. Pamela James - Kestner";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";154;"1 month - 12 years 11 months";"Donna Liberman: (540) 359-5244";14150;"Yes";;;;734018;
"LaShawnda Gunn";"8646 Placid Lake Court";20136;"Bristow";"Prince William";"VA";"(703) 853-0494";"Family Day Home";"One Year";"Dec. 10, 2023";;"6:30 am - 6:00 pm";"Monday - Friday";12;"6 months - 12 years 11 months";"Morgan Bryson: (540) 270-0057";47070;"Yes";;;;1110157;
