Provider ID;SSPS Provider Number;License ID;License Cert;Authority;Facility Type;License Type;License Status;Provider Name;Provider Name Label;Primary Contact;First Initial License Date;First Full License Date;License Anniversary Date;License Expires;Primary Phone;Email;Fax;Capacity;Ages;AgeFromMonths;AgeToMonths;Mail Addr1;Mail Addr2;Mail Addr3;Mail City;Mail State;Mail Zip;Physical Addr1;Physical Addr2;Physical Addr3;Physical City;Physical State;Physical Zip;Business Addr1;Business Addr2;Business Addr3;Business City;Business State;Business Zip;Label Addr1;Label Addr2;Label Addr3;Label City;Label State;Label Zip;County;Licensor;Office;Service Area;Lattitude;Longitude;Early Achievers Status;Referral Status
620927;698346;634715;Licensed;DEL;School;Non-Expiring;Open;REDMOND SAMMAMISH BOYS AND GIRLS DICKINSON ELEMENTARY;REDMOND SAMMAMISH BOYS AND GIRLS DICKINSON ELEMENTARY;;11/23/2010;11/23/2010;22-Nov;;4252504788;;;38;5 years to 13 years;60;156;825 228th Ave NE;;;Sammamish;WA;98074;7300 208th Avenue NE;;;Redmond;WA;98053;7300 208th Avenue NE;;;Redmond;WA;98053;825 228th Ave NE;;;Sammamish;WA;98074;King;Jane Inglis;Bellevue;Northwest;47.670806;-122.062654;Not Participating;Okay to refer
620930;706783;467285;Licensed;DEL;School;Non-Expiring;Open;REDMOND SAMMAMISH BOYS AND GIRLS ROSA PARKS;REDMOND SAMMAMISH BOYS AND GIRLS ROSA PARKS;;12/13/2009;12/13/2009;12-Dec;;4258369295;;;18;5 years to 12 years;60;144;825 228th AVE NE;;;Sammamish;WA;98074;22845 NE Cedar Park Cresent;;;Redmond;WA;98053;22845 NE Cedar Park Crescent;;;Redmond;WA;98053;825 228th AVE NE;;;Sammamish;WA;98074;King;Jane Inglis;Bellevue;Northwest;47.684743;-122.03485;Not Participating;Okay to refer
709805;131630;486364;Licensed;DEL;School;Non-Expiring;Open;REDMOND/SAMMAMISH BOYS & GIRLS - CARSON ELEMENTARY;REDMOND/SAMMAMISH BOYS & GIRLS - CARSON ELEMENTARY;;10/8/2012;4/7/2013;7-Oct;;4252504782;;;21;5 years to 12 years;60;144;825 228th Ave NE;;;Sammamish;WA;98074;1035 244th Ave NE;;;Sammamish;WA;98074;1035 244th Ave NE;;;Sammamish;WA;98074;825 228th Ave NE;;;Sammamish;WA;98074;King;Jane Inglis;Bellevue;Northwest;47.619231;-122.015278;Not Participating;Okay to refer
620923;196940;692676;Licensed;DEL;School;Non-Expiring;Open;REDMOND/SAMMAMISH BOYS & GIRLS - REDMOND ELEMENTARY;REDMOND/SAMMAMISH BOYS & GIRLS - REDMOND ELEMENTARY;;6/23/2009;6/23/2009;22-Jun;;2064786744;;;30;5 years to 13 years;60;156;825 228th AVE NE;;;Sammamish;WA;98074;16800 NE 80th Room 119;;;Redmond;WA;98052;16800 NE 80TH Room 119;;;Redmond;WA;98052;825 228th AVE NE;;;Sammamish;WA;98074;King;Jane Inglis;Bellevue;Northwest;47.6761259;-122.116742;Not Participating;Okay to refer
600979;606005;519549;Licensed;DEL;School;Non-Expiring;Open;REDMOND/SAMMAMISH BOYS & GIRLS - SMITH ELEMENTARY;REDMOND/SAMMAMISH BOYS & GIRLS - SMITH ELEMENTARY;;9/1/2010;9/1/2010;1-Sep;;4258824365;;;40;5 years to 12 years 11 months;60;155;825 228th AVE NE;;;Sammamish;WA;98074;23305 NE 14th Street;;;Sammamish;WA;98074;23305 NE 14th Street;;;Sammamish;WA;98074;825 228th AVE NE;;;Sammamish;WA;98074;King;Jane Inglis;Bellevue;Northwest;47.621101;-122.02737;Not Participating;Okay to refer
600977;310263;527535;Licensed;DEL;School;Non-Expiring;Open;REDMOND/SAMMAMISH BOYS & GIRLS -MCAULIFFE ELEMENTARY;REDMOND/SAMMAMISH BOYS & GIRLS -MCAULIFFE ELEMENTARY;;10/25/2010;10/25/2010;1-Oct;;4258360837;;;19;5 years to 12 years;60;144;825 228th AVE NE;;;Sammamish;WA;98074;23823 NE 22nd Street;;;Sammamish;WA;98074;23823 NE 22nd Street;;;Sammamish;WA;98074;825 228th AVE NE;;;Sammamish;WA;98074;King;Jane Inglis;Bellevue;Northwest;47.628509;-122.020594;Not Participating;Okay to refer
306774;143459;613715;Certified;Government;School;Non-Expiring;Open - Certified;RIDGEVIEW EXPRESS;RIDGEVIEW EXPRESS;;9/5/2006;9/5/2006;4-Sep;;5093547312;;;60;5 years to 13 years;60;156;RIDGEVIEW EXPRESS;;200 N BERNARD ST;SPOKANE;WA;99201;5610 N MAPLE ST;;;SPOKANE;WA;99205;5610 N MAPLE ST;;;SPOKANE;WA;99205;RIDGEVIEW EXPRESS;;200 N BERNARD ST;SPOKANE;WA;99201;Spokane;Judy Davis;Spokane;East;47.7096458;-117.4350788;Not Participating;Okay to refer
152549;143962;681711;Certified;Government;School;Non-Expiring;Open - Certified;ROOSEVELT EXPRESS;ROOSEVELT EXPRESS;;6/19/1994;6/19/1994;1-Jun;;5093544048;;;60;5 years to 13 years;60;156;ROOSEVELT EXPRESS;;200 N BERNARD ST;SPOKANE;WA;99201;333 W 14TH;;;SPOKANE;WA;99204;333 W 14TH AVE;;;SPOKANE;WA;99204;ROOSEVELT EXPRESS;;200 N BERNARD ST;SPOKANE;WA;99201;Spokane;Judy Davis;Spokane;East;47.6426861;-117.4169692;Not Participating;Okay to refer
238819;309743;447171;Licensed;DEL;School;Non-Expiring;Open;SAMENA CLUB;SAMENA CLUB;;9/5/2000;9/5/2000;3-Sep;;4257461160;;;60;5 years to 12 years;60;144;15231 LAKE HILLS BLVD SE;;;BELLEVUE;WA;980070000;15231 LAKE HILLS BLVD SE;;;BELLEVUE;WA;98007;15231 LAKE HILLS BLVD SE;;SAMENA CLUB;BELLEVUE;WA;98007;15231 LAKE HILLS BLVD SE;;;BELLEVUE;WA;980070000;King;Janelle Eason;Bellevue;Northwest;47.601139;-122.135744;Not Participating;Okay to refer
626931;933902;592657;Licensed;DEL;School;Non-Expiring;Open;Sand Point LASER;Sand Point LASER;;9/7/2011;11/22/2011;7-Sep;;2066054104;sandpointlaser@gmail.com;;98;5 years to 12 years;60;144;Laurelhurst After Sch Enrich.Rm;6208 60th Ave NE;;Seattle;WA;98115;6208 60th Ave. NE;;;Seattle;WA;98115;6208 60th Ave NE;;;Seattle;WA;98115;Laurelhurst After Sch Enrich.Rm;6208 60th Ave NE;;Seattle;WA;98115;King;Rita Swanson;Renton;Northwest;47.6737268;-122.2635178;Not Participating;Okay to refer
156545;916249;674687;Payment Only;Military;School;Non-Expiring;Open - Payment Only;SCHOOL AGE CARE-SAFE;School Age Care Program;;5/2/1994;5/4/2005;1-Sep;;3602570889;whdy_youthsactivities@navy.mil;;264;5 years to 13 years;60;156;SCHOOL AGE CARE PRGM;;54 WAKE AVE;Nas Whidbey;WA;98278;54 WAKE AVE;NAS WHIDBEY ISLAND;;OAK HARBOR;WA;98278;NAS WHIDBEY ISLAND;;54 WAKE AVE;OAK HARBOR;WA;98278;SCHOOL AGE CARE PRGM;;54 WAKE AVE;Nas Whidbey;WA;98278;Island;Brenda Martinez;Bellingham;North Central;48.3321731;-122.6898122;Not Participating;Okay to refer
635993;960766;634681;Licensed;DEL;School;Non-Expiring;Open;Schools Out Care Inc Browns Point;Schools Out Care Inc Browns Point;;10/28/2011;11/29/2012;28-Nov;;2539274498;rainey.schoolsout@gmail.com;2532773312;50;5 years to 12 years 11 months;60;155;28140 192ND PL SE;;;Kent;WA;98042;1526 51ST ST NE;;;Tacoma;WA;98422;28140 192ND PL SE;;;Kent;WA;98042;28140 192ND PL SE;;;Kent;WA;98042;Pierce;Desiree Eberhart;Tacoma;Southwest;47.3029451;-122.4230454;Not Participating;Okay to refer
635995;960778;634686;Licensed;DEL;School;Non-Expiring;Open;Schools Out Care Inc Crescent Heights;Schools Out Care Inc Crescent Heights;;10/28/2011;11/29/2012;28-Nov;;2532086981;rainey.schoolsout@gmail.com;2532773312;55;5 years to 12 years 11 months;60;155;28140 192ND PL SE;;;Kent;WA;98042;4110 Nassau Ave NE;;;Tacoma;WA;98422;28140 192ND PL SE;;;Kent;WA;98042;28140 192ND PL SE;;;Kent;WA;98042;Pierce;Desiree Eberhart;Tacoma;Southwest;47.2938451;-122.3987374;Not Participating;Okay to refer
635989;960787;634687;Licensed;DEL;School;Non-Expiring;Open;Schools Out Care Inc NE Tacoma Elementary;Schools Out Care Inc NE Tacoma Elementary;;10/28/2011;12/16/2011;28-Nov;;2532663905;rainey.schoolsout@gmail.com;2532773312;25;5 years to 12 years 11 months;60;155;28140 192ND ST NE;;;Kent;WA;98042;5412 29TH ST NE;;;Tacoma;WA;98422;28140 192ND PL SE;;;Kent;WA;98042;28140 192ND ST NE;;;Kent;WA;98042;Pierce;Desiree Eberhart;Tacoma;Southwest;47.281841;-122.374582;Not Participating;Okay to refer
591058;798466;488375;Licensed;DEL;School;Non-Expiring;Open;Silverdale YMCA Childcare;Silverdale YMCA Childcare;;1/26/2011;;24-Apr;;3603773741;;;45;5 years to 12 years 11 months;60;155;YMCA of Pierce & Kitsap Co;101 National Ave N;;Bremerton;WA;98312;Silverdale Elementary;9100 Dickey Road;;Silverdale;WA;98383;YMCA of Pierce & Kitsap Co;101 National Ave N;;Bremerton;WA;98312;YMCA of Pierce & Kitsap Co;101 National Ave N;;Bremerton;WA;98312;Kitsap;Jody Hitchings;Tacoma;Southwest;47.6446728;-122.7192199;Not Participating;Okay to refer
264032;693238;606755;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT BAYVIEW SCHOOL AGE;SKAGIT VALLEY Y - BAYVIEW ELEMENTARY;;8/27/2002;8/27/2002;26-Aug;;3604199058;;;30;5 years to 13 years;60;156;BAYVIEW ELEMENTARY;;215 E FULTON ST;MOUNT VERNON;WA;98273;15241 JOSH WILSON ROAD;;;BURLINGTON;WA;98233;BEST PLACE BAYVIEW;;15241 JOSH WILSON ROAD;BURLINGTON;WA;98233;BAYVIEW ELEMENTARY;;215 E FULTON ST;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.487845;-122.417724;Not Participating;Okay to refer
421951;695897;455255;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT FIDALGO SCHOOL AGE;FIDALGO YMCA SCHOOL AGE;;9/4/2009;8/29/2010;3-Sep;;3604199058;;3603369624;28;5 years to 13 years;60;156;215 E Fulton Street;;;Mount Vernon;WA;98273;13590 GIBRALTER ROAD;;;Anacortes;WA;98221;13590 GIBRALTER ROAD;;;Anacortes;WA;98221;215 E Fulton Street;;;Mount Vernon;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.446819;-122.582467;Not Participating;Okay to refer
264021;692883;606743;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT JEFFERSON AFTER SCH PRGM;JEFFERSON SCHOOL AGE;;8/27/2002;8/27/2002;26-Aug;;3604199058;;;30;5 years to 13 years;60;156;JEFFERSON ELEMENTARY;;215 E FULTON ST;MOUNT VERNON;WA;98273;1801 BLACKBURN ROAD;;;MOUNT VERNON;WA;982749139;1801 E BLACKBURN ROAD;;;MOUNT VERNON;WA;982749139;JEFFERSON ELEMENTARY;;215 E FULTON ST;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.407357;-122.317446;Not Participating;Okay to refer
264024;692930;606745;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT LA CONNER SCHOOL AGE;SKAGIT VALLEY YMCA - LACONNER ELEMENTARY SCHOOL AGE;;8/27/2002;8/27/2002;26-Aug;;3603369622;;;25;5 years to 13 years;60;156;Skagit YMCA LaConner Elementar;;215 E FULTON ST;MOUNT VERNON;WA;98273;305 N 6TH STREET;;;LA CONNER;WA;98257;305 N. 6th St;;;La Conner;WA;98257;Skagit YMCA LaConner Elementar;;215 E FULTON ST;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.394191;-122.488873;Not Participating;Okay to refer
264022;692894;606744;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT LINCOLN SCHOOL AGE;SKAGIT VALLEY FAMILY YMCA - LINCOLN ELEMENTARY;;8/27/2002;8/27/2002;26-Aug;;3604199058;;;30;5 years to 13 years;60;156;LINCOLN ELEMENTARY;;215 E FULTON ST;MOUNT VERNON;WA;98273;1005 S 11TH STREET;;;MOUNT VERNON;WA;982744422;1005 S 11TH ST;;;MOUNT VERNON;WA;982744422;LINCOLN ELEMENTARY;;215 E FULTON ST;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.41519;-122.32869;Not Participating;Okay to refer
800141;411833;659687;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT LUCILLE UMBARGAR SCHOOL AGE;Skagit Valley YMCA at Lucille Umbarger;;2/17/2014;2/15/2015;16-Feb;;3604199058;;3603363451;30;5 years to 13 years;60;156;215 E Fulton;;;Mount Vernon;WA;98273;820 S. Skagit Street;;;Burlington;WA;98233;820 S. Skagit Street;;;Burlington;WA;98233;215 E Fulton;;;Mount Vernon;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.469373;-122.317926;Not Participating;Okay to refer
287369;325009;522667;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT MADISON SCHOOL AGE;SKAGIT VALLEY Y AT MADISON SCHOOL AGE;;9/24/2004;9/24/2004;23-Sep;;3604199058;;;30;5 years to 13 years;60;156;;;215 E FULTON STREET;MOUNT VERNON;WA;98273;907 E FIR STREET;;;MOUNT VERNON;WA;98273;907 E FIR ST;;;MOUNT VERNON;WA;98273;;;215 E FULTON STREET;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.4284972;-122.3296907;Not Participating;Okay to refer
264036;693271;606753;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT MARY PURCELL SCHOOL AGE;SKAGIT VALEY Y AT MARY PURCELL;;8/27/2002;8/27/2002;26-Aug;;3604199058;;;30;5 years to 13 years;60;156;MARY PURCELL ELEMENTARY;;215 E FULTON ST;MOUNT VERNON;WA;98273;700 BENNETT STREET;;;SEDRO WOOLLEY;WA;98284;700 BENNETT;;;SEDRO WOOLLEY;WA;98284;MARY PURCELL ELEMENTARY;;215 E FULTON ST;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.4997949;-122.229734;Not Participating;Okay to refer
264065;694090;608661;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT WASHINGTON SCHOOL AGE;SKAGIT VALLEY FAMILY YMCA at WASHINGTON ELEMENTARY;;8/27/2002;8/27/2002;26-Aug;;3604286106;;;15;5 years to 13 years;60;156;WASHINGTON ELEMENTARY;;215 E FULTON;MOUNT VERNON;WA;98273;1020 MCLEAN ROAD;;;MOUNT VERNON;WA;98273;;;1020 MCLEAN ROAD;MOUNT VERNON;WA;98273;WASHINGTON ELEMENTARY;;215 E FULTON;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.418898;-122.348748;Not Participating;Okay to refer
264028;693023;527675;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT WESTVIEW SCHOOL AGE;WESTVIEW YMCA SCHOOL AGE PROGRAM;;8/27/2002;10/21/2004;20-Oct;;3607573391;;;30;5 years to 13 years;60;156;215 E FULTON ST;;;MOUNT VERNON;WA;98273;515 W VICTORIA BLVD;;;BURLINGTON;WA;98233;BEST PLACE WESTVIEW;;515 W VICTORIA BLVD;BURLINGTON;WA;98233;215 E FULTON ST;;;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.4766686;-122.341111;Not Participating;Okay to refer
318085;949590;521501;Licensed;DEL;School;Non-Expiring;Open;SKAGIT VALLEY Y AT WHITNEY SCHOOL AGE;WHITNEY YMCA SCHOOL AGE PROGRAM;;8/27/2007;8/27/2007;26-Aug;;3604199058;;;45;5 years to 13 years;60;156;215 E FULTON ST;;;MOUNT VERNON;WA;98273;1200 M AVENUE;;;ANACORTES;WA;98221;1200 M AVENUE;;;Anacortes;WA;98221;215 E FULTON ST;;;MOUNT VERNON;WA;98273;Skagit;Sheau-Pyng Li;Bellingham;North Central;48.511833;-122.618081;Not Participating;Okay to refer
273129;972688;636845;Licensed;DEL;School;Non-Expiring;Open;SKYWAY BOYS & GIRLS CLUB;Renton/Skyway Boys and Girls Club;;2/19/2004;12/12/2005;9-Dec;;2069572754;;2069572757;30;5 years to 12 years 11 months;60;155;PO BOX 78038;;;SEATTLE;WA;98178;Boys and Girls Club Skyway Bran;12400 80th Ave S;;Seattle;WA;98178;12400 80th Ave S;;;Seattle;WA;98178;PO BOX 78038;;;SEATTLE;WA;98178;King;Connie Acosta;Renton;Northwest;47.4919023;-122.2321195;Not Participating;Okay to refer
133462;162843;582673;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Black Lake Elementary;So Sound YMCA Black Lake Elementary;;4/16/1994;4/16/1994;3-May;;3607543721;;;30;5 years to 12 years 11 months;60;155;108 STATE AVE W;;;OLYMPIA;WA;98501;6345 BLACK LAKE-BELMORE RD;;;TUMWATER;WA;98512;6345 BLACK LAKE/BELMORE RD;;;TUMWATER;WA;98502;108 STATE AVE W;;;OLYMPIA;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;46.990848;-122.967236;Not Participating;Okay to refer
134856;162060;483315;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Boston Harbor Elementary;So Sound YMCA Boston Harbor Elementary;;10/7/1992;10/7/1992;11-Mar;;3607541172;;;20;5 years to 12 years 11 months;60;155;108 State Avenue NW;;;Olympia;WA;98501;7300 ZANGLE ROAD;;;OLYMPIA;WA;98506;7300 ZANGLE ROAD;;;OLYMPIA;WA;98506;108 State Avenue NW;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;47.135651;-122.884819;Not Participating;Okay to refer
225219;212287;521596;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Cascade Elementary;So Sound YMCA Cascade Elementary;;9/1/1999;9/1/1999;1-Sep;;3607401828;;;40;5 years to 12 years 11 months;60;155;108 State Ave W;;;Olympia;WA;98501;89 SW 3RD STREET;;;CHEHALIS;WA;98532;89 SW 3RD STREET;;;CHEHALIS;WA;98532;108 State Ave W;;;Olympia;WA;98501;Lewis;Mary O'Connor;Olympia;Southwest;46.6587429;-122.9631013;Not Participating;Okay to refer
133464;162105;580652;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Centennial Elementary;So Sound YMCA Centennial Elementary;;5/2/1993;5/2/1993;3-May;;3607548172;;;47;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;2637 45TH AVE SE;;;OLYMPIA;WA;98501;2637 45TH AVE SE;;;OLYMPIA;WA;98501;108 State Avenue W;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;47.004997;-122.861691;Not Participating;Okay to refer
439940;162128;457205;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Chambers Prairie Elementary;So Sound YMCA Chambers Prairie Elementary;;9/22/2009;3/21/2010;21-Sep;;3604124720;;;65;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;6501 Virginia Street SE;;;Olympia;WA;98513;6501 Virginia Street SE;;;Olympia;WA;98513;108 State Avenue W;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;46.991425;-122.805847;Not Participating;Okay to refer
133466;162146;580650;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA East Olympia Elementary;So Sound YMCA East Olympia Elementary;;5/2/1993;5/2/1993;1-May;;3604911628;;;20;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;8700 RICH ROAD SE;;;OLYMPIA;WA;98501;8700 RICH ROAD SE;;;EAST OLYMPIA;WA;98540;108 State Avenue W;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;46.960686;-122.831086;Not Participating;Okay to refer
133514;162161;617688;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Ever Forest Elementary;So Sound YMCA Ever Forest Elementary;;9/6/1993;9/6/1993;5-Sep;;3604567732;;;25;5 years to 12 years;60;144;108 State Avenue W;;;OLYMPIA;WA;98501;3025 MARVIN ROAD SE;;;LACEY;WA;98503;3025 MARVIN ROAD SE;;;OLYMPIA;WA;98503;108 State Avenue W;;;OLYMPIA;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;47.0205258;-122.7591423;Not Participating;Okay to refer
133590;162866;674683;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Garfield Elementary;So Sound YMCA Garfield Elementary;;11/1/1991;11/1/1991;1-Nov;;3609152718;;;30;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;325 N PLYMOUTH;;;OLYMPIA;WA;98502;325 N PLYMOUTH;;;OLYMPIA;WA;98502;108 State Avenue W;;;Olympia;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;47.049062;-122.920055;Not Participating;Okay to refer
133515;162177;656668;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Griffin Elementary;So Sound YMCA Griffin Elementary;;9/19/1993;9/19/1993;18-Sep;;3608671137;;;20;5 years to 12 years 11 months;60;155;108 State Avenue NW;;;Olympia;WA;98501;6530 33RD AVENUE NW;;;OLYMPIA;WA;98502;6530 33RD NW;;;OLYMPIA;WA;98502;108 State Avenue NW;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;47.0805549;-123.018179;Not Participating;Okay to refer
134855;162616;527479;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Horizon Elementary;So Sound YMCA Horizon Elementary;;10/7/1992;10/7/1992;6-Oct;;3604591470;;;35;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;4601 67TH AVE SE;;;LACEY;WA;98513;4601 67TH AVE SE;;;LACEY;WA;98503;108 State Avenue W;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;46.9864264;-122.8234322;Not Participating;Okay to refer
157899;162624;455286;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Julia Butler Hanson Elementary;So Sound YMCA Julia Butler Hanson Elementary;;9/1/1994;9/1/1994;1-Sep;;3608660569;;;35;5 years to 12 years;60;144;108 State Avenue W;;;Olympia;WA;98501;1919 ROAD SIXTY FIVE NW;;;OLYMPIA;WA;98502;1919 ROAD SIXTY FIVE NW;;;OLYMPIA;WA;98502;108 State Avenue W;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;47.061103;-122.953712;Not Participating;Okay to refer
240511;162810;455353;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Komachim Middle School;So Sound YMCA Komachim Middle School;;9/6/2000;9/6/2000;5-Sep;;3607052642;;3609435439;20;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;3650 College St. SE;;;Lacey;WA;98503;3650 College St. SE;;;Lacey;WA;98503;108 State Avenue W;;;Olympia;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;47.0153938;-122.8217329;Not Participating;Okay to refer
133437;162639;461693;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Lakes Elementary;So Sound YMCA Lakes Elementary;;3/1/1993;3/1/1993;28-Nov;;3604931252;;;50;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;6211 MULLEN ROAD SE;;;LACEY;WA;98503;6211 MULLEN ROAD SE;;;LACEY;WA;98503;108 State Avenue W;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;47.004714;-122.800607;Not Participating;Okay to refer
133594;162889;461289;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Lincoln Elementary;So Sound YMCA Lincoln Elementary;;10/20/1991;10/20/1991;19-Oct;;3603520561;;;40;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;213 E 21ST;;;OLYMPIA;WA;98501;213 E 21ST;;;OLYMPIA;WA;98501;108 State Avenue W;;;Olympia;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;47.0300034;-122.9027783;Not Participating;Okay to refer
157918;162827;455289;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Littlerock Elementary;So Sound YMCA Littlerock Elementary;;9/1/1994;9/3/1997;2-Sep;;3607052642;;;20;5 years to 12 years 11 months;60;155;108 State Ave W;;;Olympia;WA;98501;12710 LITTLEROCK RD SW;;;LITTLEROCK;WA;98507;12710 LITTLEROCK RD SW;;;LITTLEROCK;WA;98507;108 State Ave W;;;Olympia;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;46.902931;-123.015261;Not Participating;Okay to refer
133502;162649;460239;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA LP Brown Elementary;So Sound YMCA LP Brown Elementary;;9/1/1993;9/1/1993;12-Oct;;3604811530;;;35;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;2000 26TH AVE NW;;;OLYMPIA;WA;98502;2000 - 26TH AVENUE NW;;;OLYMPIA;WA;98502;108 State Avenue W;;;Olympia;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;47.07087;-122.926485;Not Participating;Okay to refer
826152;162662;668693;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Madison Elementary;So Sound YMCA Madison Elementary;;2/28/2014;2/26/2015;27-Feb;;3609180403;;;30;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;1225 Legion Way SE;;;Olympia;WA;98501;108 STATE AVE W;;;Olympia;WA;98501;108 State Avenue W;;;Olympia;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;47.0439087;-122.8860824;Not Participating;Okay to refer
148544;162682;455484;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Margaret McKenny Elementary;So Sound YMCA Margaret McKenny Elementary;;9/8/1993;9/8/1993;7-Sep;;3609567121;;;60;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;3250 MORSE-MERRYMAN RD SE;;;OLYMPIA;WA;98501;3250 MORSE-MERRYMAN RD SE;;;OLYMPIA;WA;98501;108 State Avenue W;;;Olympia;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;47.018996;-122.856128;Not Participating;Okay to refer
396915;161514;461238;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA McLane Elementary;So Sound YMCA McLane Elementary;;10/19/2006;10/19/2012;18-Oct;;3608660787;;;25;5 years to 12 years;60;144;108 State Ave W;;;Olympia;WA;98501;200 Delphi Rd SW;;;Olympia;WA;98502;200 Delphi Rd SW;;;Olympia;WA;98502;108 State Ave W;;;Olympia;WA;98501;Thurston;Charlotte Dedman;Olympia;Southwest;47.043013;-122.977301;Not Participating;Okay to refer
133608;249203;461387;Licensed;DEL;School;Non-Expiring;Open;So Sound YMCA Michael T Simmons Elementary;So Sound YMCA Michael T Simmons Elementary;;10/28/1991;10/28/1991;27-Oct;;3603574375;;;65;5 years to 12 years 11 months;60;155;108 State Avenue W;;;Olympia;WA;98501;1205 2ND AVE S;;;TUMWATER;WA;98502;1205 2ND AVE SOUTH;;;TUMWATER;WA;98502;108 State Avenue W;;;Olympia;WA;98501;Thurston;Mary O'Connor;Olympia;Southwest;47.0058999;-122.913686;Not Participating;Okay to refer
